SOS_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SOS69,0,0,0,0,0,0,0,0,0,3,8,18,33,36,22,20,5,0,0,133,0,3,3,7,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,5,0,5,5,5,5,0,0,0,0,19,0,0,4,0,0,0,0,0,0,5,0,4,13,9,4,3,0,0,0,35,0,0,0,0,0,3,0,0,0,3,0,4,6,7,0,0,0,0,0,34,4,5,6,6,8,0,5,0,0,28,0,0,0,4,6,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,13,0,0,4,3,3,0,0,0,0,15,0,0,7,3,0,0,0,0,0,18,0,0,0,10,3,0,0,0,0,12,0,0,15,8,12,7,0,0,0,37,0,0,5,0,0,0,0,0,0,10
SOS70,60,116,315,212,138,93,42,9,0,988,1495,2761,9222,7674,5899,3890,983,86,0,32019,13,47,117,87,108,80,27,5,0,488,10,52,299,372,325,164,23,3,0,1249,70,126,348,386,354,205,58,6,0,1565,6,42,243,288,241,198,34,0,0,1055,162,394,1376,1321,1003,656,160,12,0,5086,23,73,247,256,236,171,39,9,0,1046,622,676,1376,846,684,476,166,14,0,4866,1013,705,1758,909,512,340,105,12,0,5353,58,202,779,625,564,489,141,14,0,2865,24,42,149,128,95,80,21,0,0,543,9,42,230,192,168,71,29,0,0,742,10,54,202,202,183,121,69,18,3,871,62,271,1134,943,635,476,190,17,0,3719,49,159,543,466,420,291,79,8,0,2003,166,1327,3354,3088,2661,1603,355,17,0,12568,120,332,1213,1428,1246,904,233,20,0,5495,132,695,3257,2432,1530,1079,323,29,3,9477,141,184,404,231,185,119,49,3,0,1304
SOS71,22,29,115,76,69,44,13,3,0,383,468,711,2971,2323,1952,1478,406,30,0,10342,12,22,32,24,23,24,4,0,0,142,8,11,81,137,98,64,8,0,0,409,28,29,98,88,49,40,11,0,0,346,3,6,44,48,51,62,10,0,0,229,62,116,392,330,230,198,63,9,0,1402,5,21,55,64,33,37,13,0,0,234,255,164,441,250,180,175,74,5,0,1538,162,98,391,198,127,122,37,0,0,1132,17,46,159,125,148,130,37,7,0,670,6,16,51,22,13,21,9,3,0,146,4,7,38,36,12,15,0,0,0,123,7,21,37,24,27,36,12,0,0,155,8,28,258,193,153,146,39,4,0,841,9,35,120,117,92,88,33,3,0,503,45,211,911,860,793,557,130,5,0,3504,76,136,569,521,491,390,111,13,0,2313,60,288,1365,1183,850,642,196,11,0,4594,44,32,127,90,85,64,25,4,0,471
SOS72,7,16,18,33,22,21,6,0,0,132,135,261,757,732,665,541,127,8,0,3228,3,34,37,38,18,23,18,0,0,172,0,9,64,87,78,51,3,0,0,286,6,6,14,19,12,13,0,0,0,64,0,0,8,14,21,16,7,0,0,68,20,33,65,83,63,52,14,3,0,327,0,6,8,10,10,5,3,0,0,40,36,40,126,98,93,65,15,0,0,480,55,100,194,104,81,81,21,5,0,635,12,23,34,26,33,28,17,5,0,174,0,4,8,0,0,7,0,0,0,23,0,0,0,9,3,9,5,0,0,24,0,0,0,5,9,8,4,0,0,20,0,3,19,17,24,27,11,0,0,105,5,16,43,39,39,30,16,0,0,190,17,78,268,316,280,203,57,5,0,1222,29,63,243,229,223,181,44,4,0,1015,16,41,180,167,159,158,36,0,0,758,8,31,70,66,48,42,15,4,0,277
SOS73,25,28,42,56,75,46,19,3,0,291,429,532,1282,1396,1612,1115,273,20,4,6660,114,249,377,263,245,210,89,30,5,1589,9,39,113,162,196,108,12,4,0,642,39,53,80,66,91,77,16,4,0,416,3,9,40,53,68,60,20,0,0,243,73,110,338,401,429,308,68,8,0,1740,12,32,55,52,79,49,10,0,0,287,157,89,121,120,164,130,39,5,0,815,167,58,140,98,101,100,33,8,0,707,16,21,91,92,163,151,33,3,0,567,3,3,13,14,17,11,3,0,0,57,0,3,26,16,29,16,5,0,0,96,4,9,30,27,30,22,11,7,0,141,21,25,83,106,136,88,29,4,0,482,21,30,61,92,109,96,20,3,0,437,24,143,468,503,547,336,82,3,0,2113,43,67,205,281,311,226,54,0,0,1192,38,76,205,214,267,218,57,5,0,1069,20,47,78,72,76,50,33,0,0,383
SOS77,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,6,6,3,5,3,0,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS79,0,0,5,5,0,0,0,0,0,11,13,18,96,54,46,16,5,0,0,259,0,10,20,9,4,5,0,0,0,41,0,0,7,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,4,12,14,6,4,0,0,0,42,0,0,0,3,0,0,0,0,0,7,5,4,10,5,3,0,0,0,0,33,4,4,41,7,8,8,3,0,0,81,0,0,9,4,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,8,5,0,0,0,0,0,15,0,0,11,18,6,0,0,0,0,38,0,3,3,11,3,0,0,0,0,21,0,0,11,9,7,0,0,0,0,37,0,0,7,9,7,0,0,0,0,28,0,3,14,6,10,8,3,0,0,47,0,5,8,0,4,0,0,0,0,17
SOS80,91,231,631,416,288,154,54,16,13,1900,6763,13468,32002,29288,23551,13943,3199,299,26,122535,28,61,133,99,78,110,62,24,8,605,0,11,36,45,31,20,5,0,0,146,287,420,1016,817,860,508,157,29,3,4108,23,141,536,485,402,245,39,3,0,1875,762,2055,5076,3811,2655,1597,424,54,3,16436,72,233,420,431,394,305,82,10,3,1953,2885,3269,4227,2164,1625,1281,475,62,7,15991,4254,3479,4106,1867,1078,726,188,22,0,15725,92,360,1401,1149,1050,868,296,25,0,5244,98,317,969,997,807,413,89,24,4,3706,25,277,968,986,702,395,116,25,6,3502,65,353,829,657,499,388,153,39,11,3002,288,2563,7701,7270,5121,3003,972,133,9,27055,161,592,1771,1511,1185,926,287,33,3,6472,696,4641,17787,21495,18335,9240,1519,88,3,73806,1084,2225,5240,5690,4929,3147,877,94,8,23288,628,2909,8234,6745,5099,3660,1030,88,7,28401,667,781,1011,768,625,431,177,39,6,4507
SOS82,0,0,0,0,0,0,0,0,0,0,16,15,18,41,47,25,10,0,0,166,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,3,3,9,15,7,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,14,4,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,10,11,14,3,9,0,0,39,0,0,0,0,4,0,0,0,0,6,0,0,12,32,30,15,0,0,0,83,4,0,9,12,17,8,0,0,0,39,5,9,0,7,15,0,3,0,0,34,0,3,0,4,0,0,0,0,0,5
SOS83,0,0,0,0,0,0,0,0,0,4,7,14,37,25,25,21,9,0,0,143,4,7,9,4,6,9,10,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,9,10,9,6,4,5,0,0,42,0,0,0,0,3,0,0,0,0,5,4,0,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,4,0,4,8,5,4,0,6,0,0,24,0,0,0,3,0,5,0,0,0,7,16,33,34,11,3,6,0,0,0,99,0,0,3,10,10,10,0,0,0,25,0,0,6,0,6,0,0,0,0,18,0,4,7,5,3,0,4,0,0,21
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,0,0,0,0,0,0,3,14,23,31,16,13,16,0,0,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,22,10,6,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,7,15,10,11,5,0,0,0,40,0,4,5,0,5,3,0,0,0,19,0,3,8,7,3,4,0,0,0,30,0,0,0,0,0,5,3,0,0,11
SOS91,0,0,0,0,0,7,0,0,0,10,22,10,55,81,71,43,19,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,12,9,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,9,0,0,25,3,6,15,7,14,14,3,0,0,59,0,0,4,0,0,0,0,0,0,7,0,0,5,6,8,3,0,0,0,21,5,0,4,6,6,6,4,0,0,30,0,0,10,7,6,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,3,0,0,12,4,0,10,9,11,12,5,0,0,46,0,10,39,54,41,27,16,0,0,190,0,0,17,8,15,4,7,0,0,50,0,0,3,6,5,7,0,0,0,24,12,0,5,3,0,3,0,0,0,27
SOS92,0,3,0,8,3,8,5,0,0,30,31,49,79,112,123,160,61,15,0,639,0,0,3,0,5,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,17,0,0,4,4,0,3,3,0,0,19,7,9,10,25,21,35,9,0,0,122,0,0,0,0,5,0,3,0,0,10,12,8,12,21,26,36,27,8,0,148,21,17,30,28,37,39,13,5,0,188,0,3,9,13,3,16,3,0,0,57,0,0,5,0,3,9,5,0,0,18,0,0,6,4,3,4,0,0,0,17,0,0,0,4,0,4,0,0,0,8,0,0,0,7,13,16,0,3,0,30,3,4,8,15,14,23,5,3,0,85,7,17,14,36,33,42,12,0,0,174,0,7,19,17,13,25,3,0,0,92,0,4,13,18,25,27,20,3,0,109,0,0,5,4,10,14,0,0,0,31
SOS93,0,0,0,3,4,0,5,0,0,13,10,9,26,23,39,36,15,3,0,166,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,3,4,0,0,15,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,6,3,5,6,0,9,3,0,0,0,26,0,0,0,0,0,0,0,3,0,5,0,0,0,7,4,9,6,0,0,27,7,3,8,3,9,9,8,0,0,38,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,10,0,0,6,7,3,4,4,0,0,22,0,0,6,12,20,14,4,0,0,60,0,0,4,8,6,3,0,0,0,20,0,0,3,4,6,3,0,0,0,20,0,3,4,4,0,0,3,0,0,9
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
