SOS_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,9,3,7,0,0,0,24,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,11,0,0,9,3,9,0,0,0,27,0,6,16,3,14,4,0,0,38
SOS29,20,15,5,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,7,10,22,18,34,6,8,113,21,18,18,24,18,34,6,8,150,348,566,515,464,353,228,53,3,2531,204,350,478,430,267,130,26,7,1896,575,939,1008,912,644,392,90,15,4576,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,16,13,4,0,7,0,0,0,0,26,376,588,400,308,323,158,49,11,2209,170,285,330,169,111,59,11,7,1140,556,878,730,479,429,224,58,19,3373,32,15,5,3,0,0,0,0,45,0,0,3,0,0,0,0,0,4,0,10,11,29,23,37,13,8,129,26,22,19,33,23,37,13,8,178,727,1152,909,768,671,386,104,11,4737,376,645,807,600,380,186,39,11,3041,1131,1819,1736,1393,1074,613,152,29,7946
SOS30,2825,4868,2558,1467,438,0,0,0,12151,350,974,988,831,763,0,0,0,3901,883,5208,7645,11849,13200,19410,13482,6394,78060,4051,11057,11188,14140,14392,19410,13482,6394,94119,218197,227330,219111,201495,167256,123662,63685,16068,1236805,14161,19254,15346,12870,9510,7474,5290,3205,87122,236412,257639,245647,228516,191162,150538,82459,25668,1418042,891,1260,509,254,67,0,0,0,2986,117,273,283,223,116,0,0,0,1009,263,1089,1640,3056,3200,2576,1302,674,13802,1272,2627,2428,3529,3379,2576,1302,674,17798,218917,250687,246018,229308,195535,157633,87583,34796,1420489,12560,16327,12742,10119,8177,7263,7115,6645,80941,232752,269637,261186,242960,207093,167478,96003,42120,1519229,3717,6135,3070,1723,505,0,0,0,15138,464,1251,1269,1049,875,0,0,0,4910,1140,6297,9284,14903,16399,21990,14787,7069,91861,5323,13678,13619,17676,17773,21990,14787,7069,111913,437113,478021,465133,430807,362795,281292,151263,50865,2657294,26724,35577,28087,22993,17687,14737,12405,9852,168064,469163,527278,506832,471471,398262,318021,178459,67791,2937275
SOS31,103,156,147,125,80,0,0,0,620,66,162,145,126,153,0,0,0,650,175,1021,1691,3147,4293,7699,4848,2197,25070,345,1340,1982,3397,4535,7699,4848,2197,26339,48889,48705,46451,47352,48339,41107,22102,5306,308248,5017,6744,5756,5280,4626,3329,2250,1130,34123,54245,56784,54183,56029,57495,52129,29203,8636,368711,22,56,30,29,12,0,0,0,155,11,46,44,29,17,0,0,0,150,64,206,404,788,964,896,420,190,3943,103,314,482,851,990,896,420,190,4238,47552,54027,53253,54166,56458,49918,28837,11000,355205,4064,4720,3902,3709,3293,3034,2833,2072,27626,51719,59061,57630,58721,60747,53847,32094,13262,387070,130,212,174,155,96,0,0,0,773,77,211,189,157,171,0,0,0,799,242,1227,2098,3941,5257,8598,5269,2386,29007,446,1650,2453,4247,5519,8598,5269,2386,30578,96443,102732,99702,101516,104795,91019,50941,16311,663456,9077,11464,9658,8982,7921,6361,5085,3200,61751,105966,115851,111813,114752,118238,105974,61295,21899,755788
SOS32,24,28,37,32,14,0,0,0,124,17,43,30,23,36,0,0,0,156,33,140,245,521,846,1472,763,246,4276,70,212,312,571,903,1472,763,246,4560,6284,5693,6167,7554,9120,7889,3750,619,47081,850,993,969,962,961,734,460,129,6059,7205,6901,7451,9082,10979,10098,4975,999,57694,5,10,9,10,0,0,0,0,37,3,16,3,14,0,0,0,0,40,19,46,81,156,195,148,57,13,712,31,71,85,177,200,148,57,13,791,5894,6497,7086,8384,10234,8384,3911,1067,51463,699,691,661,706,785,637,481,183,4834,6630,7257,7830,9267,11218,9174,4447,1263,57085,27,39,38,34,18,0,0,0,164,23,53,33,36,44,0,0,0,195,50,186,326,675,1043,1622,826,258,4993,106,277,404,745,1100,1622,826,258,5347,12176,12192,13250,15942,19352,16273,7662,1689,98543,1552,1687,1629,1662,1745,1369,944,314,10894,13832,14159,15279,18350,22201,19263,9429,2259,114777
SOS33,204,160,101,96,33,0,0,0,589,28,59,63,79,94,0,0,0,321,78,369,761,1663,2392,4003,1845,627,11746,312,590,926,1841,2515,4003,1845,627,12658,21494,17122,21242,28168,31951,24792,11112,1750,157622,3015,3697,3693,4125,3752,2585,1185,320,22368,24818,21406,25861,34129,38217,31383,14142,2696,192653,46,40,19,14,7,0,0,0,123,5,16,15,34,23,0,0,0,92,29,89,207,482,517,382,117,34,1862,80,152,240,530,550,382,117,34,2086,19675,18008,23305,30162,32620,24260,10078,2142,160248,2200,2186,2337,2756,2736,2054,1025,281,15574,21960,20340,25889,33453,35907,26694,11227,2454,177913,243,199,120,109,36,0,0,0,717,37,80,79,113,113,0,0,0,422,105,456,968,2153,2910,4387,1962,659,13606,387,735,1171,2371,3060,4387,1962,659,14743,41171,35131,44543,58327,64573,49049,21195,3889,317881,5214,5877,6024,6886,6490,4636,2212,595,37942,46780,41750,51750,67583,74122,58073,25367,5145,370559
SOS37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,13,14,0,3,0,0,37,9,25,45,31,3,0,0,0,110,4,37,55,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,13,5,0,0,0,0,0,24,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,14,0,3,0,0,41,14,34,52,32,8,0,0,0,132,16,49,64,45,5,3,0,0,183
SOS39,7,4,0,0,0,0,0,0,15,3,3,6,3,0,0,0,0,15,5,17,29,51,109,170,35,0,418,12,24,34,54,114,170,35,0,441,532,958,854,720,959,915,212,14,5164,178,317,311,264,220,172,34,4,1497,719,1301,1194,1042,1297,1253,283,23,7108,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,5,3,6,18,32,10,5,0,82,4,3,5,21,32,10,5,0,90,620,1044,675,692,972,759,139,18,4909,156,302,200,179,161,100,21,5,1128,777,1345,885,887,1170,870,160,25,6127,11,4,0,3,0,0,0,0,15,3,3,7,3,0,0,0,0,18,4,22,34,72,143,180,42,0,498,11,26,46,71,149,180,42,0,530,1147,1998,1519,1411,1934,1677,349,35,10072,330,616,511,445,385,278,55,11,2626,1495,2649,2077,1929,2468,2124,444,44,13234
SOS40,581,959,566,339,125,0,0,0,2569,141,361,296,240,237,0,0,0,1270,165,1081,1635,2717,3957,6711,4166,2475,22903,887,2397,2500,3286,4320,6711,4166,2475,26745,74232,82447,76640,70217,64637,49560,26982,9062,453783,3059,4284,3622,3065,2522,1942,1491,966,20957,78175,89123,82765,76573,71483,58214,32643,12507,501480,165,246,82,55,26,0,0,0,571,43,76,88,69,29,0,0,0,300,46,215,316,696,996,823,302,309,3705,258,532,488,819,1053,823,302,309,4579,71453,85410,81513,75310,74055,63540,37861,18594,507730,2712,3474,2860,2374,2112,2118,2217,1893,19756,74421,89419,84854,78507,77213,66473,40379,20793,532069,741,1203,651,388,152,0,0,0,3142,190,435,378,310,268,0,0,0,1576,211,1291,1955,3408,4955,7538,4467,2785,26607,1146,2927,2986,4108,5378,7538,4467,2785,31319,145686,167857,158151,145527,138691,113093,64847,27659,961510,5771,7754,6483,5441,4627,4060,3708,2856,40715,152601,178542,167621,155078,148698,124690,73023,33293,1033551
SOS41,59,146,143,94,43,0,0,0,495,20,51,47,49,71,0,0,0,241,27,238,437,889,1399,2912,1677,972,8558,111,436,633,1035,1509,2912,1677,972,9289,17011,17148,16148,17721,18942,16995,10113,2777,116862,1223,1531,1404,1302,1161,986,804,434,8846,18352,19118,18184,20062,21617,20893,12598,4188,134997,11,32,33,11,7,0,0,0,90,3,15,22,15,10,0,0,0,69,12,53,94,244,313,301,132,106,1252,31,90,146,270,333,301,132,106,1413,16221,18123,18030,20079,21624,21182,13442,5555,134262,949,1010,914,954,966,1096,1061,829,7787,17202,19224,19093,21310,22924,22586,14636,6494,143460,75,173,176,114,49,0,0,0,589,23,66,67,67,85,0,0,0,311,46,290,532,1132,1714,3207,1811,1082,9805,140,530,778,1311,1849,3207,1811,1082,10699,33232,35271,34174,37798,40569,38178,23555,8337,251121,2178,2543,2319,2263,2129,2088,1865,1261,16633,35551,38345,37268,41370,44540,43474,27229,10681,278457
SOS42,6,15,8,11,4,0,0,0,41,0,3,11,0,9,0,0,0,31,0,23,64,143,278,529,222,149,1412,13,49,78,158,290,529,222,149,1486,2213,2215,2233,2717,3525,3245,1648,421,18216,200,178,210,253,311,319,157,73,1707,2430,2443,2523,3124,4123,4097,2028,644,21414,0,0,7,5,0,0,0,0,16,0,0,0,3,0,0,0,0,5,0,14,13,33,55,62,22,9,203,3,14,22,41,57,62,22,9,222,2040,2373,2419,2882,3814,3479,1870,804,19684,199,166,182,226,268,283,179,138,1639,2239,2555,2624,3153,4133,3821,2067,949,21547,12,15,17,12,4,0,0,0,58,0,7,12,5,12,0,0,0,37,3,40,68,180,327,591,244,153,1614,19,62,100,199,346,591,244,153,1705,4252,4591,4651,5597,7345,6727,3514,1226,37903,398,346,397,479,573,601,344,216,3353,4664,4998,5150,6274,8260,7919,4099,1592,42961
SOS43,42,25,13,24,12,0,0,0,129,6,15,18,15,39,0,0,0,88,11,72,171,381,641,1327,483,191,3277,61,119,205,423,685,1327,483,191,3491,7310,5762,6982,9551,11544,8739,3765,603,54247,764,793,926,990,994,772,374,89,5701,8132,6667,8119,10966,13220,10839,4625,878,63446,4,6,6,0,0,0,0,0,25,0,9,4,5,12,0,0,0,36,6,20,50,104,148,98,23,4,465,18,40,62,115,163,98,23,4,527,6399,5644,7447,9689,11016,8347,3255,733,52532,566,425,462,669,733,617,330,117,3920,6984,6110,7971,10470,11916,9060,3608,859,56981,54,38,21,29,17,0,0,0,153,6,27,26,21,48,0,0,0,129,17,93,224,495,787,1423,505,197,3740,77,152,273,542,852,1423,505,197,4022,13706,11403,14426,19234,22560,17087,7023,1334,106781,1334,1216,1391,1659,1724,1388,704,207,9621,15122,12777,16088,21437,25136,19900,8239,1738,120427
SOS47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,7,0,0,0,0,5,0,0,3,5,0,0,0,0,12
SOS49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,19,26,3,0,81,0,7,11,10,19,26,3,0,83,146,252,218,227,221,150,29,3,1243,32,67,64,60,72,39,3,0,341,182,320,289,299,311,214,40,7,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,9,0,6,0,0,13,0,0,0,16,181,243,185,141,160,121,24,10,1062,31,63,53,32,28,17,4,0,228,214,305,245,178,197,141,26,10,1306,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,11,9,29,26,5,0,92,0,8,11,15,29,26,5,0,95,324,489,403,376,379,270,50,14,2304,63,124,120,93,96,58,12,0,570,394,627,534,478,513,359,64,11,2975
SOS50,402,1255,740,421,167,0,0,0,2984,203,470,366,326,256,0,0,0,1624,267,1753,3105,5235,6326,9077,6116,3078,34951,874,3474,4203,5978,6754,9077,6116,3078,39554,118393,130671,133340,116453,99072,73991,37280,10383,719577,6196,10809,9692,7842,5815,3639,2797,1918,48709,125463,144955,147237,130284,111637,86701,46197,15377,807849,216,320,162,67,28,0,0,0,794,52,122,89,80,34,0,0,0,381,103,375,722,1294,1378,1088,688,428,6079,372,822,975,1441,1440,1088,688,428,7247,115808,142418,143545,127119,112631,90850,48805,20599,801772,5249,7698,6175,4849,3971,3678,3849,3537,39014,121434,150941,150691,133403,118041,95610,53346,24562,848032,618,1576,900,488,191,0,0,0,3777,256,594,452,403,293,0,0,0,2003,368,2128,3827,6528,7702,10162,6806,3505,41031,1241,4298,5175,7419,8191,10162,6806,3505,46804,234202,273089,276886,243573,211701,164840,86086,30976,1521352,11449,18512,15868,12691,9787,7313,6648,5457,87720,246891,295897,297929,263686,229678,182320,99540,39936,1655875
SOS51,48,54,33,31,14,0,0,0,192,24,67,50,46,38,0,0,0,225,37,268,564,1056,1357,2197,1253,678,7411,108,395,649,1133,1411,2197,1253,678,7834,19108,21075,21787,21002,19731,14647,7350,1822,126518,2239,3227,3126,2796,2240,1359,796,406,16187,21461,24698,25562,24926,23384,18206,9393,2912,150537,20,11,12,13,4,0,0,0,59,4,14,8,8,0,0,0,0,39,14,57,137,248,292,282,141,84,1251,36,79,159,268,296,282,141,84,1341,18228,23289,24165,23009,21566,17261,9221,3666,140397,1906,2492,2265,1924,1562,1248,921,690,13014,20172,25862,26589,25204,23429,18788,10277,4441,154756,70,72,51,47,21,0,0,0,249,30,83,59,53,38,0,0,0,265,50,326,700,1305,1653,2477,1390,759,8657,144,474,806,1400,1706,2477,1390,759,9172,37332,44363,45948,44011,41300,31909,16561,5489,266914,4145,5721,5389,4719,3808,2609,1716,1099,29202,41628,50560,52149,50132,46811,36993,19669,7350,305293
SOS52,3,6,7,6,3,0,0,0,17,4,7,8,3,5,0,0,0,18,0,36,77,158,273,509,225,101,1373,10,42,88,166,280,509,225,101,1416,2688,2862,2831,3162,3597,2965,1414,319,19838,362,435,425,536,528,384,231,72,2974,3061,3338,3343,3862,4401,3853,1868,498,24224,0,0,0,3,0,0,0,0,4,0,4,0,0,5,0,0,0,6,5,10,15,45,58,43,25,6,206,6,8,16,47,60,43,25,6,218,2621,3178,3159,3309,3755,3090,1550,514,21172,362,379,379,377,408,338,244,116,2600,2990,3567,3557,3733,4222,3469,1818,636,23984,3,3,3,10,3,0,0,0,25,4,8,8,0,4,0,0,0,27,8,36,94,203,332,546,245,109,1576,15,50,102,211,340,546,245,109,1629,5308,6040,5989,6469,7350,6052,2967,833,41007,722,813,810,913,938,724,473,191,5574,6047,6906,6899,7596,8621,7322,3685,1134,48211
SOS53,157,99,45,26,10,0,0,0,331,6,21,13,30,15,0,0,0,87,14,93,227,562,703,1187,475,193,3453,173,214,287,616,728,1187,475,193,3875,7650,6968,8418,10674,11873,8818,3589,561,58551,1553,2878,2787,2450,1867,1039,450,86,13107,9381,10059,11495,13733,14468,11045,4509,841,75535,57,22,13,9,0,0,0,0,96,4,3,7,5,0,0,0,0,23,10,17,72,139,165,111,46,15,575,66,41,86,149,175,111,46,15,692,6405,6402,8292,10496,11483,8076,3173,719,55051,796,864,934,1035,1002,737,344,73,5784,7272,7309,9310,11683,12660,8919,3563,805,61530,207,127,53,29,10,0,0,0,430,12,26,25,37,19,0,0,0,116,19,108,298,706,871,1297,524,207,4025,242,256,375,769,899,1297,524,207,4568,14057,13368,16711,21169,23361,16898,6757,1280,113603,2347,3742,3720,3480,2871,1779,793,161,18888,16650,17368,20805,25420,27127,19970,8074,1649,137066
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
SOS59,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
SOS60,13,19,32,24,12,0,0,0,102,30,66,61,58,34,0,0,0,250,35,244,441,673,830,1318,916,510,4960,78,329,535,755,876,1318,916,510,5317,10943,15825,11094,9761,9356,7655,4045,1121,69800,582,988,700,534,427,389,319,165,4100,11613,17136,12326,11047,10655,9363,5279,1795,79218,4,14,10,3,0,0,0,0,36,3,7,23,19,10,0,0,0,64,7,36,119,231,277,177,90,65,1003,17,63,156,257,286,177,90,65,1103,10787,16085,12317,11314,11363,10303,6138,2711,81014,496,746,522,392,397,468,463,310,3791,11300,16898,12997,11958,12048,10946,6683,3084,85913,21,34,42,23,16,0,0,0,139,33,78,86,76,45,0,0,0,313,43,286,558,905,1105,1494,1001,575,5964,97,394,687,1013,1160,1494,1001,575,6417,21728,31908,23415,21073,20718,17956,10181,3833,150818,1082,1732,1220,923,826,859,778,467,7890,22907,34039,25323,23007,22706,20305,11961,4881,165131
SOS61,13,10,15,18,14,0,0,0,73,18,46,53,25,24,0,0,0,160,36,260,425,725,958,1616,1102,609,5727,67,317,490,767,998,1616,1102,609,5963,11716,13272,10699,11071,11834,10285,5838,1493,76212,770,791,668,614,615,636,485,258,4836,12554,14379,11855,12457,13438,12536,7423,2359,87006,5,4,7,4,0,0,0,0,20,0,10,13,4,5,0,0,0,35,24,44,117,216,254,185,84,47,959,25,58,131,220,268,185,84,47,1017,11430,13899,12228,13200,14131,13342,8210,3408,89833,670,697,566,570,580,728,717,426,4936,12129,14647,12919,13987,14969,14251,9006,3877,95790,19,18,21,25,14,0,0,0,93,21,58,62,35,30,0,0,0,198,56,299,537,936,1210,1805,1183,658,6687,92,373,620,990,1258,1805,1183,658,6979,23150,27165,22925,24264,25962,23625,14047,4900,166045,1439,1488,1226,1187,1189,1361,1198,677,9768,24686,29031,24774,26444,28412,26785,16431,6236,182793
SOS62,0,0,0,5,0,0,0,0,7,5,4,6,0,7,0,0,0,25,9,40,73,125,168,342,194,74,1036,11,54,82,131,180,342,194,74,1067,1292,1384,1445,1707,2203,2015,975,186,11211,129,93,78,127,150,172,96,41,881,1432,1526,1607,1964,2529,2535,1266,303,13160,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,22,37,50,35,15,4,169,3,7,31,40,54,35,15,4,177,1180,1471,1559,1883,2481,2210,1071,336,12187,86,94,96,106,136,142,125,60,836,1270,1570,1676,2032,2672,2381,1209,401,13209,5,0,3,7,6,0,0,0,18,5,11,5,0,7,0,0,0,29,6,47,97,164,222,378,209,82,1201,15,55,111,173,230,378,209,82,1246,2471,2857,3003,3590,4684,4227,2046,524,23401,210,184,170,231,283,311,217,107,1718,2699,3096,3281,3990,5201,4914,2475,703,26369
SOS63,3,11,10,9,8,0,0,0,30,15,14,14,14,35,0,0,0,90,21,107,247,490,658,960,396,154,3031,35,129,266,511,702,960,396,154,3149,5185,4679,5331,6742,8346,6646,2641,387,39951,394,375,406,489,590,524,209,63,3051,5613,5182,6007,7739,9634,8133,3249,600,46159,3,0,0,0,0,0,0,0,7,3,8,9,4,6,0,0,0,30,8,25,90,168,188,101,24,4,594,11,32,96,170,195,101,24,4,628,4590,4692,5910,7239,8526,6167,2280,498,39916,363,359,362,401,513,420,194,68,2675,4966,5084,6364,7815,9227,6690,2497,571,43220,9,11,11,11,8,0,0,0,40,13,20,25,20,43,0,0,0,121,28,131,332,653,852,1063,415,153,3618,47,157,364,683,896,1063,415,153,3777,9780,9372,11235,13981,16871,12817,4924,887,79868,755,735,765,890,1099,944,402,130,5731,10581,10269,12366,15552,18867,14821,5751,1169,89376
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,4,7,0,0,0,0,19
