SOS_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,3,0,3,13,0,19
SOS69,0,0,4,14,19,37,0,0,0,21,19,42,0,0,4,21,19,37,6,0,12,29,23,52,3,3,8,13,9,31,0,0,3,23,16,42,15,14,28,24,34,52,6,5,12,43,48,95,9,4,15,54,38,88,10,8,15,71,53,119,6,5,11,51,38,92,4,3,5,64,45,111,9,0,12,51,40,89,9,0,17,72,43,114,5,3,10,33,32,71,0,5,8,47,42,86,8,6,19,42,39,81,9,7,12,52,56,114,9,7,12,44,22,64,8,4,10,53,26,86,8,5,13,54,39,91,5,7,16,75,47,123,0,3,5,39,40,86,12,14,23,57,57,111,0,0,0,38,30,65,9,14,23,54,42,91,4,0,7,62,55,118,40,33,70,109,84,197,93,64,150,548,454,1004,121,101,222,758,616,1377
SOS70,684,644,1326,3408,3243,6650,284,278,559,4374,4166,8542,672,651,1316,3261,3243,6507,335,346,685,4274,4239,8510,694,658,1356,3013,2760,5776,298,283,575,4009,3697,7706,574,597,1171,2533,2377,4907,232,237,470,3340,3204,6547,643,497,1139,3408,2989,6394,405,296,695,4451,3779,8228,633,544,1178,4634,4933,9561,513,466,978,5779,5937,11720,537,476,1019,4902,5354,10251,535,465,999,5971,6298,12266,436,409,848,4344,4597,8943,423,398,820,5199,5407,10605,376,371,745,3669,3882,7553,384,330,718,4429,4589,9014,357,361,716,3251,3274,6524,366,301,665,3972,3934,7906,310,364,672,3202,3063,6271,327,227,559,3839,3662,7497,227,287,515,2825,2673,5499,284,225,507,3340,3183,6523,173,219,395,2377,2355,4732,214,177,396,2760,2758,5520,261,394,662,5156,4971,10126,427,407,837,5848,5776,11621,6572,6485,13050,49992,49713,99701,5022,4431,9455,61583,60623,122207
SOS71,850,812,1661,947,810,1758,117,86,199,1908,1702,3614,973,868,1839,893,803,1696,123,124,241,1981,1796,3780,1022,933,1951,713,727,1437,107,107,216,1838,1770,3605,1079,946,2020,568,535,1105,100,83,183,1748,1562,3309,832,859,1697,584,591,1175,94,87,178,1509,1544,3051,760,848,1608,1120,1318,2441,177,187,370,2059,2359,4411,696,792,1485,1338,1591,2933,163,161,326,2200,2540,4735,601,777,1379,1226,1223,2454,157,158,322,1993,2154,4144,574,645,1216,954,907,1858,145,129,271,1673,1684,3354,469,583,1054,804,806,1610,104,106,207,1386,1496,2880,476,600,1075,810,899,1713,126,114,239,1410,1610,3024,362,426,789,817,821,1632,126,100,219,1304,1344,2642,271,359,626,758,728,1490,84,77,164,1118,1163,2278,354,518,874,1267,1178,2448,156,139,294,1783,1838,3620,9312,9956,19276,12797,12938,25740,1785,1656,3445,23900,24553,48456
SOS72,793,713,1511,177,131,312,51,35,80,1018,880,1900,893,795,1692,131,148,279,35,40,73,1057,986,2043,891,837,1725,143,98,236,36,31,66,1064,965,2030,871,842,1711,98,91,189,25,38,58,987,974,1958,863,870,1735,104,119,230,33,40,75,1005,1034,2039,756,823,1577,200,244,445,64,44,111,1017,1106,2124,720,802,1523,209,229,434,61,67,127,985,1097,2085,581,676,1253,219,257,476,65,48,107,862,976,1839,537,543,1079,164,154,324,38,50,92,740,753,1490,439,497,934,214,189,404,54,44,97,705,729,1430,406,508,917,231,230,458,35,52,86,672,790,1459,290,375,661,250,222,474,62,53,116,598,650,1250,202,304,512,211,201,412,35,35,70,446,545,993,314,441,759,356,267,623,78,58,136,751,768,1515,8550,9031,17577,2698,2592,5292,667,629,1295,11918,12253,24165
SOS73,419,372,799,559,502,1060,69,76,143,1048,949,1998,445,441,881,633,630,1265,83,112,198,1163,1180,2340,482,461,942,623,599,1223,126,84,216,1229,1145,2379,512,430,944,579,519,1101,127,110,230,1218,1050,2273,500,394,892,584,493,1081,184,122,309,1271,1016,2283,466,341,809,622,607,1229,180,127,305,1269,1081,2346,416,361,783,725,684,1410,200,128,321,1340,1175,2516,399,355,748,705,742,1450,175,113,284,1281,1210,2490,360,309,667,663,683,1345,146,131,271,1162,1119,2281,349,315,662,809,742,1545,204,115,326,1366,1167,2540,258,273,538,912,832,1747,196,145,343,1367,1256,2625,206,198,407,880,757,1638,181,136,322,1272,1092,2361,172,185,356,803,651,1455,159,90,253,1135,926,2061,215,279,494,1609,1143,2753,269,171,437,2091,1591,3686,5210,4719,9928,10716,9582,20296,2299,1659,3952,18220,15958,34172
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,6,3,6,0,0,0,6,3,6,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,13,3,12,4,0,6,14,4,17,0,0,0,9,0,9,0,0,0,10,0,10,0,0,0,4,0,4,3,0,3,11,0,11,0,0,0,8,0,3,6,0,6,14,0,12,0,0,0,3,5,5,0,0,0,10,5,10,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,8,0,8,10,0,10,16,0,16,0,0,0,0,0,0,0,0,0,0,0,5,10,0,9,53,10,63,18,0,24,83,15,99
SOS79,43,25,75,33,40,78,13,7,20,89,69,164,34,25,58,58,38,101,8,5,14,93,77,169,20,21,42,43,19,61,6,8,10,70,48,117,17,28,52,3,15,25,6,15,24,30,64,95,36,47,81,26,34,61,24,23,46,84,99,183,40,44,86,66,100,168,27,39,73,137,185,320,48,67,112,73,83,159,30,30,60,158,175,336,65,49,117,62,72,141,30,20,53,155,145,303,58,55,116,70,49,118,23,12,37,149,122,270,79,75,155,51,38,90,29,24,52,156,139,295,80,58,139,52,58,113,23,17,43,151,142,298,73,45,122,62,57,121,24,35,56,154,138,296,29,44,73,88,68,155,33,31,61,146,139,289,33,26,56,167,84,252,43,23,59,243,131,373,658,617,1276,852,767,1616,314,290,607,1826,1675,3500
SOS80,458,423,881,12880,12086,24958,375,372,752,13709,12884,26592,495,448,936,14028,13241,27268,442,432,872,14964,14115,29085,475,362,833,13085,12281,25365,403,391,792,13959,13033,26997,444,438,882,12345,11876,24219,543,549,1086,13327,12864,26191,463,464,930,15687,15843,31526,834,779,1619,16986,17090,34073,442,394,837,18361,18337,36688,832,740,1580,19631,19472,39102,338,359,696,17795,18398,36194,777,691,1475,18914,19453,38363,277,275,560,17342,17970,35312,641,622,1263,18260,18865,37124,226,277,500,15148,15330,30478,565,455,1024,15942,16068,32007,221,217,441,13701,14118,27820,487,400,889,14419,14736,29153,196,209,408,12634,12931,25571,446,378,821,13281,13523,26798,171,156,327,10993,11733,22728,432,320,754,11600,12217,23813,104,141,248,9758,10730,20486,339,298,636,10201,11170,21368,191,193,391,26935,32415,59351,1057,1208,2262,28179,33819,62001,4501,4371,8874,210697,217287,427978,8173,7639,15813,223365,229301,452670
SOS82,0,0,5,13,11,24,0,0,0,12,12,25,0,0,0,30,19,49,0,0,0,29,19,48,0,0,0,28,29,53,0,0,0,26,30,56,0,0,0,27,19,43,0,0,4,27,22,45,0,3,3,11,16,23,0,0,0,9,17,25,0,0,0,14,10,22,0,0,0,17,10,27,0,0,0,9,12,21,0,0,0,8,12,24,0,0,4,15,19,37,0,0,0,15,24,41,0,0,0,32,26,52,0,0,0,28,25,55,0,0,0,24,36,60,0,0,0,24,33,61,0,0,0,25,13,35,0,0,0,25,17,38,0,0,0,18,19,32,0,0,0,22,19,34,0,0,0,14,18,33,0,0,0,14,22,32,0,0,0,39,43,82,8,0,6,45,47,90,6,6,15,294,282,575,11,13,23,307,304,615
SOS83,4,5,4,24,10,35,6,0,6,29,15,41,0,0,0,11,11,18,0,0,0,6,13,18,0,3,5,16,10,24,3,0,3,21,14,28,0,0,0,22,14,36,7,0,6,30,15,51,0,0,0,39,18,59,8,3,14,47,27,75,4,0,4,44,24,73,10,5,17,59,29,92,0,0,0,13,19,30,0,0,0,13,20,29,0,0,0,12,11,30,0,0,6,12,11,26,0,0,0,10,15,28,0,0,0,12,15,27,0,0,0,9,10,19,5,6,10,9,14,28,0,0,0,19,20,37,5,3,5,26,23,47,0,0,0,19,10,35,3,4,7,28,16,41,0,0,0,8,19,28,5,0,3,9,24,28,0,0,0,36,22,58,7,0,9,46,27,73,8,13,17,277,219,496,54,34,92,348,264,605
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,3,0,4,8,4,11,0,0,0,18,9,19,0,0,0,3,0,6,0,0,0,3,4,9,0,0,0,7,5,12,0,3,3,7,9,14,0,5,10,22,30,53,0,0,0,23,37,58,5,4,5,34,33,66,7,4,8,44,40,82,0,0,3,27,25,58,0,10,10,32,33,63,0,4,0,22,14,35,5,0,6,30,19,45,3,0,3,23,13,32,4,0,7,34,15,45,0,0,4,23,14,39,15,5,13,30,26,54,5,0,5,15,13,28,8,3,8,29,12,40,0,0,0,19,17,29,3,0,5,22,14,40,0,0,4,11,11,20,7,0,7,17,15,32,0,0,3,10,17,32,4,3,9,20,21,45,0,0,0,20,11,34,3,4,9,30,21,46,26,20,44,239,220,462,72,29,100,336,273,605
SOS91,0,0,0,38,29,69,3,5,12,43,37,81,0,0,0,50,43,90,8,3,8,54,48,101,0,0,0,45,40,81,8,5,15,50,44,93,0,0,0,15,28,46,4,3,3,23,34,51,0,0,0,18,20,37,9,3,9,27,19,45,0,0,0,33,34,66,10,4,19,44,44,83,0,0,0,46,36,83,20,12,33,70,48,121,0,0,0,40,50,92,11,9,23,53,65,119,0,0,0,28,39,68,4,4,13,35,49,86,0,0,0,41,34,76,11,3,11,56,43,95,0,0,0,44,48,91,12,7,27,64,55,112,0,0,0,46,32,81,8,9,19,57,45,94,3,3,5,35,32,67,3,6,3,41,40,80,0,0,0,106,48,154,19,7,26,125,57,180,4,4,10,590,523,1110,134,98,231,730,620,1355
SOS92,0,0,3,59,48,102,5,9,18,70,54,119,0,4,4,65,67,131,5,6,11,72,80,150,10,5,10,73,52,126,15,8,26,93,68,159,3,0,6,44,45,84,8,6,15,52,51,106,3,6,5,39,51,90,7,7,18,52,65,118,0,0,0,47,37,85,11,8,21,60,52,109,0,0,0,30,49,78,6,11,12,31,62,96,0,0,0,56,75,136,12,6,21,70,89,159,0,0,0,68,61,126,12,14,24,76,73,150,0,0,0,58,68,126,13,11,21,72,77,144,0,6,3,61,67,130,10,9,17,75,82,151,4,0,3,91,104,200,14,13,25,111,117,232,0,0,5,105,108,213,11,15,25,121,121,240,0,3,7,211,252,461,26,27,58,244,285,527,26,33,57,1006,1088,2092,150,149,306,1181,1270,2450
SOS93,3,4,7,18,6,26,0,0,4,21,16,41,5,3,6,20,11,31,3,0,3,30,13,41,0,7,10,14,8,23,4,0,5,23,17,39,7,7,6,13,15,23,0,4,3,17,20,31,3,4,13,28,12,39,0,0,0,38,17,52,6,7,15,57,13,72,0,0,4,63,24,88,0,0,4,66,11,76,0,3,6,72,15,85,7,0,7,48,16,63,0,0,0,54,16,72,3,3,8,30,9,41,0,0,0,36,18,49,4,8,16,32,21,53,0,0,4,40,30,73,3,7,13,36,21,61,9,7,11,52,39,86,5,0,5,22,30,53,0,0,5,30,31,63,4,3,8,21,22,40,6,0,9,27,27,61,13,19,35,86,66,149,11,9,18,110,92,197,75,81,159,485,259,752,38,29,69,599,371,976
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,5,6,6,3,0,3,6,4,11
