SOS_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOS43,10545,6054,4676,5400,7042,7037,4384,1407,243,46790,1156,1074,916,1371,2056,3267,3232,1502,248,14816,51,88,122,221,460,1094,1457,766,168,4435,0,12,22,36,177,531,788,507,132,2196,1212,1171,1054,1625,2697,4890,5474,2771,550,21443,1148,911,931,1091,1229,1293,983,452,88,8122,12910,8132,6667,8119,10966,13220,10839,4625,878,76352,10122,5015,4065,5289,6462,6289,3815,1186,235,42481,839,1150,1189,1567,2150,2967,2695,1133,240,13931,53,181,258,396,685,1086,1175,556,149,4543,6,11,44,96,274,563,589,375,123,2084,900,1344,1490,2057,3103,4609,4465,2070,517,20558,1046,628,557,619,908,1016,777,355,108,6012,12066,6984,6110,7971,10470,11916,9060,3608,859,69044,20666,11075,8747,10688,13506,13321,8198,2592,473,89271,1996,2220,2105,2944,4204,6233,5924,2641,490,28752,102,272,381,613,1146,2183,2637,1315,318,8970,12,27,65,128,446,1090,1374,884,254,4272,2115,2518,2546,3688,5797,9501,9936,4836,1066,42002,2193,1536,1484,1713,2129,2310,1766,801,197,14130
SOS47,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SOS49,133,89,150,130,113,106,63,17,0,801,23,40,64,41,55,67,55,7,4,350,6,12,11,16,23,12,24,5,0,116,0,0,0,3,6,18,22,9,0,67,31,52,78,59,88,103,96,18,6,537,42,43,97,94,96,101,53,7,0,538,208,182,320,289,299,311,214,40,7,1873,127,92,137,78,67,83,45,11,5,647,26,50,62,55,40,40,31,7,0,308,4,27,24,19,14,17,24,0,0,129,0,3,9,11,11,21,17,3,0,76,27,85,99,83,60,73,70,11,3,518,42,37,73,79,46,37,22,3,0,345,197,214,305,245,178,197,141,26,10,1506,262,181,283,211,181,196,108,24,3,1444,50,87,126,96,92,107,84,11,3,664,7,38,37,36,39,29,50,6,4,248,0,7,16,12,25,42,36,10,0,143,56,136,174,140,154,177,166,31,12,1047,84,79,166,178,144,138,77,11,0,882
SOS50,168518,97229,108126,107514,87340,63454,36583,13771,3307,685849,16156,16418,20089,22225,24016,27259,26805,14636,4647,172250,888,1717,2727,3689,5434,8243,11422,8365,2977,45451,40,125,320,714,1663,3722,6425,6229,2703,21933,17081,18254,23130,26627,31111,39219,44654,29222,10327,239638,13576,9974,13693,13094,11827,8957,5474,3198,1742,81543,199184,125463,144955,147237,130284,111637,86701,46197,15377,1007026,163170,86548,106635,106781,86180,65151,40888,15173,4635,675166,11874,22167,27260,26759,27687,29744,28986,17847,7708,200031,769,3620,5654,6143,7854,10579,12764,9583,5007,61978,47,290,697,1396,2835,5191,7267,6689,4359,28754,12688,26076,33605,34301,38369,45519,49015,34117,17078,290765,12841,8811,10698,9610,8854,7374,5711,4057,2854,70807,188701,121434,150941,150691,133403,118041,95610,53346,24562,1036733,331693,183779,214763,214296,173514,128607,77472,28948,7944,1361012,28033,38585,47347,48986,51698,57006,55787,32480,12353,372279,1659,5334,8381,9835,13288,18825,24188,17943,7980,107429,77,419,1009,2105,4495,8913,13690,12915,7065,50693,29766,44333,56738,60927,69482,84736,93669,63339,27404,530400,26422,18779,24389,22707,20687,16328,11181,7254,4593,152348
SOS51,31947,15319,16988,17028,15307,11908,7176,2609,612,118899,3697,2842,3305,3924,4476,5650,5332,2845,854,32930,194,331,517,638,1176,1886,2442,1702,578,9466,11,24,89,152,378,985,1506,1307,530,4976,3909,3205,3908,4712,6035,8516,9287,5849,1960,47377,4930,2935,3800,3821,3579,2959,1747,935,339,25041,40782,21461,24698,25562,24926,23384,18206,9393,2912,191322,31080,13346,16662,16975,14561,11678,7231,2816,765,115116,2605,3626,4958,4991,5451,5803,5632,3333,1330,37722,178,650,1051,1310,1788,2338,2630,1825,936,12712,9,61,141,368,755,1338,1645,1320,847,6494,2799,4344,6152,6667,7998,9481,9906,6473,3110,56925,4570,2478,3053,2945,2648,2267,1650,990,566,21169,38455,20172,25862,26589,25204,23429,18788,10277,4441,193209,63026,28670,33647,34006,29871,23584,14404,5426,1374,234020,6305,6469,8262,8913,9928,11449,10962,6176,2179,70650,377,982,1568,1953,2970,4225,5076,3522,1511,22181,22,88,233,520,1139,2323,3151,2623,1382,11469,6705,7543,10058,11377,14032,17998,19193,12326,5074,104303,9499,5422,6853,6755,6229,5230,3395,1923,900,46211
SOS52,4452,2261,2309,2150,2253,2109,1381,494,123,17534,478,349,447,539,716,1058,1113,565,150,5408,24,46,63,111,194,381,523,317,94,1757,0,6,8,31,75,213,391,258,65,1047,507,396,515,682,981,1655,2024,1135,312,8210,862,402,514,514,626,636,441,236,63,4299,5816,3061,3338,3343,3862,4401,3853,1868,498,30040,4287,2067,2366,2199,2028,1926,1222,504,136,16737,316,458,585,664,808,1062,1015,567,192,5657,16,66,129,200,303,443,514,283,105,2059,0,6,27,62,137,283,342,217,101,1167,327,532,740,922,1251,1786,1864,1060,396,8880,868,389,461,438,449,505,380,252,101,3855,5480,2990,3567,3557,3733,4222,3469,1818,636,29473,8738,4330,4672,4344,4287,4039,2605,1000,257,34266,793,803,1031,1198,1518,2117,2126,1134,339,11065,42,111,189,313,501,829,1039,597,200,3812,0,11,34,91,211,495,733,465,166,2215,834,927,1253,1603,2233,3438,3894,2194,709,17091,1727,791,977,952,1079,1147,826,490,167,8146
SOS53,11108,6582,5895,6870,8149,7731,4640,1451,224,52664,1129,969,987,1396,2168,3141,3169,1351,255,14557,50,89,127,210,476,967,1294,719,154,4087,4,18,11,34,140,386,617,455,103,1774,1187,1077,1125,1641,2781,4486,5081,2525,514,20409,1539,1718,3039,2985,2806,2246,1326,530,104,16293,13828,9381,10059,11495,13733,14468,11045,4509,841,89366,10531,5059,4827,6079,7167,6792,3801,1131,180,45567,761,1094,1219,1658,2291,3083,2560,1121,286,14071,42,169,230,372,644,1023,1049,552,150,4245,0,14,28,68,230,424,552,357,115,1794,804,1274,1480,2095,3168,4532,4168,2031,548,20103,1422,937,1002,1135,1351,1340,952,404,74,8615,12755,7272,7309,9310,11683,12660,8919,3563,805,74281,21641,11648,10719,12958,15314,14526,8439,2580,412,98228,1884,2061,2208,3052,4463,6221,5730,2475,543,28629,99,262,356,580,1120,1982,2344,1272,309,8331,7,32,43,101,368,812,1169,815,217,3564,1988,2352,2608,3737,5949,9017,9252,4558,1064,40517,2959,2652,4040,4116,4157,3589,2279,937,177,24904
SOS57,0,15,54,74,46,23,0,0,0,216,0,0,5,11,8,7,4,0,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,12,7,13,4,0,0,43,0,14,44,70,43,20,4,0,0,204,0,30,99,157,103,55,14,0,0,455,0,0,5,4,5,5,3,0,0,33,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,3,3,8,0,0,0,0,20,0,13,14,11,9,3,4,0,0,58,0,21,60,80,54,24,5,0,0,247,0,3,3,14,8,7,3,0,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,17,7,13,4,0,0,43,0,22,46,76,51,27,3,0,0,226
SOS59,265,174,316,288,197,188,143,14,4,1594,28,59,92,78,84,89,86,27,0,534,0,10,17,22,23,30,39,12,4,152,0,3,0,8,15,22,26,11,0,79,27,64,105,107,126,139,148,44,4,768,101,176,396,530,514,334,158,50,10,2281,389,414,822,926,842,667,444,118,14,4639,267,153,322,211,144,182,97,11,0,1386,15,68,82,84,61,80,74,7,5,488,0,11,17,26,23,35,37,4,5,163,0,0,0,9,15,16,20,0,0,67,15,81,108,118,102,133,130,12,5,713,93,172,267,281,223,162,87,14,12,1315,380,410,692,613,468,477,316,38,16,3416,538,328,636,499,341,374,233,27,4,2976,45,125,176,162,148,166,159,30,4,1018,0,19,36,45,48,66,72,18,6,318,0,3,4,17,32,39,41,10,0,147,44,145,211,229,224,271,282,63,13,1482,190,352,661,811,748,503,245,69,15,3591
SOS60,13554,8455,13143,8465,6721,5439,3608,1425,373,61191,1624,1892,2268,2304,2451,2949,2934,1714,550,18682,129,288,392,471,676,1003,1375,1007,377,5716,3,33,50,103,252,491,867,759,359,2923,1755,2207,2714,2879,3379,4445,5176,3484,1286,27324,1313,948,1280,983,943,772,581,369,135,7337,16626,11613,17136,12326,11047,10655,9363,5279,1795,95846,13127,7126,11917,8260,6771,5884,4031,1701,525,59346,1254,2711,3065,2914,2984,3303,3521,2259,993,23010,120,568,800,781,998,1356,1690,1283,702,8292,3,47,100,224,449,801,1079,979,615,4302,1379,3323,3966,3922,4432,5468,6282,4517,2309,35603,1183,850,1009,820,758,697,633,464,243,6659,15696,11300,16898,12997,11958,12048,10946,6683,3084,101610,26689,15587,25066,16722,13496,11319,7637,3124,903,120534,2880,4607,5336,5219,5435,6256,6455,3965,1546,41695,249,849,1195,1256,1674,2365,3059,2294,1077,14010,11,78,156,326,699,1292,1944,1737,979,7219,3134,5533,6682,6803,7812,9909,11458,8000,3595,62927,2499,1796,2290,1800,1702,1474,1208,838,386,13993
SOS61,14821,8900,10326,7812,7288,6671,4432,1898,450,62597,2399,2114,2417,2329,2875,3565,3834,2217,710,22465,207,352,455,525,879,1382,1994,1484,508,7783,10,17,67,172,390,808,1389,1242,446,4548,2614,2484,2941,3025,4147,5755,7219,4942,1666,34793,1662,1169,1113,1016,1023,1012,891,584,243,8712,19096,12554,14379,11855,12457,13438,12536,7423,2359,106104,14666,7736,9219,7506,7430,6903,4936,2191,727,61309,1806,2738,3330,3210,3472,4078,4361,3012,1215,27228,150,606,949,962,1350,1845,2324,1711,851,10757,11,46,165,310,754,1174,1673,1363,722,6213,1969,3388,4442,4484,5579,7099,8359,6087,2796,44198,1643,997,986,931,980,970,961,725,356,8551,18269,12129,14647,12919,13987,14969,14251,9006,3877,114062,29488,16636,19545,15319,14715,13576,9363,4090,1176,123904,4208,4857,5752,5541,6348,7642,8190,5229,1923,49691,355,956,1404,1484,2233,3231,4314,3198,1362,18535,16,64,230,478,1145,1982,3066,2603,1176,10759,4581,5873,7384,7507,9727,12859,15578,11030,4456,78992,3303,2171,2107,1953,1999,1981,1852,1306,602,17268
SOS62,1963,1017,1093,1087,1170,1255,934,341,57,8919,254,235,254,305,437,671,814,403,87,3461,16,27,39,60,132,241,326,239,56,1145,0,4,4,23,43,150,239,171,60,690,273,262,299,386,612,1063,1384,813,198,5297,224,147,131,132,185,213,216,110,50,1401,2460,1432,1526,1607,1964,2529,2535,1266,303,15622,1962,860,1012,1021,1082,1234,875,312,70,8433,188,253,330,380,478,716,696,374,116,3530,16,49,84,114,206,316,384,214,88,1468,0,3,12,26,95,186,252,185,75,844,205,305,434,519,786,1219,1330,775,274,5846,195,104,126,132,160,219,178,118,63,1291,2370,1270,1570,1676,2032,2672,2381,1209,401,15575,3925,1879,2108,2109,2248,2493,1813,654,125,17350,443,480,586,688,915,1389,1510,776,201,6991,34,77,131,176,341,554,711,453,137,2616,0,4,18,47,144,339,491,363,126,1539,479,567,732,912,1399,2283,2710,1593,474,11145,425,256,255,262,342,429,395,229,110,2700
SOS63,7485,4176,3798,4096,4861,4997,3241,979,133,33767,898,797,757,1067,1545,2469,2420,1034,176,11169,44,95,116,215,420,899,1121,567,112,3591,4,8,12,36,167,433,660,418,92,1832,949,898,884,1323,2132,3799,4202,2022,392,16597,830,544,502,591,745,836,691,255,77,5055,9262,5613,5182,6007,7739,9634,8133,3249,600,55419,7261,3345,3260,3964,4570,4563,2661,760,118,30506,688,992,1070,1408,1766,2458,2059,824,178,11444,38,140,277,390,613,1002,912,456,125,3939,0,10,43,94,268,470,549,246,90,1785,729,1140,1385,1897,2656,3928,3516,1524,392,17163,735,476,439,507,591,740,515,214,53,4272,8724,4966,5084,6364,7815,9227,6690,2497,571,51943,14747,7522,7059,8056,9431,9561,5902,1738,253,64272,1593,1789,1822,2476,3313,4923,4481,1861,357,22612,85,229,384,607,1034,1898,2032,1021,239,7529,0,23,56,134,437,905,1206,667,188,3615,1677,2040,2267,3213,4780,7731,7721,3543,784,33759,1559,1017,940,1093,1337,1577,1201,468,132,9330
SOS67,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SOS69,56,54,54,40,56,32,16,3,0,316,5,22,22,22,28,13,9,7,0,137,0,5,12,6,6,9,13,3,0,58,0,0,0,4,4,10,10,0,0,28,5,31,35,31,43,34,29,9,0,221,12,28,43,28,29,38,46,4,0,221,74,108,135,99,130,104,90,18,0,758,55,42,50,39,23,29,21,4,0,258,8,30,14,24,22,16,10,3,0,133,0,15,11,14,9,9,6,3,0,59,0,0,5,4,9,9,6,0,0,33,5,44,31,43,36,39,16,6,4,221,5,19,11,24,18,31,28,4,0,136,61,108,92,97,78,98,72,13,4,616,108,94,105,71,79,62,39,7,0,571,11,55,39,46,51,35,20,9,0,267,0,16,24,21,16,15,16,7,0,123,0,4,5,5,16,24,13,0,3,65,11,77,67,76,81,70,45,18,3,445,18,41,49,54,42,68,75,6,0,357
