SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
40701114417,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,14,3,13,21,16,35,50,71,52,16,270
40701114418,0,0,0,0,0,4,6,19,10,31,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,11,6,32,7,9,24,31,34,45,95,127,43,410
40701114419,0,0,0,0,0,0,6,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,3,0,23,10,11,19,36,38,59,58,23,8,253
40701114420,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,4,13,21,22,34,36,53,35,9,224
40701114421,0,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,3,3,31,3,17,17,36,47,66,91,37,7,323
40701114422,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,7,11,8,0,29,15,12,45,52,49,84,102,35,8,399
40701114424,0,0,0,0,0,0,3,18,10,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,12,3,21,5,10,8,21,17,37,100,230,52,475
40701114425,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,12,6,13,27,25,52,74,77,35,7,314
40701114426,0,0,0,0,0,0,0,9,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,7,14,4,13,28,30,26,43,50,44,17,260
40701114427,0,0,0,0,0,0,3,11,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,24,12,60,3,11,23,19,24,59,95,84,45,364
40701114428,0,0,0,0,0,0,0,7,9,20,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,4,7,14,21,49,3,5,22,12,29,88,104,126,79,459
40701114429,0,0,0,0,0,3,0,9,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,4,11,24,21,38,57,64,33,13,267
40701114430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,9
40701114431,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,10,18,26,35,46,64,51,19,0,269
40701114432,0,0,0,0,0,4,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,5,0,26,14,10,31,50,53,101,124,62,9,458
40701114433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,9,15,23,28,41,16,0,152
40701114434,0,0,0,0,0,0,6,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,14,8,0,31,11,12,27,42,47,125,226,70,6,563
40701114435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,6,16,9,3,0,45
40701114436,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,24,9,18,21,28,52,58,44,28,8,269
40701114501,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,6,0,4,31,0,5,18,24,34,45,45,12,5,190
40701114502,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,23,0,11,21,31,39,37,52,31,10,237
40701114503,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,8,0,3,0,27,6,10,48,49,47,45,33,19,0,266
40701114504,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,4,6,37,21,21,31,49,25,6,201
40701114505,0,0,4,0,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,10,4,4,0,34,9,14,71,48,51,82,57,33,10,380
40701114506,0,0,0,0,0,0,4,11,11,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,12,3,0,30,7,14,39,22,17,55,62,42,21,274
40701114507,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,13,21,27,81,9,11,39,21,33,46,57,51,27,294
40701114508,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,5,5,4,10,4,3,3,4,36,4,18,29,23,43,52,42,36,12,255
40701114509,0,0,0,0,3,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,11,0,0,0,22,3,15,42,67,69,109,96,35,8,443
40701114510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,15,0,11,15,47,33,35,47,16,0,209
40701114511,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,4,3,25,16,20,24,18,12,7,120
40701114512,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,9,3,3,6,9,16,10,0,0,61,24,32,66,68,108,116,84,27,0,532
40701114513,0,0,0,0,0,0,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,0,3,27,9,7,25,28,51,106,80,44,10,362
40701114514,0,0,0,0,0,0,4,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,20,3,6,18,17,30,62,82,31,7,257
40701114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,15,3,24,17,6,3,0,83
40701114604,0,0,0,0,0,4,7,4,0,17,0,0,0,0,0,0,0,0,0,0,6,3,7,3,7,4,0,6,0,30,19,35,103,91,105,121,81,71,7,634
40701114605,0,0,0,0,0,0,7,7,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,7,4,0,26,4,35,54,47,55,89,97,84,11,472
40701114606,0,0,4,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,36,64,5,12,22,19,58,35,39,39,46,268
40701114608,0,0,0,0,0,0,3,7,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,13,23,23,13,38,50,58,16,240
40701114609,0,0,0,0,0,0,6,8,8,24,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,6,6,3,23,11,20,71,73,61,97,107,67,16,505
40701114610,0,0,0,5,0,0,3,10,14,34,0,0,0,0,0,0,3,3,0,4,0,0,7,0,3,0,5,0,4,23,8,19,49,36,48,61,55,47,44,358
40701114611,0,0,4,0,0,0,3,12,4,20,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,22,21,54,66,70,77,80,83,56,6,516
40701114612,0,0,0,0,0,4,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,7,4,0,40,14,17,66,79,77,78,85,46,21,483
40701114613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,13,10,10,14,27,31,46,40,11,0,181
40701114614,0,0,0,0,0,0,10,7,3,20,0,0,0,0,0,0,0,0,0,0,5,0,8,0,16,4,3,4,0,41,19,43,32,63,123,74,99,60,14,524
40701114615,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,6,25,20,33,39,35,7,6,157
40701114616,0,0,0,0,0,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,0,0,26,25,37,42,71,111,82,92,33,7,497
40701114617,0,0,0,0,5,0,3,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,25,5,27,33,39,53,61,87,64,16,386
40701114618,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,12,8,29,61,57,73,48,74,33,6,385
40701114619,0,0,0,0,0,5,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,15,12,24,74,52,52,52,53,16,0,332
40701114620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,17,3,18,27,17,31,43,52,8,0,198
40701114701,0,0,0,0,4,0,5,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,4,4,33,3,11,32,23,46,68,93,27,7,309
40701114702,0,0,0,0,0,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,11,15,3,0,38,8,20,44,43,56,98,99,35,8,409
40701114703,0,0,0,3,0,5,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,19,19,21,40,62,82,76,66,22,3,381
40701114704,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,3,5,27,19,30,37,50,86,86,88,27,5,425
40701114705,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,10,4,0,0,33,27,36,41,57,96,84,63,21,6,425
40701114706,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,7,0,0,0,17,8,7,15,15,20,47,21,15,3,154
40701114707,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,17,28,29,26,6,0,130
40701114708,0,0,0,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,5,0,10,4,6,7,13,0,0,45,19,35,101,133,129,99,94,34,5,637
40701114709,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,7,3,4,0,31,12,21,24,59,66,96,52,24,6,354
40701114710,0,0,0,0,0,4,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,9,3,4,30,3,3,24,20,44,93,109,42,12,352
40701114711,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,13,7,7,20,24,45,56,57,21,0,230
40701114712,0,0,0,0,3,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,15,9,9,33,55,66,70,67,31,0,336
40701114713,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,5,0,3,3,12,3,18,6,0,53,10,23,40,44,90,100,70,21,3,400
40701114714,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,5,0,0,0,17,18,21,39,66,67,63,52,26,6,353
40701114715,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,14,17,35,42,69,95,94,83,33,4,471
40701114716,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,5,0,0,0,27,15,15,41,37,70,71,42,19,0,306
40701114717,0,0,4,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,7,9,7,0,35,10,19,38,80,83,91,68,30,5,420
40701114718,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,32,42,45,53,43,8,0,248
40701114801,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,3,27,25,47,81,130,58,20,382
40701114802,0,0,0,0,0,0,3,9,6,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,8,4,0,21,9,20,29,34,53,81,109,68,19,428
40701114803,0,0,0,0,0,5,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,9,28,32,39,59,57,40,25,298
40701114804,0,0,0,0,7,0,15,22,43,82,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,5,14,13,47,4,14,29,32,42,72,114,100,103,514
40701114805,0,0,0,0,0,0,3,7,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,25,7,17,41,48,47,91,86,47,16,414
40701114806,0,0,0,0,0,4,3,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,24,11,29,47,73,82,92,63,33,14,438
40701114807,0,0,0,4,0,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,4,0,20,4,6,44,47,48,66,97,49,33,386
40701114808,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,13,9,27,27,41,43,68,76,36,10,343
40701114809,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,12,8,6,22,28,28,50,76,50,27,291
40701114810,0,0,0,0,0,0,5,0,5,16,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,3,0,12,13,27,25,53,55,70,106,54,19,421
40701114811,0,0,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,9,0,20,18,36,41,58,104,55,11,344
40701114812,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,19,0,9,17,22,34,37,78,37,14,244
40701114813,0,0,0,0,0,0,0,14,5,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,7,13,11,8,41,11,16,31,53,56,86,176,147,49,623
40701114814,0,0,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,17,5,8,22,47,33,69,141,143,55,525
40701114815,0,0,0,0,0,0,7,12,7,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,11,4,24,47,42,33,76,78,51,18,365
40701114816,0,0,0,3,4,0,7,6,4,24,0,0,0,0,0,0,4,0,0,4,3,0,0,4,3,3,13,3,4,37,22,21,48,64,85,125,190,105,26,684
40701114817,0,0,0,0,0,0,3,7,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,4,16,18,33,52,44,45,31,9,269
40701114818,0,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,5,0,22,10,21,35,43,56,64,68,61,16,363
40701114819,0,0,0,0,0,0,3,13,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,4,11,0,30,11,20,49,53,74,117,237,162,26,748
40701114820,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,11,22,35,45,61,34,4,216
40701114821,0,0,0,0,3,5,10,17,0,36,0,0,0,0,0,0,0,0,0,4,3,0,4,5,3,9,13,6,0,41,28,32,74,103,114,146,220,114,28,866
40701114822,0,0,0,0,0,0,5,8,6,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,9,8,6,31,3,4,25,20,40,81,171,134,51,527
40701114823,0,0,0,0,0,0,8,18,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,17,37,69,3,4,12,20,23,83,207,176,109,645
40701114824,0,0,0,0,0,0,13,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,15,12,39,112,110,93,115,191,89,17,775
40701114825,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,20,12,26,25,39,61,79,59,18,0,325
40701114826,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,17,13,12,27,49,88,102,81,24,9,403
40701114827,0,0,0,0,0,0,12,8,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,14,40,0,0,14,22,27,66,147,142,75,500
40701114828,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,10,3,0,27,12,13,35,40,51,88,174,73,16,485
40701114829,0,0,0,0,0,0,12,19,15,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,17,10,38,5,0,0,0,8,18,141,220,89,485
40701114830,0,0,0,0,0,0,9,0,5,16,0,0,0,0,0,0,0,4,0,4,0,0,5,0,6,5,7,4,0,19,4,9,26,18,25,45,60,38,12,236
40701114901,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,0,22,7,3,23,26,44,59,58,32,3,252
40701114902,0,0,0,0,3,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,10,8,6,5,33,3,13,22,15,49,61,76,26,16,291
40701114903,0,0,0,0,0,0,6,3,7,10,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,8,0,0,17,11,10,36,39,45,73,57,13,5,283
40701114904,0,0,0,0,0,0,4,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,0,22,8,15,40,53,62,69,37,23,3,315
40701114905,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,0,12,4,7,22,28,26,65,99,34,8,283
40701114906,0,0,0,0,0,0,7,5,5,30,0,0,0,0,0,0,0,0,0,5,0,0,6,7,8,6,13,9,4,56,10,23,59,76,93,175,233,94,29,795
40701114907,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,20,0,6,9,29,39,68,112,55,18,332
40701114908,0,0,0,0,0,0,6,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,12,0,40,8,14,23,51,42,130,166,74,19,525
40701114909,0,0,0,0,0,0,9,9,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,25,4,9,29,29,45,58,102,77,61,395
40701114910,0,0,0,0,0,3,5,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,5,0,19,12,21,38,40,76,103,81,28,5,399
40701114911,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,11,4,0,30,9,15,28,53,70,100,70,37,6,385
40701114912,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,10,8,0,40,5,13,24,42,82,134,154,59,5,519
40701114913,0,0,0,0,4,0,3,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,7,0,0,0,29,9,25,58,51,60,59,35,22,3,319
40701114914,0,0,0,0,3,0,4,6,4,21,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,19,3,15,20,32,50,55,66,43,11,296
40702115001,0,0,0,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,0,4,6,23,8,10,36,33,40,60,54,19,11,271
40702115002,0,0,0,0,0,3,13,11,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,14,3,7,12,22,40,68,81,40,14,294
40702115003,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3,5,4,3,0,0,0,23,3,14,30,45,37,41,30,3,4,196
40702115004,0,0,0,0,0,3,11,3,3,18,0,0,0,0,0,0,0,0,0,0,5,9,5,3,7,8,3,12,0,43,17,26,46,45,64,59,53,22,3,336
40702115005,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,12,6,3,0,33,3,21,23,41,50,77,64,25,7,302
40702115006,0,0,0,0,0,0,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,6,0,0,0,28,4,17,20,36,50,42,36,9,8,218
40702115007,0,0,0,0,0,4,3,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,9,8,0,35,3,19,31,25,66,58,45,29,5,284
40702115008,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,26,9,11,12,19,39,41,39,21,5,185
40702115009,0,0,4,13,9,0,9,5,0,46,0,0,0,0,6,0,0,0,0,5,0,9,17,38,33,26,15,11,0,140,19,58,179,277,194,134,97,32,7,996
40702115010,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,11,0,0,0,31,7,14,42,44,51,56,36,9,6,266
40702115011,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,18,15,17,24,67,58,47,35,11,0,267
40702115012,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,3,14,24,26,37,37,28,19,3,185
40702115013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,0,4,3,0,39
40702115014,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,15,19,42,78,14,17,32,48,75,42,45,34,46,361
40702115015,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,6,13,9,17,41,40,15,0,149
40702115016,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,9,0,24,9,11,19,17,25,45,59,26,0,215
40702115017,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,29,31,27,24,15,6,0,148
40702115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,14,35,36,40,54,29,7,0,224
40702115101,0,0,0,0,0,0,5,16,12,37,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,6,8,0,18,5,12,27,27,24,50,75,40,30,280
40702115102,0,0,0,0,0,3,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,3,0,29,8,16,34,35,66,80,36,29,0,309
40702115103,0,0,0,0,0,0,5,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,12,8,8,20,32,52,40,8,174
40702115104,0,0,0,0,0,6,6,12,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,0,4,22,7,21,42,30,49,70,54,34,10,305
40702115105,0,0,0,0,0,0,0,6,9,13,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,5,4,0,31,7,13,23,20,32,30,45,26,16,207
40702115106,0,0,0,0,0,0,15,5,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,19,0,12,11,25,32,40,71,40,8,242
40702115107,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,13,6,15,21,10,25,25,40,28,3,184
40702115108,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,13,5,10,30,35,23,35,24,0,0,170
40702115109,0,0,0,3,0,0,11,3,3,21,0,0,0,0,0,0,0,0,0,0,4,3,6,6,0,4,0,0,0,18,7,15,43,60,57,86,84,26,3,377
40702115110,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,4,12,36,14,0,79
40702115111,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,18,0,3,12,12,16,21,30,15,3,118
40702115112,0,0,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,4,21,5,23,70,46,59,85,93,30,10,432
40702115113,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,15,3,9,15,40,31,70,50,19,4,239
40702115114,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,9,10,0,10,26,24,33,5,121
40702115201,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,22,10,10,10,19,37,41,46,13,0,189
40702115202,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,7,0,4,0,4,3,6,3,5,5,32,7,22,28,38,35,64,45,21,8,281
40702115203,0,0,0,0,0,3,5,3,7,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,4,0,21,14,5,20,23,35,34,38,21,5,200
40702115204,0,0,0,0,0,0,4,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,3,5,4,25,0,12,22,26,28,25,36,37,25,206
40702115205,0,0,0,0,0,0,5,18,35,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,10,20,43,7,11,31,22,19,40,39,58,90,318
40702115206,0,0,0,0,0,0,3,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,11,5,13,30,19,35,32,43,23,13,215
40702115207,0,0,0,0,0,0,4,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,5,17,20,17,14,25,14,5,128
40702115208,0,0,6,0,0,9,11,16,4,41,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,11,3,0,37,5,14,47,62,62,71,80,46,15,406
40702115209,0,0,0,0,0,10,9,5,0,19,0,0,0,0,0,0,0,0,0,0,5,0,7,5,4,7,6,0,0,45,18,26,35,24,45,67,34,13,3,264
40702115210,0,0,0,0,3,0,4,6,0,17,4,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,6,0,5,21,24,35,39,54,104,98,92,36,10,489
40702115211,0,0,0,0,0,0,4,9,3,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,7,10,25,21,30,51,38,18,7,205
40702115212,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,13,6,16,22,22,35,42,37,20,5,210
40702115213,0,0,0,0,0,0,8,6,0,13,0,0,0,0,0,4,0,0,0,3,4,0,4,0,3,0,4,4,0,12,10,24,34,53,75,80,74,33,8,391
