SUA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
4000,0,0,0,0,0,14,66,142,17,23,0,14,9,0,11,290,0,0,0,0,0,0,7,13,0,7,4,4,0,0,0,29,0,6,20,33,35,32,58,12,3,13,7,9,6,0,5,236,3,5,11,10,16,17,93,74,38,55,42,62,11,7,12,445,0,41,72,9,4,6,0,0,0,0,0,0,0,0,13,154,0,8,5,0,3,0,0,3,0,0,3,0,0,0,0,29,0,4,5,5,15,11,13,13,0,0,5,12,0,0,3,88,160,415,178,98,125,49,79,45,8,9,8,15,0,0,38,1234,3,133,202,40,18,9,4,3,0,0,0,5,0,0,33,449,0,4,8,9,4,9,12,17,4,6,5,11,9,4,3,100,11,10,34,45,46,78,282,192,58,64,86,151,44,12,31,1136,0,14,7,3,5,6,37,26,18,11,16,38,22,0,8,214,0,0,0,0,0,9,13,8
4001,0,0,0,0,31,361,2475,2880,408,392,379,557,151,157,111,7909,0,0,4,3,13,58,677,692,105,145,196,139,99,13,22,2163,3,21,145,257,329,294,515,277,57,72,78,106,65,28,28,2278,23,130,127,246,850,1177,7569,5912,1733,1912,1715,2347,692,80,371,24879,31,348,805,284,134,579,214,25,10,9,3,4,3,0,58,2513,38,207,132,49,96,96,328,238,52,85,65,108,59,9,33,1605,8,26,39,86,246,200,298,90,20,30,39,30,18,3,19,1159,1258,2292,1055,522,627,375,639,297,22,60,47,75,59,11,223,7561,92,2561,3234,667,235,118,119,220,28,19,3,26,10,3,251,7581,11,15,68,163,520,539,696,587,237,253,244,321,306,64,83,4108,80,81,400,361,388,840,13273,8514,2643,2966,4643,5655,2288,229,538,42913,13,81,47,92,150,251,463,392,109,94,131,135,78,11,39,2080,0,8,13,31,395,522,1068,1778
4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,3,0,0,3,19,11,3,0,6,9,0,0,0,60,0,3,15,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,3,6,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,58,5,5,4,0,3,0,0,0,0,0,4,0,4,103,0,12,6,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,3,4,0,3,35,39,8,14,24,12,3,0,4,158,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,8
4003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,49,75,12,8,18,13,0,3,0,187,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,17,9,18,15,6,7,5,5,0,0,0,4,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,25,20,9,5,12,13,5,0,0,96,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,3
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,11,5,0,6,3,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,26,5,5,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,50,46,10,21,28,12,11,0,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,5,0,4,0,0,3,9,0,15,11,22,9,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,10,33,14,4,0,0,0,5,3,0,0,0,0,0,0,65,5,3,8,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,16,6,0,4,18,13,4,0,0,68,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,17,3,0,6,0,3,0,0,0,0,0,0,0,0,34,0,6,9,4,0,0,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,16,7,0,3,3,5,4,0,0,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,5,5,3,0,4,0,0,0,0,0,41,0,5,0,0,0,0,17,5,0,4,3,0,0,0,0,42,0,10,6,0,3,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,41,78,50,15,20,15,17,0,0,0,0,0,4,0,3,249,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,16,3,3,5,6,3,4,18,7,0,4,4,3,0,0,0,75,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,20,0,0,0,0,4,0,0,0
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,9,0,0,3,0,0,0,5,3,0,0,0,0,0,0,5,14,0,0,0,0,0,0,6,5,9,8,7,3,0,0,0,43,0,7,25,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,12,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,19,13,40,36,16,3,0,5,0,0,0,0,0,0,0,4,120,0,9,25,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,59,24,8,16,41,19,10,3,3,194,0,0,0,0,0,0,3,6,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,4
5000,0,0,0,0,0,7,54,61,9,8,3,26,4,20,29,223,0,0,0,0,0,3,14,14,0,0,0,0,0,0,8,44,0,0,36,71,68,55,102,73,17,10,18,31,12,4,14,498,0,3,0,5,9,13,106,88,21,17,25,112,14,3,33,448,0,15,40,11,4,17,9,4,0,0,0,0,0,0,10,114,5,5,9,7,0,0,4,10,0,0,3,0,0,5,7,57,0,0,6,9,15,21,17,23,4,10,9,12,15,26,22,191,175,154,98,96,194,105,192,108,16,13,33,50,30,0,48,1311,4,16,9,12,5,0,3,3,4,0,0,0,0,0,9,62,0,0,10,8,13,16,19,22,4,5,3,4,0,0,18,124,30,16,79,54,32,30,207,173,37,20,59,46,32,4,62,876,8,15,12,0,21,44,78,80,27,38,20,26,30,4,20,427,0,0,0,6,10,3,14,21
5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,11,8,13,14,18,11,0,0,6,6,0,3,107,0,0,0,0,3,5,21,19,0,0,8,11,0,0,6,80,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,17,44,37,15,8,12,7,35,4,3,6,3,0,0,0,12,193,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,5,21,0,0,16,6,6,10,32,35,5,0,4,3,4,0,3,127,0,3,0,0,5,4,16,14,0,4,7,7,0,0,0,64,0,0,0,0,12,0,0,0
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,8,0,0,3,0,5,0,0,0,27,0,0,0,3,0,0,3,9,4,4,9,41,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,9,3,5,7,15,19,14,0,4,0,5,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,18,0,3,0,0,0,0,20,18,6,3,0,5,3,0,0,69,0,0,0,0,0,3,11,4,0,0,0,5,4,0,0,25,0,0,0,0,0,0,0,0
5003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,4,21,0,6,9,0,0,0,0,44,0,0,7,10,8,25,23,18,3,0,8,0,0,0,3,115,0,0,0,0,0,7,73,58,10,20,15,20,0,0,5,206,0,9,11,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,23,0,0,0,5,5,0,7,4,0,0,0,0,0,0,0,21,55,34,31,18,45,7,44,7,0,4,0,4,0,0,12,265,0,6,5,0,0,0,0,6,0,5,0,0,0,0,0,25,0,0,3,0,6,3,5,12,3,3,3,3,10,0,5,48,13,0,21,11,9,16,167,189,27,31,33,40,13,4,12,585,6,0,3,0,5,16,40,31,11,5,8,3,0,0,3,138,0,0,0,0,3,0,4,22
5004,0,0,0,0,0,0,10,35,0,0,5,7,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,19,33,11,0,0,0,4,0,3,0,108,3,0,0,0,0,4,9,9,0,3,4,6,0,0,3,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,16,13,8,27,21,44,25,11,5,5,7,5,0,7,222,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,19,7,0,24,5,3,7,39,35,9,6,14,9,0,0,5,164,0,0,0,0,5,10,22,17,0,4,10,0,6,0,7,75,0,0,0,0,0,0,0,0
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,4,0,8,7,4,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,10,0,8,6,8,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,7,5,0,0,0,0,0,0,22,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0
5006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,3,0,3,20,5,7,7,0,6,0,0,0,54,0,0,0,0,0,5,13,21,5,0,0,3,3,0,0,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,3,0,6,6,0,0,4,0,0,0,0,30,19,16,12,9,18,7,28,13,3,0,0,0,0,0,0,134,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,3,4,9,4,0,3,67,73,5,11,13,8,8,0,3,222,4,0,0,3,3,9,24,15,4,5,5,0,0,8,0,86,0,0,0,0,0,0,0,0
5007,0,0,0,0,0,0,0,14,4,0,0,6,0,0,0,28,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,0,0,4,7,11,3,0,0,0,0,0,0,0,32,0,0,0,0,6,7,44,29,8,13,3,14,7,4,7,148,0,7,7,0,10,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,4,28,17,0,4,9,7,0,0,0,88,9,8,5,4,0,0,9,12,4,3,6,8,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,9,9,127,110,9,12,23,36,18,8,8,377,0,0,0,4,3,8,17,14,3,4,8,7,6,0,6,75,0,0,0,0,0,0,3,23
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,5,5,0,0,0,5,0,0,15,0,0,0,0,3,3,6,10,0,0,0,0,3,0,0,29,0,0,0,0,0,0,15,8,0,0,3,15,3,0,3,54,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,18,3,0,5,5,0,3,5,9,0,0,0,4,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,6,8,87,63,16,15,17,23,5,8,4,245,0,0,0,0,3,0,21,14,0,8,0,0,10,0,0,56,0,0,0,0,0,0,4,3
5009,0,0,0,17,159,641,1854,1537,190,205,160,283,142,101,107,5383,0,6,17,95,77,150,1038,730,96,102,127,128,90,6,24,2677,3,47,301,576,623,740,1311,794,140,147,155,191,109,49,66,5253,33,36,77,229,1381,2221,10210,6280,1299,1306,1152,1799,627,78,495,27218,86,521,1306,450,287,891,423,117,12,17,4,10,7,0,142,4284,83,145,251,140,175,220,497,495,77,74,62,53,32,8,58,2378,7,22,48,91,216,131,222,173,17,19,28,34,5,8,33,1066,971,950,765,703,1381,790,1712,852,108,120,149,186,84,26,159,8960,108,532,656,239,101,43,70,138,9,18,0,18,12,6,59,2015,15,28,155,471,1030,1007,1300,950,222,194,233,270,199,59,118,6247,363,276,2262,1976,1899,2699,18933,14056,2938,2391,3509,4209,1454,285,924,58181,44,134,98,279,1125,2843,3865,1867,410,433,460,561,562,65,257,13005,8,4,12,60,683,691,1504,2137
5010,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,20,8,3,8,8,19,5,0,5,63,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,6,13,3,0,6,0,0,0,0,0,31,0,6,3,0,5,0,10,4,0,0,0,0,0,0,0,40,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,74,38,13,19,7,23,9,0,0,206,0,0,0,0,4,11,23,31,3,0,3,18,0,0,0,99,0,0,0,0,0,0,0,3
6000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,17,0,3,26,54,42,34,67,30,4,3,5,13,0,0,4,290,0,4,7,5,14,14,51,66,32,23,29,32,6,0,9,298,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,5,0,5,0,0,0,5,0,0,0,0,0,0,28,0,0,7,11,15,4,6,8,0,0,0,0,0,0,0,44,59,151,104,63,127,47,89,29,6,0,5,8,3,4,23,720,0,6,19,0,4,0,0,0,0,4,0,0,0,0,4,36,5,0,7,5,9,3,5,18,0,0,12,6,4,0,0,84,5,4,29,15,15,3,39,88,26,44,38,28,12,6,13,352,4,12,8,4,11,13,20,10,8,8,0,9,0,0,0,111,0,0,0,0,0,0,3,3
6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,4,0,0,4,5,0,0,0,0,0,0,0,22,0,0,0,0,5,5,21,16,8,3,4,6,0,0,0,65,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,4,11,0,0,0,27,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,24,7,21,15,4,17,10,8,3,0,0,0,0,0,0,4,83,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,3,0,0,5,5,3,4,0,27,0,3,0,5,5,12,23,30,12,16,30,19,5,4,8,176,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,3,0,3,4,3,3,0,0,10,0,0,0,29,0,0,0,0,7,3,27,30,23,16,11,19,4,0,0,145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,9,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,15,8,19,11,6,4,3,8,0,0,3,0,0,0,0,6,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,3,0,3,0,0,0,0,0,0,0,23,0,0,3,3,3,4,48,57,26,24,34,10,9,6,4,221,5,0,0,0,3,0,7,3,0,0,0,7,0,0,0,32,0,0,0,0,0,0,3,0
6003,0,0,0,0,0,0,8,48,26,6,7,4,3,0,0,106,0,0,0,3,0,0,83,170,29,54,57,51,13,0,13,468,4,3,30,73,62,75,101,45,11,16,17,23,0,0,3,492,3,15,17,13,45,86,845,1739,754,679,608,481,118,13,104,5516,6,34,66,18,6,13,4,6,0,0,0,0,0,0,3,165,3,7,6,0,9,3,17,8,5,8,12,15,6,0,0,100,0,7,21,20,35,29,14,10,5,4,7,8,0,0,4,148,120,214,126,68,119,66,116,54,13,5,10,23,5,0,27,952,5,76,167,40,23,9,5,18,0,0,5,3,0,0,8,371,0,3,14,22,44,30,93,135,39,49,37,75,46,8,0,610,19,8,42,29,26,72,528,1288,426,445,451,457,140,36,72,4045,3,22,3,10,15,33,76,89,23,26,16,20,10,0,7,347,0,0,0,0,20,19,24,72
6004,0,0,0,0,0,4,6,73,31,20,3,25,0,3,0,171,0,0,0,0,0,0,11,26,9,11,11,12,5,0,0,91,0,0,14,23,27,16,35,25,6,7,10,3,6,0,0,174,4,8,8,4,12,20,120,208,93,99,94,85,20,0,17,775,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,6,3,0,4,3,10,0,0,0,5,0,0,0,35,0,0,3,5,7,7,6,5,0,0,0,0,0,0,0,30,16,68,38,22,27,8,22,17,0,0,0,5,0,0,15,231,0,7,17,6,6,0,0,0,0,0,0,0,0,0,0,37,0,0,3,6,14,10,23,33,4,7,7,8,6,0,0,111,5,3,13,10,15,31,192,323,133,130,168,169,73,11,20,1298,0,7,0,5,5,5,18,18,10,0,0,15,3,0,0,86,0,0,0,0,0,4,26,106
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,0,0,4,0,0,0,0,0,19,0,0,0,0,6,0,3,9,0,9,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,7,5,11,8,5,3,0,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,4,0,0,0,8,8,6,0,3,4,3,0,4,39,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
7000,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,11,4,4,6,3,3,0,0,28,0,0,6,10,7,9,14,4,0,0,0,5,4,0,0,62,0,0,0,0,0,0,26,14,9,12,21,31,3,0,0,118,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,11,13,34,3,7,10,11,4,0,18,139,10,27,13,15,18,16,35,28,0,0,5,17,10,0,0,191,0,0,3,3,4,4,5,0,3,0,0,0,0,0,7,28,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,19,3,0,10,0,3,14,65,65,33,21,23,26,13,9,4,282,0,0,0,7,6,14,19,25,14,3,9,14,9,0,3,125,0,0,0,0,6,0,0,3
7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,17,5,5,3,0,0,0,0,35,0,0,6,9,7,0,12,11,0,0,4,0,0,4,0,54,0,0,0,0,3,3,25,21,9,19,36,63,8,0,7,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,3,17,8,34,17,5,11,4,5,0,0,0,103,0,14,12,4,7,12,17,19,0,4,0,0,0,3,3,104,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,5,4,11,4,8,8,0,0,0,0,36,0,0,6,5,4,14,294,230,90,81,84,92,34,20,15,962,0,0,0,0,0,4,12,12,6,0,7,13,6,0,0,66,0,0,0,0,0,0,7,3
