SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
2016,14,0,78,63,146,29,335,0,0,0,7,16,0,27,31,14,115,115,619,29,921,29,6,34,26,129,4,225,17,10,81,89,991,23,1200,0,0,18,27,131,7,186,22,7,61,74,268,20,454,14,3,53,59,129,6,257,10,0,31,63,196,13,313,5,4,18,13,20,3,69,7,4,32,37,18,3,94,6,0,9,11,41,3,78,33,28,161,69,101,7,400,3,4,13,32,113,15,171,33,14,76,83,145,6,350,67,74,202,48,86,4,475,181,58,249,112,166,21,790,0,0,10,11,32,0,57,8,4,29,38,302,7,387,8,0,32,35,183,57,317,491,227,1296,1005,3821,269,7107,17,11,65,40,54,22,213,0,0,0,0,0,0,0,12,6,72,58,115,6,265,13,5,16,28,30,0,98,8,4,24,40,84,6,173,0,3,16,9,24,5,60,20,9,80,110,280,29,534,7,6,53,54
2017,0,5,26,43,85,8,164,0,0,0,0,7,0,9,3,0,22,19,103,14,161,0,0,3,0,27,0,28,3,0,14,7,247,4,279,0,0,13,11,55,0,74,0,0,16,9,63,0,88,0,0,12,17,26,5,59,0,0,5,8,60,0,70,0,0,0,0,12,0,11,0,0,3,13,3,0,25,0,0,3,0,5,0,7,5,4,39,16,14,0,79,0,0,3,6,11,0,19,3,3,19,37,24,0,86,8,17,53,9,31,3,116,14,8,40,26,22,4,115,0,0,0,3,10,0,20,3,4,0,8,80,0,94,0,0,3,5,47,16,75,46,45,262,246,914,62,1576,0,0,18,17,18,7,57,0,0,0,0,0,0,0,0,0,15,8,23,0,47,0,0,0,0,3,0,5,0,0,3,3,9,0,22,0,0,0,7,15,0,18,0,0,11,16,71,4,103,5,0,23,14
2018,3,0,11,15,80,12,121,0,0,15,16,114,0,150,37,0,67,60,512,16,691,18,8,102,87,410,11,645,7,9,46,56,850,32,996,0,0,12,7,85,5,112,14,4,56,47,196,8,328,6,4,28,29,133,8,205,6,0,24,25,142,14,209,7,0,25,10,55,4,102,4,5,24,33,9,0,71,0,0,12,8,50,0,71,26,15,110,48,73,12,282,0,0,21,15,73,11,120,27,17,118,109,170,9,447,53,19,97,35,43,6,258,90,23,201,68,140,20,544,3,0,9,12,19,0,41,7,0,15,15,198,5,239,8,4,22,15,164,36,249,310,118,1007,714,3510,221,5888,0,3,12,9,28,3,54,0,0,3,5,7,0,13,7,0,21,12,42,3,89,11,5,43,21,57,0,133,0,0,27,38,60,0,126,0,0,8,11,17,0,37,9,5,65,64,218,21,387,10,0,31,49
2019,0,0,5,15,56,5,83,0,0,0,3,4,0,8,10,6,42,48,250,16,380,0,0,4,0,24,0,29,11,0,23,23,404,15,475,0,0,8,11,27,0,44,7,5,19,20,127,9,175,5,0,16,25,70,6,125,0,0,13,18,87,13,136,0,0,9,0,12,0,28,5,0,15,17,4,0,44,0,0,5,3,14,6,26,10,7,51,22,33,0,125,0,0,4,11,54,3,73,11,6,51,60,84,7,213,14,32,79,12,32,6,168,49,28,130,55,86,10,358,0,4,3,9,23,0,37,4,4,13,17,109,0,140,0,0,6,5,64,25,110,135,87,506,366,1565,117,2786,0,0,3,7,11,0,28,0,0,0,0,0,0,0,9,0,32,18,47,0,117,0,0,0,0,0,0,0,0,0,5,25,27,3,56,0,0,5,3,7,0,21,4,0,42,34,147,9,238,3,0,25,28
2020,13,4,92,50,233,19,413,7,0,10,8,64,0,84,13,7,69,85,472,22,675,9,4,50,19,88,0,175,8,6,55,108,1340,34,1553,0,3,17,18,130,5,178,13,8,52,56,213,8,349,3,4,18,33,90,7,157,6,3,19,48,209,9,297,3,6,27,16,43,0,91,15,4,26,42,21,4,111,4,0,15,14,37,10,70,43,23,180,81,68,6,400,3,5,17,22,89,6,143,21,13,96,113,125,12,384,82,55,193,39,69,0,445,65,32,137,72,93,16,415,4,0,16,15,42,0,76,12,10,17,30,295,3,363,5,4,33,19,173,45,276,334,187,1137,882,3901,208,6655,11,8,102,57,66,17,256,0,0,3,5,3,0,13,11,7,38,54,99,13,219,0,0,4,6,19,0,34,0,3,20,47,104,7,179,3,0,13,23,33,7,78,4,8,80,95,237,18,441,3,0,31,42
2021,7,5,26,31,106,6,180,3,0,7,11,30,0,45,14,12,131,65,427,29,671,7,5,32,22,90,0,160,10,3,42,46,839,15,959,4,0,17,23,88,3,144,13,5,50,72,231,16,386,3,0,32,55,138,8,243,3,3,14,35,126,10,186,5,4,11,11,25,0,56,6,6,40,34,21,8,107,4,0,16,9,37,0,65,32,15,176,42,45,0,317,10,4,23,19,51,0,103,20,22,88,104,113,11,356,88,50,196,48,59,5,445,109,55,194,84,168,8,624,8,0,10,12,27,0,56,9,0,17,13,164,5,201,4,0,16,15,124,23,187,368,186,1136,746,2907,170,5499,5,0,22,20,33,4,88,0,0,0,0,0,0,5,6,5,90,38,87,4,226,5,3,13,9,28,0,59,0,4,22,20,44,0,90,5,0,11,10,20,0,44,3,8,63,103,225,36,437,4,4,71,65
3000,253,109,1802,1856,7680,905,12602,150,95,757,768,7952,330,10057,126,57,601,679,6675,304,8433,43,22,186,321,2110,64,2744,61,36,480,896,12919,489,14873,28,29,205,263,1763,94,2381,90,30,442,437,2969,196,4165,97,30,472,536,2164,219,3521,62,29,309,633,3862,313,5215,18,10,90,74,222,20,433,44,20,176,160,190,21,604,25,21,110,136,650,53,987,336,132,1306,538,972,97,3377,47,29,218,260,1638,136,2332,273,186,1030,1663,3715,309,7178,560,413,1802,468,1006,78,4327,476,190,1463,813,1617,155,4710,27,11,105,118,470,41,781,68,35,197,244,4142,90,4776,93,33,330,367,3082,900,4806,2878,1500,12090,11218,65805,4809,98306,228,183,2142,1533,2550,523,7153,69,58,444,368,1124,87,2161,66,57,559,500,1343,124,2647,24,21,136,107,268,20,574,41,40,384,542,1228,86,2322,15,23,190,232,599,59,1117,91,97,881,1055,3990,421,6537,133,71,875,1021
3001,0,0,13,7,35,3,51,5,5,24,22,207,7,260,0,0,3,10,91,5,116,0,0,7,0,18,0,29,0,0,14,32,376,9,435,0,0,7,3,23,0,34,4,0,11,11,59,3,100,30,6,160,152,341,27,716,4,5,38,61,136,12,257,0,0,3,6,10,0,16,0,0,8,8,7,0,22,0,0,6,11,23,4,44,7,3,37,15,29,0,93,3,0,27,25,65,0,122,7,0,24,36,35,4,117,9,8,33,6,3,5,56,15,9,32,11,9,0,77,0,0,3,12,16,0,30,0,0,4,12,70,0,91,0,0,12,15,65,17,106,100,31,474,460,1619,113,2785,3,0,4,8,3,0,21,4,0,14,5,36,4,58,4,0,7,5,23,0,45,0,0,0,4,3,0,7,0,3,11,12,27,7,53,0,0,5,5,9,0,17,3,0,41,39,104,5,193,46,9,264,190
3002,241,58,716,391,1051,123,2581,1493,313,3055,854,2898,155,8768,2073,468,6161,4308,19498,809,33321,1037,268,2286,1314,3091,135,8130,1710,471,7778,6307,46101,1306,63677,1096,246,3170,2072,6201,348,13128,1797,419,6781,4221,11823,826,25868,1076,198,4126,3814,7456,595,17265,2293,579,6468,5646,13034,1137,29155,730,175,2735,1165,1635,137,6575,2530,972,6951,2806,2073,337,15673,779,220,2824,1212,2644,253,7940,10820,2688,26424,5795,5285,891,51904,936,301,3477,2120,5240,419,12499,4212,2016,10491,7213,9696,724,34349,7672,2300,10048,2241,3425,372,26060,7288,2003,15449,4986,6572,848,37142,507,173,2107,948,2083,137,5957,954,305,2436,1922,11540,338,17491,1834,315,4577,2460,8994,2482,20666,51081,14482,128054,61802,170334,12379,438133,133,56,617,332,533,108,1785,485,183,1253,328,410,57,2714,1079,324,3646,2429,4004,432,11905,441,176,1202,528,601,64,3019,687,357,3078,2549,3665,308,10648,663,222,2260,1330,1996,202,6675,1522,547,8299,6209,11710,1000,29297,1148,257,5359,4101
3003,20,3,111,70,364,41,618,0,0,10,32,258,8,312,12,3,64,53,692,25,855,3,0,14,23,141,5,193,3,5,40,60,1230,30,1370,6,0,18,38,148,4,212,17,0,66,58,424,18,585,9,0,30,47,250,18,352,10,0,24,41,217,11,303,6,0,17,10,28,0,57,6,11,34,39,29,9,122,4,0,14,18,67,3,98,29,16,138,51,87,9,333,0,0,24,18,129,3,188,34,22,149,142,262,19,627,80,49,297,52,115,6,597,165,54,384,160,448,26,1235,0,0,14,0,48,4,69,7,5,27,32,362,12,441,3,0,38,23,265,74,403,405,181,1519,978,5556,327,8968,8,4,130,49,129,32,356,0,0,4,3,14,3,20,7,7,57,27,129,17,239,0,0,9,8,16,0,39,0,0,31,44,86,0,168,0,0,12,22,38,3,77,4,9,88,107,472,40,720,3,4,42,64
3004,12,10,74,25,152,3,284,28,12,83,98,580,13,814,26,7,99,180,989,36,1337,13,6,81,80,287,9,479,42,12,211,266,3189,84,3800,15,7,73,77,406,19,595,43,16,239,213,927,56,1489,58,18,367,373,925,89,1816,67,31,343,468,946,65,1916,0,5,55,26,96,6,200,26,24,83,100,68,7,303,12,0,83,73,194,14,370,170,85,709,217,224,38,1447,29,10,124,128,431,32,754,157,83,564,658,941,54,2464,327,174,583,171,260,37,1551,409,142,1053,424,680,78,2793,19,8,81,65,166,16,356,58,15,132,97,845,26,1173,31,13,121,128,545,159,994,1534,671,5153,3870,12857,838,24924,17,16,85,53,82,4,262,9,0,32,29,34,6,107,16,11,96,78,140,9,361,8,3,28,25,36,3,103,16,17,111,124,267,29,567,4,0,63,52,107,7,236,52,29,355,397,863,91,1782,89,20,483,477
3005,0,7,30,19,47,0,102,16,7,59,89,677,25,878,0,0,5,5,79,4,101,0,0,0,3,50,3,53,0,0,5,19,232,16,272,0,0,8,18,96,0,120,7,0,11,11,71,9,106,0,0,6,16,53,3,85,0,0,7,6,83,3,104,0,0,0,0,6,0,5,3,0,9,0,4,0,18,0,0,3,6,20,0,30,3,3,27,8,30,6,75,0,0,10,5,28,5,45,8,3,33,20,62,3,141,15,11,51,6,19,4,102,15,0,30,3,6,3,64,0,0,3,0,8,0,5,3,0,8,9,125,4,156,5,0,5,4,69,8,89,85,41,316,256,1771,94,2559,4,4,35,8,12,0,61,4,0,19,23,69,0,119,0,0,3,4,17,0,20,0,0,5,0,4,0,12,0,0,10,14,28,3,56,0,0,9,4,28,0,44,7,3,23,36,129,15,210,0,0,27,23
3006,0,0,3,0,23,3,33,11,3,43,44,324,11,442,78,29,251,170,1323,28,1877,19,6,37,43,244,15,366,11,13,49,76,1063,36,1243,4,0,17,14,108,3,149,5,4,45,31,242,11,336,4,0,21,23,141,8,191,15,11,86,116,545,38,808,0,0,4,0,17,0,26,3,3,4,15,9,0,27,0,0,3,4,62,0,78,24,4,124,44,107,11,321,5,0,20,33,133,7,205,23,18,66,86,180,9,380,33,37,140,18,62,0,292,43,7,82,26,74,9,239,5,0,3,6,16,0,26,7,0,15,15,216,5,257,6,6,29,34,306,44,420,295,150,1050,798,5193,222,7717,0,0,0,5,4,0,15,3,0,16,13,49,0,87,24,12,108,70,201,7,431,3,3,15,16,42,3,73,5,0,31,41,133,11,216,0,0,8,11,32,0,46,4,10,54,68,329,23,489,5,0,53,40
3007,31,8,108,101,312,38,595,87,25,237,231,941,37,1561,269,52,1111,995,5037,203,7673,92,20,202,207,816,48,1381,392,121,1941,2525,17950,532,23453,150,27,568,488,1293,81,2619,431,90,1670,1378,3714,257,7541,435,94,1652,1766,3220,278,7435,310,83,1038,1095,2386,246,5165,141,38,546,365,620,53,1758,368,155,1144,882,586,86,3215,249,61,826,519,1144,112,2909,1371,370,4560,1471,1367,239,9378,201,60,781,714,1786,118,3661,488,289,1487,1526,2181,139,6109,1446,571,2733,696,963,133,6536,2030,476,3759,1455,1964,265,9935,161,49,727,606,1309,89,2940,175,46,530,565,3356,156,4830,407,68,1173,811,2851,731,6038,9218,2702,26797,18384,53799,3843,114739,27,11,108,79,128,25,377,22,4,86,50,64,7,223,138,50,789,716,1007,90,2797,35,16,74,68,93,6,295,197,81,891,954,1441,155,3718,116,45,471,419,517,56,1623,484,157,2394,2483,4064,402,9982,426,121,2181,2106
3008,0,0,17,9,63,4,102,0,0,0,9,79,4,98,3,0,35,28,308,15,389,4,0,0,3,42,0,51,0,7,17,26,437,8,503,0,0,6,6,51,0,60,3,0,12,19,149,9,197,0,0,3,13,67,7,93,0,0,9,7,90,7,111,0,0,6,6,4,0,18,0,0,3,9,11,0,20,6,0,0,5,11,0,27,6,0,37,21,25,8,98,0,0,9,4,49,3,61,6,8,34,44,78,4,179,13,17,82,17,40,0,166,18,6,53,28,87,0,186,0,0,5,5,11,0,21,4,0,6,8,144,0,175,0,4,8,10,95,13,132,69,44,345,287,1849,96,2690,0,3,3,12,20,7,44,0,0,0,0,7,0,9,5,0,18,15,69,3,107,0,0,0,0,0,0,0,4,0,9,14,39,4,72,0,0,0,4,17,0,23,0,4,24,49,189,13,283,6,7,17,29
3009,0,0,10,14,38,5,65,0,0,3,22,159,0,185,12,0,32,24,261,4,328,0,0,19,30,97,4,149,0,3,38,70,896,28,1040,0,0,12,15,54,0,88,15,0,60,58,320,20,479,6,0,31,52,267,11,379,10,0,30,38,157,14,243,0,0,7,9,28,0,51,4,6,12,30,22,0,71,0,0,12,20,60,7,104,21,7,85,44,72,3,231,0,3,9,23,112,9,156,23,15,99,174,206,16,529,53,39,189,30,82,4,396,178,44,321,129,321,22,1006,0,4,5,11,39,3,62,11,0,17,29,266,11,325,8,0,20,26,165,34,256,349,129,1005,836,3618,196,6138,3,3,3,3,9,0,26,0,0,0,0,6,0,9,3,0,21,14,46,5,96,0,0,3,4,6,0,15,3,0,19,34,85,0,154,0,0,5,3,22,5,36,11,0,67,89,294,28,493,10,6,53,68
3010,0,0,11,6,30,5,57,0,0,7,8,72,0,85,0,4,39,17,150,13,217,8,4,14,13,80,0,116,3,0,3,14,166,4,194,0,0,0,4,25,0,29,0,0,14,10,82,0,106,0,0,5,4,23,3,33,0,0,3,0,21,0,35,3,0,0,0,0,0,9,0,0,4,5,0,0,12,0,0,0,4,3,0,3,0,0,15,3,10,0,28,0,0,0,0,12,0,17,9,4,17,37,44,0,113,8,4,42,10,10,0,71,9,3,37,29,40,8,122,0,0,0,0,7,0,8,3,0,7,4,37,0,53,0,0,3,7,54,10,74,45,24,224,177,867,48,1389,0,0,3,3,9,0,17,0,0,0,4,0,0,9,4,0,23,8,34,3,81,0,0,8,0,5,0,14,0,0,4,4,22,4,28,3,0,3,0,4,0,9,0,0,10,22,89,9,129,0,0,4,11
3011,5,0,28,19,67,8,121,39,29,193,233,2166,56,2716,29,7,123,113,910,40,1223,4,0,23,36,158,4,227,13,12,91,112,1649,42,1915,12,6,45,75,595,9,751,20,5,69,75,430,11,601,7,0,52,61,237,20,376,38,22,102,154,613,34,959,0,0,16,6,27,0,45,20,11,41,36,26,3,128,6,3,26,12,130,4,185,62,27,348,102,239,11,780,3,6,21,28,241,14,315,47,36,166,134,304,17,704,73,53,253,51,100,11,545,191,30,386,94,182,23,912,0,0,13,9,34,4,55,13,9,49,56,775,13,912,15,7,47,44,424,84,623,591,266,2089,1444,9305,413,14102,3,4,13,3,20,0,51,9,3,81,97,283,18,496,6,3,48,54,157,11,281,0,0,12,25,31,7,75,11,5,52,77,179,10,335,0,4,27,40,130,10,214,28,11,128,131,578,35,911,17,4,123,118
3012,0,0,5,11,54,6,71,0,0,3,4,72,6,87,11,0,15,45,363,18,438,0,0,3,17,63,5,93,5,0,6,27,332,13,379,0,4,4,3,36,0,47,4,0,16,22,142,7,197,0,0,3,22,74,10,117,4,0,5,20,134,7,163,0,0,0,11,12,0,24,0,0,7,6,8,0,15,0,0,5,3,13,4,27,4,3,21,9,26,4,72,0,0,5,9,43,9,63,7,9,36,67,127,3,253,20,11,87,26,42,3,189,11,9,56,43,160,7,293,0,0,0,0,9,0,15,4,0,8,8,142,3,170,0,0,8,17,108,17,150,77,45,291,371,1958,127,2870,0,0,5,7,21,0,36,0,0,0,0,4,0,9,0,5,15,16,51,3,80,0,0,6,5,8,0,21,0,0,8,5,29,3,45,0,0,0,0,14,0,12,0,6,23,34,163,6,226,0,0,12,22
3013,0,0,0,0,0,0,6,57,13,188,85,1135,27,1510,5,0,15,12,92,8,127,0,0,10,5,39,0,55,4,4,3,11,200,6,225,0,0,0,8,62,4,77,7,0,12,5,73,6,99,4,0,11,16,34,3,66,3,0,11,10,70,8,101,0,0,0,0,5,0,10,0,0,0,0,0,0,5,0,0,0,3,25,0,26,0,0,17,4,19,4,43,0,0,5,7,35,0,46,18,3,37,54,83,7,204,8,14,50,10,19,0,100,35,15,64,17,27,5,161,0,0,0,0,5,0,6,0,0,3,4,112,4,135,0,0,10,10,68,27,108,150,59,417,252,2097,111,3087,0,0,0,0,6,0,4,24,18,89,55,142,5,329,0,0,6,4,20,3,32,0,0,4,0,7,0,14,0,0,3,10,13,0,36,0,0,3,5,24,0,28,7,0,34,25,76,11,158,3,0,25,16
3014,3,4,11,13,60,3,97,14,12,40,57,924,26,1080,19,0,71,48,589,38,773,29,9,118,148,251,13,571,12,8,68,83,1360,37,1562,6,0,31,35,392,7,471,27,0,64,52,406,19,571,14,0,56,52,279,14,423,21,14,98,75,538,42,791,3,0,18,9,47,3,82,7,11,39,32,22,0,115,0,5,22,10,85,0,122,47,28,223,62,111,12,488,13,0,23,18,169,11,235,47,40,213,220,467,23,1012,161,71,319,66,140,8,758,180,53,403,154,320,24,1131,0,0,13,12,42,3,70,18,4,41,34,516,6,618,11,3,26,15,265,59,378,640,263,1903,1211,6993,350,11363,3,0,19,10,32,4,58,8,0,12,15,73,3,119,3,0,52,34,94,17,202,4,9,59,57,109,3,243,0,0,38,44,121,0,217,0,0,17,18,61,0,95,21,14,93,121,447,31,729,9,0,51,67
3015,61,15,180,139,511,41,947,71,32,272,253,1263,29,1928,115,47,463,448,2654,72,3800,46,14,163,146,570,18,957,124,55,942,1135,10902,311,13472,67,14,230,226,752,37,1325,126,39,774,588,2074,126,3736,124,30,612,710,1829,120,3423,97,40,381,512,1284,95,2415,49,14,199,136,244,23,664,167,92,623,504,419,47,1849,50,27,321,228,534,53,1227,662,215,2246,846,816,121,4898,63,25,331,293,1106,79,1894,245,169,810,869,982,72,3147,647,411,1703,408,575,60,3804,1087,277,2415,855,1403,138,6175,47,20,222,173,451,35,944,60,42,263,268,1896,41,2576,153,20,467,356,1524,312,2838,4068,1609,13621,9090,31780,1839,62008,32,15,165,110,186,26,530,13,4,62,41,73,4,207,70,51,403,343,569,48,1490,25,19,97,62,89,6,288,47,34,457,504,868,80,1995,43,19,221,166,261,29,738,133,94,1088,1118,2389,223,5039,117,79,813,900
3016,71,9,218,140,262,23,718,14,8,59,108,419,14,618,70,24,255,224,1455,49,2073,28,15,82,83,295,3,505,40,14,166,248,2802,50,3321,30,7,98,75,444,11,672,90,21,231,170,809,30,1352,59,11,132,147,500,23,868,50,17,133,151,642,42,1032,17,7,38,31,75,0,172,60,37,207,103,126,4,532,9,10,75,32,124,6,260,174,68,615,193,266,28,1345,26,4,74,52,264,23,440,152,70,454,481,682,41,1885,487,162,748,172,273,22,1862,480,137,917,363,699,65,2660,9,3,35,26,86,5,165,30,19,99,86,815,24,1073,55,7,113,80,468,98,828,1965,645,4756,2958,11500,564,22393,34,12,134,82,119,3,388,3,0,22,9,23,0,56,28,12,117,89,239,23,501,5,3,27,22,34,0,96,28,12,117,118,242,13,524,3,0,46,47,115,4,227,64,19,289,288,913,64,1628,27,8,181,191
3017,14,0,46,27,80,8,172,50,19,195,123,1038,30,1457,53,22,250,176,1369,48,1913,27,16,128,151,391,7,718,35,17,253,306,3602,97,4305,12,3,58,61,520,14,667,54,17,232,155,994,53,1496,49,5,169,171,637,55,1080,43,14,176,264,972,44,1520,13,6,66,60,153,10,306,31,15,111,96,66,10,323,13,3,61,44,194,8,319,246,63,767,218,341,36,1667,11,3,72,82,349,16,522,273,124,872,980,2354,102,4706,410,128,677,162,327,19,1720,457,131,1149,352,648,66,2806,28,3,73,52,147,7,314,32,8,97,93,997,32,1260,31,7,102,87,660,129,1020,1877,602,5557,3653,15840,776,28301,4,0,19,17,20,7,64,13,8,61,31,73,3,188,22,8,91,95,216,14,449,13,6,61,47,87,0,223,11,12,122,156,329,32,660,0,7,45,38,144,7,240,38,29,359,330,1088,90,1930,44,19,259,279
3018,0,0,10,5,54,0,70,0,0,0,4,38,0,44,6,0,22,14,186,17,247,0,0,0,0,23,0,26,0,0,3,11,248,9,273,0,0,0,3,28,0,35,0,0,18,22,135,3,176,0,0,7,9,74,3,95,0,0,14,19,100,9,143,0,0,3,6,9,0,12,0,4,4,4,6,0,18,0,0,4,0,13,0,16,0,3,28,4,16,0,51,0,0,3,0,7,0,15,11,3,25,38,57,7,140,13,15,55,8,24,0,133,7,6,46,16,47,8,138,0,0,0,6,5,0,9,4,0,10,4,80,3,97,0,0,13,11,62,18,95,51,43,265,196,1207,86,1843,0,0,5,5,14,0,32,0,0,0,4,0,0,6,0,3,24,21,45,3,95,0,0,3,0,3,0,10,0,0,0,0,23,0,25,0,0,4,5,9,0,8,3,0,16,30,143,6,203,8,0,5,22
3019,0,0,9,8,12,3,32,5,3,30,49,488,20,595,0,3,11,21,104,0,142,3,5,9,15,65,0,86,11,5,38,30,480,16,567,0,3,6,5,71,4,89,3,5,21,14,73,7,128,5,0,13,22,86,6,131,0,4,10,25,106,5,149,0,0,6,3,5,0,15,4,0,0,7,10,3,32,0,0,9,8,21,0,44,5,0,55,13,31,7,113,4,0,9,11,55,0,84,21,10,66,81,111,4,296,49,32,100,13,34,6,229,29,20,59,29,42,13,195,0,0,0,0,20,0,29,4,0,11,3,102,3,122,0,0,7,4,72,14,96,143,90,463,364,1977,110,3153,0,0,10,6,5,0,24,0,0,14,15,37,7,70,0,0,10,4,16,0,40,0,0,3,8,14,0,21,4,0,17,14,42,6,88,0,0,5,3,11,0,18,0,5,29,40,120,4,198,0,0,22,31
