SUA_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
1000,513,221,3325,2895,11099,1121,19169,175,68,537,586,5120,193,6674,243,77,1100,977,7835,397,10631,123,44,365,527,2320,75,3457,150,56,1151,1416,21158,699,24633,88,34,442,416,2540,134,3654,245,61,910,712,4262,300,6490,160,37,746,754,3099,297,5093,103,54,427,696,4640,355,6272,68,31,283,195,436,39,1048,199,82,591,406,324,47,1649,56,34,293,323,842,61,1608,1032,356,3152,976,1364,167,7051,79,40,397,411,2212,161,3294,1125,493,2629,2883,5469,341,12944,1240,630,3332,699,1395,142,7432,1080,302,2686,1309,2501,262,8142,108,54,420,247,883,61,1777,159,46,395,364,5757,122,6842,213,51,636,496,3748,1040,6177,7154,2775,23805,17294,87027,5986,144047,361,370,2818,2135,3287,675,9652,40,26,251,158,539,28,1047,134,93,862,751,1762,222,3822,51,23,211,132,296,24,736,95,64,639,789,1694,175,3455,52,22,333,369,822,66,1662,245,173,1574,1721,5316,645,9668,185,102,1207,1395
1001,10,14,51,48,133,4,262,0,0,4,6,51,0,64,75,28,294,233,1364,54,2044,7,5,20,33,121,4,193,18,8,117,191,2351,54,2735,8,5,59,59,300,11,440,41,12,157,163,603,25,996,19,5,94,124,359,18,612,22,11,81,153,533,42,839,7,8,33,24,49,3,125,26,14,76,65,40,3,234,4,0,24,26,80,5,150,84,51,337,134,148,16,771,8,3,51,51,186,25,331,114,67,358,392,666,28,1635,171,116,431,112,185,5,1027,217,88,486,228,365,27,1411,8,0,22,13,60,0,104,12,3,44,68,522,11,676,22,9,59,69,360,73,600,888,461,2797,2191,8488,421,15243,9,13,14,32,43,4,118,0,0,3,0,0,0,6,26,19,151,103,211,26,529,3,0,9,6,17,0,41,21,8,73,103,229,16,455,3,0,25,28,92,3,146,32,18,178,245,630,43,1143,22,3,113,137
1002,49,5,67,41,57,5,227,0,0,9,5,25,0,41,9,0,32,9,99,3,156,0,0,10,5,27,0,42,12,5,17,19,381,10,438,0,0,9,6,29,0,54,7,0,46,24,129,9,209,17,5,34,25,92,11,180,7,0,11,13,56,9,93,3,3,13,4,11,0,41,10,11,28,20,9,0,78,0,0,9,3,18,0,36,76,24,107,18,28,3,256,10,0,17,14,64,6,109,63,12,77,48,78,3,286,297,47,240,44,99,6,727,68,20,141,35,90,11,369,4,0,14,4,16,0,45,10,0,30,8,88,6,143,15,0,21,12,44,13,103,662,132,929,358,1441,96,3620,25,10,45,16,19,4,118,0,0,4,0,0,0,4,0,0,8,13,10,0,31,3,0,0,0,0,0,4,0,0,12,11,23,0,48,0,0,11,10,4,0,25,7,11,46,34,95,6,198,6,4,27,24
1003,26,7,89,56,156,16,350,6,0,9,13,48,3,76,12,0,56,46,251,3,367,3,3,16,17,54,3,93,9,0,113,107,1107,39,1382,6,3,24,26,76,4,138,20,0,70,57,244,15,419,6,3,92,74,219,23,422,5,5,35,32,139,11,228,0,0,28,21,16,4,71,24,9,47,31,28,8,141,3,0,30,27,79,9,138,54,31,283,75,57,10,498,6,4,31,30,122,14,209,41,23,140,105,177,10,495,105,57,284,73,81,9,611,130,36,305,115,191,18,790,3,7,29,23,41,0,111,8,3,43,19,224,8,297,8,5,54,26,121,42,264,478,203,1768,977,3427,252,7100,13,4,50,35,44,11,151,0,0,5,0,5,0,11,8,7,58,37,67,13,174,0,0,7,3,6,0,22,5,5,37,34,75,8,163,4,0,21,11,35,5,80,25,9,100,121,261,27,540,9,3,84,87
1004,0,0,4,5,16,0,28,0,0,0,0,9,0,17,0,0,4,11,63,3,85,0,0,0,9,20,5,38,6,0,25,27,417,14,491,0,0,0,7,31,0,40,0,0,15,21,114,8,159,6,0,24,21,82,4,130,0,0,0,6,48,3,66,0,0,0,0,12,4,28,4,0,5,13,5,0,24,0,0,7,8,15,0,29,12,0,46,18,25,3,104,0,0,10,18,51,3,85,21,14,31,63,86,4,218,19,15,40,9,23,6,102,28,8,60,19,59,6,177,0,0,0,0,3,0,15,7,3,4,7,81,0,101,0,0,5,5,52,17,88,106,49,284,262,1222,94,2018,0,0,0,4,5,0,14,0,0,0,0,0,0,0,0,0,0,7,19,0,31,0,0,0,0,3,0,7,0,0,10,22,42,0,76,0,0,0,0,10,0,13,3,4,21,34,133,15,209,6,0,26,42
1005,8,5,22,9,74,4,120,6,0,21,14,170,0,212,22,8,88,59,438,15,637,10,0,21,26,74,6,132,11,5,45,66,759,20,905,0,0,4,8,90,3,106,19,3,79,42,189,15,340,10,0,55,30,135,13,236,7,7,23,26,174,9,246,5,0,22,7,27,0,73,10,0,37,20,26,0,89,0,0,23,17,25,0,62,47,8,99,34,69,3,256,9,6,14,14,80,0,116,35,34,170,134,273,17,669,119,49,204,30,72,3,483,86,28,150,74,156,12,502,8,0,22,8,25,3,57,10,0,28,16,202,0,254,6,0,22,20,119,35,201,425,158,1138,653,3172,151,5701,0,0,13,10,18,0,51,0,0,0,0,5,0,12,15,0,40,35,98,6,190,5,0,10,11,14,0,43,6,0,23,31,56,6,124,0,0,3,9,21,5,40,17,11,68,66,255,13,425,17,0,46,44
1006,7,0,34,20,90,10,158,3,0,9,17,93,5,127,46,9,97,68,402,11,637,5,4,15,7,53,0,90,16,0,88,84,972,25,1187,25,4,63,40,149,5,284,28,8,69,45,175,17,339,30,4,108,70,155,10,389,14,5,39,62,193,14,332,8,3,36,17,20,6,86,32,12,83,40,21,0,194,8,3,46,25,48,6,137,115,34,299,91,93,3,638,15,4,40,42,132,7,243,51,20,106,102,125,3,403,122,41,161,47,58,6,432,108,25,200,70,78,12,495,13,4,35,15,26,4,96,16,3,27,26,232,6,305,23,4,53,35,118,33,266,695,190,1609,922,3229,201,6849,8,3,18,21,28,5,87,0,0,5,0,4,0,9,17,4,54,43,64,9,188,3,0,5,4,3,0,15,8,5,50,33,86,8,188,13,3,31,30,43,4,128,35,7,126,123,222,28,548,15,8,111,69
1007,0,0,0,0,13,3,16,9,7,37,44,368,8,471,0,0,0,0,72,4,74,4,0,4,13,62,6,85,6,0,6,15,208,3,234,0,0,0,8,56,0,68,4,0,13,9,89,7,118,0,0,9,13,71,9,99,4,0,3,12,78,11,104,0,0,9,9,8,0,19,0,0,0,5,6,0,14,0,0,0,4,4,0,14,6,3,16,8,14,4,46,0,0,0,0,28,5,41,6,10,27,43,109,5,195,25,8,49,18,20,8,123,24,15,70,37,97,4,236,0,0,0,4,13,0,23,0,0,0,4,87,0,100,0,0,7,4,40,13,64,81,56,247,248,1450,69,2147,0,0,3,6,3,0,8,0,4,9,8,20,4,39,0,0,0,5,9,0,11,0,0,0,0,7,0,11,0,0,0,0,21,3,22,0,0,0,0,7,0,8,0,3,15,9,100,8,138,0,0,17,20
1008,4,0,19,4,9,0,38,0,0,0,5,4,0,11,5,0,27,14,29,4,76,4,0,8,0,3,0,16,5,0,48,18,213,12,291,8,0,11,4,13,0,34,9,0,29,9,32,4,83,20,7,93,96,123,17,361,5,0,16,9,19,0,52,4,0,12,9,14,0,31,5,3,24,7,8,0,48,0,0,19,11,17,0,56,43,3,118,24,31,6,222,0,0,35,20,25,0,86,9,0,13,7,13,4,41,19,7,48,9,16,5,105,41,7,89,31,10,6,185,4,0,23,0,13,3,45,0,0,11,10,18,0,49,12,0,48,18,36,14,130,196,49,680,302,646,85,1956,5,0,5,3,0,0,20,0,0,0,0,0,0,0,4,0,21,12,13,0,45,0,0,3,0,0,0,3,3,0,13,3,13,0,37,0,0,11,5,0,0,20,0,5,81,44,45,5,179,26,3,160,97
1009,5,0,9,6,34,0,62,0,0,3,3,17,0,19,0,0,6,18,117,4,147,5,6,17,13,44,0,76,0,0,20,36,441,11,510,0,0,7,10,37,0,50,5,0,9,16,106,7,137,3,0,11,13,75,4,105,3,5,5,12,72,4,95,0,0,0,3,6,0,11,3,0,16,7,7,0,31,0,0,0,3,21,0,25,17,0,38,20,20,0,100,0,0,3,10,61,0,79,9,6,30,28,57,4,132,24,12,77,20,38,5,176,14,3,51,25,102,8,207,0,0,5,3,5,0,17,0,0,9,5,87,0,109,0,0,3,7,54,9,81,80,40,312,272,1403,67,2172,4,0,9,9,6,6,24,0,0,0,0,0,0,5,0,0,6,9,20,4,36,5,0,10,10,10,0,36,0,3,10,7,35,3,54,0,0,0,5,4,0,13,0,0,21,26,126,15,186,0,0,19,19
1010,13,4,86,54,216,14,393,13,4,56,72,343,7,502,121,27,515,531,2673,106,3964,41,15,102,166,547,20,892,100,27,570,777,8670,226,10375,88,27,221,225,721,37,1316,142,28,548,489,1725,91,3010,80,18,303,353,1006,64,1822,75,27,260,356,1596,112,2433,92,37,341,237,422,29,1147,210,66,649,429,351,41,1750,32,15,139,191,403,28,813,564,132,1738,705,740,98,3976,42,15,216,249,858,54,1434,284,129,882,986,1461,99,3850,591,196,1356,261,450,43,2899,700,181,1620,680,1313,118,4608,34,11,165,108,282,17,616,74,27,211,194,1741,48,2296,100,16,383,256,1152,254,2170,3384,1007,10374,7313,26665,1517,50256,14,7,60,51,112,16,254,8,0,13,9,20,6,61,91,26,398,323,571,71,1477,16,6,55,41,51,7,173,35,27,266,373,651,60,1402,69,7,198,150,258,28,711,101,44,683,769,1966,202,3758,76,24,371,490
1011,28,8,131,91,196,45,495,3,0,6,13,44,0,66,9,0,41,54,330,9,445,3,0,10,31,100,3,146,15,10,107,127,1613,39,1905,8,6,22,22,181,9,247,17,5,92,88,443,27,672,18,8,80,112,392,30,633,12,3,53,73,246,21,400,3,3,27,9,40,0,89,15,7,72,48,32,8,188,0,3,39,32,80,6,160,80,40,291,84,113,8,622,3,3,51,49,200,9,321,61,34,244,188,286,17,835,101,62,367,61,114,9,711,198,46,479,175,351,33,1283,7,0,30,18,76,3,137,14,6,37,41,394,14,508,12,9,62,36,237,68,412,602,255,2245,1358,5461,351,10274,28,7,110,70,71,38,313,0,0,0,0,3,0,7,7,3,24,31,62,7,138,0,0,10,4,10,0,29,3,10,39,84,132,18,293,5,5,28,16,52,6,106,21,13,140,175,448,32,836,12,17,99,146
1012,6,0,37,19,87,5,159,6,0,17,14,152,7,194,38,4,57,40,298,15,452,8,0,24,28,75,5,138,12,4,50,53,850,18,985,0,6,31,20,130,5,197,60,10,73,38,231,16,434,32,5,79,38,112,16,282,13,0,28,31,183,14,266,0,4,12,9,21,0,49,7,5,41,31,21,3,114,0,5,22,17,34,3,83,45,23,138,36,54,4,304,6,5,17,18,92,9,138,56,26,162,144,273,9,674,53,30,150,35,100,10,388,159,29,290,113,188,27,808,6,0,10,10,52,3,86,12,0,24,18,240,12,305,18,4,32,17,132,33,235,570,150,1286,729,3331,235,6300,3,4,14,11,22,0,62,0,0,5,0,3,0,14,16,0,55,9,40,8,137,0,0,14,0,13,3,35,0,3,32,26,73,6,139,3,0,17,9,49,0,81,61,0,74,59,232,19,448,33,3,64,56
1013,0,0,4,3,30,0,41,0,0,4,0,14,0,25,0,0,3,9,72,7,84,5,0,3,9,21,0,34,3,0,13,23,375,16,430,0,0,0,3,10,3,22,5,5,21,20,104,5,154,6,0,21,45,109,16,201,0,0,5,6,51,6,65,0,0,5,0,8,0,21,3,0,11,15,7,0,46,0,0,9,6,21,0,34,6,7,51,28,24,0,114,0,0,4,10,43,0,66,7,5,37,40,54,5,149,13,12,64,6,24,0,129,29,16,88,40,105,13,292,0,0,3,7,19,0,35,3,0,6,7,79,0,105,3,0,6,12,55,12,92,94,53,361,291,1239,101,2131,0,0,0,4,5,0,18,0,0,0,0,0,0,0,0,0,4,9,19,6,34,0,0,0,3,12,0,19,0,0,5,15,14,0,42,0,0,5,3,4,0,11,7,4,29,46,124,19,229,3,0,28,35
1014,3,0,8,13,51,5,83,0,0,3,7,67,0,81,5,0,32,30,204,13,287,3,0,0,13,54,0,77,0,0,29,48,532,19,630,0,0,10,19,45,8,76,11,0,25,38,134,5,215,8,3,33,21,68,9,150,6,0,6,17,163,9,198,0,0,4,5,8,0,24,4,0,5,13,7,5,27,0,0,8,5,27,0,39,11,14,56,18,38,3,142,4,0,6,7,60,4,81,31,40,87,110,246,17,528,34,24,69,25,27,4,181,44,6,105,52,91,3,293,3,0,7,0,20,0,33,10,0,16,16,138,3,178,5,0,0,16,94,25,141,192,99,513,476,2065,129,3465,4,0,10,8,10,0,29,0,0,5,4,0,0,6,5,0,17,12,46,10,89,0,0,0,3,3,0,5,0,4,14,15,45,3,77,0,0,4,8,13,3,24,6,0,33,51,174,5,275,7,0,20,32
1015,0,6,3,7,40,3,64,0,0,0,0,24,0,24,0,0,0,8,113,4,128,0,0,0,12,40,0,52,0,0,6,9,275,14,306,0,0,3,4,31,3,35,0,5,16,4,111,3,142,3,3,7,8,61,6,88,0,0,8,13,77,6,97,0,0,7,0,3,0,11,3,0,4,6,9,0,18,0,0,3,5,18,0,21,4,3,33,10,31,3,82,0,0,0,4,46,3,54,14,5,68,72,184,3,351,15,11,64,14,27,8,136,36,9,53,35,118,16,266,0,0,11,0,18,4,35,9,0,8,4,104,3,126,3,3,7,3,64,17,94,91,42,300,229,1383,88,2139,0,0,6,7,11,4,34,0,0,0,0,0,0,0,0,0,5,4,27,0,35,0,0,6,0,7,0,16,0,0,8,15,22,0,45,0,0,5,0,3,0,15,0,0,10,31,144,8,194,0,4,11,21
1016,24,3,84,55,156,23,345,0,0,0,0,5,0,5,41,5,122,80,363,40,652,0,0,12,17,49,0,87,4,0,26,18,386,13,451,4,0,19,14,80,3,122,8,0,32,15,106,3,164,8,3,14,19,45,3,90,3,0,15,12,59,7,99,0,0,4,0,7,0,17,0,0,6,7,4,5,23,0,0,3,0,21,0,29,22,0,62,23,15,6,124,4,0,8,8,34,8,61,11,3,44,43,58,5,165,16,12,74,7,14,0,129,28,9,74,32,41,4,182,0,0,3,0,16,0,22,3,0,12,15,115,0,153,7,0,25,15,80,35,160,191,37,631,389,1671,158,3083,8,0,52,21,26,3,116,0,0,0,0,0,0,0,28,0,105,55,100,32,318,3,3,12,0,7,0,31,0,0,8,3,29,3,42,0,0,14,8,25,3,49,13,5,28,43,124,18,220,4,0,26,24
1017,0,0,3,5,37,7,48,0,0,0,5,8,0,12,0,0,6,0,111,6,131,0,0,3,0,26,0,34,0,0,6,7,198,3,220,0,0,0,0,31,0,35,0,0,10,11,94,7,128,0,0,7,7,26,0,44,0,0,0,7,72,4,82,0,0,0,0,4,0,5,0,0,0,3,10,0,13,0,0,3,0,6,0,13,0,5,18,7,13,0,38,0,0,0,5,25,4,39,4,3,11,23,116,3,158,7,0,31,10,33,5,86,13,10,46,36,76,9,183,0,0,0,0,9,0,9,0,0,3,8,64,0,79,0,0,3,0,48,15,68,32,20,164,132,1000,80,1428,0,0,4,3,14,0,27,0,0,0,0,0,0,0,0,0,9,11,12,0,32,0,0,0,0,8,0,8,0,0,6,8,19,4,34,0,0,0,0,4,0,6,0,0,12,24,107,12,156,4,0,3,18
1018,0,0,37,19,78,0,133,0,0,5,0,16,0,19,4,0,26,27,204,13,269,0,0,4,15,60,0,79,6,0,33,25,455,14,528,0,0,5,3,65,3,87,13,0,39,52,201,14,328,13,0,29,22,104,8,179,4,5,9,12,98,4,134,0,0,8,8,9,0,30,0,0,13,24,17,6,65,0,0,8,8,20,0,34,23,14,107,21,36,0,205,3,0,15,16,74,5,117,13,17,57,60,123,0,269,89,37,184,32,48,7,402,77,23,212,103,199,18,636,0,0,18,3,23,0,41,8,0,27,17,175,0,223,7,0,17,12,85,20,135,278,106,854,480,2100,109,3919,4,0,19,10,22,3,61,0,0,0,0,0,0,0,3,6,26,18,66,0,120,0,0,0,0,8,0,17,0,4,16,13,22,0,57,0,0,8,5,13,0,29,7,6,60,50,206,26,362,6,3,37,41
1019,0,0,0,0,6,0,14,3,4,8,36,229,4,279,8,0,3,11,86,5,110,0,0,7,20,59,0,97,0,4,7,13,133,5,162,3,0,0,0,24,0,30,3,5,11,17,54,0,92,7,0,9,10,55,0,79,0,0,10,7,62,3,89,0,0,0,0,3,0,11,0,0,6,3,7,0,15,0,0,0,0,14,0,20,8,0,17,6,18,3,51,4,0,3,0,22,0,28,12,6,22,30,88,5,167,6,7,28,6,9,0,58,11,3,37,18,26,4,96,0,0,4,0,18,0,28,0,0,7,0,65,7,77,0,0,6,7,40,8,58,61,26,191,189,1036,59,1560,0,0,0,0,0,0,4,0,6,4,0,4,0,14,0,0,4,4,12,0,15,0,0,0,0,8,0,9,0,0,4,4,11,3,24,0,0,4,7,9,0,21,8,3,17,11,74,3,114,0,0,15,17
1020,0,0,3,8,23,0,35,0,0,11,5,79,0,97,9,5,19,37,217,3,284,0,0,0,6,29,4,47,0,0,15,28,357,9,420,4,0,4,15,65,0,81,0,0,15,16,75,6,108,0,0,6,15,38,3,60,0,0,9,28,119,6,162,0,0,0,0,5,0,12,0,0,8,12,12,0,28,0,0,0,3,13,0,21,19,6,39,27,46,0,138,3,0,4,5,34,0,47,26,3,51,101,177,8,379,7,12,45,7,27,0,103,10,0,20,26,47,0,104,0,0,3,0,16,3,23,0,0,9,7,117,0,139,0,0,6,10,64,17,98,88,36,271,349,1559,77,2375,0,0,4,3,7,0,14,6,0,4,4,7,0,15,3,4,9,16,30,0,61,0,0,4,6,6,0,11,0,4,12,14,44,0,73,0,0,5,15,26,0,36,3,6,17,25,87,15,161,0,0,14,17
1021,0,0,3,3,30,5,43,5,0,0,24,123,0,154,11,6,32,51,267,9,374,4,3,10,19,74,4,117,6,0,34,62,728,16,850,7,5,18,22,63,5,111,9,0,23,26,129,3,193,5,0,8,17,80,4,117,5,5,15,25,167,9,222,6,0,9,7,21,0,39,11,3,27,12,19,0,67,6,0,7,7,31,0,58,39,10,78,33,54,3,223,3,5,15,13,79,0,110,16,6,31,67,81,8,207,65,12,99,23,43,3,252,34,10,100,58,118,3,330,0,0,11,14,20,3,49,8,4,29,14,185,5,246,7,0,17,19,119,15,176,242,67,570,512,2433,103,3919,0,0,3,12,12,0,29,0,0,7,0,9,0,15,7,0,21,18,61,0,110,0,0,4,3,6,0,20,7,3,18,24,87,4,140,0,0,6,13,25,0,45,0,5,29,56,154,15,266,11,0,16,21
1022,0,0,10,11,41,0,55,14,9,84,75,507,12,700,0,0,7,11,65,0,90,0,0,3,8,19,0,29,0,0,9,14,257,5,290,0,0,6,3,44,7,54,0,0,16,15,69,5,102,6,0,6,9,54,3,77,0,0,5,6,35,4,50,0,0,5,0,9,0,12,0,0,5,5,0,0,15,0,0,0,10,18,0,29,16,4,36,4,12,0,75,0,0,6,6,29,4,43,6,3,24,31,47,6,111,11,8,46,5,8,0,87,11,4,32,13,22,6,84,0,0,3,0,8,0,17,0,0,6,0,92,3,111,0,0,6,4,41,5,64,79,32,328,230,1369,62,2103,0,0,3,9,9,0,24,11,0,28,9,53,6,98,3,0,18,13,29,0,65,0,0,0,0,9,0,7,0,0,8,14,19,0,45,3,0,4,3,17,0,32,3,0,18,22,86,11,150,4,0,20,21
1023,0,0,4,3,20,0,32,14,9,37,62,523,18,661,0,0,0,3,65,0,72,3,3,12,30,104,6,145,0,0,9,12,121,5,146,3,0,0,5,62,0,76,6,0,8,3,40,3,65,0,0,0,8,20,4,43,0,0,0,6,36,0,48,0,0,0,0,3,0,6,5,0,3,0,5,0,9,0,0,5,0,15,5,26,0,4,9,3,16,0,35,0,0,3,3,60,0,72,9,4,9,11,34,0,65,7,5,28,0,10,0,46,5,0,15,10,13,0,51,0,0,0,0,10,0,13,0,0,3,0,88,0,99,0,0,3,9,48,9,80,53,28,156,192,1300,59,1780,0,0,5,3,11,0,20,3,0,26,22,92,8,147,0,0,3,5,22,5,40,0,0,6,10,13,0,33,0,0,0,7,24,0,41,0,0,4,5,13,0,28,3,5,9,16,79,3,114,0,0,13,9
1024,0,0,12,8,31,7,52,4,4,9,13,68,3,102,10,3,44,32,199,8,302,5,0,11,11,27,4,54,4,5,26,55,614,18,722,3,5,8,14,58,0,84,10,0,21,22,134,17,198,11,0,48,69,150,13,290,4,0,29,36,135,13,215,4,0,6,5,9,0,20,3,4,28,27,14,0,77,0,0,11,12,43,8,66,42,16,125,67,60,3,319,0,3,12,20,75,6,112,51,14,100,114,156,3,434,34,14,73,28,36,5,185,26,3,72,44,62,10,227,4,0,6,4,30,0,45,4,0,17,10,115,4,151,4,0,22,16,95,10,149,229,77,670,613,2100,120,3816,3,0,3,6,3,0,22,0,0,0,4,4,0,15,8,5,21,18,24,6,80,0,0,8,3,0,0,10,4,0,14,32,50,0,102,0,3,7,4,12,3,23,9,6,52,54,164,16,293,6,0,46,69
1025,24,8,79,67,291,29,492,162,81,608,612,4025,101,5591,311,75,1078,907,4715,135,7221,139,40,386,395,996,32,1991,172,72,1216,992,10412,273,13143,103,34,329,348,1680,49,2546,226,52,847,582,2311,127,4153,127,30,530,543,1655,117,2991,179,57,549,639,2670,157,4255,54,14,229,148,266,19,736,215,91,838,456,443,47,2096,55,19,224,210,554,34,1107,979,311,3449,1024,1126,110,6998,75,29,308,313,1271,63,2064,608,245,1646,1428,2361,133,6420,1354,296,2402,451,711,61,5281,1463,329,3064,1127,1958,186,8127,43,19,212,123,342,21,760,113,43,329,263,2742,60,3554,176,32,496,331,1818,391,3239,6589,1880,18822,10962,42358,2148,82752,5,4,87,58,98,20,279,41,26,173,122,305,27,688,139,53,570,400,814,80,2047,61,15,144,101,167,15,505,77,47,430,469,919,72,2026,55,24,193,179,346,22,819,227,70,1086,1001,2915,225,5533,112,32,666,657
1026,0,5,9,8,57,0,79,0,0,3,4,39,0,48,15,10,48,47,304,11,434,5,0,7,14,67,0,95,4,0,37,42,750,23,857,3,0,13,12,68,6,98,19,6,47,31,239,16,359,17,0,43,38,156,13,269,0,6,20,34,172,9,237,3,0,5,4,9,0,30,3,0,14,20,14,5,54,0,0,10,5,26,3,43,32,13,104,60,61,7,281,0,0,10,16,105,10,137,65,22,175,267,468,26,1015,46,24,79,23,53,0,228,73,14,179,83,162,14,525,0,0,8,4,29,0,45,6,0,17,19,213,4,258,4,5,21,17,122,29,197,302,91,862,758,3117,183,5309,3,0,11,5,18,6,45,0,0,0,0,0,0,0,8,0,29,16,71,10,126,0,0,7,5,5,0,13,0,4,18,20,74,3,122,0,3,3,13,16,0,39,12,5,77,76,254,31,458,16,8,49,55
