SUA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
1025,34,5,0,34,30,6,0,0,40,9,0,9,50,3,0,51,2522,326,86,14,2943,37,9,42,2990,180,4,3166,295,50,18,3,363,5,3,8,374,92,0,460,6,0,0,0,3,0,0,0,3,0,0,7,2817,373,103,18,3312,43,7,46,3359,266,3,3632,557,76,9,0,637,14,0,15,654,64,0,715,494,74,22,5,594,6,0,6,596,40,0,641,26,0,14,0,39,0,0,0,42,11,0,49,0,0,0,6,5,0,0,0,5,0,0,4,1072,152,46,8,1278,19,0,24,1299,113,0,1411,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,11,0,0,0,11,5,0,17,12,0,5,0,19,0,0,0,19,5,0,17,1085,156,45,8,1292,19,0,24,1317,119,0,1433,145,21,13,6,183,5,0,0,184,65,0,253,0,0,0,0,0,0,0,0,0,0,0,0,1232,182,56,15
1026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,93,14,0,0,111,0,0,0,113,9,0,124,15,0,0,0,17,0,0,0,16,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,101,18,3,0,129,3,0,3,131,18,0,145,16,0,0,0,20,0,0,0,20,3,0,20,9,7,0,0,9,0,0,0,9,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0,29,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0,29,7,0,34,3,0,0,0,3,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,16,0,3,153,0,0,0,155,0,0,157,14,3,0,0,15,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,142,20,0,3,171,0,0,0,175,7,0,177,25,5,0,0,30,0,0,0,30,0,0,29,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,44,0,0,0,44,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,44,0,0,0,44,0,0,42,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,25,9,0,187,3,0,3,189,9,0,200,12,9,0,0,17,5,0,5,23,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,163,34,9,0,202,5,0,5,208,21,4,230,29,4,0,0,27,6,0,6,33,0,0,32,29,3,0,0,33,0,0,0,33,0,0,38,0,3,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,7,5,0,66,6,0,6,66,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,5,0,66,6,0,6,70,4,0,76,11,0,0,0,17,0,0,0,17,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,69,10,5,0
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,6,0,69,0,0,0,69,3,0,74,13,0,0,0,13,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,75,5,6,0,79,0,0,0,79,6,0,83,5,0,0,0,9,0,0,0,9,0,0,9,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,28,0,0,0,28,0,0,28,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,39,0,0,0,39,4,0,48,7,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,16,0,0,47,0,0,0,47,4,0,55,6,0,0,0,10,0,0,0,10,4,0,11,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0
1031,686,124,0,814,741,190,108,13,1051,221,72,289,1343,217,0,1564,31806,6463,3202,445,41915,996,255,1249,43167,4158,45,47372,7013,1919,1147,216,10296,321,131,453,10752,5838,27,16621,32,14,9,54,113,3,0,3,118,18,108,247,38852,8398,4358,720,52325,1323,388,1710,54042,10017,187,64244,8556,1285,600,47,10482,227,67,297,10781,1265,15,12060,5438,1733,523,48,7738,141,32,182,7923,1030,6,8963,899,284,540,20,1736,25,6,32,1769,262,0,2028,52,13,21,88,179,6,0,13,185,45,14,247,14946,3311,1677,201,20137,405,109,517,20657,2603,38,23301,158,51,23,4,232,99,8,111,339,44,0,386,184,57,27,3,277,46,45,92,371,94,0,459,346,108,49,11,508,140,52,196,709,141,0,847,15294,3418,1731,207,20651,548,169,711,21365,2747,44,24152,3733,1195,698,126,5752,192,79,271,6026,4074,23,10127,15,8,6,41,64,0,0,0,64,11,93,170,19038,4622,2430,377
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,7,0,0,114,0,6,6,119,4,0,122,6,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,116,14,0,0,127,0,6,6,130,4,0,131,24,5,0,0,22,0,0,0,22,0,0,22,9,0,0,0,9,0,0,0,9,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,34,0,0,0,34,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,34,0,0,0,34,7,0,40,6,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,5
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,49,0,0,0,55,3,0,56,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,0,57,0,0,0,61,7,0,64,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,59,0,0,0,59,0,0,60,3,4,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,47,15,0,0,62,0,0,0,62,4,0,70,4,0,0,0,4,0,0,0,4,0,0,6,4,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,10,4,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
1035,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,265,30,9,0,297,0,0,0,296,14,0,311,22,3,0,0,30,6,0,7,37,41,0,78,0,0,0,0,0,0,0,0,0,0,0,0,284,33,9,0,326,8,0,7,328,57,3,391,37,3,0,0,44,3,0,3,45,0,0,44,37,4,0,0,43,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11,0,0,87,3,0,4,87,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,11,0,0,88,3,0,4,94,0,0,94,8,6,0,0,13,0,0,0,15,25,0,40,0,0,0,0,0,0,0,0,0,0,0,0,86,13,0,0
1036,25,5,0,24,24,0,4,0,27,4,4,4,33,7,0,40,1653,259,110,10,2040,20,9,28,2070,155,4,2227,255,64,21,0,340,6,7,18,360,130,0,488,0,0,0,0,6,0,0,0,6,0,4,4,1913,323,128,13,2387,34,19,46,2428,285,5,2721,332,33,27,3,398,4,0,6,408,43,0,448,313,76,18,3,404,3,0,3,408,50,0,462,52,7,13,0,69,0,0,0,71,5,0,81,0,0,0,3,8,0,0,0,8,0,0,11,695,119,54,10,884,10,0,16,899,97,0,996,0,0,0,0,6,4,0,4,4,0,0,4,7,0,0,0,5,0,0,0,5,0,0,10,8,3,0,0,13,4,0,4,11,0,0,16,711,120,54,10,892,15,0,20,910,97,0,1012,133,28,6,4,170,3,0,7,177,75,0,252,0,0,0,0,0,0,0,0,0,0,0,4,843,149,60,13
2000,27,4,0,28,30,5,0,0,34,4,0,3,38,4,0,45,2613,337,109,64,3116,29,8,39,3157,166,9,3328,287,46,17,8,357,3,3,8,374,128,6,504,5,0,0,0,3,0,0,0,3,0,11,11,2904,379,125,72,3484,29,19,46,3535,297,19,3847,399,49,6,3,454,3,0,3,458,32,0,488,374,78,10,8,473,0,0,0,469,33,0,503,32,3,8,0,48,0,0,0,48,3,0,48,0,0,0,8,12,0,0,0,12,5,0,19,811,131,28,19,988,4,0,4,991,69,0,1061,4,0,0,0,5,0,0,0,13,0,0,10,4,0,0,0,4,0,0,0,8,0,0,6,5,0,0,0,16,0,4,4,16,3,0,14,819,133,30,20,999,4,4,5,1006,71,0,1078,109,17,0,3,140,0,0,6,141,47,0,185,0,0,0,0,0,0,0,0,0,0,0,3,927,151,37,20
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,10,5,0,179,0,0,0,181,7,0,188,11,6,0,0,19,0,0,0,15,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,171,12,5,4,198,0,0,0,199,11,6,216,34,4,0,0,32,0,0,0,31,0,0,31,36,5,0,0,39,0,0,0,39,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,0,72,0,0,0,71,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,71,0,0,0,73,5,0,75,13,0,0,0,11,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,71,8,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,4,52,0,0,0,52,0,0,56,6,0,0,0,7,0,0,0,7,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,4,55,0,0,0,55,5,0,64,3,0,0,0,3,0,0,0,3,0,0,7,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
2003,3,0,0,3,6,0,0,0,6,0,0,4,9,0,0,9,549,59,14,0,627,9,0,11,635,31,0,664,74,3,3,0,87,0,0,0,87,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,626,65,16,7,713,9,0,11,718,37,0,762,77,15,5,0,94,0,0,0,94,3,0,97,91,13,0,0,102,0,4,4,102,6,0,112,10,0,0,0,10,0,0,0,10,0,0,10,3,0,0,6,3,0,0,0,3,0,0,3,176,29,9,6,205,0,4,4,214,12,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,29,9,6,211,0,4,4,213,12,0,226,23,0,0,0,26,0,0,0,26,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,200,30,9,6
2004,10,0,0,10,5,3,0,0,6,4,0,4,11,0,0,11,469,69,18,4,560,9,0,8,568,30,0,597,62,19,9,0,89,0,0,0,89,39,0,123,0,0,0,0,0,0,0,0,0,0,0,0,529,84,22,8,645,9,0,8,658,71,0,729,83,8,0,0,89,0,0,0,94,9,0,104,81,30,3,0,121,0,0,3,120,8,0,124,5,0,0,0,11,0,0,0,11,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,177,38,7,0,221,4,0,8,223,18,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,7,0,0,6,174,38,7,0,223,5,0,8,225,23,0,246,20,6,0,0,29,0,0,0,29,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,198,39,7,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,4,40,0,0,0,40,3,0,45,3,0,0,0,4,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,46,0,0,0,46,9,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,0,0,61,0,0,0,61,0,0,62,6,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,52,18,0,0,69,0,0,0,69,3,0,73,7,0,0,0,7,0,0,0,7,0,0,7,8,0,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,7,3,0,129,0,0,0,134,5,0,133,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,121,7,3,0,135,0,0,0,135,3,0,136,12,0,0,0,13,0,0,0,13,0,0,13,12,5,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0
2008,25,0,0,25,26,0,0,0,29,3,0,8,41,4,0,39,1665,251,44,9,1969,27,5,39,2001,129,6,2134,247,39,7,4,306,3,3,5,312,88,0,394,4,0,0,0,4,0,0,0,4,0,0,5,1909,293,50,14,2276,33,12,41,2315,212,4,2535,314,44,4,3,366,3,0,3,370,28,0,396,359,60,17,0,440,3,0,6,451,25,0,470,22,4,3,0,29,0,0,0,32,0,0,38,0,0,0,0,4,0,0,0,4,0,0,9,693,117,32,5,840,13,0,14,857,55,3,912,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,10,0,4,0,0,4,0,0,0,4,0,0,11,694,116,32,5,845,13,3,14,861,57,3,916,106,18,8,4,138,3,0,3,141,48,0,185,4,0,0,0,4,0,0,0,4,0,0,4,801,134,36,10
2009,4,0,0,4,6,0,0,0,5,0,0,0,4,0,0,4,218,25,8,3,264,5,0,9,268,16,0,283,25,7,3,0,33,0,0,0,35,4,0,41,0,0,0,0,0,0,0,0,0,0,4,4,248,38,7,3,297,5,0,8,301,18,6,323,37,8,0,0,48,0,0,0,50,5,0,53,35,3,0,0,41,0,0,0,41,0,0,42,0,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,75,13,4,0,97,0,0,0,98,8,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,13,4,0,97,0,0,0,98,8,0,102,3,0,0,0,3,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,81,13,4,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,0,3,74,0,0,0,74,0,0,73,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,64,9,0,3,81,0,0,0,81,0,0,79,9,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
2011,844,89,3,940,952,227,21,14,1216,176,63,236,1453,160,6,1617,37923,6008,924,414,45273,976,275,1253,46527,3067,87,49680,7278,1812,239,198,9525,307,126,431,9956,3246,19,13218,44,14,0,43,99,0,0,0,97,18,96,206,45242,7840,1164,651,54897,1283,403,1687,56584,6327,202,63109,9315,1331,191,52,10886,196,65,259,11149,956,5,12116,8181,1872,221,46,10319,152,68,219,10539,923,14,11467,492,91,122,5,708,12,8,19,722,96,0,821,68,23,0,138,225,3,0,7,237,30,19,289,18056,3312,534,241,22145,364,138,502,22647,2015,36,24696,181,68,8,9,264,67,16,81,343,39,0,377,231,81,3,5,313,45,31,70,385,79,0,465,405,144,14,11,577,108,45,148,727,116,0,845,18466,3448,548,250,22718,474,183,651,23376,2129,39,25537,4125,1115,160,123,5519,172,54,231,5750,2577,22,8342,24,11,0,35,66,0,0,4,72,9,67,152,22609,4578,712,413
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,22,7,4,200,0,0,0,200,12,0,210,17,7,0,3,34,0,0,0,34,10,0,44,0,0,0,0,0,0,0,0,0,0,0,0,190,27,5,4,233,0,0,0,233,23,0,261,28,0,0,0,28,0,0,0,28,0,0,25,22,0,0,0,24,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,51,0,0,0,55,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,51,0,0,0,56,0,0,51,12,4,0,0,13,0,0,0,13,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0
