SUA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
1000,37,6,9,9,29556,29618,538,41,13,18,22836,23450,14520,845,685,38,33968,50050,28784,2259,2903,126,19226,53303,35997,3485,7342,454,16917,64200,45285,4100,12588,1464,14326,77761,46618,3677,12508,3560,6994,73355,24688,1251,4721,4640,2060,37359,5512,198,677,3395,494,10281,201982,15860,41453,13707,146382,419389,24,7,4,11,27722,27767,926,83,16,11,20385,21421,18715,1411,1107,85,30070,51383,31889,2869,4009,382,16894,56041,38908,3827,9259,1195,13341,66528,47401,3810,13657,3974,9668,78512,42080,2421,11256,9000,3981,68746,18086,647,4014,13152,1191,37089,2645,98,722,10806,443,14721,200681,15174,44032,38616,123705,422206,57,17,7,22,57277,57384,1463,124,31,23,43225,44872,33234,2253,1785,125,64034,101435,60673,5127,6909,512,36122,109347,74908,7310,16602,1651,30260,130732,92692,7909,26245,5439,23992,156274,88704,6098,23772,12556,10976,142106,42771,1898,8732,17789,3255,74446,8161,296,1402,14205,934,25000,402658,31031,85486,52326,270083,841594
1001,5,0,0,0,3080,3086,54,8,0,0,2969,3029,1834,111,109,3,4386,6437,3207,266,393,13,1933,5815,3116,327,766,35,1363,5607,3348,299,885,101,873,5510,3315,211,765,249,396,4950,1785,74,284,303,121,2565,483,14,57,249,29,831,17137,1315,3258,967,15149,37822,3,0,4,5,2911,2921,108,17,5,0,2814,2941,2378,206,164,12,3889,6650,3419,413,560,50,1857,6309,3232,411,1048,127,1230,6047,3407,357,1339,296,688,6097,3050,246,1084,786,279,5449,1392,77,472,1207,112,3258,248,4,73,1042,39,1401,17239,1731,4742,3531,13829,41079,11,4,4,4,5993,6009,163,19,3,0,5780,5973,4214,309,270,18,8273,13092,6624,675,957,66,3796,12123,6342,744,1807,167,2593,11653,6755,660,2220,399,1564,11600,6372,462,1846,1038,676,10394,3173,151,759,1514,231,5823,731,16,134,1295,63,2228,34383,3050,8002,4502,28975,78903
1002,0,0,0,3,904,907,33,0,0,0,989,1025,470,24,20,0,1055,1567,714,54,70,3,442,1278,672,64,125,3,296,1163,746,74,212,19,270,1324,712,36,159,55,103,1069,462,22,61,89,46,683,143,4,9,64,3,226,3951,282,652,240,4107,9238,3,3,0,4,1110,1118,43,5,0,3,1039,1092,608,53,31,7,983,1687,723,68,90,17,453,1350,709,83,206,32,326,1356,781,85,258,76,237,1432,648,53,235,155,103,1188,398,17,107,283,50,859,67,0,22,280,5,378,3983,369,949,855,4303,10459,3,3,0,6,2016,2028,79,5,0,3,2026,2111,1075,75,53,7,2043,3251,1440,124,163,17,889,2626,1384,148,334,32,619,2521,1528,157,468,94,503,2760,1360,88,398,208,205,2253,866,41,169,376,95,1542,213,4,33,346,12,599,7937,647,1606,1092,8417,19697
1003,0,0,0,0,1271,1269,11,0,0,0,957,977,507,34,22,0,1421,1989,1299,92,131,10,986,2509,1510,137,348,14,764,2768,1760,162,483,50,631,3078,2123,117,551,126,272,3185,1285,32,206,227,75,1824,394,9,42,215,28,691,8897,565,1782,645,6403,18295,0,0,0,0,1140,1147,33,0,0,0,864,902,704,41,44,3,1475,2266,1430,124,206,13,949,2724,1663,194,496,58,717,3124,1854,189,729,133,510,3419,2025,114,745,417,216,3516,1001,35,278,760,59,2135,229,6,77,808,29,1146,8946,708,2569,2192,5966,20383,0,0,0,5,2412,2416,46,0,0,0,1825,1877,1210,76,72,4,2899,4253,2732,213,334,20,1933,5234,3177,329,844,68,1482,5897,3614,349,1209,188,1141,6499,4149,227,1293,541,485,6697,2285,65,485,986,139,3961,621,14,117,1021,56,1833,17839,1273,4348,2839,12372,38674
1004,0,0,0,0,446,447,8,0,0,0,324,329,160,17,0,0,528,699,343,33,43,0,316,739,479,68,137,7,341,1034,698,65,241,23,230,1255,1058,74,247,67,122,1570,599,30,101,105,29,855,160,3,18,69,10,258,3505,292,788,271,2331,7192,0,0,0,0,396,396,20,0,0,0,286,307,226,29,17,0,478,752,407,59,79,4,264,812,504,78,206,17,239,1041,817,96,304,82,196,1492,996,61,281,218,69,1615,452,25,120,327,20,942,74,0,27,296,10,404,3488,350,1033,944,1946,7762,0,0,0,0,840,837,19,0,0,0,611,641,380,43,18,0,1006,1452,748,97,125,4,577,1552,982,146,344,27,578,2069,1517,163,545,97,423,2748,2059,137,525,281,188,3186,1049,49,220,435,47,1797,230,5,41,369,10,664,6993,643,1830,1213,4277,14958
1005,3,0,0,0,1313,1323,41,4,0,0,1337,1382,745,52,37,3,1811,2653,1159,118,142,3,859,2277,1179,136,302,12,540,2171,1208,120,316,30,385,2062,1189,69,248,99,151,1751,684,24,108,135,43,999,195,3,19,101,16,335,6406,525,1174,386,6463,14952,0,0,0,0,1199,1199,55,3,0,0,1185,1248,859,85,58,3,1502,2510,1173,145,207,18,631,2175,1229,177,371,59,462,2301,1242,157,453,98,266,2210,1088,83,346,264,97,1879,495,25,151,427,56,1156,126,3,39,437,41,641,6273,680,1624,1308,5439,15324,3,0,0,0,2513,2520,99,12,0,0,2519,2631,1606,137,95,9,3314,5163,2329,263,350,24,1486,4447,2408,308,676,72,1007,4470,2450,276,767,129,649,4268,2282,150,593,363,246,3631,1180,50,257,565,107,2162,324,4,55,538,58,977,12679,1201,2793,1696,11904,30275
1006,0,0,0,0,1170,1169,22,0,0,0,877,897,725,15,19,0,1163,1929,1373,67,96,4,582,2117,1532,131,273,15,517,2465,1656,100,349,45,383,2536,1853,99,344,103,198,2593,1408,56,179,172,85,1893,395,4,25,175,27,634,8964,476,1285,514,5005,16248,0,0,0,0,1151,1151,36,0,0,0,822,865,944,37,41,0,967,1993,1439,84,187,7,515,2237,1647,160,444,52,462,2769,1706,144,564,122,323,2857,1885,104,616,392,232,3228,1092,29,306,723,118,2271,162,6,64,612,34,881,8913,561,2236,1911,4626,18242,0,0,0,0,2319,2322,62,0,0,0,1698,1763,1671,51,59,0,2132,3919,2806,152,288,9,1099,4355,3176,290,719,66,980,5232,3360,248,911,165,704,5395,3735,199,955,498,433,5825,2499,85,485,894,205,4162,554,13,89,790,69,1515,17879,1042,3521,2421,9635,34488
1007,0,0,0,0,519,519,5,0,0,0,467,475,210,22,17,0,802,1050,372,44,53,0,449,921,444,78,143,8,340,1015,634,65,207,23,316,1244,645,65,204,65,123,1101,338,15,84,71,32,542,102,8,9,77,8,205,2738,290,723,259,3059,7073,0,0,0,0,452,452,10,0,0,0,409,424,285,34,28,0,780,1128,405,71,73,7,400,962,457,70,154,19,298,993,671,78,284,81,210,1320,584,47,186,226,68,1112,300,20,91,301,19,735,53,5,24,298,6,388,2766,317,840,939,2658,7516,0,0,0,0,971,971,11,0,0,0,880,896,492,53,52,4,1583,2182,775,116,128,7,854,1883,901,144,299,27,639,2010,1304,146,491,104,525,2570,1229,104,390,296,194,2214,638,35,174,380,54,1272,156,9,34,376,12,590,5512,610,1565,1195,5714,14592
1008,0,0,0,0,208,208,3,0,0,0,216,221,81,3,7,0,886,983,269,18,43,0,508,843,294,37,88,0,258,688,312,29,118,8,210,675,322,26,155,15,98,620,124,0,55,38,22,237,23,0,8,16,4,50,1423,121,485,82,2415,4520,0,0,0,0,199,199,5,0,0,0,326,329,140,12,7,0,977,1134,340,19,69,0,440,870,303,34,100,5,255,695,313,29,174,25,173,705,251,11,215,61,71,604,87,0,59,84,12,241,16,4,15,84,0,121,1448,112,635,257,2450,4904,0,0,0,0,413,413,7,0,0,0,544,544,215,19,18,0,1870,2118,607,40,115,0,949,1711,604,73,192,5,509,1387,620,59,292,28,380,1375,574,41,374,74,166,1225,210,0,116,123,35,483,37,9,24,101,3,171,2874,231,1118,339,4865,9431
1009,0,0,0,0,483,488,4,0,0,0,313,316,144,11,13,0,354,513,363,34,48,0,200,649,555,64,133,6,249,1013,805,69,250,26,216,1361,1297,74,298,90,117,1876,832,33,154,142,42,1201,213,4,22,106,6,348,4218,284,915,373,1974,7767,0,0,0,0,420,418,10,0,0,0,242,254,186,17,14,0,321,539,429,62,61,4,239,793,605,72,181,22,206,1088,970,84,322,81,178,1630,1254,65,303,215,80,1910,678,29,136,353,39,1229,102,0,31,327,0,462,4235,326,1044,1004,1717,8322,0,0,0,0,896,905,15,0,0,0,556,574,331,22,25,0,671,1058,794,98,106,4,442,1443,1163,138,305,29,456,2098,1772,152,575,106,391,2996,2552,139,599,301,198,3785,1508,54,291,492,79,2429,316,4,53,431,7,811,8455,612,1957,1376,3695,16093
1010,11,4,0,7,10379,10394,154,13,4,0,9110,9285,4946,310,249,16,12959,18485,11171,889,1177,41,6456,19731,11921,1301,2646,125,5138,21128,12298,1180,3562,358,3601,20998,12127,904,3188,906,1566,18693,7741,391,1530,1529,573,11760,2094,62,251,1334,175,3916,62470,5048,12603,4330,49956,134395,10,6,0,3,9590,9608,306,27,7,8,8650,8999,6738,589,459,32,11552,19367,12187,1251,1847,108,5851,21243,12191,1592,3871,402,4446,22507,12686,1432,5184,1287,2744,23332,11540,938,4808,2969,1352,21603,5913,279,2220,4844,516,13778,1097,38,575,4698,196,6602,62671,6150,18970,14353,44905,147043,12,7,0,6,19965,20002,460,44,10,9,17764,18281,11689,895,705,46,24519,37850,23358,2134,3026,151,12309,40975,24117,2893,6513,537,9577,43634,24983,2616,8743,1646,6343,44328,23669,1840,7998,3874,2920,40301,13656,666,3753,6377,1087,25537,3193,96,827,6035,368,10520,125136,11197,31573,18676,94857,281435
1011,5,0,0,0,2140,2147,44,6,0,3,1692,1740,1150,80,60,4,2741,4035,2238,169,236,10,1523,4171,2404,253,562,30,1088,4331,2608,232,846,79,825,4588,2985,231,799,188,410,4612,1752,68,312,274,114,2516,525,12,52,281,24,896,13702,1052,2869,861,10551,29035,0,0,3,0,2087,2091,95,12,5,0,1544,1652,1504,135,112,13,2537,4306,2458,272,373,30,1456,4588,2499,340,811,130,998,4781,2739,342,1153,287,683,5203,2799,206,1070,640,291,5004,1353,52,456,1065,76,3002,270,9,92,980,26,1382,13711,1370,4081,3146,9711,32016,11,3,3,0,4232,4245,131,12,5,5,3233,3387,2655,215,173,17,5278,8340,4692,441,609,37,2979,8761,4898,596,1374,162,2085,9115,5343,578,1993,369,1508,9795,5782,436,1875,824,699,9620,3102,117,767,1336,188,5513,794,25,148,1259,50,2277,27410,2421,6950,4008,20256,61051
1012,0,0,0,0,1232,1234,24,0,0,0,1114,1140,1145,62,40,6,1951,3199,1453,110,126,0,716,2401,1210,91,274,21,544,2146,1232,117,304,30,368,2055,1070,67,237,100,161,1646,663,26,110,138,46,982,176,6,18,128,11,337,6979,477,1107,420,6147,15128,0,0,0,0,1094,1098,65,3,0,4,1184,1263,1411,104,70,0,1830,3419,1449,144,210,7,770,2582,1177,142,369,43,564,2298,1241,147,452,118,357,2318,996,89,337,317,125,1863,538,22,142,541,54,1293,85,7,34,439,9,572,6974,662,1608,1474,5983,16703,4,0,0,0,2320,2327,92,3,0,4,2295,2400,2563,160,106,10,3778,6620,2894,254,334,13,1486,4981,2388,240,649,63,1104,4442,2478,264,757,151,733,4373,2067,157,574,418,291,3507,1209,49,249,673,100,2274,263,10,53,560,21,909,13955,1142,2714,1891,12132,31834
1013,0,0,0,0,456,456,4,0,0,0,344,349,146,10,11,0,518,691,388,34,56,0,349,832,479,59,144,9,330,1022,747,93,265,30,277,1413,1271,100,369,91,172,2004,956,35,175,170,56,1393,260,11,48,188,15,524,4258,350,1060,491,2527,8684,0,0,0,0,452,456,11,0,0,0,327,343,216,30,32,0,528,802,436,58,88,4,303,885,519,90,208,27,284,1127,884,105,398,103,190,1679,1255,83,449,294,105,2188,780,23,192,550,29,1572,171,3,52,587,19,829,4278,391,1406,1566,2239,9875,0,0,0,0,909,915,14,0,0,0,671,690,367,41,42,0,1046,1493,823,92,143,4,660,1717,998,151,348,33,617,2149,1625,192,661,133,471,3089,2530,191,814,384,275,4185,1741,61,364,716,84,2963,433,12,94,772,38,1355,8530,740,2465,2053,4772,18557
1014,0,0,0,0,680,677,28,0,0,0,752,788,521,28,21,0,1170,1746,774,57,76,3,545,1456,713,79,192,13,438,1436,860,69,250,34,295,1508,771,64,213,62,153,1264,469,26,103,111,49,756,136,3,24,91,10,261,4268,323,894,313,4097,9895,0,0,0,0,608,613,28,3,0,0,605,635,619,44,44,6,934,1650,753,87,97,12,478,1432,748,98,260,27,333,1467,825,91,310,92,205,1527,721,69,291,262,124,1460,349,17,124,386,58,933,82,3,33,323,19,470,4116,417,1159,1117,3368,10178,4,0,0,0,1283,1294,55,3,0,0,1354,1414,1137,74,65,6,2109,3394,1526,143,174,16,1029,2882,1466,180,451,38,773,2907,1681,161,564,128,497,3036,1491,134,508,322,281,2721,819,40,230,498,108,1688,218,10,60,412,35,733,8385,744,2054,1429,7464,20071
1015,0,0,0,0,611,610,12,3,0,0,505,521,250,21,38,0,701,1012,427,40,64,7,404,939,478,59,154,12,312,1020,616,53,213,16,257,1160,677,76,202,57,118,1130,456,20,89,76,57,711,139,3,19,103,7,269,3060,286,781,265,2973,7370,0,0,0,0,478,478,30,6,0,0,516,550,327,52,29,3,724,1141,487,83,126,9,358,1061,501,76,239,21,317,1159,617,97,275,84,168,1243,624,56,254,197,81,1216,366,11,103,380,45,901,98,0,24,366,19,505,3053,390,1044,1060,2706,8256,0,4,0,0,1085,1089,40,8,0,3,1023,1069,582,79,67,10,1423,2156,916,130,195,7,756,2003,987,138,391,32,628,2176,1236,152,490,100,431,2406,1301,133,450,253,197,2342,823,33,195,456,107,1614,233,8,42,463,28,777,6112,674,1829,1327,5681,15625
1016,0,0,0,0,604,611,20,0,0,0,607,632,632,19,21,5,965,1646,881,47,54,0,393,1372,805,64,109,10,239,1230,815,62,128,22,138,1165,561,34,105,32,62,791,369,12,32,63,19,500,139,10,3,64,13,217,4228,253,446,195,3050,8167,0,0,0,0,573,579,50,3,0,0,520,574,732,34,40,13,844,1661,877,57,90,14,298,1327,766,84,153,31,200,1233,726,74,158,78,110,1137,537,27,125,150,55,899,293,7,36,276,7,630,54,0,6,317,3,385,4036,282,608,883,2614,8422,0,0,0,0,1180,1185,72,9,0,0,1128,1204,1368,52,58,14,1813,3312,1760,99,140,18,684,2701,1570,148,263,42,439,2467,1535,136,285,104,253,2305,1102,63,223,182,119,1694,666,23,69,342,30,1125,191,10,8,379,18,603,8260,538,1052,1077,5661,16593
1017,4,0,0,0,513,516,22,0,3,0,484,504,237,10,15,0,764,1022,350,64,49,3,427,891,351,60,121,3,350,885,450,68,195,26,247,983,552,54,170,52,116,948,323,18,60,86,33,516,83,0,14,50,3,154,2378,275,621,213,2929,6426,0,0,0,0,480,481,12,4,0,0,380,397,215,32,30,0,533,818,339,58,76,6,344,821,384,73,145,27,269,901,455,84,217,78,212,1042,513,50,169,160,99,985,256,11,79,250,14,617,39,3,19,235,11,305,2214,323,733,757,2339,6375,7,0,0,0,995,1002,37,9,3,0,861,906,460,48,42,0,1294,1841,686,119,124,5,768,1709,734,134,264,35,618,1783,907,149,404,102,461,2033,1064,107,339,213,213,1933,583,33,142,332,45,1139,126,3,34,286,15,460,4597,601,1357,973,5270,12802
1018,0,0,0,0,916,913,15,0,0,0,852,869,405,31,29,0,1266,1732,688,70,103,8,737,1601,676,107,225,12,706,1726,840,120,365,28,499,1854,823,86,310,91,242,1542,497,33,127,80,47,780,168,4,18,88,10,303,4111,448,1177,308,5274,11319,0,0,0,0,848,847,37,0,3,0,795,839,527,58,35,6,1186,1808,768,102,180,14,744,1804,719,133,351,44,627,1880,820,125,527,100,416,1991,762,86,461,205,203,1721,420,21,181,414,51,1088,96,4,42,402,26,563,4154,529,1783,1187,4897,12543,0,0,0,0,1764,1768,53,8,3,3,1646,1709,930,90,65,10,2448,3541,1453,168,276,22,1481,3398,1403,238,578,61,1331,3609,1657,241,897,129,924,3848,1581,177,769,296,441,3261,920,54,304,490,102,1862,267,6,60,489,40,862,8266,976,2953,1496,10173,23865
1019,0,8,0,0,331,343,7,0,0,0,346,354,231,16,8,0,531,787,275,36,45,4,305,662,338,45,104,10,246,735,439,56,140,24,190,855,467,46,159,46,98,821,286,22,71,67,52,491,70,0,10,54,3,137,2116,224,537,199,2102,5185,0,0,0,0,301,301,15,0,0,0,254,272,241,17,15,0,401,678,286,50,49,0,234,614,360,42,136,22,185,745,445,46,188,61,151,892,430,35,200,135,46,844,219,15,104,232,39,606,43,0,17,184,13,258,2042,206,704,638,1620,5213,0,8,0,0,633,639,28,0,0,0,596,627,472,36,22,0,924,1468,561,83,92,5,543,1276,698,93,234,29,432,1486,887,97,332,84,343,1748,897,79,355,182,149,1664,502,37,176,301,86,1100,111,3,25,239,14,388,4158,431,1242,840,3724,10392
1020,0,0,0,0,497,504,9,0,0,0,420,427,248,18,18,0,477,758,525,33,63,5,259,878,628,49,109,4,227,1023,651,56,137,20,115,980,612,37,130,36,47,865,319,9,55,47,15,451,46,0,0,25,0,72,3034,198,517,140,2072,5951,0,0,0,0,444,443,18,0,0,0,355,373,340,26,25,0,417,814,602,59,78,3,222,963,652,52,148,16,128,1001,670,38,147,48,64,962,555,26,134,122,18,859,210,4,56,144,6,416,26,0,7,54,4,86,3074,212,588,390,1656,5920,0,0,0,0,949,950,27,0,0,0,774,803,589,41,42,0,898,1573,1127,90,134,8,484,1844,1278,102,261,28,360,2020,1316,91,287,64,179,1939,1166,65,267,158,72,1724,533,18,107,191,20,863,74,0,7,81,0,166,6102,406,1108,523,3729,11876
1021,0,0,0,0,754,757,29,0,0,0,817,845,465,24,24,3,981,1495,807,63,98,6,472,1446,915,88,196,14,371,1585,1013,87,262,44,265,1678,1131,72,261,87,132,1687,862,30,120,123,42,1180,269,6,27,142,15,455,5490,381,988,418,3852,11126,0,0,0,0,746,750,39,0,0,0,712,754,658,44,38,0,843,1585,827,81,122,4,418,1455,908,108,295,31,264,1610,1105,108,380,92,183,1871,1119,66,318,230,109,1839,692,26,173,478,48,1414,141,9,45,469,21,683,5491,447,1363,1311,3349,11958,0,6,0,0,1502,1503,65,5,0,0,1529,1600,1129,62,57,6,1825,3079,1634,144,219,10,890,2902,1821,200,488,47,638,3191,2119,197,641,138,450,3547,2252,140,579,317,238,3521,1550,59,288,608,91,2595,405,20,71,610,39,1138,10976,828,2354,1728,7201,23078
1022,0,0,0,0,376,376,11,0,0,0,323,333,274,14,16,6,551,859,432,35,40,0,279,786,393,43,105,3,171,713,423,30,90,7,125,667,368,24,75,31,58,554,242,4,31,54,23,357,65,0,7,42,10,127,2211,153,363,135,1911,4777,0,0,0,0,331,328,20,5,0,0,291,308,359,27,28,0,516,929,426,62,59,7,226,775,426,39,123,5,162,752,414,38,131,45,74,705,325,27,119,114,26,615,196,13,51,187,20,462,32,8,11,170,13,233,2203,215,519,526,1656,5114,0,0,0,0,707,710,33,5,0,0,612,642,635,41,43,0,1065,1786,853,91,102,4,504,1560,823,85,226,11,328,1469,837,66,222,52,199,1379,697,47,197,144,84,1167,433,21,84,238,40,822,96,7,21,207,25,353,4412,365,884,660,3567,9889
1023,0,0,0,0,422,422,13,0,0,0,360,367,246,23,16,0,667,952,403,58,67,0,319,843,394,46,111,7,217,779,386,48,122,10,155,726,329,30,79,29,39,506,156,6,35,33,15,243,23,0,3,21,5,60,1946,209,440,98,2205,4897,0,0,0,0,354,354,13,7,0,0,309,327,303,34,17,0,546,906,384,54,61,8,243,756,388,50,124,21,172,753,373,52,132,61,71,682,281,27,96,95,24,516,111,6,32,114,9,271,17,4,3,96,0,122,1864,224,472,390,1723,4681,0,0,0,0,770,770,21,7,0,0,662,696,549,58,32,0,1216,1860,789,109,131,9,566,1603,777,95,234,23,391,1528,756,98,256,67,232,1404,613,57,177,119,65,1026,262,14,72,144,23,517,37,4,9,114,10,179,3811,435,910,492,3931,9573
1024,0,0,0,0,798,801,12,0,0,3,536,557,274,18,10,0,735,1040,632,53,73,3,381,1141,894,82,230,16,384,1608,1336,96,356,36,292,2116,1708,93,373,98,137,2417,1226,45,175,181,45,1668,278,0,18,135,5,434,6372,397,1229,477,3318,11779,0,0,0,0,670,669,29,0,0,0,508,537,365,21,21,0,624,1032,752,71,129,12,348,1310,999,108,321,44,299,1778,1456,119,474,117,218,2380,1735,84,452,296,106,2671,946,33,217,535,45,1774,136,0,58,475,3,671,6417,432,1672,1470,2823,12823,3,0,0,0,1467,1471,42,0,0,3,1040,1097,639,42,26,0,1364,2069,1384,123,205,12,729,2450,1894,191,550,59,686,3381,2790,212,833,151,508,4501,3447,182,821,399,244,5085,2176,75,390,710,89,3440,412,3,79,602,11,1104,12789,827,2904,1944,6141,24604
1025,12,3,3,4,15173,15194,316,14,7,13,16741,17084,9200,546,510,21,24385,34662,17549,1350,1993,83,10716,31694,17169,1781,3839,205,7694,30679,17262,1416,4718,572,5145,29120,16689,958,3970,1183,2092,24889,9380,368,1560,1789,618,13719,2436,62,270,1575,134,4479,90020,6492,16876,5436,82696,201522,12,4,0,0,14572,14590,520,49,17,6,16134,16721,12062,893,810,60,21364,35189,18352,1908,2879,197,9416,32754,17764,2050,5288,555,6304,31953,17557,1672,6703,1723,3597,31249,15303,920,5466,3970,1501,27151,7242,280,2234,5978,538,16285,1317,46,495,5856,241,7958,90113,7824,23894,18350,73668,213849,29,4,0,4,29745,29785,832,61,27,22,32870,33805,21259,1441,1320,81,45750,69849,35904,3259,4874,275,20131,64445,34932,3827,9126,759,13995,62634,34816,3087,11425,2297,8749,60368,31990,1876,9435,5146,3591,52045,16621,656,3799,7769,1159,30001,3755,111,762,7431,377,12437,180140,14312,40765,23786,156361,415368
1026,4,0,0,0,1181,1180,29,0,5,0,1181,1214,742,65,33,0,1877,2721,1162,106,133,10,861,2277,1138,123,318,8,609,2195,1267,101,409,47,451,2271,1304,94,352,105,203,2055,820,45,176,148,54,1242,224,8,36,148,11,426,6694,547,1456,457,6426,15583,0,0,0,0,1071,1075,39,6,0,0,1039,1082,875,96,60,12,1438,2481,1186,126,202,18,718,2245,1133,163,428,51,499,2270,1279,129,545,132,285,2370,1245,82,442,353,136,2256,614,38,184,455,48,1346,116,6,57,439,16,628,6487,640,1922,1454,5247,15753,0,0,5,0,2247,2257,73,6,5,0,2220,2296,1614,165,89,12,3320,5201,2351,229,336,27,1580,4520,2268,282,752,58,1103,4469,2548,228,955,172,741,4643,2548,176,787,460,341,4314,1431,84,365,603,99,2581,340,12,93,581,31,1054,13186,1186,3373,1911,11674,31332
1027,0,0,0,0,1335,1337,37,4,0,0,1116,1167,946,55,47,4,1651,2702,1445,79,146,7,815,2495,1402,104,251,19,622,2396,1221,109,386,46,379,2127,1249,67,266,92,198,1873,750,36,116,130,60,1087,199,3,30,149,21,401,7257,455,1239,440,6195,15589,3,0,0,0,1229,1228,69,0,4,0,1117,1189,1169,90,62,6,1703,3026,1565,158,194,8,851,2790,1353,150,435,27,538,2500,1300,123,519,120,308,2373,1179,93,440,308,145,2164,557,34,169,512,61,1334,102,5,39,476,17,635,7304,653,1868,1465,5961,17251,4,0,0,5,2562,2567,109,9,4,0,2233,2354,2124,143,109,6,3349,5732,3015,238,337,22,1668,5281,2753,255,682,48,1159,4902,2520,226,905,169,687,4500,2431,163,705,392,341,4040,1307,71,284,643,120,2424,305,10,66,625,37,1045,14556,1111,3108,1904,12160,32841
