SUA_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
3011,3,114,0,121,2294,191,2606,115,64,0,177,2155,276,2609,1545,156,49,1742,3192,719,5652,2683,128,81,2888,2094,728,5709,1343,200,46,1588,3276,682,5551,226,415,7,653,4080,613,5346,31,395,6,424,2844,311,3580,3,75,0,74,1479,187,1741,0,0,0,3,492,98,588,5943,1558,178,7681,21910,3795,33386,12,219,0,232,2076,176,2489,285,148,18,447,1854,267,2572,2514,248,136,2900,2426,557,5883,3342,178,214,3733,1629,427,5786,1293,455,67,1815,3314,402,5527,113,1069,11,1189,3603,331,5124,11,640,0,648,2666,235,3549,10,107,0,120,1778,208,2101,0,10,0,10,799,154,961,7576,3069,449,11096,20136,2761,33997,18,334,0,354,4371,365,5093,395,208,20,629,4014,545,5179,4062,405,184,4650,5614,1275,11535,6021,309,291,6619,3720,1152,11493,2634,657,109,3410,6590,1084,11083,338,1490,18,1842,7685,938,10470,40,1032,3,1074,5507,538,7125,15,178,0,194,3252,391,3843,0,13,0,9
3012,4,32,0,32,728,93,854,53,26,4,83,554,150,788,355,38,18,415,720,353,1486,569,33,25,630,523,314,1467,346,57,9,415,1008,185,1612,74,135,8,217,1558,149,1920,12,135,0,152,1788,115,2054,4,27,0,27,1020,89,1141,0,0,0,0,283,32,316,1426,478,58,1967,8190,1487,11643,8,69,0,77,589,54,726,118,42,4,163,426,44,633,559,53,58,673,466,86,1232,780,56,47,882,407,88,1385,332,153,17,498,1092,82,1674,31,302,7,335,1607,107,2053,8,198,0,207,1795,122,2126,0,24,0,28,1085,109,1224,0,0,0,0,440,62,509,1840,894,141,2873,7917,760,11558,12,96,0,108,1324,146,1576,167,69,8,251,978,195,1423,917,88,76,1086,1193,441,2716,1351,83,73,1514,931,408,2847,680,207,28,916,2097,272,3279,102,439,13,551,3164,254,3975,20,339,0,358,3585,238,4181,6,54,0,57,2107,197,2369,0,0,0,0
3013,5,45,0,45,499,83,632,46,29,0,69,499,93,659,424,47,12,482,922,207,1611,555,30,22,610,521,169,1302,246,47,6,304,691,140,1137,62,64,5,133,789,117,1032,5,45,0,48,377,51,485,0,12,0,13,201,29,243,0,0,0,0,40,6,50,1341,322,52,1715,4541,900,7156,9,46,0,57,424,60,538,115,39,11,159,432,69,660,627,74,54,755,752,158,1672,664,60,35,755,440,129,1321,229,115,15,363,614,108,1083,25,155,5,187,582,78,842,3,61,0,67,317,40,425,0,15,0,15,170,34,224,0,0,0,0,44,14,65,1673,570,118,2359,3785,685,6831,14,86,5,106,928,145,1170,155,68,8,235,929,163,1320,1052,123,62,1237,1678,366,3284,1215,97,59,1365,960,296,2625,480,163,21,663,1312,248,2222,85,224,8,317,1365,193,1878,10,106,0,116,697,90,907,0,32,0,29,378,59,465,0,0,0,0
3014,17,124,0,149,2362,222,2729,143,90,5,234,2049,334,2622,1570,159,62,1794,3010,818,5623,2368,120,91,2579,1881,790,5248,1137,160,48,1348,2743,576,4667,201,411,8,623,3499,401,4517,36,405,0,437,2703,233,3378,5,81,0,85,1532,159,1772,3,7,0,7,540,105,654,5479,1550,223,7253,20316,3642,31206,32,232,0,273,2058,191,2515,326,177,18,527,1832,207,2570,2406,263,190,2858,2309,368,5536,2946,189,182,3314,1440,340,5091,1117,483,71,1672,2833,280,4784,88,1009,11,1105,3315,228,4651,22,597,0,627,2579,190,3401,4,90,0,96,1955,209,2257,3,7,0,11,843,177,1033,6949,3052,472,10479,19172,2185,31837,54,354,5,411,4418,412,5248,473,266,24,766,3883,546,5190,3982,420,251,4654,5316,1184,11158,5309,308,271,5890,3325,1129,10341,2252,646,124,3019,5576,856,9457,286,1425,19,1724,6813,631,9174,59,1005,0,1062,5287,430,6774,11,164,0,176,3484,367,4028,4,14,0,18
3015,19,419,4,441,10289,621,11351,248,237,4,487,8139,615,9242,4854,400,112,5366,12736,1467,19559,12299,377,264,12951,7635,1522,22098,8522,548,188,9258,13892,1571,24729,1548,1463,26,3038,19565,1251,23858,242,2083,8,2326,18880,1141,22345,47,476,0,523,11726,836,13089,3,16,0,24,3630,519,4165,27783,6019,617,34423,106480,9537,150441,34,729,4,770,9665,583,11017,553,480,28,1063,7897,581,9539,7806,755,311,8871,11165,1325,21357,15816,586,636,17047,6401,1292,24733,8737,1315,296,10344,15696,1261,27306,692,4022,29,4747,21559,1230,27537,124,3662,19,3809,19722,1129,24665,40,562,5,612,12829,1090,14530,5,23,0,29,5074,956,6065,33816,12146,1332,47295,110013,9447,166753,55,1154,7,1211,19952,1206,22369,799,716,35,1544,16036,1198,18780,12656,1158,426,14237,23897,2789,40917,28125,965,905,29992,14034,2811,46836,17257,1867,488,19612,29592,2831,52035,2245,5482,57,7786,41128,2485,51398,365,5743,31,6144,38601,2269,47013,92,1037,7,1137,24560,1927,27618,9,45,0,55
3016,29,227,4,264,4347,276,4880,225,142,5,368,3826,282,4484,2583,230,85,2899,5646,600,9149,4347,166,166,4677,3065,456,8205,2340,251,67,2662,4854,471,7987,388,570,14,981,6106,389,7470,54,760,0,821,5351,339,6507,10,169,4,188,3483,253,3918,3,10,0,8,1165,127,1298,9988,2527,349,12866,37844,3195,53907,40,396,4,446,4037,224,4706,432,282,25,741,3558,285,4580,3961,415,262,4631,4620,478,9732,5359,279,355,5997,2570,416,8974,2338,667,124,3131,5381,330,8841,195,1571,18,1781,6334,365,8488,47,1297,5,1360,5911,348,7619,24,221,0,253,4325,362,4943,4,15,0,18,1990,252,2261,12409,5147,792,18350,38725,3057,60134,70,625,9,707,8385,498,9586,657,429,26,1109,7383,570,9068,6544,642,348,7531,10267,1080,18880,9708,446,515,10673,5635,866,17178,4680,923,196,5795,10239,800,16826,586,2140,33,2762,12440,755,15961,103,2061,11,2177,11262,690,14126,39,395,6,433,7810,616,8861,6,20,0,32
3017,28,280,6,318,5188,525,6027,293,198,10,497,5949,1233,7683,3175,343,123,3642,8093,1754,13490,5292,258,248,5803,4254,1377,11439,2991,399,109,3498,6550,1111,11162,529,858,17,1409,7646,781,9836,75,780,0,858,5808,465,7135,12,190,0,201,2975,252,3436,3,10,0,12,777,105,894,12397,3323,518,16240,47237,7622,71089,54,484,6,543,5202,437,6178,580,414,35,1036,5256,556,6848,4844,558,296,5691,6254,1114,13068,6810,448,418,7684,3584,894,12157,2887,928,158,3976,6960,744,11683,243,1987,26,2251,7445,532,10233,49,1350,9,1402,5629,382,7407,14,239,0,256,3511,293,4059,5,11,0,16,1384,218,1611,15482,6426,946,22856,45216,5180,73250,88,763,11,856,10389,959,12203,873,611,41,1531,11208,1795,14528,8018,909,415,9338,14347,2873,26559,12107,712,667,13487,7836,2270,23596,5877,1331,267,7476,13515,1858,22846,771,2847,43,3662,15084,1320,20069,128,2130,8,2268,11432,847,14540,25,434,0,450,6488,555,7493,3,18,0,27
3018,4,19,0,18,430,37,490,32,16,0,53,360,38,452,276,27,9,314,469,78,858,306,26,14,341,274,43,660,198,42,4,243,500,65,802,50,72,3,123,763,71,959,9,64,0,78,844,57,975,0,17,0,20,549,62,631,0,0,0,0,147,29,176,876,283,34,1195,4331,473,6005,3,41,0,50,365,27,441,88,22,6,110,266,30,405,407,35,32,476,340,58,872,448,20,24,495,226,53,774,219,98,17,332,562,70,959,29,182,4,210,814,67,1088,7,105,0,115,867,77,1050,0,31,0,31,631,68,733,0,0,0,0,249,42,294,1205,530,81,1810,4325,494,6633,12,60,0,68,796,65,931,119,39,10,162,627,67,854,686,60,40,792,809,135,1729,754,41,39,835,503,99,1436,417,134,20,572,1064,137,1765,76,247,5,329,1578,135,2051,18,168,0,188,1708,127,2027,6,47,0,54,1181,129,1366,0,4,0,4
3019,0,41,0,40,613,51,709,28,23,0,47,381,37,470,319,24,12,357,576,134,1070,585,25,27,629,388,152,1176,366,43,8,418,724,160,1304,71,107,0,179,1074,165,1419,5,114,0,124,957,59,1144,0,32,0,32,557,37,620,0,0,0,0,165,15,178,1376,408,54,1830,5444,812,8086,3,57,0,58,496,26,576,48,31,5,91,362,38,491,488,31,36,559,479,91,1116,785,40,52,873,304,60,1242,369,97,18,482,791,65,1342,22,263,3,293,1128,86,1508,9,211,0,216,896,43,1151,0,35,0,40,604,50,689,0,0,0,0,266,27,298,1723,774,117,2608,5324,490,8423,4,89,0,97,1111,77,1289,79,58,4,137,749,77,965,809,55,47,914,1052,219,2190,1365,65,78,1503,695,215,2410,735,144,27,902,1511,229,2646,88,374,7,470,2203,252,2926,15,324,4,344,1849,106,2302,5,68,0,69,1158,82,1310,0,0,0,0
4000,39,366,8,411,6328,788,7530,254,253,7,519,5392,553,6467,4119,393,145,4658,7706,1378,13743,7480,323,293,8095,5010,1481,14586,4537,600,125,5267,10934,1633,17834,852,1740,20,2616,17527,1725,21863,169,1912,14,2094,16866,1494,20453,29,339,0,371,8740,926,10035,4,9,0,19,2461,336,2817,17489,5943,612,24042,80970,10326,115330,71,625,12,705,5409,676,6794,556,425,39,1020,4148,371,5540,5992,635,394,7019,5410,991,13424,8898,514,601,10016,3675,939,14628,3933,1446,179,5561,10871,1198,17628,336,4006,32,4381,15308,1294,20978,88,2831,14,2940,14478,1270,18687,30,387,5,418,8653,859,9928,4,22,0,25,3458,504,3995,19917,10898,1271,32090,71403,8114,111605,112,997,11,1124,11730,1469,14322,813,680,43,1539,9542,918,12004,10114,1029,533,11679,13120,2370,27167,16378,834,894,18109,8682,2422,29212,8468,2051,307,10825,21802,2834,35468,1189,5746,55,6991,32837,3021,42841,266,4739,30,5036,31343,2766,39144,57,728,3,791,17392,1781,19968,12,39,0,46
4001,117,1605,14,1733,36172,1692,39600,824,1342,26,2193,41695,2142,46030,19346,2162,465,21974,68871,4961,95811,46211,1557,1295,49068,36556,4288,89907,27770,1932,749,30450,50646,3674,84773,5071,6101,119,11293,65162,3110,79557,860,10574,41,11480,50835,2524,64840,163,2702,9,2872,31509,1821,36205,9,147,0,156,12401,1044,13606,100379,28125,2715,131220,393849,25266,550334,180,2660,17,2863,33079,1531,37476,1949,2436,106,4497,37713,1782,43992,30690,3667,1416,35772,56448,4068,96288,55985,2563,2736,61284,28040,3331,92653,25869,4794,1040,31698,52728,2890,87317,2339,16180,184,18709,64152,2657,85517,626,17310,87,18026,52833,2670,73529,156,3031,22,3205,38662,2521,44388,23,169,0,193,20328,1889,22406,117814,52813,5613,176245,383977,23340,583562,301,4263,27,4598,69251,3228,77073,2777,3779,132,6688,79402,3928,90022,50034,5827,1883,57744,125318,9028,192093,102197,4119,4030,110354,64591,7620,182556,53642,6727,1789,62151,103374,6570,172090,7409,22280,304,29995,129315,5765,165080,1486,27882,133,29503,103670,5192,138364,313,5739,30,6079,70170,4345,80593,35,313,5,352
4002,4,45,0,51,830,54,940,35,30,0,72,674,59,805,545,56,24,622,1005,122,1751,814,37,44,896,597,89,1583,483,55,13,561,1109,97,1762,77,172,0,257,1511,81,1838,20,184,0,206,1320,97,1621,3,38,0,42,774,67,887,0,0,0,0,280,29,310,1994,620,80,2700,8103,699,11494,13,78,0,89,790,51,928,82,76,0,158,592,51,798,832,81,67,978,771,94,1844,1027,57,64,1148,505,99,1760,444,138,18,610,1237,89,1936,36,412,3,453,1454,85,1996,16,250,3,265,1360,93,1727,5,45,0,46,949,112,1101,0,0,0,0,423,85,512,2451,1137,155,3744,8079,768,12595,19,118,0,141,1618,112,1868,115,103,5,222,1268,106,1600,1381,130,87,1599,1769,215,3586,1848,98,106,2049,1102,191,3341,932,201,27,1167,2352,191,3699,112,588,3,710,2970,166,3837,35,433,5,471,2682,192,3342,5,80,0,86,1721,177,1988,0,5,0,5
4003,3,20,0,25,459,44,527,26,15,4,47,429,68,540,328,37,12,376,583,244,1203,404,27,9,443,432,222,1104,246,34,9,285,669,147,1101,51,104,0,149,880,102,1133,10,81,0,92,863,70,1029,0,24,0,24,621,51,702,0,0,0,0,195,19,219,1064,341,33,1442,5142,965,7550,0,40,0,42,401,46,490,70,44,3,118,365,34,517,496,46,26,573,477,62,1110,519,33,27,577,308,60,941,228,91,9,336,687,70,1085,19,225,0,252,954,56,1258,8,138,0,147,898,67,1108,0,38,0,38,670,68,775,0,0,0,0,315,32,348,1336,654,79,2067,5066,491,7628,4,58,0,63,854,89,1012,94,64,11,164,798,95,1056,827,80,44,944,1061,308,2315,923,55,38,1014,741,284,2040,469,126,23,615,1356,214,2191,70,329,0,396,1829,157,2389,19,226,0,238,1760,128,2132,0,59,0,61,1295,119,1475,0,3,0,3
4004,6,10,0,19,349,50,413,24,13,0,33,280,97,408,240,30,11,281,533,333,1154,284,13,14,309,311,246,866,154,30,9,194,470,139,801,29,94,0,124,695,90,911,13,51,0,62,544,64,669,0,14,0,14,337,30,381,0,3,0,3,75,8,92,749,260,33,1041,3588,1069,5703,3,29,0,32,277,41,349,59,29,3,84,233,24,339,341,50,19,414,452,68,934,373,25,32,429,270,67,766,150,94,8,250,514,79,836,19,177,0,197,604,64,863,4,93,0,102,504,48,651,0,22,0,22,330,36,392,0,0,0,0,140,14,158,947,510,71,1527,3334,428,5294,7,44,0,52,629,90,764,83,37,3,123,511,120,752,584,81,33,696,988,400,2087,656,36,44,734,583,314,1628,301,123,19,441,988,214,1645,44,267,0,320,1294,160,1772,20,146,0,165,1051,109,1324,0,35,0,35,669,70,771,0,3,0,3
4005,0,24,0,29,412,43,482,13,17,0,34,342,43,419,280,36,9,319,566,99,983,486,12,17,518,332,125,969,296,30,8,330,597,138,1059,44,95,0,137,835,97,1074,12,92,0,104,732,66,904,4,26,0,26,433,43,495,0,0,0,0,153,24,178,1131,329,29,1492,4401,665,6558,0,37,0,38,384,44,465,54,39,0,90,306,31,429,442,43,26,504,427,53,986,583,27,38,648,265,67,980,253,89,13,352,623,56,1035,20,203,6,234,801,61,1094,3,153,0,156,740,55,952,3,9,0,17,467,49,531,0,5,0,5,230,31,265,1350,613,85,2048,4231,446,6723,3,63,0,68,792,86,945,71,55,0,125,649,76,846,717,73,32,823,989,153,1967,1071,37,57,1166,597,187,1949,545,116,16,683,1215,196,2095,66,302,9,375,1638,159,2170,9,251,0,267,1466,118,1851,5,33,0,40,893,91,1022,0,5,0,5
4006,4,22,4,24,367,35,426,21,12,0,30,374,29,438,203,27,3,233,515,58,808,304,19,16,337,277,58,669,188,36,9,234,589,47,871,38,88,3,118,762,51,930,8,77,0,81,638,39,761,0,15,0,14,458,29,503,0,0,0,0,158,21,178,768,279,29,1080,4139,374,5589,3,44,0,45,345,28,418,46,41,5,84,315,23,432,341,35,22,391,350,61,807,391,36,30,454,223,42,717,166,89,12,262,590,55,912,26,187,0,216,671,40,919,7,91,0,94,727,42,868,0,27,0,29,535,45,601,0,0,0,0,246,12,259,978,539,61,1580,4005,351,5939,8,62,4,70,715,60,847,65,53,5,118,698,58,875,550,63,22,632,867,122,1616,693,58,44,789,504,94,1387,353,122,18,496,1183,102,1778,57,269,3,337,1433,88,1849,15,162,0,176,1362,88,1627,0,42,0,39,992,73,1106,0,0,0,0
4007,3,28,0,37,487,39,561,22,18,0,41,344,15,407,255,29,14,291,513,40,846,527,20,26,567,426,46,1038,402,45,10,455,811,63,1332,86,153,3,247,1576,95,1921,20,280,0,302,2520,112,2928,7,68,0,70,1956,104,2125,0,0,0,0,587,53,637,1310,646,58,2007,9215,567,11794,3,40,0,47,473,24,543,37,24,3,71,302,21,392,392,33,35,463,396,40,893,684,36,59,773,329,50,1152,384,101,20,508,859,56,1412,31,400,7,435,1811,80,2325,18,476,0,491,2891,134,3522,3,62,0,68,1996,119,2188,3,0,0,4,812,86,902,1553,1176,129,2860,9867,608,13328,9,73,0,82,963,64,1100,59,43,3,107,648,39,796,645,61,48,751,906,77,1744,1206,56,80,1342,753,94,2186,781,145,34,958,1665,120,2743,123,554,13,687,3391,176,4250,34,760,3,799,5411,248,6451,10,130,0,140,3946,225,4318,3,4,0,6
4008,4,28,0,34,568,32,636,30,19,0,49,523,64,637,409,29,19,453,814,102,1374,547,20,20,584,490,85,1164,306,61,10,376,991,128,1492,60,134,5,194,1236,92,1529,8,84,0,87,907,52,1052,7,11,0,15,535,50,601,0,0,0,0,170,22,195,1362,390,56,1805,6233,635,8669,6,59,0,67,465,46,585,74,50,0,132,417,41,582,577,63,68,708,540,97,1339,641,41,45,729,376,90,1188,284,161,15,454,896,89,1444,19,278,0,302,1038,87,1427,6,119,0,127,856,66,1046,0,24,0,27,717,81,816,0,0,0,0,229,32,260,1605,801,136,2540,5530,622,8691,10,86,0,99,1039,88,1219,107,71,7,185,939,101,1219,980,94,86,1160,1353,194,2710,1184,62,67,1315,859,174,2350,590,219,25,831,1885,223,2936,79,415,3,494,2275,181,2957,15,203,0,215,1767,118,2099,5,39,0,45,1246,131,1423,0,4,0,4
5000,57,430,8,493,6077,1107,7675,354,312,30,702,5185,1439,7326,4309,477,214,5001,9006,4336,18334,7811,451,394,8654,6522,4367,19542,4523,646,170,5334,11838,4118,21290,922,1350,40,2305,16395,3231,21931,161,1306,8,1481,14072,1984,17536,27,218,4,244,6618,964,7829,3,13,0,20,1579,306,1899,18165,5199,868,24237,77288,21845,123367,92,743,25,867,5097,976,6931,745,477,79,1302,3828,904,6036,6156,753,564,7471,6433,2122,16031,9093,715,847,10649,4581,2184,17415,3886,1488,256,5628,10691,2137,18455,373,3219,50,3643,14254,1964,19866,73,2058,21,2149,11568,1430,15145,28,307,3,342,5892,879,7115,0,23,4,27,1971,419,2421,20455,9779,1850,32089,64317,13013,109415,147,1179,36,1359,11166,2080,14606,1106,788,111,2007,9014,2346,13364,10465,1231,779,12473,15433,6456,34362,16906,1162,1240,19305,11107,6546,36962,8409,2135,424,10967,22529,6251,39751,1292,4568,89,5949,30651,5199,41796,241,3364,34,3633,25641,3412,32681,56,522,10,592,12502,1848,14942,7,32,5,46
