SUA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
1020,42,0,0,0,42,0,0,47,671,69,19,6,766,13,0,17,778,49,0,829,970,86,14,13,1086,6,4,12,1096,44,4,1142,134,14,19,9,173,0,0,0,169,13,3,183,16,3,0,20,40,0,0,0,40,6,5,49,1794,173,49,42,2056,24,5,29,2088,99,14,2197,12,0,0,0,15,0,0,0,15,0,0,15,23,0,0,0,22,0,0,0,21,7,0,29,31,0,4,6,42,0,0,0,38,7,0,41,1824,173,52,46,2095,21,5,30,2122,107,14,2243,398,22,30,8,462,15,0,15,475,77,3,554,0,0,0,5,0,0,0,0,0,0,9,15,2226,197,82,56,2560,36,5,45,2607,178,25,2808
1021,79,3,0,3,76,8,0,89,884,117,44,6,1053,15,0,15,1067,73,7,1149,1185,268,36,11,1506,13,3,18,1523,63,3,1582,212,57,62,8,340,0,0,0,340,12,0,350,13,8,0,10,24,6,0,6,27,0,7,35,2296,445,140,31,2916,34,7,34,2958,146,13,3119,14,0,0,0,21,0,0,0,22,6,0,28,29,4,0,0,33,0,4,4,38,6,0,36,40,7,0,0,52,0,4,6,62,5,0,66,2344,450,146,35,2974,32,14,43,3017,147,13,3180,511,142,37,13,702,19,6,27,729,145,9,879,0,6,0,4,6,0,0,0,4,0,12,20,2844,596,183,53,3680,49,18,65,3748,294,33,4076
1022,0,0,0,0,0,0,0,0,470,31,13,0,515,4,0,4,520,12,5,541,845,69,23,5,938,6,0,6,944,14,0,966,125,3,22,0,157,0,0,0,157,7,0,161,15,4,0,9,27,0,0,0,27,0,0,24,1456,104,58,20,1637,6,0,8,1646,34,10,1689,9,0,0,0,9,3,0,3,14,0,0,14,17,0,0,0,17,0,3,5,25,0,0,25,29,0,0,0,29,4,3,11,30,0,0,30,1482,104,58,20,1661,10,3,14,1677,34,10,1719,282,40,12,13,345,11,0,11,356,58,0,415,3,0,0,0,6,0,0,0,6,0,4,3,1771,139,71,25,2007,24,3,22,2034,90,12,2143
1023,13,0,0,0,13,0,0,13,421,57,11,0,483,4,3,9,493,17,0,507,591,60,16,6,673,4,3,10,680,24,0,705,87,12,20,0,114,4,0,4,126,5,0,126,5,0,0,4,5,0,0,0,5,3,0,12,1093,132,50,8,1281,13,8,20,1306,42,0,1344,8,0,0,0,10,0,0,0,12,3,0,20,24,8,0,0,35,0,0,0,37,8,0,42,33,11,0,0,49,3,0,3,49,12,0,61,1130,139,50,15,1331,20,8,26,1355,56,0,1407,350,43,21,14,432,22,7,30,463,96,8,559,0,0,0,4,4,0,0,0,4,0,8,15,1482,180,67,38,1766,39,14,54,1823,145,9,1984
1024,58,0,0,5,56,9,0,69,699,105,17,7,826,10,4,14,839,63,0,903,1167,193,38,8,1411,17,6,18,1428,62,0,1492,121,34,29,9,189,10,0,15,207,20,0,217,19,0,0,13,28,0,0,0,28,0,0,31,2000,332,89,30,2450,41,6,49,2496,144,0,2642,21,0,0,0,21,0,0,0,21,0,0,21,35,3,0,5,39,0,0,0,44,3,0,52,60,3,0,7,63,0,0,0,65,3,0,71,2054,331,89,33,2516,46,8,53,2568,145,0,2713,397,98,30,6,528,15,0,19,549,97,0,646,6,0,0,7,14,0,0,0,14,0,13,23,2462,429,115,46,3053,59,11,68,3123,242,15,3385
1025,1478,22,3,24,1500,183,0,1684,19628,2562,543,125,22852,245,66,307,23161,1232,34,24438,28536,4097,687,183,33502,311,82,395,33892,1080,48,35026,3797,589,630,43,5057,44,16,57,5121,182,0,5300,222,32,14,189,462,4,0,4,467,23,68,554,52187,7282,1865,534,61873,604,164,765,62638,2520,152,65317,317,63,16,0,400,67,0,73,467,42,0,510,732,101,22,8,862,35,10,47,911,61,0,972,1046,158,37,15,1259,103,19,118,1379,102,0,1480,53237,7443,1903,549,63131,706,180,890,64020,2626,150,66798,8866,1651,444,237,11198,332,114,445,11640,2176,47,13866,71,26,4,64,169,5,0,5,171,16,139,320,62174,9115,2354,844,74493,1045,289,1335,75830,4817,342,80989
1026,34,0,0,0,34,11,0,47,1232,135,29,8,1403,7,7,17,1419,115,0,1533,1730,306,37,12,2080,10,7,16,2101,102,0,2201,230,51,21,3,304,6,0,6,306,6,0,311,14,3,0,20,41,0,0,0,41,4,0,45,3204,499,87,42,3831,20,18,34,3867,222,6,4095,12,4,0,0,19,5,0,5,28,5,0,29,47,12,3,0,54,13,3,17,70,8,0,77,62,15,3,0,75,17,3,24,98,9,0,103,3260,512,87,42,3907,34,24,59,3965,234,6,4202,712,157,37,22,928,54,3,60,990,276,0,1270,16,0,0,0,17,0,0,0,17,0,29,49,3993,672,126,66,4852,86,26,116,4970,513,32,5517
1027,48,0,0,0,48,0,0,48,2188,225,37,16,2456,6,12,20,2479,86,4,2565,2451,280,50,14,2791,15,0,15,2805,88,6,2901,342,23,39,16,409,0,0,0,411,21,0,435,17,0,0,15,32,10,0,10,41,6,7,47,4990,531,115,52,5696,32,12,40,5735,192,20,5948,20,9,0,0,23,4,0,4,31,5,0,34,49,9,0,3,63,4,0,7,72,0,0,72,72,16,0,3,91,7,0,11,102,5,0,107,5060,550,121,59,5785,40,10,53,5837,199,20,6053,832,132,46,36,1046,13,8,24,1070,137,6,1213,4,0,0,5,11,0,0,0,11,0,21,32,5898,679,163,102,6842,52,22,75,6914,334,44,7292
1028,81,6,0,6,87,5,0,89,1949,322,40,3,2310,20,3,23,2335,119,0,2457,2254,490,68,12,2820,13,0,13,2832,132,0,2972,245,49,42,0,337,4,0,4,341,14,0,359,20,6,0,26,53,0,0,0,53,6,5,71,4471,862,150,43,5523,37,3,45,5565,279,8,5851,23,7,0,0,34,3,0,3,38,8,0,41,30,12,0,0,39,4,6,6,48,3,0,52,54,16,0,0,73,9,6,8,85,14,0,99,4523,875,151,44,5599,50,3,50,5648,287,8,5950,604,188,25,27,850,24,6,27,871,160,3,1037,3,0,0,3,9,0,0,0,9,4,15,31,5136,1067,176,72,6451,70,8,83,6532,454,31,7019
1029,27,0,0,0,27,0,0,27,663,76,21,3,766,14,0,14,772,37,3,813,1046,88,37,6,1170,9,5,14,1174,31,0,1211,133,19,26,0,174,0,0,0,174,3,4,180,18,0,4,13,29,0,0,0,29,0,5,39,1857,182,74,21,2133,16,5,19,2159,75,14,2244,9,0,0,0,10,0,0,0,10,0,0,10,33,0,0,0,36,0,0,0,35,0,0,35,44,6,0,0,47,0,0,0,48,0,0,48,1905,181,74,21,2185,16,5,21,2209,75,14,2293,567,41,28,16,647,13,6,14,665,47,0,708,5,0,0,4,6,0,0,0,6,0,3,12,2470,229,103,36,2840,28,8,38,2874,117,14,3011
1030,15,0,0,0,15,6,0,19,496,76,15,0,595,9,0,12,604,64,0,667,701,161,16,0,880,10,0,10,894,53,0,944,98,12,13,0,129,0,0,0,128,12,0,138,8,0,0,5,11,0,0,0,11,0,0,14,1300,260,44,11,1611,24,0,25,1637,126,0,1764,12,6,0,0,16,0,0,0,18,3,0,20,14,6,0,0,16,0,0,0,16,0,0,16,24,9,0,0,33,0,0,0,33,3,0,34,1325,267,44,8,1649,25,0,29,1671,126,0,1799,329,68,13,8,422,8,3,16,431,115,0,543,3,0,0,4,7,0,0,0,7,0,9,14,1661,330,60,23,2069,32,6,42,2113,242,11,2365
1031,26466,742,250,989,27455,6834,161,34449,221397,28814,13424,1319,264963,4863,916,5773,270739,19080,417,290228,179222,42559,13032,1477,236292,3257,665,3920,240212,15487,367,256065,42078,9237,14125,564,66001,759,138,898,66904,3838,111,70849,2242,534,380,3370,6533,116,35,147,6675,692,752,8126,444940,81144,40969,6731,573792,8992,1752,10738,584532,39097,1646,625276,6616,1099,480,153,8347,1510,155,1666,10006,931,24,10963,7460,1643,651,194,9951,1130,482,1608,11558,1209,32,12798,14077,2740,1127,349,18295,2636,634,3271,21568,2147,55,23764,459018,83885,42106,7081,592087,11626,2387,14013,606098,41249,1698,649039,121280,32700,18042,4638,176658,7088,2021,9104,185763,76420,1000,263191,1012,297,174,1660,3150,49,10,53,3204,490,3473,7167,581315,116884,60318,13372,771890,18758,4420,23176,795069,118159,6167,919394
1032,42,0,0,0,42,7,0,44,1979,185,53,7,2224,13,17,33,2257,94,3,2357,1901,201,26,10,2136,23,3,27,2166,84,5,2252,259,34,40,4,343,4,0,4,346,11,0,354,17,16,0,13,48,0,0,0,48,0,3,53,4159,435,123,37,4754,45,23,63,4821,194,10,5016,29,13,0,0,44,7,0,10,52,3,0,58,53,6,0,5,64,4,0,6,75,10,0,84,84,23,0,6,110,7,7,14,127,12,0,139,4247,458,123,40,4861,53,24,79,4945,203,10,5157,766,114,26,18,923,47,10,60,985,208,0,1195,3,3,0,0,16,0,0,0,16,4,19,32,5015,569,147,67,5798,106,34,136,5940,414,32,6382
1033,11,0,0,0,11,0,0,15,621,137,15,0,772,5,0,5,780,54,0,836,873,178,22,12,1076,21,0,23,1101,72,0,1172,74,21,10,3,109,0,0,0,109,0,0,109,15,0,0,15,30,0,0,0,30,6,3,35,1584,335,40,29,1993,25,0,29,2025,125,3,2150,27,10,0,0,34,5,0,5,46,3,0,49,28,0,0,4,33,19,7,30,61,5,0,66,60,7,0,4,74,30,7,35,106,8,0,113,1646,341,40,31,2063,53,10,64,2127,137,3,2265,331,123,30,24,510,44,4,45,557,222,3,788,0,0,0,0,0,0,0,0,0,3,19,26,1977,465,74,52,2573,98,16,114,2686,365,20,3077
1034,9,0,0,0,9,7,0,14,357,83,15,0,454,5,0,7,470,37,0,507,754,172,16,13,949,0,4,0,957,74,0,1028,98,26,17,0,137,0,0,0,137,0,0,142,10,0,0,8,14,0,0,0,14,8,0,22,1221,273,47,21,1560,8,9,13,1576,119,4,1692,4,4,3,5,16,0,0,0,17,0,0,14,27,3,0,0,30,4,0,7,37,0,0,40,28,6,3,5,43,4,0,9,57,3,0,52,1249,281,52,20,1605,18,5,23,1626,117,4,1749,222,61,7,12,298,10,8,16,317,59,0,376,6,8,0,0,10,0,0,0,10,0,0,10,1476,349,57,33,1918,24,8,36,1955,179,4,2135
1035,104,3,0,3,102,27,0,133,2875,335,30,12,3253,25,7,32,3279,117,0,3399,3065,318,48,24,3458,22,11,34,3491,81,0,3571,376,38,71,4,491,4,0,4,495,11,0,509,29,0,0,25,47,0,0,0,47,6,9,61,6348,689,148,57,7248,50,19,70,7316,209,7,7536,30,4,0,0,37,9,0,9,49,7,0,53,41,15,0,0,62,9,7,16,80,14,0,88,72,18,0,0,97,20,7,28,127,20,0,141,6425,713,148,61,7345,72,27,98,7443,225,7,7677,1021,220,40,43,1326,66,21,81,1409,421,3,1836,0,3,3,8,14,0,0,0,14,4,21,39,7447,933,198,105,8684,136,49,182,8867,649,33,9555
1036,1067,19,9,26,1091,173,6,1265,11014,1722,645,76,13457,158,52,211,13672,720,11,14404,15353,2853,804,101,19114,143,30,175,19285,787,31,20107,3461,630,675,42,4808,34,3,38,4848,156,10,5014,140,34,0,158,338,3,0,8,335,26,48,415,29969,5239,2129,376,37709,346,94,436,38146,1686,97,39936,171,15,23,3,208,37,0,37,243,23,0,270,411,105,16,10,543,30,15,45,586,34,0,622,581,116,40,13,753,64,15,82,831,55,4,890,30545,5354,2174,389,38464,413,107,512,38976,1750,100,40828,5815,1463,544,165,7982,217,86,307,8288,1919,17,10230,28,15,4,56,97,4,0,4,106,8,117,231,36392,6829,2719,610,46550,630,193,820,47371,3673,239,51289
2000,1139,7,5,7,1145,120,6,1270,22990,2768,565,195,26516,210,72,280,26795,1324,36,28154,38693,5584,888,459,45624,223,97,318,45943,1665,53,47660,4597,705,745,98,6136,32,0,32,6167,207,12,6387,541,110,17,723,1393,14,6,17,1409,75,45,1532,66820,9164,2216,1479,79675,471,172,644,80316,3275,142,83731,280,64,15,6,364,59,4,66,428,58,5,489,607,116,29,21,773,33,23,61,824,61,0,894,886,174,43,28,1130,96,25,122,1252,123,7,1382,67706,9341,2258,1504,80808,566,200,767,81571,3395,152,85119,13111,2212,624,581,16528,320,91,410,16939,2805,57,19801,123,22,15,67,221,5,0,5,228,30,389,652,80944,11571,2895,2151,97561,892,288,1183,98745,6224,597,105570
2001,85,0,0,0,88,9,0,91,1177,120,36,14,1348,10,3,13,1361,80,0,1442,1562,165,35,15,1779,7,0,10,1790,31,0,1819,213,24,34,6,274,8,0,8,280,6,0,285,36,0,5,31,75,0,0,0,75,6,11,89,2992,306,107,66,3475,21,5,28,3500,130,11,3637,29,4,5,4,41,3,0,3,48,0,0,48,70,11,0,0,78,0,0,0,80,0,0,84,95,10,5,4,121,4,0,4,128,0,0,126,3089,319,111,74,3591,31,5,33,3622,136,11,3768,704,70,20,23,814,8,4,15,825,75,0,907,4,3,5,9,18,0,0,0,18,0,19,31,3791,391,128,104,4420,37,9,49,4469,207,27,4707
2002,13,0,0,0,13,5,0,18,376,66,0,6,448,5,0,3,451,39,0,491,773,129,15,13,930,4,0,4,932,57,0,990,71,8,21,0,101,0,0,0,101,5,0,99,4,5,0,12,25,0,0,0,25,0,0,30,1231,203,32,37,1501,5,0,10,1509,99,0,1605,3,0,0,0,3,0,0,0,5,0,0,5,7,10,0,0,14,0,0,0,14,3,0,19,9,10,0,0,15,0,0,0,15,3,0,16,1234,212,32,37,1512,10,0,13,1523,100,0,1623,298,66,14,4,376,16,0,16,396,58,0,454,3,0,0,0,3,0,0,0,3,3,5,13,1534,274,44,42,1894,24,0,27,1925,165,6,2093
2003,242,0,4,4,244,24,0,271,3869,516,68,14,4469,45,20,65,4530,244,0,4784,6711,878,126,33,7748,54,40,99,7845,242,5,8097,837,92,85,16,1033,12,0,7,1039,31,4,1076,61,0,0,44,98,0,0,0,98,9,14,122,11466,1490,281,103,13348,110,62,173,13520,530,27,14071,66,5,0,5,80,15,5,16,100,9,0,109,162,28,0,5,193,10,3,21,216,5,0,222,229,34,0,6,276,31,9,35,313,12,0,331,11701,1527,281,113,13622,143,69,210,13831,539,28,14404,2317,420,77,41,2853,88,8,100,2953,477,5,3433,11,5,0,5,21,0,5,5,23,4,45,70,14024,1949,362,164,16497,228,83,310,16806,1024,80,17908
2004,254,5,0,8,254,33,0,293,3549,500,88,10,4148,46,17,63,4209,222,5,4440,5936,878,124,48,6988,46,12,60,7038,212,10,7262,712,109,102,13,929,13,0,20,941,37,0,978,54,0,0,50,110,0,0,0,106,25,5,136,10245,1486,313,118,12166,108,32,141,12310,494,17,12819,48,5,0,0,54,8,0,8,65,6,0,75,138,30,4,3,174,13,0,13,188,10,0,199,185,36,4,3,228,25,0,25,256,14,0,271,10437,1525,321,120,12399,134,32,162,12564,508,17,13091,2133,408,105,32,2676,66,11,76,2749,521,0,3267,14,0,0,3,25,0,0,0,25,5,49,75,12586,1929,431,154,15103,198,39,239,15335,1034,67,16439
2005,6,0,0,0,6,0,0,11,191,61,4,0,260,3,7,9,265,24,0,293,450,187,18,8,655,9,0,8,662,38,0,700,42,16,8,0,67,0,0,0,67,0,0,68,0,0,0,3,5,0,0,0,5,0,0,5,689,263,22,11,989,9,10,16,1004,68,0,1069,5,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,11,0,0,0,11,0,0,11,14,5,0,0,17,0,0,0,17,0,0,17,694,267,24,11,999,9,10,16,1024,68,0,1085,130,34,9,4,187,4,0,4,185,22,0,215,6,0,0,0,5,0,0,0,5,0,4,12,836,299,33,22,1191,11,11,19,1211,88,5,1306
2006,20,0,0,0,20,4,0,23,385,54,9,0,446,6,0,6,448,21,0,469,802,82,13,9,903,0,0,0,903,13,0,920,89,4,4,5,106,0,0,0,106,0,0,108,14,0,0,4,15,0,0,0,15,5,0,21,1292,143,26,13,1474,3,0,3,1478,37,0,1519,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,3,13,13,0,0,0,13,0,0,0,13,0,3,13,1304,143,26,13,1483,3,0,3,1489,37,0,1535,217,33,9,9,265,7,0,7,276,44,0,316,0,0,0,0,0,0,0,0,0,0,0,4,1521,174,36,26,1759,9,0,9,1765,83,3,1858
2007,30,0,0,0,30,0,0,30,844,115,17,10,979,11,6,13,995,19,5,1016,1353,147,26,14,1538,0,8,11,1547,40,3,1586,148,24,23,0,192,0,0,0,196,0,0,196,16,0,0,10,27,0,0,0,27,5,5,36,2353,290,67,28,2737,20,10,26,2764,67,10,2838,0,0,0,0,3,0,0,0,3,3,0,10,25,3,0,6,29,4,0,4,32,3,0,34,25,3,0,6,31,7,0,7,35,9,0,43,2377,292,67,33,2770,25,10,37,2804,68,10,2884,339,54,7,15,413,6,3,4,415,42,5,455,6,0,0,0,6,0,0,0,6,0,8,13,2721,346,73,50,3189,25,9,38,3226,110,20,3353
2008,982,19,3,22,1002,105,8,1111,10323,1593,220,48,12187,145,40,179,12369,664,21,13054,18978,2559,414,98,22050,156,37,196,22253,554,26,22828,2324,328,322,16,2991,21,0,25,3015,67,0,3085,168,23,3,173,369,5,0,4,372,6,21,405,31792,4498,963,343,37597,328,83,412,38004,1295,68,39368,164,45,17,0,225,26,0,24,254,23,0,279,538,76,3,12,631,32,11,41,674,20,0,690,708,120,19,12,862,52,13,68,926,44,0,973,32502,4615,981,355,38458,377,91,475,38932,1335,67,40340,6204,1074,205,155,7636,128,41,171,7802,1124,18,8950,43,4,0,20,69,0,0,0,69,3,90,162,38751,5697,1184,525,46161,507,142,646,46805,2471,179,49450
2009,101,0,0,0,105,11,0,111,1379,131,51,12,1571,22,3,25,1592,62,3,1662,1989,237,44,19,2281,21,0,20,2304,41,6,2350,217,19,16,5,257,0,0,0,261,4,0,266,27,6,0,23,48,0,0,0,51,0,0,55,3609,389,102,60,4158,43,7,45,4205,113,4,4322,13,0,0,0,13,0,0,0,13,0,0,13,51,6,0,0,53,8,0,10,61,0,0,65,63,6,0,0,69,8,0,10,78,0,0,80,3674,393,102,60,4232,48,3,56,4284,113,4,4402,533,79,17,19,642,8,6,10,656,41,5,701,5,0,0,0,8,0,0,0,8,0,10,19,4217,472,123,76,4887,56,10,64,4953,153,18,5121
2010,20,0,0,0,20,0,0,20,580,58,8,0,649,0,0,0,650,20,0,665,1078,127,23,15,1239,9,3,9,1248,41,3,1288,118,16,6,0,141,0,0,0,141,0,0,139,10,0,0,13,18,0,0,0,18,0,0,18,1780,197,37,33,2038,15,3,16,2057,59,4,2119,3,4,0,0,7,0,0,0,7,0,0,11,22,7,0,0,29,0,4,5,33,0,0,33,28,12,0,0,37,0,4,5,39,0,0,48,1801,206,37,33,2077,10,5,24,2100,58,4,2158,329,56,29,4,420,0,0,4,424,68,0,489,3,3,0,6,14,0,0,0,14,0,3,15,2141,261,66,39,2508,20,8,30,2536,124,3,2668
2011,28307,646,239,888,29195,4715,125,34033,217052,27088,3989,1037,249172,4379,1119,5504,254674,13399,397,268470,257549,43019,4835,1753,307148,3569,964,4532,311678,11959,442,324080,33700,4812,4192,339,43041,445,103,546,43585,1523,78,45185,2951,443,118,3338,6852,122,34,157,7006,503,648,8153,511250,75371,13130,6464,606213,8510,2222,10732,616947,27383,1561,645892,6582,1325,173,158,8239,1160,128,1287,9526,741,26,10294,10757,2197,253,267,13484,988,488,1476,14963,1014,56,16028,17345,3525,429,425,21722,2147,616,2761,24485,1751,83,26323,528594,78895,13559,6895,627939,10652,2843,13491,641437,29140,1641,672210,138354,31486,4770,4479,179091,6096,1661,7752,186845,37538,935,225319,1255,386,33,1699,3378,54,4,61,3439,282,2926,6655,668198,110764,18369,13080,810408,16803,4505,21313,831718,66958,5513,904181
2012,66,0,0,0,62,8,0,74,1984,242,46,9,2274,15,6,26,2304,109,3,2416,2370,381,50,31,2830,38,8,45,2877,111,13,2997,302,49,42,9,398,0,0,0,398,25,0,419,28,8,0,55,89,0,0,0,89,18,4,117,4682,682,138,100,5603,54,16,71,5672,262,17,5951,19,4,0,0,30,31,0,31,56,13,0,67,42,12,4,8,58,8,9,13,78,14,0,88,60,19,4,7,88,39,9,41,129,29,0,161,4745,696,141,105,5687,92,24,115,5800,291,17,6112,995,197,28,54,1271,43,13,58,1327,383,11,1728,17,3,0,7,24,0,0,0,24,6,38,70,5757,899,171,163,6985,137,32,171,7153,681,68,7907
2013,29,0,0,0,31,4,0,33,464,57,3,3,534,11,0,14,547,29,0,580,987,120,21,18,1151,25,5,28,1173,63,0,1238,132,12,15,5,170,5,0,5,173,9,0,183,15,3,0,22,39,3,0,3,40,5,3,46,1594,201,46,49,1890,40,5,51,1941,105,8,2047,9,5,0,0,12,0,0,0,13,5,0,15,23,6,0,0,26,5,0,9,33,0,0,36,34,4,0,0,38,7,0,8,47,4,0,55,1631,206,41,49,1931,49,7,57,1985,108,8,2100,387,57,26,27,499,29,0,30,522,116,8,649,12,0,0,4,6,0,0,0,6,3,10,23,2021,262,71,81,2438,75,12,85,2520,231,27,2775
2014,8,0,0,0,8,0,0,5,237,41,7,4,284,3,0,3,288,21,0,308,486,77,21,8,595,3,3,6,600,14,0,616,75,9,6,6,94,0,0,0,99,3,0,99,7,0,0,3,9,0,0,0,9,0,9,16,798,128,31,23,986,11,4,17,997,35,9,1046,11,0,0,0,11,0,0,0,11,0,0,11,14,0,0,0,14,0,0,0,14,3,0,19,15,0,0,0,15,0,0,0,15,3,0,26,814,128,31,23,1001,11,4,17,1016,41,9,1068,184,24,6,24,242,13,7,18,259,48,0,311,7,0,0,0,7,0,0,0,7,0,3,11,1007,160,38,47,1251,20,13,30,1288,94,14,1393
2015,18,0,0,0,18,0,0,17,478,65,7,0,552,4,3,6,563,20,0,584,827,120,11,12,967,5,11,10,979,50,0,1033,70,10,18,0,99,0,0,0,99,0,0,101,9,0,4,4,15,0,0,0,15,0,6,21,1387,196,34,19,1636,3,12,21,1654,71,6,1733,13,0,0,0,13,3,0,3,14,0,0,14,15,3,0,0,15,0,0,0,15,0,0,20,28,3,0,0,30,3,0,3,32,6,0,34,1416,201,34,19,1663,8,12,26,1687,75,6,1766,363,47,11,4,421,18,0,15,438,78,0,519,0,0,0,4,4,0,0,0,4,0,5,5,1783,244,42,25,2087,26,14,42,2133,157,8,2295
2016,95,3,0,3,99,27,0,126,1787,263,31,5,2090,29,21,49,2143,115,6,2258,2625,410,55,15,3107,28,10,42,3147,112,5,3262,260,59,49,6,373,0,0,5,379,28,5,407,23,0,0,45,76,0,0,0,76,10,3,85,4706,735,135,70,5649,56,30,94,5737,258,19,6011,36,0,0,0,36,4,5,10,51,9,0,58,45,12,0,5,59,9,5,16,75,25,0,102,83,12,0,5,97,15,11,31,126,31,0,157,4788,751,135,76,5750,77,45,120,5864,287,19,6172,1171,328,48,50,1597,102,51,154,1748,919,16,2684,14,8,0,17,41,0,0,0,41,0,51,95,5973,1084,184,144,7382,180,98,271,7656,1205,82,8949
