SUA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
2017,16,0,0,0,20,0,0,20,388,38,0,0,424,12,0,12,438,23,0,465,668,61,4,4,743,8,0,7,745,13,0,759,89,5,7,0,105,3,0,3,110,0,0,108,5,3,0,5,18,0,0,0,18,0,0,18,1158,107,17,11,1290,16,4,20,1308,32,0,1342,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,0,4,6,0,0,6,3,0,0,0,3,4,0,4,6,0,0,13,1164,107,17,11,1292,20,4,24,1314,39,0,1356,262,34,0,6,310,5,3,8,321,51,0,368,0,0,0,0,3,0,0,0,3,0,3,7,1425,145,15,22,1605,25,6,32,1637,88,5,1733
2018,56,4,0,4,56,10,0,72,1206,169,37,5,1418,26,13,38,1454,77,0,1528,2134,267,49,16,2460,44,5,58,2517,102,5,2625,305,31,26,0,365,4,0,9,371,16,0,391,20,0,4,12,34,0,0,0,34,6,5,44,3660,463,118,38,4284,77,21,99,4379,189,17,4587,26,10,0,8,42,5,0,5,50,4,0,53,59,5,0,6,71,10,0,11,89,3,0,90,87,16,0,11,112,20,0,18,137,7,0,144,3743,481,121,50,4401,95,19,119,4516,200,17,4733,734,150,31,35,947,36,21,55,1002,257,8,1267,7,0,0,6,13,0,0,0,13,0,27,43,4487,629,148,89,5356,131,43,174,5533,456,55,6044
2019,16,0,0,0,16,0,0,22,725,82,9,3,826,9,3,8,836,43,0,882,1012,159,23,16,1212,4,0,8,1214,43,0,1261,140,33,23,0,202,0,0,3,203,4,0,206,0,0,0,4,6,0,0,0,6,5,0,10,1884,281,61,25,2246,9,4,16,2261,97,0,2357,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,13,0,0,0,13,0,0,9,7,0,4,0,13,0,0,0,15,0,0,15,1896,279,60,25,2259,11,4,17,2275,95,0,2374,295,58,9,15,379,15,0,16,396,62,0,459,10,0,0,0,15,0,0,0,15,0,19,27,2198,337,76,33,2650,26,13,38,2683,152,20,2861
2020,120,0,0,0,120,4,0,128,1404,231,36,16,1683,14,6,15,1700,96,0,1802,2729,377,53,19,3178,24,4,29,3207,95,5,3311,392,49,30,0,463,3,0,3,469,11,5,486,34,0,0,44,77,0,3,3,79,3,0,85,4549,652,125,89,5411,36,16,58,5466,205,10,5679,21,3,0,0,22,0,0,0,22,5,0,23,74,8,3,0,90,3,0,3,94,0,0,99,91,12,3,0,114,3,0,3,117,4,0,124,4643,661,129,88,5520,42,16,62,5584,208,10,5801,1167,168,43,26,1408,34,0,34,1442,129,7,1581,12,0,0,3,13,0,0,0,13,4,13,37,5819,830,177,116,6943,75,18,93,7039,354,28,7412
2021,59,0,0,0,60,3,0,62,1067,155,16,3,1240,12,12,23,1258,65,0,1328,2414,288,42,9,2754,9,10,18,2771,71,0,2843,298,32,22,10,362,0,0,0,362,0,0,362,24,0,0,18,43,0,0,0,43,0,6,49,3795,475,84,34,4392,23,16,41,4433,137,6,4577,3,0,0,0,3,0,0,0,10,0,0,10,39,3,0,0,40,0,0,0,40,0,0,40,40,3,0,0,54,0,0,0,50,0,0,50,3841,476,84,34,4446,26,16,42,4481,137,6,4629,564,96,25,7,692,8,0,8,707,84,0,786,10,0,0,4,14,0,0,0,14,0,14,25,4414,577,116,47,5144,35,16,52,5193,223,24,5442
3000,437,8,0,8,445,57,5,505,25028,2286,695,229,28246,222,68,290,28537,1605,57,30198,29867,4203,970,482,35514,307,109,413,35925,1672,53,37650,3453,576,589,69,4690,28,8,36,4726,248,14,4991,420,47,14,736,1220,15,0,11,1238,110,48,1400,58770,7117,2272,1514,69676,567,188,749,70426,3639,173,74240,359,90,28,21,487,226,11,237,723,149,4,878,803,93,24,32,949,99,67,165,1119,100,4,1219,1156,177,51,49,1439,324,84,404,1840,255,7,2100,59932,7298,2318,1566,71108,888,267,1153,72267,3889,178,76336,13984,2428,831,731,17973,674,196,875,18845,5562,80,24492,168,25,14,126,336,0,3,3,339,52,578,966,74086,9745,3167,2425,89419,1567,469,2032,91454,9504,840,101795
3001,0,0,0,0,0,0,0,0,435,48,18,0,510,3,4,6,516,18,0,530,545,61,23,4,633,0,4,4,635,24,4,664,37,4,7,0,54,0,0,0,54,0,0,54,3,4,0,9,16,0,0,0,16,0,6,18,1027,123,48,15,1210,3,10,8,1218,45,9,1266,7,3,0,0,13,0,0,0,13,0,0,16,26,3,0,0,36,0,0,0,36,0,0,38,42,7,0,0,46,0,0,0,46,5,0,51,1064,129,47,15,1260,3,10,8,1267,47,9,1322,147,24,15,4,193,5,5,9,201,27,0,224,0,0,0,0,0,0,0,0,0,0,6,10,1214,156,57,22,1446,11,8,19,1469,76,9,1548
3002,8258,193,68,263,8520,1160,36,9711,116628,14081,3436,574,134707,2115,515,2629,137337,7314,194,144848,117806,19074,3330,760,140963,1497,409,1901,142867,5466,212,148546,22686,3568,3386,233,29868,289,75,368,30237,1204,36,31476,1231,197,43,1415,2888,51,13,64,2953,267,282,3508,258344,36915,10193,2974,308431,3946,1013,4960,313393,14251,734,328379,2878,627,109,95,3702,550,66,615,4316,401,3,4719,4674,837,142,128,5774,408,158,561,6338,418,30,6782,7546,1463,255,220,9474,952,223,1177,10655,816,29,11502,265891,38376,10448,3198,317909,4898,1242,6141,324046,15067,767,339880,60611,11738,3020,1742,77106,2580,641,3221,80326,13405,355,94082,488,103,22,634,1237,20,6,22,1267,100,1174,2543,326982,50221,13479,5567,396253,7504,1879,9382,405639,28572,2291,436499
3003,55,0,4,4,58,5,0,65,2396,333,47,14,2784,47,8,53,2841,196,7,3044,2578,483,50,28,3135,34,21,44,3181,189,3,3379,303,52,46,5,408,0,7,5,416,25,0,442,35,0,0,51,94,0,4,6,95,4,5,105,5313,874,145,92,6420,78,37,112,6537,421,18,6966,56,16,0,0,72,14,9,20,94,14,0,112,73,24,0,16,116,12,5,13,125,3,0,131,125,42,3,19,186,23,7,36,220,19,0,245,5434,912,148,110,6605,108,47,144,6756,435,18,7205,1263,263,63,47,1638,95,24,118,1754,437,4,2199,10,12,0,14,34,0,0,0,34,3,18,59,6708,1186,208,167,8273,196,66,264,8538,881,41,9464
3004,158,8,0,8,171,24,0,194,5742,900,163,37,6842,113,40,154,6999,405,11,7414,6133,1439,195,57,7827,85,25,110,7936,427,9,8366,737,173,150,9,1066,12,0,11,1079,45,4,1123,57,16,3,68,145,7,0,7,152,19,8,182,12669,2530,510,164,15880,216,70,286,16165,898,26,17086,100,28,0,5,132,24,7,32,160,31,0,198,189,65,9,0,268,30,29,61,327,18,0,348,290,91,13,5,398,62,33,98,493,50,0,549,12952,2620,528,176,16275,270,104,382,16655,948,26,17634,2352,727,165,108,3350,140,33,173,3523,803,13,4338,26,11,0,19,60,0,3,3,58,3,69,125,15327,3358,698,296,19685,415,142,556,20237,1751,108,22096
3005,5,0,0,0,3,0,0,3,752,40,11,13,816,10,4,12,822,34,0,858,1066,76,14,15,1175,3,7,13,1185,27,0,1214,90,6,13,0,107,0,0,0,107,0,0,107,10,3,0,14,27,0,0,0,27,0,3,31,1916,120,41,46,2125,11,11,21,2144,64,3,2211,15,0,0,0,17,6,0,6,15,0,0,15,18,3,0,0,23,0,0,0,23,0,0,23,31,0,0,0,33,6,0,6,37,0,0,37,1953,127,41,46,2158,15,11,21,2187,64,3,2245,485,31,11,7,538,16,0,15,554,21,4,576,4,0,0,7,14,0,0,0,14,0,9,20,2440,159,47,60,2706,28,7,41,2742,85,14,2839
3006,32,0,0,0,30,0,0,30,1851,111,63,21,2046,31,0,36,2078,53,0,2134,2472,200,74,24,2770,42,7,50,2821,72,0,2885,273,22,36,7,342,0,0,0,345,17,0,361,11,4,0,33,48,0,0,0,48,12,12,61,4606,342,171,84,5210,72,11,81,5288,144,14,5441,60,4,0,3,73,13,0,13,82,10,0,93,108,16,6,0,130,5,0,5,138,6,0,144,161,16,10,3,201,25,0,25,216,13,0,237,4773,368,181,93,5409,96,11,104,5509,162,14,5682,1374,194,71,27,1667,54,23,74,1745,226,8,1977,9,0,0,10,23,3,0,3,26,0,24,45,6157,560,255,123,7093,150,32,182,7276,386,38,7702
3007,1822,52,15,65,1887,239,5,2137,26083,3680,860,182,30800,429,167,594,31400,1775,54,33226,31944,6421,1080,256,39692,506,136,640,40334,1630,92,42056,5394,1081,881,74,7432,90,24,116,7547,379,4,7929,444,71,15,429,957,7,4,11,969,76,98,1147,63864,11262,2829,930,78880,1033,333,1367,80252,3856,254,84358,523,122,19,17,680,135,5,144,826,95,3,919,1118,228,47,40,1431,112,37,145,1577,126,0,1700,1638,348,66,57,2110,248,43,287,2401,215,8,2623,65509,11609,2891,988,80993,1283,375,1652,82653,4072,261,86979,13084,2974,782,414,17253,554,172,731,17979,2920,64,20970,131,38,0,166,340,3,0,3,347,21,349,715,78728,14616,3680,1569,98590,1839,553,2388,100981,7016,669,108659
3008,17,0,0,0,17,0,0,16,557,99,10,5,664,7,6,12,683,58,0,738,799,155,39,9,1000,4,11,15,1011,71,0,1080,60,18,15,0,101,0,0,0,103,14,0,112,15,0,0,19,34,0,0,0,34,11,0,40,1434,275,67,26,1799,15,11,31,1821,153,0,1977,11,0,0,0,17,6,0,6,22,0,0,27,36,9,0,0,39,0,8,7,49,7,0,49,44,10,0,3,53,8,8,16,65,7,0,80,1476,281,67,30,1849,27,15,45,1893,155,0,2049,521,103,10,15,651,18,11,25,679,215,0,887,4,0,0,3,10,0,0,0,10,0,13,24,1994,380,75,53,2511,42,29,68,2579,369,15,2966
3009,27,0,0,5,28,12,0,36,1445,286,55,19,1806,24,27,47,1850,182,9,2040,1643,449,67,27,2190,46,19,63,2253,154,3,2409,162,38,37,0,236,0,0,0,236,20,0,254,14,3,0,38,56,4,0,9,61,9,7,77,3266,774,154,88,4283,63,51,114,4400,364,22,4781,34,0,0,0,40,21,0,21,57,15,0,71,57,9,14,0,76,11,9,16,90,10,0,97,93,8,14,0,109,32,9,35,145,26,0,166,3358,781,168,88,4395,99,53,149,4548,388,22,4952,761,192,36,46,1036,47,12,59,1101,415,0,1516,5,0,0,10,13,0,0,0,16,0,12,29,4123,974,207,143,5446,150,62,210,5658,806,39,6500
3010,5,0,0,0,5,0,0,5,353,20,7,0,380,4,0,4,384,40,0,424,444,66,22,3,534,13,6,23,555,19,4,576,39,8,12,0,60,0,0,0,60,0,0,60,4,0,0,6,12,0,0,0,12,6,0,17,841,90,43,8,981,22,6,30,1005,57,4,1074,4,9,0,0,8,0,0,0,8,0,0,8,15,0,0,0,15,0,0,0,15,0,0,15,16,9,0,0,24,0,0,0,24,0,0,24,860,95,43,8,1007,22,6,30,1027,57,4,1092,253,29,26,11,314,11,7,20,334,58,0,391,0,0,0,0,0,0,0,0,0,0,3,6,1112,129,67,16,1323,30,11,40,1369,118,10,1491
3011,69,0,0,0,69,6,0,82,3401,286,73,28,3792,47,0,50,3844,108,0,3954,4607,357,102,57,5119,50,12,65,5178,126,5,5316,449,22,91,0,564,5,0,5,568,11,0,573,35,6,0,59,97,0,0,0,98,6,14,117,8492,675,259,141,9573,102,14,114,9689,248,23,9958,55,5,0,0,60,7,0,7,61,5,0,69,126,16,5,7,148,3,0,11,157,3,0,159,176,22,5,7,204,19,0,18,220,12,0,234,8667,700,264,149,9774,114,18,132,9912,259,23,10193,1727,160,78,82,2051,38,23,61,2108,188,13,2303,9,3,0,16,33,0,0,0,33,0,25,62,10401,866,345,248,11859,155,36,191,12052,449,58,12559
3012,15,0,0,0,14,4,0,17,654,105,16,3,773,12,5,17,793,58,4,851,849,155,37,8,1043,14,3,19,1064,87,0,1151,66,8,28,4,107,0,0,0,110,6,0,111,18,6,0,12,32,0,0,0,32,11,0,43,1582,272,77,25,1957,27,11,41,1994,158,3,2157,20,0,0,0,21,17,0,17,39,3,0,42,14,18,0,4,33,0,0,0,33,0,0,32,32,21,0,4,56,17,0,17,71,3,0,77,1612,288,82,29,2011,48,11,54,2070,162,3,2237,404,90,6,13,512,35,8,41,554,267,3,820,0,0,0,0,0,4,0,4,6,0,12,24,2020,379,82,43,2523,83,18,102,2627,431,21,3075
3013,8,0,0,0,8,0,0,9,1100,53,23,3,1177,9,0,9,1187,38,3,1226,818,35,13,4,876,7,0,9,881,26,0,908,125,8,23,0,152,3,0,3,152,0,0,155,12,3,0,36,50,4,0,4,50,0,0,50,2056,99,57,39,2246,20,0,20,2272,70,6,2348,5,0,0,0,5,0,0,0,13,0,0,13,16,0,0,0,16,0,0,0,22,4,4,24,24,0,0,0,24,0,0,7,28,4,4,37,2077,99,57,39,2273,24,5,25,2301,68,9,2382,542,54,13,21,624,26,0,28,655,79,0,732,7,0,0,0,7,0,0,0,7,0,15,21,2626,153,71,56,2906,47,7,51,2962,144,25,3130
3014,93,0,0,0,96,11,0,105,3340,343,91,36,3815,29,6,27,3843,155,6,4006,3589,337,123,24,4080,56,12,65,4141,154,7,4307,460,48,78,4,591,7,0,7,596,13,0,610,54,4,0,69,124,5,0,5,132,5,19,156,7439,734,297,129,8603,99,15,109,8720,320,36,9077,53,4,0,3,56,10,5,21,79,10,0,90,90,21,6,5,125,7,5,8,131,10,0,145,145,25,6,12,184,17,5,28,211,19,0,226,7585,761,305,140,8789,112,21,137,8928,342,36,9305,1473,280,71,66,1896,54,5,61,1952,279,8,2246,8,0,0,9,17,0,0,0,17,0,39,56,9070,1038,375,217,10701,166,30,201,10897,624,82,11599
3015,650,0,8,10,658,92,0,751,12670,2152,533,73,15429,194,80,267,15698,886,26,16607,18811,4073,828,163,23873,178,90,269,24140,983,26,25151,3009,636,581,38,4262,39,14,52,4315,154,4,4467,218,35,10,250,515,4,0,8,520,21,52,598,34706,6900,1957,522,44079,418,178,597,44676,2043,111,46827,198,52,0,5,251,30,4,32,283,48,3,335,630,118,39,16,801,31,19,52,853,64,0,910,826,168,41,27,1053,65,20,81,1138,108,3,1247,35532,7067,1993,549,45139,480,199,679,45813,2150,110,48078,6857,1291,460,207,8810,185,63,246,9054,1287,41,10386,82,18,6,55,163,3,0,3,164,14,177,351,42472,8372,2459,803,54111,670,255,930,55036,3446,327,58816
3016,201,0,0,5,201,55,3,262,5795,730,97,15,6642,69,10,78,6723,335,9,7062,7416,1028,157,54,8656,82,20,105,8760,285,3,9043,760,134,90,7,994,14,3,16,1009,33,0,1045,68,9,6,50,136,0,0,0,141,12,11,157,14043,1905,355,127,16427,162,34,196,16627,661,23,17309,107,13,3,3,130,34,7,40,174,30,0,198,228,51,0,12,295,14,12,34,331,13,0,340,340,66,5,16,429,49,19,71,497,42,0,541,14387,1975,357,140,16851,217,59,270,17122,700,23,17846,3176,691,107,85,4060,168,104,267,4334,1174,15,5519,9,16,0,15,41,0,0,0,41,15,61,121,17571,2674,466,242,20959,385,157,540,21497,1893,97,23489
3017,280,3,3,8,285,27,0,315,8502,818,184,69,9571,120,36,157,9722,599,18,10341,7590,882,199,53,8721,102,32,136,8858,416,7,9281,982,151,168,12,1315,17,0,17,1337,63,0,1396,80,14,0,97,188,0,0,0,192,23,13,226,17153,1868,544,229,19790,241,71,307,20100,1105,39,21244,122,16,0,10,149,24,4,26,176,43,0,214,193,29,3,6,232,25,26,47,281,26,6,317,314,48,5,9,378,45,27,73,453,72,11,535,17469,1915,551,235,20172,284,101,386,20555,1172,51,21779,3126,526,127,92,3864,152,45,196,4059,861,11,4938,21,0,9,20,45,0,0,0,45,5,47,103,20615,2437,684,343,24086,440,143,581,24668,2048,108,26818
3018,9,0,0,0,9,0,0,5,424,23,3,0,458,6,8,7,464,32,0,494,668,85,13,11,768,4,0,4,779,56,0,832,55,20,13,0,91,0,0,0,97,0,0,97,6,0,0,8,13,0,0,0,13,0,3,20,1154,132,36,20,1334,14,8,15,1351,84,0,1441,13,0,0,0,13,0,0,0,16,4,0,18,16,0,0,3,21,0,0,0,21,0,0,21,27,0,0,3,38,0,0,0,35,4,0,36,1181,134,36,22,1373,14,8,16,1387,87,0,1483,322,77,27,4,431,9,10,25,454,85,0,542,3,5,0,0,13,0,0,0,13,0,4,16,1512,217,65,23,1816,27,14,41,1855,173,12,2040
3019,21,0,0,0,21,0,0,27,832,58,19,10,926,14,0,14,941,27,3,970,900,125,37,14,1073,3,3,3,1078,25,0,1108,150,9,29,0,183,0,0,0,183,5,0,187,10,0,0,21,29,0,0,0,27,6,0,32,1889,195,82,42,2205,22,3,24,2229,59,3,2290,11,4,0,0,15,0,0,0,15,0,0,15,45,0,0,0,45,0,0,0,45,0,0,43,50,4,0,0,59,0,0,0,59,0,0,57,1945,195,82,42,2266,22,3,24,2289,59,3,2351,284,25,23,14,351,12,4,18,364,38,0,406,11,0,0,4,13,0,0,0,13,0,3,14,2236,222,105,59,2621,33,4,35,2660,104,11,2766
4000,316,0,7,7,322,29,0,356,8281,909,158,74,9423,59,36,98,9521,446,6,9973,14662,1856,297,155,16967,135,39,174,17150,656,27,17823,1248,193,264,20,1726,10,0,10,1739,54,0,1800,194,33,7,213,444,3,3,10,456,24,16,491,24377,2987,723,469,28562,215,86,295,28859,1180,48,30091,93,16,3,0,117,47,8,56,172,24,3,199,233,38,13,6,291,16,18,32,326,21,0,348,329,49,21,9,404,62,24,87,492,50,3,547,24707,3035,744,478,28964,273,113,386,29356,1229,55,30639,5048,859,205,219,6331,171,66,233,6566,1400,39,8000,36,0,3,29,72,0,0,0,73,11,146,235,29799,3902,954,726,35377,444,176,621,35997,2645,234,38871
4001,6489,129,36,170,6659,1088,18,7763,51209,7661,921,253,60037,821,259,1081,61123,3089,85,64301,74140,12481,1383,478,88483,854,291,1148,89632,3125,126,92881,7937,1356,1067,77,10433,67,22,80,10514,318,19,10856,530,120,30,587,1265,14,6,19,1289,115,87,1490,133811,21613,3396,1393,160221,1759,582,2335,162555,6652,314,169530,1181,342,28,23,1578,288,17,304,1884,178,9,2064,2408,551,46,49,3051,231,112,341,3395,219,3,3616,3587,890,77,75,4629,518,132,649,5275,397,7,5683,137407,22508,3471,1461,164848,2278,708,2985,167830,7046,325,175209,29107,7018,1057,755,37937,1279,423,1705,39647,9067,117,48830,241,74,5,158,477,0,0,0,482,52,482,1013,166756,29599,4537,2375,203268,3557,1138,4691,207961,16172,926,225055
4002,25,0,0,0,28,3,0,28,951,97,15,8,1070,3,0,4,1074,58,0,1135,1661,195,29,19,1906,13,7,23,1923,64,0,1986,176,25,14,0,216,0,0,0,216,17,0,230,17,0,0,16,33,0,0,0,33,5,0,38,2802,321,64,45,3234,15,14,26,3262,136,4,3393,22,8,0,0,24,0,0,0,26,0,0,26,26,4,0,6,39,3,0,3,38,3,0,41,42,14,0,7,67,6,0,6,66,3,0,73,2849,332,64,52,3297,17,14,26,3327,142,4,3471,497,154,22,25,703,21,18,39,736,146,3,885,6,5,0,0,7,0,0,0,7,0,6,14,3356,488,87,78,4011,38,30,62,4076,285,9,4373
4003,20,0,0,0,20,4,0,20,455,67,6,0,532,19,0,19,548,46,0,597,571,128,15,4,719,27,11,31,753,37,0,792,45,7,11,3,68,5,0,5,70,10,0,82,12,6,0,15,33,0,0,0,33,8,5,45,1081,210,38,21,1351,49,11,56,1406,98,3,1512,3,6,0,0,7,3,0,3,20,3,0,21,27,3,0,4,33,9,0,9,42,4,0,49,33,11,0,4,49,16,0,16,62,5,0,72,1112,222,42,24,1391,64,11,72,1464,106,3,1583,316,84,14,13,428,25,14,38,468,156,3,623,4,0,0,3,5,0,0,0,5,3,0,14,1432,304,48,48,1835,84,19,106,1937,264,13,2215
4004,4,0,0,0,4,0,0,3,377,39,0,0,419,0,0,0,419,36,0,460,449,42,34,11,542,4,4,5,545,17,0,564,58,17,7,0,80,0,0,0,80,0,0,85,5,0,0,14,16,0,0,0,16,0,0,17,890,99,46,21,1058,7,4,7,1066,59,6,1128,5,7,0,0,9,4,0,4,9,7,0,21,8,0,0,0,8,5,3,7,19,0,0,22,13,7,0,0,19,7,3,10,30,5,0,38,904,105,46,21,1078,11,5,18,1095,65,6,1163,170,46,0,15,230,15,6,27,258,103,0,362,0,0,0,0,0,0,0,0,0,0,6,6,1080,146,47,36,1307,27,14,41,1352,172,9,1530
4005,9,0,0,0,9,0,0,3,438,71,19,3,533,0,0,0,531,29,0,566,879,178,46,13,1123,3,4,11,1133,34,0,1168,73,23,16,0,119,0,0,0,119,4,0,120,5,0,0,10,10,0,0,0,10,0,0,10,1388,277,88,26,1781,3,4,9,1790,70,0,1861,0,4,4,0,8,0,6,3,6,0,0,10,18,0,0,0,18,0,0,0,19,4,0,21,14,4,4,0,20,5,6,3,28,4,0,35,1409,282,86,26,1804,6,8,18,1816,75,0,1894,232,54,7,17,304,10,4,15,319,49,0,369,0,0,0,0,0,0,0,0,0,0,0,3,1636,337,97,39,2110,19,11,31,2141,122,3,2265
4006,6,0,0,0,6,8,0,7,314,26,12,0,352,4,0,3,361,27,0,385,549,66,14,14,647,4,0,4,649,33,0,680,39,5,8,0,55,0,0,0,55,7,0,58,5,0,0,3,12,3,0,3,19,6,0,23,918,93,31,23,1065,10,0,12,1079,70,0,1151,7,8,0,0,12,3,0,3,19,10,0,27,14,0,0,0,12,4,0,4,17,3,0,21,20,9,0,0,31,9,0,9,37,13,0,48,933,102,31,23,1092,19,0,21,1113,82,0,1198,183,45,18,19,263,24,8,32,295,138,0,435,0,0,0,0,3,0,0,0,3,0,9,15,1118,151,47,46,1359,39,13,55,1414,221,14,1650
4007,26,0,0,0,26,0,0,28,452,100,11,5,566,11,4,7,576,44,0,620,857,268,39,7,1177,14,5,16,1194,69,0,1267,58,16,15,0,93,0,0,0,93,6,0,98,11,5,0,5,20,0,0,0,27,0,0,27,1387,385,73,17,1859,23,4,27,1885,119,0,2008,7,0,0,0,7,0,0,0,6,0,0,7,42,8,0,0,50,5,3,9,59,4,0,58,46,8,0,0,58,4,3,8,65,3,0,69,1432,392,69,17,1916,28,9,38,1956,129,0,2078,288,124,14,11,436,21,0,24,460,115,0,575,3,0,0,0,3,0,0,0,3,0,3,8,1723,512,86,32,2357,51,6,61,2415,243,7,2664
4008,3,0,0,0,7,0,0,7,651,47,20,4,722,4,0,9,730,44,5,778,816,93,35,15,958,17,7,22,977,29,0,1008,113,10,7,4,134,4,0,4,139,6,0,146,7,0,0,12,18,0,0,0,18,9,8,24,1579,154,64,34,1834,22,8,28,1861,87,13,1958,18,0,0,0,19,0,0,0,19,7,0,29,32,9,0,0,43,11,3,9,51,0,6,56,46,7,0,0,58,11,3,9,70,14,6,86,1629,159,70,34,1893,25,12,37,1934,92,14,2038,404,58,15,10,485,22,6,27,506,135,3,647,5,0,0,0,5,0,0,0,5,0,4,8,2039,217,85,38,2378,45,14,63,2438,232,21,2698
