SUA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
3002,1431,2851,1686,922,276,0,0,0,7163,248,687,720,569,505,0,0,0,2735,559,3423,5026,8095,9116,12889,8784,3915,51816,2239,6961,7424,9590,9903,12889,8784,3915,61714,153028,160304,154343,137825,111149,79205,39322,9819,844999,8798,12398,9891,7822,5562,4216,2989,1763,53441,164066,179667,171666,155235,126609,96316,51096,15503,960160,480,795,350,200,45,0,0,0,1864,79,207,181,149,71,0,0,0,684,154,707,1052,2082,2204,1757,869,418,9241,711,1705,1587,2429,2324,1757,869,418,11794,151265,174597,170307,154765,128065,100762,54613,21732,956112,7737,10092,7858,5933,4651,4191,4036,3862,48353,159713,186392,179745,163125,135039,106703,59526,26016,1016262,1910,3649,2029,1118,323,0,0,0,9029,328,896,903,718,581,0,0,0,3416,715,4129,6079,10176,11327,14643,9659,4330,61058,2952,8670,9007,12016,12222,14643,9659,4330,73504,304298,334904,324651,292593,239216,179966,93939,31553,1801119,16533,22487,17748,13759,10212,8409,7026,5630,101798,323786,366059,351411,318363,261654,203018,110618,41514,1976418
3003,8,3,3,3,4,0,0,0,22,7,9,13,6,9,0,0,0,44,18,78,104,207,338,709,539,230,2222,35,85,121,216,354,709,539,230,2285,3785,3537,3277,3622,3940,3782,2475,609,25018,228,301,255,289,285,232,176,98,1869,4042,3919,3653,4119,4582,4722,3186,940,29171,0,3,3,0,0,0,0,0,13,0,3,4,0,5,0,0,0,12,11,13,30,46,99,99,52,20,377,9,16,41,55,105,99,52,20,396,3695,3911,3847,4246,4823,4868,3200,1233,29822,214,265,211,217,221,241,284,140,1798,3922,4197,4094,4513,5152,5210,3532,1396,32018,12,6,3,4,3,0,0,0,33,8,10,14,6,12,0,0,0,59,24,86,138,250,443,809,586,251,2587,44,99,160,263,461,809,586,251,2681,7481,7448,7125,7868,8767,8643,5672,1845,54844,440,566,464,502,512,479,457,238,3667,7964,8114,7748,8631,9736,9930,6723,2337,61189
3004,91,205,108,62,29,0,0,0,502,21,66,58,58,59,0,0,0,254,47,209,409,610,665,938,504,199,3573,155,480,579,734,750,938,504,199,4331,7969,8023,8314,8944,8018,5735,2515,570,50086,980,1289,1031,1014,797,626,315,145,6197,9102,9790,9926,10686,9565,7301,3335,908,60613,67,71,34,10,3,0,0,0,182,5,9,22,13,9,0,0,0,62,18,71,103,163,148,101,47,13,654,90,151,153,178,163,101,47,13,896,7913,9371,10169,10404,8831,6554,3045,1101,57382,862,1169,897,769,631,484,372,221,5404,8867,10689,11219,11352,9627,7132,3463,1337,63679,159,280,146,74,38,0,0,0,686,27,69,78,74,69,0,0,0,311,59,284,509,769,813,1036,546,213,4230,244,629,727,916,918,1036,546,213,5231,15884,17392,18481,19342,16845,12290,5564,1667,107467,1836,2459,1936,1779,1430,1107,693,362,11600,17966,20478,21147,22038,19190,14428,6799,2244,124294
3005,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,32,40,38,33,14,6,187,0,20,32,39,40,33,14,6,189,893,963,922,796,619,278,97,16,4595,100,141,146,88,105,34,17,9,634,997,1122,1103,927,769,349,125,34,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,10,11,3,0,0,36,7,4,3,8,11,3,0,0,39,820,1019,1034,766,621,268,104,23,4667,75,85,79,60,41,26,19,20,404,897,1117,1121,840,670,301,126,47,5108,6,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,18,38,47,51,38,11,8,219,4,16,38,50,52,38,11,8,226,1716,1991,1956,1564,1237,549,204,45,9261,172,229,221,148,145,59,37,27,1043,1893,2239,2217,1763,1437,646,254,79,10530
3006,4,0,0,0,4,0,0,0,5,10,8,5,10,3,0,0,0,29,7,56,81,209,203,214,118,62,950,18,60,85,219,205,214,118,62,989,2615,2670,2663,2671,2566,1490,553,121,15353,173,223,240,245,224,113,64,23,1305,2805,2958,2996,3137,2991,1825,738,205,17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,41,35,23,8,4,137,0,11,22,44,35,23,8,4,144,2590,2896,2891,2946,2522,1578,771,257,16455,160,205,172,172,122,94,67,54,1050,2747,3113,3083,3161,2678,1695,851,314,17646,4,0,0,4,4,0,0,0,13,6,8,3,10,3,0,0,0,28,7,67,100,254,232,238,129,61,1087,23,76,107,267,238,238,129,61,1128,5203,5567,5562,5610,5090,3068,1323,380,31811,332,430,413,421,344,209,131,77,2355,5557,6074,6080,6301,5672,3516,1585,520,35298
3007,74,81,81,75,44,0,0,0,356,57,98,105,82,80,0,0,0,426,133,822,1068,1622,1882,3451,2739,1496,13203,262,1000,1256,1781,2003,3451,2739,1496,13985,38022,39875,40243,39705,34769,28651,15977,3895,241143,2520,3637,2941,2749,2189,1934,1503,919,18394,40813,44513,44442,44239,38957,34031,20220,6316,273525,22,25,22,12,11,0,0,0,83,14,30,29,28,15,0,0,0,119,34,117,211,369,425,411,224,166,1958,62,170,260,408,455,411,224,166,2156,38623,44508,45184,44840,40954,35652,20278,7659,277703,2548,3493,2774,2491,2085,1939,1981,1846,19148,41230,48171,48221,47737,43486,38005,22476,9674,299006,95,101,104,92,51,0,0,0,441,76,125,136,110,97,0,0,0,544,163,939,1275,1995,2307,3861,2957,1658,15157,329,1166,1516,2191,2455,3861,2957,1658,16144,76650,84385,85432,84544,75718,64305,36256,11555,518845,5071,7130,5714,5237,4273,3871,3483,2768,37543,82049,92682,92660,91977,82452,72033,42694,15985,572532
3008,0,3,5,0,0,0,0,0,8,0,0,5,0,5,0,0,0,15,0,22,36,77,93,171,131,68,602,7,30,40,78,100,171,131,68,624,1276,1117,984,1081,1137,1050,594,186,7429,89,108,68,76,67,58,37,29,531,1366,1249,1101,1240,1301,1280,765,280,8581,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,15,21,19,18,8,99,5,8,7,16,21,19,18,8,100,1227,1159,1260,1366,1437,1419,918,426,9201,72,76,66,70,46,63,64,42,496,1302,1239,1339,1450,1500,1504,992,477,9798,0,3,3,0,0,0,0,0,13,0,0,5,0,5,0,0,0,16,10,24,44,92,107,194,145,76,698,14,34,53,96,116,194,145,76,725,2496,2274,2245,2449,2568,2470,1511,608,16625,159,183,135,147,112,125,99,67,1031,2671,2489,2434,2688,2806,2783,1759,754,18388
3009,8,0,4,3,0,0,0,0,13,7,6,5,3,12,0,0,0,26,12,57,100,187,337,794,540,220,2257,17,60,114,196,353,794,540,220,2298,2415,2076,2217,2612,3150,3707,2336,487,19005,172,159,165,208,186,267,222,118,1499,2612,2292,2496,3010,3689,4768,3101,823,22799,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,6,6,10,19,49,91,122,66,20,387,9,13,22,55,94,122,66,20,394,2400,2422,2828,3368,4222,4869,2898,952,23964,145,154,144,186,220,276,324,221,1670,2556,2588,2996,3601,4531,5266,3293,1190,26027,3,0,4,8,3,0,0,0,20,7,6,9,3,12,0,0,0,33,17,71,124,239,430,915,606,238,2639,23,72,141,250,442,915,606,238,2690,4820,4496,5051,5976,7371,8578,5242,1440,42967,323,313,306,389,403,546,549,337,3170,5166,4889,5498,6614,8222,10036,6389,2010,48828
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,11,16,27,34,88,53,34,269,3,15,20,27,37,88,53,34,275,583,650,497,461,504,425,266,75,3465,52,58,44,36,33,41,29,7,296,636,721,557,533,574,551,343,115,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,10,0,9,37,0,5,3,5,7,10,0,9,42,638,645,546,568,576,611,341,165,4090,44,40,38,31,33,36,20,26,276,683,694,593,609,616,658,357,204,4409,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,3,17,24,36,46,95,53,36,305,4,17,22,36,48,95,53,36,315,1216,1295,1048,1032,1078,1037,606,247,7554,99,101,81,70,65,77,49,30,575,1321,1412,1150,1135,1190,1204,702,315,8440
3011,3,0,5,0,4,0,0,0,11,4,17,7,5,3,0,0,0,43,12,81,164,289,294,376,233,147,1597,20,102,175,295,303,376,233,147,1659,4752,4853,4825,4603,4436,2920,1320,345,28058,441,701,707,656,606,282,183,103,3670,5218,5652,5709,5551,5346,3580,1741,588,33386,0,6,0,3,0,0,0,0,8,0,5,5,5,0,0,0,0,9,8,22,30,68,70,33,21,9,254,6,30,35,72,68,33,21,9,274,4626,5312,5335,5080,4755,3294,1870,793,31058,427,540,422,379,302,229,210,159,2661,5055,5883,5786,5527,5124,3549,2101,961,33997,3,6,8,0,0,0,0,0,20,6,26,16,8,3,0,0,0,52,14,106,192,356,365,408,258,153,1855,24,132,209,362,376,408,258,153,1931,9380,10167,10160,9686,9194,6209,3198,1138,59116,867,1242,1126,1033,903,508,391,261,6335,10276,11535,11493,11083,10470,7125,3843,1552,67384
3012,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,8,27,39,89,171,344,216,98,981,9,25,42,94,174,344,216,98,994,1400,1113,1115,1339,1606,1606,843,193,9220,233,343,306,180,142,107,85,32,1427,1641,1486,1467,1612,1920,2054,1141,316,11643,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,8,31,41,48,19,10,162,0,5,14,31,41,48,19,10,165,1266,1145,1283,1562,1918,1968,1114,442,10693,95,78,91,84,93,110,91,55,698,1355,1232,1385,1674,2053,2126,1224,509,11558,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,11,3,26,54,118,211,392,231,101,1144,7,33,52,123,214,392,231,101,1159,2664,2262,2393,2900,3521,3574,1955,636,19905,328,423,393,263,240,216,178,86,2132,3005,2716,2847,3279,3975,4181,2369,825,23197
3013,0,0,5,3,0,0,0,0,8,5,9,5,0,3,0,0,0,19,6,27,40,64,69,49,25,7,297,10,36,46,74,75,49,25,7,327,1120,1380,1115,942,852,388,197,31,6014,157,193,141,128,109,52,23,7,816,1293,1611,1302,1137,1032,485,243,50,7156,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,11,6,21,12,0,5,0,50,5,13,6,21,11,0,5,0,56,1084,1512,1206,976,757,384,190,44,6145,114,150,116,88,72,36,30,14,626,1201,1672,1321,1083,842,425,224,65,6831,4,0,5,3,0,0,0,0,6,8,12,3,0,7,0,0,0,32,12,40,44,85,78,55,24,7,343,20,53,49,88,89,55,24,7,388,2205,2888,2322,1916,1612,767,380,75,12159,272,344,255,214,182,88,57,26,1441,2493,3284,2625,2222,1878,907,465,114,13992
3014,3,3,3,0,8,0,0,0,20,9,21,8,11,4,0,0,0,50,18,81,135,218,273,471,284,155,1622,26,108,146,232,281,471,284,155,1702,4791,4726,4339,3886,3859,2686,1338,381,25997,528,790,770,559,380,224,150,120,3509,5347,5623,5248,4667,4517,3378,1772,654,31206,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,4,10,34,50,65,39,23,4,238,4,18,39,51,67,39,23,4,251,4714,5166,4740,4463,4387,3184,2016,828,29505,366,353,319,270,197,174,215,196,2085,5087,5536,5091,4784,4651,3401,2257,1033,31837,3,8,3,0,9,0,0,0,23,9,26,11,13,4,0,0,0,60,21,99,166,269,333,503,310,164,1862,34,125,184,286,346,503,310,164,1947,9513,9891,9075,8344,8241,5870,3351,1208,55501,890,1139,1084,830,580,399,362,309,5597,10434,11158,10341,9457,9174,6774,4028,1683,63041
3015,26,21,32,33,23,0,0,0,138,15,61,58,59,68,0,0,0,258,76,447,751,1187,1431,2866,2213,1148,10123,125,534,833,1278,1526,2866,2213,1148,10521,19355,17660,19813,21951,21143,18419,10086,2513,130937,1110,1371,1454,1499,1200,1060,791,504,8983,20590,19559,22098,24729,23858,22345,13089,4165,150441,8,6,8,7,9,0,0,0,40,6,15,23,19,7,0,0,0,72,21,101,176,346,394,360,188,113,1701,35,124,210,368,409,360,188,113,1813,19443,19988,23289,25752,25996,23234,13304,4999,156004,1075,1249,1232,1184,1133,1072,1040,956,8941,20560,21357,24733,27306,27537,24665,14530,6065,166753,35,34,39,37,29,0,0,0,178,23,74,85,76,75,0,0,0,333,103,549,928,1534,1826,3226,2401,1264,11828,166,660,1051,1647,1936,3226,2401,1264,12336,38805,37645,43104,47700,47135,41653,23389,7510,286940,2188,2616,2686,2686,2329,2133,1828,1455,17923,41150,40917,46836,52035,51398,47013,27618,10225,317195
3016,120,192,112,98,29,0,0,0,555,4,50,39,43,40,0,0,0,176,50,195,316,507,699,1077,636,363,3842,176,441,464,647,769,1077,636,363,4574,8697,8128,7311,6888,6338,5110,3062,801,46344,488,575,427,444,369,324,219,132,2983,9369,9149,8205,7987,7470,6507,3918,1298,53907,22,49,13,6,5,0,0,0,99,3,10,14,7,7,0,0,0,34,12,38,64,133,177,143,88,36,687,33,88,87,149,188,143,88,36,819,8785,9175,8506,8374,7968,7151,4516,1962,56442,465,460,386,317,334,323,336,259,2873,9289,9732,8974,8841,8488,7619,4943,2261,60134,147,249,130,108,26,0,0,0,653,9,55,43,52,41,0,0,0,208,61,233,375,633,882,1216,729,403,4532,215,531,545,799,949,1216,729,403,5393,17488,17310,15811,15262,14307,12262,7576,2766,102785,951,1036,814,763,698,645,556,387,5856,18653,18880,17178,16826,15961,14126,8861,3564,114043
3017,1235,1665,667,389,88,0,0,0,4044,24,93,87,96,109,0,0,0,408,89,545,872,1212,1290,1471,788,247,6506,1348,2302,1620,1690,1491,1471,788,247,10953,10679,9501,8477,8399,7600,5232,2408,527,52827,1681,1686,1335,1076,748,432,240,124,7314,13710,13490,11439,11162,9836,7135,3436,894,71089,315,353,107,39,9,0,0,0,820,16,34,35,34,13,0,0,0,137,47,151,243,360,306,208,82,17,1409,382,537,381,424,329,208,82,17,2366,11709,11476,10921,10543,9394,6846,3678,1369,65935,934,1059,859,711,508,358,293,227,4952,13029,13068,12157,11683,10233,7407,4059,1611,73250,1551,2016,773,426,91,0,0,0,4864,46,128,117,124,124,0,0,0,539,134,694,1106,1566,1601,1671,874,266,7914,1730,2841,2006,2119,1819,1671,874,266,13318,22393,20974,19395,18942,16993,12075,6087,1895,118762,2610,2740,2196,1787,1257,796,530,348,12263,26738,26559,23596,22846,20069,14540,7493,2506,144347
3018,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,12,12,40,70,140,95,52,421,0,19,12,44,70,140,95,52,427,865,775,610,697,818,781,477,94,5131,73,71,39,63,62,51,58,31,445,941,858,660,802,959,975,631,176,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,23,24,10,9,79,0,3,6,11,23,24,10,9,81,789,814,712,884,1003,965,653,237,6065,60,56,50,65,63,65,77,49,484,851,872,774,959,1088,1050,733,294,6633,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,13,21,47,92,158,109,56,502,6,15,21,55,92,158,109,56,511,1660,1587,1327,1584,1823,1750,1130,335,11197,125,126,92,132,127,117,126,79,924,1790,1729,1436,1765,2051,2027,1366,465,12634
3019,0,3,0,0,0,0,0,0,7,6,0,0,0,5,0,0,0,8,3,16,52,80,81,156,104,40,527,9,16,58,80,78,156,104,40,545,1086,921,971,1064,1179,934,478,125,6764,83,130,143,159,156,53,37,13,778,1180,1070,1176,1304,1419,1144,620,178,8086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,17,19,10,8,4,67,3,3,19,17,19,10,8,4,76,1009,1031,1164,1265,1407,1098,628,262,7857,60,87,54,59,82,44,58,37,488,1072,1116,1242,1342,1508,1151,689,298,8423,0,3,3,0,0,0,0,0,7,6,0,0,0,5,0,0,0,8,6,15,67,94,97,169,111,41,598,12,22,71,94,94,169,111,41,617,2093,1951,2137,2330,2588,2030,1111,383,14622,141,222,199,222,241,100,87,59,1267,2253,2190,2410,2646,2926,2302,1310,480,16510
4000,16,35,33,46,25,0,0,0,152,3,26,37,28,49,0,0,0,145,20,158,306,699,1225,2722,1151,670,6945,39,213,376,768,1297,2722,1151,670,7239,12737,12231,12790,15534,18944,16334,8096,1832,98488,1218,1299,1420,1534,1618,1399,791,316,9599,13998,13743,14586,17834,21863,20453,10035,2817,115330,8,11,13,10,4,0,0,0,42,3,11,12,9,16,0,0,0,51,6,45,67,179,267,238,97,50,952,19,66,98,191,285,238,97,50,1045,11332,12420,13634,16310,19465,17224,8980,3395,102766,980,939,896,1124,1227,1229,857,546,7793,12331,13424,14628,17628,20978,18687,9928,3995,111605,28,45,47,53,23,0,0,0,194,10,38,52,31,57,0,0,0,192,23,196,374,876,1496,2959,1248,719,7903,65,282,473,959,1582,2959,1248,719,8291,24068,24647,26419,31843,38410,33560,17073,5226,201261,2197,2234,2318,2662,2852,2623,1643,863,17391,26325,27167,29212,35468,42841,39144,19968,6809,226935
4001,669,1115,696,422,155,0,0,0,3057,151,394,321,273,294,0,0,0,1440,184,1201,1874,3139,4524,7623,4635,2705,25879,1005,2712,2890,3829,4975,7623,4635,2705,30373,81195,88501,83041,77517,71730,55000,29868,9830,496695,3432,4594,3975,3424,2853,2215,1700,1078,23272,85629,95811,89907,84773,79557,64840,36205,13606,550334,180,274,117,65,28,0,0,0,659,43,83,100,88,43,0,0,0,360,60,239,370,821,1145,927,343,340,4240,284,594,586,969,1221,927,343,340,5262,78172,91936,88933,83688,81882,70187,41579,19973,556352,3014,3750,3135,2658,2417,2413,2471,2095,21950,81468,96288,92653,87317,85517,73529,44388,22406,583562,850,1388,808,485,188,0,0,0,3717,194,480,425,360,338,0,0,0,1799,244,1442,2243,3957,5673,8544,4975,3045,30123,1291,3306,3480,4799,6196,8544,4975,3045,35634,159367,180446,171974,161211,153618,125190,71448,29799,1053040,6444,8346,7106,6085,5275,4628,4167,3171,45215,167100,192093,182556,172090,165080,138364,80593,36015,1133898
4002,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,11,0,21,23,66,107,199,129,79,625,5,23,29,74,111,199,129,79,641,1629,1618,1475,1602,1656,1334,687,204,10210,109,102,84,88,72,89,70,27,646,1739,1751,1583,1762,1838,1621,887,310,11494,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,11,20,21,21,6,4,82,5,4,11,20,24,21,6,4,84,1629,1752,1655,1828,1894,1611,997,416,11784,98,91,94,89,82,94,95,91,721,1731,1844,1760,1936,1996,1727,1101,512,12595,0,0,0,0,0,0,0,0,3,5,5,0,0,5,0,0,0,21,0,16,33,89,127,214,131,79,702,8,26,37,89,132,214,131,79,723,3252,3368,3125,3433,3551,2947,1689,620,21995,206,196,180,174,156,181,168,120,1371,3472,3586,3341,3699,3837,3342,1988,824,24089
4003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,11,29,71,117,92,44,387,7,7,11,29,72,117,92,44,389,965,958,863,927,959,849,564,150,6238,103,238,220,142,96,62,43,21,920,1062,1203,1104,1101,1133,1029,702,219,7550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,9,4,53,0,0,0,11,11,10,9,4,49,931,1052,882,1005,1187,1032,712,310,7102,72,61,59,68,53,66,60,31,474,999,1110,941,1085,1258,1108,775,348,7628,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,20,42,91,129,103,55,436,4,7,20,42,91,129,103,55,443,1895,2008,1747,1934,2144,1882,1273,466,13341,171,303,276,216,154,125,102,53,1394,2068,2315,2040,2191,2389,2132,1475,570,15178
4004,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,27,47,91,37,15,218,0,7,9,29,47,91,37,15,231,683,817,612,638,770,525,314,64,4433,145,328,244,132,90,57,30,8,1040,826,1154,866,801,911,669,381,92,5703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,9,0,0,28,0,0,5,7,9,9,0,0,29,627,870,694,761,793,606,360,142,4862,61,63,61,68,64,43,30,14,399,689,934,766,836,863,651,392,158,5294,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,16,38,52,100,37,15,251,0,7,14,38,54,100,37,15,261,1313,1687,1308,1401,1566,1131,675,207,9291,200,390,309,202,152,94,62,28,1441,1520,2087,1628,1645,1772,1324,771,248,10995
4005,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,5,8,17,41,51,102,59,45,317,3,9,17,41,52,102,59,45,322,814,879,838,884,932,740,398,105,5594,85,91,126,128,91,56,35,21,640,899,983,969,1059,1074,904,495,178,6558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,10,10,7,0,51,0,0,3,19,10,10,7,0,51,819,932,908,963,1023,895,487,234,6257,70,54,62,57,57,46,39,24,413,889,986,980,1035,1094,952,531,265,6723,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,8,5,10,19,55,58,111,67,45,366,3,13,18,59,66,111,67,45,378,1632,1809,1746,1847,1957,1635,889,342,11857,155,145,182,186,151,107,78,48,1049,1789,1967,1949,2095,2170,1851,1022,434,13282
4006,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,21,34,39,112,63,37,314,6,6,20,34,41,112,63,37,315,804,745,601,791,843,619,416,124,4948,61,59,49,43,46,30,22,15,323,874,808,669,871,930,761,503,178,5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,12,3,6,40,0,0,5,6,6,12,3,6,42,800,742,682,855,880,811,563,233,5563,42,67,32,55,33,44,40,17,335,848,807,717,912,919,868,601,259,5939,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,6,20,40,48,122,69,43,348,6,11,23,40,50,122,69,43,361,1605,1489,1281,1645,1727,1424,977,355,10510,110,122,85,98,73,80,60,35,657,1717,1616,1387,1778,1849,1627,1106,439,11521
