SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
2014,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,4,0,0,0,0,0,0,0,0,6,0,8,3,4,0,0,0,0,0,0,0,0,5,0,3,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,5,4,5,7,3,0,0,0,0,27,0,41,6,0,4,0,0,0,0,0,0,0,0,0,0,56,0,7,4,28,40,22,23,12,4,3,0,0,0,0,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,4,0,4,0,4,0,3,6,0,0,0,0,3,0,0,26,3,23,13,0,0,0,0,0,0,0,0,5,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,3,4,4,5,0,4,0,0,0,55,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,18,0,65,0,3,0,0,3,0,0,0,0,0,0,0,0,81,0,0,12,26,20,27,34,20,0,0,6,0,0,0,4,152,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,11,0,0,3,0,0,0,0,24
2016,18,5,0,5,3,0,3,116,0,0,0,0,0,149,159,83,19,29,15,21,0,3,9,494,0,0,8,8,3,7,6,11,3,0,7,0,0,0,0,58,28,280,171,36,3,10,0,0,4,0,0,0,4,0,31,575,0,0,0,0,0,4,5,0,0,4,0,6,0,0,0,14,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,5,10,4,53,108,101,136,93,75,11,0,28,633,0,0,0,0,0,4,27,8,11,6,24,10,8,0,0,104,0,90,6,0,12,3,3,0,0,0,0,0,0,0,6,120,0,3,22,54,48,87,128,79,12,23,18,7,4,5,20,513,4,15,26,9,7,4,0,4,0,4,0,0,0,0,0,71,0,0,0,0,0,5,39,124,22,22,21,10,14,3,10,278
2017,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,8,3,55,31,6,0,0,0,0,0,0,0,0,0,0,7,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,15,26,44,27,5,0,11,184,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,9,4,11,11,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,4,0,0,0,0,0,0,34
2018,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,15,15,16,4,6,9,0,0,0,0,0,0,4,79,16,150,196,31,8,6,3,6,0,0,0,0,0,0,31,441,0,0,0,0,0,0,3,0,0,0,0,3,7,3,3,24,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,4,7,21,37,7,3,10,4,0,0,0,110,0,0,0,0,0,0,6,4,6,8,9,4,3,0,0,37,12,206,21,17,21,5,4,0,0,0,0,3,0,0,16,307,3,3,19,70,92,55,82,51,9,4,11,13,0,4,22,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,16,3,9,6,6,0,0,0,51
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,3,0,0,19,9,109,68,5,3,0,0,0,0,0,0,0,0,0,17,217,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,7,4,6,6,6,0,0,4,56,0,0,0,0,0,0,10,16,17,8,12,5,0,0,4,67,3,57,4,4,0,0,3,0,0,0,0,0,0,0,0,77,4,0,10,29,13,15,27,8,5,0,4,5,0,0,7,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,0,0,0,19
2020,5,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,4,22,4,14,5,4,12,0,0,0,0,0,0,0,71,8,55,30,7,3,0,3,0,4,0,0,0,0,0,5,120,0,0,5,0,0,0,6,6,0,3,0,0,6,0,0,24,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,12,3,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,20,197,36,14,32,7,3,9,0,0,0,0,0,0,0,313,6,0,35,61,104,92,130,38,11,8,7,0,0,4,24,513,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,11,7,7,0,4,0,0,0,35
2021,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,7,13,5,22,7,0,0,4,0,0,0,0,83,0,9,9,0,0,3,3,0,0,0,0,0,3,0,3,33,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,21,0,0,0,0,0,3,12,3,3,0,0,9,3,0,5,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,6,0,8,14,6,0,0,0,3,0,4,57,0,0,0,0,0,0,6,7,5,4,6,0,0,0,0,34,7,63,10,0,10,8,4,0,0,0,0,0,0,0,4,105,0,3,14,55,59,81,90,42,8,6,7,11,3,6,14,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,9,0,0,13
3000,6,7,5,3,0,0,12,108,0,0,6,0,3,5,5,9,0,0,0,0,0,7,3,43,21,37,112,118,102,74,195,149,12,8,15,38,29,3,39,957,224,866,443,74,31,30,59,80,16,17,35,70,39,9,186,2188,0,13,6,10,27,93,140,84,18,15,48,87,33,4,18,590,0,0,0,3,14,29,126,87,18,27,70,132,48,13,11,581,0,4,4,17,8,4,5,0,0,0,0,0,0,0,0,40,0,38,127,113,76,43,73,47,38,42,33,34,14,3,32,708,0,0,0,0,3,0,42,57,36,39,63,62,13,5,9,329,99,833,283,185,197,106,156,57,12,10,19,33,7,4,92,2104,40,115,1035,3080,3958,2646,2723,1171,130,134,148,152,75,91,980,16489,0,0,10,12,7,3,3,0,0,0,0,0,0,0,3,40,0,0,5,7,3,7,21,49,14,13,17,15,4,6,4,172
3001,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,9,0,0,6,3,3,0,0,41,0,7,8,0,0,4,0,10,3,0,0,7,3,0,0,40,0,0,0,0,0,3,4,6,5,0,0,0,0,0,0,18,0,0,0,0,0,4,6,4,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,7,3,0,0,3,0,0,5,29,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,0,8,4,4,3,5,6,3,0,0,0,0,5,0,0,43,0,5,13,66,97,73,172,92,11,13,8,18,14,10,22,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
3002,298,277,288,310,118,77,110,6262,0,4,10,13,33,330,705,524,437,133,87,254,67,16,52,2665,48,198,462,617,1059,608,2149,1534,124,139,140,168,82,36,168,7541,273,1750,1437,427,203,207,498,758,147,145,123,172,61,9,255,6478,6,56,36,88,347,966,1842,825,172,224,251,355,219,77,145,5605,0,0,3,78,567,1273,5472,2687,508,517,615,810,292,57,298,13183,9,26,140,222,180,121,203,97,30,26,15,29,15,7,38,1159,16,107,680,1060,1921,1188,2903,1659,390,372,469,403,267,67,268,11767,0,0,0,0,19,115,1439,1233,369,671,1126,1115,244,13,94,6453,228,2249,689,491,651,381,624,288,66,47,64,81,41,20,172,6096,140,341,2398,9365,17765,19285,29840,16030,2185,1983,2368,2385,1009,925,3234,109251,4,5,92,158,127,148,78,38,9,12,0,5,6,0,8,701,3,3,28,43,132,311,1237,1607,349,285,311,314,161,52,68,4898
3003,0,4,0,4,0,0,0,22,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,18,0,9,13,16,10,0,14,8,5,0,0,0,0,0,0,92,13,74,49,16,0,0,0,9,3,0,0,0,0,0,6,183,0,0,0,0,0,7,7,4,0,3,8,24,3,0,0,64,0,0,0,0,0,6,46,31,9,17,19,37,6,7,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,10,7,10,12,18,26,36,42,33,16,0,15,242,0,0,0,0,0,0,45,22,7,17,11,20,8,0,0,137,21,117,22,32,17,10,9,6,0,5,0,0,0,0,7,248,0,15,87,295,356,239,230,102,8,15,16,29,14,11,44,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,12,0,0,0,31
3004,0,0,0,0,0,0,0,64,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,16,5,8,31,44,69,43,101,60,6,7,9,8,7,0,5,396,15,160,104,26,20,29,62,103,10,11,7,33,14,4,44,647,0,3,8,12,93,442,663,215,26,22,37,30,26,0,41,1613,0,0,0,5,13,60,294,201,20,36,20,23,10,0,17,708,0,0,8,6,9,6,7,4,0,0,0,0,0,0,4,34,0,3,30,48,51,26,58,29,17,8,8,13,10,0,6,320,0,0,0,0,0,3,114,217,40,58,51,44,9,8,9,551,6,114,54,53,54,40,80,36,5,12,7,10,0,0,15,496,7,24,232,645,969,781,935,440,62,46,75,71,29,40,120,4469,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,14,16,3,10,4,10,3,0,4,74
3005,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,0,8,4,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,6,8,7,0,0,3,44,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,11,0,0,8,61,74,82,180,96,15,3,15,6,9,6,15,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,0,3,0,0,0,0,0,24,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,14,0,0,13,3,6,5,10,24,0,0,0,0,0,0,0,65,4,7,11,4,0,4,9,12,6,0,0,0,0,0,3,52,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,16,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,8,10,0,4,0,3,0,0,6,52,0,0,0,0,0,0,4,3,3,0,8,3,0,0,0,23,3,32,15,8,3,0,6,3,0,0,0,0,0,0,0,76,0,3,50,163,273,220,385,237,19,22,27,19,12,6,34,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,17,4,0,0,0,0,47
3007,27,37,44,52,28,10,17,1075,0,0,9,13,10,56,121,50,13,3,10,9,0,3,5,305,12,60,175,194,219,140,433,314,23,27,40,23,11,3,50,1713,80,571,405,119,70,83,175,228,40,65,46,53,25,3,99,2071,6,14,23,73,519,1029,1472,643,136,152,124,173,96,17,113,4588,0,0,5,52,206,517,1257,620,136,163,161,205,94,9,81,3510,4,18,73,65,52,36,32,17,0,5,4,3,6,0,20,345,7,21,159,205,341,249,434,226,73,52,43,55,42,6,46,1962,0,0,0,0,4,11,202,264,115,115,168,154,43,4,19,1085,119,759,241,149,188,119,202,64,23,32,16,16,16,0,46,1995,62,213,1281,4180,7747,8104,13131,6032,864,770,832,834,408,412,1330,46200,0,3,62,59,52,39,42,21,7,15,0,13,0,0,11,330,0,3,9,11,26,52,167,157,49,51,34,43,33,4,15,648
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,3,0,0,0,0,0,0,0,21,0,3,10,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,41,9,5,0,0,5,0,0,0,0,0,0,0,0,72,3,6,44,105,130,81,59,39,0,0,9,7,0,0,12,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
3009,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,23,9,15,11,17,11,3,0,0,0,0,4,3,103,5,33,23,17,0,6,14,5,0,0,0,0,3,0,0,102,0,0,0,0,4,10,9,6,0,0,0,9,0,3,5,34,0,0,0,0,5,0,22,0,0,3,0,0,0,0,0,36,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,14,0,3,15,10,11,13,14,9,7,0,0,0,4,0,6,89,0,0,0,0,0,0,25,15,11,10,8,0,0,0,0,68,25,151,40,14,19,17,4,0,0,0,0,0,0,0,9,278,3,12,114,358,458,359,391,140,27,13,20,24,15,14,78,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,17,0,3,0,0,3,3,0,33
3010,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,14,3,18,3,0,0,0,0,3,0,0,0,0,0,0,0,26,3,0,6,34,40,21,39,17,5,0,0,6,0,0,6,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3011,0,3,5,0,0,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,4,6,11,9,21,49,3,7,4,6,0,0,0,127,10,47,27,6,0,0,8,23,0,3,0,4,0,0,7,133,0,0,0,0,3,12,9,7,4,0,0,11,6,0,0,45,0,0,0,0,4,3,28,9,0,5,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,6,19,16,11,3,4,4,14,3,0,109,0,0,0,0,0,0,32,17,11,7,21,8,3,0,0,98,0,45,21,17,25,4,16,6,0,0,0,0,0,0,5,146,6,14,84,297,337,295,542,351,37,29,33,50,24,11,51,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,3,5,0,0,4,0,0,47
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,6,0,0,0,0,0,0,0,0,25,0,8,5,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,4,31,9,7,0,9,5,0,0,0,0,0,0,0,3,64,7,7,35,112,150,72,58,27,10,4,4,6,0,0,24,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
3013,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,8,0,3,0,0,0,0,0,28,0,8,5,5,5,0,0,0,0,0,0,5,0,0,3,29,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,9,3,8,7,3,0,0,0,18,0,6,6,0,0,3,3,0,0,0,0,0,0,0,0,21,0,5,14,32,59,112,212,223,11,15,23,21,3,24,33,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,5,0,21
3014,3,0,0,0,0,0,0,31,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,5,6,3,10,4,6,6,19,0,0,0,0,0,4,0,67,0,7,0,7,3,0,0,3,0,0,0,0,0,0,3,28,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,35,0,0,0,0,0,3,25,6,8,5,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,10,6,3,13,15,4,4,4,8,0,0,4,80,0,0,0,0,0,3,63,44,20,38,31,22,12,0,0,223,8,47,11,7,4,4,9,0,0,0,0,0,0,0,5,97,5,4,38,170,205,162,257,140,15,18,12,18,24,9,50,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,3,9,3,0,0,0,50
3015,0,10,12,20,6,0,0,167,0,0,5,3,0,6,7,0,0,0,0,0,0,0,0,24,8,34,90,107,137,87,249,187,23,20,11,21,5,0,22,1009,38,192,120,48,25,41,103,147,21,21,17,21,6,0,35,836,0,6,4,6,38,62,175,93,13,22,19,30,17,5,20,509,0,0,0,3,20,15,160,201,68,55,45,46,6,0,13,651,0,8,10,13,8,0,5,4,0,0,4,0,0,0,0,48,6,26,90,101,82,43,69,52,19,21,15,19,8,0,20,560,0,0,0,0,0,3,107,183,114,145,171,92,26,0,27,869,71,537,209,112,136,79,172,85,12,25,10,20,3,0,48,1523,38,115,715,2203,3292,2667,3936,1698,226,251,216,239,143,104,492,16338,0,3,12,5,3,6,0,0,0,3,0,0,0,0,0,35,0,0,3,4,8,5,24,42,4,13,7,8,0,0,4,125
3016,7,25,6,9,0,3,4,149,0,0,0,0,0,8,108,164,8,127,549,971,165,11,82,2200,4,11,13,24,37,23,31,25,0,0,0,3,9,0,6,183,8,32,32,7,0,5,0,9,0,0,0,7,0,0,9,116,0,0,0,0,0,20,37,23,6,7,4,9,0,0,3,101,0,0,0,0,9,12,83,65,22,15,19,12,0,0,10,246,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,5,24,28,31,27,89,51,7,13,3,10,3,0,9,292,0,0,0,0,3,5,105,147,47,111,117,125,39,0,10,717,16,145,42,25,20,13,27,11,0,0,0,0,0,0,8,304,8,18,108,357,445,354,352,217,26,25,31,25,12,13,69,2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,31,60,15,13,10,20,5,3,0,165
3017,0,0,12,10,5,0,0,63,0,0,0,0,0,0,14,12,0,0,0,0,3,0,0,40,9,21,24,23,37,19,90,55,5,4,3,13,0,3,3,317,27,110,95,28,14,14,31,32,4,7,7,7,5,0,31,409,0,0,0,0,9,19,48,33,4,4,7,6,0,0,5,145,0,0,0,0,14,25,112,94,23,23,22,34,15,0,13,372,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,16,69,51,49,21,75,36,8,10,9,7,5,6,13,371,0,0,0,0,0,4,50,55,12,14,27,17,12,0,0,195,7,115,39,25,17,21,52,12,0,3,0,5,3,0,0,310,7,18,163,509,801,647,836,438,51,45,53,65,32,26,132,3819,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,24,27,0,9,4,22,4,0,0,110
3018,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,6,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,7,0,0,9,15,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,6,5,5,0,0,0,0,0,0,0,0,0,0,34,0,4,15,51,51,37,30,18,6,0,3,0,0,0,11,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
3019,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,3,17,4,0,0,3,0,0,7,45,0,7,6,0,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,12,9,22,6,4,5,3,0,0,0,0,0,0,0,0,0,40,0,6,26,109,113,78,107,75,4,9,8,25,7,0,18,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,3,0,0,4,0,0,8,52,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,13,4,19,54,36,26,19,39,40,5,3,0,3,3,0,10,272,29,209,152,34,16,8,14,23,0,0,3,3,3,0,26,528,0,6,0,3,3,17,23,7,4,0,3,11,5,0,5,82,0,0,0,0,6,8,28,13,3,3,0,4,4,0,5,80,5,0,7,3,4,5,0,4,0,0,0,0,0,0,0,29,4,4,25,14,15,18,45,34,62,82,90,57,7,0,13,456,0,0,0,0,0,0,20,14,7,8,15,26,14,0,11,114,30,583,188,51,36,25,52,18,4,4,4,15,0,0,23,1043,8,20,156,380,490,337,367,210,44,36,32,37,27,11,128,2279,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,45,12,14,11,21,10,0,3,120
