SUA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
4000,0,0,0,4,0,0,0,0,0,6,0,3,0,23,15,26,26,30,4,129,0,0,3,18,12,43,90,94,41,299,0,0,0,10,4,3,3,0,0,20,0,0,8,16,0,0,0,0,0,34,0,0,0,4,3,3,6,0,0,10,3,7,27,144,24,15,11,3,0,230,0,0,0,0,0,7,25,10,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,12,0,0,10,49,4,0,0,0,0,66,0,0,3,21,19,68,258,118,28,507,4,38,64,263,232,268,218,77,13,1170,0,0,0,0,0,0,5,0,0,6,0,7,15,43,3,3,0,0,0,82,0,0,0,7,24,16,9,6,0,58,0,87,73,175,67,14,11,0,0,435,0,0,0,11,18,7,24,0,10,65,0,0,0,34,0,0,0,0,0,38,0,8,16,38,48,163,196,102,24,586
4001,0,46,98,342,183,113,48,18,0,854,0,95,72,380,224,237,227,168,93,1498,5,44,62,460,317,931,2266,2149,1287,7532,5,63,73,142,85,18,30,10,0,427,20,126,314,810,275,101,19,6,4,1677,3,42,50,201,164,184,149,76,29,897,30,300,591,1434,506,333,377,189,37,3799,0,6,0,21,21,89,233,148,55,572,0,4,12,46,26,9,6,8,5,124,10,59,213,562,150,59,26,7,4,1089,9,218,775,2436,111,24,27,3,0,3599,0,24,50,136,159,254,812,599,160,2194,34,234,384,1431,1002,930,733,273,52,5068,0,0,5,25,23,30,41,23,14,157,50,502,541,1583,235,89,37,17,4,3059,8,15,32,95,166,69,36,9,3,426,25,361,795,2046,816,426,154,33,9,4667,5,18,31,421,265,387,551,185,108,1968,0,3,9,18,17,6,7,0,0,63,7,77,160,520,572,1162,1056,673,227,4457
4002,0,8,0,5,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,9,0,0,0,5,0,6,23,21,14,72,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,52,22,10,0,0,0,98,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,7,41,22,8,78,0,9,3,43,32,27,18,4,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,5,20,5,4,0,0,0,46,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,15,9,5,48
4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,10,20,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,23,0,5,18,22,18,17,18,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,21,47,71,32,12,4,0,0,184,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,25
4004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,6,11,5,0,20,0,0,3,5,8,8,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,22,0,0,6,22,25,12,4,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,17,5,3,0,0,0,33,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,15
4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,23,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,6,3,0,17,0,0,0,12,10,7,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,6,15,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,8,0,27
4007,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,11,11,0,33,0,0,0,0,6,3,20,21,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,0,0,15,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,3,4,45,39,11,99,3,3,0,7,26,29,32,23,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,5,3,0,0,8,0,4,3,5,0,0,0,0,0,19,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,22,56,39,10,134
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,4,13,11,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,13,9,3,36,0,0,5,13,20,20,14,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,16,25,39,32,7,0,0,0,126,0,0,0,0,0,3,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,80,49,38,6,207
5000,0,0,0,19,8,0,0,0,0,34,0,6,24,219,53,57,44,37,12,449,0,0,16,116,14,56,145,111,62,526,0,3,3,16,5,0,5,0,0,37,0,0,8,37,3,0,0,0,0,59,0,0,0,7,6,3,0,0,0,33,0,5,15,107,45,42,23,8,0,251,0,0,0,0,3,9,22,13,0,41,0,0,0,20,5,11,5,0,0,45,0,0,10,45,24,18,16,0,4,117,0,0,5,30,3,3,0,0,0,42,0,4,19,52,38,76,185,114,22,505,26,107,224,1271,922,1003,630,164,15,4367,0,0,0,7,0,11,8,7,3,34,0,9,5,41,0,8,4,0,0,76,0,0,7,32,45,20,4,0,0,115,10,136,179,564,233,60,12,0,0,1195,0,0,0,16,15,12,20,12,3,86,0,0,0,18,10,0,0,0,0,34,0,5,17,109,111,194,180,90,21,731
5001,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,5,4,0,32,0,0,0,5,9,8,16,19,11,68,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,12,4,0,0,44,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,5,24,9,5,3,0,0,51,0,0,0,3,0,0,0,0,0,3,0,0,0,9,11,12,34,36,3,101,0,6,22,80,63,58,42,16,0,298,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,25,44,102,47,9,0,0,0,237,0,0,0,8,3,0,0,8,3,17,0,0,0,0,0,0,0,0,0,3,0,0,6,11,9,31,27,28,7,109
5002,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,6,4,0,23,0,0,0,16,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,5,4,0,0,12,0,7,3,50,29,21,19,5,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,9,21,37,13,11,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,6,5,0,0,22
5003,0,0,0,10,3,0,0,0,0,22,0,12,8,61,27,20,18,10,8,167,0,0,3,10,5,14,47,48,39,169,0,5,0,12,7,0,0,0,0,28,0,3,5,43,5,0,0,0,0,62,0,0,0,3,0,7,3,0,0,24,0,4,5,32,16,8,10,7,0,83,0,0,0,0,0,3,4,0,0,11,0,0,0,10,4,9,6,0,3,25,0,3,4,13,5,6,3,0,0,26,0,0,4,25,0,0,0,0,0,36,0,4,0,11,17,11,42,27,7,133,9,69,108,351,221,239,143,37,3,1188,0,0,0,0,0,0,0,0,0,0,0,15,0,28,0,0,4,0,0,49,0,0,0,5,9,5,0,0,0,16,7,60,71,156,84,18,0,0,0,394,0,0,0,7,4,6,14,3,4,37,0,0,0,5,0,0,0,0,0,6,0,3,12,29,36,61,53,33,6,235
5004,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,6,17,9,0,76,0,3,0,23,3,5,15,4,7,60,0,3,5,3,0,0,0,0,0,10,0,5,0,15,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,4,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,9,0,0,3,12,5,8,30,14,4,72,0,30,20,120,101,99,86,34,5,496,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,0,0,0,14,0,0,0,0,4,3,0,0,0,10,0,4,15,22,7,0,0,0,0,47,0,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,19,16,32,42,23,4,135
5005,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,17,0,7,0,41,22,43,24,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,4,9,0,29
5006,0,0,0,0,0,0,0,0,0,3,0,0,0,17,10,0,3,0,0,35,0,0,0,3,5,4,16,23,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,19,9,8,0,0,0,39,0,0,0,0,0,0,0,6,0,10,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,5,3,0,0,7,0,6,0,11,0,0,0,0,0,10,0,0,0,5,5,5,13,14,3,41,0,19,16,84,65,89,65,16,4,360,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,5,3,24,28,70,39,15,0,0,0,176,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,26,18,17,0,79
5007,0,5,0,4,0,0,0,0,0,4,0,3,0,40,8,4,0,0,0,56,0,0,0,11,0,4,4,3,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,6,8,0,0,15,7,80,122,363,210,220,87,14,0,1093,0,0,0,0,0,0,0,0,0,0,0,3,5,24,0,3,0,0,0,34,3,8,15,29,20,4,0,0,0,85,0,38,53,149,65,30,3,0,0,333,0,0,0,0,4,0,0,0,0,8,0,0,0,9,5,5,0,0,0,12,0,0,0,19,9,19,10,4,0,63
5008,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,0,0,0,50,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,16,0,0,0,4,5,0,0,0,0,9,0,10,28,165,86,72,28,4,0,396,0,0,0,0,0,3,0,0,0,8,0,0,0,15,0,0,0,0,0,20,0,0,0,6,6,0,0,0,0,15,0,19,24,68,59,18,3,0,0,197,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,20,8,11,5,0,0,49
5009,9,134,192,726,396,267,88,28,10,1856,27,457,466,4322,986,839,805,475,153,8523,5,107,176,1396,584,986,2244,1931,1064,8489,52,163,146,454,226,90,71,29,9,1249,25,170,236,1602,365,191,69,21,6,2692,0,23,36,157,133,101,109,43,3,605,55,666,1556,5112,1955,1720,1933,881,185,14065,0,0,6,28,22,67,138,97,24,391,0,58,241,1070,298,341,262,111,41,2434,10,74,272,1360,719,736,600,278,107,4147,8,54,353,1575,121,31,8,0,0,2156,12,81,132,419,396,373,984,787,261,3443,221,1946,2782,10531,5521,5330,3190,942,143,30609,0,21,30,374,272,300,387,171,65,1629,70,395,802,2550,349,157,94,33,8,4449,0,36,95,164,236,98,34,0,4,669,66,1507,2722,4662,2704,900,244,57,9,12876,6,44,55,590,289,375,596,162,80,2193,0,6,26,108,58,43,28,7,0,282,26,416,838,2346,1988,2396,1943,1221,328,11500
5010,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,23,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,9,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,28,39,170,91,118,15,0,0,464,0,0,0,4,0,3,5,0,0,7,0,0,0,10,3,0,0,0,0,12,0,0,4,7,3,0,0,0,0,12,0,28,29,85,35,19,6,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,0,0,0,33
6000,0,0,0,0,0,0,0,0,0,8,0,0,5,21,16,15,31,17,4,115,0,0,4,18,7,13,35,12,6,98,0,0,0,3,5,3,0,0,0,19,0,7,4,14,3,3,0,0,0,32,0,0,0,3,0,4,3,0,0,8,0,0,3,13,11,10,9,4,4,50,0,0,0,0,3,4,9,8,0,28,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,24,190,0,0,0,0,0,219,0,3,8,28,28,55,135,108,14,384,3,22,41,216,225,282,253,89,14,1151,0,0,0,0,0,0,0,0,0,5,0,0,6,145,5,0,3,0,0,155,0,0,0,21,20,19,9,0,0,69,7,20,21,44,13,7,7,0,0,111,0,0,5,12,9,11,21,6,0,55,0,0,5,4,0,4,0,0,0,11,0,4,11,25,31,85,127,77,20,371
6001,0,3,0,3,0,0,0,0,0,13,0,0,4,0,4,0,4,0,0,13,0,0,0,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,47,0,0,0,0,0,49,0,0,0,4,6,4,12,14,0,32,0,0,5,28,33,30,18,15,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,0,7,6,0,0,0,0,25,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,17,10,14,3,47
6002,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,6,3,11,0,0,0,4,4,3,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,6,0,0,16,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,101,0,0,0,0,0,105,0,0,0,3,3,5,16,10,4,48,0,4,7,24,23,35,25,10,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,18,5,0,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,9,16,22,4,64
6003,0,0,0,13,4,6,0,4,0,28,0,9,11,40,21,22,29,16,3,160,0,3,0,40,18,25,68,68,45,268,4,11,15,26,8,6,8,0,0,84,4,25,20,144,17,26,4,3,0,245,0,0,0,18,8,4,9,0,0,38,0,6,67,170,32,34,28,16,5,365,0,0,0,0,4,7,6,0,3,27,0,0,4,20,6,0,3,0,0,30,0,0,10,20,8,7,8,0,0,51,9,68,251,1873,25,5,0,0,0,2235,0,4,6,38,23,33,120,106,29,358,7,39,55,249,178,175,147,46,15,916,0,0,0,4,0,4,0,0,0,9,13,28,32,493,14,3,0,0,0,581,0,0,0,14,26,18,0,0,0,55,6,46,57,183,51,16,13,3,0,383,0,0,3,35,14,23,35,18,11,130,0,0,0,8,6,6,0,0,0,15,0,15,6,49,79,94,104,77,31,465
6004,0,0,0,0,0,0,0,0,0,3,0,3,4,14,8,4,5,5,4,56,0,3,0,8,0,6,16,22,20,76,0,0,5,3,0,0,0,0,0,16,0,4,6,29,8,0,4,0,0,56,0,0,0,0,0,7,0,0,0,6,7,9,39,67,16,11,4,0,0,162,0,0,0,0,0,0,0,7,0,9,0,0,0,5,0,0,0,0,0,8,0,12,28,33,25,3,0,0,0,98,4,58,110,536,7,0,0,0,6,725,0,0,0,12,12,13,55,62,24,183,0,16,24,90,78,69,44,26,3,349,0,0,0,0,0,0,0,0,0,0,4,20,15,207,7,0,0,0,0,257,0,0,0,3,12,0,0,0,0,20,4,12,25,47,19,11,6,0,0,114,0,0,0,4,8,7,5,7,8,31,0,0,8,9,3,0,0,0,0,16,0,4,5,20,25,42,50,25,21,182
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,5,6,20,20,11,62,0,4,0,11,6,5,7,4,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,0,25
7000,0,0,0,5,9,5,0,0,0,21,0,0,0,22,0,4,13,8,0,52,0,0,0,24,0,12,9,8,0,50,0,0,0,3,0,0,0,0,0,5,0,4,3,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,23,6,3,3,0,0,37,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,0,0,6,3,0,0,0,0,8,5,3,12,116,0,0,0,0,0,133,0,0,0,10,7,6,12,14,0,45,3,15,16,150,92,137,91,27,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,4,0,11,17,17,0,0,0,52,3,24,29,82,26,22,3,0,0,190,0,0,0,3,0,4,6,0,0,8,0,0,0,3,0,4,0,0,0,6,0,0,0,7,9,11,17,8,0,56
7001,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,3,0,0,42,0,0,0,12,0,0,7,10,5,35,0,0,0,9,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,3,0,0,0,11,6,6,3,0,0,18,0,0,0,0,0,0,5,0,0,3,0,0,0,9,6,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,4,9,107,0,0,0,0,0,118,0,0,0,3,0,3,9,4,8,24,5,38,43,147,53,69,40,5,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,45,0,0,0,8,9,11,0,0,0,25,3,17,37,121,42,15,10,0,0,254,0,0,0,5,0,4,0,0,0,11,0,0,5,9,0,6,0,0,0,15,0,0,0,8,7,10,6,3,0,35
