SUA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
4000,3,7,11,121,79,202,428,273,105,1234,0,0,0,7,18,49,132,159,68,449,3,7,10,45,16,6,13,0,0,100,13,53,124,630,102,103,74,37,16,1136,0,8,19,115,36,15,14,5,7,214,0,0,5,25,12,9,0,0,0,52,0,0,0,3,4,0,0,0,0,13,0,8,6,73,34,46,49,46,7,272,0,6,3,41,27,77,143,149,78,528,0,0,7,36,19,11,7,0,0,82,0,0,12,54,5,0,4,0,0,80,0,0,0,8,6,4,4,4,4,29,3,21,46,262,58,41,22,5,0,456,0,0,0,0,0,9,41,14,3,73,0,0,0,0,4,3,4,0,0,11,0,0,0,10,0,0,4,0,0,23,0,0,24,84,5,0,0,0,0,114,0,9,8,54,52,150,493,225,53,1043,11,72,123,529,430,549,391,140,28,2279,0,0,0,0,0,0,4,4,0,13
4001,22,81,138,839,640,939,2278,1750,878,7561,5,42,102,279,268,933,2028,2502,1420,7581,51,223,941,1697,338,392,368,80,24,4108,376,3138,5931,26394,3842,1482,1032,519,200,42913,19,137,255,975,289,151,159,63,36,2080,30,401,719,2430,690,440,269,118,42,5135,0,94,190,662,319,203,82,32,3,1586,3,163,135,656,418,463,451,359,230,2874,8,92,141,780,565,1799,4578,4615,3019,15603,13,107,156,624,372,103,77,40,17,1519,20,230,600,1907,674,201,45,18,3,3698,9,70,90,429,300,358,303,164,57,1784,57,605,1247,3289,1122,830,872,392,77,8490,0,0,0,34,51,149,476,339,132,1187,0,8,30,105,47,40,18,15,4,263,5,114,407,1084,277,115,58,23,8,2099,23,419,1543,4795,165,68,33,8,0,7054,4,42,91,300,298,516,1653,1151,414,4474,67,478,779,2803,1951,1870,1430,563,136,10083,0,0,4,54,43,67,78,63,29,345
4002,0,0,0,0,5,5,49,23,25,103,0,0,0,0,0,0,9,12,6,29,0,4,0,0,5,0,0,0,0,10,3,10,18,106,12,6,6,3,0,158,0,0,0,8,0,0,3,3,0,14,0,0,0,0,3,0,0,0,0,7,4,9,5,9,3,0,0,0,0,31,0,0,0,9,3,3,6,0,0,18,0,0,0,5,0,17,39,46,29,139,0,4,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,15,6,0,4,6,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,5,23,104,44,19,8,10,0,208,0,0,0,11,0,0,0,0,0,10,0,3,0,0,14,17,73,45,13,155,0,14,8,67,49,56,28,9,0,246,0,0,0,0,0,0,0,0,0,4
4003,0,0,0,5,8,16,24,23,4,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,9,13,52,11,0,0,0,0,96,0,0,0,7,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,16,20,37,23,102,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,16,5,0,0,0,0,34,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,14,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,4,22,17,13,58,0,9,29,42,33,28,21,10,0,171,0,0,0,0,0,0,0,0,0,0
4004,0,0,0,3,0,9,21,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,133,14,3,8,4,0,186,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12,0,0,0,0,0,5,8,15,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,18,0,0,0,0,0,26,0,0,0,0,3,4,12,14,0,32,0,0,3,14,17,14,12,0,0,60,0,0,0,0,0,0,0,0,0,0
4005,0,0,0,4,3,10,15,25,6,65,0,0,0,4,0,0,9,3,3,13,0,0,0,5,0,0,0,0,0,6,0,3,14,46,0,0,0,0,0,68,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,3,3,9,8,8,27,0,0,0,3,0,0,3,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,17,14,9,52,0,0,14,34,33,20,7,11,0,128,0,0,0,0,0,0,0,0,0,3
4006,0,0,0,3,0,6,20,6,0,34,0,0,0,0,0,0,3,10,5,20,0,0,0,5,0,0,0,0,0,4,0,0,6,28,12,3,0,0,0,52,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,4,17,41,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,3,5,11,6,24,0,9,3,17,15,18,15,3,0,69,0,0,0,0,0,0,0,0,0,0
4007,0,0,8,7,8,35,88,73,36,249,0,0,0,0,3,6,3,0,0,10,0,6,0,6,4,0,0,0,0,16,0,0,0,39,0,6,9,12,3,75,0,3,0,4,3,0,6,3,4,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,11,20,16,5,71,0,0,0,6,8,6,31,20,0,80,0,0,0,0,10,0,3,0,0,16,0,3,3,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,3,0,26,0,0,0,0,0,3,17,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,8,18,110,70,18,222,3,9,10,27,48,63,69,39,8,279,0,0,0,0,0,0,0,0,0,0
4008,0,0,0,3,0,26,42,29,8,120,0,0,0,0,0,7,5,17,6,42,0,0,0,0,0,0,0,0,0,0,0,15,18,121,20,11,4,3,6,194,0,3,0,6,5,0,0,0,0,18,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,8,6,33,0,0,0,0,0,4,20,24,8,59,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,5,3,3,0,15,0,0,0,0,0,0,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,12,40,19,8,86,0,0,12,38,38,34,15,6,0,142,0,0,0,0,0,0,0,0,0,4
5000,0,9,63,326,164,175,348,192,34,1311,0,5,0,9,6,10,16,12,9,62,0,4,7,63,15,19,15,0,0,124,3,39,34,447,91,99,77,66,19,876,4,37,25,199,77,38,31,9,9,427,0,4,7,61,14,12,6,0,0,100,0,0,0,28,7,4,0,0,0,41,0,20,40,395,102,115,87,75,17,854,3,10,18,217,32,98,240,190,106,910,0,8,5,84,25,8,12,0,0,157,3,9,10,96,4,6,6,0,0,130,0,0,0,12,6,6,8,5,0,41,4,10,29,207,85,91,56,25,3,510,0,0,0,7,4,13,30,12,0,70,0,3,11,31,13,23,12,0,0,95,0,0,16,80,52,39,27,0,8,232,0,0,7,49,3,3,0,0,0,63,0,8,27,132,84,135,336,202,48,976,59,238,463,2317,1620,1886,1087,270,39,7986,0,0,0,9,3,11,14,9,11,63
5001,0,0,5,33,23,24,69,36,11,193,0,0,0,0,0,3,0,3,0,6,0,0,0,8,6,3,0,0,0,21,0,3,3,62,19,9,15,14,4,127,0,7,9,30,9,6,8,0,0,64,0,0,0,4,0,6,6,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,25,4,8,13,14,0,59,0,0,0,12,8,10,31,36,24,134,0,0,0,11,9,3,0,0,0,23,0,0,5,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,27,10,16,10,4,0,70,0,0,0,0,0,3,0,3,0,9,0,0,0,8,0,5,0,0,0,11,0,0,7,47,20,11,13,8,0,106,0,0,0,8,0,0,0,0,0,6,0,4,3,19,23,19,79,64,16,221,0,20,39,154,116,134,83,37,7,597,0,0,0,0,3,0,0,0,0,4
5002,0,0,3,40,15,11,9,5,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,18,3,3,0,49,5,3,9,0,0,69,0,0,0,12,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,5,6,4,0,46,0,0,0,29,6,0,5,0,0,45,0,0,0,14,7,0,0,0,0,24,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,4,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,0,8,9,8,10,7,0,0,35,0,6,19,94,67,52,31,8,0,280,0,0,0,0,0,0,0,0,0,0
5003,0,3,8,41,23,41,82,49,14,265,0,0,0,3,4,3,6,9,3,25,0,6,3,27,4,7,0,0,0,48,5,58,25,366,58,30,24,18,8,585,0,9,18,73,15,6,7,0,0,138,0,5,0,30,5,0,0,0,0,46,0,7,4,20,6,5,0,0,0,43,6,18,30,114,55,34,46,17,4,326,0,0,6,23,16,27,100,90,67,323,0,8,0,28,20,3,0,0,0,63,0,3,12,87,12,0,0,0,0,116,0,0,0,15,6,11,7,5,0,45,0,9,11,86,34,27,19,14,0,192,0,0,0,0,0,8,4,6,0,18,0,0,3,24,6,9,10,8,3,59,0,3,4,25,7,8,6,4,0,51,0,4,7,53,0,0,0,0,0,62,0,6,0,20,36,35,89,61,22,273,17,148,209,705,433,432,264,66,19,2292,0,0,0,0,0,3,0,0,0,4
5004,3,4,11,84,25,22,49,27,10,222,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,3,0,0,0,19,0,0,10,91,8,18,11,15,13,164,0,14,3,30,19,7,0,0,0,75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,5,52,26,21,38,20,4,170,0,0,0,41,4,4,15,12,9,95,0,0,4,31,4,0,3,0,0,43,0,5,0,45,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,4,16,7,15,11,4,0,53,0,0,0,0,0,4,0,3,0,9,0,0,0,3,3,0,0,0,0,11,0,0,0,5,0,0,3,0,0,19,0,0,4,15,0,0,0,0,0,19,3,5,3,18,11,20,56,29,8,153,0,46,37,262,177,205,158,53,8,952,0,0,0,0,0,0,0,0,0,0
5005,0,0,0,12,6,13,17,14,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,14,0,5,0,11,0,0,0,3,0,22,0,0,0,4,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,26,0,0,0,0,3,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,16,4,0,32,4,9,9,90,52,81,50,17,0,318,0,0,0,0,0,0,0,0,0,0
5006,0,3,5,30,15,27,29,17,5,134,0,0,0,0,0,3,0,3,3,12,0,0,0,7,0,0,0,0,0,11,4,24,9,124,24,17,8,11,0,222,0,16,3,41,20,0,3,7,3,86,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,4,5,34,17,7,11,12,3,86,0,0,0,9,4,11,33,38,21,122,0,0,3,3,4,0,0,0,0,10,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,38,15,15,10,0,0,80,0,0,0,0,0,0,0,7,0,10,0,0,4,4,0,0,0,0,0,17,0,0,0,5,3,4,3,0,0,16,0,3,0,19,4,0,0,0,0,25,0,0,0,7,10,13,25,20,10,84,4,30,37,172,118,164,117,35,8,679,0,0,0,0,0,0,3,3,0,8
5007,0,0,0,24,13,8,15,7,3,69,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,7,3,27,28,235,50,14,14,11,0,377,0,5,10,39,15,4,5,0,0,75,0,3,3,26,8,0,0,0,0,42,0,5,0,5,0,0,0,0,0,5,0,3,3,66,7,9,0,4,0,90,0,0,0,14,0,10,4,3,6,36,0,0,0,0,4,0,0,0,0,4,0,6,0,27,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,26,4,10,3,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,20,0,0,0,5,0,7,13,0,0,30,18,144,241,730,357,383,142,26,5,2039,0,0,0,0,0,0,0,0,0,0
5008,0,0,8,11,0,10,3,0,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,0,0,0,9,4,23,8,163,28,15,0,0,0,245,4,4,5,31,14,0,0,0,0,56,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,72,3,8,0,0,0,84,0,0,0,5,0,0,0,0,0,9,0,0,0,10,3,0,0,0,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,22,7,6,0,0,0,37,0,0,0,0,0,0,3,0,0,3,0,3,0,9,0,0,0,0,0,13,0,7,0,13,5,0,0,0,0,22,0,0,5,18,4,0,0,0,0,32,0,0,0,7,3,4,0,0,0,26,3,35,56,315,150,119,37,3,0,716,0,0,0,0,0,4,4,0,0,18
5009,21,173,370,2315,1323,1182,1913,1320,338,8960,3,26,57,143,120,254,474,575,366,2015,64,348,763,2648,763,776,653,176,67,6247,469,3451,5133,32290,6250,4250,3505,2121,717,58181,134,691,1384,5720,2279,1185,1114,397,104,13005,22,323,528,3141,948,641,389,158,62,6213,15,250,377,1516,708,425,168,58,13,3531,61,862,916,7892,1914,1764,1588,994,359,16350,15,202,330,2431,977,1792,4387,3876,2464,16489,98,303,348,1829,1047,396,230,86,33,4370,54,348,435,3672,881,419,168,53,13,6039,3,45,63,314,235,225,181,65,12,1145,121,1307,3117,11124,4622,4283,4408,1783,436,31209,0,6,12,58,46,140,277,166,52,761,6,140,500,2174,570,680,552,246,108,4975,13,147,559,2842,1478,1566,1382,586,302,8873,14,113,728,3048,195,72,30,4,0,4208,31,144,245,878,731,744,1958,1586,681,7000,403,3693,5578,20130,10635,10326,5967,1836,346,58919,6,34,75,800,538,649,715,359,154,3331
5010,0,0,0,14,4,0,5,4,0,40,0,0,0,0,3,0,0,0,0,10,0,3,0,4,0,0,0,0,0,8,0,19,7,141,33,7,0,0,0,206,0,13,13,44,14,7,0,0,0,99,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,40,3,4,0,0,0,46,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,4,3,26,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,4,5,3,0,0,0,13,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,7,3,61,72,310,152,177,31,0,0,809,0,0,0,6,5,3,6,0,0,11
6000,0,7,20,97,62,157,211,136,34,720,3,0,0,5,0,12,10,8,0,36,0,0,0,42,5,12,13,0,0,84,3,11,34,225,22,18,22,18,11,352,0,10,10,37,21,10,19,4,0,111,0,3,0,11,0,3,0,0,0,19,0,0,0,5,0,0,0,0,0,8,0,0,8,37,32,36,54,26,11,209,0,3,4,23,15,22,56,23,10,158,0,11,3,35,20,10,3,5,0,85,0,9,9,45,10,10,0,0,4,80,0,0,0,0,3,3,3,0,0,13,0,0,10,31,30,35,19,7,4,137,0,0,0,0,4,6,17,11,0,41,0,0,0,0,0,7,5,4,0,13,0,0,0,4,6,0,0,0,0,12,0,12,42,332,0,0,0,0,0,386,0,4,15,49,64,105,254,200,33,724,8,47,78,417,453,582,487,164,24,2269,0,0,0,0,0,5,0,0,0,9
6001,0,0,4,4,5,18,24,19,6,83,0,0,0,0,0,0,3,3,0,6,0,7,0,12,0,5,0,0,0,27,4,13,6,118,11,12,9,4,0,176,0,0,0,8,3,0,0,0,0,15,0,0,0,6,0,0,0,0,0,6,0,7,0,11,0,0,0,0,0,17,0,0,4,5,3,5,15,8,0,32,0,0,0,0,0,0,8,6,0,14,0,3,0,4,9,0,0,0,0,16,0,0,0,7,0,0,0,0,0,14,0,4,0,5,0,0,0,0,0,8,0,3,0,16,4,6,6,0,0,46,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,9,0,4,15,81,0,0,0,0,0,104,0,0,0,6,6,11,25,23,4,73,0,6,10,60,50,59,47,29,5,262,0,0,0,0,0,0,0,0,0,0
6002,0,0,0,8,4,16,15,15,11,65,0,0,0,0,0,0,0,3,0,4,0,0,3,12,0,0,5,0,0,23,4,3,27,152,22,15,4,5,3,221,0,0,5,19,0,4,9,0,0,32,0,0,0,6,0,0,0,0,0,8,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,3,5,9,3,17,0,0,0,12,4,6,0,13,4,34,0,0,0,7,0,0,0,0,0,12,0,0,3,20,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,8,0,0,0,18,4,3,4,0,0,34,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,174,0,0,0,0,0,198,0,0,0,7,4,15,42,29,10,104,0,4,8,37,58,64,41,20,9,242,0,0,0,0,0,0,0,0,0,4
6003,6,12,14,162,90,138,211,216,106,952,0,6,9,20,16,51,78,135,53,371,8,39,83,334,47,41,36,10,4,610,36,185,405,3047,159,84,63,49,28,4045,0,10,53,177,37,18,22,17,5,347,0,35,41,139,26,14,10,8,4,273,0,10,12,24,9,10,3,0,0,66,0,15,25,76,45,66,67,43,12,345,0,3,3,72,30,57,115,137,83,493,4,16,38,123,57,22,27,3,8,298,4,40,34,320,51,48,14,8,0,517,0,0,3,24,14,11,9,3,0,71,0,24,155,400,90,81,80,22,12,867,0,0,0,0,7,11,11,10,5,40,0,0,10,29,3,0,5,0,0,45,0,4,15,55,17,16,14,5,4,121,11,131,495,3402,31,13,7,0,0,4099,0,9,12,70,53,68,235,202,77,720,15,81,119,521,365,364,298,123,31,1908,0,0,0,4,3,3,0,0,0,12
6004,0,0,8,37,28,28,60,57,27,231,0,0,3,0,0,0,9,13,4,37,0,4,23,62,5,8,8,0,0,111,12,61,126,957,54,50,19,15,4,1298,0,0,19,41,10,3,9,3,0,86,0,91,65,59,13,9,9,0,0,243,0,0,0,5,3,0,0,0,0,9,0,3,7,31,18,12,18,19,10,114,0,0,0,15,0,17,37,41,46,157,0,3,5,23,6,8,3,0,0,51,4,7,11,78,15,8,8,0,0,129,0,3,0,0,3,4,0,0,0,15,11,28,77,150,29,23,25,8,0,360,0,0,0,0,0,6,0,7,0,17,0,0,0,8,0,0,0,5,0,15,0,24,52,76,37,3,0,0,0,202,7,99,243,1023,22,11,0,0,6,1411,0,3,0,29,23,27,118,145,40,381,4,25,42,164,157,152,82,56,4,694,0,0,0,5,0,0,0,0,0,9
6005,0,0,0,0,0,8,14,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,3,0,24,0,0,6,5,0,39,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,0,17,0,0,0,0,0,4,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,19,0,0,0,0,0,26,0,0,0,3,3,13,44,52,21,133,0,12,6,26,16,19,20,6,3,115,0,0,0,0,0,0,0,0,0,0
7000,0,0,13,71,25,31,39,9,3,191,0,0,0,13,0,6,6,0,0,28,0,0,0,13,0,0,3,0,0,19,5,20,15,203,14,11,9,6,0,282,0,15,10,63,19,14,6,0,0,125,0,0,0,10,0,0,0,0,0,9,0,0,0,9,7,5,0,0,0,20,0,0,3,48,8,5,19,13,0,104,0,0,3,43,5,13,17,8,0,87,0,0,0,18,4,0,0,0,0,23,0,5,3,24,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,44,15,9,15,0,0,90,0,0,0,0,0,7,0,0,0,3,0,0,0,12,0,7,0,0,0,15,0,0,0,8,7,3,0,0,0,16,5,3,27,199,6,0,0,0,0,237,0,0,0,26,15,8,26,21,6,92,5,32,35,298,200,254,142,37,4,1013,0,0,0,0,0,0,0,0,0,4
7001,0,0,3,38,12,21,14,6,5,104,0,0,0,9,0,0,0,6,0,14,0,5,3,19,3,4,0,0,0,36,18,74,48,671,71,47,27,0,0,962,0,3,6,49,3,5,3,0,0,66,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,13,10,0,0,74,0,0,4,26,3,7,9,13,3,69,0,3,0,17,11,4,0,0,0,36,0,0,0,33,3,0,0,0,0,42,0,0,0,0,4,4,0,0,0,6,0,0,0,20,7,6,0,0,0,44,0,0,0,0,0,0,5,0,0,3,0,0,0,10,6,4,0,0,0,16,0,0,0,7,0,4,0,0,0,15,0,6,18,177,7,3,0,0,0,213,0,0,0,11,5,12,14,9,3,44,10,76,85,297,113,143,78,19,0,826,0,0,0,0,0,0,0,0,0,0
