SUA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
1010,0,16,34,160,116,161,328,295,100,1206,0,0,5,14,19,42,106,111,46,342,7,17,19,89,45,84,81,18,5,362,22,134,167,1405,241,153,120,94,29,2357,4,24,45,200,105,57,54,27,11,530,0,6,4,89,36,43,22,10,0,221,0,0,4,16,16,12,4,0,0,53,3,70,38,233,193,182,221,165,47,1154,0,6,14,76,57,148,281,234,121,937,3,34,29,104,90,45,31,10,0,351,3,47,60,308,187,101,66,33,3,808,0,0,11,33,51,68,49,21,11,238,0,6,35,148,86,105,89,29,12,519,0,0,4,15,25,80,286,212,42,660,0,0,3,29,23,33,46,24,16,180,0,0,0,11,9,8,10,15,6,69,0,12,63,440,17,3,0,0,0,533,0,9,17,55,69,111,295,274,117,941,25,183,272,1336,1240,1212,980,441,127,5815,0,0,0,5,6,22,5,6,0,45
1011,0,8,3,38,35,54,90,94,23,348,0,0,5,0,3,8,9,5,0,24,0,3,4,23,3,8,13,0,3,66,3,62,84,731,159,132,111,34,24,1340,5,4,7,37,9,11,5,8,0,81,0,0,3,6,5,3,0,0,0,18,19,143,65,125,12,9,13,0,0,389,0,4,3,44,30,18,23,18,4,139,0,0,3,24,7,11,35,29,11,124,0,15,11,60,18,6,7,3,0,111,0,0,0,47,5,4,6,0,0,62,0,0,0,4,6,3,0,0,0,19,19,65,32,143,51,25,13,5,3,353,0,0,0,0,0,3,18,15,0,36,0,0,3,0,3,3,0,0,0,11,0,28,86,245,55,19,13,0,0,450,0,0,14,76,0,0,0,0,0,94,0,0,3,14,12,27,73,58,22,209,5,34,53,221,175,220,197,104,33,1030,0,0,0,0,0,0,0,0,0,4
1012,0,0,0,11,4,5,17,17,0,52,0,0,0,0,0,8,3,5,0,23,0,0,0,14,0,8,10,0,0,27,12,67,25,560,40,30,12,9,0,750,0,0,0,15,0,3,0,0,0,19,0,0,0,20,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,4,0,18,3,6,0,0,0,36,0,0,0,3,0,0,12,8,7,31,0,0,0,5,0,0,0,0,0,13,0,0,4,37,6,0,4,0,0,43,0,0,0,6,7,4,9,7,0,29,0,0,4,17,6,5,5,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,11,0,0,0,10,0,0,0,0,0,14,0,13,48,618,11,5,4,0,0,703,0,0,0,6,5,4,14,13,8,55,0,7,19,79,52,56,42,18,6,285,0,0,0,0,0,0,4,0,0,3
1013,0,0,0,5,5,5,37,20,14,87,0,0,0,0,0,0,5,7,0,9,0,0,0,3,5,0,0,0,0,7,0,5,0,42,5,0,0,7,3,66,0,0,4,11,6,0,6,0,0,27,0,0,0,0,6,0,0,0,0,10,0,0,0,9,0,0,0,0,0,8,0,0,0,8,6,8,10,7,5,44,0,0,0,4,0,0,15,16,7,46,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,11,0,0,5,8,3,3,7,0,0,21,0,0,0,0,0,4,17,10,8,34,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,63,0,0,0,0,0,75,0,0,0,0,0,11,17,23,13,72,0,3,4,28,36,63,69,39,12,248,0,0,0,0,0,0,0,0,0,6
1014,0,0,0,5,5,5,13,9,10,49,0,0,0,0,0,6,7,16,5,32,0,0,0,0,0,0,3,0,0,13,5,22,22,141,12,12,9,3,4,226,0,0,0,22,8,3,0,0,0,33,0,0,3,6,0,0,3,0,0,18,0,0,0,5,0,0,0,0,0,8,0,3,0,6,5,4,3,4,0,32,0,0,0,0,0,7,13,8,4,30,0,0,0,8,0,0,0,0,0,7,0,0,8,33,4,0,0,0,0,48,0,3,3,9,5,3,0,3,0,25,0,0,0,13,4,3,4,0,0,32,0,0,0,0,0,0,5,3,0,7,0,0,0,4,0,6,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,5,11,117,0,0,0,0,0,144,0,0,0,0,0,0,21,10,3,34,4,7,15,48,41,50,50,16,4,239,0,0,0,0,0,3,0,0,0,6
1015,0,0,0,3,0,7,15,7,4,34,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,9,0,0,0,16,0,6,0,64,6,3,11,0,0,90,0,0,0,4,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,14,10,3,42,0,0,4,30,35,27,19,16,10,136,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,7,3,10,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,16,77,114,1048,292,191,69,12,3,1813,0,0,0,16,5,0,0,0,0,22,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,3,0,0,0,30,0,0,4,42,13,58,175,239,171,699,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,10,3,7,27,155,23,15,4,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,15,3,6,0,0,0,22,0,0,0,0,0,5,0,3,0,14,3,56,77,151,29,26,15,7,4,360,0,0,0,0,0,0,0,0,0,0
1017,0,0,0,3,5,11,18,14,8,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,34,5,5,5,0,0,56,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,11,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,11,10,5,19,0,6,0,19,25,36,15,6,5,113,0,0,0,0,0,0,0,0,0,0
1018,0,0,3,18,17,20,29,19,8,116,0,0,0,0,0,0,5,0,0,8,0,0,0,6,3,4,0,0,0,21,4,4,16,101,7,12,12,3,3,158,0,0,0,12,9,0,4,0,0,25,0,0,0,6,0,0,0,4,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,3,5,9,5,0,4,21,0,0,0,14,3,10,20,30,26,99,0,5,6,21,5,5,0,0,0,39,0,0,6,18,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,4,16,5,11,0,0,0,38,0,0,0,0,0,0,5,0,0,6,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,11,30,0,0,0,0,0,49,0,0,0,6,9,8,18,9,0,51,0,9,19,71,65,83,54,20,4,322,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,19,16,5,38,0,0,0,4,3,0,5,0,3,13,0,0,0,0,0,3,7,0,0,16,3,5,13,30,9,5,0,4,0,69,0,0,0,6,3,0,3,0,0,14,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,0,0,4,0,4,11,11,3,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,12,0,0,3,0,6,3,3,0,0,19,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,23,0,0,0,0,3,3,10,17,5,36,0,0,8,27,25,25,26,22,0,138,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,7,0,6,15,9,4,40,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,13,4,6,0,0,0,24,0,0,0,3,0,3,0,0,0,12,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,0,20,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,4,11,8,4,0,0,32,0,0,0,0,0,5,5,3,0,20,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,7,4,18,10,0,45,0,0,5,20,40,42,29,8,0,147,0,0,0,0,0,3,8,0,0,10
1021,0,0,0,4,8,11,18,32,15,83,0,0,0,0,0,0,7,0,0,11,0,0,0,4,0,11,6,0,0,20,0,0,6,28,13,3,15,12,8,80,0,0,0,4,0,5,4,3,0,17,0,0,0,4,0,0,6,0,0,17,0,0,0,3,0,0,3,0,0,4,0,0,10,4,9,5,12,12,0,54,0,0,0,4,0,6,18,6,8,43,0,3,0,6,3,0,0,0,0,15,0,0,0,15,5,0,0,5,0,28,0,0,0,3,3,4,4,4,0,19,0,0,3,3,5,3,4,4,3,31,0,0,0,0,0,3,19,10,3,40,0,0,5,0,3,8,6,9,0,30,0,0,0,4,3,0,0,0,0,11,0,0,0,12,0,0,0,0,0,9,0,0,0,7,4,19,24,32,9,95,4,23,28,104,91,127,122,97,34,632,0,0,0,0,0,0,0,0,0,5
1022,0,0,0,5,0,3,6,6,0,30,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,0,0,0,0,0,4,7,30,3,0,4,5,0,49,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,23,0,0,0,0,0,5,6,0,0,10,0,0,5,0,3,0,0,0,0,6,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,7,0,0,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,47,0,0,0,5,0,0,13,5,0,24,0,4,5,33,23,19,17,7,3,110,0,0,0,0,0,0,0,0,0,0
