SUA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
2018,3921,4180,1092,207,1954,1701,420,1000,4659,422,3404,18335,1539,33851,55,58,14,4,41,38,5,21,56,9,52,278,13,513,424,157,124,32,193,205,50,126,177,40,192,463,70,1399,193,57,50,25,103,97,26,49,68,13,65,233,36,672,255,70,61,38,195,127,26,55,81,34,104,322,64,939,5,9,4,6,9,5,0,6,9,4,11,137,8,180,44,42,5,6,58,16,9,3,43,3,69,607,33,847,3,4,6,0,4,5,0,0,4,0,11,184,0,225,30,21,6,0,39,20,4,0,19,5,33,606,15,733,23,19,3,0,13,13,0,0,26,3,30,104,5,200,8,11,4,3,15,6,5,0,30,4,22,193,0,268,1051,446,283,109,663,535,133,260,509,118,585,3130,245,5976,135,74,39,11,78,81,29,41,91,22,71,199,2881,3431,5107,4700,1416,330,2699,2319,583,1301,5257,567,4064,21662,4669,43252,1252,2087,338,0
2019,2079,2144,651,167,900,912,213,441,2177,229,1631,8875,704,16758,14,16,5,0,12,11,0,3,18,3,12,76,12,149,113,66,23,15,41,49,5,28,53,6,58,171,11,436,48,18,15,3,21,34,5,15,22,8,23,87,4,194,96,35,33,12,57,63,10,18,36,19,55,84,13,320,0,0,0,0,3,0,0,0,3,0,0,13,0,22,9,13,0,0,16,3,0,0,11,0,7,229,11,294,0,4,0,0,0,0,0,0,0,0,0,52,4,63,7,8,6,0,8,0,3,0,0,0,4,255,3,292,10,15,8,0,3,4,3,0,8,0,8,37,0,85,11,11,0,0,3,3,0,0,7,0,9,45,0,80,298,183,91,34,168,171,28,72,163,40,182,1057,58,1943,72,30,17,14,27,35,11,23,40,12,36,125,881,1177,2453,2360,760,212,1103,1114,248,539,2376,284,1849,10060,1643,19882,606,1095,188,4
2020,3825,3804,1228,300,1696,1641,386,861,4419,399,3388,19947,1336,34941,66,61,23,7,33,44,14,13,66,12,48,344,22,604,419,170,139,51,193,180,41,96,211,49,233,766,58,1793,167,60,55,23,75,103,19,43,75,22,97,253,17,665,96,23,25,14,58,43,9,14,58,11,67,217,8,480,8,7,6,0,8,3,3,0,8,0,4,72,8,106,18,20,5,5,20,5,0,5,26,5,24,322,16,433,8,6,0,3,0,0,0,0,10,0,12,237,6,271,20,30,10,4,45,16,3,3,11,4,29,372,14,494,25,26,13,0,17,10,0,3,34,3,37,135,4,242,25,30,8,5,27,5,3,4,26,3,25,245,4,354,846,425,281,103,487,424,88,181,512,113,569,2977,159,5443,99,50,27,8,59,62,14,27,58,15,43,181,2009,2440,4769,4284,1527,415,2243,2127,486,1075,4990,528,3995,23106,3507,42827,1391,2086,449,11
2021,3062,3300,1077,231,1527,1519,333,637,3442,379,2637,17308,1328,30331,40,53,16,0,17,24,5,15,40,8,42,245,29,448,168,83,63,13,85,76,10,36,94,29,88,353,20,779,50,20,19,3,23,29,3,5,22,6,23,164,13,308,14,3,6,0,18,17,0,5,15,4,10,69,5,129,5,3,0,0,8,0,4,6,6,0,7,58,0,79,10,15,6,0,19,10,3,4,12,5,22,513,19,602,4,4,0,0,5,0,0,0,3,0,3,337,5,362,3,11,4,0,23,7,0,0,4,0,9,311,5,367,9,4,5,0,3,3,0,5,9,0,16,101,3,143,15,16,0,0,11,4,0,0,11,0,16,134,5,182,316,214,126,26,203,176,23,63,211,51,233,2290,112,3401,77,32,23,14,44,48,11,16,40,19,23,161,1650,2014,3457,3545,1232,264,1779,1744,365,721,3703,448,2896,19765,3089,35743,952,1792,348,11
3000,65481,54842,20737,3992,33183,30461,6706,16078,58238,6703,48879,348662,27448,588389,2693,1713,926,117,1302,1274,275,719,1843,303,1739,12353,994,21316,4952,1974,1614,326,2035,2229,469,1377,2573,541,2808,10307,752,22936,1504,445,488,138,650,741,137,383,658,221,903,4831,328,8866,1050,210,291,195,667,592,149,173,374,137,515,2505,221,5164,58,26,20,5,43,38,9,15,51,7,64,465,63,737,509,430,162,30,466,187,52,74,308,66,488,7319,426,9674,75,59,30,7,69,46,11,12,72,9,113,3012,79,3449,102,82,28,8,156,69,19,26,79,15,106,2906,111,3475,474,293,182,17,210,192,58,132,379,35,411,3159,140,4820,412,288,161,24,232,221,35,111,351,44,446,3390,162,5117,11839,5520,3896,877,5829,5582,1214,3028,6683,1377,7585,50250,3255,85548,2205,1088,635,202,1067,1118,279,630,1141,288,943,5848,66678,77932,79524,61446,25269,5069,40075,37156,8199,19732,66066,8373,57408,404763,97388,751871,23125,27014,7433,189
3001,537,686,226,23,213,245,45,161,769,55,586,6568,379,9447,50,50,15,5,18,18,0,3,44,4,46,461,30,674,79,37,36,0,49,49,8,30,88,9,70,503,33,831,18,17,5,3,10,15,3,3,22,0,15,230,10,316,12,6,7,3,13,8,0,3,12,4,8,150,3,204,4,0,0,0,0,0,0,0,0,0,3,27,0,38,6,12,5,0,6,0,0,0,4,0,11,254,11,311,0,0,0,0,0,0,0,0,3,0,3,152,3,162,0,0,0,0,0,0,0,3,3,0,0,134,0,139,8,26,3,0,9,4,0,0,17,0,13,334,4,401,12,15,5,0,0,0,0,0,18,0,7,144,0,204,195,169,76,13,111,101,18,48,210,22,190,2389,97,3284,8,8,0,0,3,8,0,3,4,0,3,47,1715,1797,731,862,304,33,329,348,61,214,985,79,777,9004,2189,14523,307,530,138,6
3002,138855,175168,50226,10379,67676,64568,14224,32898,203111,14190,160428,1002867,64928,1663891,11845,12841,4269,800,9261,6025,1466,2590,10800,1468,11040,88112,5475,141467,16781,9492,6123,1637,7737,8166,1626,4217,11547,1889,12227,57763,3709,110521,4188,2027,1775,618,2079,2537,465,1055,2642,590,3478,19402,954,33263,4686,1433,1560,865,2956,2771,588,789,2725,644,3682,20193,1109,34523,963,974,271,94,1066,629,185,140,1158,123,1733,16337,724,22046,3903,4163,1463,378,4973,2065,672,496,3148,581,6885,60820,2332,83684,1525,1661,1171,245,2590,1409,382,260,1848,314,4710,69982,1286,83785,2030,2331,574,172,4449,1610,353,285,1638,281,3472,65562,1676,79946,2175,2227,815,163,1253,908,222,325,3097,207,3090,26812,807,37612,2506,2591,1063,173,1877,1368,270,386,3060,233,3467,34501,1326,48056,50604,39731,19097,5151,38240,27494,6230,10544,41653,6325,53783,459486,19397,674917,2489,1333,746,422,1327,1406,375,759,1561,392,1346,6577,95551,108471,191948,216233,70068,15956,107243,93471,20830,44196,246327,20908,215558,1468931,179874,2447280,61627,113494,23111,287
3003,8836,6730,2576,686,4073,3867,877,2334,7815,948,6332,31099,2481,59887,291,185,101,11,147,133,37,95,181,31,177,964,67,1853,699,228,232,52,287,325,83,196,298,76,373,1045,89,2679,192,49,54,27,71,115,17,65,78,23,84,389,29,832,99,30,34,29,89,61,17,16,42,16,57,189,16,457,10,10,3,5,18,8,3,0,11,4,17,121,3,175,92,76,21,3,74,28,8,15,41,9,83,1053,71,1428,13,3,0,0,14,9,0,0,8,0,22,566,9,626,20,21,4,3,30,22,0,4,21,0,29,541,19,668,42,23,22,4,23,15,0,12,45,6,47,209,14,355,56,51,19,5,23,31,5,11,50,7,46,349,12,556,1518,670,502,145,765,748,175,412,770,172,931,5434,330,9633,216,101,62,37,107,123,29,61,94,28,81,282,3461,4228,10571,7506,3140,866,4941,4738,1083,2813,8682,1150,7341,36814,6280,73747,2358,2947,631,20
3004,7913,7945,2988,690,4169,3827,853,1968,10009,930,8794,67477,4204,104624,650,530,266,51,442,315,94,141,518,80,593,4774,268,7485,973,462,430,111,430,455,101,238,623,128,771,4067,246,7286,353,126,166,57,143,184,36,88,187,58,296,1883,95,3044,276,79,104,68,145,121,32,54,133,42,235,1211,63,2021,32,18,17,11,33,17,4,8,30,7,44,301,19,450,196,171,82,13,245,83,32,20,150,37,347,3510,137,4642,74,70,56,11,86,40,15,12,82,15,172,3148,48,3705,89,76,34,8,185,68,14,11,63,18,206,2559,107,3247,129,95,55,5,59,57,9,27,136,18,173,1429,48,1999,102,66,46,12,60,43,6,9,116,10,126,1250,41,1742,2882,1702,1264,345,1822,1381,351,614,2046,411,2963,24128,1074,35618,162,95,49,38,104,92,30,47,111,33,115,629,12074,13184,10954,9741,4303,1080,6090,5301,1238,2634,12172,1372,11879,92234,17352,153425,3860,5179,1498,23
3005,553,986,205,19,344,240,66,145,962,55,707,7326,472,10829,34,58,16,0,27,24,5,12,45,5,41,499,26,725,18,16,15,0,9,12,0,8,18,0,16,125,9,203,5,6,0,0,0,5,0,0,0,0,7,53,0,70,0,0,3,0,3,0,0,3,0,0,6,37,0,51,0,0,0,0,0,0,0,0,0,0,0,14,0,14,8,18,7,0,10,3,0,0,5,0,10,329,13,391,0,0,0,0,0,0,0,0,0,0,0,92,9,102,6,0,0,0,10,0,0,0,0,0,0,141,0,156,4,4,0,0,0,0,0,0,3,0,3,63,3,77,6,19,6,0,8,10,3,0,14,0,10,204,8,281,85,117,47,0,76,66,8,23,93,9,99,1549,70,2072,4,8,0,0,9,4,0,0,3,0,0,32,1135,1184,642,1106,249,22,421,305,76,171,1056,62,808,8908,1674,14089,364,695,146,0
3006,3027,3333,971,172,1723,1274,314,785,4078,284,3026,22145,1531,35823,157,113,53,11,106,83,23,47,128,22,113,1063,77,1698,211,84,67,10,105,92,20,62,132,28,137,669,41,1247,59,20,20,3,28,30,6,19,36,5,35,198,11,367,27,6,11,8,31,30,5,10,12,9,22,158,6,259,8,0,5,0,3,0,0,6,7,0,5,74,0,103,39,35,14,0,66,8,3,5,26,4,61,897,44,1137,6,4,0,0,4,3,0,0,3,0,4,120,0,140,9,13,3,0,29,12,6,4,7,0,26,483,10,570,16,26,7,0,12,5,5,3,28,0,27,218,5,315,39,26,11,6,35,20,6,9,43,3,48,568,21,777,566,330,189,38,421,286,76,162,425,70,475,4445,218,6609,55,28,13,4,22,35,12,21,31,4,25,124,2499,2752,3652,3693,1177,217,2165,1593,399,966,4528,361,3532,26713,4254,45185,1163,1682,391,8
3007,41293,41560,15251,3783,15722,18005,4262,9673,46313,4403,39104,286252,19045,460640,4962,4410,1884,377,2173,2242,498,1189,3818,589,3668,30693,1993,49929,6358,3097,2290,782,2455,2949,643,1547,3402,719,4005,21565,1468,40285,1559,593,640,256,626,909,159,356,720,232,1108,6344,319,11007,1970,538,676,369,1115,1078,249,351,1039,270,1370,7879,495,13625,423,244,131,55,345,255,67,77,297,56,438,2807,121,4327,784,742,293,67,742,339,97,98,542,76,1009,10865,417,14692,458,372,287,68,594,284,78,69,423,79,1111,17270,376,20644,317,315,93,21,536,231,49,59,201,37,412,8846,223,10650,693,778,300,73,345,318,58,133,912,83,892,11530,408,15196,800,671,361,56,444,389,70,129,748,63,975,8149,331,11895,18335,11761,6962,2129,9373,8990,1979,4021,12105,2199,14990,125941,6147,192250,979,392,335,203,404,472,142,282,508,158,519,2399,35931,40705,60605,53716,22557,6111,25502,27466,6380,13972,58923,6759,54607,414590,61116,693596,18035,27407,6706,112
3008,2473,2040,759,254,1210,1127,255,659,2782,277,2116,9851,817,18833,115,54,33,4,48,49,15,34,63,9,63,276,17,566,183,71,43,26,75,78,20,51,92,19,80,270,24,688,51,17,11,9,23,31,11,13,37,4,32,113,7,242,12,8,10,8,12,17,0,5,18,0,17,46,6,99,5,0,0,0,0,0,0,0,0,0,0,5,0,15,12,14,9,0,6,8,4,6,15,0,19,200,15,277,0,5,0,4,8,6,4,0,6,0,5,47,4,72,0,0,0,0,3,5,0,0,5,0,0,93,3,110,8,11,11,0,7,6,0,5,13,0,14,69,3,122,13,8,0,0,3,6,0,4,3,0,16,107,0,154,407,185,118,48,196,207,56,120,250,43,259,1223,77,2349,61,26,24,11,32,37,7,14,37,5,22,101,999,1240,2945,2257,893,311,1434,1366,321,793,3067,332,2392,11176,1892,22424,587,886,164,0
3009,6980,4689,2185,532,2875,3187,670,2118,5973,822,4878,22036,1854,43559,431,233,163,28,167,213,42,148,253,58,256,1064,79,2260,1062,353,332,112,436,497,102,359,466,114,541,1383,143,3858,272,74,94,49,120,153,25,85,99,40,151,451,44,1098,131,30,51,14,79,76,14,39,47,20,78,237,30,575,13,5,3,0,17,14,0,0,5,0,10,110,5,161,73,52,15,6,58,23,10,14,38,6,51,603,30,862,17,9,7,0,4,10,0,0,9,0,15,182,4,234,19,22,5,6,34,11,0,3,19,3,33,412,6,523,59,40,20,4,25,20,5,16,42,5,47,249,4,423,78,35,18,5,31,26,7,20,40,3,65,365,18,601,2155,857,711,223,974,1036,213,685,1018,250,1246,5057,363,10589,197,92,51,21,84,104,16,85,106,30,73,345,2770,3572,9333,5639,2951,773,3929,4332,902,2885,7100,1108,6197,27438,4990,57722,1506,1870,481,10
3010,1104,986,317,88,506,452,116,210,1195,107,876,4785,361,8712,22,26,16,0,17,13,6,9,26,8,23,156,11,260,56,15,15,6,35,34,8,7,38,17,47,70,4,219,17,4,3,3,13,12,0,8,8,3,15,41,4,87,10,3,3,0,3,0,4,0,0,0,3,10,0,33,0,0,0,0,0,0,0,0,0,0,0,19,0,17,12,9,3,0,12,8,4,0,7,0,9,139,7,185,0,0,0,0,0,0,0,0,0,0,0,85,0,93,0,0,0,0,0,0,0,0,0,0,3,63,7,75,3,3,0,0,5,3,0,3,5,0,7,33,0,53,8,0,0,0,3,3,0,0,11,0,3,70,6,98,142,66,42,7,99,69,19,27,100,23,109,696,34,1125,38,22,5,9,14,10,3,11,14,6,16,50,580,711,1286,1080,365,107,619,535,144,245,1308,139,1005,5526,972,10545,325,481,86,0
3011,5662,5885,1896,500,3147,2909,658,1273,6353,595,5094,40556,2846,65360,220,220,90,15,134,142,20,71,183,21,183,1638,86,2593,294,152,112,35,172,158,45,100,198,48,231,1054,56,2013,86,32,40,22,61,50,4,21,48,16,66,402,25,703,102,16,37,23,83,66,27,17,53,15,59,306,18,590,0,6,0,0,5,4,0,3,5,0,3,112,3,136,66,96,19,3,122,31,15,6,46,12,107,1842,89,2342,6,8,4,0,11,5,0,0,7,0,10,384,8,440,21,29,7,0,46,16,0,0,14,0,35,866,19,1021,39,30,11,3,23,21,0,6,37,0,27,353,23,503,65,90,21,5,52,43,6,11,83,8,82,1181,39,1598,910,674,341,110,700,543,124,251,689,122,807,8136,373,11934,118,49,37,48,66,70,24,36,55,25,41,227,6512,7034,6690,6606,2272,654,3910,3516,805,1555,7095,741,5934,48919,9733,84333,2296,3561,746,16
3012,3664,2858,1057,298,1620,1634,355,972,3526,373,2661,10772,1560,23091,120,58,35,5,45,58,13,36,76,11,57,262,38,591,265,89,91,21,123,116,31,102,116,31,137,269,30,867,74,24,19,10,31,39,6,25,26,7,38,108,15,279,32,7,9,0,17,12,5,11,16,3,16,26,4,94,5,0,0,0,4,0,0,7,0,0,0,12,0,19,45,19,8,0,26,18,7,8,17,7,37,207,16,343,5,4,0,0,0,0,0,0,0,0,4,40,5,56,0,0,0,0,0,0,0,0,0,0,0,65,0,78,17,5,5,0,5,4,0,4,8,0,10,39,4,78,12,9,5,0,4,3,0,3,10,0,7,69,11,117,557,219,182,44,267,257,66,183,267,62,319,1095,111,2514,150,64,38,14,77,64,23,50,73,15,55,182,1387,1879,4369,3143,1268,357,1956,1959,441,1195,3867,446,3032,12047,3067,27489,855,1045,218,3
3013,627,1127,228,66,662,434,152,182,884,75,831,9274,736,13569,50,73,20,3,61,40,7,11,39,10,32,776,46,1081,34,22,16,5,27,24,4,14,31,8,29,152,3,271,23,6,6,4,15,11,0,6,9,0,19,86,3,147,18,3,5,4,16,8,6,5,8,0,9,74,0,128,0,0,0,0,0,0,0,0,0,0,0,30,0,34,16,32,0,0,36,13,3,0,8,0,24,454,22,592,0,0,0,0,0,0,0,0,0,0,0,59,0,65,0,0,0,0,9,0,0,0,5,4,0,223,6,251,0,0,0,0,0,0,0,0,9,0,4,82,4,97,10,15,4,0,6,0,0,0,5,0,11,304,5,364,154,156,55,15,179,101,26,34,114,23,131,2246,99,3016,18,13,4,5,22,14,0,0,14,3,11,154,1514,1728,801,1290,280,82,860,551,176,216,1015,99,976,11673,2347,18317,399,765,127,0
3014,7033,7192,2105,602,3731,3482,821,1806,8011,817,6072,37159,3454,66020,158,127,52,3,83,84,20,37,149,24,124,877,69,1483,249,113,79,26,145,129,32,77,143,36,134,521,40,1204,67,19,24,13,29,39,7,11,40,14,57,164,13,354,27,4,10,5,18,16,3,4,18,3,16,90,10,167,4,4,0,0,5,5,0,0,7,0,4,79,4,100,79,60,23,5,66,32,14,8,39,4,86,1335,53,1694,8,7,3,0,13,3,0,0,10,0,20,536,9,594,22,32,3,0,56,13,4,5,18,3,42,1109,23,1292,28,27,14,7,15,18,5,7,31,0,25,325,13,447,34,40,11,0,16,21,6,6,43,0,38,493,26,674,669,422,223,62,440,362,85,169,490,103,560,5512,264,8022,133,60,26,36,73,73,23,35,75,20,63,244,4682,5249,7831,7676,2355,695,4241,3924,929,2008,8578,936,6697,42909,8399,79293,2406,3682,719,13
3015,29965,25276,10725,2422,10196,13170,2433,6383,29171,3175,25725,169727,12049,282902,2088,1516,846,150,714,957,193,425,1465,236,1443,10562,690,17919,4243,2023,1618,445,1373,1928,303,928,2285,477,2858,14662,943,27056,1011,362,401,159,361,552,73,229,500,153,696,4380,237,7389,503,150,180,119,245,315,61,90,225,87,369,2255,113,3699,59,44,28,14,40,30,9,19,54,6,65,561,30,834,245,255,104,23,200,111,26,36,209,41,280,3411,140,4628,59,81,35,5,39,32,13,12,63,11,109,2186,44,2585,104,96,45,19,139,83,13,25,61,14,127,3283,93,3872,401,341,178,39,136,176,34,75,412,39,437,4394,175,6115,490,355,215,34,197,241,28,79,456,54,527,4352,162,6434,9202,5220,3643,1001,3450,4428,753,1905,5729,1110,6913,50045,2616,80529,557,230,186,113,221,273,60,165,276,98,244,1208,16940,19474,39728,30718,14552,3537,13860,17875,3247,8451,35182,4387,32881,220980,31607,382903,10834,14982,3933,65
3016,12774,12844,4030,1009,5946,5616,1248,2398,14446,1293,11009,64519,4502,114088,292,264,101,18,198,152,32,64,311,34,258,1537,81,2725,675,313,240,79,318,361,80,149,390,99,411,1376,95,3187,215,76,79,24,85,112,16,40,98,37,115,547,42,1098,86,30,22,12,54,55,11,17,35,8,63,256,15,504,67,71,23,9,109,71,26,11,88,14,240,2778,52,3362,105,81,35,5,134,45,17,10,67,14,166,1720,63,2279,14,9,18,3,33,14,0,0,30,5,50,1111,33,1284,53,68,22,0,140,40,15,8,55,8,116,3051,68,3511,72,80,31,8,37,32,4,21,98,9,78,779,23,1117,136,99,46,7,69,62,7,22,167,16,185,1728,57,2379,1721,1101,610,169,1185,938,213,338,1352,251,1688,14882,529,21446,252,88,63,66,126,158,19,51,118,38,89,433,5649,6631,14744,14036,4705,1247,7259,6718,1480,2780,15920,1580,12787,79835,10681,142163,4315,6820,1337,31
3017,12711,13104,4204,1037,6563,5738,1398,2918,16763,1234,12760,84709,6738,141075,528,410,223,38,350,251,57,131,475,56,404,3232,214,5344,936,416,336,78,399,457,119,265,573,103,597,2511,143,5104,247,97,103,33,137,140,33,62,144,44,186,1060,47,1822,213,49,66,45,109,103,21,34,107,25,123,617,37,1153,28,17,6,0,17,8,0,7,24,0,23,342,15,447,187,165,51,10,233,96,23,18,119,12,259,2555,135,3544,19,26,18,0,39,19,5,0,30,0,54,973,16,1152,61,81,26,4,153,49,8,11,54,5,105,2037,61,2534,96,91,37,5,62,36,13,8,136,10,137,937,33,1397,101,119,34,6,82,53,9,16,137,10,163,2095,73,2738,2431,1465,906,223,1562,1198,286,552,1804,268,2053,16363,773,25225,189,84,65,70,108,101,28,51,102,45,87,500,11704,12713,15336,14646,5174,1325,8233,7044,1712,3524,18665,1547,14899,101578,19208,179011,5605,7729,1744,40
