SUA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
6000,18367,13412,4893,759,7311,6490,1543,3937,15808,1626,12083,75387,5065,133610,398,234,128,25,165,176,37,93,267,42,259,1375,77,2547,1994,728,597,131,810,843,179,483,905,214,1123,3312,241,8027,430,134,169,29,192,215,43,93,194,42,280,1161,76,2312,136,34,36,17,84,76,9,21,71,25,77,411,28,777,18,8,0,0,14,5,0,4,14,4,17,93,6,148,86,65,22,5,64,33,10,8,45,8,68,888,38,1219,21,22,10,7,18,9,0,0,25,5,26,524,9,630,32,21,5,0,34,15,5,11,16,5,32,961,29,1097,149,102,62,4,71,60,9,21,117,10,125,709,20,1187,90,54,53,6,50,41,9,20,74,3,91,504,14,848,3350,1403,1089,216,1498,1476,305,745,1733,339,2094,9937,528,18788,778,341,177,41,332,316,77,191,372,89,281,1584,9612,12933,22495,15155,6160,1009,9142,8292,1921,4870,17911,2058,14460,86902,15210,165335,6370,6351,1644,26
6001,3028,2952,805,192,1470,1154,350,799,3239,313,2315,12521,919,23442,39,35,13,0,28,15,0,7,40,6,38,164,10,307,221,73,69,23,126,97,35,66,119,23,131,366,34,952,55,22,17,8,28,31,0,14,26,13,30,112,8,258,18,6,4,8,19,13,4,3,12,0,18,59,9,134,0,0,3,0,8,0,0,0,3,0,7,62,0,76,16,11,0,0,27,0,0,0,7,0,22,174,9,252,0,4,3,0,4,0,0,0,7,0,5,113,0,128,8,11,0,0,15,5,0,0,0,0,7,361,3,397,18,5,3,0,8,11,0,3,20,4,13,90,6,148,12,10,0,0,5,3,0,6,9,0,12,91,0,134,393,183,117,44,275,183,48,104,244,51,272,1582,82,2790,98,56,35,11,71,69,12,46,65,17,38,169,1168,1588,3521,3199,963,245,1815,1413,410,954,3549,385,2626,14269,2161,27826,851,1293,212,8
6002,3772,3136,961,172,1587,1352,399,906,3555,406,2583,14075,1238,26644,61,35,18,0,20,18,3,12,36,6,22,212,24,373,308,110,99,24,149,138,28,79,153,33,158,393,38,1115,52,13,10,9,23,31,4,12,22,10,31,113,7,245,27,6,6,3,13,6,3,0,7,0,7,72,0,125,5,0,0,0,8,0,0,0,3,0,8,34,6,48,21,12,4,0,32,5,3,3,12,0,19,266,19,362,5,4,0,0,0,4,0,0,6,0,4,288,0,310,8,6,0,0,8,3,0,0,9,0,11,507,9,551,15,17,11,0,13,11,4,9,13,5,20,84,5,160,14,15,0,3,15,10,0,5,17,0,12,77,3,136,508,218,153,45,275,233,57,127,273,62,293,2044,112,3416,135,60,34,8,45,58,16,40,73,26,48,194,1181,1661,4412,3412,1146,227,1904,1635,464,1076,3901,484,2922,16310,2528,31721,1106,1367,283,4
6003,20427,17638,5925,1464,7868,7160,1776,3578,23540,1972,16681,96334,7125,171943,307,228,96,20,125,89,26,43,279,27,223,1249,70,2267,2022,799,632,202,744,849,158,332,980,190,1169,3879,262,8870,502,155,170,79,221,251,45,79,228,71,336,1431,72,2786,469,102,127,103,258,234,52,49,189,65,272,1138,68,2290,57,50,20,8,59,39,5,6,50,12,91,868,34,1175,156,140,50,16,158,67,13,20,126,21,219,3602,80,4392,67,94,32,11,86,42,23,7,108,15,175,6732,94,7349,89,122,35,4,243,64,15,11,107,11,217,9839,188,10747,186,178,70,24,88,69,18,24,267,19,235,1802,49,2655,166,123,46,11,83,65,12,18,155,11,205,1613,53,2309,4017,1982,1285,480,2080,1770,372,606,2483,439,3154,32151,974,44850,483,219,121,46,224,217,67,149,295,70,180,928,7814,9861,24921,19842,7331,1990,10168,9151,2215,4331,26323,2477,20014,129417,15916,226653,7562,9654,2141,36
6004,8783,8186,2419,588,3656,3129,856,1952,9593,958,6913,40210,3034,72431,107,79,27,4,63,39,11,27,105,16,94,489,15,866,788,306,228,69,281,323,69,156,378,95,386,1315,112,3171,201,62,63,42,89,109,26,47,90,36,132,420,32,943,124,23,26,27,63,61,22,28,45,27,66,246,17,539,17,17,5,4,12,14,3,5,12,0,22,421,12,503,48,70,10,0,54,22,6,8,44,6,82,1285,37,1608,15,14,12,6,23,5,8,11,26,5,47,1047,17,1173,80,64,12,13,144,39,17,13,70,13,144,3516,64,4028,59,45,16,0,19,15,0,9,60,4,60,450,19,648,38,36,28,0,27,17,12,3,44,10,50,582,16,797,1481,729,425,162,779,643,169,304,875,221,1063,9768,360,14278,239,97,64,37,122,113,27,62,108,37,84,428,3262,4243,10505,9015,2905,796,4557,3885,1053,2315,10575,1211,8064,50407,6657,90953,3051,4131,850,19
6005,1856,1415,495,101,655,649,219,392,1473,176,1212,6928,490,12742,16,12,5,5,5,5,0,4,18,0,13,94,9,153,160,49,48,12,67,78,19,28,52,18,73,206,31,571,48,14,12,7,15,28,3,24,11,5,17,91,12,205,16,3,4,0,8,15,7,0,10,3,0,22,0,55,0,0,0,0,0,0,0,0,0,0,0,7,0,6,9,3,3,0,10,5,0,0,4,0,9,74,4,104,0,4,0,0,0,0,0,0,0,0,4,56,0,67,0,3,0,0,3,0,0,0,0,0,3,82,0,97,15,9,3,0,5,4,0,3,5,0,8,34,3,68,3,4,6,0,6,0,0,0,7,0,4,37,0,58,271,96,75,28,120,142,30,61,104,32,129,704,49,1384,92,33,21,6,36,29,11,33,29,11,34,148,634,958,2222,1550,594,129,806,816,260,479,1608,221,1375,7781,1175,15086,550,639,154,0
7000,2017,3315,695,207,3659,3088,928,826,2641,320,3683,45108,3939,64546,103,98,43,4,75,56,9,31,69,11,95,985,53,1471,139,105,51,3,74,58,15,39,93,13,98,749,38,1230,51,30,28,4,25,26,8,14,32,7,34,412,16,600,20,12,5,0,25,14,7,5,15,3,22,208,8,295,0,5,0,0,3,3,0,0,10,0,7,71,5,96,51,43,9,3,67,23,17,6,21,8,61,1075,73,1381,0,0,5,0,6,0,0,0,4,0,9,215,7,243,9,12,4,0,16,7,3,3,13,0,18,600,10,666,17,9,8,0,10,0,0,4,12,0,17,214,7,273,22,24,4,0,13,8,4,0,9,0,19,310,12,420,419,333,155,20,313,197,62,105,267,49,382,4840,222,6668,53,41,22,13,64,34,14,16,41,16,57,571,7450,8264,2488,3684,870,235,4041,3316,1000,949,2949,385,4122,50521,11609,79475,1154,1729,362,13
7001,994,1467,352,108,951,575,264,234,1333,143,1324,11450,695,17380,58,96,25,8,88,32,11,17,48,8,65,735,29,1077,90,62,34,11,60,56,13,25,72,11,74,416,21,745,27,20,15,5,20,24,3,5,23,3,30,240,10,362,10,8,9,3,18,13,5,4,12,0,18,114,10,185,0,9,0,0,14,3,0,0,9,0,13,229,13,279,24,36,6,0,45,16,6,5,14,0,39,730,18,904,0,3,3,0,4,3,0,0,7,0,9,343,0,373,11,17,3,0,53,13,3,0,5,0,40,1242,36,1415,29,31,4,0,14,3,0,0,28,0,54,705,17,859,14,15,14,0,25,11,3,6,9,0,38,464,14,589,272,295,114,27,341,173,45,59,226,34,379,5230,178,6784,15,9,5,4,16,12,6,0,10,0,14,137,1534,1739,1280,1768,470,141,1305,757,311,290,1564,175,1722,16821,2407,25912,685,1111,247,11
7002,4664,6157,1661,238,2747,2085,612,1080,6174,477,6017,53641,3884,79645,256,222,88,15,179,119,41,54,222,26,245,1960,96,3055,469,263,188,40,259,197,49,138,288,50,381,2378,118,4028,153,98,71,34,78,91,19,45,84,24,152,1235,67,1873,279,84,80,47,214,164,36,52,129,40,210,1485,83,2398,23,21,5,0,30,3,4,8,23,0,30,516,24,655,422,402,138,46,693,214,112,53,228,57,629,8112,291,10597,54,42,28,5,67,23,15,5,28,3,109,2206,34,2536,98,134,24,13,306,73,24,12,76,11,231,7809,133,8724,56,70,18,0,44,33,11,5,73,4,87,872,28,1199,36,69,26,3,58,20,9,10,67,3,108,1745,65,2130,1861,1414,674,212,1924,948,314,370,1226,221,2170,28318,940,37194,84,62,27,13,79,41,18,25,67,16,66,528,9554,10379,6614,7632,2358,462,4752,3074,946,1479,7464,710,8255,82484,14380,127215,3215,4623,1063,20
8000,102,135,37,0,44,45,12,25,177,8,114,736,51,1245,7,5,5,0,0,0,0,0,0,0,4,20,3,35,10,5,3,0,3,4,0,0,8,0,11,26,0,53,3,0,3,0,4,3,0,0,3,0,4,13,4,28,3,0,0,0,0,0,0,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,15,3,25,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,3,0,0,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,6,0,0,0,0,0,11,0,19,25,22,17,5,13,12,4,5,24,3,27,135,9,228,3,0,0,0,0,0,0,0,0,0,0,9,177,187,133,152,54,3,52,54,14,31,201,14,143,882,237,1666,58,84,19,0
8001,27431,36627,9304,1604,11122,9966,3078,4804,41304,2230,35577,201568,10030,333632,785,834,291,53,556,369,108,116,770,72,895,4992,229,8414,3081,1618,1113,282,1139,1305,334,631,1905,304,2421,7993,413,16950,1150,510,409,148,494,571,145,224,586,170,928,3758,140,7100,2179,582,653,336,1263,1001,282,348,828,296,1416,6021,332,11759,292,278,105,13,306,163,67,32,292,28,472,4188,155,5720,915,1124,337,78,1065,460,196,109,802,125,1622,13614,391,18904,346,410,215,37,555,263,79,64,486,60,1000,15634,262,18638,775,887,226,49,1877,585,150,82,646,89,1439,29915,672,35732,703,700,244,53,375,252,78,99,970,58,899,5574,145,8694,365,379,122,22,293,176,61,35,450,37,491,4364,128,6197,10581,7318,3719,1084,7923,5142,1500,1733,7737,1247,11573,96049,2866,138104,373,162,120,153,176,172,48,100,227,79,244,909,16882,18778,38391,44107,13141,2845,19224,15283,4629,6637,49268,3553,47396,298522,29778,490517,14446,26180,4773,45
9000,169,200,59,20,114,102,26,39,146,20,175,1859,98,2683,33,32,19,0,20,27,6,10,19,10,35,256,39,432,18,8,11,0,10,10,0,3,7,3,6,69,5,122,5,0,0,0,0,5,0,0,0,0,0,21,4,35,0,0,0,0,0,0,4,0,0,0,7,9,4,20,0,0,0,0,0,0,0,0,0,0,0,0,67,67,15,20,5,0,31,10,3,0,9,5,28,362,36,503,0,0,4,0,4,0,0,0,0,0,6,12,5,26,0,0,0,0,0,0,0,0,0,0,4,15,36,53,0,5,3,0,6,3,6,0,0,0,3,35,8,55,0,0,0,0,3,3,0,0,0,0,9,22,35,67,74,71,37,5,76,60,17,14,38,13,84,803,238,1373,3,3,3,0,4,3,3,0,3,3,7,63,652,737,252,268,102,27,189,161,45,55,187,34,269,2723,983,4788,114,155,51,5
