SUA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
1036,2962,13011,9655,82866,961,109456,64,595,348,9471,139,10617,4133,139,227,518,28,5048,1762,327,182,792,27,3096,2118,852,514,1975,29,5486,20260,11498,8791,71685,948,113178,2083,135,543,156,19,2931,673,126,141,693,4,1640,3407,1126,908,6362,100,11905,2194,527,275,1664,29,4687,657,165,64,356,7,1246,3047,122,95,112,8,3389,4198,2335,1604,22703,194,31027,6900,1982,949,6821,142,16788,455,20,48,29,0,556,1309,367,240,485,13,2417,6483,808,433,1827,66,9615,1560,537,273,1698,28,4099,921,304,199,237,12,1673,845,521,376,316,11,2068,1357,306,206,808,16,2694,423,70,60,230,6,786,210,105,25,29,5,375,5471,2973,2135,19135,176,29898,2181,258,145,370,16,2973,615,219,142,60,0,1047,2005,305,201,739,29,3276,228,38,25,44,0,341,1257,47,86,73,9,1461,1196,394,294,1167,10,3069,19707,3486,2702,4991,233,31109,1107,177,135,1302,12239,14948,84641,25128,18368,162706,14851,305691
2000,3500,21815,15886,243741,3999,288947,82,441,260,10598,208,11578,3383,160,309,1384,54,5290,1226,297,129,621,28,2307,7059,2407,1523,5172,135,16296,37225,20570,15384,219799,4324,297297,3316,57,644,126,63,4206,1119,225,221,1542,29,3137,6567,2277,1618,21956,398,32819,1783,509,185,1245,42,3771,1009,252,114,363,26,1761,2501,217,124,199,18,3053,7800,4920,3335,75528,1084,92671,7898,2679,1052,13163,258,25044,161,9,23,9,3,206,280,107,41,231,5,668,369,101,47,215,5,742,2243,689,397,1799,47,5179,1092,253,214,236,27,1811,1833,868,622,478,38,3843,2020,482,295,1237,39,4071,634,139,97,314,10,1190,306,70,35,27,6,440,9694,5579,4080,66022,881,86256,561,99,55,153,4,880,915,201,153,126,15,1403,714,116,96,570,7,1500,356,106,76,106,6,649,792,47,92,36,18,980,1395,389,270,1989,27,4072,18081,3583,2837,7674,417,32591,1147,358,243,6241,51069,59054,102062,40475,29047,483816,60650,716050
2001,212,1036,718,7618,73,9653,3,24,13,311,4,360,132,8,12,44,0,201,132,28,13,79,3,262,214,81,46,208,3,547,1422,854,676,6448,96,9491,129,12,25,0,0,169,31,12,4,38,0,82,221,91,68,620,5,1008,104,35,10,105,0,254,63,12,6,31,0,115,544,26,12,18,0,610,320,169,142,2230,20,2875,317,139,58,553,7,1074,13,3,0,0,0,17,24,6,0,16,0,52,45,9,4,14,0,72,408,164,92,417,7,1088,72,10,18,5,0,101,104,39,46,20,0,213,131,41,26,111,0,304,13,0,0,16,0,36,63,15,4,0,0,84,428,214,157,1886,22,2705,75,11,17,24,3,127,53,6,8,7,0,75,63,13,7,13,0,95,38,9,5,9,0,49,57,0,8,0,0,65,49,14,13,52,0,126,1432,216,157,321,15,2143,56,17,12,168,839,1095,5647,1891,1361,14776,1053,24717
2002,54,434,354,5424,96,6357,5,14,9,663,12,707,108,16,8,36,5,170,13,0,0,5,0,20,133,42,21,129,0,329,729,448,333,4987,140,6633,146,3,24,13,3,194,27,11,0,20,0,57,134,35,37,445,6,661,18,12,0,30,0,59,18,4,0,11,0,33,98,4,9,15,3,124,114,72,47,1266,23,1515,189,61,23,371,4,640,11,0,0,3,0,18,0,0,0,10,0,7,3,3,0,6,0,9,30,6,5,34,0,76,16,4,9,3,0,34,34,17,13,16,0,81,31,12,3,18,0,71,13,0,0,4,0,17,0,3,0,4,0,11,185,111,89,1267,10,1672,3,0,0,5,0,9,33,3,0,3,0,35,10,0,0,8,0,11,4,8,0,0,0,18,52,0,5,0,0,55,29,25,3,37,0,92,419,83,57,169,15,737,50,0,8,117,972,1144,2233,830,606,10771,1239,15684
2003,490,3330,2365,37387,466,44037,18,74,47,1808,26,1979,1329,50,96,417,10,1906,252,66,26,198,0,549,973,493,301,1348,17,3135,4186,3058,2239,36874,466,46821,689,26,135,26,14,886,145,39,24,296,0,502,660,305,233,3664,29,4899,213,70,27,296,0,601,123,35,12,81,0,258,1807,65,34,58,4,1962,1052,825,556,14426,101,16964,526,316,117,2023,25,3012,77,3,12,8,0,104,29,25,3,54,0,114,41,8,0,44,0,96,160,95,39,343,7,647,97,57,30,50,0,238,226,152,90,101,7,582,249,87,53,266,5,663,134,17,25,64,0,236,45,7,14,0,0,65,1160,939,607,11258,90,14058,107,31,15,43,0,189,152,44,24,27,4,258,127,18,17,96,0,263,133,32,22,27,0,210,175,6,12,6,0,208,164,72,51,402,4,692,4290,676,546,1512,51,7067,186,36,30,839,4945,6039,16360,6263,4397,78917,6026,111973
2004,416,2665,1770,36345,433,41629,3,80,30,2186,46,2336,858,59,68,554,13,1553,89,32,17,95,0,231,441,257,155,694,8,1551,2987,2582,1780,36147,476,43971,680,20,127,30,3,859,83,39,25,257,0,410,446,264,156,3601,31,4498,141,60,16,195,6,425,62,29,19,65,0,178,1241,59,26,44,0,1369,656,625,354,12393,116,14145,426,303,114,2367,12,3225,79,8,6,4,0,93,28,14,5,32,0,75,20,6,3,18,0,54,83,68,21,161,3,338,107,36,30,57,0,234,141,112,82,99,0,434,126,51,23,174,4,369,79,12,11,54,0,157,21,23,0,5,0,56,825,651,466,10104,75,12118,48,14,9,32,0,104,142,36,17,24,3,230,102,15,17,103,6,244,152,26,8,13,0,199,144,9,26,4,0,179,116,77,35,367,6,598,4600,515,362,1278,66,6817,214,38,32,961,4913,6160,13068,5058,3305,75634,5969,103034
2005,45,409,250,3116,57,3881,0,8,0,108,0,116,34,3,0,17,0,66,24,3,0,3,0,25,82,35,9,62,3,192,672,456,281,3435,47,4897,21,0,9,0,0,34,33,13,10,22,5,70,124,46,34,374,0,583,32,8,0,27,0,70,17,12,4,15,0,48,43,6,0,3,0,57,162,138,91,1431,19,1849,77,43,21,214,5,358,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,18,11,0,17,0,49,8,3,3,4,0,25,39,18,10,9,0,77,49,15,3,25,0,90,9,6,0,9,0,19,0,4,0,4,0,11,214,146,93,1182,12,1639,16,0,0,0,0,20,16,5,5,0,0,22,4,3,0,3,0,20,8,5,4,0,0,20,7,0,0,0,0,3,37,17,4,57,0,117,330,108,54,197,6,693,15,4,0,78,1275,1380,1606,840,504,7014,1391,11352
2006,51,299,216,4674,75,5314,0,5,4,184,5,202,265,0,8,13,3,285,5,4,0,13,0,23,72,29,14,89,3,210,354,293,171,4253,79,5150,86,0,5,0,0,90,14,0,4,24,0,41,55,21,17,330,0,424,21,14,3,8,0,45,11,0,0,0,0,16,54,3,3,7,0,67,71,70,41,1675,17,1873,92,40,4,232,3,373,16,0,0,0,0,19,7,0,0,10,0,13,0,0,0,0,0,0,22,16,0,15,0,49,29,11,8,0,0,49,24,13,7,7,0,51,24,0,0,14,0,40,10,0,0,6,0,15,25,0,0,0,0,25,116,91,58,1285,15,1564,7,0,0,6,0,13,0,0,0,0,0,5,4,0,0,8,0,10,11,0,0,0,0,12,10,0,0,0,0,11,12,4,0,30,0,41,425,49,55,79,4,615,28,9,5,164,547,749,1641,584,366,9459,710,12756
2007,83,519,409,8442,144,9597,0,25,18,778,12,831,93,6,5,47,0,148,14,10,4,17,3,54,108,43,32,97,3,286,778,493,386,7956,114,9725,168,0,19,11,0,195,23,8,9,38,0,81,114,42,45,715,5,924,33,11,5,19,0,66,13,3,3,9,0,37,131,3,0,5,0,138,169,83,67,2355,25,2698,151,76,31,501,4,768,9,0,0,0,0,9,3,0,0,7,0,12,0,0,0,0,0,6,42,16,5,47,0,109,65,17,16,0,0,90,32,30,17,21,0,95,38,7,6,26,0,72,3,0,0,3,0,8,0,0,0,0,0,0,225,143,86,2081,12,2544,12,0,0,4,0,17,20,9,3,0,0,32,14,5,0,31,0,53,42,5,4,6,0,50,44,3,0,0,0,47,30,9,7,50,6,97,403,62,58,197,6,730,28,10,0,205,1157,1398,2360,971,734,17067,1443,22568
2008,1934,10587,7764,82726,1103,104117,44,171,121,3078,50,3460,3500,169,259,676,15,4614,2758,452,237,1112,42,4597,3048,1143,714,2849,44,7803,16016,9436,6917,79035,1037,112439,2258,92,390,119,27,2891,510,147,104,634,4,1403,2867,1093,723,8199,99,12978,1150,337,142,918,14,2555,647,154,94,356,9,1257,4594,140,91,123,15,4961,3885,2452,1652,30010,245,38246,4353,1438,600,6385,84,12859,216,5,26,15,0,268,234,88,39,183,8,551,1192,210,91,415,11,1917,927,265,175,938,12,2317,453,165,95,93,7,814,742,459,340,220,12,1774,1508,368,226,978,14,3095,492,95,74,195,8,864,122,46,18,19,0,210,4406,2658,1939,24820,205,34034,1083,143,77,206,16,1525,644,162,115,98,3,1026,713,133,109,301,10,1266,465,74,50,69,6,663,865,41,82,20,3,1007,652,260,186,953,13,2063,17007,2321,1832,4017,191,25372,801,112,116,1629,13136,15793,66316,20262,14448,172810,15792,289630
2009,156,969,761,7013,88,8981,3,7,18,168,0,188,92,15,29,60,5,200,99,22,11,52,0,191,172,79,63,182,3,497,1511,828,657,6181,72,9261,29,0,8,11,0,53,56,18,10,58,0,140,258,114,58,587,3,1036,107,33,24,83,4,246,40,3,6,13,0,69,88,10,3,11,0,111,395,233,161,2355,24,3174,365,138,72,603,5,1179,5,0,5,4,0,11,6,11,0,8,0,30,30,6,6,31,0,79,286,103,51,253,0,697,30,9,10,8,0,64,85,52,37,12,0,183,131,42,15,109,0,299,31,3,4,26,0,65,7,0,4,0,0,11,403,241,156,1945,11,2758,27,3,0,10,0,42,59,15,9,4,0,89,50,4,7,7,0,66,33,24,12,5,0,65,26,11,3,0,0,37,74,20,6,83,0,183,675,181,148,335,4,1337,40,3,11,127,877,1057,4212,1779,1322,13836,1055,22200
2010,41,318,230,6422,90,7102,0,12,4,296,8,317,94,5,9,20,0,130,6,11,0,7,0,27,74,35,26,105,3,251,333,303,230,6064,100,7021,117,0,25,13,3,159,15,0,0,57,0,70,63,35,38,1553,13,1708,23,7,4,20,3,52,12,0,0,7,0,24,188,0,0,6,0,199,95,53,35,1534,23,1731,140,33,27,326,0,531,4,0,0,0,0,4,8,0,0,5,0,14,0,0,3,0,0,10,8,9,0,11,0,25,14,0,3,0,0,14,20,21,4,6,0,45,31,8,0,35,0,73,3,0,4,5,0,13,0,0,0,0,0,0,84,71,61,1637,14,1871,5,0,0,3,0,7,20,8,0,0,0,35,14,0,0,8,0,22,13,3,0,6,0,17,14,0,0,3,0,20,9,7,3,57,0,80,476,57,38,124,0,703,28,6,4,196,768,1004,1666,586,442,13325,969,16985
2011,76060,148278,112955,765381,8501,1111172,1207,2322,1298,25512,413,30746,380358,5721,11130,9295,2020,408525,26511,4105,2229,8474,271,41588,30242,10598,6653,22767,305,70561,280828,122432,91110,711970,9473,1215811,71643,1742,6906,1452,250,81991,15929,2441,1826,7570,143,27909,43101,13275,9412,69431,895,136116,99974,16222,8570,44734,1042,170544,11722,2427,1404,4442,141,20136,248913,4595,3278,2482,515,259777,66616,30935,21308,274471,2139,395477,148186,36032,17161,115795,1864,319042,18270,215,776,232,51,19541,30509,6924,3247,6417,241,47335,30944,4255,2392,8114,269,45980,33413,8125,4842,21905,389,68669,16096,2292,1711,1140,154,21392,17964,6059,4512,2493,151,31175,30333,5281,4048,11554,263,51476,17895,1609,1708,2900,140,24257,18812,1551,708,298,216,21584,65970,29849,22847,217629,1708,337998,20530,2158,1331,2442,205,26667,16207,2685,2170,977,81,22110,18438,1515,1283,3106,129,24462,40992,2843,1994,2214,155,48196,109474,1900,3665,1788,535,117360,8608,2483,1795,9370,69,22325,752326,50689,42128,58666,5136,908944,40958,2526,1996,13370,201009,259862,2405221,312883,229858,1637957,231921,4817843
2012,418,1144,738,16930,248,19468,15,101,30,2499,63,2705,1005,3,19,80,8,1120,179,39,14,142,5,372,187,65,34,166,7,459,1537,1035,680,15862,308,19420,364,9,51,9,0,438,58,11,7,102,0,180,265,117,70,2186,24,2659,279,66,23,256,4,641,59,18,3,52,4,137,498,14,4,9,0,528,231,216,105,4069,50,4662,1362,365,161,2004,47,3933,65,0,4,0,0,71,7,6,0,4,0,19,20,0,0,8,0,28,28,17,9,65,0,121,69,13,12,28,0,128,95,43,40,29,5,213,69,29,15,87,0,197,23,9,6,18,0,52,86,12,13,0,6,123,327,219,173,3996,39,4752,26,3,0,6,0,44,67,6,4,3,0,83,43,6,8,30,0,90,33,8,4,6,0,53,331,0,5,3,8,352,47,18,25,119,3,212,3527,353,179,574,63,4688,209,32,15,475,3963,4694,9934,2380,1464,35153,4687,53620
2013,186,780,539,7460,163,9130,0,14,7,454,14,489,114,0,9,28,0,147,57,5,7,15,3,89,399,110,66,288,7,876,1162,707,535,5994,166,8553,179,14,50,8,3,256,23,3,6,27,0,56,256,102,43,534,16,953,71,16,4,57,0,152,48,6,4,17,0,80,36,8,0,3,0,49,228,154,85,1606,31,2101,168,56,37,341,14,612,5,0,0,0,0,11,3,0,0,0,0,11,14,0,0,0,0,14,317,66,23,246,4,663,27,6,8,8,0,52,39,25,21,17,0,104,130,32,12,71,0,242,35,4,0,18,0,62,36,0,0,0,0,37,392,176,130,1511,36,2251,57,4,3,14,5,81,13,9,11,6,0,37,34,9,0,18,3,59,8,10,0,8,0,19,19,0,0,0,0,21,48,7,14,44,0,118,623,131,91,269,20,1131,69,22,10,248,1426,1767,3939,1458,991,13800,1815,21997
2014,41,299,212,4108,59,4720,0,9,7,278,5,312,32,3,3,28,0,68,13,3,0,8,0,19,98,25,30,88,0,244,476,299,196,3803,69,4836,69,3,18,4,0,90,18,0,0,17,0,40,73,23,27,497,4,628,21,6,0,9,0,37,8,0,0,0,0,10,47,4,0,12,0,56,84,61,31,988,13,1174,45,24,6,100,0,167,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,36,5,5,27,0,75,28,8,0,8,0,44,24,12,10,9,0,62,18,4,0,16,0,34,10,0,0,5,0,18,3,0,0,0,0,3,130,106,60,1068,9,1373,0,0,0,0,0,7,10,0,5,0,0,20,14,0,0,6,0,20,6,0,0,3,0,8,14,0,0,0,0,17,20,7,6,44,0,77,263,57,40,92,6,449,20,9,8,125,601,767,1316,579,389,8208,741,11230
2015,88,506,420,5395,77,6484,0,18,4,344,14,389,141,3,12,40,0,194,45,16,3,20,0,76,146,57,33,143,0,389,753,478,353,4594,69,6257,111,9,29,11,0,148,24,7,0,17,0,49,105,50,24,380,5,563,32,12,8,39,0,88,12,4,0,5,0,21,168,14,5,8,0,189,150,99,66,1410,20,1747,122,44,28,306,4,512,0,0,3,6,0,6,7,5,0,19,0,26,6,0,0,13,0,20,17,7,0,46,0,77,16,6,6,4,0,33,27,26,11,11,0,68,62,12,8,45,0,124,21,0,0,11,0,36,8,0,0,0,0,8,211,117,96,1223,20,1664,16,5,0,9,0,30,50,6,0,4,0,59,14,0,0,12,0,32,31,3,7,4,0,55,55,0,8,0,0,69,34,13,4,55,0,107,546,99,80,195,14,926,43,10,7,126,824,1005,2472,921,695,10214,1000,15301
2016,698,1165,754,14353,240,17211,9,86,36,2009,52,2190,704,17,26,94,4,844,54,20,7,47,3,136,256,106,64,312,3,743,1720,1084,722,14067,235,17824,667,6,106,11,9,796,32,3,5,94,0,141,251,94,82,1208,10,1643,300,49,11,240,5,615,44,11,8,16,0,74,1589,30,9,16,3,1647,275,246,130,4663,36,5345,1488,371,157,2058,32,4097,17,0,4,0,0,24,6,3,3,9,0,25,181,21,5,103,0,312,44,21,10,71,3,144,75,20,26,23,0,142,104,29,32,36,4,207,62,25,7,77,0,176,19,9,0,12,0,44,266,13,0,3,0,292,375,285,160,3776,41,4643,35,8,6,16,0,60,67,3,10,5,0,89,77,16,4,48,0,143,84,0,8,11,0,104,76,4,8,4,0,91,30,17,7,77,0,131,6856,329,210,680,70,8151,305,29,21,332,3462,4147,14785,2468,1560,30951,4078,53841
2017,47,184,150,3894,51,4327,0,7,0,401,6,420,164,4,13,25,0,203,5,0,0,4,0,10,34,23,9,52,0,120,286,166,168,3501,47,4176,130,0,10,0,3,146,5,0,0,22,0,30,30,13,14,373,3,436,4,0,7,13,0,22,10,3,0,13,0,24,131,11,0,0,0,152,50,26,25,1233,10,1332,233,63,6,360,3,667,6,0,0,3,0,8,0,0,0,7,0,5,0,0,0,0,0,0,0,6,3,10,0,16,4,8,0,8,0,15,14,8,3,4,0,19,3,3,0,7,0,11,0,0,0,0,0,0,0,4,0,0,0,0,57,39,47,950,12,1094,3,0,0,3,0,6,19,0,0,0,0,19,7,0,0,9,0,21,6,0,0,0,0,6,145,0,0,0,0,145,5,7,0,34,0,41,679,36,25,105,3,854,32,0,3,108,657,796,1856,366,285,7900,771,11186
2018,317,1319,955,13466,209,16264,0,19,9,764,12,810,372,16,18,57,3,464,83,19,4,39,0,146,548,212,158,572,3,1493,2105,1273,902,12262,263,16813,406,17,75,23,4,524,51,7,9,69,0,135,399,139,109,1099,28,1774,189,42,13,121,0,370,53,27,0,48,0,129,475,8,6,20,4,519,451,293,171,3178,45,4136,993,206,70,1060,26,2362,14,0,0,0,0,13,7,8,0,9,0,27,3,0,0,9,0,18,294,83,37,325,4,746,95,22,29,40,0,190,87,67,37,37,0,234,203,36,21,121,6,385,41,12,15,22,3,94,24,10,3,4,0,36,702,357,312,3250,39,4656,35,7,7,19,0,64,50,16,0,8,0,74,87,12,8,46,4,158,78,6,7,11,0,100,74,0,0,3,0,83,60,21,20,86,0,184,1847,202,152,528,35,2767,127,32,26,388,3130,3699,8584,2602,1812,26562,3695,43252
2019,105,576,360,6653,114,7806,6,16,5,389,4,411,98,0,11,60,0,170,36,5,0,11,0,51,132,54,30,114,6,333,606,577,395,6763,131,8463,138,0,22,8,9,175,25,7,0,55,0,86,117,61,32,653,11,875,30,12,10,29,0,83,36,7,5,24,0,71,129,3,0,12,0,146,121,144,73,2473,34,2833,487,152,57,722,10,1419,0,0,0,0,0,4,3,3,0,10,0,16,6,0,0,10,0,12,13,11,0,20,0,47,13,10,5,5,0,36,24,17,15,15,0,79,39,4,7,26,0,76,9,5,0,10,0,27,14,0,5,3,0,25,189,137,92,1858,32,2308,15,0,4,4,0,23,33,6,0,7,0,49,19,3,0,13,0,43,27,6,0,0,0,36,17,0,0,0,0,22,22,11,6,62,0,97,582,103,71,258,8,1014,44,11,6,185,945,1187,2620,1117,698,14216,1236,19882
2020,233,1640,1201,14531,170,17772,6,30,20,545,4,602,308,20,21,60,4,419,94,25,7,28,4,160,613,195,137,596,15,1555,2610,1520,1110,13140,197,18581,173,13,63,8,0,263,76,10,19,104,4,206,417,126,121,1150,23,1829,105,31,4,105,0,243,123,20,3,49,0,199,350,36,13,20,0,415,550,336,230,3743,50,4906,383,184,60,814,6,1453,19,0,3,0,0,23,10,0,0,11,0,25,12,4,0,4,0,24,66,29,17,86,0,192,81,19,11,19,0,134,121,73,74,45,0,319,149,35,21,100,0,305,57,11,4,31,0,100,15,4,3,0,0,21,621,369,296,3552,38,4871,52,11,5,9,0,87,115,15,25,8,0,163,67,17,7,36,4,131,88,21,5,11,0,121,64,0,7,0,0,80,88,38,10,100,0,240,1485,258,219,561,24,2549,95,19,23,325,2049,2507,7423,2940,2127,27869,2474,42827
2021,114,923,676,12151,170,14037,9,30,12,647,13,706,386,9,23,59,5,485,18,0,0,30,0,47,234,125,45,299,4,711,1141,814,574,11991,167,14691,235,5,38,12,4,288,33,14,10,119,0,181,156,74,62,1150,9,1450,40,17,7,70,0,133,11,4,3,14,0,30,172,18,4,7,0,208,299,252,144,5966,48,6712,100,73,22,418,4,611,37,0,0,0,0,41,11,6,0,18,0,31,0,0,0,10,0,11,38,11,6,47,0,102,87,28,28,11,3,153,77,43,32,24,0,176,44,21,4,49,0,116,26,7,3,9,0,39,9,5,4,0,0,23,349,220,176,3748,30,4523,9,0,0,0,0,9,89,9,8,3,0,111,32,10,3,24,0,67,63,11,3,0,0,71,107,0,5,0,0,106,36,17,13,103,0,161,967,178,139,323,16,1622,54,17,15,382,1750,2214,4098,1686,1203,26629,2132,35743
3000,3532,19648,16294,238802,3697,281975,150,1565,814,55221,1000,58746,2879,183,293,2195,44,5603,694,200,58,488,20,1459,4699,1383,910,2682,84,9761,40634,18251,14356,203833,3919,281004,5492,104,1026,354,96,7083,1674,249,224,1302,23,3470,6662,2508,1942,42238,494,53846,533,266,105,1013,20,1940,683,164,76,279,9,1212,2273,153,127,266,19,2833,8036,3787,2876,62039,819,77544,6961,2781,1131,14767,251,25894,596,15,42,15,0,670,113,41,23,202,0,385,64,19,14,35,0,130,1075,490,253,2265,32,4114,2427,533,431,457,45,3892,2959,1271,930,671,63,5893,1189,320,191,1195,40,2936,594,128,100,502,20,1341,491,108,64,102,7,771,10470,4549,3420,53778,625,72843,258,66,21,88,5,434,1820,222,197,117,19,2381,1276,192,93,829,26,2411,169,36,29,73,0,309,808,25,61,19,10,917,1293,363,238,1724,40,3658,20718,3812,3495,23500,848,52368,1487,369,337,6557,71651,80397,104469,37409,29097,499738,81155,751871
3001,95,461,536,3422,25,4544,3,20,7,319,0,363,152,3,10,39,0,198,20,4,5,10,0,43,127,34,24,78,0,263,1491,433,486,3361,40,5820,131,4,17,9,4,160,96,0,8,18,0,130,218,52,46,392,4,713,22,16,3,34,0,77,24,8,4,13,0,44,84,0,4,5,0,93,327,83,80,993,8,1489,177,40,20,232,5,479,24,0,5,0,0,22,15,0,0,6,0,23,8,0,0,0,0,6,14,23,11,39,0,81,98,23,22,15,0,153,124,46,36,16,0,218,63,7,17,19,0,102,20,4,0,11,0,37,16,5,0,0,0,14,399,88,99,781,4,1373,16,0,0,3,0,18,53,6,14,0,0,69,121,4,12,16,0,152,17,0,0,7,0,21,34,0,4,0,0,36,53,11,14,27,0,108,777,97,127,202,10,1215,55,14,13,78,1744,1905,3782,876,923,7101,1835,14523
3002,26062,97038,77879,559540,6007,766525,830,4628,2771,58123,872,67227,102631,2580,4877,6370,575,117030,4819,1124,606,2149,42,8739,17737,6213,3879,11753,185,39770,211299,85302,64234,520729,6485,888050,31777,1091,5550,1333,177,39935,8630,1610,1160,4874,91,16367,26198,9742,7011,91985,766,135694,7174,2838,1343,8351,99,19800,4399,985,552,1588,38,7567,63369,1977,1387,1493,178,68406,47026,20090,14021,189994,1383,272518,21854,8468,4130,33386,362,68197,16083,129,726,158,36,17138,2426,891,427,2100,18,5859,1228,233,162,329,15,1970,2340,1189,714,3849,40,8127,28660,4059,2981,1681,260,37642,19714,6989,5183,2587,227,34699,8937,1964,1526,5555,92,18075,6045,800,814,2300,81,10041,25050,2393,1173,469,275,29361,54297,21207,15796,154159,1209,246666,4723,576,369,705,43,6420,15000,1983,1535,601,68,19189,9613,985,765,2178,72,13614,5410,461,369,448,22,6709,25619,733,1212,680,118,28365,7085,1858,1225,7281,68,17521,232056,23492,22544,38154,2303,318551,13631,1381,1244,10948,108034,135233,844757,180012,140868,1156148,125495,2447280
