SUA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
1015,0,3,0,114,16,4,0,20,4,7,0,5,0,12,78,143,0,0,0,0,0,0,0,0,4,0,0,11,353,80,15,433,65,228,27,85,26,174,87,1579
1016,3,3,0,308,36,3,3,34,5,16,5,11,0,8,70,190,0,0,0,0,0,0,0,0,0,0,6,11,627,78,18,779,88,348,28,100,29,154,98,2336
1017,0,0,0,95,16,0,6,10,5,4,0,4,0,13,43,99,0,0,0,7,0,0,0,0,0,8,3,17,246,65,15,322,37,137,17,87,25,181,55,1175
1018,0,3,0,225,21,8,0,16,0,13,0,9,6,8,53,138,0,0,3,0,0,0,0,0,0,4,9,21,585,179,19,761,101,327,45,125,37,225,68,2477
1019,0,4,0,177,8,3,3,11,4,5,0,4,0,7,36,86,0,0,0,0,0,0,0,0,0,0,0,9,201,50,10,309,61,146,20,64,17,103,48,1020
1020,0,9,0,276,26,0,0,20,9,11,3,0,0,16,98,190,3,0,3,3,0,0,0,0,3,0,5,19,430,66,24,596,111,281,32,70,45,126,110,1885
1021,4,13,0,434,38,3,0,31,6,22,5,12,3,18,100,252,0,0,5,3,0,0,0,0,4,0,14,26,611,165,51,825,176,404,85,167,57,261,118,2936
1022,0,0,0,269,11,5,0,12,3,7,0,3,3,3,56,106,0,3,0,0,0,0,0,0,0,0,5,10,298,47,16,488,89,193,27,41,18,76,65,1357
1023,3,0,0,215,19,0,0,14,0,3,0,0,7,12,68,130,0,0,0,0,0,0,0,0,0,0,5,5,287,36,14,373,49,227,26,50,25,100,74,1266
1024,4,9,0,398,31,9,3,32,11,18,10,14,3,23,112,252,0,0,5,0,0,0,0,0,0,0,8,11,476,145,32,781,105,326,56,148,37,245,124,2488
1025,71,180,19,11982,628,94,45,597,86,267,63,131,53,266,2041,4268,34,3,16,42,19,8,12,5,16,41,125,313,13022,2755,603,18654,3002,7234,1037,2590,729,4211,2279,56110
1026,0,8,0,436,33,9,7,23,7,16,5,16,0,30,142,284,5,0,3,3,0,0,0,0,0,7,15,33,797,211,38,1088,168,537,61,207,49,404,161,3720
1027,0,5,5,901,63,0,0,46,3,15,4,10,4,24,183,351,8,3,0,0,0,0,0,0,0,3,13,34,1342,165,38,1463,237,538,53,134,51,251,201,4487
1028,7,11,0,816,52,5,8,51,8,19,5,7,10,19,154,333,0,0,3,4,0,0,0,0,3,9,17,35,1194,317,49,1500,189,509,74,235,62,333,180,4640
1029,0,4,0,458,24,0,0,15,4,6,0,4,0,10,102,180,0,0,4,3,0,0,0,0,0,0,4,16,434,54,24,652,109,373,41,70,20,110,110,1995
1030,0,3,0,165,17,3,4,18,5,14,0,3,0,18,64,145,0,0,3,0,0,0,0,0,0,0,6,10,312,114,16,485,76,257,33,105,34,191,77,1694
1031,1666,5114,222,194027,4199,908,787,3213,1149,2857,616,1299,1095,3816,14278,34209,360,78,368,271,152,224,79,93,243,653,2688,5207,143611,28513,12374,125717,38520,101532,15951,37807,19215,80972,18572,622774
1032,3,7,0,508,61,5,0,36,3,11,3,3,4,6,179,319,7,0,0,0,0,3,0,0,3,8,11,30,1246,150,39,1195,203,559,52,165,45,299,201,4148
1033,0,5,0,117,23,8,7,18,4,17,0,5,5,22,67,176,0,0,0,0,0,0,0,0,0,5,11,31,449,125,18,582,73,271,29,146,32,314,88,2124
1034,0,0,0,132,9,11,0,21,0,11,0,0,4,10,67,127,0,0,0,5,0,0,0,0,0,0,0,5,239,131,19,477,77,167,28,92,30,140,69,1468
1035,0,15,0,1059,88,10,3,65,9,24,7,5,0,24,250,504,4,0,5,5,3,0,0,0,0,7,13,40,1778,202,48,1961,272,703,57,223,68,398,282,5998
1036,68,153,7,8153,295,65,40,309,95,178,51,96,39,189,964,2321,6,0,13,33,11,13,4,3,6,33,102,233,7155,1879,570,10399,2758,4836,1029,1937,736,3270,1142,35709
2000,60,116,26,9312,1208,279,119,1273,161,517,112,253,108,467,2499,6999,117,13,89,112,30,41,23,20,29,93,270,837,15156,3945,1099,24027,3538,9083,1393,3350,1077,5050,3010,70727
2001,5,4,3,577,42,5,3,27,4,20,4,4,3,12,80,210,3,0,6,3,3,0,0,0,0,0,15,32,787,117,41,1015,190,529,40,119,52,157,100,3148
2002,0,0,0,127,15,0,0,24,3,7,0,6,0,7,41,106,3,0,0,0,0,4,0,0,0,0,4,12,257,81,20,524,56,194,29,87,21,122,43,1439
2003,6,23,0,1962,126,30,11,134,16,71,11,22,11,32,349,807,3,0,0,15,3,0,0,4,0,8,36,69,2456,597,101,4093,587,1665,173,580,130,741,409,11533
2004,9,18,5,1519,96,23,11,119,12,53,8,28,12,47,323,726,7,0,5,8,0,0,3,4,0,13,32,76,2243,571,113,3729,519,1523,183,521,145,737,378,10670
2005,4,0,0,116,15,6,0,7,5,3,0,3,0,7,28,83,0,0,0,0,0,0,0,0,0,0,3,6,143,122,10,324,39,109,28,68,16,49,35,937
2006,0,0,0,119,16,0,4,13,4,8,0,0,0,5,48,98,0,0,0,3,0,0,0,0,0,0,3,8,245,52,10,483,62,155,23,49,14,83,53,1216
2007,3,4,0,309,41,4,5,43,3,12,3,5,3,14,85,221,0,0,0,3,0,0,4,0,0,3,6,23,527,105,27,831,110,243,49,73,37,115,98,2218
2008,33,75,8,6872,341,76,28,380,53,170,29,61,41,157,829,2168,26,7,25,30,12,13,7,0,16,29,76,226,6666,1716,353,11922,1759,4640,577,1509,379,2126,961,32605
2009,4,11,0,1003,40,3,3,51,3,21,3,12,3,20,88,242,0,0,3,10,0,0,0,0,6,0,3,23,803,147,31,1171,169,412,53,110,35,130,97,3165
2010,0,3,0,181,28,5,4,31,0,11,3,8,0,10,49,147,0,0,0,3,0,0,0,0,0,0,4,12,392,87,16,679,82,199,29,84,17,93,62,1743
2011,703,2705,193,151387,4892,994,627,4876,858,3078,484,1437,793,2936,14681,35660,480,82,369,529,176,272,73,87,201,490,2251,5010,142308,29251,5507,172828,26965,106551,8043,35689,8406,54497,18567,608614
2012,3,10,4,619,78,11,12,83,12,29,3,9,5,35,252,534,5,0,5,3,0,0,0,4,0,9,20,58,1309,239,76,1596,233,691,89,242,77,473,294,5326
2013,8,4,0,258,24,3,5,32,4,15,7,10,9,17,85,205,3,0,3,3,3,0,0,0,0,6,7,24,347,87,31,674,98,293,38,135,51,212,98,2051
2014,3,0,0,96,10,3,0,18,0,5,5,0,7,5,48,104,0,0,0,0,0,0,0,4,0,0,3,9,167,59,11,335,46,143,28,56,23,95,49,1005
2015,4,0,0,239,15,3,0,24,3,9,0,0,0,8,68,131,0,0,0,0,0,0,0,0,0,5,7,14,309,73,17,511,54,228,19,73,18,106,79,1484
2016,0,14,0,678,66,12,8,70,15,24,3,14,5,45,146,396,3,0,7,10,0,0,0,0,0,13,30,71,1249,267,58,1737,226,756,83,302,85,642,198,5609
2017,0,0,0,132,16,0,0,20,0,5,0,0,0,4,24,73,0,0,0,3,0,0,0,0,0,0,5,7,263,37,11,414,51,154,13,38,9,63,31,1099
2018,5,6,5,658,47,7,3,52,4,19,5,8,4,28,174,348,7,0,3,3,0,4,0,0,0,5,15,45,810,171,33,1351,237,578,69,227,65,375,209,4127
2019,0,3,0,228,37,4,0,22,0,7,5,5,0,8,41,136,3,0,0,3,0,0,0,0,0,0,4,16,471,102,17,655,92,212,44,79,23,123,52,1871
2020,5,8,4,683,45,13,9,83,9,32,10,12,4,23,138,372,3,0,5,3,3,6,0,0,0,3,18,51,904,257,68,1728,279,730,83,224,68,295,174,4807
2021,4,7,0,543,38,13,4,48,0,14,0,8,4,14,101,260,4,0,3,9,0,0,0,0,0,0,7,27,754,207,36,1501,188,456,65,147,35,195,114,3702
3000,68,124,14,8258,1610,187,109,1090,184,569,94,246,125,612,5280,10098,157,6,86,83,21,34,16,24,48,114,420,1005,16885,2766,1009,18567,2922,9604,1298,3178,1282,6677,5947,70128
3001,5,4,0,167,17,0,3,8,4,3,0,5,0,6,151,192,3,0,0,3,0,0,0,0,0,0,6,10,298,39,14,347,44,135,20,44,11,40,151,1146
3002,414,883,81,70429,2886,396,287,2202,546,1396,270,589,357,1287,10308,20536,189,20,165,168,75,89,23,26,62,156,880,1861,75423,12280,3475,77928,17518,46053,5159,13908,4628,20570,11781,288716
3003,9,13,4,716,68,18,14,46,11,31,5,16,4,46,394,655,4,0,3,0,0,4,0,5,3,9,25,47,1597,308,75,1726,244,947,87,354,98,683,433,6558
3004,21,29,0,2161,204,26,22,177,32,85,33,56,18,84,929,1663,14,3,4,13,0,0,0,3,4,16,49,111,3801,897,160,4218,648,1926,283,877,229,984,1010,15038
3005,0,3,0,389,31,0,5,20,4,11,0,0,0,0,187,270,5,0,3,0,0,0,0,0,0,0,4,14,449,47,15,554,72,291,19,43,15,37,202,1749
3006,8,6,4,934,72,9,7,57,9,42,0,8,0,16,371,586,5,0,7,6,5,0,0,0,0,4,25,55,1220,131,56,1447,207,916,63,211,77,297,414,5049
3007,88,241,20,13826,765,179,125,736,197,386,77,188,99,337,3035,6115,66,6,62,62,25,38,6,13,23,53,309,678,17296,4463,1002,21773,4362,10459,1687,4166,1325,5373,3538,75445
3008,0,3,0,127,24,5,4,12,5,13,3,3,5,27,102,194,0,0,3,0,0,0,0,0,5,3,13,21,344,89,21,535,57,345,38,134,45,276,116,2003
3009,3,6,4,460,47,20,8,51,6,24,4,21,6,48,292,524,0,0,8,9,0,0,0,0,0,10,19,43,940,281,56,1181,141,637,79,300,63,629,320,4641
3010,0,0,0,117,11,0,0,8,4,0,0,0,0,8,55,97,4,0,0,0,0,0,0,0,0,0,0,6,217,42,15,255,39,161,17,47,13,81,58,946
3011,13,22,3,1767,148,7,12,131,11,45,5,10,4,32,1161,1573,6,0,9,3,0,4,0,0,0,3,33,64,2288,225,101,2880,367,1236,126,265,100,410,1210,9209
3012,3,5,0,175,23,3,0,17,4,16,6,11,4,26,116,223,4,0,0,5,0,0,0,0,0,4,9,18,455,105,21,590,68,317,33,153,34,340,141,2250
3013,0,4,3,487,31,0,3,18,3,12,0,3,4,8,139,216,0,0,3,0,0,0,0,0,0,4,7,22,692,23,39,466,93,324,20,47,22,86,151,1956
3014,5,19,0,1251,123,8,12,86,28,34,7,17,14,32,833,1191,9,0,9,3,0,0,0,0,0,10,32,64,2228,226,104,2302,403,1041,110,316,108,499,878,8227
3015,60,129,16,7255,439,126,73,476,101,186,58,123,62,194,2430,4259,29,4,33,40,19,22,7,3,12,24,157,351,8354,2726,603,12481,2437,5300,1093,2072,714,2687,2670,41130
3016,13,21,4,2267,161,21,15,139,24,86,15,25,12,54,923,1484,8,0,4,11,0,0,4,0,0,10,35,80,3676,617,111,4570,591,2151,228,680,162,1038,986,14817
3017,23,29,0,3225,247,27,17,164,35,80,13,35,13,80,1556,2268,16,7,11,10,4,0,0,0,0,16,56,116,5467,570,184,4977,832,2428,266,738,218,1114,1641,18441
3018,0,4,0,101,16,0,0,19,3,12,7,0,0,6,99,159,0,0,0,0,0,0,0,0,0,0,5,10,303,52,13,402,40,193,21,80,20,120,110,1368
3019,7,4,0,385,31,7,0,26,0,17,0,4,5,12,302,400,0,0,4,4,0,0,0,0,0,5,8,13,516,83,22,583,107,242,35,51,37,120,311,2103
4000,29,38,6,2870,571,83,33,657,59,181,24,99,32,147,1480,3373,24,6,26,28,8,16,3,6,11,36,93,261,5640,1342,350,9062,1059,3311,438,1242,356,1905,1669,26369
4001,140,422,35,29320,1607,306,107,1660,204,779,147,395,163,774,5592,11728,71,17,66,104,40,48,11,17,38,101,344,859,35280,8595,1256,50656,6297,22779,2293,8808,1670,13159,6288,157089
4002,3,5,0,303,45,3,0,57,9,18,4,9,4,3,109,250,4,0,5,4,0,0,0,0,0,0,0,14,664,132,27,1071,131,357,54,150,35,165,117,2900
4003,0,3,0,113,22,3,5,17,0,10,0,8,4,11,85,168,0,0,0,3,0,0,0,0,0,3,3,14,337,80,15,421,52,251,26,104,30,189,100,1603
4004,0,3,0,113,15,0,0,15,3,7,0,0,0,11,131,186,8,0,0,0,0,0,0,0,0,7,3,16,231,38,17,300,45,143,30,48,12,118,139,1122
4005,0,0,0,155,20,4,3,29,9,0,0,3,0,6,134,215,4,0,0,0,0,0,0,0,0,0,0,6,285,104,26,548,70,156,48,74,22,89,135,1562
4006,0,0,0,102,18,5,0,9,0,6,0,3,4,14,80,145,4,0,0,0,0,0,0,0,0,4,7,14,240,54,7,362,42,148,21,69,29,155,95,1219
4007,0,7,0,196,19,11,0,41,3,6,7,18,0,26,102,226,3,0,0,0,0,0,0,0,0,0,7,5,296,182,12,573,59,223,35,160,23,265,111,1942
4008,0,3,0,270,28,4,6,20,0,9,3,8,4,9,135,220,0,0,0,0,0,0,5,0,0,3,9,18,446,63,20,541,86,312,38,84,26,185,150,1942
5000,63,33,9,3438,697,106,47,663,79,240,49,78,43,239,2440,4692,41,6,20,33,7,17,6,10,8,40,125,305,5085,1038,388,7304,926,3747,483,1059,482,2107,2649,25266
5001,0,6,0,389,28,6,6,47,0,22,4,13,0,23,285,444,0,0,5,0,0,0,0,0,0,0,9,20,650,177,25,1140,116,506,55,161,39,193,304,3352
5002,0,5,4,321,32,5,0,19,6,8,3,6,4,3,143,227,0,0,4,0,0,0,0,0,0,8,5,23,420,46,13,400,77,141,27,38,23,74,161,1435
5003,15,12,0,1329,129,19,0,124,18,59,10,19,7,47,871,1300,7,0,5,9,0,0,0,3,0,0,31,61,1644,287,76,2783,304,1411,155,326,127,422,912,8444
5004,12,8,0,664,56,23,9,81,6,23,5,9,5,28,539,788,3,0,4,9,0,6,4,0,0,0,11,37,772,251,49,1477,135,515,118,187,62,183,551,4310
5005,0,0,0,145,32,8,5,36,7,5,0,0,6,3,107,211,0,0,0,0,0,0,0,0,0,4,0,12,239,48,21,413,36,152,26,34,20,55,114,1149
5006,8,3,0,594,50,8,5,49,7,25,5,11,3,19,493,667,0,0,0,5,0,0,0,0,4,0,10,19,842,162,39,1128,133,516,87,163,59,219,507,3845
5007,11,3,3,958,54,3,5,26,12,19,5,11,8,12,280,430,0,0,9,0,0,0,0,0,3,0,22,33,899,81,38,928,143,635,55,73,58,99,312,3312
5008,26,4,0,896,36,0,0,14,3,8,0,0,0,6,174,259,0,0,0,0,0,0,0,0,0,0,10,13,580,52,26,653,122,390,40,35,44,29,183,2162
5009,508,871,86,63481,2650,482,282,2733,401,1502,244,648,297,1216,20571,31022,152,15,156,152,58,72,22,20,63,100,804,1615,54475,10711,2201,80191,9876,44835,3641,11858,3427,15554,21915,258688
5010,9,0,0,626,32,3,0,14,5,15,0,4,0,6,137,205,4,0,0,4,6,0,0,0,0,0,9,27,522,41,29,403,98,294,28,38,36,54,161,1704
6000,8,27,5,1388,260,73,25,344,45,133,28,72,33,143,724,1877,9,0,13,9,4,6,0,4,4,14,47,108,2818,974,215,5058,667,2214,315,947,281,1514,824,15814
6001,5,0,0,229,33,5,0,37,3,17,0,11,0,9,175,303,4,0,0,0,5,0,0,0,0,3,6,16,447,106,32,841,115,389,40,139,37,239,185,2572
6002,0,0,0,255,35,4,4,42,6,14,5,7,11,25,133,281,8,0,3,0,0,0,0,0,0,4,8,27,584,143,30,973,103,394,61,200,39,284,142,2961
6003,27,73,3,4266,334,89,20,288,44,126,21,61,20,122,776,1889,9,0,4,14,0,3,5,0,6,18,45,99,5166,1728,229,7912,972,2939,364,1318,249,1796,870,23536
6004,8,15,4,1235,95,20,0,135,17,47,13,13,7,51,339,734,0,0,4,0,0,5,0,0,4,3,20,46,1846,528,80,3192,347,1265,128,531,100,738,371,9124
6005,0,0,0,143,27,3,0,23,0,4,8,5,0,12,79,158,0,0,0,0,0,0,0,0,0,0,0,7,248,68,14,521,70,180,27,72,12,130,86,1437
7000,13,9,0,769,124,18,10,52,12,64,3,52,23,235,376,960,8,6,9,3,0,5,0,4,0,47,96,182,1518,234,108,845,203,840,64,519,129,2560,544,7564
7001,0,0,0,560,59,4,6,20,6,13,3,4,0,14,186,321,6,0,0,3,0,6,0,0,0,0,14,17,964,107,35,603,122,340,27,77,23,172,208,2681
7002,31,52,5,3355,271,15,16,87,31,76,17,23,20,50,1145,1750,7,0,10,5,3,0,0,0,9,7,41,86,4908,518,174,3089,717,1977,198,476,175,684,1216,14127
8000,0,0,0,59,5,0,0,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,51,10,8,0,4,0,3,3,137
8001,96,361,19,23184,715,54,47,363,90,214,39,77,39,155,1498,3293,36,0,15,11,11,17,0,3,7,16,101,227,20892,2393,662,15928,3204,7587,792,2104,493,2959,1685,58702
9000,0,0,0,52,11,0,0,9,0,0,0,0,0,0,23,54,0,0,0,0,0,0,0,0,0,0,7,8,117,26,14,109,14,47,5,23,6,18,26,413
