SUA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1032,..,156,157,42,58,66,42,7,6,543,..,126,250,182,304,483,603,611,320,2889,81,112,63,36,34,49,45,27,13,460,3995,2383,2981,2455,2360,2409,2113,1435,554,20679,..,80,1774,2449,2289,2444,2305,1413,307,13062,..,705,1389,683,516,376,163,52,9,3897,..,136,524,625,520,266,139,113,84,2404,8107,..,..,..,..,..,..,..,..,8107,..,1475,..,..,..,..,..,..,..,1475,..,1250,481,214,170,104,27,0,0,2242,..,220,155,65,96,148,139,85,38,951,..,189,245,73,51,26,28,0,0,619,..,336,457,122,124,145,100,30,9,1321,..,244,565,431,615,889,977,842,413,4978,204,185,127,91,74,83,72,40,22,899,8312,4833,5709,4749,4465,4478,3948,2583,883,39962
1033,..,38,43,38,40,61,61,13,5,303,..,32,87,78,170,412,479,460,266,1979,37,45,30,19,27,37,22,22,6,254,2121,1259,1330,1266,1452,1790,1718,1136,444,12513,..,58,701,1042,1235,1592,1803,1118,246,7790,..,306,580,374,327,310,164,72,11,2142,..,70,324,376,374,225,135,110,59,1684,4255,..,..,..,..,..,..,..,..,4255,..,767,..,..,..,..,..,..,..,767,..,887,367,193,169,94,16,0,0,1726,..,138,81,25,60,119,122,68,48,659,..,96,82,38,40,30,19,14,0,314,..,90,112,92,91,140,109,37,9,675,..,59,211,180,344,752,832,699,350,3435,81,94,76,64,56,62,40,37,15,522,4335,2571,2543,2381,2699,3312,3247,2150,738,23980
1034,..,32,35,17,12,34,32,20,4,177,..,7,27,34,66,238,346,299,172,1198,19,27,21,16,14,32,32,9,5,173,1189,600,697,824,900,1294,1502,830,306,8149,..,16,371,825,920,1363,1878,971,178,6512,..,93,388,301,237,218,161,48,0,1452,..,11,89,181,241,95,64,65,45,790,2410,..,..,..,..,..,..,..,..,2410,..,535,..,..,..,..,..,..,..,535,..,430,221,98,67,78,16,0,0,901,..,44,40,16,17,52,47,46,28,287,..,26,36,28,16,14,9,3,0,140,..,46,88,41,34,66,61,27,7,366,..,30,71,85,166,417,551,445,249,2006,42,40,28,33,29,60,66,17,6,329,2447,1277,1332,1593,1723,2358,2845,1625,517,15726
1035,..,430,257,61,50,69,53,21,4,941,..,203,391,250,342,664,715,670,425,3655,72,122,89,24,37,56,55,34,12,495,5310,3635,3877,3353,3115,3132,2542,1577,670,27214,..,138,2399,3757,3476,3443,2913,1552,374,18046,..,875,1898,761,565,437,192,52,4,4783,..,153,500,671,685,341,177,105,79,2706,10696,..,..,..,..,..,..,..,..,10696,..,2329,..,..,..,..,..,..,..,2329,..,1777,717,259,160,109,16,0,0,3048,..,266,184,71,76,148,156,94,41,1033,..,186,161,54,30,25,11,5,0,479,..,720,653,195,128,146,102,37,6,1988,..,340,812,576,766,1149,1129,918,549,6253,151,211,187,66,78,89,87,54,19,940,10844,7003,7504,6411,5967,5898,4785,2812,1085,52310
1036,..,1865,1288,236,313,407,296,113,32,4557,..,426,1134,910,1452,2897,3739,3450,1900,15914,347,820,401,212,194,243,172,128,61,2572,25394,18396,18765,18469,18896,18759,15389,9437,3571,147074,..,401,11502,21520,21757,21949,18758,9955,2134,107978,..,2909,9668,5007,4024,2791,1275,403,71,26145,..,318,1648,3187,4022,2430,1028,885,636,14157,51771,..,..,..,..,..,..,..,..,51771,..,14005,..,..,..,..,..,..,..,14005,..,11436,5874,1995,1498,880,174,3,0,21869,..,1285,866,386,495,969,999,756,441,6201,..,948,928,316,261,220,105,34,13,2827,..,3725,3380,640,707,892,617,255,56,10271,..,811,2520,2385,3432,5733,6100,4980,2585,28544,717,1451,855,507,458,458,345,197,99,5088,52494,37290,37237,35948,36663,36327,29394,17467,6038,288853
2000,..,775,1108,456,802,1316,1037,394,59,5958,..,710,1863,1824,3698,8278,10427,8314,4172,39286,794,1192,977,572,681,1111,965,381,146,6810,52816,29054,31196,35496,43445,51676,45977,23482,7349,320510,..,647,18605,38097,47842,60282,58625,27523,4636,256251,..,4904,17736,12515,12742,10592,5875,1540,170,66071,..,554,3123,5469,7081,4231,2226,1595,1122,25394,107400,..,..,..,..,..,..,..,..,107400,..,25713,..,..,..,..,..,..,..,25713,..,20358,9271,3533,2752,1564,301,5,0,37787,..,1953,1192,577,963,1898,2045,1344,793,10778,..,1511,1545,654,600,536,328,112,36,5325,..,1790,2749,1248,1730,2660,2245,876,131,13433,..,1600,4683,4929,9111,17526,20200,13566,6048,77661,1613,2306,2280,1485,1661,2208,2036,808,240,14639,109010,61341,61193,68500,84494,101498,93888,47371,13178,640465
2001,..,32,34,17,23,23,18,5,0,146,..,24,103,68,126,201,267,258,107,1148,15,55,27,8,13,16,17,8,0,160,2367,1330,1764,1690,1568,1337,1153,579,176,11955,..,24,1179,2010,1771,1543,1421,566,97,8614,..,227,1027,548,417,227,83,24,9,2556,..,13,150,319,329,180,70,36,26,1138,4932,..,..,..,..,..,..,..,..,4932,..,1146,..,..,..,..,..,..,..,1146,..,864,497,129,65,39,3,0,0,1595,..,106,100,26,49,73,116,53,20,536,..,77,76,18,11,26,17,0,0,235,..,68,97,41,46,41,47,15,5,358,..,50,230,191,281,369,418,349,131,2022,34,74,55,33,34,26,25,16,0,312,4967,2656,3415,3323,3014,2528,2198,1050,287,23433
2002,..,38,65,16,23,19,28,11,5,205,..,27,69,62,108,225,297,299,159,1244,12,21,15,7,16,11,26,13,10,116,1234,732,888,777,904,1004,1033,720,242,7537,..,21,475,690,830,1002,1153,738,149,5056,..,184,506,246,217,172,104,28,5,1463,..,37,110,183,218,96,55,44,24,765,2494,..,..,..,..,..,..,..,..,2494,..,514,..,..,..,..,..,..,..,514,..,479,224,96,77,39,4,0,0,919,..,54,26,16,33,52,43,27,8,269,..,66,36,21,10,14,4,0,0,154,..,80,136,48,42,46,49,26,5,429,..,48,152,133,211,379,484,415,219,2028,27,38,32,17,25,27,29,18,7,228,2515,1521,1688,1445,1661,1827,1934,1299,417,14316
2003,..,702,545,110,133,171,106,44,10,1822,..,250,775,595,802,1479,1828,1427,775,7933,131,224,138,68,89,94,73,38,18,866,9767,6362,7320,6964,6780,6479,5808,3256,1226,53968,..,170,3959,7206,6880,6790,6292,3172,650,35117,..,1403,4060,1971,1518,1020,444,165,12,10587,..,172,898,1394,1657,804,369,224,166,5682,19739,..,..,..,..,..,..,..,..,19739,..,4702,..,..,..,..,..,..,..,4702,..,3269,1502,538,394,195,38,0,0,5936,..,444,366,122,153,281,287,152,78,1888,..,410,350,114,68,51,30,5,7,1025,..,1343,1348,317,328,348,233,97,27,4046,..,459,1668,1284,1642,2511,2789,1996,1007,13358,245,388,322,156,170,163,131,63,26,1668,19990,12758,14466,13103,12801,12165,10620,5876,1967,103753
2004,..,566,425,88,113,147,102,34,4,1487,..,235,650,463,725,1418,1614,1190,645,6938,124,223,143,72,62,85,108,43,10,868,8990,5846,6846,6233,6033,6151,5418,3048,1110,49681,..,155,3801,6469,6097,6286,6016,3235,722,32770,..,1222,3730,1756,1354,878,431,132,21,9514,..,132,854,1306,1459,774,365,221,163,5274,18254,..,..,..,..,..,..,..,..,18254,..,4344,..,..,..,..,..,..,..,4344,..,3181,1416,559,339,214,45,0,0,5752,..,497,352,126,150,279,288,170,90,1943,..,323,330,121,90,58,31,9,0,962,..,1018,1009,267,265,305,215,83,19,3178,..,414,1329,1071,1525,2431,2552,1714,875,11906,230,377,288,182,126,158,180,74,24,1631,18480,11660,13097,11847,11410,11368,10119,5635,1909,95521
2005,..,14,30,25,22,25,24,15,6,154,..,9,26,37,75,226,318,257,112,1051,16,10,19,8,9,16,15,3,6,100,723,357,420,621,729,807,892,525,178,5252,..,9,183,485,570,707,796,463,90,3295,..,36,271,326,273,195,157,45,8,1316,..,7,39,122,199,90,45,28,24,556,1495,..,..,..,..,..,..,..,..,1495,..,360,..,..,..,..,..,..,..,360,..,219,117,49,46,25,6,0,0,453,..,26,14,3,17,31,41,18,11,160,..,27,28,22,13,9,15,3,0,106,..,28,69,42,46,46,48,25,7,310,..,17,52,87,158,375,501,347,153,1698,30,16,31,17,20,30,25,4,0,185,1522,756,802,1149,1342,1501,1626,931,295,9930
2006,..,37,61,16,24,22,11,3,0,189,..,28,42,47,92,197,214,225,155,999,14,14,14,9,9,14,17,3,3,104,978,644,762,655,732,763,741,485,218,5980,..,3,387,709,685,744,827,481,112,3955,..,162,417,188,198,133,64,11,4,1174,..,19,94,125,155,78,31,33,20,542,2029,..,..,..,..,..,..,..,..,2029,..,478,..,..,..,..,..,..,..,478,..,416,177,59,49,20,4,0,0,728,..,53,43,18,13,42,29,27,8,241,..,35,75,22,18,9,0,0,0,156,..,91,188,58,58,55,37,12,3,504,..,61,141,126,209,353,354,325,178,1758,20,20,32,24,21,23,19,9,6,179,2051,1329,1562,1334,1410,1450,1370,899,335,11742
2007,..,52,49,17,24,39,26,12,7,232,..,38,96,78,111,271,365,322,181,1461,22,35,19,13,17,30,27,12,9,188,1785,1083,1126,1164,1372,1504,1469,897,297,10699,..,18,652,1247,1486,1701,1731,1032,185,8054,..,218,638,343,345,314,200,54,10,2116,..,28,143,221,274,119,56,49,33,928,3556,..,..,..,..,..,..,..,..,3556,..,876,..,..,..,..,..,..,..,876,..,652,269,86,85,45,11,0,0,1150,..,79,42,10,40,51,82,44,18,358,..,72,48,16,20,9,11,4,0,179,..,91,121,42,42,76,66,32,8,473,..,83,196,163,249,476,596,474,250,2500,45,69,50,32,41,44,51,23,4,366,3609,2182,2165,2153,2579,2829,2805,1708,518,20545
2008,..,1647,1588,317,257,371,223,70,18,4502,..,416,1597,1352,1650,3246,4122,3374,1787,17551,212,540,346,193,181,231,228,108,58,2093,24353,15313,19010,18581,17676,16853,14864,8412,2957,138012,..,322,11100,20858,19752,18748,17787,8982,1821,99378,..,2383,10241,5586,3991,2542,1206,390,33,26366,..,223,1394,2891,3812,2119,835,556,378,12199,49590,..,..,..,..,..,..,..,..,49590,..,13038,..,..,..,..,..,..,..,13038,..,8327,4589,1445,952,507,101,4,0,15927,..,1059,962,327,399,705,655,413,260,4777,..,858,1115,234,192,103,73,16,6,2593,..,3350,4075,854,627,750,505,152,36,10345,..,809,3126,2859,3655,5697,6273,4636,2428,29486,474,1000,796,435,396,421,397,185,82,4191,50063,31374,37388,35491,33777,31593,27834,15337,5041,267882
2009,..,5,20,9,13,17,22,3,0,90,..,6,36,37,75,142,218,169,65,740,23,32,23,6,12,16,14,9,5,134,2220,1098,853,1562,1684,1393,1103,534,115,10561,..,5,574,2115,2239,1971,1495,685,72,9161,..,65,437,425,403,261,101,24,0,1728,..,9,50,145,250,140,49,35,8,678,4553,..,..,..,..,..,..,..,..,4553,..,1437,..,..,..,..,..,..,..,1437,..,696,345,71,55,20,5,0,0,1198,..,38,44,14,18,43,60,38,19,275,..,28,29,8,15,19,5,3,0,116,..,21,41,11,21,40,36,14,5,188,..,15,76,100,165,260,344,252,88,1295,38,75,47,18,29,27,28,18,4,281,4593,2392,1648,2910,3194,2773,2125,1070,205,20910
2010,..,69,68,12,7,26,18,3,0,205,..,50,124,71,122,240,273,288,182,1363,17,22,22,8,10,11,9,4,3,96,1471,844,1087,940,943,1047,901,651,281,8166,..,21,675,1005,1053,1187,1040,684,173,5835,..,232,535,298,178,125,61,18,4,1451,..,34,146,188,195,97,51,29,29,765,2978,..,..,..,..,..,..,..,..,2978,..,601,..,..,..,..,..,..,..,601,..,460,188,60,56,35,10,0,0,804,..,73,48,13,19,40,27,22,14,255,..,45,38,15,17,5,6,0,0,120,..,146,159,30,26,44,29,4,0,444,..,99,268,168,239,439,437,381,242,2276,32,47,44,23,15,23,18,14,3,220,3009,1765,2098,1804,1793,1997,1679,1145,462,15757
2011,..,22134,33866,7166,4493,5180,3739,1417,380,78382,..,9116,34427,27632,26175,38438,47484,40870,22486,246629,3757,6679,6744,3459,2708,3170,2624,1593,848,31590,407121,271763,371272,348269,302309,253883,196274,113154,42857,2306906,..,7766,226044,428071,362066,301878,230616,118650,26231,1701326,..,29328,164758,86445,56607,33960,14737,4223,611,390668,..,2431,16760,40584,59258,37290,16386,11242,7427,191360,829388,..,..,..,..,..,..,..,..,829388,..,267740,..,..,..,..,..,..,..,267740,..,132883,108909,29778,20313,9923,1839,69,0,303714,..,25023,26723,9005,8971,16156,16609,10724,6186,119390,..,14702,22665,6746,4214,3050,1412,447,140,53381,..,47792,83984,19867,11807,11523,7962,3054,710,186700,..,17498,69344,58715,57107,70393,73727,56963,30424,434167,7586,11891,13392,7549,5994,5795,4498,2523,1148,60372,836970,557053,732573,686753,586330,489965,367783,207894,72879,4538202
2012,..,148,220,84,71,79,52,13,3,682,..,89,288,178,302,587,694,618,377,3138,50,66,72,30,58,59,60,20,9,431,4515,2685,3324,2980,3210,3243,2696,1583,584,24823,..,93,1943,3048,3280,3552,3227,1660,349,17152,..,559,1607,838,723,573,276,74,13,4668,..,78,443,633,705,375,139,138,66,2564,9146,..,..,..,..,..,..,..,..,9146,..,1959,..,..,..,..,..,..,..,1959,..,1745,778,244,204,116,16,0,0,3095,..,304,193,63,114,158,149,108,42,1129,..,177,232,96,59,45,16,3,4,639,..,312,538,222,182,175,128,38,4,1599,..,181,588,441,711,1148,1178,934,505,5685,109,145,158,76,109,102,117,33,8,860,9250,5537,6476,5671,6083,6238,5251,2991,992,48491
2013,..,34,34,21,37,49,26,17,3,228,..,56,115,97,174,321,428,301,147,1634,28,30,20,10,23,25,23,13,0,176,1670,1082,1263,1156,1324,1443,1326,697,225,10188,..,25,651,993,1180,1519,1395,690,127,6582,..,253,735,403,364,247,133,22,4,2160,..,52,216,281,291,177,91,45,27,1167,3367,..,..,..,..,..,..,..,..,3367,..,754,..,..,..,..,..,..,..,754,..,796,378,146,82,31,12,0,0,1446,..,61,55,15,39,68,71,42,15,361,..,55,45,27,16,13,8,3,0,166,..,77,111,60,74,91,66,19,10,502,..,104,266,249,393,692,791,475,215,3185,52,53,59,34,48,50,49,21,5,365,3415,2231,2505,2207,2488,2892,2614,1317,399,20060
2014,..,17,23,5,17,22,12,3,0,109,..,25,46,50,68,171,193,141,71,766,14,21,12,10,12,5,14,12,5,106,818,512,523,579,707,812,724,370,127,5165,..,17,269,504,667,884,865,404,80,3685,..,140,298,213,200,166,91,17,8,1134,..,18,79,132,162,83,32,24,12,549,1621,..,..,..,..,..,..,..,..,1621,..,360,..,..,..,..,..,..,..,360,..,340,118,71,40,32,4,0,0,607,..,44,30,13,19,17,35,17,11,185,..,37,20,8,12,9,11,0,0,90,..,53,60,19,37,39,36,10,0,251,..,43,100,110,210,350,345,219,106,1479,33,41,20,19,30,25,22,24,8,224,1662,1098,992,1092,1373,1608,1445,709,219,10198
2015,..,46,50,17,16,26,8,12,0,174,..,45,86,68,142,198,281,243,116,1200,24,19,19,15,6,20,9,3,0,117,1303,761,889,876,987,942,866,529,176,7334,..,20,552,932,898,1010,957,499,94,4964,..,187,471,229,187,133,72,21,0,1293,..,20,118,178,236,101,45,41,23,764,2639,..,..,..,..,..,..,..,..,2639,..,567,..,..,..,..,..,..,..,567,..,454,162,63,41,35,8,0,0,758,..,67,38,8,30,42,38,29,7,259,..,42,43,19,15,8,3,0,0,126,..,94,112,33,35,39,24,11,0,360,..,79,209,165,278,359,430,338,163,2023,37,44,38,29,28,35,21,10,0,253,2671,1569,1739,1653,1754,1763,1600,948,301,13994
2016,..,143,250,80,66,83,49,17,7,697,..,95,255,202,299,584,718,629,343,3118,61,77,52,37,38,36,56,21,11,391,4786,2844,3488,3126,3043,2995,2621,1552,550,25002,..,129,2260,3483,3336,3351,2968,1666,341,17536,..,505,1522,686,567,417,200,70,15,3986,..,82,460,621,705,371,162,93,77,2566,9820,..,..,..,..,..,..,..,..,9820,..,2227,..,..,..,..,..,..,..,2227,..,1844,795,281,179,102,27,0,0,3233,..,274,203,80,106,165,169,81,34,1118,..,154,223,83,68,28,13,8,0,578,..,292,528,232,193,173,140,34,11,1604,..,179,566,484,739,1106,1138,923,462,5601,121,156,159,98,99,67,88,44,18,845,9949,5847,6723,6045,5997,5776,4904,2921,957,49111
2017,..,44,46,22,7,10,7,14,0,138,..,35,74,42,50,105,133,205,150,798,12,15,12,8,3,13,12,10,0,87,1016,565,792,656,549,616,529,431,197,5345,..,18,540,736,616,740,633,381,104,3765,..,165,367,134,88,78,34,6,6,882,..,10,108,127,119,76,31,17,12,502,1982,..,..,..,..,..,..,..,..,1982,..,370,..,..,..,..,..,..,..,370,..,300,132,43,36,15,0,0,0,531,..,44,45,14,10,32,33,15,10,202,..,39,49,28,12,3,5,4,0,140,..,91,92,49,34,30,17,15,0,335,..,77,145,103,123,213,225,264,191,1334,27,29,31,13,14,23,19,8,0,168,2003,1152,1508,1250,1057,1212,992,716,320,10212
2018,..,163,130,33,53,63,51,16,0,505,..,102,276,194,319,631,709,575,286,3087,50,61,52,25,30,48,39,23,9,334,3501,2238,2766,2394,2442,2710,2293,1343,452,20147,..,49,1438,2346,2347,2682,2561,1332,248,13007,..,512,1540,759,573,414,190,60,5,4054,..,86,445,545,599,340,155,105,68,2335,7122,..,..,..,..,..,..,..,..,7122,..,1581,..,..,..,..,..,..,..,1581,..,1411,602,241,186,87,20,0,0,2547,..,176,142,57,81,111,91,65,27,754,..,117,107,42,32,33,21,3,3,349,..,274,298,96,122,157,113,38,6,1108,..,180,620,506,719,1167,1195,840,402,5616,110,110,100,76,71,86,59,33,15,665,7234,4504,5295,4667,4727,5071,4397,2480,767,39139
2019,..,50,58,14,13,36,25,13,7,214,..,44,128,77,162,291,369,365,236,1683,15,27,16,9,17,11,9,16,6,129,1598,1019,1103,1104,1211,1226,1175,837,346,9621,..,33,651,1083,1144,1244,1263,810,178,6401,..,236,585,324,281,192,82,23,3,1735,..,31,146,258,291,136,68,70,40,1027,3210,..,..,..,..,..,..,..,..,3210,..,778,..,..,..,..,..,..,..,778,..,575,217,111,107,50,6,0,0,1063,..,68,41,22,19,47,59,30,22,311,..,66,58,20,14,3,5,3,3,175,..,88,132,37,41,62,50,32,5,448,..,94,233,206,327,543,590,513,299,2808,41,63,45,40,36,32,27,23,11,310,3251,2037,2107,2096,2261,2293,2162,1500,551,18264
2020,..,68,101,33,18,49,39,16,5,332,..,51,191,140,203,479,577,481,224,2353,57,73,51,19,23,23,30,13,6,304,3884,2187,2801,2409,2501,2655,2332,1339,399,20502,..,69,1906,2698,2788,3048,2937,1609,255,15306,..,434,1523,732,588,394,238,66,8,3978,..,42,284,447,513,284,105,84,63,1815,7769,..,..,..,..,..,..,..,..,7769,..,1818,..,..,..,..,..,..,..,1818,..,1371,646,215,158,69,18,0,0,2478,..,156,116,42,61,126,115,77,42,720,..,110,122,38,34,28,10,7,0,344,..,126,250,75,58,105,87,35,7,741,..,93,373,320,471,822,924,692,334,4027,105,134,121,53,60,55,61,38,9,630,7876,4345,5333,4614,4732,4934,4481,2601,714,39631
2021,..,132,176,32,36,54,43,11,5,489,..,55,200,158,249,497,562,532,333,2586,44,46,52,33,16,36,31,14,9,268,2816,1842,2163,2088,2254,2318,1978,1187,494,17150,..,31,1195,2094,2404,2543,2338,1195,272,12068,..,295,1140,661,477,354,173,40,11,3153,..,35,237,427,458,257,118,68,55,1658,5783,..,..,..,..,..,..,..,..,5783,..,1418,..,..,..,..,..,..,..,1418,..,1199,533,154,152,63,9,0,0,2106,..,146,97,40,60,91,81,37,32,582,..,95,152,45,28,8,3,3,0,332,..,262,410,101,88,97,84,17,6,1077,..,125,405,381,512,816,854,738,420,4245,103,78,111,65,49,58,51,32,4,540,5893,3674,4269,3974,4220,4280,3722,2138,801,32966
3000,..,1316,1469,525,1059,1695,1279,422,77,7852,..,1125,1929,1678,3450,6885,7951,6063,2510,31587,1305,1792,1357,818,1137,1595,1222,507,158,9888,59287,31839,35300,38023,43946,49641,40457,19739,5266,323500,..,1155,21540,38543,46857,56526,51294,23340,3501,242751,..,7542,17921,12706,12421,10296,5339,1483,146,67854,..,1144,4859,6974,6943,3924,2289,1775,1033,28942,120355,..,..,..,..,..,..,..,..,120355,..,21741,..,..,..,..,..,..,..,21741,..,20264,8182,3717,2995,1655,287,12,0,37104,..,3440,1765,922,1537,2697,2739,1871,942,15905,..,2295,2021,941,975,876,620,216,51,8000,..,2595,3409,1438,2328,3502,2931,1010,158,17375,..,2368,4823,4769,8994,15833,16938,10774,3864,68356,2697,3528,3046,2091,2491,3118,2549,1015,254,20789,123047,66066,67569,72098,85533,98418,84988,41496,9954,649179
3001,..,75,115,31,25,19,16,5,0,286,..,42,71,50,82,120,97,46,10,525,13,25,37,16,22,16,10,5,0,139,959,576,858,881,761,669,441,141,29,5320,..,6,304,763,698,718,564,170,15,3241,..,182,556,384,283,156,69,21,4,1661,..,13,70,161,132,59,22,11,10,482,1984,..,..,..,..,..,..,..,..,1984,..,330,..,..,..,..,..,..,..,330,..,241,84,38,13,17,0,0,0,394,..,33,33,18,20,35,28,13,6,181,..,57,95,25,20,20,3,7,0,221,..,124,248,85,81,64,33,13,0,651,..,72,175,155,215,281,214,91,9,1215,43,46,63,36,43,27,17,12,0,278,2029,1108,1636,1660,1505,1369,958,333,49,10643
3002,..,14406,14478,3450,3185,3680,2469,919,193,42780,..,5014,13761,10908,13320,20222,24321,19594,9434,116575,2371,4563,3394,1682,1580,1864,1606,755,364,18175,219456,149266,175570,171466,156322,128387,100590,53978,17882,1172908,..,4653,105110,195788,180702,149118,116757,56137,10043,818300,..,29251,88763,47522,32733,19140,8203,2328,256,228189,..,3031,15188,27518,31637,16354,7740,4883,2999,109348,446386,..,..,..,..,..,..,..,..,446386,..,119990,..,..,..,..,..,..,..,119990,..,72211,38369,12992,8544,4206,824,42,0,137192,..,14962,11704,4523,4900,8372,8995,5807,2864,62138,..,10905,12166,4241,3033,2148,1129,366,88,34072,..,28790,34022,9357,7631,7855,5259,1929,390,95224,..,9521,28960,25679,29071,36253,38278,27817,12822,208404,4904,8394,7153,4111,3439,3310,2778,1229,496,35817,451287,301705,341435,331737,301687,246754,189967,100538,29954,2295057
3003,..,177,228,70,121,184,137,55,13,982,..,132,234,226,428,884,1134,1211,595,4840,107,131,101,32,67,116,102,51,17,722,5781,3682,3851,3850,4254,4796,4818,3217,1008,35260,..,186,2276,3751,4176,5008,5658,3486,620,25169,..,918,1785,989,1006,725,495,179,36,6128,..,140,659,973,913,486,273,222,125,3792,11747,..,..,..,..,..,..,..,..,11747,..,2437,..,..,..,..,..,..,..,2437,..,2252,865,398,341,211,29,0,0,4090,..,329,221,109,165,260,245,214,100,1645,..,338,270,109,105,75,44,12,4,959,..,355,493,181,257,362,302,126,20,2089,..,266,563,526,858,1604,1916,1777,829,8340,205,260,213,116,143,195,184,107,27,1446,11947,7476,7354,7154,7965,8915,9131,6125,1759,67829
3004,..,527,717,303,314,367,244,59,16,2549,..,318,782,728,1167,1771,1793,1150,437,8140,262,361,222,153,172,208,160,57,16,1620,13178,7767,9252,10186,10388,8754,6460,2977,860,69814,..,204,4463,9211,10025,8794,6842,2973,507,43023,..,1631,5284,3526,2851,1852,778,190,24,16124,..,217,1155,2162,2288,1089,527,270,138,7845,26395,..,..,..,..,..,..,..,..,26395,..,5803,..,..,..,..,..,..,..,5803,..,4210,1693,646,429,217,46,0,0,7238,..,850,558,240,325,532,534,339,155,3521,..,523,589,243,231,147,84,26,7,1859,..,950,1533,688,725,795,572,175,27,5456,..,590,1605,1727,2424,3338,3152,1806,644,15289,506,638,469,334,358,363,288,85,31,3080,26902,15616,17350,18782,19661,17121,12824,5862,1529,135637
