SUA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
1000,512521,509868,1022386,27405,26018,53421,65731,61635,127373,29618,27767,57384,23450,21421,44872,50050,51383,101435,53303,56041,109347,64200,66528,130732,77761,78512,156274,73355,68746,142106,37359,37089,74446,10281,14721,25000,480611,483382,963997,31916,26481,58397,35093,34687,69778,582,507,1097,730,709,1439,36406,35904,72314,419091,415599,834689,46354,49602,95957,447469,448603,896076,18323,20177,38503,451536,453131,904666,7871,7685,15555,58932,55306,114240,19134,19265,38395,4436,6025,10461,7994,18465,26459,147738,181906,329646,31774,31133,62915,132339,118969,251313,37992,32694,70688,23040,16870,39908,1585,1155,2736,453052,458525,911576,59974,52034,112007
1001,47384,50407,97793,3104,3077,6185,6456,6249,12706,3086,2921,6009,3029,2941,5973,6437,6650,13092,5815,6309,12123,5607,6047,11653,5510,6097,11600,4950,5449,10394,2565,3258,5823,831,1401,2228,45295,48519,93812,2086,1893,3976,1600,1797,3402,38,50,91,50,48,101,1692,1895,3591,38906,41750,80657,5777,6025,11801,40908,43873,84788,3810,3958,7769,42340,45395,87730,902,935,1836,6014,5833,11848,2113,2164,4277,822,1045,1866,1376,2469,3851,16021,19605,35624,5100,5026,10131,9340,9109,18447,2886,2734,5617,1747,1750,3502,302,322,625,43489,46625,90117,3556,3468,7024
1002,11358,12607,23967,685,636,1315,1440,1520,2954,907,1118,2028,1025,1092,2111,1567,1687,3251,1278,1350,2626,1163,1356,2521,1324,1432,2760,1069,1188,2253,683,859,1542,226,378,599,10745,11904,22644,616,710,1320,872,964,1829,14,12,26,17,11,34,899,996,1896,8453,9283,17731,1855,2086,3937,8958,9869,18828,1335,1463,2802,9216,10177,19394,222,190,407,1280,1353,2631,589,732,1319,427,564,994,609,875,1480,4933,5862,10795,605,614,1217,1799,1814,3607,540,583,1121,377,351,731,77,115,193,9765,10613,20382,1548,1882,3433
1003,22225,23969,46190,1146,1053,2196,2786,2530,5318,1269,1147,2416,977,902,1877,1989,2266,4253,2509,2724,5234,2768,3124,5897,3078,3419,6499,3185,3516,6697,1824,2135,3961,691,1146,1833,21291,23054,44344,929,913,1850,806,903,1715,27,23,48,21,22,45,858,945,1808,18235,19380,37622,2694,3180,5875,20044,21417,41457,957,1232,2189,20166,21626,41794,387,322,705,2609,2362,4975,905,866,1766,247,314,568,532,1008,1539,8477,9996,18475,1385,1416,2801,5022,5437,10453,1360,1409,2769,750,717,1467,55,53,112,20749,22264,43013,1480,1691,3174
1004,8492,9027,17524,396,362,756,905,909,1811,447,396,837,329,307,641,699,752,1452,739,812,1552,1034,1041,2069,1255,1492,2748,1570,1615,3186,855,942,1797,258,404,664,8025,8648,16670,469,383,853,560,614,1172,4,5,12,12,10,18,570,635,1206,6541,6897,13442,1251,1444,2698,7434,7924,15359,437,493,928,7566,8092,15659,106,113,213,802,832,1636,287,266,553,63,65,131,133,312,449,2726,3119,5844,577,564,1144,2245,2386,4632,609,663,1272,378,352,736,28,19,50,7674,8195,15867,960,965,1924
1005,18603,18791,37396,1120,1057,2180,2532,2409,4943,1323,1199,2520,1382,1248,2631,2653,2510,5163,2277,2175,4447,2171,2301,4470,2062,2210,4268,1751,1879,3631,999,1156,2162,335,641,977,17855,18088,35944,751,701,1451,1457,1326,2778,14,14,31,38,34,75,1507,1376,2883,15698,15950,31646,1945,1921,3867,15928,16744,32668,1093,1161,2255,16202,17032,33237,368,349,714,2377,2253,4629,932,931,1867,380,494,870,492,905,1396,6410,7716,14125,1126,1071,2198,4085,3865,7955,1076,1141,2214,617,561,1175,57,57,110,16457,17222,33683,2344,1548,3888
1006,19838,21763,41600,1060,1063,2125,2534,2458,4989,1169,1151,2322,897,865,1763,1929,1993,3919,2117,2237,4355,2465,2769,5232,2536,2857,5395,2593,3228,5825,1893,2271,4162,634,881,1515,19101,21020,40125,731,742,1475,481,495,977,3,6,14,13,14,27,490,521,1009,15161,16738,31905,3698,3957,7654,17344,19052,36393,1519,1677,3195,17610,19359,36963,327,346,673,2399,2321,4716,859,931,1791,254,336,599,439,835,1277,8365,9724,18082,1128,1277,2400,4216,4502,8714,1074,1138,2213,485,462,945,58,44,101,18636,20394,39035,1198,1398,2589
1007,8565,9020,17588,486,483,972,1008,1019,2030,519,452,971,475,424,896,1050,1128,2182,921,962,1883,1015,993,2010,1244,1320,2570,1101,1112,2214,542,735,1272,205,388,590,8064,8561,16632,502,464,961,827,880,1708,7,0,10,25,15,34,858,891,1751,7393,7726,15119,407,493,907,7548,7938,15480,264,334,596,7634,8034,15670,130,132,266,899,895,1794,263,273,538,68,69,132,191,397,590,1837,2310,4145,636,577,1211,2449,2414,4858,776,874,1650,616,604,1218,33,15,44,7646,8090,15738,994,1033,2023
1008,5267,5648,10914,245,235,477,504,507,1014,208,199,413,221,329,544,983,1134,2118,843,870,1711,688,695,1387,675,705,1375,620,604,1225,237,241,483,50,121,171,4921,5307,10230,346,341,688,93,85,172,5,7,14,7,11,17,107,101,201,3370,3572,6942,1435,1599,3032,4128,4348,8469,681,824,1502,4038,4269,8302,60,58,117,460,457,919,152,146,300,53,85,135,244,424,665,2871,3281,6157,296,251,547,710,678,1385,116,164,282,83,60,144,9,8,12,4482,4895,9373,953,927,1889
1009,8977,9512,18484,307,277,590,897,909,1810,488,418,905,316,254,574,513,539,1058,649,793,1443,1013,1088,2098,1361,1630,2996,1876,1910,3785,1201,1229,2429,348,462,811,8523,9065,17585,454,446,900,391,384,780,8,11,16,13,8,21,412,401,815,7614,8005,15613,911,1081,1996,8407,8920,17330,167,242,406,8373,8872,17241,108,91,195,855,848,1706,331,316,651,84,87,170,145,311,457,2692,3193,5888,560,585,1143,2760,2911,5673,884,837,1719,418,348,767,16,27,38,8441,8987,17428,497,529,1022
1010,166245,176934,343180,9926,9356,19278,21927,20537,42466,10394,9608,20002,9285,8999,18281,18485,19367,37850,19731,21243,40975,21128,22507,43634,20998,23332,44328,18693,21603,40301,11760,13778,25537,3916,6602,10520,160887,172052,332934,5358,4886,10242,8051,8289,16335,154,156,312,130,150,278,8334,8591,16925,131924,138907,270832,26139,29158,55297,146410,154442,300847,11312,13221,24535,149628,158803,308435,3337,3075,6414,20593,19278,39872,7456,7326,14778,2798,3258,6056,3906,7468,11375,59941,68188,128127,10293,9677,19971,39690,42249,81939,10487,11601,22091,5081,5328,10411,545,488,1035,156365,166279,322648,9107,10522,19630
1011,35658,38534,74195,1907,1927,3830,4721,4592,9312,2147,2091,4245,1740,1652,3387,4035,4306,8340,4171,4588,8761,4331,4781,9115,4588,5203,9795,4612,5004,9620,2516,3002,5513,896,1382,2277,34040,37055,71089,1616,1476,3102,1974,2163,4138,52,43,94,55,46,103,2079,2248,4333,28089,30041,58135,5462,6294,11753,30178,32626,62800,3345,3688,7034,31266,33725,64988,590,615,1207,4384,4274,8656,1460,1508,2961,426,562,990,985,1757,2744,12346,14539,26882,2355,2362,4715,8290,8790,17079,2303,2455,4755,1407,1307,2711,226,282,512,33042,35802,68843,2987,3216,6206
1012,19522,21062,40578,1538,1525,3066,2850,2832,5682,1234,1098,2327,1140,1263,2400,3199,3419,6620,2401,2582,4981,2146,2298,4442,2055,2318,4373,1646,1863,3507,982,1293,2274,337,572,909,18612,20314,38924,912,743,1653,3147,3309,6452,9,19,30,53,65,116,3209,3393,6600,15646,17155,32801,2188,2246,4435,15871,17431,33309,1924,1935,3859,16372,17990,34361,450,457,912,2532,2551,5085,741,714,1458,195,303,497,504,970,1474,6326,7921,14242,1075,1181,2258,4370,4359,8733,1106,1028,2139,712,675,1386,71,51,127,17525,19112,36642,2170,2127,4296
1013,9946,11138,21087,349,352,696,912,918,1829,456,456,915,349,343,690,691,802,1493,832,885,1717,1022,1127,2149,1413,1679,3089,2004,2188,4185,1393,1572,2963,524,829,1355,9420,10632,20050,525,506,1035,607,612,1218,5,11,23,14,19,32,633,636,1265,8193,9131,17321,1103,1271,2376,9002,10024,19033,368,399,765,9103,10146,19250,118,117,239,856,841,1691,301,297,595,59,86,143,122,296,417,2839,3169,6009,597,606,1204,2985,3449,6435,1037,1248,2288,503,527,1030,36,30,69,9164,10240,19409,832,1015,1849
1014,12212,12355,24565,776,680,1454,1537,1500,3043,677,613,1294,788,635,1414,1746,1650,3394,1456,1432,2882,1436,1467,2907,1508,1527,3036,1264,1460,2721,756,933,1688,261,470,733,11759,11951,23707,449,402,858,656,606,1262,23,24,42,10,3,8,680,627,1311,10105,10357,20465,1359,1304,2659,10237,10801,21034,818,836,1648,10465,11118,21586,231,198,435,1405,1377,2786,448,422,866,150,169,318,325,545,868,3688,4322,8012,680,680,1361,2945,2993,5941,847,882,1728,536,503,1035,47,49,94,10726,11350,22077,1765,1146,2907
1015,9273,9983,19255,582,539,1122,1317,1191,2505,610,478,1089,521,550,1069,1012,1141,2156,939,1061,2003,1020,1159,2176,1160,1243,2406,1130,1216,2342,711,901,1614,269,505,777,8805,9618,18424,459,373,833,918,1010,1931,17,13,30,24,22,49,965,1047,2010,8114,8666,16785,494,640,1141,8391,9035,17425,255,340,591,8480,9160,17638,149,167,319,1212,1084,2297,369,306,674,81,107,190,177,417,599,2388,2903,5293,591,563,1153,2438,2729,5169,788,817,1609,456,448,907,38,38,76,8452,9151,17600,868,867,1732
1016,10202,10369,20569,707,670,1380,1324,1271,2595,611,579,1185,632,574,1204,1646,1661,3312,1372,1327,2701,1230,1233,2467,1165,1137,2305,791,899,1694,500,630,1125,217,385,603,9852,10057,19911,351,310,659,561,601,1158,13,13,22,8,8,14,579,617,1195,6731,7016,13751,2765,2680,5450,6630,6897,13526,2845,2777,5621,7717,8153,15865,169,173,343,1213,1162,2375,418,404,824,133,119,252,241,420,656,3349,3679,7025,608,581,1190,2298,2144,4444,517,581,1101,547,603,1146,137,152,291,9377,9613,18993,972,812,1787
1017,7877,7780,15654,443,408,849,1003,1002,2008,516,481,1002,504,397,906,1022,818,1841,891,821,1709,885,901,1783,983,1042,2033,948,985,1933,516,617,1139,154,305,460,7570,7501,15073,304,279,581,1411,1338,2751,15,10,27,48,43,94,1475,1393,2865,6654,6560,13215,512,512,1026,6329,6883,13208,209,251,461,6443,6977,13418,124,127,248,869,881,1749,281,299,579,51,89,145,105,274,378,1583,1999,3577,448,452,901,1894,2009,3904,719,735,1459,458,441,899,31,20,53,6444,6953,13395,1435,861,2299
1018,13877,14941,28816,774,702,1480,1783,1688,3472,913,847,1768,869,839,1709,1732,1808,3541,1601,1804,3398,1726,1880,3609,1854,1991,3848,1542,1721,3261,780,1088,1862,303,563,862,13362,14426,27793,516,511,1026,980,960,1935,28,19,44,35,35,71,1041,1019,2054,11603,12456,24056,1347,1503,2843,12189,13092,25277,762,895,1653,12478,13482,25963,256,207,468,1623,1539,3157,595,580,1173,219,271,491,483,819,1303,4898,5693,10586,866,885,1755,3173,3557,6727,957,933,1891,550,515,1071,37,49,81,12779,13715,26489,1271,1410,2684
1019,6226,6163,12385,295,284,575,751,664,1420,343,301,639,354,272,627,787,678,1468,662,614,1276,735,745,1486,855,892,1748,821,844,1664,491,606,1100,137,258,388,5922,5919,11839,308,242,544,531,458,994,15,13,30,7,5,11,557,477,1033,5126,5052,10177,618,685,1306,5242,5464,10707,282,322,605,5353,5582,10939,72,76,147,676,614,1288,204,207,404,56,61,120,118,234,350,1553,1903,3457,384,374,756,1753,1646,3397,482,576,1063,276,272,549,16,14,28,5426,5728,11147,826,399,1223
1020,7577,7445,15020,463,449,910,1158,1075,2236,504,443,950,427,373,803,758,814,1573,878,963,1844,1023,1001,2020,980,962,1939,865,859,1724,451,416,863,72,86,166,7242,7136,14381,334,309,644,534,557,1094,9,10,17,16,11,23,559,580,1139,6554,6448,13004,681,716,1390,7012,6894,13908,231,269,506,7065,6931,13993,159,144,297,1097,1025,2121,344,324,670,116,127,244,137,345,484,2189,2541,4730,543,455,1004,1990,1911,3903,593,528,1122,278,195,475,20,10,28,7129,7067,14194,335,254,583
1021,13517,14311,27828,786,780,1560,1604,1579,3187,757,750,1503,845,754,1600,1495,1585,3079,1446,1455,2902,1585,1610,3191,1678,1871,3547,1687,1839,3521,1180,1414,2595,455,683,1138,12927,13755,26678,591,558,1147,769,775,1545,18,21,35,18,13,30,804,802,1603,11304,11806,23110,1692,1927,3621,12378,13018,25395,595,676,1270,12471,13197,25668,223,242,464,1523,1490,3015,504,540,1042,260,277,533,318,570,886,4167,4856,9024,944,872,1821,3809,3867,7671,1051,1091,2145,522,518,1031,53,37,89,12633,13316,25949,638,806,1445
1022,6134,6433,12563,468,445,909,895,872,1775,376,328,710,333,308,642,859,929,1786,786,775,1560,713,752,1469,667,705,1379,554,615,1167,357,462,822,127,233,353,5868,6185,12050,267,249,513,421,440,865,4,3,7,7,4,13,440,444,886,5308,5519,10826,489,559,1051,5514,5795,11305,260,275,541,5559,5835,11391,128,125,251,832,820,1652,228,220,445,60,73,135,142,288,431,1826,2366,4193,421,360,781,1616,1469,3079,364,383,746,200,202,405,22,18,38,5709,5972,11683,583,499,1081
1023,6308,5968,12272,442,379,822,974,904,1879,422,354,770,367,327,696,952,906,1860,843,756,1603,779,753,1528,726,682,1404,506,516,1026,243,271,517,60,122,179,6071,5780,11851,239,186,422,816,735,1556,13,10,23,13,13,29,848,759,1605,5320,5065,10391,562,530,1091,5376,5292,10665,278,314,596,5452,5380,10834,132,118,251,894,822,1715,265,235,502,54,82,138,108,250,361,1374,1684,3058,491,390,883,1648,1544,3198,502,450,953,273,255,533,16,17,25,5636,5572,11209,815,384,1202
1024,13682,14735,28418,489,508,993,1415,1405,2816,801,669,1471,557,537,1097,1040,1032,2069,1141,1310,2450,1608,1778,3381,2116,2380,4501,2417,2671,5085,1668,1774,3440,434,671,1104,12951,14026,26979,735,701,1444,515,481,1000,13,18,23,8,13,19,534,515,1047,10729,11520,22247,2262,2509,4771,12284,13189,25466,689,770,1458,12349,13317,25667,150,178,324,1329,1332,2663,554,501,1052,151,187,335,251,486,735,4914,5411,10327,959,889,1844,3660,4082,7740,995,1074,2065,452,435,887,38,38,78,12646,13678,26320,881,972,1858
1025,249387,259044,508437,15073,14412,29485,32792,30789,63576,15194,14590,29785,17084,16721,33805,34662,35189,69849,31694,32754,64445,30679,31953,62634,29120,31249,60368,24889,27151,52045,13719,16285,30001,4479,7958,12437,239069,249884,488951,10320,9164,19478,14905,15097,30001,280,279,562,313,305,624,15501,15686,31186,211072,218876,429945,27688,29709,57397,220355,230032,450387,16493,18121,34612,226573,237363,463932,4911,4694,9606,31115,29244,60356,10891,10959,21847,6082,7141,13222,7832,12518,20351,90126,102561,192681,15433,13861,29294,58873,59189,118061,16021,17946,33972,7743,7931,15673,814,834,1652,232523,243739,476267,14343,13661,28005
1026,19311,19369,38678,1239,1146,2385,2493,2465,4960,1180,1075,2257,1214,1082,2296,2721,2481,5201,2277,2245,4520,2195,2270,4469,2271,2370,4643,2055,2256,4314,1242,1346,2581,426,628,1054,18479,18712,37194,828,651,1482,1826,1752,3582,37,33,79,25,38,65,1896,1831,3723,15538,15465,31001,2428,2587,5009,16133,16815,32948,1105,1267,2370,16463,17184,33644,393,348,743,2229,2226,4453,757,698,1451,234,286,521,429,841,1268,5610,6570,12186,1148,1118,2266,4583,4600,9191,1428,1448,2877,825,772,1594,67,57,123,16843,17754,34596,2527,1635,4166
1027,20336,21582,41920,1584,1364,2953,3161,2960,6121,1337,1228,2567,1167,1189,2354,2702,3026,5732,2495,2790,5281,2396,2500,4902,2127,2373,4500,1873,2164,4040,1087,1334,2424,401,635,1045,19405,20839,40245,926,743,1670,1553,1596,3154,17,25,42,40,32,65,1608,1656,3266,17005,18058,35067,2186,2322,4507,17669,18848,36513,1531,1570,3094,18286,19436,37716,431,413,847,2951,2758,5707,930,904,1839,258,396,651,649,1046,1690,6798,8460,15263,1162,1114,2279,4416,4550,8967,1240,1220,2465,789,720,1513,100,70,171,18642,19937,38579,1930,1878,3807
1028,23733,26465,50193,1204,1091,2289,2925,2846,5771,1452,1447,2897,1197,1307,2511,2336,2500,4842,2541,2796,5337,2791,3228,6021,2937,3528,6462,3230,3699,6934,2263,2702,4966,842,1321,2162,22718,25520,48241,1013,938,1955,1257,1310,2570,14,18,38,19,21,39,1290,1351,2648,19160,21464,40625,3410,3784,7199,21380,23852,45232,1237,1425,2664,21568,24136,45701,381,358,743,2778,2689,5465,1066,1114,2181,395,559,956,643,1196,1837,9037,10565,19602,1563,1615,3175,5335,6343,11684,1614,1800,3413,820,829,1652,52,47,106,22247,24699,46955,1869,2122,3983
1029,8800,8219,17018,561,539,1101,1258,1204,2463,771,473,1243,714,479,1192,1315,1201,2513,1021,1041,2061,1061,1101,2163,976,930,1905,672,690,1364,336,382,713,117,189,306,8538,8036,16570,264,188,446,702,719,1416,19,10,28,20,22,42,736,752,1486,7444,7084,14527,781,777,1566,7849,7515,15368,356,352,705,7856,7488,15345,153,165,320,1179,1128,2314,390,338,731,111,110,220,187,365,551,2505,2586,5097,765,562,1331,2300,2130,4427,540,609,1155,302,243,549,26,21,49,7756,7827,15582,1239,431,1675
1030,9748,10354,20105,486,454,944,1067,1036,2099,490,468,958,423,392,815,919,976,1891,990,1075,2061,1105,1190,2291,1361,1528,2885,1653,1796,3453,993,1049,2043,264,387,656,9182,9848,19028,565,507,1073,628,663,1282,19,12,30,14,12,27,658,682,1335,7647,8198,15841,1476,1526,2999,8626,9202,17831,520,578,1100,8792,9402,18189,165,129,289,977,951,1929,306,324,627,73,96,167,178,367,539,2921,3455,6379,633,590,1228,2714,2880,5593,822,866,1690,450,432,876,36,31,61,8966,9611,18577,678,706,1380
1031,2390019,2440022,4830047,148965,140449,289412,308291,291990,600281,139863,131097,270956,165583,156068,321649,379419,387507,766928,362330,367342,729672,301667,313888,615554,258035,269362,527399,187148,205878,393027,102203,118653,220855,36517,57794,94315,2328980,2379633,4708611,61037,60395,121434,33900,34610,68514,836,798,1632,727,784,1506,35456,36192,71650,1326861,1325445,2652310,951659,1007011,1958674,1326723,1315967,2642690,932400,997335,1929732,1909536,1955859,3865391,44023,41439,85459,289049,274456,563509,114507,112168,226668,78130,78927,157058,97826,136088,233915,1269673,1335078,2604751,97940,88933,186875,281027,279800,560828,76929,79173,156100,62348,72983,135334,26629,35664,62288,2244558,2298611,4543170,136126,130869,266994
1032,21306,22567,43874,1506,1312,2816,3210,3019,6228,1564,1336,2899,1263,1293,2553,3001,3223,6226,2511,2663,5175,2309,2521,4827,2244,2572,4816,1988,2259,4250,1270,1619,2893,442,753,1193,20456,21838,42291,852,726,1579,2959,3019,5976,31,28,62,82,81,161,3068,3129,6201,17577,18778,36352,2156,2100,4256,18028,19313,37339,1690,1578,3266,18351,19700,38048,422,358,780,2896,2717,5620,997,857,1855,207,333,532,463,996,1463,6358,7792,14158,1315,1361,2674,4968,5227,10190,1547,1538,3078,922,749,1672,85,78,163,19347,20725,40073,2223,2022,4244
1033,12682,13836,26519,695,695,1392,1713,1608,3326,756,731,1482,678,626,1301,1316,1463,2775,1222,1366,2593,1367,1551,2920,1701,1922,3624,1680,1877,3555,1157,1300,2458,391,696,1086,12126,13335,25464,560,496,1057,1363,1480,2841,24,22,50,23,19,42,1405,1526,2930,10604,11571,22176,1003,1136,2139,11181,12225,23408,458,575,1029,11336,12450,23791,209,195,405,1513,1422,2939,437,475,913,94,161,257,179,471,644,3006,3786,6798,775,790,1565,3517,3836,7350,1149,1234,2391,740,675,1418,29,41,71,11535,12569,24105,1250,1331,2581
1034,8222,8802,17026,416,392,810,943,858,1794,423,399,819,299,257,558,681,745,1426,840,881,1719,903,968,1869,1185,1417,2596,1445,1596,3039,852,895,1741,249,398,644,7789,8380,16171,430,424,852,344,329,669,9,4,17,8,4,10,362,337,696,6670,7103,13771,1020,1186,2203,7435,7944,15382,313,390,706,7461,8046,15509,150,127,275,856,797,1653,291,297,588,70,61,134,111,294,400,2758,3169,5931,490,507,999,2182,2400,4577,648,668,1316,319,308,627,20,23,39,7604,8182,15791,668,659,1324
1035,27428,29574,57003,1913,1849,3763,3907,3742,7649,1894,1892,3785,1973,2263,4233,3978,4145,8118,3300,3548,6850,3063,3277,6335,2953,3328,6286,2486,2795,5282,1431,1778,3211,531,958,1488,26233,28477,54709,1195,1101,2292,1873,1980,3857,39,29,66,25,32,62,1938,2040,3976,22569,24693,47264,3412,3374,6787,23194,25393,48588,2778,2700,5482,24070,26252,50317,588,544,1127,3646,3478,7129,1321,1400,2720,558,1004,1560,923,1520,2435,9621,11839,21458,1785,1751,3536,5932,6160,12087,1637,1639,3273,1104,939,2043,168,232,398,25215,27291,52506,2740,2604,5345
1036,150115,155575,305691,8999,8406,17406,19240,18125,37363,9459,9169,18627,10643,10330,20968,19563,19752,39317,18412,19340,37753,18640,19619,38260,18409,19520,37926,14879,16195,31070,8782,10260,19040,3098,4869,7966,145302,151027,296326,4819,4549,9369,5296,5421,10718,105,103,205,81,85,166,5485,5613,11094,115238,117883,233118,28465,31257,59721,123207,126564,249774,20066,22000,42067,134360,139367,273730,2987,2831,5819,18222,17089,35313,7113,7332,14442,4141,4714,8849,4625,7265,11900,58201,64659,122861,9018,7818,16832,33563,33224,66783,8421,9293,17710,5274,6028,11300,810,1090,1901,141634,146877,288511,7488,8013,15506
2000,359738,356315,716050,17570,16730,34298,43298,40416,83716,20096,18448,38547,15950,13966,29910,34352,34580,68929,37663,39196,76856,46126,47378,93509,55812,56946,112766,54129,51245,105370,27203,26527,53737,7533,10876,18413,336619,336563,673181,23122,19750,42877,6144,5988,12131,216,186,401,158,163,316,6519,6327,12851,291296,288448,579745,37584,39017,76593,314776,314543,629316,14801,15809,30607,316837,316667,633507,4963,4672,9628,39324,36824,76147,13831,13767,27598,3288,4218,7511,5176,12085,17255,107492,138300,245783,50248,46856,97105,65406,50293,115701,28406,21623,50028,17350,14459,31808,1264,1049,2316,317825,320011,637838,35746,32250,67998
2001,12067,12651,24717,846,797,1646,1849,1661,3513,696,690,1388,684,697,1376,1735,1830,3571,1692,1750,3442,1510,1620,3135,1260,1407,2664,1134,1245,2371,526,659,1187,145,293,431,11740,12309,24044,332,346,673,184,169,356,6,3,14,0,8,14,198,183,379,9703,10132,19841,1871,2008,3875,10387,10928,21309,1184,1233,2416,10752,11304,22057,250,264,516,1747,1577,3318,518,558,1073,210,258,464,275,569,841,4247,5433,9684,1511,1451,2965,1907,1607,3515,813,671,1488,418,494,915,40,48,88,11467,11981,23446,480,575,1056
2002,7449,8232,15684,463,432,892,906,894,1809,442,396,842,404,393,795,865,946,1807,738,841,1580,826,960,1787,916,1091,2010,993,1124,2117,674,805,1477,226,339,567,7090,7909,14998,359,322,681,373,359,731,5,10,13,3,7,10,378,368,750,6087,6654,12735,810,961,1772,6539,7184,13721,369,458,831,6656,7312,13966,127,121,248,824,817,1637,290,270,562,49,103,157,119,328,448,2194,2931,5126,982,1075,2055,1394,1259,2650,590,560,1152,375,417,793,24,27,48,6800,7545,14348,637,664,1299
2003,53805,58167,111973,3289,3244,6523,7499,6992,14490,3449,3367,6815,3513,3611,7130,7627,7775,15403,6541,7337,13881,6439,7125,13566,6124,6896,13020,5345,6325,11670,2967,3662,6629,1015,1834,2851,51678,56114,107788,2130,2056,4184,946,1012,1956,41,35,75,25,18,44,1008,1072,2081,44960,48726,93684,6111,6622,12729,47202,51325,98523,3886,4039,7930,48463,52658,101124,994,981,1972,7009,6635,13640,2538,2620,5158,1082,1457,2535,1620,2800,4411,20801,25281,46083,6226,6672,12895,7683,7272,14958,3409,3320,6732,2048,2298,4352,181,162,349,49877,54009,103886,3616,3862,7478
2004,49462,53577,103034,3118,3074,6186,6860,6351,13209,2984,2996,5980,3196,3295,6489,6723,7259,13979,5982,6600,12582,5766,6367,12136,5649,6563,12212,5212,5887,11096,2909,3449,6354,1081,1728,2812,47548,51720,99271,1914,1854,3767,1111,1172,2281,38,46,82,26,23,51,1181,1239,2416,41928,45474,87405,4927,5401,10319,43241,46934,90175,3559,3853,7411,44568,48375,92944,864,861,1726,6390,5965,12351,2178,2265,4446,934,1269,2211,1233,2253,3486,17469,21856,39328,5845,6213,12056,7736,7394,15130,3306,3133,6437,2199,2328,4520,333,326,658,45907,49646,95557,3341,3677,7019
