SUA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
3000,3985,8837,22474,24426,27600,24469,7181,1343,102,120407,5026,2337,3947,3651,4677,6296,3887,976,134,30932,551,453,1162,1229,1717,2086,792,126,23,8148,367,507,975,831,940,754,386,223,53,5033,9932,12141,28561,30140,34937,33599,12246,2668,303,164524,687,915,1349,1078,1249,1338,202,6,0,6836,708,307,353,260,357,538,178,22,3,2731,1396,1220,1702,1339,1607,1873,387,29,8,9565,11331,13357,30264,31477,36539,35471,12634,2693,312,174088,8539,2756,5150,5216,7524,16207,34038,19414,4695,103554,2104,2381,5921,5557,6172,6059,4481,2549,809,36041,21977,18496,41337,42255,50245,57737,51158,24659,5816,313688,1767,5566,12922,14189,18298,13515,2983,418,23,69684,6818,3991,10462,13299,13489,13539,4473,678,53,66794,700,691,2351,1576,1619,1962,541,82,18,9551,355,315,643,565,692,552,266,159,37,3573,9641,10571,26374,29626,34097,29561,8271,1338,125,149604,402,494,726,670,846,664,83,5,0,3877,698,368,654,580,592,728,146,4,6,3770,1098,861,1380,1244,1436,1392,225,10,4,7649
3001,80,268,778,684,602,393,113,9,0,2931,104,92,196,116,119,132,84,15,0,856,0,12,45,41,37,26,12,0,0,179,7,3,21,16,12,8,0,0,0,73,187,383,1031,862,774,569,205,28,0,4039,8,10,32,13,28,28,3,0,0,116,20,5,18,5,11,15,0,3,0,67,28,17,49,14,34,37,7,3,0,189,216,399,1083,876,807,603,213,30,0,4227,79,11,62,60,93,198,375,181,17,1077,35,98,249,166,161,121,86,21,0,936,329,512,1390,1100,1058,924,678,236,23,6238,63,278,577,432,383,226,39,5,0,1995,175,161,387,351,286,233,66,5,0,1671,11,24,69,35,22,24,8,0,0,190,6,17,18,11,10,3,0,0,0,71,258,473,1050,835,703,487,121,10,0,3931,3,5,28,11,19,8,0,0,0,77,15,3,13,18,14,14,6,0,0,78,18,11,46,27,29,23,4,0,0,155
3002,7369,32214,105724,115885,102756,63929,11879,904,36,440705,20365,22298,27508,19545,16659,15972,9007,1659,111,133118,4400,5129,7069,5499,5211,5247,1909,223,27,34718,554,1440,3147,2264,1602,938,283,88,33,10342,32692,61083,143453,143190,126221,86085,23075,2872,205,618879,1954,4138,6018,4121,3878,3233,479,24,0,23848,5486,2846,2082,1061,906,1137,509,44,5,14083,7439,6985,8096,5189,4790,4370,985,69,3,37930,40134,68069,151549,148382,131013,90457,24060,2943,218,656811,34788,13223,17461,14726,17085,30817,68033,45155,13585,254872,3153,4705,10661,8560,7138,5343,4213,3005,1702,48479,78078,85994,179667,171666,155235,126609,96316,51096,15503,960160,3082,23644,74749,70949,70543,39577,5484,244,15,288288,25902,28626,46512,52849,43844,32302,9529,986,38,240588,7123,7975,15038,10690,8053,6898,1901,151,13,57848,591,1156,2325,1568,1203,786,224,94,34,7982,36705,61405,138628,136053,123645,79559,17132,1476,98,594703,1146,2383,3658,2779,2513,1561,148,0,3,14196,5199,2672,3210,2789,2081,1772,350,24,12,18106,6348,5056,6862,5562,4593,3329,504,26,16,32306
3003,318,870,2232,2211,2334,1861,358,42,0,10225,673,379,525,447,500,547,313,61,12,3452,27,43,91,84,107,148,34,5,0,536,30,25,96,65,57,32,16,6,4,325,1045,1315,2938,2805,2997,2580,716,120,9,14536,102,140,185,109,130,117,19,0,0,812,134,52,59,36,52,61,19,0,0,422,235,197,251,147,175,188,37,0,0,1232,1279,1508,3184,2955,3176,2772,753,120,9,15763,809,234,446,457,655,1535,3722,2859,825,11546,106,103,286,242,293,280,242,215,105,1863,2197,1851,3919,3653,4119,4582,4722,3186,940,29171,167,668,1478,1473,1748,1226,201,16,0,6977,873,590,1187,1314,1289,1231,367,49,3,6901,43,59,220,121,129,149,29,7,0,747,19,36,75,48,27,20,11,11,0,255,1094,1348,2950,2955,3195,2633,609,84,3,14871,39,54,76,73,80,75,6,0,0,404,123,56,93,68,62,70,19,4,0,482,164,113,165,140,140,141,21,4,0,882
3004,503,1700,5205,5916,6193,4304,894,73,4,24794,1491,925,1586,1332,1411,1400,752,137,11,9043,98,124,289,278,338,343,121,16,0,1611,49,86,179,142,114,86,23,10,6,682,2141,2839,7264,7662,8057,6134,1793,239,16,36137,114,240,342,273,337,304,36,0,0,1647,299,96,125,84,88,117,49,3,0,865,415,336,460,358,429,422,89,9,0,2512,2549,3169,7731,8017,8482,6556,1880,243,16,38645,1860,575,804,897,1193,2204,4792,2753,738,15803,409,537,1266,1013,1012,803,625,336,153,6165,4815,4283,9790,9926,10686,9565,7301,3335,908,60613,292,1241,3867,4151,4870,2961,464,27,0,17878,1945,1310,2902,3603,3371,2614,886,89,8,16731,124,148,561,440,307,348,101,5,0,2036,48,69,147,94,80,47,22,0,0,508,2407,2766,7480,8287,8628,5974,1477,132,14,37158,71,120,210,159,172,137,10,0,0,884,290,126,170,192,169,146,33,6,0,1126,360,241,382,356,346,281,45,6,0,2009
3005,98,298,775,772,687,466,93,8,0,3200,196,57,84,75,57,54,45,17,0,583,17,3,32,20,25,36,7,0,0,144,10,9,21,19,13,9,0,0,0,79,318,373,914,897,785,566,145,29,0,4011,14,16,21,13,17,11,0,0,0,87,22,5,10,6,0,6,3,0,0,56,31,22,29,16,18,16,4,0,0,140,350,390,944,916,802,582,149,29,0,4152,134,31,41,51,37,76,162,82,23,633,38,63,135,141,90,105,35,21,13,635,517,481,1122,1103,927,769,349,125,34,5418,61,192,409,442,384,237,34,5,0,1765,211,120,317,376,233,187,38,7,0,1493,7,13,70,38,15,24,5,0,0,173,3,12,15,17,12,9,0,0,0,64,284,341,813,873,647,449,80,12,0,3494,6,9,17,6,7,7,0,0,0,58,5,7,10,9,6,9,0,0,0,60,15,18,22,15,17,21,0,0,0,115
3006,240,695,1906,2028,2072,1494,228,13,0,8673,440,203,302,221,234,259,127,18,0,1795,31,24,101,98,99,150,17,0,0,520,17,27,63,53,31,27,8,0,0,225,728,950,2373,2391,2435,1924,380,30,0,11214,67,108,127,117,107,120,14,0,0,656,121,35,36,26,15,29,13,0,0,272,189,138,165,139,124,139,26,0,0,931,912,1087,2532,2531,2563,2069,403,32,0,12142,530,118,206,225,335,705,1299,646,186,4232,82,86,217,239,235,220,121,59,21,1264,1519,1291,2958,2996,3137,2991,1825,738,205,17650,121,447,1025,1036,1211,653,86,7,0,4579,604,350,841,991,899,632,146,16,0,4482,20,45,176,102,94,85,12,4,0,538,7,20,36,23,24,15,0,0,0,130,759,869,2077,2150,2225,1385,244,24,0,9732,54,54,85,69,63,41,9,0,0,370,124,41,65,72,60,56,6,0,0,424,175,94,150,137,122,97,12,0,0,795
3007,1946,7599,24149,28077,26757,17439,3938,341,13,110260,6026,5530,7906,6099,6065,6256,3805,765,69,42524,1183,1229,2025,1616,1649,1622,648,103,11,10085,184,425,962,723,536,348,106,44,14,3343,9343,14782,35043,36512,35006,25661,8493,1257,112,166212,494,908,1329,1037,1209,1049,178,10,0,6223,1284,645,589,322,280,465,225,36,0,3846,1780,1546,1922,1363,1491,1517,404,42,0,10073,11128,16334,36964,37877,36497,27179,8902,1297,112,176281,8068,2913,3963,3647,5005,9596,23149,17349,5286,78981,1009,1367,3586,2915,2736,2180,1979,1576,914,18262,20201,20617,44513,44442,44239,38957,34031,20220,6316,273525,800,5387,16381,16262,18047,11024,1897,101,4,69904,7714,7791,14186,16441,14711,11833,4139,432,21,77273,1874,2223,4267,3051,2508,2233,719,86,5,16964,190,354,760,536,452,327,93,27,15,2760,10585,15760,35595,36281,35720,25414,6847,648,47,166905,293,506,851,640,677,578,61,3,0,3614,1193,625,854,838,691,728,147,15,0,5104,1494,1136,1705,1478,1371,1308,210,24,0,8723
3008,102,291,674,619,686,495,99,12,0,2980,230,103,181,139,134,170,81,12,0,1059,15,16,42,29,45,41,13,3,0,202,10,18,27,21,18,12,0,0,0,100,357,428,930,803,887,706,195,26,4,4336,26,38,43,25,28,24,8,0,0,196,34,20,24,9,8,12,0,0,0,112,65,52,67,34,36,42,9,0,0,308,417,484,994,841,921,753,203,26,4,4641,312,78,146,185,243,479,1011,698,247,3403,41,38,106,71,71,75,66,41,29,534,765,600,1249,1101,1240,1301,1280,765,280,8581,43,171,328,372,451,271,47,3,0,1695,286,180,376,445,468,410,97,12,0,2265,16,29,60,35,43,43,6,0,0,229,15,18,26,21,9,6,7,0,3,106,367,393,796,868,971,732,156,17,3,4299,11,18,27,18,17,19,0,0,0,109,43,15,30,27,23,25,0,0,0,162,52,30,55,40,43,48,4,0,0,273
3009,193,429,1197,1381,1499,1183,212,12,0,6121,416,257,364,356,400,476,225,31,0,2524,25,28,66,73,88,109,42,0,0,442,15,18,33,47,31,30,3,8,5,185,652,727,1664,1864,2027,1799,488,49,6,9270,72,94,122,70,104,129,13,0,0,612,115,40,48,28,28,56,26,0,0,340,191,128,170,98,134,186,45,4,0,953,843,859,1833,1959,2159,1985,531,56,6,10225,582,175,296,366,653,1523,3963,2797,701,11053,68,86,169,175,205,183,277,242,111,1521,1493,1121,2292,2496,3010,3689,4768,3101,823,22799,92,309,804,1012,1318,803,114,7,0,4455,598,349,808,982,1021,1036,288,20,0,5107,35,37,110,91,117,124,45,0,0,552,23,17,34,34,41,39,13,4,3,208,744,710,1760,2124,2489,2001,452,38,3,10323,37,39,53,62,74,64,10,0,0,344,110,31,57,59,75,81,14,0,0,426,149,72,106,121,152,147,19,0,0,767
3010,64,163,440,347,317,270,49,9,0,1658,84,49,103,64,48,69,39,8,0,463,9,9,19,19,15,24,8,0,0,107,5,7,11,12,6,7,3,0,0,51,159,231,574,442,389,357,99,19,0,2271,9,14,21,10,9,12,3,0,0,79,15,9,3,4,5,3,0,0,0,43,29,20,26,10,13,11,3,3,0,124,186,253,598,458,402,370,101,21,0,2392,106,43,66,62,93,169,407,290,103,1337,29,19,53,43,38,37,45,32,7,307,330,316,721,557,533,574,551,343,115,4029,30,140,213,201,206,155,28,0,0,968,140,93,219,197,190,168,49,0,0,1054,10,9,29,15,16,19,12,0,0,110,6,0,6,14,9,0,0,0,0,43,184,239,466,424,422,348,84,6,0,2176,9,11,5,8,8,4,0,0,0,44,9,12,14,10,6,0,0,0,0,55,20,20,24,14,14,5,3,0,0,95
3011,506,1496,3722,3937,3750,2873,557,33,0,16875,829,380,478,367,357,482,305,41,0,3250,38,57,154,151,165,197,50,12,0,830,28,44,132,92,71,48,19,3,3,436,1395,1977,4494,4550,4343,3603,935,97,7,21392,84,89,149,115,94,102,22,0,0,659,123,51,37,24,19,37,17,0,0,315,211,142,192,139,114,140,39,0,0,970,1608,2117,4688,4682,4460,3743,977,97,6,22363,841,229,291,324,437,1010,2321,1451,490,7406,158,262,677,698,654,592,284,192,93,3617,2606,2609,5652,5709,5551,5346,3580,1741,588,33386,280,1094,2193,2197,2475,1492,253,10,0,9997,1134,647,1627,1985,1658,1329,380,41,3,8802,52,78,308,171,136,173,39,0,0,954,23,38,91,45,38,36,20,9,4,305,1496,1865,4219,4401,4305,3027,688,55,3,20059,39,52,89,71,52,54,0,0,0,354,123,44,89,77,58,70,12,0,0,468,159,99,172,149,111,113,19,0,0,818
3012,116,254,615,638,779,608,106,13,0,3135,191,143,149,158,183,223,98,11,0,1162,15,14,29,31,37,52,15,0,0,200,3,14,27,23,14,17,3,0,0,112,331,426,818,848,1013,902,230,33,5,4600,64,76,83,68,67,77,4,0,0,435,50,25,28,7,11,31,7,0,0,158,113,101,103,83,76,105,8,3,0,589,444,525,923,927,1091,1004,239,38,5,5193,351,209,469,446,418,814,1712,1019,282,5709,62,55,96,97,101,102,99,86,35,739,854,788,1486,1467,1612,1920,2054,1141,316,11643,45,169,339,419,557,410,47,3,0,1974,274,170,340,432,492,472,127,16,0,2313,21,20,59,37,38,69,20,0,0,266,14,6,23,10,14,10,0,8,0,82,349,363,760,900,1100,961,191,21,0,4639,26,33,42,35,41,31,0,0,0,213,39,19,31,33,21,39,12,0,0,193,69,52,73,71,61,69,12,0,0,411
3013,119,393,1082,884,768,603,116,10,0,3963,170,40,88,69,44,73,36,13,0,527,18,20,56,28,40,50,18,0,0,229,16,14,45,29,19,8,0,0,4,132,316,472,1266,1013,870,731,166,25,4,4853,21,27,44,32,30,20,3,0,0,172,21,3,12,4,5,4,0,0,0,60,47,31,51,40,31,27,6,0,0,233,359,503,1320,1055,899,757,175,26,4,5084,213,75,95,90,107,170,260,188,37,1234,60,89,198,155,133,115,50,25,6,840,632,659,1611,1302,1137,1032,485,243,50,7156,82,310,772,610,558,366,55,4,0,2757,168,117,274,299,170,144,57,8,0,1247,12,20,85,41,34,21,9,0,0,218,12,9,29,23,19,5,0,0,0,99,270,458,1163,971,782,540,122,13,0,4324,13,9,26,15,24,10,0,0,0,98,24,8,13,16,11,6,3,0,0,84,31,17,41,29,29,20,4,0,0,176
3014,436,1195,3290,3252,2859,2227,403,21,6,13675,859,542,563,416,364,468,235,47,3,3500,48,54,147,136,151,170,45,0,0,756,18,50,123,74,64,41,4,3,0,384,1357,1833,4122,3880,3440,2909,689,70,8,18321,90,138,201,140,111,114,9,0,0,807,131,58,49,36,25,47,6,0,0,366,217,202,251,178,138,168,23,0,0,1173,1585,2038,4371,4061,3575,3073,711,70,8,19494,973,364,751,651,640,1089,2445,1536,540,8988,178,219,503,539,453,356,226,159,101,2722,2729,2622,5623,5248,4667,4517,3378,1772,654,31206,247,927,2110,1980,2072,1372,201,14,0,8923,984,773,1470,1610,1332,1156,341,32,4,7703,77,85,340,173,148,175,28,0,0,1033,37,31,86,56,35,41,11,9,0,306,1341,1820,4000,3816,3593,2748,587,45,4,17966,45,59,98,84,72,48,10,0,0,414,136,75,103,86,76,46,11,0,0,527,182,131,201,166,148,102,17,0,0,939
3015,1463,3934,11224,13988,15000,9889,2021,156,3,57681,3474,2361,3251,3138,3577,4110,2309,426,24,22664,846,562,991,944,1117,1235,408,63,5,6169,114,193,389,346,291,173,56,21,9,1583,5889,7044,15855,18414,19983,15401,4801,665,47,88093,262,322,537,404,500,494,66,4,0,2594,658,225,229,126,170,237,138,12,0,1797,916,549,765,530,672,734,202,16,3,4394,6807,7599,16615,18944,20657,16131,5008,681,55,92487,4062,1093,1599,1735,2585,6535,16273,11603,3628,49122,489,548,1345,1426,1486,1199,1070,795,486,8836,11351,9242,19559,22098,24729,23858,22345,13089,4165,150441,467,2554,6942,7742,9954,6118,869,53,0,34684,4755,3565,6734,9312,9281,7957,2310,183,9,44104,1339,1007,2087,1662,1652,1620,416,38,0,9824,104,173,367,269,257,164,51,22,9,1416,6666,7305,16126,18978,21141,15861,3649,300,18,90032,136,183,304,241,306,242,26,0,0,1440,609,231,333,378,366,410,86,3,0,2418,738,413,638,621,670,655,115,3,0,3856
3016,693,2214,5822,5508,5274,3933,791,73,7,24315,1485,1011,1221,998,793,903,609,141,10,7167,100,87,231,163,204,241,79,14,3,1135,32,72,144,77,61,50,23,3,3,469,2312,3387,7412,6745,6337,5124,1507,232,25,33088,126,211,286,195,169,126,18,0,0,1134,279,117,108,56,58,66,40,3,0,724,405,325,397,255,233,189,51,7,0,1862,2719,3705,7813,7002,6564,5319,1564,242,25,34949,1955,528,787,783,977,1787,4614,3455,1147,16025,209,250,555,414,448,371,335,227,130,2935,4880,4484,9149,8205,7987,7470,6507,3918,1298,53907,341,1603,3636,3329,3916,2550,368,15,0,15759,1966,1537,2853,3119,2608,2213,777,96,9,15183,123,148,586,281,225,266,89,8,0,1719,34,62,91,73,51,39,16,16,0,385,2462,3346,7165,6796,6796,5072,1249,131,11,33035,71,118,163,118,110,94,7,3,0,680,298,130,180,154,116,113,24,0,0,1008,374,245,336,266,231,207,29,3,6,1688
3017,830,3619,8204,7351,7045,4925,924,57,0,32942,1828,1383,1475,938,938,1125,627,99,4,8414,143,169,341,261,316,356,102,3,0,1694,53,136,236,153,107,65,32,5,0,777,2849,5307,10254,8704,8405,6464,1678,165,4,43837,172,276,403,301,295,225,29,0,0,1697,356,154,143,68,76,85,34,0,0,919,526,431,544,375,370,310,62,0,0,2615,3373,5732,10801,9076,8776,6773,1739,170,6,46449,2206,873,1339,1294,1453,2371,4960,3009,776,18281,447,1075,1351,1068,936,691,432,246,111,6367,6027,7683,13490,11439,11162,9836,7135,3436,894,71089,479,2320,5291,5233,5385,3352,512,33,0,22608,2715,2249,3364,3507,3100,2569,835,78,0,18422,139,238,781,425,348,366,97,4,4,2398,61,92,160,119,85,55,18,3,0,591,3395,4903,9588,9282,8913,6340,1451,124,6,44011,90,146,222,159,178,112,5,0,0,906,366,156,192,172,141,125,40,0,0,1196,456,300,409,335,316,239,48,0,0,2103
3018,100,223,511,423,479,451,107,10,0,2311,151,80,125,68,82,108,95,25,3,744,8,11,19,12,20,35,12,0,0,119,6,4,16,10,6,9,5,4,0,64,265,317,676,518,587,608,217,40,4,3238,14,31,25,21,26,14,0,0,0,128,26,14,24,0,3,4,3,0,0,70,34,38,46,27,34,17,5,0,0,200,306,357,723,541,617,627,227,40,4,3438,151,58,63,82,120,264,691,528,145,2101,35,38,71,40,71,66,56,67,26,462,490,452,858,660,802,959,975,631,176,6005,42,145,269,256,329,298,32,3,0,1373,195,116,270,261,291,291,98,11,0,1540,14,12,46,20,36,27,18,7,0,172,4,3,5,8,12,6,10,0,0,51,255,276,593,550,666,626,153,15,0,3136,10,13,11,15,20,14,0,0,0,84,26,10,18,11,11,10,0,0,0,88,30,24,28,27,35,27,4,0,0,176
3019,114,256,676,793,833,655,128,12,0,3466,241,96,91,97,99,128,88,13,0,862,15,9,48,30,48,62,19,0,0,235,4,9,26,18,18,11,0,0,0,89,373,364,844,942,1004,859,236,28,3,4650,15,24,27,27,29,27,9,0,0,152,48,6,5,8,6,25,8,0,0,104,57,30,27,31,40,52,14,0,0,253,436,395,881,972,1038,910,246,28,3,4904,245,39,71,58,100,348,842,554,163,2416,34,33,126,144,160,160,60,35,13,768,709,470,1070,1176,1304,1419,1144,620,178,8086,67,207,410,467,612,383,54,0,0,2204,283,150,322,451,417,413,102,12,0,2150,14,16,103,45,29,63,15,0,0,283,3,6,26,11,7,12,8,0,0,81,369,373,859,980,1066,866,178,13,0,4716,9,10,8,8,19,29,0,0,0,81,35,10,12,24,14,25,0,0,0,117,43,19,18,32,31,49,0,0,0,195
4000,1303,3351,8355,9283,10611,9813,2997,446,29,46194,1912,1113,1566,1408,1972,3023,2047,591,55,13685,146,133,362,395,481,768,334,63,8,2693,128,133,259,225,293,252,147,75,19,1531,3496,4735,10544,11313,13356,13860,5519,1173,111,64095,159,280,443,311,403,475,53,3,0,2117,226,116,144,108,141,236,63,5,5,1036,380,399,584,417,541,705,112,10,4,3154,3872,5132,11128,11729,13899,14569,5633,1176,117,67246,3138,873,1496,1725,2539,5755,13444,7989,2378,39341,517,464,1123,1132,1400,1542,1380,866,323,8746,7530,6467,13743,14586,17834,21863,20453,10035,2817,115330,492,1715,3891,4401,6173,4787,1034,143,12,22644,2614,1900,4393,5818,6171,6663,2222,323,27,30134,200,204,826,511,545,684,270,54,5,3302,135,105,189,163,210,205,106,51,8,1176,3439,3927,9303,10893,13108,12337,3625,562,52,57248,93,152,221,168,232,193,21,0,0,1087,231,104,195,183,204,266,63,6,0,1260,329,259,416,357,438,459,82,8,0,2344
4001,3230,16001,56817,59797,54416,38345,7437,564,36,236634,11816,14366,17501,11998,10603,11620,6669,1327,104,85999,799,1114,2175,1878,1878,2261,704,121,7,10946,253,628,1428,1043,766,501,185,68,24,4896,16094,32114,77922,74725,67654,52716,15000,2082,169,338477,812,2201,3296,2389,2319,1924,264,18,0,13224,2740,1780,1299,709,621,812,282,37,8,8289,3559,3983,4597,3101,2941,2735,550,51,3,21514,19651,36099,82518,77825,70597,55450,15552,2131,176,359993,18696,8123,9106,8402,10872,21244,46963,32265,12407,168093,1255,1809,4183,3679,3302,2862,2328,1812,1025,22242,39600,46030,95811,89907,84773,79557,64840,36205,13606,550334,1214,11195,36558,32762,34805,22989,3427,139,6,143107,15635,18661,29149,33539,29033,24773,7529,747,49,159115,945,1467,5304,3435,2033,2502,757,73,11,16517,255,524,968,655,553,427,156,70,24,3632,18045,31849,71967,70386,66431,50690,11873,1026,91,322367,447,1134,1845,1367,1257,784,84,0,4,6917,2554,1599,1832,1658,1294,1077,205,10,3,10240,3005,2727,3672,3024,2551,1861,287,12,7,17158
4002,182,418,1094,1060,1182,981,207,12,0,5145,308,137,253,156,188,228,158,32,0,1456,16,13,34,34,46,53,22,3,0,224,12,18,34,26,15,10,7,0,0,129,519,589,1415,1281,1423,1273,398,50,5,6957,20,47,59,38,30,41,3,0,0,226,50,22,28,19,15,11,3,0,0,144,61,69,85,54,45,45,7,0,0,374,581,654,1505,1334,1467,1320,405,50,5,7323,318,96,145,170,201,445,1127,773,269,3539,42,53,101,82,91,75,91,64,33,630,940,805,1751,1583,1762,1838,1621,887,310,11494,86,266,574,549,746,509,84,0,0,2814,453,278,633,734,666,632,152,18,3,3565,28,27,118,54,47,67,16,0,0,358,15,14,26,6,22,18,11,5,0,115,573,588,1354,1346,1469,1225,261,22,3,6851,14,19,26,15,27,11,0,0,0,122,31,22,23,19,18,27,0,0,0,146,45,37,51,37,50,46,5,0,0,272
