SUA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
1010,0,0,0,6,0,0,0,0,0,12,9465,20035,17500,30250,15927,15554,13162,7543,2483,131924,0,5,0,51,5,4,5,0,0,69,0,0,0,12,6,11,0,4,0,38,0,8,9,111,20,3,3,0,0,160,0,0,0,16,8,9,4,0,0,39,3,14,27,94,59,48,28,22,10,315,0,7,7,27,39,33,24,39,6,189,0,35,38,176,108,130,148,51,9,705,0,0,0,11,17,34,37,51,13,164,0,11,4,54,11,31,50,49,21,224,20,229,349,1182,1154,1584,1570,1297,421,7791,0,0,14,70,31,47,26,6,0,198,4,5,3,56,29,29,29,16,3,175,0,10,21,54,52,67,146,151,27,533,0,0,5,6,7,17,56,61,26,179,5,7,11,45,23,40,34,13,3,176,6,59,96,740,150,76,46,41,17,1234,0,12,31,83,39,23,20,13,14,224,0,0,3,42,19,22,16,4,0,115
1011,0,4,11,8,8,9,0,0,0,31,1772,4145,3302,6030,3334,3601,3541,1778,586,28089,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,5,32,12,19,17,9,0,83,0,0,0,10,7,0,3,0,0,15,0,0,5,32,8,9,6,9,3,73,0,0,0,0,0,4,0,7,0,13,0,5,0,7,0,0,3,9,0,25,0,34,31,126,181,229,287,219,74,1178,0,0,0,11,5,7,6,3,0,43,0,0,0,16,3,3,8,3,0,38,0,4,0,16,20,13,42,58,15,168,0,0,0,0,3,8,4,4,4,15,0,0,4,11,0,3,6,0,3,28,3,30,41,361,80,55,62,12,15,663,5,0,5,10,0,3,0,3,0,21,0,0,0,3,5,0,0,0,0,10
1012,0,0,0,0,0,0,0,0,0,0,1406,2467,2022,3895,1718,1722,1356,798,256,15646,0,3,0,68,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,4,6,42,10,5,5,3,0,72,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,11,0,7,12,34,24,37,45,28,9,195,0,0,3,26,0,6,4,0,0,45,0,0,0,4,5,0,0,0,0,5,0,0,5,0,0,4,7,8,0,21,0,0,0,0,0,3,0,3,0,8,0,0,0,5,0,3,3,0,0,14,4,25,19,306,26,12,7,0,0,397,0,0,0,5,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,11
1013,0,0,0,0,0,0,0,0,0,0,325,848,737,1249,851,1183,1563,1039,395,8193,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,3,0,0,0,4,4,5,4,4,0,15,0,0,0,0,3,0,4,8,0,18,0,0,0,3,0,0,5,3,0,18,0,0,0,19,17,48,121,115,32,356,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,11,0,0,0,0,4,0,24,10,3,39,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,23,0,0,0,3,5,40,0,0,0,8,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,8,0,0,0,0,0,8,721,1382,1258,2498,1200,1248,1004,589,193,10105,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,6,34,4,9,6,0,0,66,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,3,0,8,0,4,8,28,20,49,62,48,17,239,0,0,3,12,5,12,0,0,0,27,0,0,0,0,0,0,4,0,0,12,0,0,0,0,5,4,9,6,0,26,0,0,0,5,0,3,0,8,5,16,0,0,0,0,0,0,3,0,0,3,0,10,16,68,10,3,3,3,0,112,0,0,0,8,0,4,0,0,0,14,0,0,3,8,0,0,3,0,0,12
1015,0,0,0,0,0,0,0,0,0,0,538,1221,1037,1663,866,1005,955,598,230,8114,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,27,35,23,13,122,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,4,5,0,32,5,4,0,0,0,46,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6
1016,0,0,3,7,7,7,0,0,0,34,651,1104,933,1598,750,761,527,302,102,6731,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,8,0,0,0,17,9,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,16,13,10,17,5,80,0,0,10,35,22,18,7,0,0,89,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,69,553,154,115,37,8,0,984,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3
1017,0,0,0,0,0,0,0,0,0,0,389,898,889,1626,744,809,781,400,118,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,13,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,32,35,37,8,123,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,7,7,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,16,6,3,6,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
1018,0,0,0,0,0,0,0,0,0,0,721,1602,1567,2705,1419,1507,1258,610,224,11603,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,4,0,4,0,28,0,0,0,6,0,5,0,0,0,9,0,0,0,14,0,4,3,0,0,16,0,0,0,0,0,0,0,3,0,6,0,8,0,5,0,0,0,0,0,12,0,8,13,46,40,77,63,53,16,303,0,0,4,5,3,0,0,0,0,13,0,0,0,5,0,3,4,0,0,17,0,0,0,7,8,12,12,9,3,56,0,0,0,0,0,0,5,0,0,8,0,3,0,3,0,4,0,0,0,10,0,0,11,61,8,5,5,0,0,92,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8
1019,0,0,0,0,0,0,0,0,0,0,271,682,609,1200,609,689,614,349,101,5126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,7,5,0,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,4,0,16,28,39,27,9,131,0,0,0,5,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,9,0,19,0,0,0,4,0,0,4,0,3,8,0,0,0,0,0,0,6,0,0,10,3,0,8,18,5,4,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,0,0,6
1020,0,0,0,0,0,0,0,0,0,0,445,1090,845,1461,852,809,672,318,53,6554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,31,38,48,59,44,3,241,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
1021,0,0,0,3,0,0,0,0,0,4,754,1517,1457,2552,1307,1306,1260,824,330,11304,0,0,4,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,3,0,0,16,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,3,10,0,0,0,0,0,5,3,3,3,11,0,0,0,0,0,0,0,3,0,3,0,9,11,39,46,88,114,102,35,444,0,0,0,4,9,0,6,3,0,24,0,0,0,0,0,0,4,0,0,9,0,0,0,0,5,3,6,19,8,41,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,7,11,8,0,7,8,6,44,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,10
1022,0,0,0,0,0,0,0,0,0,0,442,830,648,1390,613,570,448,279,89,5308,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,22,19,16,22,17,14,122,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
