POA_CODE_2021,SA2_CODE_2021,mb_count,poa_total,ratio
5309,407031161,7,7,1.0
5310,407031161,1,2,0.5
5311,407031163,16,18,0.8888888888888888
5320,407031170,35,36,0.9722222222222222
5321,407031170,7,7,1.0
5322,407031170,12,12,1.0
5330,407031170,60,79,0.759493670886076
5331,407031163,10,10,1.0
5332,407031163,12,12,1.0
5333,407031162,78,87,0.896551724137931
5340,407031168,21,21,1.0
5341,407031167,102,142,0.7183098591549296
5342,407031159,13,13,1.0
5343,407031160,69,99,0.696969696969697
5344,407031159,11,11,1.0
5345,407031159,64,64,1.0
5346,407031159,9,9,1.0
5350,405011112,5,7,0.7142857142857143
5351,405011112,82,89,0.9213483146067416
5352,405011115,75,86,0.872093023255814
5353,405011110,42,62,0.6774193548387096
5354,407031164,14,17,0.8235294117647058
5355,405011114,90,101,0.8910891089108911
5356,407031170,14,18,0.7777777777777778
5357,407031170,23,23,1.0
5360,405011111,22,22,1.0
5371,402011025,20,26,0.7692307692307693
5372,405011111,31,31,1.0
5373,405011111,74,74,1.0
5374,405021118,37,41,0.9024390243902439
5381,405021118,16,16,1.0
5400,405011111,19,21,0.9047619047619048
5401,405021119,13,14,0.9285714285714286
5410,405021117,2,3,0.6666666666666666
5411,405021117,5,5,1.0
5412,405021117,24,24,1.0
5413,405021117,17,19,0.8947368421052632
5414,405021117,3,3,1.0
5415,405021117,5,5,1.0
5416,405021118,7,7,1.0
5417,405021118,41,45,0.9111111111111111
5418,405021118,4,4,1.0
5419,405021118,13,13,1.0
5420,405021118,2,2,1.0
5421,405021118,6,6,1.0
5422,405031121,57,61,0.9344262295081968
5431,405031121,31,33,0.9393939393939394
5432,405031121,7,11,0.6363636363636364
5433,406021140,38,39,0.9743589743589743
5434,406021140,17,20,0.85
5440,406021141,16,17,0.9411764705882353
5451,405021117,16,16,1.0
5452,405021117,7,7,1.0
5453,405021116,75,90,0.8333333333333334
5454,405031120,14,14,1.0
5455,405021117,1,1,1.0
5460,405021119,14,15,0.9333333333333333
5461,405021119,53,53,1.0
5462,405021119,8,8,1.0
5464,405021119,11,18,0.6111111111111112
5470,405031120,6,6,1.0
5471,405031120,2,2,1.0
5472,405031120,7,7,1.0
5473,405031120,24,24,1.0
5480,405031120,20,22,0.9090909090909091
5481,405031121,17,19,0.8947368421052632
5482,405031121,10,10,1.0
5483,405031121,12,12,1.0
5485,405031121,21,22,0.9545454545454546
5490,405031120,4,4,1.0
5491,405031120,58,58,1.0
5493,405031121,2,2,1.0
5495,405031121,36,38,0.9473684210526315
5501,402011027,50,94,0.5319148936170213
5502,405011113,24,26,0.9230769230769231
5510,405021119,3,3,1.0
5520,405021119,21,21,1.0
5521,405031123,4,4,1.0
5522,405021119,77,77,1.0
5523,405031123,56,63,0.8888888888888888
5540,405031122,254,288,0.8819444444444444
5550,405021119,27,27,1.0
5552,405041124,8,15,0.5333333333333333
5554,405041124,86,89,0.9662921348314607
5555,405021119,13,14,0.9285714285714286
5556,405041126,132,132,1.0
5558,405041125,142,145,0.9793103448275862
5560,405021119,9,9,1.0
5570,405041127,34,34,1.0
5571,405041127,73,73,1.0
5572,405041127,9,9,1.0
5573,405041127,93,93,1.0
5575,405041128,74,107,0.6915887850467289
5576,405041128,44,44,1.0
5577,405041128,41,41,1.0
5580,405041127,17,17,1.0
5581,405041127,41,41,1.0
5582,405041128,25,25,1.0
5583,405041128,39,39,1.0
5600,406011136,155,155,1.0
5601,406011137,11,15,0.7333333333333333
5602,406011131,42,42,1.0
5603,406011131,14,14,1.0
5604,406011130,16,16,1.0
5605,406011130,68,68,1.0
5606,406011133,325,329,0.9878419452887538
5607,406011130,168,197,0.8527918781725888
5608,406011136,262,262,1.0
5609,406011136,23,23,1.0
5611,406021140,11,12,0.9166666666666666
5630,406011130,2,2,1.0
5631,406011130,24,24,1.0
5632,406011130,5,5,1.0
5633,406011132,8,9,0.8888888888888888
5640,406011131,30,30,1.0
5641,406011131,36,36,1.0
5642,406011131,8,8,1.0
5650,406011131,3,6,0.5
5651,406011132,2,2,1.0
5652,406011132,21,21,1.0
5653,406011132,3,3,1.0
5654,406011132,25,25,1.0
5655,406011134,4,5,0.8
5660,406011134,2,2,1.0
5661,406011134,7,7,1.0
5670,406011132,35,35,1.0
5671,406011134,13,17,0.7647058823529411
5680,406011134,97,97,1.0
5690,406011129,74,138,0.5362318840579711
5700,406021142,232,252,0.9206349206349206
5701,405031121,4,7,0.5714285714285714
5710,406021142,46,46,1.0
5713,406021141,5,8,0.625
5715,406021140,2,2,1.0
5717,406021141,9,11,0.8181818181818182
5719,406021141,8,8,1.0
5720,406021141,10,10,1.0
5722,406021141,17,17,1.0
5723,406021139,49,58,0.8448275862068966
5724,406021141,4,4,1.0
5725,406021143,58,58,1.0
5730,406021141,8,8,1.0
5731,406021141,23,23,1.0
5732,406021141,9,9,1.0
5733,406021141,14,14,1.0
5734,406021141,3,3,1.0
5950,404031104,1,1,1.0
6000,503021297,110,212,0.5188679245283019
6003,503021296,33,62,0.532258064516129
6004,503021295,151,151,1.0
6005,503021297,98,148,0.6621621621621622
6006,503021040,130,130,1.0
6007,503021043,68,128,0.53125
6008,503021042,242,243,0.9958847736625515
6009,503011035,241,241,1.0
6010,503011031,127,248,0.5120967741935484
6011,503011032,107,133,0.8045112781954887
6012,503011034,126,126,1.0
6014,503021043,133,252,0.5277777777777778
6015,503011030,131,131,1.0
6016,503021038,97,122,0.7950819672131147
6017,505021093,75,120,0.625
6018,505021088,228,472,0.4830508474576271
6019,505021092,238,306,0.7777777777777778
6020,505011082,100,258,0.3875968992248062
6021,505021084,151,256,0.58984375
6022,505021084,68,68,1.0
6023,505011072,170,170,1.0
6024,505011073,172,172,1.0
6025,505011075,116,376,0.30851063829787234
6026,505011078,166,277,0.5992779783393501
6027,505011077,205,533,0.38461538461538464
6028,505011071,139,237,0.5864978902953587
6029,505021094,33,33,1.0
6030,505031101,190,480,0.3958333333333333
6031,505031100,186,187,0.9946524064171123
6032,505031256,5,7,0.7142857142857143
6033,505031256,6,6,1.0
6034,505031255,47,47,1.0
6035,505031258,138,158,0.8734177215189873
6036,505031099,162,207,0.782608695652174
6037,505031257,64,64,1.0
6038,505031255,122,122,1.0
6041,509021239,42,42,1.0
6042,509021239,9,9,1.0
6043,509021239,21,21,1.0
6044,509021239,69,69,1.0
6050,503021039,151,202,0.7475247524752475
6051,504011046,194,194,1.0
6052,503021039,74,135,0.5481481481481482
6053,504011045,202,202,1.0
6054,504011044,220,291,0.7560137457044673
6055,504031299,111,377,0.29442970822281167
6056,504021054,216,643,0.3359253499222395
6057,506051139,123,183,0.6721311475409836
6058,506051138,167,167,1.0
6059,505021302,174,308,0.564935064935065
6060,505021095,170,325,0.5230769230769231
6061,505021090,225,438,0.5136986301369864
6062,504011047,269,402,0.6691542288557214
6063,504031057,155,155,1.0
6064,505031098,122,341,0.35777126099706746
6065,505031306,193,798,0.24185463659147868
6066,504031056,201,201,1.0
6067,504031056,5,7,0.7142857142857143
6068,504031057,7,8,0.875
6069,504031300,203,507,0.40039447731755423
6070,504021050,58,58,1.0
6071,504021050,71,71,1.0
6072,504021053,14,14,1.0
6073,504021053,65,65,1.0
6074,504021053,27,32,0.84375
6076,506051141,180,334,0.5389221556886228
6077,505031303,28,40,0.7
6078,505031107,18,27,0.6666666666666666
6079,504031064,7,9,0.7777777777777778
6081,504021053,69,69,1.0
6082,504021053,44,45,0.9777777777777777
6083,504031060,41,52,0.7884615384615384
6084,504031058,72,109,0.6605504587155964
6090,504031063,79,80,0.9875
6100,506021123,257,257,1.0
6101,506021119,225,227,0.9911894273127754
6102,506031124,179,179,1.0
6103,506021311,130,130,1.0
6104,506021118,236,236,1.0
6105,506021309,101,231,0.43722943722943725
6106,506031130,72,72,1.0
6107,506031127,229,544,0.4209558823529412
6108,506041137,272,272,1.0
6109,506041136,170,170,1.0
6110,506041134,232,469,0.4946695095948827
6111,506011114,151,335,0.4507462686567164
6112,506011110,286,777,0.3680823680823681
6121,506061143,30,30,1.0
6122,506061142,216,231,0.935064935064935
6123,506061143,35,35,1.0
6124,506061144,21,22,0.9545454545454546
6125,506061144,37,46,0.8043478260869565
6126,506061144,10,10,1.0
6147,506031128,115,181,0.6353591160220995
6148,506031129,150,205,0.7317073170731707
6149,507041180,119,201,0.5920398009950248
6150,507041184,63,132,0.4772727272727273
6151,506071147,263,263,1.0
6152,506071145,222,367,0.6049046321525886
6153,507041175,155,274,0.5656934306569343
6154,507041178,67,129,0.5193798449612403
6155,506031131,216,550,0.3927272727272727
6156,507041181,137,201,0.681592039800995
6157,507041177,182,182,1.0
6158,507021164,113,113,1.0
6159,507021165,76,76,1.0
6160,507021165,176,176,1.0
6161,507021165,3,3,1.0
6162,507021166,114,145,0.7862068965517242
6163,507011154,149,757,0.19682959048877147
6164,507011148,242,765,0.31633986928104574
6165,507031173,18,22,0.8181818181818182
6166,507011152,120,158,0.759493670886076
6167,507031174,151,363,0.41597796143250687
6168,507051188,321,446,0.7197309417040358
6169,507051190,201,483,0.4161490683229814
6170,507031169,140,207,0.6763285024154589
6171,507051313,263,410,0.6414634146341464
6172,507051187,154,154,1.0
6173,507051191,137,137,1.0
6174,507051191,74,74,1.0
6175,507051191,50,50,1.0
6176,507051314,28,28,1.0
6180,502011027,72,72,1.0
6181,502011027,15,18,0.8333333333333334
6182,507051314,1,1,1.0
6207,502011029,15,19,0.7894736842105263
6208,502011029,136,216,0.6296296296296297
6209,502011026,54,55,0.9818181818181818
6210,502011024,290,1216,0.23848684210526316
6211,502011021,166,168,0.9880952380952381
6213,509031248,33,33,1.0
6214,502011029,17,17,1.0
6215,501021016,106,106,1.0
6218,501021014,20,20,1.0
6219,501021014,6,6,1.0
6220,501021014,99,99,1.0
6221,501021014,11,13,0.8461538461538461
6223,501021014,2,2,1.0
6224,501021014,32,32,1.0
6225,501021009,265,292,0.9075342465753424
6226,501021014,6,7,0.8571428571428571
6227,501021010,11,11,1.0
6228,501021010,2,2,1.0
6229,501021015,9,11,0.8181818181818182
6230,501021253,274,824,0.3325242718446602
6232,501021012,138,138,1.0
6233,501021005,323,363,0.8898071625344353
6236,501021010,41,41,1.0
6237,501021007,38,50,0.76
6239,501031018,121,121,1.0
6240,501031018,3,3,1.0
6243,501031017,6,11,0.5454545454545454
6244,501031017,70,73,0.958904109589041
6251,501031018,24,24,1.0
6252,501031018,9,9,1.0
6253,501031018,36,36,1.0
6254,501031017,20,20,1.0
6255,501031017,134,134,1.0
6256,501031017,38,38,1.0
6258,501031019,128,199,0.6432160804020101
6260,501031020,89,89,1.0
6262,501031020,48,48,1.0
6271,501021007,81,81,1.0
6275,501031020,80,88,0.9090909090909091
6280,501011294,284,516,0.5503875968992248
6281,501011003,172,172,1.0
6282,501011003,36,36,1.0
6284,501011001,35,53,0.660377358490566
6285,501011004,187,209,0.8947368421052632
6286,501011001,52,52,1.0
6288,501011001,18,18,1.0
6290,501011001,163,163,1.0
6302,509021245,127,127,1.0
6304,509021245,56,56,1.0
6306,509031246,64,64,1.0
6308,509031246,90,90,1.0
6309,509031250,10,10,1.0
6311,509031250,39,39,1.0
6312,509031249,119,146,0.815068493150685
6313,509031250,21,21,1.0
6315,509031250,109,118,0.923728813559322
6316,509011230,29,29,1.0
6317,509011230,157,164,0.9573170731707317
6318,509011231,34,34,1.0
6320,509011231,45,45,1.0
6321,509011231,55,55,1.0
6322,509011231,14,14,1.0
6323,509011234,25,25,1.0
6324,509011234,69,74,0.9324324324324325
6326,509011234,7,7,1.0
6327,509011226,4,4,1.0
6328,509011226,30,30,1.0
6330,509011225,300,663,0.45248868778280543
6333,509011228,167,167,1.0
6335,509011229,25,25,1.0
6336,509011229,21,21,1.0
6337,509011229,26,27,0.9629629629629629
6338,509011229,56,67,0.835820895522388
6341,509011229,9,9,1.0
6343,509011229,6,6,1.0
6346,511011275,89,89,1.0
6348,511011275,36,36,1.0
6350,509031247,26,26,1.0
6351,509031247,3,3,1.0
6352,509031247,15,15,1.0
6353,509031247,37,37,1.0
6355,509031247,32,32,1.0
6356,509031247,8,8,1.0
6357,509031247,8,8,1.0
6358,509031247,13,13,1.0
6359,509031247,31,31,1.0
6361,509031247,6,6,1.0
6363,509031247,8,8,1.0
6365,509031247,58,58,1.0
6367,509031247,28,28,1.0
6368,509021240,3,3,1.0
6369,509021240,37,37,1.0
6370,509031247,32,32,1.0
6372,509031247,11,11,1.0
6373,509031246,6,6,1.0
6375,509031246,44,44,1.0
6383,509021237,56,56,1.0
6384,509021237,2,2,1.0
6385,509021240,8,8,1.0
6386,509021240,19,19,1.0
6390,509031248,66,68,0.9705882352941176
6391,509031250,31,35,0.8857142857142857
6392,509031250,23,23,1.0
6393,509031250,6,6,1.0
6394,509011231,14,17,0.8235294117647058
6395,509011231,59,59,1.0
6396,509011231,43,43,1.0
6397,509011234,10,10,1.0
6398,501031020,56,56,1.0
6401,509021243,158,167,0.9461077844311377
6403,509021243,6,6,1.0
6405,509021237,13,13,1.0
6407,509021237,22,22,1.0
6409,509021237,20,20,1.0
6410,509021237,44,44,1.0
6411,509021237,6,6,1.0
6412,509021237,4,4,1.0
6413,509021240,5,5,1.0
6414,509021240,3,3,1.0
6415,509021240,91,91,1.0
6418,509021240,31,31,1.0
6419,509021240,5,5,1.0
6420,509021240,6,6,1.0
6421,509021240,10,14,0.7142857142857143
6422,509021242,3,3,1.0
6423,509021242,25,25,1.0
6424,509021242,9,9,1.0
6425,509021242,5,5,1.0
6426,509021242,62,62,1.0
6427,509021242,5,5,1.0
6428,509021240,7,7,1.0
6429,511031282,42,42,1.0
6430,511031279,250,382,0.6544502617801047
6431,511031284,19,40,0.475
6432,511031278,129,130,0.9923076923076923
6434,511031282,10,12,0.8333333333333334
6436,511031283,31,31,1.0
6437,511031283,12,12,1.0
6438,511031283,27,27,1.0
6440,511031283,37,37,1.0
6442,511031282,70,70,1.0
6443,511031282,65,65,1.0
6445,511011275,16,16,1.0
6446,511011275,7,7,1.0
6447,511011275,14,14,1.0
6448,511011275,6,6,1.0
6450,511011275,296,553,0.5352622061482821
6452,511011275,93,93,1.0
6460,509021238,24,24,1.0
6461,509021238,24,24,1.0
6462,509021238,12,12,1.0
6463,509021238,4,4,1.0
6465,509021238,5,5,1.0
6466,509021238,5,5,1.0
6467,509021238,1,1,1.0
6468,509021241,21,22,0.9545454545454546
6470,509021238,2,2,1.0
6472,509021242,99,99,1.0
6473,509021242,3,3,1.0
6475,509021238,50,50,1.0
6476,509021242,11,11,1.0
6477,509021242,20,20,1.0
6479,509021242,53,53,1.0
6480,509021240,3,3,1.0
6484,509021242,19,19,1.0
6485,509021238,27,27,1.0
6487,509021242,5,5,1.0
6488,509021242,11,11,1.0
6489,509021242,9,9,1.0
6490,509021242,39,39,1.0
6501,509021236,16,16,1.0
6502,509021236,25,26,0.9615384615384616
6503,509021239,58,58,1.0
6504,509021236,4,4,1.0
6505,509021236,7,7,1.0
6506,509021241,3,3,1.0
6507,509021239,26,26,1.0
6509,509021241,5,5,1.0
6510,509021241,73,73,1.0
6511,509021239,32,32,1.0
6512,509021241,6,6,1.0
6513,509021241,15,19,0.7894736842105263
6514,511041291,60,60,1.0
6515,511041291,24,24,1.0
6516,509021239,123,123,1.0
6517,511041291,23,23,1.0
6518,511041291,36,36,1.0
6519,511041291,27,27,1.0
6521,509021239,32,32,1.0
6522,511041291,32,32,1.0
6525,511041289,96,96,1.0
6528,511041292,8,8,1.0
6530,511041285,253,625,0.4048
6532,511041292,69,147,0.46938775510204084
6535,511041292,45,45,1.0
6536,511041292,62,62,1.0
6537,511021277,100,100,1.0
6556,504021049,55,60,0.9166666666666666
6558,504021049,21,21,1.0
6560,509021243,28,28,1.0
6562,509021243,29,29,1.0
6564,509021243,9,9,1.0
6566,509021244,71,71,1.0
6567,509021244,15,15,1.0
6568,509021241,10,14,0.7142857142857143
6569,509021241,10,10,1.0
6571,509021241,2,2,1.0
6572,509021241,3,3,1.0
6574,509021241,2,2,1.0
6575,509021241,5,5,1.0
6603,509021238,58,58,1.0
6605,509021238,3,3,1.0
6606,509021238,14,14,1.0
6608,509021241,10,10,1.0
6609,509021241,37,37,1.0
6612,509021241,14,15,0.9333333333333333
6613,509021241,6,6,1.0
6614,511041291,1,1,1.0
6616,511041291,4,4,1.0
6620,511041291,18,18,1.0
6623,511041291,32,32,1.0
6625,511041291,1,1,1.0
6627,511041291,3,3,1.0
6628,511041292,2,2,1.0
6630,511041292,28,36,0.7777777777777778
6631,511041292,2,2,1.0
6632,511041292,4,4,1.0
6635,511041290,12,12,1.0
6638,511041290,25,25,1.0
6639,511041290,7,7,1.0
6640,511041290,29,29,1.0
6642,511041290,41,41,1.0
6646,511041290,35,35,1.0
6701,511021276,130,177,0.7344632768361582
6705,511021277,6,6,1.0
6707,511021277,101,104,0.9711538461538461
6710,510031271,112,112,1.0
6712,510031271,48,75,0.64
6713,510031273,63,63,1.0
6714,510031272,266,355,0.7492957746478873
6716,510031271,8,8,1.0
6718,510031273,39,39,1.0
6720,510031273,61,61,1.0
6721,510021269,107,131,0.816793893129771
6722,510021270,124,169,0.7337278106508875
6725,510011262,168,286,0.5874125874125874
6726,510011262,102,102,1.0
6728,510011263,615,615,1.0
6740,510011265,1053,1053,1.0
6743,510011265,136,137,0.9927007299270073
6751,510031271,91,91,1.0
6753,510021268,98,105,0.9333333333333333
6754,510031271,45,45,1.0
6758,510021267,8,8,1.0
6760,510021267,15,15,1.0
6762,510021267,4,4,1.0
6765,510011263,21,21,1.0
6770,510011264,52,52,1.0
6798,901011001,10,10,1.0
6799,901021002,56,56,1.0
7000,601051027,164,276,0.5942028985507246
7004,601051032,79,128,0.6171875
7005,601051031,184,206,0.8932038834951457
7007,601051029,52,52,1.0
7008,601051030,87,162,0.5370370370370371
7009,601031019,92,225,0.4088888888888889
7010,601031017,197,298,0.6610738255033557
7011,601031015,144,270,0.5333333333333333
7012,601031014,34,37,0.918918918918919
7015,601021008,107,155,0.6903225806451613
7016,601021010,42,42,1.0
7017,601011003,74,95,0.7789473684210526
7018,601021007,138,335,0.41194029850746267
7019,601021011,103,103,1.0
7020,601021012,37,37,1.0
7021,601021005,38,38,1.0
7022,601021012,38,38,1.0
7023,601021012,13,13,1.0
7024,601021012,13,13,1.0
7025,601061035,35,38,0.9210526315789473
7026,603011067,15,16,0.9375
7027,603011067,7,7,1.0
7030,601011001,180,446,0.40358744394618834
7050,601041022,148,185,0.8
7052,601041023,92,92,1.0
7053,601041026,61,61,1.0
7054,601041024,117,186,0.6290322580645161
7055,601041022,12,12,1.0
7109,603021072,114,190,0.6
7112,603021070,57,57,1.0
7113,603021072,18,18,1.0
7116,603011068,116,215,0.5395348837209303
7117,603021071,28,28,1.0
7119,603011067,1,1,1.0
7120,603011067,76,81,0.9382716049382716
7139,603011068,1,1,1.0
7140,601031020,127,305,0.4163934426229508
7150,603021069,134,152,0.881578947368421
7155,603021069,22,22,1.0
7162,603021069,13,13,1.0
7163,603021069,9,9,1.0
7170,601021005,73,73,1.0
7171,601061035,42,43,0.9767441860465116
7172,601061035,67,67,1.0
7173,601061034,211,211,1.0
7174,601061034,4,4,1.0
7175,601061034,7,7,1.0
7176,601061034,6,6,1.0
7177,601061034,28,34,0.8235294117647058
7178,603031073,19,19,1.0
7179,603031073,39,39,1.0
7180,603031073,7,7,1.0
7182,603031073,45,45,1.0
7183,603031073,1,1,1.0
7184,603031073,44,44,1.0
7185,603031073,1,1,1.0
7186,603031073,10,10,1.0
7187,603031073,4,4,1.0
7190,603031074,137,139,0.9856115107913669
7209,602031061,18,19,0.9473684210526315
7210,602031061,39,42,0.9285714285714286
7211,602031061,6,6,1.0
7212,602031062,26,42,0.6190476190476191
7213,602031061,30,33,0.9090909090909091
7214,602031064,14,14,1.0
7215,603031074,109,174,0.6264367816091954
7216,602031064,121,121,1.0
7248,602011041,124,264,0.4696969696969697
7249,602011047,74,200,0.37
7250,602011038,154,846,0.18203309692671396
7252,602031059,99,116,0.853448275862069
7253,602031059,174,174,1.0
7254,602031058,18,48,0.375
7255,602031099,128,128,1.0
7256,604031093,275,275,1.0
7257,602031099,30,30,1.0
7258,602011052,6,11,0.5454545454545454
7259,602031058,39,39,1.0
7260,602031100,95,95,1.0
7261,602031100,13,13,1.0
7262,602031100,82,82,1.0
7263,602031100,28,28,1.0
7264,602031100,91,115,0.7913043478260869
7265,602031100,13,13,1.0
7267,602031058,11,13,0.8461538461538461
7268,602031058,31,31,1.0
7270,602021053,131,137,0.9562043795620438
7275,602021055,67,76,0.881578947368421
7276,602021055,6,6,1.0
7277,602011039,53,80,0.6625
7290,602021056,30,30,1.0
7291,602021056,6,6,1.0
7292,602021057,12,13,0.9230769230769231
7300,602031062,50,51,0.9803921568627451
7301,602031060,53,62,0.8548387096774194
7302,602031061,19,25,0.76
7303,602021057,33,37,0.8918918918918919
7304,602021054,153,219,0.6986301369863014
7305,604021091,32,32,1.0
7306,604021091,164,169,0.9704142011834319
7307,604021089,148,241,0.6141078838174274
7310,604021085,233,569,0.4094903339191564
7315,604011082,144,405,0.35555555555555557
7316,604011079,142,173,0.8208092485549133
7320,604011077,143,413,0.34624697336561744
7321,604011076,87,239,0.36401673640167365
7322,604011081,72,72,1.0
7325,604011084,135,226,0.5973451327433629
7330,604031094,744,822,0.9051094890510949
7331,604031094,18,18,1.0
7466,604031097,2,2,1.0
7467,604031097,51,51,1.0
7468,604031097,26,26,1.0
7469,604031094,325,402,0.8084577114427861
7470,604031097,30,30,1.0
9494,499999499,1,6,0.16666666666666666
9797,397979799,24,89,0.2696629213483146
ZZZZ,ZZZZZZZZZ,1,1,1.0
