POA_CODE_2021,SA2_CODE_2021,mb_count,poa_total,ratio
3178,211011256,142,316,0.44936708860759494
3179,211011254,62,62,1.0
3180,211011254,95,98,0.9693877551020408
3181,206061136,316,324,0.9753086419753086
3182,206051514,216,427,0.5058548009367682
3183,206051134,223,268,0.832089552238806
3184,206051129,237,242,0.9793388429752066
3185,208021179,162,188,0.8617021276595744
3186,208011169,333,345,0.9652173913043478
3187,208011170,167,174,0.9597701149425287
3188,208011172,208,219,0.9497716894977168
3189,208031191,119,119,1.0
3190,208011171,85,138,0.6159420289855072
3191,208011173,128,136,0.9411764705882353
3192,208031188,263,325,0.8092307692307692
3193,208011168,167,274,0.6094890510948905
3194,208031190,205,207,0.9903381642512077
3195,208031193,296,531,0.5574387947269304
3196,208031186,241,394,0.6116751269035533
3197,208031185,210,210,1.0
3198,214011375,344,344,1.0
3199,214011371,394,804,0.4900497512437811
3200,214011372,76,76,1.0
3201,214011370,270,270,1.0
3202,208031191,36,36,1.0
3204,208021174,283,396,0.7146464646464646
3205,206051512,184,201,0.9154228855721394
3206,206051128,162,162,1.0
3207,206051130,201,246,0.8170731707317073
3211,213051468,11,18,0.6111111111111112
3212,203021043,202,202,1.0
3213,203021486,31,49,0.6326530612244898
3214,203021486,204,348,0.5862068965517241
3215,203021047,251,330,0.7606060606060606
3216,203021042,282,723,0.3900414937759336
3217,203021485,80,195,0.41025641025641024
3218,203021040,245,248,0.9879032258064516
3219,203021045,169,285,0.5929824561403508
3220,203021046,257,413,0.6222760290556901
3221,203011036,4,7,0.5714285714285714
3222,203031048,283,315,0.8984126984126984
3223,203031051,274,274,1.0
3224,203021044,160,199,0.8040201005025126
3225,203031052,171,171,1.0
3226,203031490,281,281,1.0
3227,203031489,128,129,0.9922480620155039
3228,203031053,347,347,1.0
3230,203031049,106,106,1.0
3231,203031049,78,78,1.0
3232,203031049,86,86,1.0
3233,217031476,89,89,1.0
3234,217031476,35,35,1.0
3235,203011036,9,14,0.6428571428571429
3236,217031476,8,8,1.0
3237,217031476,18,28,0.6428571428571429
3238,217031476,19,19,1.0
3239,217031476,26,30,0.8666666666666667
3240,203011036,31,31,1.0
3241,203011036,51,60,0.85
3242,217031473,13,14,0.9285714285714286
3243,217031473,15,17,0.8823529411764706
3249,217031473,59,84,0.7023809523809523
3250,217031472,185,190,0.9736842105263158
3251,217031473,34,37,0.918918918918919
3254,217031473,2,2,1.0
3260,217031471,72,116,0.6206896551724138
3264,217031474,38,38,1.0
3265,217041477,22,37,0.5945945945945946
3266,217031475,62,66,0.9393939393939394
3267,217031475,2,2,1.0
3268,217031475,44,52,0.8461538461538461
3269,217031475,66,66,1.0
3270,217041477,14,24,0.5833333333333334
3271,217041477,8,11,0.7272727272727273
3272,217041477,41,42,0.9761904761904762
3273,217041477,2,2,1.0
3274,217041477,3,3,1.0
3275,217041478,3,3,1.0
3276,217041477,6,6,1.0
3277,217041480,16,21,0.7619047619047619
3278,217041477,4,4,1.0
3279,217041477,3,3,1.0
3280,217041479,274,498,0.5502008032128514
3281,217041479,12,18,0.6666666666666666
3282,217041478,34,34,1.0
3283,217041478,33,33,1.0
3284,217041478,78,78,1.0
3285,217041478,12,22,0.5454545454545454
3286,217041478,14,14,1.0
3287,217041478,6,6,1.0
3289,217011423,15,17,0.8823529411764706
3292,217011420,24,24,1.0
3293,217011423,5,9,0.5555555555555556
3294,217011423,24,24,1.0
3300,217011421,182,186,0.978494623655914
3301,217011423,21,24,0.875
3302,217011423,10,11,0.9090909090909091
3303,217011420,15,15,1.0
3304,217011420,107,112,0.9553571428571429
3305,217011422,207,260,0.7961538461538461
3309,217011420,5,5,1.0
3310,217011420,7,7,1.0
3311,217011420,46,46,1.0
3312,217011420,36,53,0.6792452830188679
3314,217011423,9,9,1.0
3315,217011423,53,56,0.9464285714285714
3317,215011393,8,9,0.8888888888888888
3318,215011393,68,68,1.0
3319,215011393,24,24,1.0
3321,203011035,25,28,0.8928571428571429
3322,217031474,6,12,0.5
3323,217031474,6,7,0.8571428571428571
3324,217031474,23,23,1.0
3325,217031474,16,16,1.0
3328,203011035,21,21,1.0
3329,203011035,3,4,0.75
3330,203011035,5,5,1.0
3331,203011034,53,60,0.8833333333333333
3332,203011035,13,13,1.0
3333,203011035,17,17,1.0
3334,201021012,13,13,1.0
3335,213041359,106,110,0.9636363636363636
3336,213041574,66,131,0.5038167938931297
3337,213041358,222,475,0.4673684210526316
3338,213041578,176,360,0.4888888888888889
3340,213041353,279,295,0.9457627118644067
3341,201021009,23,25,0.92
3342,201021009,55,63,0.873015873015873
3345,201021012,13,13,1.0
3350,201011002,219,997,0.21965897693079237
3351,201031015,48,134,0.3582089552238806
3352,201021012,63,247,0.2550607287449393
3355,201011008,172,194,0.8865979381443299
3356,201011484,139,200,0.695
3357,201011005,48,48,1.0
3358,201011006,42,42,1.0
3360,201031015,19,21,0.9047619047619048
3361,217031474,17,22,0.7727272727272727
3363,201021010,90,92,0.9782608695652174
3364,201021010,30,68,0.4411764705882353
3370,201021010,49,52,0.9423076923076923
3371,201031017,38,48,0.7916666666666666
3373,201031014,60,62,0.967741935483871
3374,215011392,4,6,0.6666666666666666
3375,215011387,8,11,0.7272727272727273
3377,215011386,151,187,0.8074866310160428
3378,215011387,3,3,1.0
3379,215011387,25,26,0.9615384615384616
3380,215011392,106,106,1.0
3381,215011392,39,49,0.7959183673469388
3384,201031013,11,20,0.55
3385,215011392,11,17,0.6470588235294118
3387,215011391,9,15,0.6
3388,215011394,10,12,0.8333333333333334
3390,215011394,18,18,1.0
3391,215011394,4,4,1.0
3392,215011394,11,12,0.9166666666666666
3393,215011394,69,70,0.9857142857142858
3395,215011394,16,18,0.8888888888888888
3396,215011394,25,25,1.0
3400,215011388,224,224,1.0
3401,215011389,51,114,0.4473684210526316
3407,217011423,17,17,1.0
3409,215011389,48,77,0.6233766233766234
3412,215011393,21,21,1.0
3413,215011393,38,38,1.0
3414,215011390,35,35,1.0
3415,215011390,1,1,1.0
3418,215011390,57,57,1.0
3419,215011390,23,23,1.0
3420,215011390,9,9,1.0
3423,215011390,20,20,1.0
3424,215011390,29,36,0.8055555555555556
3427,210041539,65,69,0.9420289855072463
3428,210051246,11,11,1.0
3429,210041540,194,444,0.4369369369369369
3430,210021235,2,3,0.6666666666666666
3431,210021234,40,40,1.0
3432,210021235,1,1,1.0
3433,210021235,2,2,1.0
3434,210021235,56,57,0.9824561403508771
3435,210021235,40,41,0.975609756097561
3437,210021232,118,118,1.0
3438,210021232,27,27,1.0
3440,210021233,28,28,1.0
3441,210021233,23,23,1.0
3442,202021031,89,99,0.898989898989899
3444,202021030,145,164,0.8841463414634146
3446,202021030,23,29,0.7931034482758621
3447,202021028,14,15,0.9333333333333333
3448,202021028,17,17,1.0
3450,202021027,146,146,1.0
3451,202021027,68,129,0.5271317829457365
3453,202021028,24,29,0.8275862068965517
3458,201021011,42,66,0.6363636363636364
3460,201021011,99,99,1.0
3461,201021011,159,169,0.9408284023668639
3462,202021028,38,38,1.0
3463,202021028,88,94,0.9361702127659575
3464,201031017,34,34,1.0
3465,201031016,169,256,0.66015625
3467,201031013,33,33,1.0
3468,201031013,5,7,0.7142857142857143
3469,201031013,10,13,0.7692307692307693
3472,201031017,69,70,0.9857142857142858
3475,201031017,25,33,0.7575757575757576
3477,215011391,47,53,0.8867924528301887
3478,215011391,57,69,0.8260869565217391
3480,215031400,64,70,0.9142857142857143
3482,215031400,10,10,1.0
3483,215031400,29,29,1.0
3485,215011394,11,14,0.7857142857142857
3487,215011394,3,3,1.0
3488,215011394,3,4,0.75
3489,215021398,3,5,0.6
3490,215021398,61,64,0.953125
3491,215011394,13,14,0.9285714285714286
3494,215021398,25,25,1.0
3496,215021399,93,111,0.8378378378378378
3498,215021395,73,73,1.0
3500,215021469,313,485,0.6453608247422681
3501,215021398,24,43,0.5581395348837209
3505,215021396,70,73,0.958904109589041
3506,215021398,2,2,1.0
3507,215021398,5,5,1.0
3509,215021398,9,9,1.0
3512,215021398,11,11,1.0
3515,202021026,32,33,0.9696969696969697
3516,202031033,11,14,0.7857142857142857
3517,202031033,43,43,1.0
3518,202031033,56,59,0.9491525423728814
3520,202031033,6,6,1.0
3521,204011060,11,11,1.0
3522,204011060,9,9,1.0
3523,202021029,80,87,0.9195402298850575
3525,215031400,54,68,0.7941176470588235
3527,215031400,37,39,0.9487179487179487
3529,215031400,4,4,1.0
3530,215031400,8,8,1.0
3531,215031400,8,8,1.0
3533,215031400,40,40,1.0
3537,202031033,31,32,0.96875
3540,215031401,13,13,1.0
3542,215031401,4,4,1.0
3544,215031405,23,24,0.9583333333333334
3546,215031405,19,19,1.0
3549,215031403,66,79,0.8354430379746836
3550,202011018,307,736,0.4171195652173913
3551,202011025,132,455,0.29010989010989013
3555,202011022,331,331,1.0
3556,202011019,199,226,0.8805309734513275
3557,202031032,18,19,0.9473684210526315
3558,202031032,19,21,0.9047619047619048
3559,216011410,23,24,0.9583333333333334
3561,216011409,62,69,0.8985507246376812
3562,216011408,4,4,1.0
3563,216011408,11,11,1.0
3564,216011406,226,241,0.9377593360995851
3565,216011408,1,1,1.0
3566,216011408,14,14,1.0
3567,215031401,10,11,0.9090909090909091
3568,215031401,54,54,1.0
3570,202031032,18,20,0.9
3571,202031033,4,6,0.6666666666666666
3572,202031033,2,4,0.5
3573,202031033,4,7,0.5714285714285714
3575,202031033,20,20,1.0
3576,202031033,2,2,1.0
3579,215031402,79,151,0.5231788079470199
3580,215031401,23,23,1.0
3581,215031401,14,14,1.0
3583,215031405,3,3,1.0
3584,215031405,24,24,1.0
3585,215031404,174,190,0.9157894736842105
3586,215031405,10,10,1.0
3588,215031405,7,7,1.0
3589,215031405,7,7,1.0
3590,215031405,4,4,1.0
3591,215031405,4,4,1.0
3594,215031405,13,13,1.0
3595,215031405,18,18,1.0
3596,215031405,3,3,1.0
3597,215031405,28,28,1.0
3599,215031405,8,8,1.0
3607,204011058,1,1,1.0
3608,204011058,52,52,1.0
3610,216031419,23,24,0.9583333333333334
3612,216011410,53,55,0.9636363636363636
3614,216031419,12,12,1.0
3616,216031419,79,79,1.0
3617,216031419,2,2,1.0
3618,216031419,10,10,1.0
3620,216011407,108,111,0.972972972972973
3621,216011407,26,26,1.0
3622,216011407,2,4,0.5
3623,216011410,13,13,1.0
3624,216011410,9,9,1.0
3629,216031415,115,134,0.8582089552238806
3630,216031416,260,449,0.579064587973274
3631,216031593,101,170,0.5941176470588235
3633,216031418,7,7,1.0
3634,216031418,27,29,0.9310344827586207
3635,216021413,10,10,1.0
3636,216021413,84,84,1.0
3637,216021413,8,8,1.0
3638,216021413,48,48,1.0
3639,216021413,18,18,1.0
3640,216021413,11,11,1.0
3641,216021413,26,26,1.0
3644,216021411,109,159,0.6855345911949685
3646,216031418,11,19,0.5789473684210527
3647,216031418,1,1,1.0
3649,216021412,9,9,1.0
3658,204011056,77,93,0.8279569892473119
3659,204011060,17,17,1.0
3660,204011059,113,133,0.849624060150376
3662,204011060,2,2,1.0
3663,204011058,3,3,1.0
3664,204011058,21,21,1.0
3665,204011055,6,8,0.75
3666,204011055,100,102,0.9803921568627451
3669,204011055,33,46,0.717391304347826
3670,204021064,15,15,1.0
3672,204021063,170,170,1.0
3673,204021064,40,40,1.0
3675,204021067,25,36,0.6944444444444444
3677,204021066,315,316,0.9968354430379747
3678,204021067,132,144,0.9166666666666666
3682,204021067,8,13,0.6153846153846154
3683,204031070,42,42,1.0
3685,204021065,68,73,0.9315068493150684
3687,204021065,21,21,1.0
3688,204031070,21,21,1.0
3690,204031492,292,542,0.5387453874538746
3691,204031491,90,203,0.4433497536945813
3695,204031075,16,16,1.0
3697,204031069,16,16,1.0
3698,204031069,22,22,1.0
3699,204031069,33,37,0.8918918918918919
3700,204031072,59,59,1.0
3701,204031072,66,69,0.9565217391304348
3704,204031072,4,4,1.0
3705,204031072,7,7,1.0
3707,204031072,54,58,0.9310344827586207
3708,204031072,2,2,1.0
3709,204031072,13,13,1.0
3711,204011054,18,18,1.0
3712,204011054,8,8,1.0
3713,204011054,40,44,0.9090909090909091
3714,204011054,78,78,1.0
3715,204011057,10,10,1.0
3717,204011062,73,73,1.0
3718,204011062,2,2,1.0
3719,204011054,10,10,1.0
3720,204011057,21,21,1.0
3722,204011057,90,90,1.0
3723,204011057,132,139,0.9496402877697842
3725,204021064,13,13,1.0
3726,204021064,8,8,1.0
3727,216021412,9,9,1.0
3728,216021412,17,17,1.0
3730,216021414,165,211,0.7819905213270142
3732,204021067,24,24,1.0
3733,204021067,10,10,1.0
3735,204021067,8,8,1.0
3737,204031071,96,105,0.9142857142857143
3738,204031071,6,6,1.0
3739,204031071,7,7,1.0
3740,204031069,36,36,1.0
3741,204031069,96,96,1.0
3744,204031069,9,9,1.0
3746,204021067,10,10,1.0
3747,204031068,98,101,0.9702970297029703
3749,204031075,35,35,1.0
3750,209041437,234,234,1.0
3751,209041225,3,3,1.0
3752,209041436,130,244,0.5327868852459017
3753,209041224,42,46,0.9130434782608695
3754,209041527,157,486,0.3230452674897119
3755,209041225,8,8,1.0
3756,209041224,165,170,0.9705882352941176
3757,209041225,104,132,0.7878787878787878
3758,209041224,26,26,1.0
3759,209031212,13,13,1.0
3760,209031212,5,5,1.0
3761,209031212,16,16,1.0
3762,209041224,2,3,0.6666666666666666
3763,209031211,24,27,0.8888888888888888
3764,204011056,129,131,0.9847328244274809
3765,211051280,79,80,0.9875
3766,211051282,20,21,0.9523809523809523
3767,211051282,17,17,1.0
3770,211051278,27,36,0.75
3775,211051276,45,53,0.8490566037735849
3777,211051276,148,160,0.925
3778,204011054,5,8,0.625
3779,204011054,27,29,0.9310344827586207
3781,212011289,54,54,1.0
3782,212011289,107,116,0.9224137931034483
3783,212011289,35,35,1.0
3785,211051282,2,2,1.0
3786,211051282,17,18,0.9444444444444444
3787,211051282,15,15,1.0
3788,211051282,27,27,1.0
3789,211051282,6,6,1.0
3791,211051282,19,19,1.0
3792,211051282,13,13,1.0
3793,211051279,46,47,0.9787234042553191
3795,211051279,14,17,0.8235294117647058
3796,211051283,111,111,1.0
3797,211051286,57,57,1.0
3799,211051286,116,127,0.9133858267716536
3802,212021454,148,266,0.556390977443609
3803,212021297,126,130,0.9692307692307692
3804,212021299,80,90,0.8888888888888888
3805,212021456,168,563,0.2984014209591474
3806,212021293,282,535,0.5271028037383177
3807,212011546,79,87,0.9080459770114943
3808,212011289,36,37,0.972972972972973
3809,212011546,177,206,0.8592233009708737
3810,212011552,273,556,0.4910071942446043
3812,212011547,22,24,0.9166666666666666
3813,212011547,12,12,1.0
3814,212011547,31,31,1.0
3815,212011547,55,55,1.0
3816,205011076,37,39,0.9487179487179487
3818,205011076,183,196,0.9336734693877551
3820,205011079,257,257,1.0
3821,205011079,23,43,0.5348837209302325
3822,205011079,9,9,1.0
3823,205011078,31,32,0.96875
3824,205011078,66,66,1.0
3825,205041095,290,409,0.7090464547677262
3831,205011077,30,30,1.0
3832,205011077,8,8,1.0
3833,205011077,33,34,0.9705882352941176
3835,205011078,9,9,1.0
3840,205041096,254,290,0.8758620689655172
3842,205041094,80,80,1.0
3844,205041494,211,435,0.4850574712643678
3847,205051102,52,65,0.8
3850,205051103,241,243,0.9917695473251029
3851,205051100,394,423,0.9314420803782506
3852,205051100,1,1,1.0
3854,205041098,16,18,0.8888888888888888
3856,205041098,14,15,0.9333333333333333
3857,205051102,5,7,0.7142857142857143
3858,205051101,66,90,0.7333333333333333
3859,205051101,13,13,1.0
3860,205051101,140,145,0.9655172413793104
3862,205051101,48,92,0.5217391304347826
3864,205021082,9,9,1.0
3865,205021082,7,7,1.0
3869,205041094,25,25,1.0
3870,205041094,26,29,0.896551724137931
3871,205031090,52,59,0.8813559322033898
3873,205051102,5,5,1.0
3874,205051104,59,59,1.0
3875,205021081,239,341,0.7008797653958945
3878,205021086,26,26,1.0
3880,205021086,108,131,0.8244274809160306
3882,205021082,12,13,0.9230769230769231
3885,205021085,33,69,0.4782608695652174
3886,205021085,11,11,1.0
3887,205021085,16,16,1.0
3888,205021085,164,164,1.0
3889,205021085,32,32,1.0
3890,205021085,31,31,1.0
3891,205021085,13,13,1.0
3892,205021085,55,55,1.0
3893,205021082,10,10,1.0
3895,205021082,14,14,1.0
3896,205021082,32,35,0.9142857142857143
3898,205021082,68,73,0.9315068493150684
3900,205021082,34,36,0.9444444444444444
3902,205021082,5,5,1.0
3903,205021084,13,13,1.0
3904,205021084,56,57,0.9824561403508771
3909,205021084,200,218,0.9174311926605505
3910,214011374,268,268,1.0
3911,214021385,31,44,0.7045454545454546
3912,214021385,140,175,0.8
3913,214021385,42,42,1.0
3915,214021379,167,172,0.9709302325581395
3916,214021378,36,36,1.0
3918,214021379,53,53,1.0
3919,214021379,56,56,1.0
3920,214021379,3,3,1.0
3921,205031088,9,9,1.0
3922,205031091,347,347,1.0
3923,205031091,21,21,1.0
3925,205031091,79,130,0.6076923076923076
3926,214021379,55,64,0.859375
3927,214021379,49,49,1.0
3928,214021378,14,14,1.0
3929,214021378,66,66,1.0
3930,214021381,245,245,1.0
3931,214021592,217,395,0.549367088607595
3933,214021385,13,13,1.0
3934,214021382,304,304,1.0
3936,214021377,291,291,1.0
3937,214021378,32,32,1.0
3938,214021384,64,64,1.0
3939,214021384,270,333,0.8108108108108109
3940,214021384,111,111,1.0
3941,214021383,410,410,1.0
3942,214021383,124,124,1.0
3943,214021383,139,139,1.0
3944,214021383,65,65,1.0
3945,205031089,8,11,0.7272727272727273
3946,205031089,4,4,1.0
3950,205031089,69,69,1.0
3951,205031089,11,12,0.9166666666666666
3953,205031090,119,119,1.0
3954,205031090,4,4,1.0
3956,205031087,125,126,0.9920634920634921
3957,205031087,9,9,1.0
3958,205031087,4,4,1.0
3959,205031087,52,52,1.0
3960,205031087,82,103,0.7961165048543689
3962,205031087,23,25,0.92
3964,205031087,6,6,1.0
3965,205031087,24,24,1.0
3966,205031087,12,18,0.6666666666666666
3967,205051104,25,27,0.9259259259259259
3971,205051104,187,188,0.9946808510638298
3975,212031306,134,135,0.9925925925925926
3976,212031562,130,246,0.5284552845528455
3977,212031300,255,1106,0.23056057866184448
3978,212031556,146,432,0.33796296296296297
3979,205031093,5,5,1.0
3980,212031308,48,49,0.9795918367346939
3981,212011548,66,68,0.9705882352941176
3984,205031093,98,136,0.7205882352941176
3987,205031089,17,18,0.9444444444444444
3988,205031089,14,15,0.9333333333333333
3990,205031093,3,3,1.0
3991,205031093,6,6,1.0
3992,205031093,21,21,1.0
3995,205031093,227,227,1.0
3996,205031093,143,145,0.9862068965517241
4000,305011111,93,155,0.6
4005,305011109,175,219,0.7990867579908676
4006,305011106,86,187,0.45989304812834225
4007,305031121,72,163,0.44171779141104295
4008,302031037,13,21,0.6190476190476191
4009,302031037,16,16,1.0
4010,305031119,41,43,0.9534883720930233
4011,305031122,144,212,0.6792452830188679
4012,302031040,141,247,0.5708502024291497
4013,302031038,72,75,0.96
4014,302031039,116,152,0.7631578947368421
4017,302041041,168,408,0.4117647058823529
4018,302041045,112,112,1.0
4019,313051378,157,263,0.596958174904943
4020,313051379,154,282,0.5460992907801419
4021,313051380,116,116,1.0
4022,313051380,77,77,1.0
4025,313051574,9,9,1.0
4030,305031131,110,207,0.5314009661835749
4031,302021031,160,160,1.0
4032,302021028,106,175,0.6057142857142858
4034,302021027,122,448,0.27232142857142855
4035,314011382,146,213,0.6854460093896714
4036,302011022,78,78,1.0
4037,314011385,85,85,1.0
4051,304041098,120,356,0.33707865168539325
4053,302011025,97,464,0.20905172413793102
4054,304041100,77,146,0.5273972602739726
4055,314011386,98,182,0.5384615384615384
4059,305041136,70,137,0.5109489051094891
4060,305041132,150,150,1.0
4061,304041103,153,156,0.9807692307692307
4064,305041135,172,174,0.9885057471264368
4065,305041134,102,106,0.9622641509433962
4066,305041137,153,233,0.6566523605150214
4067,304031096,119,121,0.9834710743801653
4068,304031094,164,326,0.5030674846625767
4069,304021088,102,325,0.31384615384615383
4070,304021086,96,109,0.8807339449541285
4073,304011084,125,125,1.0
4074,304011081,75,255,0.29411764705882354
4075,310011275,94,289,0.32525951557093424
4076,310011271,56,94,0.5957446808510638
4077,310011274,162,246,0.6585365853658537
4078,310011564,193,245,0.7877551020408163
4101,305011112,108,251,0.4302788844621514
4102,303021058,77,107,0.719626168224299
4103,303021052,137,174,0.7873563218390804
4104,303021059,79,80,0.9875
4105,303041068,128,175,0.7314285714285714
4106,303051076,60,60,1.0
4107,303041070,70,75,0.9333333333333333
4108,303041067,70,89,0.7865168539325843
4109,303061080,157,353,0.4447592067988669
4110,303051076,97,127,0.7637795275590551
4111,303041070,16,16,1.0
4112,303061077,62,63,0.9841269841269841
4113,303031060,142,281,0.505338078291815
4114,311061336,150,336,0.44642857142857145
4115,303051075,94,174,0.5402298850574713
4116,303051073,178,216,0.8240740740740741
4117,311031312,11,24,0.4583333333333333
4118,311031319,131,298,0.4395973154362416
4119,311061335,82,82,1.0
4120,303021055,123,127,0.968503937007874
4121,303041071,101,267,0.3782771535580524
4122,303031063,148,432,0.3425925925925926
4123,311061332,147,179,0.8212290502793296
4124,311031311,102,188,0.5425531914893617
4125,311031318,76,98,0.7755102040816326
4127,311061333,143,338,0.4230769230769231
4128,311051327,128,174,0.735632183908046
4129,311051325,69,69,1.0
4130,311051324,84,85,0.9882352941176471
4131,311051326,94,96,0.9791666666666666
4132,311031317,105,199,0.5276381909547738
4133,311051328,88,187,0.47058823529411764
4151,303021053,219,228,0.9605263157894737
4152,303011051,157,467,0.3361884368308351
4153,301011002,40,40,1.0
4154,301031019,71,87,0.8160919540229885
4155,301011002,13,13,1.0
4156,303031064,33,33,1.0
4157,301011004,199,220,0.9045454545454545
4158,301011005,41,41,1.0
4159,301011003,126,127,0.9921259842519685
4160,301011006,111,168,0.6607142857142857
4161,301011001,168,171,0.9824561403508771
4163,301021007,196,197,0.9949238578680203
4164,301021012,122,122,1.0
4165,301021013,151,339,0.44542772861356933
4169,305011108,93,165,0.5636363636363636
4170,305021117,158,299,0.5284280936454849
4171,305021113,87,229,0.3799126637554585
4172,301031017,51,52,0.9807692307692307
4173,301031018,92,93,0.989247311827957
4174,301031021,38,38,1.0
4178,301031020,173,313,0.5527156549520766
4179,301031016,122,219,0.5570776255707762
4183,301021550,79,79,1.0
4184,301021551,390,391,0.9974424552429667
4205,311051323,50,51,0.9803921568627451
4207,311021307,146,652,0.22392638036809817
4208,309071552,80,191,0.418848167539267
4209,309071557,165,433,0.3810623556581986
4210,309071256,156,189,0.8253968253968254
4211,309061248,240,626,0.38338658146964855
4212,309071252,171,281,0.608540925266904
4213,309051244,161,300,0.5366666666666666
4214,309091263,153,423,0.3617021276595745
4215,309031238,266,658,0.40425531914893614
4216,309031239,127,480,0.26458333333333334
4217,309101562,193,572,0.3374125874125874
4218,309011227,202,506,0.39920948616600793
4220,309011225,165,453,0.36423841059602646
4221,309021234,196,304,0.6447368421052632
4223,309021232,111,181,0.6132596685082873
4224,309021231,108,108,1.0
4225,309021230,102,147,0.6938775510204082
4226,309081559,154,342,0.4502923976608187
4227,309081262,184,242,0.7603305785123967
4228,309051243,59,59,1.0
4270,309041242,36,52,0.6923076923076923
4272,309041242,148,148,1.0
4275,309041242,45,48,0.9375
4280,311041570,88,197,0.4467005076142132
4285,311011305,188,272,0.6911764705882353
4287,311011305,30,30,1.0
4300,310041304,139,544,0.2555147058823529
4301,310041302,144,231,0.6233766233766234
4303,310031295,42,60,0.7
4304,310031287,108,201,0.5373134328358209
4305,310031293,158,750,0.21066666666666667
4306,310021282,82,338,0.24260355029585798
4307,310021277,21,22,0.9545454545454546
4309,310021277,38,38,1.0
4310,310021277,83,83,1.0
4311,310021281,88,126,0.6984126984126984
4312,310021278,62,62,1.0
4313,310021278,40,42,0.9523809523809523
4314,319021509,51,76,0.6710526315789473
4340,310021282,59,68,0.8676470588235294
4341,310021280,174,174,1.0
4342,310021280,32,32,1.0
4343,317011448,97,143,0.6783216783216783
4344,317011451,28,28,1.0
4346,310021282,12,13,0.9230769230769231
4347,317011451,12,12,1.0
4350,317011456,260,1482,0.17543859649122806
4352,317011450,110,300,0.36666666666666664
4353,307021179,8,8,1.0
4354,307021179,20,20,1.0
4355,307021179,57,57,1.0
4356,307021182,64,75,0.8533333333333334
4357,307021181,62,63,0.9841269841269841
4358,317011445,17,26,0.6538461538461539
4359,307031184,15,16,0.9375
4360,307031184,9,9,1.0
4361,307031184,51,54,0.9444444444444444
4362,307031186,39,39,1.0
4363,307021182,7,7,1.0
4364,307021182,11,11,1.0
4365,307031186,11,11,1.0
4370,307031189,260,341,0.7624633431085044
4371,307031185,15,15,1.0
4372,307031185,4,4,1.0
4373,307031185,22,22,1.0
4374,307031186,6,6,1.0
4375,110021194,1,2,0.5
4376,307031188,2,2,1.0
4377,110021194,4,7,0.5714285714285714
4378,307031188,4,4,1.0
4380,307031187,97,135,0.7185185185185186
4381,307031188,8,8,1.0
4382,307031188,9,9,1.0
4383,307031188,7,11,0.6363636363636364
4384,307011174,1,1,1.0
4385,307011174,26,32,0.8125
4387,307011174,35,35,1.0
4388,307011174,8,8,1.0
4390,307011173,88,97,0.9072164948453608
4400,317011449,24,26,0.9230769230769231
4401,307021180,73,84,0.8690476190476191
4402,307021179,11,11,1.0
4403,307021180,12,16,0.75
4404,307021180,10,12,0.8333333333333334
4405,307021183,221,235,0.9404255319148936
4406,307011178,25,41,0.6097560975609756
4407,307021181,10,14,0.7142857142857143
4408,307021183,14,14,1.0
4410,307021183,27,28,0.9642857142857143
4411,307021183,10,10,1.0
4412,307011172,4,4,1.0
4413,307011172,133,137,0.9708029197080292
4415,307011175,46,46,1.0
4416,307011175,16,16,1.0
4417,307011177,21,21,1.0
4418,307011175,1,1,1.0
4419,307011175,40,44,0.9090909090909091
4420,308041528,57,58,0.9827586206896551
4421,307011178,56,56,1.0
4422,307011178,11,11,1.0
4423,307011178,3,5,0.6
4424,307011175,5,5,1.0
4425,307011175,6,6,1.0
4426,307011177,7,9,0.7777777777777778
4427,307011177,10,12,0.8333333333333334
4428,307011177,12,14,0.8571428571428571
4454,307011177,23,28,0.8214285714285714
4455,307011176,123,155,0.7935483870967742
4461,307011177,3,3,1.0
4462,307011177,4,4,1.0
4465,307011177,26,26,1.0
4467,307011177,5,6,0.8333333333333334
4468,315031409,8,8,1.0
4470,315031409,65,65,1.0
4472,315031408,35,35,1.0
4474,315031411,6,6,1.0
4477,315031409,15,16,0.9375
4478,315031408,19,19,1.0
4479,315031409,1,1,1.0
4480,315031411,21,21,1.0
4481,315031410,5,5,1.0
4482,315031410,3,3,1.0
4486,307011171,18,18,1.0
4487,307011171,50,51,0.9803921568627451
4488,307011171,5,7,0.7142857142857143
4489,315031411,2,2,1.0
4490,315031411,33,33,1.0
4491,315031411,1,1,1.0
4492,315031411,11,11,1.0
4493,315031411,4,4,1.0
4494,307011174,3,3,1.0
4496,307011174,3,3,1.0
4497,307011171,3,6,0.5
4498,307011174,3,3,1.0
4500,314011383,163,413,0.3946731234866828
4501,314031392,75,75,1.0
4502,314031393,97,97,1.0
4503,314021577,195,389,0.5012853470437018
4504,313041375,150,152,0.9868421052631579
4505,313041372,140,198,0.7070707070707071
4506,313021366,94,222,0.42342342342342343
4507,313011363,290,290,1.0
4508,313041373,193,194,0.9948453608247423
4509,314021579,199,256,0.77734375
4510,313021572,163,553,0.29475587703435807
4511,313011362,118,118,1.0
4512,313021369,29,33,0.8787878787878788
4514,313031371,72,79,0.9113924050632911
4515,313031370,62,62,1.0
4516,313021367,37,37,1.0
4517,316061441,13,13,1.0
4518,316061441,64,64,1.0
4519,316061439,100,107,0.9345794392523364
4520,314011387,103,135,0.762962962962963
4521,314011384,41,52,0.7884615384615384
4550,316061442,49,50,0.98
