RA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
RA23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,13,0,5,0,4,0,4,0,0,0,7,0,24,0,4,0,6,0,0,0,4,0,10,0,29,0,0,0,5,0,4,0,0,0,0,0,19,4,0,0,9,0,3,0,0,0,0,0,20,4,0,0,26,0,0,0,3,0,5,0,46,5,0,0,13,0,0,0,0,0,0,0,27,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,4,8,0,0,7,0,3,0,0
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA30,54,19,21,43,7,70,12,51,46,1023,22,1360,15,16,9,19,0,35,0,41,6,232,7,386,15,13,6,6,0,33,7,112,33,333,3,564,9,7,9,10,6,32,6,116,25,260,0,475,19,47,12,32,3,75,6,252,59,726,9,1237,33,73,13,53,16,209,20,577,115,881,14,2000,74,203,23,180,23,649,67,1035,246,1857,19,4373,132,448,73,363,96,1720,115,1538,364,2022,43,6911,306,931,133,1105,239,3972,296,2098,595,2914,81,12669,834,1764,305,3526,759,5926,601,2487,772,3094,91,20164,1216,1508,257,4907,1071,5839,600,1820,630,2265,61,20176,2382,1604,314,6500,1452,5530,572,1486,488,1887,77,22293,10669,3110,720,17101,3767,11143,1390,2384,894,3007,106,54301,12936,2431,603,17646,3875,4787,1058,1330,454,1698,97,46916,13445,1764,485,15182,3318,4707,785,963,325,1099,41,42110,12371,1063,353,9900,2300,1914,480,529,147,564,35,29656,38255,2599,790,26376,5482,10574,1052,1436
RA31,26,0,3,12,0,22,0,12,14,193,11,311,6,5,4,6,3,6,0,14,7,36,0,90,9,9,4,3,3,13,3,25,10,92,0,166,8,8,3,7,0,9,4,16,5,55,3,114,25,15,3,15,0,27,0,80,8,248,0,425,15,27,5,32,13,49,11,137,26,263,7,580,40,57,9,79,14,163,17,292,75,749,11,1497,78,119,10,164,23,478,24,421,76,879,14,2278,130,263,29,465,71,1107,70,642,130,1233,27,4164,335,481,72,1313,199,1740,119,713,176,1168,32,6344,459,378,64,1826,232,1691,123,476,157,705,26,6144,891,373,68,2224,301,1544,147,352,132,583,22,6633,3343,730,185,5497,802,2801,315,505,269,805,37,15284,3591,560,149,5075,764,1146,280,296,111,372,30,12383,3546,357,126,3654,570,982,196,168,95,211,10,9921,2759,185,89,2185,370,378,127,87,36,80,11,6309,6223,344,169,3941,715,1334,213,190
RA32,44,0,5,11,4,15,0,3,0,127,7,231,9,5,0,8,0,11,0,5,0,30,0,69,16,6,0,7,0,5,0,23,3,64,3,136,0,0,0,3,0,10,7,22,6,35,0,78,17,7,5,16,0,21,4,42,5,135,0,251,19,12,0,25,3,39,5,73,12,174,4,376,35,53,5,52,10,129,16,181,32,439,11,956,70,82,7,123,14,311,13,303,41,455,13,1445,111,167,17,310,37,728,34,380,85,576,15,2458,266,312,23,897,92,1080,50,382,95,569,17,3775,362,239,47,1238,102,994,69,274,89,382,16,3811,678,224,36,1512,136,930,82,225,101,282,15,4219,2447,473,108,3499,457,1652,191,371,156,422,31,9799,2833,310,109,3341,476,740,175,186,81,222,15,8477,2625,239,77,2452,416,723,138,120,61,111,13,6967,2100,138,67,1519,295,225,82,51,28,51,5,4554,4751,245,126,2854,542,895,153,120
RA33,18,0,0,0,0,3,0,0,0,12,0,37,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,4,0,0,0,10,0,22,4,0,0,0,0,0,0,3,0,0,0,14,4,0,0,4,0,3,0,3,0,31,0,57,0,0,0,3,0,3,0,5,0,23,0,37,11,4,5,10,3,10,0,13,0,71,0,129,12,3,5,21,7,33,0,24,3,52,0,152,39,11,3,33,4,70,0,21,3,57,6,251,54,17,3,67,6,96,4,22,0,47,0,327,42,14,3,89,12,93,11,7,9,35,0,326,55,20,6,108,18,102,3,12,7,29,0,356,206,31,19,262,47,215,8,32,21,22,4,866,217,11,17,308,42,73,22,10,9,12,3,720,256,16,8,223,46,81,14,0,11,10,0,684,206,7,9,130,34,21,9,3,0,0,0,430,569,35,30,231,69,105,19,3
RA34,3,0,0,0,0,4,0,0,0,19,0,30,6,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,3,0,0,0,18,0,24,0,0,0,0,0,0,0,3,0,11,0,22,4,3,0,0,0,4,0,3,8,65,0,90,3,0,0,4,0,6,0,9,0,47,0,72,5,7,0,5,6,15,0,21,4,101,3,169,19,10,3,8,0,24,0,20,3,112,0,199,44,5,6,26,3,83,0,28,8,74,8,278,62,15,3,64,12,71,4,25,10,57,0,322,39,4,0,54,9,59,5,16,11,28,0,222,71,13,0,58,9,57,3,17,4,25,0,242,187,27,12,154,22,87,8,10,4,29,3,546,167,12,11,133,29,24,15,7,5,8,6,419,148,13,10,86,10,26,11,6,0,6,5,319,104,10,6,59,20,10,0,4,0,0,0,222,280,12,11,106,45,25,9,7
RA35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA40,10,3,9,25,4,21,0,26,9,402,4,510,4,4,0,7,0,5,4,25,3,94,3,154,4,10,3,5,0,14,4,60,14,146,3,251,0,8,0,7,0,18,3,60,8,143,0,247,8,17,6,13,0,31,0,142,25,440,9,699,13,44,3,33,7,98,14,294,34,472,7,1009,20,100,7,80,6,292,16,558,60,993,20,2164,64,279,15,193,22,931,29,755,104,1093,17,3511,143,527,21,543,79,1950,93,1077,155,1588,27,6216,356,928,46,1956,209,2592,176,1155,194,1486,38,9146,473,780,58,2703,248,2427,152,785,149,1053,29,8861,935,810,79,3437,347,2197,174,630,111,911,21,9643,4355,1598,195,8856,1050,3968,386,985,211,1447,61,23113,5130,1066,176,8648,1087,1846,336,584,119,801,37,19838,4917,695,139,7102,959,1511,239,406,87,428,25,16485,4442,366,103,4285,643,670,157,201,42,222,8,11133,12040,878,188,9984,1275,3011,298,519
RA41,3,0,0,0,0,4,0,0,3,18,5,36,3,6,0,7,0,0,0,6,0,9,0,24,3,0,0,0,0,0,0,5,0,10,0,16,3,0,0,0,0,0,0,3,0,9,0,21,0,3,0,13,0,0,0,10,3,31,0,69,6,8,0,9,0,6,0,32,6,24,0,95,15,21,0,16,3,31,5,67,10,113,3,289,28,34,4,48,3,88,10,88,16,144,0,454,35,69,8,88,11,212,19,121,22,193,9,781,61,112,11,332,47,332,34,148,30,186,7,1295,95,108,12,442,40,279,20,100,17,105,4,1228,147,93,12,566,54,237,28,59,22,111,5,1322,596,183,30,1149,154,412,59,110,34,132,8,2873,615,129,33,1021,125,190,46,51,21,54,11,2295,583,86,24,703,79,138,26,28,14,34,3,1726,459,52,9,403,41,67,18,12,4,28,0,1090,943,81,20,838,123,196,36,41
RA42,9,0,8,3,0,0,0,0,0,30,3,56,5,7,0,4,0,0,0,4,3,14,4,36,0,3,0,4,0,0,0,6,4,10,0,34,0,0,0,6,0,0,0,0,0,15,0,21,4,5,0,10,0,7,0,16,3,66,0,108,4,9,0,15,0,15,0,32,4,52,0,124,12,16,0,30,3,44,5,63,12,175,4,370,22,25,0,62,4,118,7,90,14,166,3,509,35,62,10,157,12,254,13,146,26,232,4,949,91,99,17,429,53,346,21,141,22,221,8,1438,102,84,19,490,60,299,30,106,29,90,4,1323,178,75,21,601,52,231,25,46,25,85,5,1348,643,165,44,1314,149,414,60,80,30,99,3,3009,601,103,30,1065,106,177,47,47,9,36,3,2229,549,56,26,693,90,124,27,16,9,29,5,1619,385,30,10,338,59,52,23,5,5,4,0,917,806,51,21,536,76,135,28,29
RA43,5,3,0,5,0,0,0,3,0,9,0,22,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,6,0,14,4,0,0,9,3,3,0,9,0,7,0,27,8,0,0,10,3,8,3,6,0,11,0,51,9,10,0,14,0,22,0,12,3,10,3,83,14,13,0,40,9,52,4,20,0,33,0,184,17,32,0,103,9,71,10,25,9,24,0,307,21,27,3,114,16,58,6,17,4,19,0,277,35,26,8,117,11,48,5,8,3,16,0,272,123,42,12,278,30,95,20,18,5,15,3,633,107,27,4,246,34,44,16,10,4,7,0,491,123,7,5,170,23,30,13,7,3,3,0,390,92,8,3,72,18,10,8,5,0,8,0,226,212,17,10,173,31,45,9,14
RA44,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,8,6,0,0,0,0,0,0,0,0,4,0,8,4,6,0,0,0,0,0,8,5,26,3,45,0,0,0,3,0,9,0,6,7,19,0,38,0,5,0,5,0,0,4,12,0,45,0,73,7,0,0,4,0,11,0,5,4,15,0,44,7,3,0,9,0,11,0,6,0,21,0,67,13,0,0,30,0,20,0,12,5,19,0,96,5,3,0,26,8,6,0,5,0,12,0,72,15,4,0,32,8,8,0,0,0,7,0,77,29,3,5,52,5,15,0,3,0,3,0,119,31,6,0,52,3,4,4,3,0,0,0,111,32,3,0,22,6,6,3,0,0,0,0,74,26,0,0,10,0,0,6,0,0,0,0,47,38,4,3,26,0,7,0,0
RA45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA50,37,14,8,33,0,47,6,22,26,609,15,816,5,11,0,6,0,13,0,31,6,133,3,207,10,12,3,7,0,21,7,86,6,212,5,367,3,6,0,12,0,33,0,92,11,199,0,352,9,19,0,14,8,66,11,207,18,490,4,842,18,53,3,35,4,139,17,375,43,549,16,1266,46,158,15,119,9,441,17,679,87,1088,18,2671,69,300,12,273,25,1200,39,902,114,1103,30,4067,157,604,27,731,79,2593,87,1296,205,1587,40,7416,444,979,62,2330,175,3848,153,1266,242,1451,52,10999,575,815,65,3318,299,4044,164,1028,279,1176,36,11801,1071,821,76,4351,417,4051,184,778,264,1016,52,13075,5178,1652,233,11585,1238,8658,500,1479,571,1699,82,32882,6640,1338,282,13411,1484,3187,571,792,279,969,43,29005,7271,1014,240,11296,1477,3994,459,640,278,680,33,27384,6927,625,195,7351,1166,1352,325,336,112,335,31,18761,23036,1771,525,22148,2997,9411,803,1129
RA51,8,3,3,3,0,7,0,4,3,31,0,65,4,3,0,0,0,0,0,0,0,11,0,20,0,0,0,4,0,0,0,5,0,16,0,26,3,0,0,3,0,3,0,8,0,11,0,31,0,0,0,3,0,7,0,10,0,40,0,68,3,6,0,3,0,15,5,29,6,42,4,111,11,16,3,15,0,30,3,59,9,112,0,261,20,27,0,31,3,77,6,80,10,114,5,368,31,64,13,113,16,226,12,104,17,155,5,749,57,109,14,280,24,363,16,151,22,174,6,1218,67,84,14,442,28,373,25,98,41,95,4,1269,129,85,10,527,44,385,33,79,29,83,0,1408,492,170,42,1353,132,827,65,119,88,123,3,3408,690,153,32,1460,143,319,95,62,37,60,5,3055,688,86,37,1121,115,312,83,51,39,49,0,2585,608,48,18,676,68,120,40,23,16,11,6,1640,1367,107,63,1229,206,452,114,57
RA52,7,4,0,7,0,5,0,4,5,20,3,58,5,0,0,3,0,0,0,3,0,0,0,20,0,5,0,0,0,8,0,5,0,16,0,32,0,4,0,6,0,3,0,5,0,3,0,16,3,0,0,4,0,5,0,13,0,31,0,61,7,0,0,12,0,9,0,22,7,30,0,98,6,6,0,22,0,39,0,52,6,87,7,222,17,22,4,48,8,75,0,65,15,97,3,354,35,58,3,88,3,160,13,80,22,124,0,576,51,85,3,241,17,268,19,103,19,99,0,911,67,54,14,299,33,316,21,69,20,70,4,958,107,67,13,420,34,266,22,51,24,61,7,1076,402,124,36,994,124,597,46,96,47,84,11,2561,539,109,22,1053,84,202,49,44,26,36,0,2164,579,63,20,717,94,252,28,33,25,20,5,1845,474,29,12,393,65,77,31,10,12,8,0,1112,1163,73,37,837,135,338,59,38
RA53,5,0,0,4,0,0,0,0,0,11,0,27,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,17,0,41,0,0,0,5,0,3,0,8,0,14,0,38,6,4,0,8,0,10,4,3,0,31,0,68,6,7,0,14,0,26,0,20,4,31,3,119,10,12,3,40,4,63,0,21,11,37,0,204,23,17,0,82,3,100,0,22,7,47,4,301,22,22,4,108,13,103,6,16,6,21,3,323,34,19,4,162,7,106,6,16,13,23,0,386,183,36,15,335,54,287,23,38,28,23,5,1014,254,29,12,419,66,97,25,15,10,16,0,939,306,25,13,375,71,147,25,6,22,8,5,1007,272,16,9,270,48,57,18,4,0,0,3,690,1013,55,45,727,150,319,47,23
RA54,4,0,0,4,0,0,0,0,0,6,0,17,0,0,0,4,0,0,0,0,0,14,0,16,0,0,0,0,0,3,0,0,3,14,0,20,0,0,0,0,0,0,0,5,0,12,0,17,0,4,0,4,0,4,0,15,0,128,0,160,0,7,0,0,0,8,0,18,0,89,0,121,3,3,0,5,0,14,3,24,3,170,0,225,5,6,0,6,0,20,0,23,0,119,0,191,9,16,0,14,4,43,0,22,7,85,4,195,10,12,3,36,0,47,0,25,4,46,4,187,14,9,0,28,0,53,4,10,3,17,6,138,28,8,4,50,6,61,4,12,9,16,8,194,106,17,12,121,15,124,13,25,10,23,3,459,100,11,16,168,27,37,9,6,4,10,0,401,145,10,11,125,15,69,14,8,13,3,4,420,105,4,5,79,25,13,3,0,4,4,0,237,313,18,14,176,48,75,21,9
RA55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA61,4,0,0,3,0,0,0,4,0,79,0,97,0,4,0,0,0,3,0,5,3,22,0,41,0,0,0,4,0,3,0,12,4,33,0,59,0,0,0,0,0,0,0,14,0,9,0,35,0,3,0,6,0,13,0,40,0,98,0,161,0,11,0,10,0,28,10,74,14,95,0,235,10,35,4,15,0,77,6,134,13,213,0,531,24,71,5,45,8,221,10,227,28,232,0,855,33,155,7,140,19,433,15,271,38,321,9,1443,83,240,12,627,55,619,45,245,52,331,5,2326,116,219,18,709,83,587,39,182,33,254,15,2244,250,205,23,889,90,446,37,131,39,200,9,2322,1024,414,71,2303,265,786,92,222,39,312,8,5534,1106,362,58,2129,281,351,74,131,24,147,10,4669,1095,239,27,1728,208,249,61,79,18,82,7,3781,955,128,41,1024,136,105,40,40,8,44,0,2523,2421,243,45,2018,247,481,78,111
RA62,0,0,6,0,5,3,0,4,3,33,0,60,0,0,0,0,0,0,0,6,0,10,0,16,0,0,0,0,0,0,0,5,0,11,0,20,3,0,0,0,0,0,0,6,0,13,4,31,6,7,0,10,0,3,0,29,4,51,0,102,4,7,0,5,4,18,0,31,6,59,3,138,13,25,0,19,0,33,0,88,15,214,0,417,24,59,4,52,7,125,5,128,18,219,8,641,31,95,12,136,21,282,15,182,34,284,7,1086,84,119,13,458,39,429,37,178,42,232,9,1643,68,98,11,531,52,371,31,119,32,140,7,1465,153,109,21,578,71,280,33,80,20,106,6,1470,561,194,31,1234,179,454,80,111,41,140,0,3032,600,106,36,1045,132,206,48,62,12,64,8,2322,469,66,20,712,97,120,41,32,11,31,0,1593,354,39,17,370,51,34,13,8,7,9,0,911,703,50,20,566,79,164,38,17
