RA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
RA62,9,6,16,12,9,0,0,0,52,15,27,28,13,36,0,0,0,123,36,225,386,749,1079,1799,997,476,5751,52,259,434,781,1124,1799,997,476,5922,9492,9487,9049,10888,13426,11801,5768,1173,71082,744,664,680,755,903,893,497,230,5366,10291,10406,10161,12422,15457,14493,7260,1876,82365,4,0,0,0,3,0,0,0,8,3,9,19,7,8,0,0,0,38,12,34,133,258,302,199,65,31,1036,21,44,145,265,314,199,65,31,1085,8918,10024,10309,12372,15009,13003,6694,2326,78660,645,639,604,674,807,835,639,309,5149,9586,10706,11064,13309,16138,14030,7403,2663,84895,9,8,15,15,11,0,0,0,63,18,36,43,20,42,0,0,0,165,50,253,518,1012,1384,1996,1058,503,6783,78,302,578,1046,1437,1996,1058,503,7010,18413,19509,19362,23254,28434,24799,12462,3503,149743,1391,1304,1283,1431,1709,1725,1134,530,10514,19879,21114,21225,25727,31591,28526,14657,4537,167262
RA63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,20,33,52,89,33,22,266,0,8,24,34,50,89,33,22,273,286,450,383,475,671,613,251,49,3180,59,58,45,58,63,65,31,7,380,343,520,450,571,793,766,317,77,3832,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,7,15,4,5,0,42,0,0,6,9,18,4,5,0,39,251,461,379,439,694,565,231,70,3086,37,73,39,43,68,48,27,13,342,285,534,427,486,766,614,260,85,3467,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,12,32,40,62,98,41,25,305,0,12,35,41,70,98,41,25,314,534,908,762,913,1365,1174,486,115,6261,93,130,83,101,129,105,58,19,719,633,1052,876,1052,1563,1385,583,160,7302
RA64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,23,15,9,64,0,0,4,5,14,23,15,9,67,80,120,132,128,181,190,99,12,943,5,13,17,21,10,14,9,0,98,87,135,149,157,203,234,126,20,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,5,0,0,0,0,9,64,110,138,124,187,191,87,33,931,0,9,20,11,16,10,14,4,93,66,121,159,133,206,206,104,35,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,25,15,9,73,0,0,4,7,14,25,15,9,72,145,232,268,254,364,384,187,43,1877,10,24,40,29,28,29,23,9,186,147,255,312,293,406,436,226,54,2138
RA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,4,7,0,0,0,0,19
RA69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,0,0,34,0,0,0,12,6,3,0,0,39,95,112,93,98,71,48,15,0,529,16,17,4,19,25,40,4,0,118,108,135,99,130,104,90,18,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,93,83,84,64,70,41,10,4,451,13,12,13,11,24,29,5,0,101,108,92,97,78,98,72,13,4,561,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,0,0,38,0,0,7,12,12,10,0,0,44,182,197,178,164,143,88,25,4,979,27,27,22,33,48,65,6,0,222,215,228,198,203,199,163,31,3,1248
RA72,803,1015,495,259,79,0,0,0,2648,21,77,77,53,73,0,0,0,297,34,318,473,654,663,618,245,71,3083,852,1407,1051,966,812,618,245,71,6028,6928,9708,8483,7327,5985,3809,1425,252,43917,1034,1637,1289,1065,702,428,158,43,6367,8819,12750,10821,9359,7494,4858,1830,370,56309,244,269,104,45,12,0,0,0,675,9,19,29,19,12,0,0,0,96,22,100,94,157,160,88,31,8,659,279,387,217,227,188,88,31,8,1425,6896,11648,10129,8110,6433,4078,1583,381,49258,706,1166,938,708,525,348,164,71,4619,7879,13199,11286,9043,7139,4513,1776,465,55301,1043,1281,600,306,85,0,0,0,3322,33,93,109,74,81,0,0,0,388,53,420,562,812,825,708,273,83,3737,1134,1795,1274,1197,993,708,273,83,7448,13822,21355,18610,15435,12413,7889,3010,634,93176,1745,2800,2222,1769,1227,779,326,121,10986,16701,25950,22108,18400,14637,9374,3608,833,111611
RA73,67,151,93,53,10,0,0,0,378,8,22,24,14,11,0,0,0,82,15,59,77,151,173,169,61,15,717,86,239,190,215,202,169,61,15,1176,2399,3277,2840,2339,2203,1310,404,61,14835,387,609,515,402,329,195,90,10,2543,2876,4123,3551,2961,2734,1670,557,89,18552,37,63,23,10,0,0,0,0,136,0,9,0,3,0,0,0,0,17,6,12,27,34,52,23,5,0,157,44,86,51,45,51,23,5,0,309,2329,3947,3120,2773,2397,1312,440,134,16454,273,439,340,324,273,166,66,28,1913,2650,4476,3508,3141,2726,1497,515,161,18672,106,218,116,60,14,0,0,0,513,10,30,25,19,13,0,0,0,99,16,72,105,179,224,190,64,17,869,135,319,242,260,255,190,64,17,1487,4728,7229,5962,5108,4599,2614,847,195,31286,658,1049,860,725,602,365,160,38,4453,5519,8596,7064,6102,5457,3171,1067,253,37223
RA74,5,8,10,3,0,0,0,0,20,3,14,9,5,6,0,0,0,44,13,45,81,84,66,56,15,6,356,22,68,98,92,73,56,15,6,425,3374,3166,2488,2019,1427,666,180,30,13353,434,516,370,293,254,117,25,0,2005,3825,3749,2962,2402,1752,836,222,33,15786,3,4,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,6,3,8,9,11,18,3,0,0,51,5,15,14,19,17,3,0,0,72,3271,3504,2800,2222,1589,722,193,37,14332,354,404,283,214,185,78,15,3,1536,3635,3915,3092,2450,1790,804,206,41,15942,10,11,8,3,4,0,0,0,35,7,16,16,11,4,0,0,0,52,17,52,93,95,80,52,18,6,409,32,78,114,113,90,52,18,6,495,6641,6667,5295,4239,3013,1389,374,69,27691,792,917,656,510,440,192,42,3,3538,7462,7666,6054,4860,3540,1634,433,76,31720
RA75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,12,11,0,0,0,60,0,3,4,4,3,0,0,0,24,12,16,22,18,17,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,13,12,0,0,0,70,0,6,4,4,3,0,0,0,24,15,23,22,19,17,0,0,0,94
RA79,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,8,13,17,16,19,3,0,82,5,9,12,14,23,19,3,0,83,79,221,242,235,219,142,23,4,1164,39,61,52,58,61,41,8,0,317,113,292,305,311,300,205,33,6,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,0,0,4,0,0,0,0,0,13,118,276,229,227,206,83,12,4,1149,43,79,38,58,75,28,0,0,320,162,364,268,280,279,114,17,4,1486,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,11,15,21,16,19,8,0,94,3,13,16,16,21,19,8,0,98,194,503,465,458,420,233,38,3,2316,80,140,91,112,135,66,12,0,640,276,661,573,591,579,318,49,7,3052
RA80,1077,889,1109,1055,289,0,0,0,4419,104,404,400,310,435,0,0,0,1656,123,860,1356,1953,2271,2480,1645,780,11465,1306,2153,2862,3326,2992,2480,1645,780,17539,27426,34333,29885,23363,18013,13499,6672,1846,155029,1661,2105,1474,1049,821,613,463,236,8427,30390,38593,34219,27734,21826,16589,8775,2865,180997,471,356,394,285,53,0,0,0,1552,13,117,115,113,63,0,0,0,424,45,195,427,668,640,388,209,83,2666,526,669,938,1067,762,388,209,83,4643,27956,36588,32843,26385,22018,17916,9799,3801,177294,1514,1690,1174,846,638,688,549,426,7531,29993,38948,34956,28295,23415,18999,10555,4316,189472,1547,1244,1501,1338,344,0,0,0,5975,116,518,515,427,502,0,0,0,2077,167,1060,1787,2626,2912,2867,1856,866,14134,1831,2824,3800,4389,3752,2867,1856,866,22184,55375,70924,62726,49747,40028,31416,16465,5651,332324,3175,3799,2650,1896,1462,1301,1013,663,15958,60383,77542,69181,56029,45239,35590,19328,7175,370469
RA81,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,5,0,0,0,0,0,9,35,38,45,39,38,26,7,0,233,7,3,0,4,3,3,0,0,23,42,44,54,51,45,30,4,0,269,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,45,48,36,40,14,7,5,237,4,3,3,5,7,3,0,0,21,38,49,51,45,50,21,7,5,263,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,5,3,8,0,0,0,0,16,71,87,93,83,75,41,10,4,470,10,4,3,9,12,9,0,0,45,78,92,105,95,94,52,12,4,528
RA85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,0,3,6,5,0,0,0,0,19,54,46,43,30,22,10,3,0,216,7,12,21,14,13,10,4,0,74,66,60,62,53,38,21,6,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,76,44,31,23,32,8,4,0,214,4,6,7,7,8,4,0,0,32,74,53,33,30,35,10,8,0,249,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,3,6,4,3,0,0,0,19,136,94,70,56,56,18,7,0,435,10,17,29,20,18,11,5,0,110,148,108,104,77,78,34,10,4,560
RA91,6,6,3,4,4,0,0,0,17,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,6,4,5,0,0,0,24,12,3,8,16,9,7,3,0,58,8,10,3,6,5,4,3,0,41,18,17,18,22,25,16,10,0,125,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,14,11,11,14,6,11,6,0,70,8,3,7,6,8,4,6,0,40,21,19,15,29,16,10,10,0,122,7,8,3,6,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,6,6,7,0,0,0,33,20,14,21,34,16,15,6,0,134,10,12,12,11,8,14,9,0,75,42,32,35,47,37,27,16,0,246
RA94,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,11,10,16,18,9,5,73,0,3,12,10,17,18,9,5,79,127,164,202,235,287,254,95,23,1386,52,152,94,79,53,39,15,0,482,181,318,306,326,359,307,114,36,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,6,0,0,0,4,6,0,3,0,11,159,176,247,256,319,229,107,25,1520,26,44,42,33,46,21,15,3,235,183,224,297,285,370,253,123,31,1768,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,11,19,20,18,6,5,82,0,3,10,19,22,18,6,5,88,289,342,448,483,612,477,201,45,2907,74,197,142,113,100,60,34,5,720,363,544,605,616,729,561,239,67,3713
RA95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,11
