UCL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL322018,0,80,97,17,15,212,3,218
UCL322019,6,62,62,25,3,153,5,158
UCL322020,16,29,19,4,4,71,0,78
UCL322021,0,26,38,6,0,69,4,78
UCL322022,9,21,20,3,3,55,0,62
UCL322023,0,43,81,32,18,173,0,173
UCL322024,0,50,97,35,18,202,9,207
UCL322025,10,23,8,3,0,40,3,44
UCL322026,7,37,38,12,3,88,4,95
UCL322027,4,28,20,3,4,58,5,67
UCL322028,4,32,37,15,6,94,0,90
UCL322029,23,26,13,4,3,69,0,69
UCL322030,0,49,59,20,4,141,3,144
UCL322031,0,46,59,22,10,138,4,140
UCL322032,0,18,10,8,0,35,0,35
UCL322033,22,5,0,0,0,31,0,31
UCL322034,17,73,39,8,9,150,8,156
UCL322035,6,67,41,19,12,146,10,152
UCL322036,8,76,90,39,16,228,4,237
UCL322037,3,35,23,7,0,74,3,79
UCL322038,24,66,49,22,12,165,5,167
UCL322039,7,36,34,15,6,92,6,100
UCL322040,0,10,48,38,20,119,3,120
UCL322041,34,28,11,0,0,80,0,80
UCL322042,0,28,33,20,4,99,5,104
UCL322043,0,23,42,19,20,100,0,104
UCL322044,7,29,37,10,0,92,3,98
UCL322045,4,69,66,19,6,161,0,164
UCL322046,3,60,60,29,19,162,3,168
UCL322047,8,10,5,0,0,19,0,19
UCL322048,0,18,24,15,5,58,21,77
UCL322049,3,54,32,18,9,121,6,120
UCL322050,0,66,59,14,12,146,5,154
UCL322051,0,11,28,26,13,81,0,87
UCL322052,5,20,28,6,14,77,0,77
UCL322053,0,56,71,27,3,161,3,163
UCL322054,3,53,63,17,4,137,0,141
UCL322055,6,70,75,17,8,177,5,185
UCL322056,32,29,8,0,0,70,3,71
UCL322057,0,35,67,39,22,161,0,168
UCL322058,0,74,68,22,3,176,4,175
UCL322059,49,20,0,0,0,70,0,67
UCL322060,4,77,73,18,17,189,5,195
UCL322061,19,49,23,3,4,101,5,106
UCL322062,3,53,39,11,9,114,7,120
UCL322063,8,61,39,17,9,132,7,138
UCL322064,5,19,50,15,7,96,5,98
UCL322065,5,32,31,11,8,80,3,82
UCL322066,12,57,27,15,0,115,0,118
UCL322067,16,113,72,15,11,223,11,236
UCL322068,3,49,54,5,3,115,0,120
UCL322069,5,57,57,22,10,150,0,154
UCL322070,3,88,67,31,10,197,7,199
UCL322071,10,9,4,4,0,24,0,27
UCL322072,0,25,28,17,18,89,0,90
UCL322073,6,70,90,17,9,189,3,192
UCL322074,0,58,51,9,6,118,7,117
UCL322075,32,11,0,0,0,48,6,51
UCL322076,30,37,16,9,0,92,4,93
UCL322077,40,34,12,0,0,83,0,87
UCL322078,0,23,33,13,0,69,0,70
UCL322079,0,21,57,17,17,103,0,103
UCL322080,0,37,35,14,3,92,0,92
UCL322081,5,63,46,8,4,130,6,133
UCL322082,8,57,57,24,4,154,4,159
UCL322083,0,23,31,16,3,76,4,79
UCL322084,12,31,22,11,9,80,7,87
UCL322085,0,38,80,31,12,154,3,165
UCL322086,3,35,24,10,12,86,4,91
UCL322087,0,58,71,28,13,167,3,172
UCL322088,0,38,38,8,4,89,8,95
UCL322089,14,62,65,15,7,153,4,158
UCL322090,0,11,30,20,16,68,4,72
UCL322091,5,9,40,14,13,81,0,81
UCL322092,31,35,15,3,7,92,3,95
UCL322093,4,52,49,19,6,130,3,137
UCL322094,0,20,35,12,11,70,0,70
UCL322095,3,82,54,22,17,171,0,170
UCL322096,0,27,78,32,24,160,0,157
UCL322097,28,88,41,10,4,165,4,171
UCL322098,3,12,48,28,24,110,0,113
UCL322099,11,49,49,13,0,119,5,126
UCL322100,9,74,69,29,13,190,4,194
UCL322101,7,45,64,21,11,147,4,155
UCL322102,40,22,4,3,0,75,3,77
UCL322103,0,39,57,18,14,132,0,134
UCL322104,9,58,68,20,10,160,7,166
UCL322105,0,44,37,13,8,103,0,102
UCL322106,14,35,29,6,5,84,4,87
UCL322107,0,19,21,3,0,47,3,56
UCL322108,3,28,27,12,10,83,5,86
UCL322109,0,44,54,25,11,131,0,131
UCL322110,9,61,60,23,10,156,3,164
UCL322111,0,25,31,21,11,93,0,102
UCL322112,0,37,50,15,5,112,3,114
UCL322113,36,29,9,4,0,79,0,86
UCL322114,14,71,62,19,10,173,5,173
UCL322115,11,44,50,16,8,121,3,120
UCL322116,0,23,35,16,9,76,0,84
UCL322117,9,68,64,12,5,153,3,158
UCL322118,3,36,38,14,6,103,0,103
UCL322119,5,41,25,8,4,82,0,85
UCL322120,16,74,69,26,12,189,4,194
UCL322121,6,94,63,21,7,198,3,196
UCL322122,0,55,38,13,11,123,0,119
UCL322123,0,29,30,8,10,82,7,89
UCL322124,0,37,33,5,12,83,0,86
UCL322125,5,54,60,19,11,143,4,153
UCL322126,4,30,28,17,7,84,0,84
UCL322127,3,81,76,25,10,203,13,216
UCL322128,31,30,15,4,0,86,6,91
UCL322129,0,29,41,14,4,89,0,89
UCL322130,9,63,67,20,4,160,0,162
UCL322131,7,34,37,8,4,83,0,83
UCL322132,19,65,54,20,3,156,0,158
UCL322133,35,16,3,0,0,59,0,61
UCL322134,0,20,14,0,8,45,0,48
UCL322135,32,29,5,3,0,75,7,79
UCL322136,0,16,42,27,29,115,0,115
UCL322137,0,27,30,13,9,71,0,77
UCL322138,8,34,33,10,6,91,4,95
UCL322139,37,22,8,0,0,68,6,71
UCL331001,2239,32067,57920,30268,24816,147308,3047,150350
UCL379997,0,0,0,0,0,3,0,3
UCL399994,0,0,0,0,0,0,0,0
UCL401001,38870,182575,175082,54119,27921,478563,5547,484112
UCL412001,703,3865,3993,1520,953,11038,144,11186
UCL412002,389,2757,3322,1038,569,8072,84,8159
UCL412003,814,4096,3861,1283,689,10748,152,10902
UCL412004,1084,3368,2731,981,506,8666,193,8860
UCL413001,107,1465,2565,940,567,5643,31,5680
UCL413002,543,2642,2245,845,510,6777,132,6908
UCL413003,519,1790,1544,550,265,4667,112,4776
UCL413004,428,2111,2136,658,304,5638,125,5760
UCL413005,640,2250,1779,640,337,5643,136,5775
UCL413006,419,3569,2517,674,285,7460,87,7548
UCL414001,197,1808,1386,380,201,3977,57,4034
UCL414002,35,549,829,284,149,1847,18,1864
UCL414003,116,721,789,253,108,1982,37,2019
UCL414004,127,997,926,329,216,2596,20,2616
UCL414005,106,867,956,385,226,2531,39,2572
UCL415001,28,316,346,120,74,886,10,896
UCL415002,26,235,499,250,256,1270,16,1286
UCL415003,55,301,272,109,51,788,5,795
UCL415004,13,189,253,118,56,618,7,625
UCL415005,76,393,260,79,34,849,17,863
UCL415006,184,715,549,192,84,1717,39,1758
UCL415007,43,387,421,128,72,1052,24,1072
UCL415008,78,290,322,114,48,852,29,873
UCL415009,84,504,565,186,69,1404,19,1429
UCL415010,65,256,170,53,28,580,40,618
UCL415011,34,215,167,65,34,522,11,535
UCL415012,3,210,337,166,100,819,8,830
UCL415013,44,284,336,101,76,839,3,843
UCL415014,35,196,236,74,46,593,15,611
UCL415015,95,690,704,225,134,1853,37,1892
UCL415016,52,388,400,153,97,1089,19,1111
UCL415017,68,345,279,70,33,795,19,811
UCL415018,37,265,269,76,49,704,15,715
UCL415019,3,117,260,188,177,740,6,742
UCL415020,27,279,341,102,64,815,14,826
UCL415021,113,582,646,186,103,1631,31,1659
UCL415022,12,171,300,116,85,682,13,696
UCL415023,15,159,165,38,27,395,13,411
UCL415024,59,466,395,113,70,1105,28,1134
UCL415025,3,69,161,84,34,350,3,353
UCL415026,69,539,506,160,84,1357,14,1368
UCL415027,0,93,177,79,38,386,5,390
UCL415028,4,159,192,48,20,429,6,432
UCL415029,143,755,652,285,138,1964,38,2005
UCL415030,96,745,776,242,109,1972,28,1999
UCL415031,3,89,201,78,38,401,8,409
UCL415032,25,415,414,107,39,995,6,1004
UCL415033,7,110,161,60,32,372,0,372
UCL415034,16,214,227,63,35,552,4,554
UCL415035,74,289,173,70,26,622,16,634
UCL415036,31,204,171,53,31,487,11,499
UCL415037,184,812,663,219,87,1957,26,1987
UCL415038,17,160,212,71,24,478,7,490
UCL415039,28,312,525,212,96,1171,24,1195
UCL415040,38,239,189,75,32,569,10,580
UCL415041,66,661,701,222,146,1802,11,1810
UCL415042,44,277,270,77,30,698,20,710
UCL415043,21,172,419,207,165,985,11,996
UCL415044,8,100,270,111,50,543,0,543
UCL415045,69,338,236,66,24,731,28,755
UCL415046,98,748,676,166,105,1793,32,1829
UCL415047,11,207,328,158,99,799,13,810
UCL415048,28,250,364,142,78,849,9,860
UCL415049,15,262,303,90,59,728,7,736
UCL421001,25,236,185,66,26,543,18,560
UCL421002,5,67,87,28,11,194,3,197
UCL421003,4,81,126,71,52,327,4,331
UCL421004,27,159,144,50,24,405,3,409
UCL421005,26,120,123,43,17,327,0,330
UCL421006,0,23,89,67,47,226,3,226
UCL421007,3,92,125,36,21,287,3,293
UCL421008,16,129,143,65,31,390,9,398
UCL421009,9,88,131,52,17,304,4,307
UCL421010,3,50,91,45,25,222,3,221
UCL421011,7,109,99,36,16,263,0,267
UCL421012,15,98,98,34,19,260,0,264
UCL421013,4,66,146,78,52,343,7,349
UCL421014,9,65,113,35,31,256,0,257
UCL421015,8,84,78,35,21,227,6,235
UCL421016,0,20,65,40,40,177,3,174
UCL421017,6,42,70,38,22,172,0,178
UCL421018,22,169,174,65,23,462,11,471
UCL421019,8,81,99,35,11,240,6,243
UCL421020,11,82,90,32,7,231,0,233
UCL421021,5,84,79,21,10,208,4,219
UCL421022,4,105,166,79,33,394,9,401
UCL421023,26,94,107,47,26,308,7,314
UCL421024,25,132,114,39,28,337,11,347
UCL421025,13,154,123,44,29,368,5,373
UCL421026,25,121,118,50,16,330,6,332
UCL421027,7,83,88,39,19,243,3,247
UCL421028,0,9,74,41,42,171,3,171
UCL421029,20,59,67,32,27,203,6,208
UCL421030,14,86,104,34,23,258,3,264
UCL421031,5,94,106,52,20,280,8,287
UCL421032,21,91,83,36,18,248,3,250
UCL421033,38,39,13,0,0,101,4,102
UCL421034,13,174,168,66,43,470,9,477
UCL421035,23,147,121,30,20,336,0,341
UCL421036,0,43,102,72,91,303,6,313
UCL421037,17,141,144,45,18,363,12,375
UCL421038,7,78,147,82,33,338,0,342
UCL421039,0,37,112,51,27,231,0,231
UCL421040,0,34,83,56,39,208,3,207
UCL421041,9,68,80,29,20,200,0,206
UCL421042,11,150,125,43,16,350,0,349
UCL421043,25,131,98,27,12,297,3,302
UCL422001,0,17,27,33,11,87,0,96
UCL422002,31,34,4,0,0,75,10,84
UCL422003,7,51,56,17,4,130,6,136
UCL422004,3,38,38,19,18,123,0,129
UCL422005,3,34,38,11,11,92,0,93
UCL422006,9,67,85,23,7,189,0,190
UCL422007,8,45,40,14,6,110,3,116
UCL422008,5,56,69,28,15,170,0,169
UCL422009,8,46,43,14,4,113,0,110
UCL422010,0,24,68,29,14,139,0,133
UCL422011,9,50,37,15,3,116,0,110
UCL422012,6,63,67,25,23,184,5,191
UCL422013,0,15,56,21,16,111,0,111
UCL422014,0,24,29,16,14,79,0,79
UCL422015,0,73,71,27,13,183,3,190
UCL422016,3,28,28,17,4,80,0,80
UCL422017,4,47,29,9,7,98,0,97
UCL422018,5,35,33,9,3,90,0,96
UCL422019,10,87,100,32,5,231,8,243
UCL422020,7,44,55,18,7,134,0,132
UCL422021,0,36,33,15,9,96,0,98
UCL422022,24,30,11,0,0,67,0,67
UCL422023,0,34,49,10,5,108,0,109
UCL422024,39,15,7,0,0,54,0,58
UCL422025,12,48,51,23,6,146,7,152
UCL422026,0,25,69,37,18,146,0,147
UCL422027,6,16,8,5,6,33,0,33
UCL422028,5,35,42,3,11,101,5,105
UCL422029,31,17,13,3,3,62,0,64
UCL422030,11,64,47,15,13,148,0,154
UCL422031,4,51,48,22,14,129,4,132
UCL422032,4,20,46,24,16,112,0,112
UCL422033,3,24,30,19,18,94,3,97
UCL422034,0,25,58,30,13,129,0,127
UCL422035,3,41,59,30,17,151,0,151
UCL422036,11,68,66,33,13,188,6,193
UCL422037,0,33,42,25,15,108,4,111
UCL422038,4,37,40,18,7,109,0,109
UCL422039,0,35,44,18,6,95,5,102
UCL422040,5,51,39,11,8,113,0,118
UCL422041,0,38,65,27,6,144,0,140
UCL422042,3,51,51,20,10,140,5,144
UCL422043,5,29,36,10,0,77,0,78
UCL422044,0,57,60,15,7,137,3,142
UCL422045,8,101,107,26,8,254,5,256
UCL422046,3,85,60,24,16,185,6,187
UCL422047,4,11,28,16,6,63,3,69
UCL422048,15,76,51,17,5,167,0,166
UCL422049,0,31,50,29,11,114,0,120
UCL422050,0,37,25,13,9,86,0,90
UCL422051,0,57,69,33,14,171,4,174
UCL422052,11,80,101,20,10,223,5,228
UCL422053,6,52,30,6,3,100,0,105
UCL422054,3,30,35,18,9,100,0,100
UCL422055,3,65,49,24,16,152,0,155
UCL422056,6,48,49,13,7,121,0,118
UCL422057,0,24,48,39,26,139,0,135
UCL422058,3,36,28,6,9,86,4,90
UCL422059,3,60,57,23,22,166,6,174
UCL422060,0,43,41,14,4,102,0,105
UCL422061,0,37,22,7,3,66,0,73
UCL422062,4,6,32,13,17,68,0,68
UCL422063,23,29,14,0,0,60,10,67
UCL431001,813,10268,19517,10798,9525,50919,853,51767
UCL479997,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0
UCL501001,37732,264663,298046,95428,50308,746172,9043,755215
UCL511001,1209,9512,11150,3856,1854,27579,407,27979
UCL512001,626,4289,4423,1586,879,11803,187,11993
UCL512002,412,3866,4052,1324,631,10291,156,10445
UCL512003,653,4293,4525,1575,788,11830,199,12033
UCL512004,473,3049,3859,1516,863,9758,214,9972
UCL513001,334,1409,1628,660,354,4381,150,4532
UCL513002,213,1318,1486,487,258,3762,62,3828
UCL513003,132,1278,2231,886,436,4965,100,5062
UCL513004,248,1413,1971,716,313,4662,108,4766
UCL513005,95,1362,1542,457,232,3688,42,3737
UCL514001,158,945,1006,406,241,2751,64,2819
UCL514002,23,814,1197,294,116,2440,44,2480
UCL514003,87,921,1102,316,129,2555,43,2596
UCL514004,177,891,865,340,161,2434,52,2484
UCL515001,30,217,215,57,17,530,8,547
UCL515002,4,144,233,80,30,487,8,498
UCL515003,39,374,341,118,68,941,12,947
UCL515004,21,211,298,111,71,707,8,718
UCL515005,24,279,349,177,63,886,15,902
UCL515006,142,536,494,160,73,1406,30,1440
UCL515007,5,159,332,113,33,641,13,648
UCL515008,7,72,175,73,48,376,8,388
UCL515009,44,528,437,113,27,1152,12,1167
UCL515010,108,312,229,77,56,779,37,819
UCL515011,30,364,419,143,79,1036,13,1044
UCL515012,6,184,381,123,51,741,4,750
UCL515013,16,299,382,155,122,975,22,992
UCL515014,107,127,54,24,7,316,8,326
UCL515015,62,387,388,147,86,1068,12,1084
UCL515016,14,232,244,97,35,624,7,639
UCL515017,18,182,183,53,34,463,19,479
UCL515018,25,183,227,90,51,573,9,580
UCL515019,104,444,450,166,105,1274,36,1313
UCL515020,143,482,421,142,68,1260,77,1336
UCL515021,14,177,275,93,86,643,0,645
UCL515022,120,624,586,211,108,1650,31,1677
UCL515023,60,342,324,124,39,886,20,909
UCL515024,33,221,183,63,50,545,25,572
UCL515025,30,275,245,86,55,695,10,706
UCL515026,10,136,313,150,130,741,12,748
UCL515027,113,587,465,179,90,1433,32,1465
UCL515028,47,423,528,179,90,1275,31,1305
UCL515029,8,160,100,37,23,329,3,338
UCL515030,54,510,482,198,126,1373,32,1406
UCL515031,51,446,419,144,67,1121,29,1147
UCL515032,8,70,176,101,103,461,10,468
UCL515033,12,282,326,126,45,794,6,797
UCL515034,34,393,439,130,57,1049,19,1072
UCL515035,40,188,196,69,44,532,11,550
UCL515036,40,306,342,139,71,899,23,925
UCL515037,12,118,233,87,43,502,10,509
UCL515038,40,383,357,134,78,989,19,1004
UCL521001,0,38,59,45,37,184,0,186
UCL521002,0,51,111,60,46,273,12,284
UCL521003,18,145,138,58,27,380,8,387
UCL521004,74,52,21,8,0,148,0,151
UCL521005,9,134,151,70,40,401,12,419
UCL521006,4,94,124,64,42,326,9,327
UCL521007,17,88,77,26,20,218,5,221
UCL521008,15,68,71,27,10,194,3,199
UCL521009,9,82,75,17,18,206,4,208
UCL521010,8,108,105,52,17,298,11,304
UCL521011,0,40,86,46,26,199,7,206
UCL521012,6,103,91,31,15,241,6,253
UCL521013,0,76,124,69,44,312,5,317
UCL521014,18,81,83,55,23,269,12,276
UCL521015,6,120,102,27,12,267,6,271
UCL521016,17,79,97,52,15,262,3,263
UCL521017,9,67,106,25,11,220,5,227
UCL521018,5,60,95,34,14,208,0,207
UCL521019,17,118,88,24,25,287,13,295
UCL521020,4,53,96,67,42,267,6,271
UCL521021,9,79,134,50,27,309,8,319
UCL521022,6,67,111,25,19,232,10,239
UCL521023,9,57,71,31,28,196,6,197
UCL521024,188,146,66,13,15,432,33,460
UCL521025,16,154,115,27,15,322,9,328
UCL521026,4,50,119,56,42,267,5,277
UCL521027,7,82,70,34,18,221,3,219
UCL521028,28,104,99,47,32,313,9,321
UCL521029,34,124,120,38,32,349,13,362
UCL521030,11,113,99,44,24,291,9,296
UCL521031,28,59,47,23,9,157,16,170
UCL521032,33,82,53,18,9,197,17,211
UCL521033,6,47,41,15,14,122,0,123
UCL521034,3,42,94,58,67,261,5,265
UCL521035,13,86,85,22,17,225,0,223
UCL521036,22,99,59,15,15,211,28,239
UCL521037,14,155,138,43,31,386,11,394
UCL521038,8,92,113,49,29,287,19,309
UCL521039,5,85,131,65,19,301,7,303
UCL521040,12,78,100,38,17,246,9,254
UCL521041,4,28,8,3,0,46,0,51
UCL521042,20,97,82,28,10,242,3,242
UCL521043,0,54,102,25,10,194,3,188
UCL521044,21,122,109,36,22,311,7,315
UCL521045,7,77,68,28,14,196,3,200
UCL521046,41,56,62,23,13,199,5,202
UCL521047,16,91,83,24,16,223,11,232
UCL521048,28,165,125,35,33,388,30,418
UCL521049,84,28,10,4,0,129,5,129
UCL521050,11,115,121,46,8,303,3,307
UCL521051,10,113,107,54,42,319,12,329
UCL521052,51,85,61,16,6,213,8,226
UCL522001,61,28,4,0,0,100,0,100
UCL522002,0,64,43,14,3,132,5,134
UCL522003,20,45,18,11,0,94,7,95
UCL522004,45,17,0,4,0,72,0,72
UCL522005,30,37,12,8,3,87,14,96
UCL522006,0,23,55,43,25,145,0,142
UCL522007,0,31,43,15,7,98,0,94
UCL522008,0,28,31,9,12,86,0,83
UCL522009,0,16,48,38,16,120,0,123
UCL522010,0,14,45,20,24,108,0,108
UCL522011,4,45,57,15,3,126,3,132
UCL522012,3,57,89,32,12,190,7,195
UCL522013,0,24,65,29,29,148,0,154
UCL522014,0,8,26,12,19,70,3,74
UCL522015,6,35,13,0,7,63,0,64
UCL522016,4,49,32,16,12,106,0,107
UCL522017,5,41,51,29,23,151,0,151
UCL522018,0,20,23,11,3,53,12,70
UCL522019,3,31,32,6,4,77,0,74
UCL522020,18,35,17,5,0,73,0,73
UCL522021,5,57,66,20,9,152,3,162
UCL522022,3,37,39,3,9,97,6,100
UCL522023,8,48,44,21,12,128,0,133
UCL522024,4,48,44,16,0,116,0,118
UCL522025,6,79,65,26,10,189,9,200
UCL522026,5,55,51,25,5,144,0,145
UCL522027,8,55,56,25,11,154,0,158
UCL522028,0,26,30,6,3,62,0,62
UCL522029,3,50,45,25,15,133,0,141
UCL522030,4,32,32,16,9,93,0,94
UCL522031,28,23,7,0,0,58,0,58
UCL522032,59,18,6,0,0,83,0,85
UCL522033,5,79,79,21,12,196,8,200
UCL522034,16,13,0,0,0,33,0,33
UCL522035,3,35,37,10,3,92,9,96
UCL522036,5,45,32,11,5,98,4,99
UCL522037,4,39,47,16,7,116,0,110
UCL522038,8,62,81,18,6,181,4,185
UCL522039,15,53,27,10,4,118,6,120
UCL522040,0,30,42,22,8,104,0,103
UCL522041,0,40,43,28,12,124,0,123
UCL522042,9,47,33,6,0,98,0,99
UCL522043,55,32,8,0,5,94,4,101
UCL522044,5,28,13,3,3,50,4,61
UCL522045,29,16,3,0,0,53,0,55
UCL522046,7,28,37,12,6,90,4,96
UCL522047,8,57,55,16,6,144,3,143
UCL522048,5,41,47,17,11,115,6,123
UCL522049,8,48,24,19,8,106,3,107
UCL522050,4,58,66,16,5,154,0,159
UCL522051,0,13,30,24,16,84,3,89
UCL522052,8,15,4,3,0,34,3,35
UCL522053,23,12,3,0,0,37,5,37
UCL522054,4,22,20,5,9,59,6,63
UCL522055,0,23,43,9,7,90,4,93
UCL522056,6,49,44,20,11,122,5,126
UCL522057,46,3,5,0,0,52,3,61
UCL522058,6,41,23,20,3,93,9,104
UCL522059,6,54,43,9,8,122,4,122
UCL522060,3,8,0,0,0,14,0,16
UCL522061,4,79,58,12,3,157,3,161
UCL522062,42,15,0,0,0,55,0,59
UCL522063,16,13,3,0,0,37,0,41
UCL522064,33,29,11,9,6,76,14,94
UCL522065,6,28,47,6,7,89,0,89
UCL522066,8,51,61,21,6,150,9,156
UCL522067,10,27,12,0,4,49,4,55
UCL522068,0,30,64,23,28,152,5,150
UCL522069,8,68,49,14,0,139,0,141
UCL522070,0,43,57,24,8,132,9,139
UCL522071,56,25,6,0,0,84,10,96
UCL531001,1033,9396,18252,10777,10312,49766,972,50741
UCL579997,0,0,0,0,0,3,0,3
UCL599994,0,0,0,0,0,0,0,0
UCL603001,6090,29360,26218,8990,5044,75699,985,76686
UCL611001,2433,12400,11030,3862,2035,31756,613,32366
UCL612001,701,3484,2783,909,451,8328,136,8458
UCL612002,806,3936,3445,1205,658,10047,164,10203
UCL613001,327,2028,1882,634,365,5238,91,5328
UCL614001,36,581,780,348,227,1977,17,1993
UCL614002,199,869,808,308,191,2373,38,2414
UCL614003,221,959,748,260,129,2323,35,2359
UCL615001,21,162,139,66,49,436,31,471
UCL615002,18,228,202,73,38,559,4,568
UCL615003,19,206,222,76,40,559,13,570
UCL615004,45,182,136,29,24,419,16,429
UCL615005,62,458,344,133,85,1081,20,1104
UCL615006,9,166,182,59,40,454,6,460
UCL615007,15,144,172,79,36,445,4,449
UCL615008,168,751,568,212,125,1821,33,1862
UCL615009,35,275,347,153,100,912,9,924
UCL615010,58,338,258,90,60,801,13,819
UCL615011,95,691,644,233,136,1806,39,1834
UCL615012,37,454,626,259,170,1548,12,1562
UCL615013,78,573,545,213,117,1518,20,1542
UCL615014,14,290,381,138,82,904,13,916
UCL615015,34,470,543,187,96,1334,17,1348
UCL615016,62,508,477,203,95,1344,42,1384
UCL615017,33,397,517,202,131,1282,17,1295
UCL615018,32,619,662,196,86,1601,20,1618
UCL615019,15,242,197,73,24,549,7,557
UCL615020,93,347,231,81,34,793,17,808
UCL615021,57,336,273,78,69,809,23,833
UCL615022,38,198,156,76,35,499,6,508
UCL615023,83,485,470,155,66,1266,30,1296
UCL615024,15,167,265,95,68,611,11,619
UCL615025,72,497,456,166,78,1266,16,1287
UCL615026,64,337,210,80,32,725,5,726
UCL615027,24,215,263,118,82,705,9,717
UCL621001,5,35,68,31,25,166,3,171
UCL621002,10,137,138,38,11,340,3,345
UCL621003,4,46,92,42,22,206,4,205
UCL621004,34,130,131,58,15,371,9,375
UCL621005,3,41,72,43,28,187,7,194
UCL621006,0,37,95,41,35,199,0,199
UCL621007,4,35,103,36,24,194,0,194
UCL621008,7,72,86,51,32,255,6,263
UCL621009,18,125,107,26,8,284,5,286
UCL621010,3,84,77,34,21,223,3,228
UCL621011,0,70,86,30,29,214,3,215
UCL621012,4,78,146,42,18,285,0,283
UCL621013,8,109,92,37,19,269,3,278
UCL621014,0,66,91,41,38,245,4,248
UCL621015,10,98,147,62,50,367,0,372
UCL621016,3,40,100,65,43,251,0,251
UCL621017,10,77,79,22,16,207,18,227
UCL621018,20,97,76,32,20,248,6,251
UCL621019,3,98,105,39,32,270,4,276
UCL621020,5,99,127,59,41,334,10,343
UCL621021,3,99,161,64,29,366,9,372
UCL621022,9,120,155,57,32,371,6,379
UCL621023,21,164,94,27,12,320,7,325
UCL621024,14,92,113,34,16,268,9,275
UCL621025,0,87,119,43,22,273,3,273
UCL621026,9,78,92,28,5,216,0,213
UCL621027,8,134,124,48,16,333,3,332
UCL621028,15,101,98,40,15,262,7,270
UCL621029,3,57,116,45,18,244,4,250
UCL621030,13,120,138,21,21,307,3,314
UCL621031,8,108,123,46,24,307,9,315
UCL621032,17,142,96,35,15,303,8,307
UCL622001,0,35,53,19,5,120,0,121
UCL622002,6,50,55,30,24,166,6,169
UCL622003,3,28,49,37,31,145,0,145
UCL622004,0,12,25,9,20,61,0,62
UCL622005,0,27,57,25,12,123,0,126
UCL622006,0,35,44,18,14,112,0,116
UCL622007,0,53,66,37,15,171,3,177
UCL622008,8,40,57,31,17,146,0,153
UCL622009,0,43,62,31,20,156,0,154
UCL622010,5,49,29,18,10,103,4,105
UCL622011,0,20,44,23,17,106,0,103
UCL622012,3,33,52,22,13,134,0,140
UCL622013,0,41,83,35,21,187,3,186
UCL622014,0,42,51,27,22,141,0,140
UCL622015,0,40,71,31,16,166,0,160
UCL622016,3,36,54,17,8,114,3,117
UCL622017,5,24,31,13,7,87,0,90
UCL622018,9,76,43,17,0,154,3,157
UCL622019,0,57,64,31,13,163,0,166
UCL622020,3,36,64,20,23,145,4,146
UCL622021,6,51,48,9,18,139,4,145
UCL622022,0,60,75,25,18,180,6,182
UCL622023,14,96,67,31,23,229,4,239
UCL622024,0,26,58,20,10,122,6,121
UCL622025,8,35,30,12,3,83,0,83
UCL622026,9,41,36,12,7,95,8,102
UCL622027,0,58,53,15,8,140,8,147
UCL631001,520,8325,15265,8261,6536,38912,585,39495
UCL679997,0,0,0,0,0,0,0,0
UCL699994,0,0,0,0,0,0,0,0
UCL703001,2505,14658,16237,5116,2353,40877,855,41727
UCL712001,748,3118,2899,1058,502,8319,202,8519
UCL714001,158,675,639,214,92,1777,119,1897
UCL715001,192,78,21,4,0,299,9,309
UCL715002,122,60,19,4,0,211,9,217
UCL715003,238,91,39,8,6,388,3,394
UCL715004,87,36,15,4,0,140,3,146
UCL715005,78,61,27,0,3,162,4,167
UCL715006,31,300,352,91,40,810,28,840
UCL715007,214,386,203,51,22,879,33,916
UCL715008,211,75,32,9,3,320,11,339
UCL715009,246,83,20,6,0,355,12,362
UCL721001,12,89,85,23,9,213,4,216
UCL721002,94,70,27,0,0,187,6,192
UCL721003,63,73,33,6,9,178,4,184
UCL721004,52,47,8,0,4,115,0,115
UCL721005,68,26,14,0,3,112,3,121
UCL721006,51,52,9,7,0,120,5,119
UCL721007,0,26,76,44,43,184,0,184
UCL721008,3,45,65,34,38,185,11,193
UCL721009,15,135,57,35,6,248,12,262
UCL721010,37,47,19,4,3,113,0,115
UCL721011,35,19,6,0,0,64,4,69
UCL721012,88,35,13,0,0,137,0,137
UCL721013,55,49,9,0,0,121,9,126
UCL721014,66,47,16,0,0,121,0,121
UCL721015,46,22,9,0,0,83,0,88
UCL721016,46,58,35,4,0,134,5,142
UCL721017,49,70,18,6,3,152,12,160
UCL721018,162,183,41,7,7,399,14,412
UCL722001,9,31,24,9,6,79,6,82
UCL722002,45,14,0,4,7,68,7,77
UCL722003,45,18,4,0,0,77,0,75
UCL722004,32,15,3,0,0,53,0,54
UCL722005,34,17,4,0,0,54,0,54
UCL722006,34,7,0,0,0,43,0,46
UCL722007,9,20,8,0,0,43,0,41
UCL722008,14,14,6,0,0,33,3,40
UCL722009,52,24,6,0,0,80,0,80
UCL722010,23,59,27,9,3,131,8,135
UCL722011,16,18,4,0,0,37,0,37
UCL722012,19,20,3,3,0,38,0,38
