UCL_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL303001,5,4,4,15,9,9,21,30,108,0,148,0,3,0,3,3,0,7,10,18,0,28,3,15,0,23,17,3,24,47,66,0,108,0,33,3,37,18,17,33,73,94,0,164,9,70,3,84,27,22,51,132,169,4,306,25,192,12,228,32,41,73,304,302,0,603,81,268,18,367,27,29,57,422,270,5,698,187,294,25,510,20,20,45,554,299,0,856,306,284,34,630,18,15,38,664,276,4,942,363,211,28,602,9,8,25,627,224,0,853,331,138,22,491,11,4,12,500,130,0,633,268,99,18,385,3,7,8,401,93,0,486,435,147,33,612,4,3,11,623,96,0,718,126,43,6,178,0,0,0,175,51,0,230,108,23,15,141,0,6,0,142,16,0,160,38,9,0,42,0,0,0,46,0,0,50,91,13,3,112,0,0,0,112,37,0,148,209,123,24,362,17,14,27,389,185,14,588,8,4
UCL303002,7,3,4,10,0,4,11,15,48,0,67,0,5,0,7,4,0,4,10,17,0,27,4,8,0,8,7,9,11,21,46,0,68,0,19,0,21,14,4,20,43,64,0,106,5,42,7,51,14,17,31,87,173,0,258,14,111,16,140,16,38,57,191,224,0,421,44,176,21,242,14,15,33,270,216,0,491,145,226,20,390,13,20,26,418,266,0,685,228,186,13,424,9,13,19,445,263,3,713,222,153,15,386,8,6,9,396,181,0,577,207,80,12,299,4,6,8,309,102,0,412,156,60,14,228,4,0,4,241,94,0,332,287,69,16,373,0,4,4,377,111,3,490,93,36,4,134,0,0,3,134,33,6,172,53,17,9,70,8,0,8,76,11,0,84,24,10,0,28,0,0,0,28,4,0,38,60,9,4,75,0,5,5,76,20,0,96,101,64,18,186,9,5,15,197,100,10,313,4,9
UCL303003,3,5,3,10,9,8,21,29,88,4,117,0,11,0,11,3,0,6,15,35,0,50,6,12,0,19,6,8,18,34,48,0,86,0,53,0,57,22,21,38,97,102,5,202,14,58,3,72,23,31,53,124,228,6,356,27,176,31,230,42,42,84,314,309,0,621,98,270,20,387,37,33,67,452,318,3,781,225,308,41,570,10,18,29,603,375,0,981,374,273,44,692,12,12,23,711,318,8,1036,406,205,29,635,17,15,32,665,246,0,908,391,138,27,554,9,3,15,565,156,0,723,323,111,15,455,6,0,6,461,112,3,579,489,117,28,642,5,5,14,656,149,0,806,198,45,19,256,0,3,3,261,62,0,325,121,24,0,148,0,0,4,151,24,0,173,39,11,4,56,0,0,0,57,12,0,67,112,19,8,143,0,4,3,148,28,4,179,222,117,26,360,16,13,29,388,143,16,547,11,3
UCL311001,0,0,0,4,0,0,0,3,22,0,27,0,3,0,4,0,0,0,4,4,0,9,0,4,0,10,3,0,7,15,22,0,33,3,7,4,11,7,10,16,22,52,0,77,0,30,3,33,7,17,25,63,109,0,171,11,76,12,105,16,22,41,146,148,0,292,32,101,0,139,17,10,28,163,142,0,313,92,105,19,212,3,4,12,222,186,0,416,125,94,6,231,9,8,18,251,180,0,431,104,78,6,188,0,7,10,198,102,0,296,93,41,6,142,6,0,4,143,58,0,203,71,38,5,115,0,0,0,115,34,0,157,89,37,8,133,0,0,0,139,49,0,193,47,8,0,51,0,0,0,51,15,0,68,18,3,0,21,0,0,0,23,7,0,27,8,0,0,10,0,0,0,9,3,0,12,9,5,0,15,3,0,4,16,12,0,26,46,52,13,105,8,5,8,121,56,5,181,4,0
UCL311002,0,0,0,0,0,3,4,4,26,0,24,0,0,0,5,0,0,0,6,6,0,8,0,8,7,12,0,4,5,17,24,0,41,0,8,0,13,16,4,24,33,53,0,84,3,30,0,34,6,9,16,48,79,0,136,6,68,15,89,18,16,32,116,156,0,277,36,108,20,157,15,18,31,195,147,0,337,71,119,6,192,5,3,12,208,216,3,425,97,104,15,218,3,7,12,233,194,0,418,94,75,8,176,11,0,9,189,100,0,290,85,50,4,141,7,0,9,148,74,0,222,61,36,0,106,0,0,0,105,35,0,141,98,27,4,135,0,0,0,137,38,0,174,24,14,0,38,0,0,0,38,20,0,64,21,3,0,22,0,0,0,26,7,0,34,6,3,0,4,0,0,0,4,0,0,4,16,4,0,22,0,0,4,20,7,0,29,45,39,5,100,3,0,5,100,68,5,172,0,4
UCL311003,0,0,3,5,9,5,14,17,49,0,64,0,4,0,4,8,0,6,8,14,0,17,0,4,0,9,8,4,15,20,22,0,45,4,21,5,24,6,4,11,41,48,0,85,6,34,4,39,8,3,12,51,97,0,147,9,92,11,116,13,19,31,147,159,0,300,33,148,14,186,14,13,25,210,122,0,330,106,104,12,220,8,5,16,233,157,0,397,150,117,17,284,3,9,11,293,115,0,411,167,84,15,263,6,0,7,272,80,0,350,131,68,3,206,0,3,4,211,51,0,257,132,38,10,182,0,0,0,182,39,0,224,226,44,10,291,3,0,5,295,48,0,340,82,19,3,105,0,0,0,105,19,0,124,67,8,4,82,0,0,0,82,10,0,88,17,0,0,18,0,0,0,18,7,0,25,79,12,0,92,0,0,3,95,8,0,108,119,48,19,195,3,6,4,201,69,12,275,0,0
UCL311004,0,0,3,7,0,4,4,7,34,0,42,0,5,0,5,0,0,0,9,8,0,15,4,5,0,10,8,7,15,18,23,0,42,0,9,0,15,7,0,10,24,42,0,67,0,36,5,41,12,15,32,75,102,0,176,10,73,6,94,19,21,37,133,134,0,265,31,92,6,132,12,13,22,161,134,6,289,89,117,15,223,3,8,14,235,197,0,432,125,104,13,238,7,7,12,251,147,3,397,136,82,13,227,4,5,10,240,89,0,331,118,49,9,178,3,0,6,186,59,0,239,96,29,3,133,0,0,3,142,32,0,172,171,53,13,231,4,6,8,243,70,0,312,92,19,5,107,0,0,0,111,33,0,144,48,8,3,61,0,4,5,61,11,0,77,17,0,0,23,0,0,0,23,4,0,27,38,0,5,39,0,0,0,39,7,0,51,75,48,9,129,5,5,5,140,78,9,223,0,4
UCL312001,0,0,0,0,3,0,3,3,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,13,0,10,0,3,0,7,3,0,3,17,26,0,37,0,19,4,29,4,3,8,28,41,0,66,8,25,10,41,4,0,0,44,45,0,86,6,23,0,34,6,0,7,40,75,0,111,19,30,6,53,0,4,4,56,57,0,111,21,8,6,45,0,0,0,40,42,0,86,27,11,3,39,0,0,0,42,18,0,60,23,9,9,42,0,0,0,43,11,0,58,19,6,3,29,0,0,0,28,16,0,44,7,0,0,8,0,0,0,8,5,0,16,12,0,0,9,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,6,13,0,0,0,13,4,0,17,11,5,6,25,0,4,5,32,28,0,64,0,0
UCL312002,0,4,0,3,0,5,5,6,14,0,20,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,6,0,3,4,13,0,21,5,7,0,11,4,0,7,17,22,0,40,4,18,3,23,11,13,24,48,56,0,108,10,37,0,49,20,19,40,88,119,0,210,15,61,7,83,11,14,28,109,109,0,221,39,57,9,106,7,10,21,124,97,0,219,65,39,6,109,6,0,6,115,67,0,185,71,53,6,129,5,3,3,139,50,0,187,55,26,9,85,0,3,3,89,19,0,109,57,13,0,63,3,4,4,70,17,0,82,86,22,3,112,3,0,3,118,22,0,135,27,8,0,35,0,0,0,33,7,0,42,18,6,7,27,0,0,0,27,0,0,27,16,0,0,16,0,0,0,16,5,0,16,25,0,0,29,0,0,0,28,0,0,28,35,14,7,57,3,0,11,66,31,4,97,0,5
UCL312003,0,0,0,0,0,0,0,0,7,0,10,0,0,0,6,0,0,0,6,3,0,6,0,0,0,6,9,4,9,14,7,0,19,0,10,0,10,0,0,3,13,36,0,45,0,17,0,18,12,13,23,41,44,0,78,9,28,3,39,9,6,15,58,85,0,142,12,45,6,56,3,10,9,65,97,0,165,29,44,5,76,5,8,8,81,131,5,214,41,41,4,88,3,0,6,92,102,0,205,36,27,6,60,5,0,5,65,53,0,119,29,23,3,53,0,3,3,54,29,0,85,29,0,0,32,0,0,0,32,19,0,52,32,11,0,49,0,0,4,46,26,0,70,17,8,0,18,0,0,0,21,10,0,27,0,4,0,7,0,0,0,7,3,0,8,0,4,0,4,0,0,0,4,0,0,0,3,0,3,7,0,0,0,7,8,0,11,20,20,4,43,0,0,7,41,43,0,88,0,0
UCL312004,3,0,0,3,3,0,3,3,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,9,0,13,0,0,0,0,0,0,0,6,16,0,19,0,10,6,15,0,5,9,21,31,0,59,4,27,7,31,5,3,9,38,53,0,95,7,37,12,58,0,8,6,69,65,0,132,27,33,3,63,0,6,3,64,56,0,124,57,56,8,115,0,8,4,121,56,0,175,42,34,10,83,0,0,3,88,53,0,138,28,25,7,58,0,0,0,58,15,0,74,25,14,8,44,0,3,0,49,22,0,70,48,27,0,79,0,0,4,80,16,0,101,25,3,3,30,0,0,0,32,7,0,37,6,0,0,6,0,0,0,6,5,0,9,4,4,0,4,0,0,0,4,0,0,4,3,0,0,9,0,0,0,9,0,0,9,24,14,8,43,5,0,9,53,19,0,74,0,0
UCL313001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,5,3,0,7,4,0,0,4,0,0,5,9,8,0,14,0,14,0,20,4,3,5,21,17,0,41,5,21,0,25,4,0,0,26,13,0,42,17,22,7,41,4,0,3,42,14,0,65,31,16,0,43,0,0,6,49,9,0,59,17,16,0,35,3,0,3,37,11,0,48,19,7,0,22,0,0,0,27,10,0,31,23,0,0,20,0,0,0,20,4,0,25,16,0,0,20,0,0,0,20,3,0,27,7,0,0,7,0,0,0,7,4,0,6,8,5,0,7,0,0,0,7,0,0,13,0,0,3,3,0,0,0,3,0,0,5,13,0,0,16,0,0,0,16,0,0,16,5,4,0,18,0,0,0,18,6,0,25,0,0
UCL313002,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,0,8,0,0,5,0,0,0,6,7,10,0,13,5,8,3,18,3,0,8,17,14,0,40,0,17,0,23,0,4,3,22,14,0,35,6,25,0,31,3,0,5,35,20,0,52,20,19,0,39,0,0,0,42,27,0,73,14,16,0,30,0,0,0,36,14,0,46,10,11,0,25,0,0,0,25,9,0,37,14,3,0,18,0,0,0,18,4,0,21,21,6,0,31,0,0,0,30,9,0,38,11,6,0,11,0,0,0,11,6,0,17,5,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,5,0,9,0,0,0,9,0,0,15,6,7,0,11,0,0,0,11,6,0,20,0,0
UCL313003,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,6,0,5,0,0,0,0,3,0,3,0,12,0,10,0,5,0,9,0,3,4,10,12,0,31,6,21,9,33,0,0,4,32,44,0,76,5,28,3,37,3,0,4,43,34,0,69,18,22,0,39,0,6,6,43,29,0,73,25,26,4,53,4,4,7,63,41,0,103,21,20,0,36,0,0,0,36,16,0,55,20,9,3,23,0,0,0,26,13,0,39,14,5,0,23,0,0,0,20,10,0,31,20,12,0,28,0,0,0,31,6,0,42,15,0,0,15,0,0,0,15,0,0,16,3,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,3,0,0,3,5,0,0,4,0,0,0,4,0,0,10,8,9,0,19,0,0,0,15,6,0,23,0,0
UCL313004,0,0,0,3,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,13,0,4,0,3,0,0,0,3,9,0,10,0,5,0,5,0,3,0,10,10,0,17,4,16,3,20,4,3,10,22,14,0,40,11,21,5,35,0,0,0,36,17,0,55,13,19,0,37,0,3,4,38,12,0,52,26,22,5,48,0,0,0,48,16,0,63,26,9,0,39,0,0,0,41,8,0,47,24,4,0,29,0,0,0,29,5,0,29,14,3,0,17,0,0,0,17,0,0,22,43,3,3,48,0,0,0,48,3,0,49,16,3,0,27,0,0,0,27,0,0,24,13,0,3,14,0,0,0,14,0,0,14,6,0,0,5,0,0,0,5,0,0,5,9,0,0,9,0,0,0,9,0,0,9,18,3,0,21,0,0,0,21,0,0,24,0,0
UCL313005,0,0,0,0,0,0,0,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,7,0,4,0,4,0,0,0,6,11,0,15,0,0,3,6,6,5,12,19,17,0,29,4,16,3,22,7,9,10,35,34,0,73,5,23,3,34,4,3,12,44,38,0,82,24,20,4,46,0,0,0,52,24,0,72,16,34,7,61,0,0,0,62,25,0,88,26,19,5,44,0,0,4,50,19,0,77,30,8,8,37,0,0,0,42,6,0,50,21,7,0,29,0,0,0,28,7,0,38,37,9,3,46,0,0,0,46,18,0,61,12,4,0,13,0,0,0,13,0,0,18,15,0,0,15,0,0,0,15,6,0,17,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,4,0,0,4,10,3,5,18,0,0,0,17,13,0,34,0,0
UCL313006,0,0,4,4,0,0,0,4,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,6,8,0,23,0,12,3,10,0,3,8,19,23,0,37,3,9,0,12,3,7,9,18,50,0,74,3,26,9,34,5,4,9,41,70,0,114,5,45,8,57,9,0,8,68,79,0,145,27,59,4,90,5,6,11,98,94,0,194,44,56,7,102,0,0,4,105,80,0,187,26,34,7,63,0,0,0,63,56,0,117,33,24,4,51,0,0,0,51,34,0,88,31,14,0,47,0,0,0,49,19,0,69,42,13,0,54,0,0,0,56,24,0,82,4,5,0,7,0,0,0,7,5,0,17,11,0,0,14,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,14,25,0,39,0,0,0,39,32,4,72,5,3
UCL313007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,11,0,11,0,0,0,11,0,0,12,0,4,0,6,0,0,0,3,10,0,15,4,5,0,14,0,0,0,12,8,0,20,12,15,0,24,0,0,0,24,8,0,30,14,7,0,26,0,0,0,26,8,0,30,15,0,3,23,0,0,0,23,6,0,32,20,3,0,23,0,0,0,23,3,0,24,22,11,5,28,0,0,0,28,3,0,34,4,0,0,4,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,6,0,0,6,5,0,0,7,0,0,0,7,0,0,9,13,0,0,15,0,0,0,15,0,0,15,0,0
UCL313008,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,5,0,5,0,0,0,4,6,0,11,0,5,0,11,0,0,0,11,20,0,25,5,10,0,18,0,4,4,16,38,0,54,0,29,0,32,0,3,4,32,42,0,73,10,27,3,43,0,0,4,45,44,0,85,16,16,5,40,0,0,0,40,19,0,63,9,20,0,32,0,0,0,32,18,0,50,20,9,0,26,0,0,0,26,13,0,41,7,6,0,14,0,0,0,14,3,0,14,19,5,0,28,0,0,0,28,8,0,34,6,0,0,9,0,0,0,9,5,0,11,5,0,0,5,0,0,0,5,0,0,5,4,0,0,4,0,0,0,4,0,0,3,4,0,0,3,0,0,0,3,0,0,10,5,8,3,15,0,0,0,15,7,0,27,0,0
UCL313009,0,0,0,0,0,0,3,7,13,0,17,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,4,0,3,8,16,0,25,0,4,0,3,0,0,4,7,21,0,25,0,5,5,10,8,0,7,19,26,0,44,9,11,0,15,3,6,13,26,52,0,81,9,16,0,22,3,4,3,28,29,0,58,23,13,6,44,3,0,4,45,27,0,72,36,8,4,47,4,0,6,55,30,0,83,44,12,0,57,0,0,4,61,19,0,78,38,11,0,47,0,0,0,47,9,0,58,35,6,3,43,0,0,0,39,9,0,50,65,13,0,80,0,0,0,79,11,0,90,22,3,3,32,0,0,0,31,6,0,37,17,5,0,29,0,0,0,29,6,0,32,5,0,0,5,0,0,0,5,0,0,6,14,0,0,19,0,0,0,19,7,0,24,22,10,9,38,0,0,0,34,32,0,67,3,0
UCL313010,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,3,3,0,8,0,9,0,9,3,0,3,9,14,0,20,4,10,0,12,0,4,4,15,32,0,49,0,22,9,33,3,4,9,41,44,0,91,7,28,3,33,3,6,12,46,33,0,81,23,31,8,65,3,0,3,71,58,0,130,21,22,5,46,3,4,8,54,30,0,86,28,17,8,46,0,0,5,47,25,0,76,27,12,0,39,0,0,0,39,15,0,50,26,0,0,30,0,0,0,30,12,0,37,24,7,0,37,0,0,0,35,12,0,45,7,3,0,12,0,0,0,12,4,0,14,10,4,0,10,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,4,0,8,0,0,0,8,4,0,11,11,7,3,19,0,0,0,26,18,0,46,0,0
UCL313011,0,0,4,4,0,0,3,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,3,5,3,4,9,17,0,23,0,3,4,11,3,4,7,13,41,0,59,3,23,9,36,8,5,15,50,64,0,112,14,33,17,58,3,11,11,75,55,0,125,16,23,10,49,0,3,3,52,46,0,101,46,10,6,74,0,4,4,74,32,0,101,27,12,4,49,0,0,4,54,16,0,69,19,4,8,31,0,0,0,33,8,0,41,19,8,0,25,0,0,0,25,9,0,41,27,4,0,35,0,0,0,35,6,0,44,6,9,0,11,0,0,0,12,0,0,18,8,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,21,10,5,32,0,0,0,36,11,0,43,0,0
UCL313012,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,5,0,4,3,3,0,6,0,3,0,4,4,4,9,10,3,0,13,0,13,0,13,0,0,5,12,14,0,28,5,18,0,24,3,0,6,32,16,0,50,14,35,0,51,0,0,5,51,32,0,88,13,34,6,53,0,0,5,59,29,0,83,35,27,0,62,0,0,0,67,24,0,89,20,17,3,41,0,0,0,41,23,0,63,25,14,4,40,0,0,0,42,13,0,53,29,14,3,49,0,0,0,49,9,0,60,46,12,0,58,0,0,0,56,7,0,63,16,0,0,23,0,0,0,26,7,0,32,21,0,3,23,0,0,0,22,4,0,28,7,4,3,10,0,0,0,10,0,0,14,17,0,0,16,0,0,0,22,0,0,19,27,11,0,40,4,0,3,42,24,0,66,0,0
UCL314001,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,8,0,0,0,0,0,0,0,4,0,0,3,3,3,0,5,0,0,0,10,13,0,22,0,15,0,21,6,4,3,24,19,0,44,3,8,3,12,4,0,4,20,19,0,40,10,23,8,31,0,0,0,31,19,0,55,7,14,0,28,3,0,3,31,22,0,52,10,16,0,28,0,0,0,28,12,0,46,12,12,0,23,0,0,0,22,4,0,26,10,3,0,18,0,0,0,18,3,0,22,19,7,6,25,0,0,0,25,6,0,30,5,8,0,10,0,0,0,10,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,7,6,0,11,0,0,3,13,10,0,28,0,0
UCL314002,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,4,7,0,6,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,11,0,15,0,15,0,13,0,0,3,17,11,0,22,4,7,0,15,0,4,6,15,18,0,33,11,9,0,21,0,3,3,22,17,0,38,12,7,5,31,0,0,0,32,22,0,52,19,6,0,26,0,0,0,26,9,0,40,18,5,0,27,0,0,0,27,6,0,31,9,0,0,12,0,0,0,12,11,0,17,18,6,0,21,0,0,0,24,7,0,32,4,3,0,12,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,19,0,0,0,20,7,0,31,0,0
UCL314003,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,9,0,5,0,5,0,0,0,5,10,0,12,0,0,3,5,0,4,0,10,20,0,34,0,14,0,18,4,6,14,26,37,0,64,0,18,4,23,3,6,3,29,29,0,58,3,23,3,37,0,5,4,38,45,0,90,9,13,7,32,0,0,4,35,43,0,77,16,8,5,24,0,0,0,25,26,0,51,9,3,0,15,0,0,3,26,9,0,34,17,0,0,15,0,0,0,15,3,0,23,15,7,3,23,0,0,0,23,11,0,36,14,6,0,13,0,0,0,13,3,0,15,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,6,0,0,0,4,0,0,0,4,0,0,4,8,10,0,19,0,4,4,25,6,0,31,4,0
