UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL321011,0,0,5,3,0,17,3,14,0,39,0,0,8,3,0,0,5,0,0,13,0,5,16,7,4,0,0,0,0,35,12,15,28,4,4,4,7,16,3,97,20,13,20,12,21,6,18,7,8,120,12,8,13,9,10,0,16,5,4,69,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,42,96,31,40,26,43,38,11,382
UCL321012,0,0,0,0,0,3,0,10,0,7,0,5,4,0,0,3,0,3,0,12,0,0,0,6,0,6,0,3,0,18,0,6,3,3,0,0,4,3,0,20,3,7,0,3,5,4,4,7,0,30,4,3,5,8,0,0,4,6,0,34,4,0,4,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,20,21,16,3,16,21,28,4,141
UCL321013,3,3,0,4,0,7,0,8,0,25,0,0,7,3,0,0,0,0,0,17,0,8,10,0,5,0,4,4,0,33,12,13,10,7,14,9,5,3,0,74,16,19,25,14,5,3,7,16,0,103,8,18,9,5,9,5,4,8,3,69,3,5,0,0,3,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,68,45,36,28,22,42,15,355
UCL321014,0,0,0,4,0,3,0,3,0,10,0,0,10,5,0,3,0,0,0,19,8,7,15,6,14,3,8,3,0,73,9,9,18,8,14,4,6,3,0,66,8,6,11,7,11,3,8,9,0,55,4,8,5,4,3,0,4,3,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,56,31,40,14,36,29,0,265
UCL321015,0,0,5,3,0,12,0,11,0,22,0,6,10,4,9,8,0,6,0,43,3,9,11,11,6,10,3,12,3,82,11,11,5,10,9,6,8,10,0,77,6,4,5,12,9,9,10,19,0,83,9,5,10,12,10,6,10,19,0,86,10,3,5,7,9,4,0,4,3,45,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,43,45,59,61,60,47,33,84,12,447
UCL321016,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,4,0,0,0,8,0,0,7,4,0,7,0,0,0,21,5,0,5,3,6,4,4,5,0,24,3,0,5,0,4,6,8,6,0,32,0,0,3,8,5,0,0,3,0,34,3,5,0,0,0,5,3,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,8,22,25,16,15,17,25,0,140
UCL321017,4,0,3,9,0,9,0,4,0,33,0,0,5,8,8,0,0,0,0,32,5,23,5,8,12,3,3,0,0,64,18,31,7,9,19,3,4,0,0,94,28,31,4,13,15,4,0,0,0,102,19,54,12,15,19,4,0,4,3,131,9,16,3,0,7,0,4,0,0,39,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,84,169,46,65,74,25,12,14,3,492
UCL321018,0,0,4,5,0,3,0,3,0,20,0,0,0,0,0,3,0,4,0,11,7,0,20,3,6,0,6,7,0,63,10,11,21,8,11,0,4,6,0,76,8,8,16,13,10,4,9,8,0,71,9,3,7,7,6,3,5,12,0,50,8,4,0,0,6,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,31,69,37,45,17,36,38,6,309
UCL321019,0,0,3,3,0,8,0,10,0,27,0,0,8,8,6,8,5,0,0,26,5,12,12,7,12,5,9,7,5,78,17,25,36,12,13,11,15,9,4,150,17,22,17,16,14,5,18,10,4,120,7,15,16,5,14,7,17,8,0,88,0,6,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,79,96,55,58,46,65,44,13,501
UCL321020,0,0,3,9,0,16,0,5,0,33,0,0,3,6,4,5,3,3,0,19,3,10,10,9,5,9,3,6,3,54,5,18,10,13,10,4,9,10,0,67,10,13,23,22,13,0,8,8,0,93,7,5,13,12,13,6,8,10,0,86,0,0,4,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,67,67,45,42,28,39,6,372
UCL321021,0,0,0,4,0,8,0,4,0,17,0,0,3,4,0,0,0,0,0,16,0,3,14,7,4,4,4,0,0,47,9,11,11,5,10,5,12,10,0,73,3,4,6,4,9,10,20,7,3,80,7,0,19,3,7,4,18,11,0,70,0,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,64,37,44,30,56,25,6,305
UCL321022,0,0,0,12,0,3,0,10,0,32,5,0,0,9,0,4,0,3,0,24,0,12,4,0,3,3,4,0,0,30,14,20,17,13,7,0,3,3,0,81,20,20,23,15,15,6,3,9,3,104,9,7,9,10,0,3,4,4,0,45,3,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,54,50,61,54,32,19,20,33,5,334
UCL321023,0,0,7,0,0,7,0,6,0,21,3,7,13,0,0,3,0,0,0,32,3,8,13,3,4,0,14,9,0,54,10,4,11,3,6,4,14,12,0,61,14,4,5,0,12,8,19,7,0,78,4,0,3,11,9,13,20,17,0,83,3,0,4,0,0,0,9,7,0,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,39,28,56,21,33,33,67,64,3,353
UCL321024,0,0,0,0,0,4,0,4,0,12,0,0,5,0,9,4,0,0,0,16,6,5,12,10,7,7,3,7,3,46,0,12,11,6,9,3,9,0,0,50,6,10,6,8,7,0,8,8,0,52,0,5,5,0,0,6,15,3,0,37,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,45,25,38,23,31,24,7,229
UCL321025,0,0,0,0,0,3,0,6,0,8,0,0,3,0,0,4,0,0,0,3,0,3,0,4,3,0,0,0,0,15,0,3,4,7,8,0,4,0,0,30,8,3,3,3,8,0,0,7,0,31,3,9,15,7,7,3,3,9,0,63,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,23,22,31,16,16,24,5,165
UCL321026,0,0,4,0,0,5,5,9,0,23,0,0,11,4,0,4,0,0,0,18,5,6,15,5,0,0,7,6,0,42,3,7,7,0,3,8,5,8,0,54,0,14,7,6,3,4,12,5,0,48,0,4,14,8,5,7,15,4,0,48,0,4,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,59,18,23,20,35,28,3,242
UCL321027,0,0,8,6,0,8,0,6,0,28,0,0,3,8,0,6,0,3,0,16,3,6,13,9,4,3,0,10,0,58,15,16,14,11,9,4,7,9,4,90,9,11,16,14,18,8,5,13,0,105,11,9,8,11,10,3,12,7,0,72,4,4,7,0,4,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,70,61,55,29,33,52,4,394
UCL321028,0,0,10,0,0,3,0,11,0,29,5,0,8,7,4,0,8,9,0,33,9,15,22,8,12,0,17,19,4,101,3,10,17,10,11,3,24,15,0,95,10,9,17,3,12,0,15,13,0,78,16,5,15,0,6,3,18,5,0,66,0,0,5,0,4,0,10,9,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,36,94,36,39,20,88,74,11,434
UCL321029,0,0,0,6,3,0,0,4,0,13,0,0,4,4,6,0,0,6,0,12,0,5,6,5,0,0,0,3,0,22,0,5,7,0,7,0,0,0,0,27,5,16,10,10,8,3,6,8,0,73,11,22,14,14,21,14,3,6,0,98,0,9,4,0,6,5,4,5,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,59,36,47,47,22,17,30,7,280
UCL321030,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,5,0,10,0,7,9,0,3,0,0,0,0,20,9,0,4,4,4,0,3,9,0,37,5,9,5,8,6,0,0,14,0,45,3,3,4,3,8,3,3,13,0,44,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,22,19,24,10,20,43,3,172
UCL321031,0,0,0,3,0,9,0,3,0,23,0,5,9,4,3,6,0,3,0,26,6,14,13,7,8,3,3,7,0,64,8,23,14,18,11,10,6,6,5,103,12,25,12,11,9,8,10,11,3,101,11,18,13,17,5,7,6,11,0,90,0,10,0,0,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,89,62,70,38,37,30,44,14,436
UCL321032,3,0,17,12,8,26,4,25,0,80,0,4,18,3,0,9,6,11,0,53,4,20,28,18,13,9,3,7,6,100,36,29,37,27,22,6,8,10,3,170,39,39,34,36,37,21,5,26,10,246,37,32,25,25,27,20,10,27,0,193,3,5,8,4,7,5,0,6,0,48,0,0,0,0,3,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,120,135,164,126,110,93,42,107,19,911
UCL321033,0,0,0,3,0,3,0,3,0,21,0,3,9,5,0,4,6,6,0,27,10,8,20,19,11,3,5,13,3,76,9,16,22,27,15,10,5,13,6,118,16,16,6,22,9,17,11,17,6,119,7,17,11,22,10,7,11,21,0,112,0,5,5,0,6,4,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,62,74,98,45,56,37,70,14,499
UCL321034,0,0,4,3,0,0,3,4,0,13,0,8,7,6,4,5,4,3,0,31,5,17,14,11,4,7,8,6,4,77,16,9,7,13,8,3,9,6,3,66,13,11,0,15,11,6,8,13,6,77,10,14,15,13,8,4,11,15,0,83,10,5,0,3,4,3,5,4,0,39,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,53,57,46,62,38,23,40,52,13,393
UCL321035,0,0,6,10,3,14,0,9,0,41,4,0,5,12,3,8,0,6,5,44,6,14,29,18,13,9,6,24,0,118,18,9,20,18,16,14,18,25,3,146,4,15,19,25,19,15,20,31,3,150,11,13,20,24,14,9,27,23,0,135,6,4,3,4,9,3,4,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,55,102,110,75,71,76,121,12,672
UCL321036,0,3,4,4,5,10,6,3,0,32,0,0,4,6,3,3,0,3,6,33,11,13,30,15,16,11,17,13,5,132,11,13,20,14,15,8,12,12,5,103,12,10,19,24,22,8,17,13,3,124,8,9,12,12,3,10,12,9,0,74,0,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,93,73,66,51,57,63,18,521
UCL321037,0,6,4,0,0,0,0,0,0,18,0,3,7,6,0,0,0,7,0,22,0,0,4,4,3,3,4,14,0,44,9,11,10,12,3,0,8,3,0,57,12,17,5,8,11,13,13,12,3,88,13,9,10,4,0,3,7,10,0,62,0,4,0,0,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,46,55,37,33,30,26,30,56,4,316
UCL321038,0,0,0,5,0,6,0,14,0,29,0,0,7,5,0,0,6,3,0,18,6,16,11,10,4,3,4,0,0,50,4,8,9,7,5,5,10,7,0,52,6,17,6,19,11,0,5,12,0,84,9,24,16,15,6,0,7,11,3,92,0,7,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,66,48,59,31,22,25,53,8,339
UCL321039,0,3,5,3,0,0,3,0,0,16,0,3,5,10,4,4,0,0,0,24,3,3,12,6,3,3,5,0,4,49,5,19,16,5,4,4,0,3,0,57,14,19,19,8,6,4,5,3,0,80,24,28,9,12,11,3,9,12,6,110,10,15,9,6,9,0,4,3,0,53,3,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,69,96,63,58,37,23,17,31,14,408
UCL321040,0,0,0,5,0,9,0,10,0,26,0,0,5,6,0,0,0,0,0,17,11,4,7,9,3,3,0,3,0,30,3,16,13,9,11,6,0,10,0,70,10,20,14,8,18,4,3,3,0,74,6,12,16,7,8,8,3,17,0,81,4,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,61,55,44,33,23,8,46,7,308
UCL321041,0,0,0,5,0,10,0,3,0,16,4,3,3,3,0,5,0,10,4,37,3,7,5,8,5,0,8,16,0,55,4,0,0,5,9,0,5,17,0,46,8,9,7,11,4,0,12,11,0,62,0,0,7,3,7,3,10,13,0,49,4,5,0,0,3,0,6,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,22,25,36,24,28,46,74,7,291
UCL321042,0,0,5,3,0,9,0,11,0,27,0,0,14,9,7,3,0,6,0,35,10,4,11,3,4,5,6,7,0,50,4,5,4,3,7,3,9,12,0,53,6,11,8,4,7,4,10,12,4,70,3,5,11,5,6,3,8,12,0,61,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,52,33,36,22,33,63,8,301
UCL321043,0,0,8,3,0,10,0,10,0,34,0,5,12,4,0,4,5,5,0,37,0,12,5,0,4,0,0,3,0,30,14,17,14,3,9,4,0,0,0,71,14,26,7,10,18,6,3,10,5,107,14,12,19,9,12,4,10,8,3,92,4,0,5,0,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,52,72,77,41,55,36,15,38,16,393
UCL321044,0,0,0,3,0,5,0,8,0,21,0,0,3,8,0,0,0,9,6,28,0,4,10,7,0,9,0,15,0,56,6,10,11,11,6,7,9,15,4,73,6,13,20,16,8,9,17,25,0,112,11,19,14,14,18,10,22,26,7,139,0,3,0,4,9,0,5,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,64,65,42,40,57,92,18,448
UCL321045,0,5,8,10,0,17,0,8,4,53,0,3,5,3,0,3,5,5,0,25,14,21,28,12,16,8,6,6,3,106,19,33,44,11,24,0,7,8,5,167,26,24,17,24,19,4,13,7,5,139,12,21,14,11,8,6,9,6,3,88,0,7,4,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,110,124,79,72,37,47,41,17,592
UCL321046,0,0,3,7,0,10,0,9,0,34,5,0,0,3,0,0,0,0,0,15,0,5,9,0,8,0,0,0,0,26,5,12,8,8,6,4,0,3,0,33,9,38,11,7,9,0,4,3,5,89,5,20,4,8,11,7,5,3,0,63,0,0,0,4,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,73,43,38,27,24,12,24,8,273
UCL321047,0,0,11,0,0,5,4,8,0,24,3,0,9,3,0,8,5,3,0,33,7,9,14,11,8,3,6,8,0,71,5,3,9,13,11,3,8,6,0,48,3,6,15,3,8,0,6,5,0,54,3,9,8,10,10,6,5,16,0,62,0,0,0,0,3,0,4,4,3,14,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,23,32,60,44,44,20,32,55,9,306
UCL321048,0,0,3,0,0,7,0,4,0,9,0,0,6,5,0,0,0,0,0,11,5,7,6,4,0,0,0,5,0,30,0,0,4,0,7,6,3,4,3,29,5,0,7,7,0,3,0,8,0,24,7,7,3,9,0,7,0,4,0,29,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,31,23,11,16,7,23,3,144
UCL321049,0,0,0,0,0,4,0,3,0,11,0,8,6,0,5,5,0,3,0,23,4,14,21,10,7,5,0,10,0,61,4,10,7,8,6,3,3,11,0,40,5,9,7,6,7,9,11,0,0,49,3,12,11,9,12,0,8,3,0,52,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,50,27,38,25,23,24,0,250
UCL321050,0,0,0,0,3,5,0,5,0,20,0,3,8,7,3,9,0,7,0,33,4,7,15,15,8,7,10,18,3,83,9,3,5,5,7,0,10,12,0,54,9,14,7,4,9,6,17,12,0,76,9,4,5,14,7,4,12,7,0,62,0,0,0,0,4,0,7,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,32,46,44,39,27,47,57,7,335
UCL321051,0,0,0,0,0,4,0,0,0,15,0,0,3,4,0,0,0,4,0,12,3,9,6,4,5,5,0,5,4,43,6,6,7,6,5,3,0,3,0,36,3,10,9,12,5,7,8,18,0,63,3,14,0,20,3,5,12,21,4,85,5,4,0,5,3,3,3,5,0,33,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,23,44,29,57,24,29,32,53,10,286
UCL321052,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,10,0,28,0,14,3,19,5,3,13,4,0,67,5,9,5,8,0,5,6,0,3,37,5,3,5,15,5,5,6,0,0,41,0,4,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,17,54,16,10,29,20,13,201
UCL321053,0,0,0,3,0,0,0,8,3,11,0,6,0,4,3,3,0,3,4,30,3,18,3,7,13,4,0,8,0,69,7,7,3,0,13,0,3,3,0,48,7,5,4,4,6,3,0,7,4,44,6,3,3,0,0,0,0,3,0,31,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,18,26,41,14,14,33,12,243
UCL321054,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,8,6,3,4,9,0,3,0,10,0,33,3,10,6,7,0,3,0,4,0,33,5,12,7,9,5,0,4,6,3,50,17,12,15,10,12,11,4,9,0,89,5,0,3,0,6,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,36,42,19,34,13,25,6,254
UCL321055,0,0,9,3,0,6,0,4,0,26,0,4,7,4,3,0,4,7,4,42,4,19,18,21,9,5,6,12,4,105,17,9,11,4,10,6,4,6,0,71,12,14,11,13,8,5,5,13,3,89,12,9,4,11,11,6,18,16,0,79,12,0,3,7,4,3,3,7,0,36,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,63,59,63,51,35,53,68,17,449
UCL321056,0,0,8,0,0,3,0,8,0,16,0,0,0,5,0,0,0,7,0,8,5,10,4,9,3,0,3,14,0,51,4,3,9,10,3,3,0,12,0,49,6,4,7,5,7,6,12,18,0,54,10,6,0,6,8,6,11,21,0,69,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,28,36,24,21,32,83,5,265
UCL321057,0,0,0,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,11,0,3,5,4,0,0,9,3,3,28,4,5,7,5,0,0,0,5,0,26,3,0,3,11,8,0,9,10,0,44,0,5,7,11,7,0,13,9,0,54,6,0,5,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,13,32,37,18,10,32,26,4,191
UCL321058,3,0,8,3,0,16,0,9,0,40,5,0,3,6,5,6,8,5,0,32,10,7,10,5,9,3,7,19,4,77,11,22,20,11,6,6,10,15,0,96,11,3,18,10,6,3,6,15,5,85,7,8,4,12,9,4,8,12,0,68,4,8,3,0,4,0,5,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,45,66,52,40,31,43,75,3,410
UCL321059,0,0,11,10,0,12,0,11,0,49,0,4,13,13,7,0,0,0,0,47,11,19,13,8,7,5,7,7,0,75,17,37,12,13,14,3,5,5,0,111,30,52,16,13,23,10,7,11,0,167,30,19,11,6,16,13,11,3,0,113,4,7,3,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,93,142,81,62,73,48,34,46,9,584
UCL321060,0,0,0,5,0,10,0,0,0,15,0,7,9,0,0,5,4,15,0,28,0,0,6,0,3,4,4,4,0,20,5,10,0,7,0,7,0,11,0,35,6,8,4,4,7,8,6,15,0,54,10,10,0,6,3,5,9,7,0,59,4,4,0,0,0,0,0,5,0,16,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,27,23,27,18,39,25,55,0,243
UCL321061,0,0,0,0,0,4,0,4,0,6,0,5,0,6,4,0,0,0,0,13,0,3,3,0,7,6,4,4,0,27,3,3,6,6,3,3,3,8,0,37,10,7,14,4,4,4,6,7,0,60,9,4,7,5,11,6,6,7,0,58,4,3,5,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,37,19,26,18,25,32,7,221
UCL321062,0,0,0,5,0,5,0,0,0,6,0,0,3,3,3,0,0,0,4,22,4,12,3,15,6,0,0,6,0,46,0,3,8,5,5,0,3,7,3,34,6,5,5,12,0,0,3,4,4,44,0,4,6,3,3,0,0,0,0,29,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,26,46,20,7,6,18,14,187
UCL321063,0,0,7,8,0,9,0,6,0,33,0,3,5,9,3,3,3,5,0,40,3,5,14,0,3,0,5,5,5,41,14,24,13,8,7,6,6,0,0,80,12,22,18,15,27,0,4,11,0,120,12,23,21,11,16,10,7,5,4,110,3,6,5,0,8,3,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,82,81,58,68,33,21,33,20,449
UCL321064,0,0,5,0,0,0,0,8,0,18,0,5,4,0,0,0,3,0,0,18,9,10,0,0,0,4,0,5,0,28,3,0,0,0,0,0,4,8,0,16,10,6,8,7,11,5,5,3,0,54,13,12,8,6,4,10,9,9,0,76,9,0,3,0,0,4,0,7,0,27,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,31,38,16,16,23,22,43,5,235
UCL321065,3,0,8,6,0,11,0,11,0,37,0,4,5,4,0,0,0,3,0,29,11,9,17,7,7,4,6,8,0,68,11,14,16,9,14,3,12,15,0,94,18,17,11,17,18,11,14,20,3,121,8,20,11,14,17,6,23,13,0,120,4,4,3,3,3,6,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,63,77,64,57,49,60,73,8,495
UCL321066,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,15,7,0,0,0,0,0,3,3,0,27,4,5,3,7,10,4,12,3,0,51,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,12,15,15,10,13,16,0,117
UCL321067,0,0,0,0,0,0,4,0,3,9,0,0,0,4,0,0,5,5,0,12,0,8,6,9,3,0,9,8,3,48,0,8,5,3,0,0,5,3,0,28,0,3,4,6,0,0,5,7,0,28,5,3,7,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,29,27,28,16,4,17,21,18,157
UCL321068,0,0,4,3,0,3,0,0,5,13,0,0,9,6,0,0,0,5,0,16,10,18,8,13,9,3,0,11,0,83,12,30,23,14,13,11,0,14,3,118,14,19,21,10,13,6,8,5,3,95,11,12,15,6,7,8,6,4,0,82,5,3,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53,96,78,49,44,39,18,37,10,427
UCL321069,0,0,3,7,0,0,0,7,0,22,0,0,3,7,5,6,0,7,4,21,0,9,6,6,5,0,4,6,0,38,12,12,9,3,7,0,0,10,3,54,11,14,11,17,11,4,4,5,3,74,18,21,9,9,10,3,8,10,5,95,0,13,0,0,0,6,0,3,0,33,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,70,48,50,36,16,20,48,14,336
UCL321070,0,0,3,0,0,5,0,3,0,14,0,7,5,0,3,0,0,8,0,26,8,8,18,4,7,4,0,3,0,59,8,22,15,10,16,3,8,3,4,90,4,6,13,9,6,4,9,15,4,68,12,9,10,7,9,0,7,4,0,59,0,0,3,0,5,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,58,70,39,41,20,27,41,10,339
UCL321071,0,0,6,0,0,8,0,3,0,25,0,3,7,0,0,4,0,0,0,21,10,5,12,7,11,0,4,6,0,49,3,6,7,4,10,0,9,6,0,51,6,18,15,11,12,5,0,10,0,83,6,8,8,8,7,6,11,7,0,65,0,0,3,3,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,65,34,41,29,33,34,4,315
