UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL315059,0,0,9,19,0,31,0,14,0,76,0,3,7,9,10,12,0,10,0,57,18,32,18,5,14,11,8,3,4,114,30,65,31,19,21,10,3,11,3,189,41,55,22,23,32,13,3,13,3,202,11,20,3,8,16,8,4,11,0,86,0,3,0,0,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,177,95,88,103,91,21,60,9,736
UCL315060,0,0,13,15,5,32,3,16,5,84,0,9,30,13,10,6,4,8,0,80,25,63,63,29,43,21,19,20,6,299,33,75,74,37,43,20,24,16,9,325,38,40,34,34,25,14,27,18,4,229,13,30,15,18,39,15,18,14,0,164,5,5,0,0,3,0,0,5,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,116,220,229,145,169,111,100,97,18,1217
UCL315061,0,0,6,3,0,9,0,0,0,22,0,14,6,11,10,0,6,22,0,75,20,50,51,8,16,3,37,17,6,207,23,28,42,8,21,4,61,12,0,200,16,7,21,10,14,7,70,13,0,164,17,0,20,0,13,0,34,9,3,105,0,5,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,107,148,43,75,34,218,83,9,780
UCL315062,0,0,16,7,5,4,4,13,0,42,4,7,10,5,8,0,6,13,3,58,7,19,27,10,13,9,13,27,0,138,5,12,18,14,7,9,10,16,0,94,15,12,13,12,14,10,19,16,0,120,8,6,6,12,11,4,14,7,5,80,0,3,9,7,0,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61,105,62,53,42,69,110,14,554
UCL315063,0,0,4,4,0,19,0,11,4,48,4,8,4,4,0,6,4,10,0,33,33,6,24,7,11,15,9,33,0,122,20,12,22,14,19,5,11,19,3,121,14,6,19,14,7,4,20,32,3,123,14,9,13,12,12,7,26,14,0,105,3,0,5,0,3,0,0,9,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,84,40,85,57,47,53,68,130,16,583
UCL315064,0,0,4,3,4,6,0,11,0,29,0,8,23,5,3,4,6,3,0,55,10,28,38,8,13,11,23,19,0,154,9,29,23,13,20,0,28,9,3,138,10,20,20,12,11,6,30,7,0,122,5,9,7,9,6,0,18,9,0,71,4,0,4,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,94,131,61,53,35,120,60,9,588
UCL315065,0,0,4,7,0,8,0,3,0,27,0,10,4,9,3,10,0,0,4,35,6,6,15,8,3,0,3,10,3,56,6,11,3,7,4,7,8,3,5,56,9,7,12,14,7,7,7,8,0,72,9,10,12,5,11,3,7,11,4,85,8,0,3,0,0,0,3,5,3,31,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,43,49,47,48,36,33,37,57,15,366
UCL315066,0,3,19,30,3,29,5,26,0,120,6,14,24,23,8,20,4,20,4,117,29,67,57,17,43,18,14,26,0,267,39,94,65,40,45,16,21,17,6,344,43,82,67,41,44,21,22,22,3,346,31,46,41,34,41,21,24,31,3,259,5,23,10,6,7,7,0,7,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,319,285,193,192,124,90,148,20,1529
UCL315067,0,0,0,5,0,20,4,16,0,49,3,5,10,8,0,11,0,8,0,45,4,16,10,20,13,13,10,15,0,99,12,24,12,20,9,9,11,20,5,120,25,39,24,27,29,9,13,33,3,202,14,33,21,26,28,19,22,23,4,179,7,5,9,5,3,0,5,3,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,115,78,105,77,83,69,122,17,738
UCL315068,0,0,8,3,4,14,0,12,0,42,4,0,10,4,3,4,0,7,0,35,6,10,31,23,15,10,5,16,0,116,11,16,26,23,12,13,10,15,0,127,16,29,32,24,15,11,10,17,8,161,15,15,16,26,11,18,15,27,3,138,6,0,4,6,7,5,7,6,0,44,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,50,78,129,103,71,70,51,105,17,669
UCL315069,0,0,3,5,0,15,0,9,0,30,0,0,11,8,0,5,3,6,0,44,6,8,19,20,9,7,8,10,0,82,8,7,15,16,16,9,13,20,6,102,8,14,12,31,10,3,21,20,3,129,8,20,19,21,13,7,28,40,6,156,7,9,3,10,7,0,5,6,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,62,80,112,57,52,81,109,11,598
UCL315070,0,0,5,11,4,11,4,5,0,41,0,19,16,10,8,8,17,13,3,97,5,37,42,10,17,4,35,15,0,173,7,17,30,17,19,10,46,16,8,164,10,11,19,4,14,6,35,14,4,123,11,6,13,4,8,12,42,18,0,119,5,0,3,3,5,0,13,6,4,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,92,140,55,70,57,185,87,19,752
UCL315071,0,0,3,5,0,17,0,8,0,37,0,5,7,0,7,4,6,7,4,32,7,10,10,14,12,9,12,6,0,83,20,25,35,9,13,12,10,10,3,131,6,25,11,14,16,7,14,10,4,119,16,18,7,10,5,0,20,8,0,90,3,4,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,83,81,52,60,49,51,53,17,501
UCL315072,0,0,3,5,0,0,0,13,0,24,4,0,6,4,0,4,0,37,0,55,15,9,6,3,4,3,4,105,6,167,12,12,0,8,9,0,8,31,0,75,6,9,8,13,5,0,11,23,4,85,6,6,6,14,8,3,8,23,0,69,6,0,5,5,0,0,6,13,0,37,4,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,58,33,41,42,29,23,31,243,19,522
UCL315073,0,0,9,8,0,9,0,11,0,36,0,5,12,16,6,3,0,20,0,66,14,20,23,28,10,9,9,16,5,120,10,9,10,23,7,5,7,15,0,91,22,26,17,33,12,3,14,17,4,144,3,16,13,20,12,6,12,26,0,116,9,6,0,6,3,0,5,3,4,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,88,82,135,54,38,47,100,10,615
UCL315074,0,0,8,3,8,31,0,19,0,76,3,7,12,11,10,7,4,14,0,65,13,30,34,24,5,16,10,27,0,164,11,47,16,26,23,17,16,32,0,181,18,19,24,32,27,16,24,39,0,205,17,27,26,22,19,14,16,31,8,183,11,3,7,6,0,7,10,8,3,60,3,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,73,137,130,130,88,107,83,181,17,956
UCL315075,0,0,0,0,0,7,0,0,0,12,0,5,0,5,3,0,0,0,0,12,5,8,14,17,7,6,0,7,0,62,12,23,14,8,12,11,3,10,0,88,17,27,15,8,9,4,0,7,4,104,32,37,11,12,11,18,10,12,0,145,16,9,13,6,3,8,0,5,0,58,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,88,106,68,59,44,55,17,50,6,488
UCL315076,6,0,22,23,3,36,5,35,4,136,3,5,41,28,9,12,10,49,3,162,15,26,60,39,26,22,25,89,5,305,19,26,47,52,37,15,43,99,5,347,37,28,53,58,34,25,45,110,0,394,34,27,33,39,34,8,53,63,3,296,4,5,8,8,4,6,15,16,0,65,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,121,122,272,242,152,122,191,457,30,1711
UCL315077,0,0,0,8,0,0,0,0,0,17,0,3,3,14,4,0,0,0,3,31,0,14,3,39,4,0,3,8,5,84,5,12,5,24,10,4,4,8,0,72,4,13,3,14,4,0,3,8,7,63,7,10,4,19,8,0,0,0,5,57,0,5,0,4,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,25,130,37,13,14,30,18,339
UCL315078,3,0,10,13,8,21,9,28,0,95,5,12,42,21,12,6,3,12,0,111,17,33,54,22,29,16,17,36,0,228,33,31,47,27,25,13,21,48,10,251,42,29,33,30,44,10,27,39,4,252,12,24,31,25,21,11,27,29,6,181,10,3,11,4,9,7,13,11,5,71,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,3,123,133,223,134,143,84,125,210,29,1203
UCL315079,5,0,3,8,0,9,0,11,0,34,5,0,18,5,6,5,6,11,0,50,4,21,31,8,9,4,8,13,0,100,24,31,26,26,13,10,4,18,4,155,25,49,34,32,18,14,17,12,0,201,28,26,24,27,21,8,8,25,0,175,10,5,3,4,4,3,5,8,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,131,140,108,71,60,42,93,8,754
UCL315080,0,0,15,21,0,15,0,23,4,80,5,13,29,48,8,10,0,34,3,142,71,57,116,184,50,24,15,128,9,644,85,72,86,94,43,38,12,45,6,482,64,57,60,65,53,60,14,70,7,442,80,50,54,32,41,65,17,71,11,425,29,34,8,12,17,23,14,21,0,164,4,4,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,347,288,368,460,211,243,70,383,43,2416
UCL315081,7,0,17,12,3,32,4,24,4,105,4,9,34,26,7,11,14,19,0,119,16,41,57,25,23,27,31,32,3,241,41,43,53,37,26,22,33,40,7,300,40,44,58,41,28,33,33,44,3,330,37,25,34,28,28,31,40,51,4,276,10,13,3,12,7,7,14,13,0,72,5,0,0,0,3,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,150,169,262,177,128,168,165,221,24,1471
UCL315082,0,0,0,10,0,9,0,3,0,17,0,0,8,7,0,0,0,11,0,30,6,7,14,16,4,0,0,3,3,54,19,13,14,15,3,8,0,5,3,81,17,18,24,10,13,12,6,14,4,116,29,25,15,5,11,12,9,25,0,135,8,7,3,0,3,0,4,6,0,36,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,87,71,68,57,33,46,27,68,11,473
UCL315083,0,0,11,10,3,18,0,10,0,54,0,6,7,9,0,10,5,3,0,42,7,20,21,8,13,0,3,9,0,80,12,23,21,10,19,4,19,4,0,110,22,28,30,14,34,10,9,10,3,145,21,19,30,23,25,7,19,9,5,147,0,4,5,0,0,0,4,5,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,64,100,120,74,93,52,50,46,8,603
UCL315084,0,0,6,0,3,10,0,14,0,31,3,6,8,11,8,10,0,12,3,53,6,18,20,21,8,10,10,10,7,108,10,16,20,23,22,4,8,20,0,137,9,27,18,34,24,14,21,20,5,178,22,42,26,32,18,19,26,31,0,220,10,9,9,3,11,3,4,4,3,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,62,111,110,136,88,78,76,107,18,786
UCL315085,4,3,7,10,3,28,0,19,0,71,3,6,36,29,15,17,11,16,3,137,16,29,37,51,23,10,21,29,3,212,16,25,41,40,33,17,23,20,3,225,20,21,25,36,31,11,34,38,3,222,17,26,28,25,37,18,21,35,3,205,4,10,4,7,10,0,5,3,0,37,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,67,117,182,198,147,95,128,162,16,1118
UCL315086,0,0,4,3,0,8,0,10,4,33,0,5,8,4,3,8,0,0,0,33,4,5,12,15,0,13,6,7,0,67,4,16,16,21,15,13,9,15,3,107,24,21,44,41,20,16,27,38,7,239,29,42,33,55,25,21,29,46,5,288,14,12,8,6,16,10,10,13,0,87,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,75,100,133,144,78,94,85,130,25,867
UCL315087,0,0,19,22,3,39,5,17,0,107,0,26,16,25,15,21,0,20,0,115,10,41,15,13,20,6,10,4,0,121,59,101,26,18,28,9,4,10,0,252,86,149,38,41,66,11,6,8,5,414,64,98,27,13,57,22,8,7,5,304,9,28,6,7,13,3,0,4,4,73,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,241,439,145,140,205,104,32,66,18,1389
UCL315088,3,0,15,17,4,27,4,23,3,96,0,4,32,15,9,16,16,33,3,142,12,25,50,21,19,25,32,47,4,242,18,32,58,34,30,11,62,38,12,298,16,24,46,26,25,23,68,38,9,282,22,15,26,36,19,3,65,46,5,239,3,4,5,0,3,6,13,6,3,52,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,72,106,244,157,113,113,259,244,45,1354
UCL315089,0,0,18,7,5,25,9,10,0,67,0,21,16,16,7,7,12,20,4,100,12,59,49,32,26,13,13,29,8,248,24,22,25,22,28,16,17,23,6,184,40,32,21,21,24,22,22,32,6,219,29,28,23,17,28,15,26,32,0,190,16,9,11,4,12,6,3,13,0,65,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,134,174,159,118,121,102,102,162,21,1091
UCL315090,0,0,28,34,0,39,0,30,4,139,4,10,22,16,3,15,8,26,7,109,26,57,45,33,33,25,17,91,8,331,43,48,45,42,41,26,22,59,7,336,57,63,29,51,55,33,27,56,4,378,48,47,29,59,45,26,31,56,11,346,24,20,9,18,20,15,14,19,0,137,0,3,0,0,3,6,3,0,6,21,0,0,0,0,0,0,0,0,0,0,218,256,217,247,204,176,115,338,34,1800
UCL315091,0,0,10,0,3,20,0,12,0,53,4,21,13,23,17,16,0,17,5,112,26,79,38,49,43,10,6,25,12,289,42,69,40,60,46,7,4,17,3,292,34,54,27,36,41,9,6,22,4,238,32,58,21,22,19,3,10,20,3,190,6,17,4,10,3,7,8,6,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,143,295,149,206,185,70,36,125,30,1243
UCL315092,0,0,0,7,0,10,0,4,3,27,0,0,8,3,0,6,0,11,0,25,8,6,10,10,4,4,5,9,3,55,9,8,14,10,0,8,0,20,5,62,13,17,17,16,7,4,5,27,9,104,22,23,18,15,34,11,12,23,5,162,11,11,6,9,9,10,0,3,8,64,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,63,61,72,58,53,58,20,93,28,505
UCL315093,0,0,0,0,0,7,0,3,0,15,0,0,5,0,0,0,0,7,0,19,5,7,6,9,6,5,4,12,0,39,3,9,12,13,5,5,0,3,3,51,14,9,13,15,9,8,6,9,7,73,11,8,9,9,8,9,8,6,4,64,0,6,0,4,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,43,46,24,26,31,41,14,283
UCL315094,0,0,0,12,0,13,0,9,0,43,0,3,8,6,5,9,3,11,0,43,7,13,17,21,3,6,9,11,4,99,18,37,18,21,17,8,13,18,5,150,22,42,11,23,21,16,18,22,0,179,17,24,25,35,21,15,10,22,0,167,10,7,8,7,4,4,5,5,0,43,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,67,131,88,132,77,77,55,103,8,738
UCL315095,5,0,5,6,5,22,3,13,4,71,4,11,17,7,5,7,7,45,0,101,27,24,23,23,12,9,19,120,3,254,23,16,11,19,15,6,17,68,5,179,30,10,16,25,14,13,21,59,3,184,22,9,17,19,15,3,19,41,5,158,10,8,11,0,5,7,4,14,0,54,0,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,125,76,92,97,65,76,88,365,21,1010
UCL315096,0,5,33,19,9,38,5,22,0,132,5,15,65,20,27,12,12,17,3,178,37,56,133,29,60,27,49,21,8,421,42,45,100,31,39,20,40,31,9,352,36,38,59,31,69,26,64,27,8,353,19,38,44,31,42,24,65,24,4,298,6,6,6,9,10,7,10,11,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,148,203,434,160,255,161,248,150,29,1787
UCL315097,4,0,8,5,0,24,0,9,0,63,5,3,25,17,10,18,12,15,3,102,24,36,45,25,35,13,20,30,3,229,20,38,33,33,26,6,17,17,3,179,28,16,22,29,35,16,23,18,9,194,14,12,21,12,22,4,15,19,0,130,3,4,0,3,10,0,6,0,3,34,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,86,108,157,133,135,82,94,117,23,933
UCL315098,0,5,30,22,4,38,10,18,3,130,3,27,64,26,14,8,60,17,8,228,27,126,172,58,51,14,119,32,12,615,57,86,112,52,54,11,95,17,8,502,50,70,94,24,58,14,118,23,21,474,31,34,65,24,20,10,62,29,6,274,5,3,6,7,3,0,8,6,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,349,551,209,205,97,473,151,64,2273
UCL315099,3,9,42,25,3,76,3,51,0,216,5,17,42,39,18,22,0,22,5,162,48,98,81,52,54,24,29,37,6,423,68,109,93,54,85,30,41,33,7,527,58,73,77,50,93,29,38,41,8,467,34,37,42,27,40,10,35,27,0,259,6,6,0,3,3,7,3,7,0,48,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,225,348,373,249,305,207,159,221,28,2114
UCL315100,0,0,13,6,0,13,5,11,0,52,3,0,12,9,8,3,5,6,0,47,6,13,20,13,14,6,16,13,0,97,19,32,22,13,24,7,13,6,0,131,15,15,21,23,18,10,16,5,0,122,11,9,19,8,19,7,10,13,0,96,0,3,0,0,4,0,5,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,72,104,75,81,56,64,59,0,560
UCL315101,0,0,11,12,3,18,0,18,6,64,3,5,6,8,5,10,5,11,5,51,18,34,41,11,22,14,11,12,3,172,24,53,57,33,30,17,24,14,6,253,36,28,30,22,33,18,15,25,5,204,26,20,37,21,26,10,17,22,0,187,5,6,0,9,7,0,3,4,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,122,150,188,108,132,84,69,99,20,969
UCL315102,0,0,8,3,0,20,0,9,0,31,5,8,11,8,0,3,3,12,0,48,3,17,24,25,8,7,11,21,4,114,9,20,12,10,12,11,8,14,0,101,16,20,12,21,13,0,17,27,6,127,16,21,11,18,10,7,14,32,3,130,4,7,0,3,0,0,9,3,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,54,90,70,99,49,59,55,113,11,590
UCL315103,0,0,7,4,0,4,0,9,0,22,4,3,9,4,0,0,0,7,3,28,16,20,10,7,5,0,0,27,9,89,22,21,14,10,10,11,0,12,0,108,18,22,11,21,13,6,7,23,7,120,22,31,14,11,10,17,13,16,0,137,9,5,3,0,5,0,4,5,5,42,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,94,96,61,67,47,47,30,96,17,549
UCL315104,0,0,10,7,4,23,0,10,5,58,0,5,21,14,7,3,3,14,0,67,17,24,39,28,24,6,22,24,3,188,16,26,44,23,28,11,18,23,0,186,24,21,26,31,26,12,29,30,7,204,20,20,23,25,26,22,28,29,3,196,6,11,7,0,4,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,103,159,136,121,81,96,134,25,945
UCL315105,0,0,0,3,0,6,0,3,0,15,0,0,4,5,0,0,0,0,0,13,5,5,6,6,4,0,0,4,0,37,4,12,9,6,3,0,6,9,3,44,5,11,16,9,14,7,12,11,3,75,10,15,18,12,20,15,7,30,4,131,16,9,0,7,8,0,0,0,3,48,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,48,49,55,43,60,33,20,54,13,372
UCL315106,0,0,10,7,6,20,0,17,0,68,5,3,30,21,8,11,3,8,3,91,30,42,74,37,51,22,19,29,3,304,26,41,43,27,30,20,26,19,4,231,19,11,24,15,25,16,12,18,4,144,8,10,11,17,14,9,14,18,0,102,3,5,3,0,3,5,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,114,191,130,141,91,87,108,21,976
UCL315107,0,0,7,4,0,20,0,15,0,47,5,4,22,18,11,14,8,13,0,96,36,51,81,46,55,24,23,53,6,371,38,41,47,30,25,13,9,45,5,262,33,39,41,30,27,13,33,35,6,241,27,24,19,36,18,13,24,25,5,189,6,3,0,4,7,8,5,4,0,39,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,151,167,230,175,140,103,100,189,18,1263
UCL315108,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,15,0,14,6,15,12,3,0,5,0,63,3,7,0,17,6,0,0,10,0,49,4,7,4,12,0,0,0,0,0,34,0,6,3,8,3,0,0,6,4,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,19,55,25,3,0,29,5,190
UCL315109,0,0,13,3,3,3,0,3,0,35,0,7,4,0,0,4,0,5,0,23,10,16,6,9,4,5,0,11,0,59,10,20,9,11,8,4,8,4,5,80,21,24,9,8,13,5,6,17,0,111,14,9,14,17,18,8,4,8,0,97,6,17,0,8,5,5,5,0,4,49,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,69,98,63,61,47,41,30,46,12,465
UCL321001,0,0,0,0,0,3,0,0,0,9,0,0,4,9,3,0,0,11,0,26,0,5,7,3,0,5,4,4,3,29,3,0,3,7,4,3,7,8,0,40,3,8,4,6,0,7,11,9,0,41,0,0,0,0,0,5,10,8,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,25,12,22,23,42,8,178
UCL321002,0,0,0,0,0,0,3,3,0,19,0,6,7,3,0,8,4,8,0,31,0,13,9,11,5,4,6,8,0,56,11,8,12,7,0,0,6,3,0,45,8,8,6,16,0,0,8,3,0,52,0,7,12,9,11,3,4,7,0,57,4,8,3,0,0,4,3,0,0,27,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,49,56,46,20,21,27,36,8,299
UCL321003,0,0,3,7,0,5,0,0,0,9,0,0,4,0,0,0,5,4,0,11,4,6,12,6,5,4,4,11,0,46,3,5,3,0,6,3,8,8,0,39,5,7,8,6,10,0,3,5,5,55,6,9,8,3,6,3,11,5,0,42,0,5,0,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,44,26,23,15,29,38,0,205
UCL321004,0,0,7,0,0,4,0,6,0,18,0,0,7,3,0,0,0,3,0,10,3,0,4,4,7,0,5,8,0,40,8,0,8,7,8,0,0,4,0,47,0,4,7,6,4,0,5,7,0,32,3,6,9,5,8,6,4,6,5,48,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,15,50,22,28,14,19,35,3,210
UCL321005,0,0,3,0,0,14,0,0,0,25,4,0,7,8,0,0,8,0,0,21,3,10,14,8,9,3,8,6,0,58,10,4,16,7,8,7,24,7,0,87,12,5,14,6,11,7,24,11,4,85,6,0,10,0,7,0,9,4,0,46,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,63,29,30,32,86,32,6,340
UCL321006,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,8,0,0,0,15,3,12,0,7,8,6,0,0,0,42,10,14,6,12,6,4,0,8,0,57,8,4,4,7,3,4,0,5,4,39,0,0,0,0,4,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,11,26,25,20,7,19,7,174
UCL321007,3,0,10,14,4,11,0,15,0,53,3,6,19,11,5,3,6,7,0,68,14,29,51,15,21,10,32,18,7,206,17,30,46,17,22,4,19,21,8,186,15,7,30,14,19,11,28,23,5,144,6,9,20,8,16,11,23,19,6,118,0,0,3,3,0,3,5,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,90,174,80,84,54,119,117,24,792
UCL321008,0,0,5,3,0,5,0,5,0,18,0,0,0,0,0,3,4,5,0,17,0,4,0,9,6,5,0,4,0,31,0,7,0,8,4,0,5,5,0,46,15,8,12,8,6,0,15,7,3,78,10,14,17,5,15,8,10,15,0,86,6,10,0,0,0,0,4,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,45,41,39,38,23,41,45,7,303
UCL321009,0,5,9,12,0,14,0,8,0,48,0,6,9,5,4,10,0,7,0,42,7,34,28,12,10,10,4,11,0,125,5,25,18,9,12,3,7,18,4,105,18,21,21,13,27,6,8,17,5,129,19,14,16,4,23,3,8,12,0,103,6,4,6,0,3,3,0,11,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,67,113,104,62,73,50,33,86,8,599
UCL321010,0,0,0,0,0,6,0,5,0,17,0,3,3,0,0,0,0,8,0,24,14,17,17,8,5,8,3,22,0,95,11,8,8,12,14,3,4,17,0,80,0,15,10,13,4,3,4,5,0,56,13,6,5,3,13,3,6,15,5,73,0,0,3,3,0,0,0,5,6,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,40,54,48,47,44,30,25,67,11,374
