UCL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL522027,7,0,7,54,15,8,73,202,22,304
UCL522028,0,0,5,16,12,0,26,98,16,137
UCL522029,3,0,3,84,24,3,109,170,17,298
UCL522030,0,0,0,43,15,6,61,104,34,198
UCL522031,0,0,0,22,70,30,118,65,4,187
UCL522032,0,0,0,35,118,3,158,95,34,292
UCL522033,3,0,4,40,9,0,48,281,37,370
UCL522034,0,0,0,28,24,0,47,97,5,146
UCL522035,8,0,10,24,12,0,39,135,16,193
UCL522036,0,0,0,27,16,0,39,137,12,185
UCL522037,6,0,9,43,20,0,69,133,32,234
UCL522038,8,0,9,92,17,3,116,242,22,379
UCL522039,5,0,5,47,11,0,60,231,60,345
UCL522040,3,0,3,14,20,0,34,147,22,204
UCL522041,4,3,8,37,29,0,62,193,44,306
UCL522042,0,0,0,79,17,4,99,124,54,277
UCL522043,0,0,0,63,45,0,109,155,24,283
UCL522044,0,0,0,7,15,8,34,77,22,136
UCL522045,0,0,0,20,24,30,78,38,21,142
UCL522046,6,4,9,27,5,0,32,136,46,210
UCL522047,12,8,18,42,13,3,55,198,99,349
UCL522048,4,4,11,34,14,3,48,157,23,234
UCL522049,3,0,3,27,14,3,45,136,72,248
UCL522050,24,13,36,57,22,4,84,214,58,357
UCL522051,4,0,4,33,12,0,44,146,18,210
UCL522052,0,0,0,4,36,21,55,51,17,124
UCL522053,0,0,0,24,32,9,63,39,19,124
UCL522054,4,4,5,26,7,0,33,84,28,140
UCL522055,0,0,0,40,11,0,41,127,27,198
UCL522056,8,0,8,60,17,4,78,173,31,285
UCL522057,0,0,0,17,3,0,22,110,22,149
UCL522058,8,0,8,20,12,7,34,147,41,228
UCL522059,7,0,6,37,20,3,55,175,54,286
UCL522060,0,0,0,7,11,0,18,28,0,50
UCL522061,5,0,8,27,11,0,36,256,18,308
UCL522062,0,0,0,46,39,7,94,67,0,168
UCL522063,0,0,0,22,37,16,81,40,20,143
UCL522064,0,0,0,39,90,49,181,141,27,344
UCL522065,3,4,5,25,8,6,37,133,42,212
UCL522066,6,3,13,69,22,8,99,172,50,316
UCL522067,0,0,0,15,12,0,31,123,46,200
UCL522068,3,3,5,62,27,4,95,226,42,364
UCL522069,4,0,4,26,9,0,37,191,35,266
UCL522070,3,0,4,56,21,4,72,184,24,277
UCL522071,0,0,0,101,32,10,141,131,24,295
UCL531001,1459,163,1649,22671,9678,1289,33636,84053,19374,137066
UCL579997,0,0,0,40,5,3,45,248,221,516
UCL599994,12,23,30,613,205,45,861,3063,3361,7285
UCL603001,4367,466,4881,29787,12437,1471,43689,113020,8415,165131
UCL611001,1957,233,2208,12015,4510,597,17126,46595,3584,67303
UCL612001,503,41,549,2911,1135,164,4216,11518,925,16652
UCL612002,608,98,708,3386,1414,213,5016,14269,1136,20419
UCL613001,426,46,471,1595,833,95,2530,7630,644,10800
UCL614001,40,5,43,846,342,43,1228,2737,294,4262
UCL614002,134,13,146,865,348,48,1258,3407,343,5013
UCL614003,153,19,179,670,319,48,1042,3224,248,4513
UCL615001,17,5,20,122,43,5,174,646,92,912
UCL615002,22,6,23,117,64,10,188,816,82,1083
UCL615003,42,10,53,128,99,11,240,798,133,1167
UCL615004,18,0,16,139,64,14,214,566,75,856
UCL615005,103,12,108,353,144,22,507,1603,129,2241
UCL615006,26,3,26,127,73,7,207,647,63,924
UCL615007,32,4,36,139,43,7,189,681,57,927
UCL615008,88,6,98,550,224,27,798,2606,222,3623
UCL615009,44,0,44,411,145,22,581,1191,74,1846
UCL615010,55,8,66,320,123,18,465,1090,152,1707
UCL615011,135,15,151,666,255,44,968,2564,189,3719
UCL615012,80,52,128,757,215,26,998,2274,175,3444
UCL615013,118,15,133,484,233,22,739,2184,197,3119
UCL615014,34,6,41,528,159,35,718,1162,62,1946
UCL615015,59,5,60,578,195,42,811,1835,128,2764
UCL615016,110,9,116,465,185,23,670,1999,144,2810
UCL615017,39,7,49,577,180,38,797,1729,88,2621
UCL615018,126,10,139,497,233,19,747,2435,158,3344
UCL615019,8,3,10,92,87,12,190,797,100,1092
UCL615020,20,8,28,218,68,15,298,1054,131,1482
UCL615021,47,52,98,223,123,17,368,1111,175,1650
UCL615022,55,7,64,138,69,6,214,731,98,1046
UCL615023,100,15,115,439,199,26,664,1824,216,2703
UCL615024,62,7,65,387,163,20,569,775,68,1411
UCL615025,118,15,133,541,205,30,775,1701,141,2613
UCL615026,63,9,72,140,69,4,216,1060,116,1394
UCL615027,38,3,42,237,91,14,343,986,60,1392
UCL621001,7,0,3,102,32,7,135,212,35,382
UCL621002,13,0,12,91,55,6,154,510,45,707
UCL621003,10,0,9,110,27,7,143,284,47,472
UCL621004,27,0,34,100,34,4,134,533,45,716
UCL621005,8,0,7,83,43,6,133,269,8,410
UCL621006,3,0,3,133,39,10,189,286,18,488
UCL621007,5,0,6,121,54,9,186,240,20,441
UCL621008,15,0,15,99,41,6,148,373,29,557
UCL621009,28,0,28,78,36,6,115,411,34,561
UCL621010,10,3,17,50,20,3,77,360,31,464
UCL621011,0,0,0,107,42,11,160,276,18,453
UCL621012,3,0,3,145,46,11,201,407,18,627
UCL621013,9,0,9,100,35,13,143,355,35,535
UCL621014,3,0,5,74,33,9,112,390,48,552
UCL621015,17,5,24,149,46,12,206,610,43,863
UCL621016,4,0,4,129,54,4,186,378,8,574
UCL621017,36,3,41,28,35,0,64,383,38,485
UCL621018,27,3,26,36,32,3,76,388,39,507
UCL621019,17,4,22,53,43,0,101,426,39,568
UCL621020,14,0,17,127,38,0,162,508,60,734
UCL621021,9,0,10,213,61,22,295,474,38,811
UCL621022,14,6,25,116,83,3,205,510,67,788
UCL621023,3,0,3,85,23,0,107,438,102,645
UCL621024,11,0,6,87,32,3,118,377,44,546
UCL621025,17,3,18,110,51,5,158,391,34,592
UCL621026,4,0,6,68,26,0,98,304,32,431
UCL621027,12,3,12,82,28,0,116,488,36,636
UCL621028,15,11,21,93,42,0,136,341,57,536
UCL621029,4,0,4,99,52,4,156,340,17,519
UCL621030,60,6,64,49,38,4,92,525,43,658
UCL621031,14,0,14,71,31,3,104,491,31,622
UCL621032,9,0,9,90,32,3,123,396,65,582
UCL622001,3,0,3,23,14,3,41,174,8,223
UCL622002,0,0,0,50,25,3,77,231,13,325
UCL622003,6,0,7,70,27,11,101,189,24,313
UCL622004,0,0,0,36,18,3,58,97,0,156
UCL622005,8,0,8,43,19,3,69,194,5,272
UCL622006,5,5,3,47,21,0,71,166,9,247
UCL622007,3,0,9,46,19,0,65,270,21,350
UCL622008,7,3,10,41,12,0,53,225,27,309
UCL622009,0,0,0,53,24,0,76,250,8,335
UCL622010,50,43,90,42,14,3,57,240,98,396
UCL622011,9,0,9,41,22,4,69,153,6,224
UCL622012,0,0,3,47,25,0,72,190,25,294
UCL622013,5,0,5,51,23,0,77,300,15,388
UCL622014,5,0,5,45,18,0,72,213,23,308
UCL622015,9,0,9,52,28,0,82,251,23,350
UCL622016,3,5,4,53,23,0,73,144,25,239
UCL622017,3,0,3,22,7,0,31,145,13,185
UCL622018,6,0,11,40,21,0,62,218,38,309
UCL622019,4,0,7,48,36,0,80,230,26,336
UCL622020,8,0,8,70,34,4,105,198,21,332
UCL622021,6,0,6,15,14,0,22,218,26,275
UCL622022,0,0,0,70,25,0,97,250,41,390
UCL622023,8,4,18,46,29,0,74,322,33,430
UCL622024,0,0,0,40,22,0,66,191,13,265
UCL622025,0,0,0,29,9,0,39,109,19,157
UCL622026,3,0,3,21,15,0,29,165,24,213
UCL622027,0,0,0,21,13,0,33,231,28,289
UCL631001,1019,138,1169,15769,6466,729,22963,60373,6041,89376
UCL679997,0,0,0,0,0,0,0,11,3,19
UCL699994,3,0,3,144,39,7,192,726,324,1248
UCL703001,608,123,749,19749,5612,920,26274,60904,10271,97454
UCL712001,148,28,169,3925,1212,221,5358,12730,1548,19635
UCL714001,27,5,30,753,259,62,1074,2775,767,4610
UCL715001,0,0,3,321,541,242,1107,405,105,1615
UCL715002,0,0,0,186,197,107,490,307,63,868
UCL715003,0,0,0,270,647,302,1223,606,59,1888
UCL715004,4,0,3,163,240,53,457,347,32,832
UCL715005,4,0,0,157,278,56,484,265,38,788
UCL715006,0,0,0,611,97,41,747,1062,579,2393
UCL715007,10,0,11,339,339,105,781,1238,254,2275
UCL715008,0,0,7,366,237,30,638,664,108,1410
UCL715009,0,0,0,202,90,6,293,733,103,1128
UCL721001,0,0,0,143,21,13,174,237,96,501
UCL721002,0,0,0,100,287,71,457,225,28,714
UCL721003,0,0,0,105,83,9,202,325,50,572
UCL721004,3,0,3,94,71,59,224,139,38,405
UCL721005,0,0,0,131,85,32,244,295,16,559
UCL721006,0,0,0,97,71,13,179,214,15,403
UCL721007,8,0,8,86,35,5,125,320,22,471
UCL721008,0,0,0,108,35,0,152,300,69,515
UCL721009,0,0,0,108,54,0,164,333,88,592
UCL721010,3,0,0,112,137,28,284,120,13,419
UCL721011,0,0,0,93,134,26,254,168,27,450
UCL721012,0,0,4,77,212,79,366,167,11,545
UCL721013,0,0,0,82,164,104,349,235,29,614
UCL721014,0,0,3,121,117,39,272,130,15,423
UCL721015,0,0,0,88,136,56,279,110,4,390
UCL721016,0,0,0,90,151,62,306,172,38,517
UCL721017,0,0,0,105,117,25,245,238,50,534
UCL721018,0,0,0,45,5,5,59,590,155,799
UCL722001,3,0,3,26,9,0,32,111,50,194
UCL722002,0,0,0,72,60,11,146,104,12,262
UCL722003,0,0,0,81,17,5,108,132,15,252
UCL722004,0,0,0,32,3,3,40,119,7,159
UCL722005,0,0,0,89,88,0,181,88,36,300
UCL722006,0,0,0,35,28,18,77,58,10,138
UCL722007,0,0,0,29,50,15,98,72,20,186
UCL722008,0,0,0,55,8,0,65,73,8,141
UCL722009,0,0,0,60,36,9,111,105,4,219
UCL722010,0,0,0,34,16,0,55,160,82,298
UCL722011,0,0,0,32,60,14,104,41,16,161
UCL722012,0,0,0,22,66,32,126,56,8,187
UCL722013,0,0,0,20,14,10,43,39,7,93
UCL722014,0,0,0,44,38,16,100,90,18,204
UCL722015,0,0,0,29,47,22,94,72,7,175
UCL722016,0,0,0,65,17,3,87,220,38,345
UCL722017,0,0,0,38,50,14,101,92,6,195
UCL722018,0,0,0,31,34,18,81,80,21,177
UCL722019,3,0,6,31,32,0,63,78,6,142
UCL722020,0,0,0,37,25,3,67,179,35,287
UCL722021,0,0,0,66,44,3,113,187,15,320
UCL722022,0,0,0,10,36,42,88,69,31,188
UCL722023,0,0,0,31,53,24,103,100,30,236
UCL722024,0,0,0,53,43,4,98,147,17,260
UCL722025,0,0,0,63,56,4,125,84,35,239
UCL722026,0,0,0,48,53,3,104,63,13,182
UCL722027,0,0,0,42,107,26,172,125,21,317
UCL722028,0,0,0,30,12,7,45,165,46,260
UCL722029,0,0,0,53,33,3,83,133,18,235
UCL722030,0,0,0,40,30,9,81,46,12,138
UCL722031,0,0,0,26,30,17,80,107,34,220
UCL722032,0,0,0,44,24,0,73,63,3,139
UCL722033,0,0,0,78,61,14,150,157,41,346
UCL722034,0,0,0,56,26,0,84,245,37,362
UCL722035,0,0,4,29,112,41,182,91,47,322
UCL722036,0,0,0,37,86,30,157,127,38,318
UCL722037,0,0,0,33,34,20,91,42,19,149
UCL722038,0,0,0,39,13,0,54,43,0,101
UCL722039,0,0,0,56,57,8,119,64,9,195
UCL722040,0,0,0,30,18,8,60,48,11,113
UCL731001,97,16,123,4718,2750,518,7986,14736,4737,27458
UCL779997,0,0,0,3,4,0,11,60,26,94
UCL799994,4,0,7,288,57,11,354,1487,1208,3052
UCL802001,6326,735,7174,77498,24197,3041,104732,248284,16983,370000
UCL822001,6,0,6,49,22,0,74,166,10,251
UCL822002,0,0,0,77,16,0,89,119,15,229
UCL831001,4,0,5,84,27,0,115,310,89,519
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,0,0,4,63,32,0,97,335,130,560
UCL915001,4,0,4,219,38,7,261,606,209,1074
UCL921001,37,0,38,211,113,17,343,964,165,1472
UCL922001,6,0,11,48,27,0,74,199,61,333
UCL922002,0,0,0,18,14,0,29,41,23,98
UCL922003,0,0,0,20,8,6,28,59,29,121
UCL931001,8,0,15,78,41,12,130,402,322,859
UCL979997,0,0,0,0,0,0,0,0,0,0
UCL999994,0,0,0,4,0,0,4,6,3,11
