UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL313007,97,84,182,271,252,522,195,155,349,105,113,214,575,516,1084,232,211,435,145,174,315,141,111,251,515,490,1005,12,11,27,6,8,14,27,16,40,34,57,90,0,0,0,78,94,174,27,60,88,19,26,46,19,18,32,68,90,160,0,0,0,130,196,325,205,291,496,11,6,19,32,40,68,0,0,0,44,50,95,161,134,297,1598,1561,3157
UCL313008,78,90,170,290,260,552,54,48,106,88,97,187,435,407,842,292,265,556,16,29,48,30,34,61,340,329,667,13,8,21,10,12,21,29,24,53,37,66,103,0,0,0,93,116,206,3,29,34,7,14,22,0,13,15,29,64,99,0,7,7,43,130,174,138,242,382,12,11,23,29,34,64,0,0,0,38,53,83,358,335,693,1386,1457,2843
UCL313009,172,144,320,689,616,1306,181,207,387,22,12,30,894,840,1730,417,403,815,197,184,376,10,9,16,621,596,1218,12,13,23,34,18,51,47,51,101,68,108,177,0,0,0,159,196,356,10,42,48,21,46,68,7,24,35,69,185,249,0,0,0,101,298,403,265,496,756,32,37,66,49,55,106,3,0,3,82,91,179,966,766,1731,2995,2933,5933
UCL313010,115,72,187,394,391,787,91,111,195,62,83,148,547,579,1125,249,251,496,107,139,241,114,122,234,466,509,970,12,11,26,17,20,34,22,40,60,35,93,130,5,0,5,85,162,246,21,36,55,6,39,44,3,20,22,35,80,113,0,0,0,75,172,239,157,333,493,15,17,31,31,47,81,3,0,8,51,70,120,456,468,923,1789,2037,3822
UCL313011,155,167,323,553,530,1075,148,150,304,55,48,110,756,734,1487,284,278,564,47,58,101,36,37,69,368,372,742,15,18,35,11,46,58,21,27,50,29,92,128,0,0,0,79,188,271,29,55,82,27,43,71,5,18,22,25,69,98,0,0,0,86,187,272,165,376,540,24,34,55,32,52,81,0,0,0,58,82,139,315,314,630,1815,2044,3861
UCL313012,127,120,242,469,436,908,281,275,551,19,25,45,770,739,1502,279,283,557,471,301,780,60,73,141,814,658,1471,16,15,33,9,17,28,43,35,83,53,94,149,0,0,0,116,162,283,44,98,146,26,65,89,20,42,66,60,161,221,0,0,0,149,373,522,266,536,806,18,24,42,46,69,116,0,0,0,62,91,152,780,511,1292,2813,2661,5475
UCL314001,44,39,81,201,187,390,53,45,97,14,18,33,268,256,523,218,175,388,29,38,69,15,21,32,253,228,491,11,8,18,11,10,19,11,17,30,16,44,62,0,0,0,45,83,128,5,18,24,9,16,22,0,9,10,22,42,64,0,0,0,38,85,127,82,166,249,4,4,10,16,18,34,0,0,0,21,28,49,376,370,746,1044,1087,2133
UCL314002,49,34,85,198,199,393,60,50,110,29,34,58,280,278,560,149,126,277,84,82,164,23,18,36,256,220,477,7,8,12,6,5,4,10,17,21,23,20,41,0,0,0,38,49,91,12,28,35,11,15,25,8,9,12,23,31,57,0,0,0,43,87,131,84,138,222,11,8,13,15,14,32,0,0,0,22,21,47,430,361,792,1117,1056,2176
UCL314003,52,55,107,264,245,507,84,66,148,21,12,33,371,323,690,236,214,448,50,54,100,32,28,64,321,296,613,5,11,19,6,18,23,14,11,25,20,38,60,0,0,0,44,74,125,13,34,46,7,20,27,3,10,17,16,40,55,0,0,0,45,104,148,94,178,269,5,18,29,18,28,47,0,0,0,28,45,69,351,375,725,1212,1276,2490
UCL314004,54,46,101,155,179,330,14,10,21,90,101,189,259,291,546,129,124,257,4,8,12,61,69,132,199,205,398,14,9,25,3,11,18,15,18,30,10,40,47,0,0,0,47,74,122,21,39,62,11,25,31,0,7,11,23,51,75,0,0,0,57,118,178,108,195,301,12,4,15,11,26,38,0,0,0,21,31,52,199,161,364,836,930,1760
UCL314005,27,43,72,164,148,307,47,62,111,37,51,89,249,263,512,168,130,293,4,12,11,17,18,31,183,160,340,4,0,10,5,0,6,15,15,26,10,37,50,0,0,0,33,58,87,6,11,16,3,8,11,0,6,6,7,28,38,0,0,0,16,57,77,50,114,166,0,0,9,8,9,17,0,0,0,12,11,29,385,381,768,911,967,1883
UCL314006,74,52,128,326,299,624,64,61,122,8,9,13,390,367,758,274,257,534,18,30,54,18,19,36,319,302,623,11,4,14,11,11,19,14,17,33,24,61,86,0,0,0,58,97,150,10,8,14,7,15,22,5,15,14,19,42,62,0,0,0,33,79,116,92,175,265,11,11,19,18,34,49,0,0,0,25,48,75,541,455,999,1441,1406,2848
UCL314007,36,35,74,187,181,374,49,54,106,62,59,119,305,297,597,139,136,276,83,113,198,187,181,370,409,430,838,10,10,18,0,8,8,3,11,18,14,32,47,0,4,4,28,65,88,6,12,18,4,11,18,3,5,10,23,32,55,0,0,0,29,70,99,55,135,190,6,5,11,10,13,24,0,0,0,11,28,39,569,515,1082,1388,1443,2827
UCL314008,48,37,81,150,150,297,96,81,179,64,59,120,309,290,597,150,137,284,3,9,9,50,31,78,202,172,367,5,3,12,0,7,11,16,16,29,23,42,67,0,0,0,44,70,120,0,16,16,6,11,11,0,10,15,15,33,48,0,0,0,19,65,85,69,133,199,0,10,10,10,21,36,0,0,0,13,31,41,379,352,731,1006,1018,2024
UCL314009,89,110,196,355,327,679,53,56,112,58,44,101,467,427,890,229,266,498,57,66,122,57,33,91,343,364,706,8,11,20,8,12,22,18,19,41,26,50,73,0,0,0,57,97,156,21,44,69,11,30,46,3,15,21,21,51,68,0,0,0,64,143,204,117,242,361,20,17,35,24,36,63,0,0,0,43,54,95,235,252,485,1294,1449,2739
UCL314010,41,38,75,187,138,326,55,50,105,38,29,66,277,220,503,174,154,327,11,15,25,14,18,33,197,190,385,13,10,23,18,17,33,7,7,14,20,41,61,0,0,0,58,74,128,43,120,161,43,63,108,9,10,16,11,24,35,0,0,0,109,215,326,171,294,459,20,10,36,19,35,50,0,0,0,41,44,83,264,217,479,990,998,1985
UCL314011,52,44,102,142,135,274,102,120,221,14,15,29,261,267,520,138,131,274,16,16,33,12,17,28,166,168,338,10,3,7,0,6,7,14,16,22,15,32,48,0,0,0,35,52,92,4,11,19,6,9,11,0,8,12,12,35,51,0,0,0,26,63,92,63,121,183,0,4,7,13,12,26,0,0,0,17,17,38,245,257,503,797,876,1671
UCL314012,55,41,96,164,150,309,129,118,247,11,7,22,305,271,582,189,157,349,62,51,111,8,5,8,251,223,472,8,10,19,4,13,21,16,18,35,19,50,67,0,0,0,52,94,142,7,39,42,6,20,25,6,5,7,10,43,52,0,0,0,28,99,124,78,188,264,11,5,15,14,23,40,0,0,0,22,31,57,242,239,482,949,995,1941
UCL314013,45,39,82,206,173,383,67,79,146,11,12,20,280,266,546,178,157,333,64,38,105,3,11,14,244,201,452,3,11,10,11,17,27,18,6,25,11,35,46,0,5,4,46,68,117,10,14,18,5,11,17,3,9,14,13,34,42,0,0,0,30,61,89,77,130,209,15,27,41,22,37,56,0,0,0,33,62,97,362,326,686,1045,1031,2076
UCL314014,63,43,107,175,162,337,78,87,163,48,53,103,303,309,611,121,114,241,59,60,127,60,48,111,251,228,481,5,4,12,3,16,14,14,12,27,21,32,44,0,0,0,43,59,96,19,34,54,0,14,14,11,11,21,7,44,51,0,0,0,40,105,142,77,161,239,5,12,18,7,21,28,0,0,0,18,32,44,161,148,311,875,919,1789
UCL314015,63,47,107,255,213,471,35,31,64,30,14,43,321,261,578,176,151,326,22,25,48,62,74,135,264,243,508,8,6,20,0,11,11,15,9,27,21,40,60,0,0,0,41,69,114,12,13,27,3,18,15,3,0,3,9,30,40,0,0,0,31,57,86,74,130,199,10,7,10,14,24,38,0,0,0,17,25,47,128,102,230,864,812,1672
UCL314016,62,40,101,252,211,469,72,94,170,14,8,24,344,317,661,184,181,362,54,66,114,6,11,18,243,254,497,14,4,19,11,15,23,7,13,21,24,46,70,0,0,0,56,78,130,8,22,28,5,28,30,3,6,14,10,35,47,0,0,0,26,93,119,80,164,252,11,4,16,17,18,32,0,0,0,31,29,55,503,502,1000,1257,1301,2563
UCL314017,107,83,193,536,509,1041,0,0,0,4,0,8,545,516,1056,303,292,590,5,0,3,0,3,5,307,295,602,10,10,17,7,17,20,21,20,40,35,73,107,0,0,0,68,118,186,6,11,20,12,16,30,3,23,34,35,68,99,0,0,0,59,122,178,123,239,360,9,8,15,37,36,75,0,0,0,46,46,90,1063,362,1424,2195,1541,3725
UCL314018,125,99,226,311,299,607,43,47,91,88,82,166,440,421,861,107,95,207,79,73,141,103,129,233,283,297,584,8,4,15,4,6,11,25,14,41,37,43,76,0,0,0,75,67,145,36,59,92,18,29,39,3,13,20,22,77,98,0,0,0,80,171,255,159,240,401,11,10,15,23,23,45,0,0,0,28,32,65,74,55,128,1116,1151,2262
UCL314019,49,45,93,150,164,310,19,20,32,37,47,84,200,226,427,102,98,199,27,46,71,55,54,107,184,193,382,8,8,9,9,4,11,16,8,19,16,38,58,0,0,0,40,53,98,22,36,60,13,28,40,0,4,10,19,42,58,0,0,0,55,112,164,99,170,266,0,4,3,11,19,28,0,0,0,10,20,35,117,105,217,664,763,1426
UCL314020,71,45,120,151,175,327,126,125,251,0,0,0,279,300,581,108,122,233,79,85,166,6,3,10,194,213,406,19,9,25,3,8,10,21,11,40,24,45,70,0,0,0,72,74,148,7,16,25,13,11,22,4,23,32,23,56,77,0,0,0,47,110,150,116,183,298,3,18,17,17,28,42,0,0,0,14,42,63,351,355,707,1030,1140,2173
UCL314021,65,78,148,249,268,519,26,37,62,69,45,111,342,351,692,237,249,490,59,56,115,30,46,73,322,351,675,9,10,16,5,10,17,23,13,38,18,60,81,0,0,0,59,93,154,27,51,77,11,17,31,12,10,22,4,50,54,0,0,0,48,134,183,113,225,335,8,7,13,23,30,49,0,0,0,23,32,61,227,199,427,1094,1247,2339
UCL314022,64,49,109,229,249,475,3,5,9,47,40,89,280,291,567,235,207,444,0,0,6,44,61,109,280,270,552,11,5,17,4,14,20,15,5,19,10,40,55,0,0,0,43,69,117,41,61,107,15,29,43,10,13,24,25,70,99,0,0,0,92,178,270,136,247,387,14,5,20,13,18,30,0,0,0,23,32,54,238,223,462,1030,1107,2135
UCL314023,99,100,191,395,423,822,80,76,152,9,23,35,492,519,1015,341,314,659,58,62,112,26,22,48,427,398,824,3,11,14,13,13,27,24,19,46,24,60,86,0,0,0,72,99,164,25,34,56,6,32,43,5,20,28,28,76,108,0,0,0,69,165,233,143,258,403,17,10,24,16,34,49,0,0,0,33,42,76,275,241,519,1466,1557,3027
UCL315001,3,7,11,22,23,40,0,5,9,15,11,23,36,33,74,10,9,20,0,3,3,10,17,29,24,29,54,0,0,0,0,0,0,3,0,3,3,5,12,0,0,0,12,9,17,0,0,0,0,3,3,0,0,3,0,13,16,0,0,0,6,15,20,10,24,41,0,0,0,0,6,3,0,0,0,0,6,3,92,75,171,176,174,352
UCL315002,17,19,39,55,58,113,69,61,132,4,11,22,137,139,275,45,55,102,48,61,111,20,17,38,116,136,252,10,0,10,4,3,3,7,0,9,3,7,13,0,0,0,23,14,33,14,13,29,3,8,12,4,7,8,12,25,35,0,0,0,31,53,79,56,61,118,4,4,10,13,10,15,0,0,0,15,17,29,46,9,60,384,382,771
UCL315003,6,5,14,30,32,65,15,8,18,0,0,0,45,39,86,14,18,26,6,21,29,0,0,0,21,38,58,0,0,4,0,0,0,0,0,0,0,8,8,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,4,6,13,10,20,28,0,0,0,6,3,3,0,0,0,0,3,8,57,50,102,144,150,293
UCL315004,8,8,18,54,47,105,0,0,0,0,0,0,56,48,107,7,18,25,0,0,0,3,4,3,10,22,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,52,50,99,126,137,261
UCL315005,8,3,9,35,31,65,9,9,16,3,0,4,43,39,84,27,34,66,6,4,12,0,0,0,38,41,78,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,6,8,17,0,4,7,0,4,4,0,0,0,0,8,4,0,0,0,5,6,17,9,17,29,0,5,3,6,0,4,0,0,0,0,10,8,49,42,90,144,149,294
UCL315006,13,10,24,90,79,168,0,0,0,0,3,3,90,83,169,58,48,99,4,0,4,5,3,7,59,50,113,0,0,0,0,0,0,0,6,9,0,9,9,0,0,0,5,13,15,0,0,0,0,7,8,0,0,0,5,11,13,0,0,0,5,13,19,6,22,35,0,0,0,0,0,0,0,0,0,0,0,3,63,56,125,235,228,467
UCL315007,20,26,52,72,74,149,4,9,14,21,28,45,99,111,209,75,51,125,5,8,17,20,21,39,92,81,178,0,0,0,0,10,10,8,0,7,15,16,29,0,0,0,19,28,42,0,12,16,8,11,11,0,0,0,4,19,26,0,0,0,14,45,63,33,69,103,8,8,15,5,15,15,0,0,0,9,24,32,82,90,176,342,404,749
UCL315008,40,37,78,246,202,448,6,0,10,5,4,5,264,209,466,146,109,254,25,29,51,5,8,8,175,145,322,4,4,14,3,10,14,13,8,18,10,23,38,4,0,4,35,50,83,5,3,9,4,19,21,4,6,9,23,44,59,0,0,0,30,72,105,66,121,186,3,0,3,9,11,18,0,0,0,10,14,27,419,253,676,972,781,1750
UCL315009,5,12,19,59,54,119,17,16,37,11,6,14,88,78,171,82,61,142,6,6,10,5,10,16,92,74,168,0,0,0,4,0,4,7,0,7,4,8,19,0,0,0,20,13,28,4,12,11,0,0,0,0,6,6,9,8,13,0,0,0,13,21,37,29,27,58,3,3,5,10,4,10,0,0,0,9,7,16,80,80,160,313,281,597
UCL315010,19,10,26,60,78,136,8,7,19,14,9,23,82,98,174,41,54,91,10,15,19,10,24,32,67,88,152,0,0,0,0,7,10,10,3,9,4,8,12,0,0,0,18,13,30,4,3,11,6,14,15,3,5,3,7,13,20,0,0,0,17,36,53,30,49,81,0,0,0,9,3,14,0,0,0,9,6,17,83,70,154,289,322,606
UCL315011,4,0,4,14,10,23,3,0,5,0,3,4,16,16,34,8,3,9,4,3,9,4,4,5,15,5,19,0,0,0,6,0,6,0,3,8,0,3,5,0,0,0,10,9,13,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,9,11,10,17,0,0,0,0,3,5,0,0,0,0,3,6,49,56,105,89,92,181
UCL315012,49,50,101,240,265,505,39,27,67,20,14,29,299,306,606,170,157,322,14,16,25,8,8,17,192,176,367,11,4,10,8,6,9,6,4,14,7,38,45,0,0,0,31,55,86,6,12,21,8,18,24,0,6,6,11,30,42,0,0,0,21,70,93,54,122,174,10,10,21,14,18,28,0,0,0,22,28,49,142,94,237,764,783,1537
UCL315013,17,14,35,83,71,156,12,7,20,10,10,18,104,91,192,37,37,72,15,11,24,3,7,10,55,54,112,3,0,6,0,0,9,3,7,10,5,20,28,0,0,0,19,30,50,0,11,11,0,10,8,4,3,7,4,16,23,0,0,0,13,38,47,29,68,94,0,0,3,0,9,12,0,0,0,3,8,11,62,69,133,272,308,573
UCL315014,5,3,13,28,24,46,4,3,3,0,0,0,30,25,58,12,15,24,7,7,10,0,0,0,16,19,35,0,3,3,0,0,0,3,3,7,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,10,11,5,14,18,4,0,0,3,0,0,0,0,3,7,0,5,62,60,117,124,119,246
UCL315015,19,17,34,64,62,130,21,24,44,12,9,25,98,98,201,45,40,86,24,22,50,7,20,26,78,85,162,3,7,16,0,12,12,13,9,17,3,12,21,0,0,0,21,36,59,7,18,26,0,4,7,0,4,8,3,10,10,0,0,0,18,30,48,35,73,106,0,3,6,9,8,10,0,0,0,6,14,19,39,38,80,281,321,604
UCL315016,47,28,70,124,126,246,33,45,80,22,18,46,185,193,371,96,93,188,26,47,71,28,25,50,150,162,307,4,10,13,0,12,12,12,13,25,10,25,35,0,0,0,30,49,78,11,14,30,0,3,6,5,0,5,4,31,35,0,0,0,20,52,72,50,109,153,3,5,4,3,15,14,0,0,0,8,17,23,64,47,114,492,548,1045
UCL315017,15,14,30,53,50,107,33,42,71,5,0,6,88,94,184,61,65,127,0,0,0,0,6,0,62,70,130,5,0,3,7,3,9,6,8,11,6,11,17,0,0,0,21,23,44,0,12,12,4,8,8,3,6,8,0,23,25,0,0,0,12,38,51,25,67,89,3,0,0,0,4,7,4,0,4,7,3,14,150,160,314,350,413,760
UCL315018,11,7,19,101,74,177,31,24,52,0,0,0,131,101,233,37,52,89,0,5,5,6,0,6,37,52,90,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,21,0,0,0,0,0,0,0,0,0,0,0,0,26,16,44,211,195,403
UCL315019,12,3,18,37,18,56,4,10,15,0,0,0,43,29,69,39,33,74,5,0,5,4,0,6,42,32,82,0,4,4,0,3,3,0,0,0,0,7,8,0,0,0,4,17,18,0,0,0,3,3,9,0,3,0,0,6,9,0,0,0,3,13,17,9,29,39,0,0,4,4,0,7,0,0,0,7,3,4,79,82,162,188,183,376
UCL315020,17,18,35,70,57,127,45,51,96,0,4,4,115,112,226,55,35,95,8,3,12,0,4,3,66,42,108,5,0,5,4,0,4,0,0,0,7,13,17,0,0,0,10,12,21,0,0,0,0,6,9,0,5,7,9,12,17,0,0,0,5,22,34,18,40,58,0,0,0,4,7,13,0,0,0,6,12,13,94,75,164,320,293,616
UCL315021,5,7,13,42,39,84,16,3,22,3,0,3,60,49,107,46,25,73,3,4,10,4,0,3,51,35,86,0,0,0,0,5,5,4,0,5,6,12,12,0,0,0,5,11,24,0,0,5,4,4,7,0,0,0,4,3,7,0,0,0,5,8,15,13,25,38,0,0,0,0,3,6,0,0,0,4,3,3,43,35,79,174,155,331
UCL315022,17,32,49,56,51,109,61,39,105,0,0,0,120,97,214,55,44,101,12,10,17,5,4,4,66,61,128,0,0,0,0,0,0,0,6,11,3,15,20,0,0,0,7,22,29,3,0,7,0,4,4,0,4,4,12,21,31,0,0,0,18,26,39,20,45,70,0,3,3,9,5,12,0,0,0,9,3,8,185,146,330,415,381,795
UCL315023,0,9,11,29,35,65,12,9,23,3,4,6,42,47,92,28,24,47,0,0,0,0,0,0,28,24,47,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,5,6,13,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,3,9,9,6,18,23,4,4,9,0,4,3,0,0,0,7,6,13,96,69,171,188,168,358
UCL315024,7,7,17,58,56,109,5,5,6,14,15,27,74,69,144,41,24,65,5,5,9,3,14,23,50,43,96,0,4,0,0,0,0,10,3,9,8,15,19,0,0,0,11,15,31,0,3,3,0,4,3,0,0,0,6,17,22,0,0,0,8,23,33,25,37,62,4,3,5,0,9,7,0,0,0,4,8,9,123,131,254,284,298,586
UCL315025,10,7,15,48,46,99,3,5,6,3,8,16,61,59,119,41,32,73,0,4,5,19,14,31,63,52,118,0,0,0,4,6,6,4,0,8,8,13,22,0,0,0,11,20,33,0,0,0,0,7,4,0,0,0,0,6,7,0,0,0,0,15,16,12,32,52,5,9,8,0,4,5,0,0,0,4,13,19,101,111,213,250,277,531
UCL315026,28,20,44,99,99,204,6,8,12,15,22,39,122,131,251,80,85,167,18,6,29,22,20,44,120,114,232,0,3,6,3,8,8,6,7,15,12,16,27,0,0,0,27,30,58,4,13,18,0,10,11,3,5,9,12,25,31,0,0,0,23,54,76,51,80,135,0,0,3,7,15,22,0,0,0,16,16,25,127,149,269,455,508,961
UCL315027,3,12,20,49,49,102,0,0,0,0,3,3,49,55,103,29,27,55,8,10,13,8,4,15,44,41,80,0,0,3,0,4,4,0,0,0,5,7,11,0,0,0,11,10,25,0,5,4,0,4,3,0,0,0,5,10,14,0,0,0,3,18,22,13,28,46,0,0,0,0,3,10,0,0,0,0,3,10,117,173,291,228,312,537
UCL315028,6,18,23,54,50,101,8,4,10,6,8,20,68,61,136,31,27,60,10,7,19,8,5,18,54,45,94,3,0,5,0,5,4,7,5,4,3,3,12,0,0,0,12,11,23,5,6,9,0,0,0,0,0,0,0,10,10,0,0,0,5,22,22,14,32,44,0,0,0,0,6,8,0,0,0,0,6,8,23,29,52,169,186,358
UCL315029,14,26,37,90,103,197,7,8,12,19,17,32,118,123,241,49,66,117,22,14,34,14,21,37,80,107,193,0,3,3,0,9,8,5,8,12,8,9,14,0,0,0,19,23,37,7,26,28,0,4,10,0,0,0,14,25,43,0,0,0,28,58,81,41,79,123,4,0,4,3,3,9,0,0,0,13,5,21,49,63,114,322,411,730
UCL315030,15,20,31,90,80,167,0,0,0,0,0,0,90,80,167,41,38,78,0,0,0,0,0,4,40,42,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,3,3,10,5,5,9,0,0,0,3,0,0,0,0,0,3,0,3,57,50,101,213,192,405
UCL315031,19,11,30,135,132,268,0,0,0,3,0,3,140,131,269,74,69,145,0,0,4,5,3,9,78,73,152,0,3,4,3,4,7,5,0,8,8,11,24,0,0,0,23,16,40,3,7,10,0,3,3,4,0,3,8,14,21,0,0,0,9,27,36,30,47,76,4,6,4,3,13,20,0,0,0,6,18,21,365,217,587,639,492,1134
UCL315032,46,35,81,175,143,313,17,14,27,13,15,25,204,165,377,66,75,145,68,44,110,19,21,36,154,144,294,0,4,6,0,5,12,9,0,10,13,32,47,0,0,0,25,43,71,6,10,20,0,13,14,3,3,9,6,25,32,0,0,0,21,56,74,52,100,144,6,7,16,14,5,23,0,0,0,17,21,33,227,171,400,699,637,1333
UCL315033,3,6,10,26,25,52,0,0,0,0,0,0,26,28,55,27,18,39,0,3,3,0,12,14,23,32,55,3,0,5,0,0,0,0,6,6,0,3,5,0,0,0,6,8,19,0,0,0,0,7,4,0,0,3,0,0,4,0,0,0,7,7,13,5,20,31,0,4,4,0,3,8,0,0,0,0,7,11,26,36,63,90,126,217
UCL315034,13,7,26,60,54,110,4,4,5,0,9,10,64,63,127,17,24,45,4,4,8,12,8,20,36,39,75,0,0,5,0,3,0,0,0,0,6,8,14,0,0,0,13,11,23,0,7,3,3,5,10,0,0,0,6,10,12,0,0,0,8,24,30,15,33,50,4,0,4,6,8,7,0,0,0,4,5,10,37,41,76,171,192,366
UCL315035,37,32,67,183,199,385,10,7,18,13,12,27,207,221,427,80,86,168,15,19,38,26,36,63,123,136,262,0,0,3,4,4,6,9,13,19,10,19,31,0,0,0,24,39,58,8,21,28,0,15,17,0,6,7,3,23,28,0,0,0,20,63,81,41,101,142,6,4,10,5,9,17,0,0,0,8,13,24,78,61,143,496,569,1063
UCL315036,7,10,16,42,27,65,18,9,31,4,0,4,60,38,103,42,39,78,0,3,3,10,4,10,49,48,99,0,0,3,0,0,3,0,4,7,0,4,7,0,0,0,7,16,19,0,11,8,3,3,3,0,3,3,0,9,9,0,0,0,5,18,22,8,33,47,0,0,0,4,3,7,0,0,0,6,3,11,129,117,241,257,249,505
UCL315037,34,30,67,148,117,270,5,11,15,40,58,96,192,184,379,101,95,194,6,23,22,45,45,85,145,158,305,0,0,0,0,11,15,9,10,21,18,34,46,0,0,0,26,61,86,12,20,28,9,22,25,6,12,15,17,25,42,0,0,0,43,74,115,69,133,200,6,0,6,9,16,20,0,0,0,21,15,31,95,76,175,564,591,1156
UCL315038,18,20,41,91,72,164,27,29,57,13,17,31,136,123,252,52,45,96,42,25,72,15,13,28,113,83,194,0,0,0,0,7,3,15,3,21,9,21,27,0,0,0,26,31,56,5,14,17,0,5,8,0,0,0,10,17,30,0,0,0,14,36,58,39,65,109,4,0,3,3,11,12,0,0,0,3,14,17,40,26,70,350,331,685
UCL315039,4,8,12,67,61,128,0,0,0,0,3,3,67,64,134,9,24,29,3,5,4,0,0,0,9,21,36,6,0,4,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,5,4,9,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,62,61,122,155,169,321
UCL315040,0,3,3,18,12,37,0,0,0,0,0,0,23,13,35,8,0,4,0,0,0,0,3,0,12,0,17,0,0,0,5,6,7,0,3,3,15,9,17,0,0,0,19,14,32,4,22,23,10,5,14,3,8,14,7,9,19,0,0,0,22,44,72,41,56,98,0,0,0,4,11,11,0,0,0,0,11,13,217,146,360,298,226,527
UCL315041,12,14,25,52,42,97,5,6,14,3,3,9,63,51,111,24,26,55,3,9,16,4,0,3,30,39,69,0,0,0,0,0,0,0,0,3,0,9,9,0,0,0,0,11,11,0,5,5,0,4,6,0,0,0,0,5,5,0,0,0,0,17,17,0,29,29,0,0,0,0,0,3,0,0,0,3,0,3,84,67,148,188,197,389
UCL315042,19,11,26,68,65,129,26,16,39,10,6,12,94,85,181,68,64,129,15,16,26,3,7,9,87,86,170,7,0,7,4,0,4,15,0,14,0,7,15,0,0,0,20,18,33,0,4,4,4,3,11,0,4,3,3,19,22,0,0,0,8,29,39,29,46,69,0,0,0,8,8,19,0,0,0,9,8,19,117,113,228,351,347,703
