UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL315043,11,9,15,23,29,50,0,0,3,0,0,4,31,31,60,23,19,45,0,0,0,0,6,7,28,24,53,0,0,4,0,0,0,0,4,4,0,5,5,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,9,15,6,15,26,0,0,0,4,5,3,0,0,0,4,5,5,25,24,52,105,107,204
UCL315044,27,23,55,78,83,162,50,61,105,0,0,0,126,151,274,77,82,161,44,48,89,0,0,7,121,135,254,0,3,8,0,5,7,3,12,14,6,25,33,0,0,0,18,42,64,3,7,17,4,7,6,7,3,10,9,20,27,0,0,0,16,38,55,41,82,121,5,5,8,4,7,11,0,0,0,9,14,22,219,191,410,537,592,1133
UCL315045,35,22,55,56,74,133,14,14,34,41,38,74,116,124,235,55,43,99,8,13,24,30,41,60,93,96,185,5,0,8,3,4,5,10,5,10,13,15,34,0,0,0,26,25,50,9,14,26,4,12,16,6,12,12,3,11,18,0,0,0,29,50,75,52,77,127,4,0,4,9,4,14,0,0,0,6,9,21,64,50,108,370,367,737
UCL315046,10,12,26,78,84,163,0,0,0,0,4,4,83,85,172,68,80,149,0,0,4,10,3,8,75,90,159,0,4,4,3,5,9,0,3,3,10,9,19,0,0,0,10,18,32,6,6,15,5,0,7,0,4,4,0,4,4,0,0,0,10,21,35,20,47,68,0,3,0,0,6,9,0,0,0,3,7,15,157,128,284,356,370,721
UCL315047,20,20,39,92,99,191,11,12,23,3,3,3,112,117,225,56,57,117,10,10,19,3,10,13,72,75,140,3,3,3,0,4,0,8,5,9,13,13,28,0,0,0,25,26,51,5,3,6,0,6,6,0,4,4,4,23,31,0,0,0,7,41,46,32,65,97,5,8,14,4,5,13,0,0,0,10,14,26,63,49,106,296,333,634
UCL315048,9,5,15,40,30,68,0,4,10,14,14,30,57,47,109,12,26,43,0,3,3,14,29,44,32,61,89,0,3,3,0,4,4,7,0,7,0,8,9,0,0,0,9,12,21,0,4,4,0,7,7,0,0,0,7,8,13,0,0,0,8,17,27,13,33,45,3,6,11,0,3,3,0,0,0,3,10,15,64,56,122,179,214,392
UCL315049,13,16,24,36,54,91,20,14,33,20,24,44,77,89,167,58,41,103,18,13,29,10,13,25,92,70,162,5,0,6,3,3,3,3,3,3,7,25,30,0,0,0,13,33,44,3,11,12,4,10,13,0,0,0,6,27,38,0,0,0,21,45,67,36,77,114,0,0,4,0,9,8,0,0,0,5,10,15,164,152,319,383,408,793
UCL315050,28,25,52,109,114,221,42,29,70,11,6,22,164,152,319,100,100,203,4,8,9,11,15,26,122,121,241,0,3,6,4,10,12,4,10,17,5,12,21,0,0,0,15,39,54,8,41,50,10,21,27,4,9,6,3,15,22,0,0,0,23,80,108,40,123,159,4,9,14,6,15,23,0,0,0,10,24,37,157,163,324,519,606,1123
UCL315051,45,42,87,141,126,267,16,18,35,36,41,80,191,188,381,92,115,206,13,8,18,24,22,45,129,146,272,9,3,17,5,10,18,15,8,28,23,32,56,0,0,0,59,59,112,12,34,47,14,23,39,8,6,16,7,41,51,0,0,0,45,104,145,105,159,261,10,9,19,12,19,35,0,0,0,21,27,48,96,81,176,589,644,1238
UCL315052,30,18,54,99,84,186,25,20,46,44,36,79,165,141,306,81,54,136,40,37,79,23,33,56,142,122,265,0,4,6,0,3,7,9,6,21,17,19,33,0,0,0,31,26,61,10,20,33,0,12,7,3,5,5,7,20,27,0,0,0,28,50,78,52,85,136,0,5,3,9,9,18,0,0,0,9,11,18,93,89,183,495,465,962
UCL315053,15,17,32,86,78,166,31,36,68,0,0,7,117,121,236,74,59,136,4,0,4,3,4,5,77,66,142,3,0,3,3,3,7,4,6,11,7,17,27,0,0,0,22,27,48,0,8,6,4,12,13,3,5,8,8,21,29,0,0,0,18,41,62,38,70,113,0,0,0,0,10,11,0,0,0,0,10,16,165,161,326,418,449,869
UCL315054,34,35,67,187,180,366,4,0,4,10,3,17,199,189,385,128,121,248,3,3,5,12,22,33,142,146,292,7,9,10,6,10,15,4,14,19,5,24,31,0,0,0,24,49,72,8,17,24,8,8,20,0,5,5,6,23,29,0,0,0,21,55,75,39,107,147,7,10,11,3,15,21,0,0,0,9,25,38,159,138,299,586,637,1223
UCL315055,9,9,14,40,56,95,0,0,0,0,4,5,44,55,99,31,24,62,0,0,0,4,14,27,41,43,87,3,3,7,0,3,6,0,7,4,11,20,25,0,0,0,17,27,40,0,0,0,0,14,14,0,3,3,4,15,20,0,0,0,12,30,43,25,55,81,5,7,11,4,4,8,0,0,0,7,12,16,141,142,284,270,314,585
UCL315056,9,8,16,66,72,135,4,0,3,7,6,14,72,83,154,56,53,110,0,0,0,4,5,4,59,56,114,0,0,8,0,4,4,5,0,0,0,3,11,0,0,0,4,17,15,0,0,5,0,9,9,0,0,0,3,8,11,0,0,0,4,16,20,11,29,41,0,0,0,4,10,11,0,0,0,3,10,10,76,81,150,235,255,495
UCL315057,22,10,36,63,45,109,5,0,3,12,12,27,84,61,145,82,65,147,0,0,0,12,4,15,89,70,164,0,4,4,3,3,10,4,0,8,7,21,28,0,0,0,19,34,49,12,12,21,7,14,20,3,0,7,8,26,36,0,0,0,33,51,81,49,85,127,0,5,11,7,8,12,0,0,0,8,16,24,63,73,141,314,320,632
UCL315058,30,49,85,239,204,440,22,24,53,5,7,14,272,233,506,128,129,254,7,19,26,3,7,11,141,158,293,9,4,8,0,3,10,11,10,20,17,35,47,0,0,0,32,49,89,3,13,13,0,12,16,0,5,10,11,32,44,0,0,0,19,65,81,54,112,165,0,10,6,18,17,34,0,0,0,20,19,40,189,85,272,704,659,1357
UCL315059,12,18,29,54,59,111,4,3,12,25,21,42,79,80,158,49,43,89,11,10,15,20,24,48,79,78,154,0,4,3,4,3,8,4,0,4,7,13,17,0,0,0,9,18,29,12,22,31,0,13,13,0,3,3,7,13,20,0,0,0,16,46,66,22,68,93,3,3,7,0,7,13,0,0,0,4,13,15,28,31,57,226,280,503
UCL315060,27,18,41,123,111,230,39,36,71,21,22,46,182,168,344,78,77,146,27,32,61,20,17,34,122,122,238,3,0,8,4,4,7,13,5,14,10,12,23,0,0,0,24,27,49,3,9,16,0,10,12,0,6,6,11,19,32,0,0,0,14,47,65,39,76,116,10,9,13,6,8,13,0,0,0,15,13,27,29,20,55,413,418,831
UCL315061,17,18,31,80,63,141,0,0,0,0,0,0,83,63,147,41,22,65,0,0,0,5,0,3,47,27,67,0,0,6,0,0,0,4,0,4,4,10,16,0,0,0,12,9,22,0,4,5,0,7,3,0,0,7,9,4,18,0,0,0,10,20,35,24,29,52,0,3,3,5,6,9,0,0,0,5,9,11,482,152,630,651,294,948
UCL315062,3,6,15,44,48,97,0,3,3,4,0,3,46,57,108,32,25,60,3,0,3,4,4,9,40,28,71,3,3,8,5,0,3,3,0,3,4,10,15,0,0,0,21,15,37,4,4,7,0,3,3,0,0,3,0,5,7,0,0,0,5,16,22,24,32,61,0,0,0,0,4,7,0,0,0,3,4,8,104,97,199,226,234,450
UCL315063,10,5,19,46,40,94,12,13,28,0,0,0,61,52,117,38,47,82,0,0,0,0,0,5,35,49,86,0,0,0,0,0,3,0,3,7,7,11,14,0,0,0,6,12,18,0,0,0,0,7,7,0,0,0,0,3,7,0,0,0,0,13,12,8,24,33,0,0,0,4,4,11,0,0,0,4,4,10,70,52,118,190,196,380
UCL315064,9,10,27,91,68,155,0,3,4,0,0,0,90,64,157,57,50,110,5,3,6,0,0,0,56,52,113,0,0,0,0,0,0,3,0,9,4,6,11,0,0,0,12,12,19,0,7,15,4,3,10,0,0,0,3,18,17,0,0,0,8,29,39,18,45,60,0,0,0,5,3,6,0,0,0,6,3,6,125,128,253,309,306,611
UCL315065,4,0,8,25,11,39,10,7,14,0,0,0,34,17,52,29,21,50,0,0,0,0,0,0,29,21,50,4,0,6,0,0,0,3,0,3,3,4,8,0,0,0,9,11,16,0,0,0,0,5,5,0,9,9,0,4,6,0,0,0,0,11,16,10,21,31,0,0,0,0,0,0,0,0,0,0,3,3,50,40,85,120,105,232
UCL315066,20,21,44,108,104,217,16,8,25,36,19,52,152,137,291,77,85,161,21,18,34,18,18,36,118,118,241,0,4,9,0,5,3,17,10,23,14,18,35,0,0,0,33,33,71,16,23,40,3,23,24,7,8,13,7,23,31,0,0,0,36,75,113,70,106,175,4,7,5,5,9,16,0,0,0,10,12,19,129,126,250,499,516,1020
UCL315067,13,14,22,71,69,144,15,0,15,3,0,9,94,80,174,79,58,135,15,22,31,8,5,13,101,86,184,5,0,4,0,8,5,6,0,9,3,8,11,0,0,0,18,14,30,0,9,6,3,9,9,7,0,4,7,15,15,0,0,0,15,23,41,27,45,72,4,0,7,0,7,10,0,0,0,7,9,19,71,77,150,314,296,615
UCL315068,9,3,17,66,65,136,18,11,28,0,0,4,84,80,170,47,51,108,8,10,24,3,0,9,65,66,131,5,0,5,4,6,3,0,3,4,3,14,19,0,0,0,11,21,28,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,12,15,9,34,47,0,0,0,4,3,7,0,0,0,4,4,10,98,86,176,271,278,552
UCL315069,6,8,12,73,55,131,0,0,3,0,0,5,71,60,135,44,43,89,6,0,5,3,4,5,47,55,104,0,0,3,0,4,7,0,3,6,0,7,9,0,0,0,7,18,25,0,5,4,7,0,8,0,0,0,3,11,10,0,0,0,7,12,19,17,32,47,3,4,5,0,11,14,0,0,0,4,10,16,231,186,414,380,348,727
UCL315070,13,12,24,100,84,187,0,0,0,0,0,4,103,82,184,58,47,104,0,0,0,0,3,0,61,50,109,0,0,0,0,0,3,4,5,10,0,9,12,0,0,0,13,14,22,0,6,6,0,3,3,0,4,4,3,6,14,0,0,0,3,14,20,14,32,42,0,0,5,0,7,11,0,0,0,3,10,12,187,125,319,386,309,696
UCL315071,15,7,22,49,37,86,19,11,31,0,8,4,69,59,123,20,24,43,11,9,23,8,4,8,36,34,72,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,4,8,9,0,8,8,3,8,10,0,4,4,6,9,8,0,0,0,8,20,26,11,27,34,5,0,5,0,3,3,0,0,0,5,3,9,43,14,52,169,146,319
UCL315072,5,0,6,34,42,69,0,0,0,0,0,0,34,42,69,27,21,51,0,0,0,0,0,5,29,21,53,0,0,0,6,0,5,0,4,4,6,3,3,0,0,0,12,9,19,3,3,5,3,3,3,0,0,4,0,7,7,0,0,0,3,18,27,14,24,40,4,4,9,0,3,6,0,0,0,6,7,13,84,60,142,169,150,320
UCL315073,14,6,25,60,65,119,18,17,34,3,6,9,82,83,161,49,41,85,6,9,17,6,6,9,65,53,115,0,4,5,0,4,4,3,5,7,8,9,17,0,0,0,5,25,31,0,5,5,4,0,0,0,0,3,0,10,19,0,0,0,5,20,26,19,42,55,0,0,5,4,3,10,0,0,0,4,5,12,96,103,205,280,292,571
UCL315074,12,14,26,81,96,179,11,19,29,4,5,7,99,119,214,103,91,193,9,4,11,0,10,10,109,97,208,0,0,0,0,0,0,7,6,6,4,13,17,0,0,0,8,21,26,0,9,13,0,4,8,0,0,0,7,11,18,0,0,0,7,26,38,18,46,65,0,3,4,7,9,13,0,0,0,7,8,18,170,198,366,417,481,898
UCL315075,0,4,4,35,28,68,0,0,0,0,0,0,41,28,71,6,8,17,6,8,7,12,4,14,18,17,36,0,0,0,0,3,5,0,0,0,4,6,12,0,0,0,7,9,19,4,5,3,0,0,3,0,0,0,4,8,11,0,0,0,7,12,17,20,19,34,0,3,3,4,6,9,0,0,0,4,6,12,63,59,116,141,138,281
UCL315076,25,33,60,152,132,284,44,61,105,0,5,3,196,195,390,136,128,263,9,12,24,8,10,25,159,155,313,7,7,13,3,12,11,14,10,23,9,35,48,0,0,0,32,66,101,5,9,12,0,8,7,3,6,12,5,14,19,0,0,0,13,31,48,50,96,145,7,5,14,3,15,18,0,0,0,16,21,34,131,122,252,575,619,1196
UCL315077,16,8,27,98,119,216,47,64,109,5,4,11,154,178,333,41,31,67,16,9,23,4,4,3,56,47,101,3,0,3,0,3,6,0,0,0,4,0,4,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,11,9,7,12,22,0,0,0,0,3,0,0,0,0,4,3,3,73,81,150,304,331,633
UCL315078,26,17,42,93,85,178,34,41,77,0,0,0,134,122,259,104,91,202,4,6,13,3,6,11,118,104,223,10,4,16,0,5,6,11,8,18,11,20,26,0,0,0,24,39,62,0,5,13,3,5,11,4,3,7,4,7,16,0,0,0,14,25,43,41,60,106,0,0,0,7,11,18,0,0,0,7,11,18,93,101,191,411,425,840
UCL315079,16,15,26,53,60,113,8,0,7,7,4,14,66,63,132,52,38,87,4,7,10,9,7,13,65,52,114,3,0,3,0,0,3,6,0,6,5,15,22,0,0,0,8,13,25,6,0,3,0,6,6,3,0,3,0,18,20,0,0,0,3,27,33,21,46,64,0,3,3,3,0,4,0,0,0,3,4,5,49,41,84,209,221,430
UCL315080,24,20,45,63,77,142,29,25,53,3,0,3,91,100,190,69,66,129,10,12,23,0,0,0,78,76,159,0,3,3,8,3,10,11,7,15,16,41,54,0,0,0,33,52,89,5,4,9,11,16,29,0,8,7,17,29,41,0,0,0,36,53,86,67,103,172,7,13,13,10,12,24,0,0,3,13,27,37,338,290,630,615,623,1233
UCL315081,19,22,47,122,106,228,29,23,51,5,3,4,151,135,285,98,92,188,10,33,45,3,4,3,114,125,245,4,0,3,0,0,5,5,8,13,11,13,23,0,0,0,25,23,46,3,10,12,0,7,7,0,5,4,0,19,18,0,0,0,9,35,41,30,54,87,3,0,9,4,16,20,0,0,0,10,15,23,117,109,224,443,466,911
UCL315082,4,7,11,36,23,53,0,0,0,0,0,0,36,23,53,13,12,26,12,8,19,7,0,9,36,24,58,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,5,12,13,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,4,8,10,9,15,20,0,0,0,0,3,3,0,0,0,0,3,3,72,53,120,146,120,270
UCL315083,8,8,14,16,10,29,14,22,31,10,9,15,35,37,69,9,13,25,13,26,44,9,0,11,33,36,76,0,4,3,0,0,0,4,4,3,0,4,8,0,0,0,5,7,16,3,16,17,0,4,3,0,3,9,0,10,13,0,0,0,8,30,43,12,47,59,0,0,4,3,3,7,0,0,0,4,6,9,27,16,43,124,151,276
UCL315084,14,6,21,37,25,69,8,7,22,15,21,31,57,53,121,46,48,94,3,0,3,12,10,21,58,54,113,0,0,3,0,0,0,3,0,7,3,14,13,0,0,0,12,14,25,5,10,13,0,3,3,0,5,5,7,9,10,0,0,0,10,26,35,18,39,63,0,5,3,4,3,9,0,0,0,7,3,12,55,23,76,206,190,402
UCL315085,22,20,42,105,111,216,28,30,56,4,6,12,133,146,283,80,71,155,8,11,24,9,20,22,96,104,201,5,3,9,0,5,5,12,10,22,4,25,27,0,0,0,15,52,64,3,23,22,0,6,6,0,3,4,0,19,16,0,0,0,8,51,61,28,97,124,9,3,12,3,10,18,0,0,0,15,16,28,149,174,325,447,559,1006
UCL315086,5,5,12,52,68,127,6,0,5,7,0,12,68,73,139,59,55,107,0,0,0,6,4,12,66,62,129,8,6,12,0,6,10,0,0,4,8,22,28,0,0,0,16,35,55,3,0,11,4,5,8,0,4,4,6,10,16,0,0,0,17,16,34,32,57,91,0,3,5,4,17,21,0,0,0,3,22,31,194,161,355,373,384,756
UCL315087,26,17,43,109,104,214,17,11,31,31,18,49,162,130,293,62,47,105,33,30,61,43,53,99,140,131,268,7,3,10,0,3,3,17,3,17,5,12,23,0,0,0,27,28,55,34,44,79,3,9,14,3,12,14,7,19,29,0,0,0,56,83,135,85,110,191,0,5,0,0,10,14,0,0,0,3,15,13,16,11,28,417,414,834
UCL315088,27,18,51,124,123,243,10,33,44,6,0,6,142,152,294,104,87,190,13,18,24,4,4,11,122,104,225,4,3,3,3,3,4,0,10,12,3,15,15,0,0,0,15,24,37,5,8,10,3,12,9,3,6,11,0,17,20,0,0,0,8,42,50,26,65,92,8,3,9,10,12,22,0,0,0,16,15,32,219,196,416,547,562,1112
UCL315089,13,26,40,72,57,133,46,43,84,0,0,3,120,103,221,65,71,138,4,3,3,6,5,6,74,80,150,4,4,6,3,5,9,6,0,11,5,6,14,0,0,0,13,22,32,6,0,4,6,7,11,0,4,7,9,15,20,0,0,0,15,28,45,29,50,80,0,0,5,3,3,5,0,0,0,8,9,14,128,131,264,368,401,769
UCL315090,20,22,45,144,120,262,44,42,91,0,0,0,189,164,358,117,109,228,23,40,65,3,6,9,146,153,298,4,4,7,8,8,9,6,8,12,11,16,33,0,0,0,27,38,62,11,8,16,0,15,18,4,0,5,10,24,33,0,0,0,20,42,68,49,82,125,0,4,11,15,16,26,5,0,5,17,18,39,174,193,367,592,633,1230
UCL315091,22,28,49,141,131,268,45,39,84,3,9,3,187,172,359,104,113,216,4,0,8,3,5,12,113,120,230,0,0,4,0,4,6,5,0,5,3,16,13,0,0,0,10,19,28,0,3,4,9,6,19,0,5,5,11,29,43,0,0,0,23,48,67,28,68,96,0,3,5,0,7,7,0,0,0,0,10,13,132,108,237,482,502,984
UCL315092,8,5,9,34,21,58,0,0,3,5,4,10,43,31,68,21,21,40,0,0,0,0,6,5,25,28,53,0,0,0,0,4,5,4,0,4,0,8,8,0,0,0,4,13,12,0,4,3,0,4,0,0,5,5,0,4,3,0,0,0,5,13,19,7,21,30,0,0,0,0,4,8,0,0,0,0,10,4,117,95,216,195,182,381
UCL315093,5,5,8,25,28,57,0,0,0,0,0,0,25,28,57,20,14,36,0,4,4,0,3,3,19,21,41,0,0,0,0,0,3,0,0,0,5,10,10,0,0,0,8,7,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,14,22,0,5,3,0,0,3,0,0,0,3,6,5,24,18,41,84,83,173
UCL315094,13,22,39,58,52,116,7,6,14,18,11,30,88,73,158,47,49,100,8,9,10,17,16,39,70,73,146,0,0,3,0,7,7,3,0,8,6,20,27,0,0,0,9,27,42,0,6,10,0,13,12,0,0,0,11,15,25,0,0,0,11,32,45,26,60,86,0,0,3,5,12,12,0,0,0,5,14,21,53,53,102,253,299,550
UCL315095,17,7,27,61,39,100,20,21,38,0,0,0,83,58,136,66,51,121,0,6,6,0,0,0,66,56,125,0,0,0,4,3,4,0,0,4,0,8,14,0,0,0,4,17,22,0,3,6,0,0,0,0,0,5,9,10,17,0,0,0,6,11,22,13,34,46,5,0,5,4,5,13,0,0,0,5,12,15,161,142,308,347,308,655
UCL315096,37,24,55,90,100,190,63,67,128,0,5,8,155,172,330,86,72,155,39,38,81,10,3,15,129,112,248,8,0,7,0,3,4,6,5,14,9,15,29,0,0,0,23,34,55,3,21,18,0,7,14,3,10,16,5,17,21,0,0,0,14,58,67,40,86,126,4,8,9,9,17,26,0,0,0,13,15,28,194,146,340,566,558,1126
UCL315097,14,24,43,76,69,144,16,19,33,18,20,34,105,108,214,40,47,86,9,12,25,12,10,28,66,71,135,0,4,3,0,0,0,9,5,12,9,9,14,0,0,0,23,16,36,3,18,19,4,5,7,0,4,5,8,10,18,0,0,0,14,33,49,38,53,83,3,0,5,7,4,16,0,0,0,9,11,17,49,53,100,284,310,594
UCL315098,50,46,100,146,136,278,61,48,107,0,6,9,209,189,403,145,133,281,0,3,5,6,3,7,155,144,291,7,7,13,5,10,18,17,6,23,26,31,52,0,0,0,55,56,108,0,14,14,5,16,20,3,0,3,14,42,61,0,0,0,22,76,98,75,134,206,3,0,5,8,13,21,0,0,0,17,13,29,292,214,502,797,740,1537
UCL315099,44,50,93,150,160,314,55,56,112,32,30,59,236,249,480,79,112,186,75,76,150,22,32,55,175,215,393,3,3,10,4,8,8,17,11,30,13,17,31,0,0,0,41,38,80,5,28,34,9,15,20,6,16,24,9,40,50,0,0,0,37,93,124,71,135,210,8,8,15,13,24,35,0,0,0,20,27,48,67,47,115,624,719,1339
UCL315100,7,10,21,38,44,82,4,9,16,16,10,23,56,63,120,22,26,44,13,14,23,4,3,11,39,43,86,4,0,6,4,3,7,4,5,8,9,0,10,0,0,0,13,13,32,3,5,8,0,3,3,0,0,5,0,8,11,0,0,0,3,18,26,21,34,51,5,0,6,0,8,4,0,0,0,3,10,11,54,37,90,181,196,382
UCL315101,20,16,37,81,58,142,14,8,22,12,18,33,110,85,197,58,44,105,20,20,34,10,20,34,83,83,167,0,0,4,0,3,3,12,3,11,12,10,25,0,0,0,24,18,41,0,7,7,0,4,6,5,6,9,10,15,24,0,0,0,14,31,40,34,43,83,6,3,6,0,6,8,0,0,0,5,8,12,23,13,40,281,253,536
UCL315102,4,5,14,38,34,71,12,4,12,10,7,18,56,46,105,43,39,82,11,3,9,0,0,5,57,41,95,0,0,0,0,3,3,7,0,9,5,9,18,0,0,0,10,10,24,0,3,6,0,3,0,0,3,3,0,12,11,0,0,0,3,18,28,16,29,47,0,0,0,3,4,8,0,0,0,9,9,9,67,62,128,203,196,402
UCL315103,4,0,10,48,40,86,3,3,3,0,0,0,48,44,94,45,32,73,3,3,5,0,0,0,43,36,76,0,0,0,0,5,5,0,0,3,0,7,11,0,0,0,0,10,13,6,0,4,0,0,0,0,0,0,0,9,9,0,0,0,7,12,22,5,21,30,0,0,0,0,4,6,0,0,0,0,4,6,97,79,176,208,186,393
UCL315104,23,12,36,76,82,157,0,5,5,5,3,12,87,86,173,51,42,94,9,3,12,4,10,14,57,59,119,0,0,0,3,3,8,6,3,3,3,8,11,0,0,0,9,15,24,4,9,13,0,9,9,0,4,5,6,19,23,0,0,0,8,38,42,17,52,73,0,3,3,5,7,12,0,0,0,4,13,16,1495,52,1544,1684,282,1964
UCL315105,0,0,3,12,16,28,8,4,13,0,3,6,20,23,45,11,9,21,0,0,0,0,0,3,13,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,5,4,9,10,0,0,0,0,0,0,0,0,0,0,0,3,52,51,97,89,99,186
UCL315106,32,29,63,99,77,179,15,18,29,13,13,27,121,114,235,35,44,79,19,9,27,3,11,13,56,69,125,0,4,6,3,5,9,5,7,18,15,19,32,0,0,0,27,35,58,7,11,15,4,4,12,0,6,5,6,23,34,0,0,0,16,47,68,40,85,123,3,0,7,3,13,13,0,0,0,10,13,23,28,35,58,294,335,630
UCL315107,29,33,68,93,89,180,10,13,17,18,14,38,116,119,230,50,34,82,10,16,27,9,9,14,63,52,121,0,0,0,11,9,16,7,5,9,14,14,26,0,0,0,20,25,50,4,7,16,11,21,31,0,3,3,8,12,23,0,0,0,26,44,74,51,72,121,3,0,6,14,11,26,0,0,0,17,12,31,77,47,121,355,339,697
UCL315108,13,10,26,84,100,181,6,3,8,0,0,0,92,104,193,32,52,87,0,3,3,5,0,9,39,56,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,6,0,0,0,4,0,3,0,0,0,6,6,8,11,9,12,4,0,4,0,0,0,0,0,0,4,4,4,23,26,44,172,200,379
UCL315109,4,4,8,21,32,56,0,5,8,0,0,0,24,34,61,29,16,45,9,5,20,4,0,4,42,28,70,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,4,7,15,12,17,24,4,0,4,0,4,3,0,0,0,0,4,11,29,29,55,110,119,226
UCL321001,4,0,9,13,20,29,3,0,3,0,6,4,21,21,41,3,13,17,4,0,8,4,4,3,14,19,30,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,22,21,41,70,64,132
UCL321002,4,0,7,22,15,41,4,14,16,0,3,6,35,30,59,14,5,26,0,3,11,3,3,8,19,18,38,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,3,6,10,0,3,5,0,0,5,0,0,0,0,3,8,0,0,0,3,7,15,4,18,22,0,0,0,0,0,3,0,0,0,0,4,3,44,27,65,109,98,203
UCL321003,5,0,4,16,12,27,3,3,3,0,4,3,21,16,34,8,13,18,0,0,0,0,0,0,7,12,25,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,6,6,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0,35,32,71,74,72,148
UCL321004,5,5,11,20,17,40,0,3,3,0,0,0,24,21,37,16,20,34,0,0,3,4,4,7,21,25,45,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,4,6,12,0,0,0,0,3,5,0,0,0,0,3,3,28,30,59,86,87,171
