UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL321013,3,15,3,6,0,25,7,4,18,11,10,0,44,0,0,0,0,0,0,0,0,0,0,6,15,0,14,0,0,0,0,6,5,12,17,16,50,47,109,12,251
UCL321014,3,12,0,7,0,18,0,0,11,6,3,0,20,0,0,0,0,0,0,0,0,0,0,6,14,0,13,0,0,0,0,8,0,10,4,3,27,17,116,0,167
UCL321015,4,16,5,8,0,29,7,0,17,14,19,4,58,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,4,3,0,5,11,5,51,43,128,12,242
UCL321016,0,3,0,3,0,12,0,0,4,0,9,0,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,48,6,76
UCL321017,11,37,5,11,0,85,10,8,24,15,11,3,68,0,0,0,0,0,0,6,0,0,4,6,7,0,16,0,0,7,0,3,0,10,50,33,134,68,92,6,385
UCL321018,0,0,3,4,0,16,3,0,16,5,16,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,9,3,15,5,3,31,36,122,6,208
UCL321019,0,10,3,10,0,34,9,12,15,14,18,0,66,0,0,0,0,0,0,4,0,0,0,5,12,0,20,0,0,0,0,7,5,14,18,14,43,67,175,5,329
UCL321020,3,9,0,9,0,25,3,3,10,8,24,0,55,0,0,0,0,0,0,0,0,0,3,0,15,0,21,0,0,0,3,4,0,9,10,6,36,37,147,6,242
UCL321021,0,11,0,5,0,22,0,0,4,10,8,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,9,3,5,29,24,104,13,177
UCL321022,0,15,3,3,0,22,7,5,16,12,6,0,41,0,0,0,4,0,0,3,0,0,0,0,8,0,8,0,0,0,3,0,0,11,15,3,47,50,117,3,244
UCL321023,4,14,4,4,0,22,0,0,4,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,5,5,4,7,30,17,122,10,195
UCL321024,0,8,0,3,0,15,3,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,4,3,11,8,3,17,20,102,8,159
UCL321025,6,3,0,0,0,14,0,0,8,4,10,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,5,3,7,16,20,67,6,117
UCL321026,0,3,0,5,0,11,0,5,5,6,4,5,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,6,3,8,20,15,91,3,140
UCL321027,5,11,8,10,0,34,5,0,13,16,6,0,45,0,0,0,0,0,0,6,0,0,0,4,9,0,13,0,0,0,6,11,0,16,11,10,40,55,128,11,256
UCL321028,6,11,5,0,0,32,0,0,0,8,8,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,4,0,3,3,16,5,6,31,34,154,9,238
UCL321029,5,4,5,8,0,23,3,0,7,17,15,0,47,0,0,0,0,0,0,0,0,0,8,4,3,0,8,0,0,0,0,8,0,14,12,11,35,47,79,12,202
UCL321030,0,7,0,3,0,10,0,0,12,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,6,4,5,16,17,63,4,103
UCL321031,8,20,5,6,0,44,5,3,19,19,18,0,66,0,0,0,0,0,0,10,0,0,3,0,4,0,11,0,0,4,0,4,6,17,14,19,80,52,133,21,308
UCL321032,3,35,9,11,0,64,8,4,32,28,32,3,101,4,0,4,4,3,0,14,0,0,0,4,30,0,32,0,0,3,3,14,4,26,24,13,122,119,315,23,624
UCL321033,8,16,3,9,0,38,5,3,3,14,13,8,44,0,0,0,0,0,0,5,0,0,0,8,12,0,16,0,0,0,0,9,3,15,14,7,41,62,175,26,328
UCL321034,3,14,3,3,0,35,4,10,18,16,16,10,63,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,4,0,9,10,12,45,41,100,28,236
UCL321035,3,14,5,12,0,39,0,0,20,19,46,4,94,0,0,3,0,0,0,4,0,0,0,4,14,0,16,0,0,0,0,15,3,18,10,8,56,60,262,37,422
UCL321036,0,13,8,6,0,32,3,3,13,27,21,0,66,0,0,0,0,3,0,7,0,0,0,0,7,0,13,0,0,0,0,15,4,16,12,10,52,72,203,7,352
UCL321037,4,4,3,6,0,23,0,0,7,12,12,0,29,0,0,0,4,0,0,8,0,0,0,4,4,0,7,0,0,0,0,11,0,12,15,8,45,32,100,7,207
UCL321038,3,18,4,5,0,26,8,3,18,15,18,0,61,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,11,0,13,10,12,59,40,113,7,233
UCL321039,6,16,0,3,0,43,11,9,17,10,13,4,69,0,0,0,4,3,0,10,0,0,0,7,11,0,14,0,0,4,4,9,0,19,35,20,86,62,107,12,320
UCL321040,0,8,3,4,0,23,9,0,12,12,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,9,14,3,53,45,105,5,229
UCL321041,5,7,4,6,0,20,0,0,3,9,11,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,3,18,27,76,16,149
UCL321042,3,5,0,7,0,17,0,0,0,3,18,0,25,0,0,0,0,0,0,0,0,0,0,4,10,0,12,0,0,0,0,5,3,5,0,9,22,22,108,5,171
UCL321043,7,18,0,11,0,30,5,3,24,8,6,0,60,0,0,0,0,6,0,6,0,0,0,0,14,0,13,0,0,4,0,5,0,10,22,7,70,35,132,0,275
UCL321044,0,9,3,0,0,12,0,4,16,22,25,0,63,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,10,4,16,4,4,34,48,159,24,264
UCL321045,0,18,10,15,0,50,4,4,23,18,22,0,64,0,0,0,4,10,0,9,0,0,8,0,21,0,31,0,0,0,0,9,3,15,15,4,81,91,233,21,446
UCL321046,4,8,5,4,0,30,0,3,29,10,12,0,56,0,0,0,0,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,5,15,66,31,71,3,197
UCL321047,0,7,3,3,0,13,0,0,5,12,22,0,36,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,5,6,9,0,7,26,31,133,7,193
UCL321048,0,5,0,0,0,15,3,0,4,5,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,18,20,41,3,92
UCL321049,0,7,10,6,0,25,0,0,14,5,14,4,41,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,4,35,35,99,12,185
UCL321050,4,0,4,6,0,15,0,0,12,4,16,0,36,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,3,0,6,9,3,32,27,122,6,198
UCL321051,5,11,4,10,0,33,0,5,8,17,14,0,35,0,0,0,0,0,0,3,0,0,4,0,7,0,11,0,0,0,0,3,0,6,5,7,32,35,95,11,191
UCL321052,0,11,0,7,0,24,0,0,4,6,12,0,25,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,10,6,13,0,4,22,11,91,10,135
UCL321053,3,4,0,5,5,17,0,0,3,5,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,6,6,26,33,71,21,165
UCL321054,0,8,4,0,0,19,5,0,3,7,6,0,19,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,9,20,4,31,26,83,7,178
UCL321055,3,18,7,6,0,40,0,0,15,5,9,5,31,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,3,3,5,18,5,52,27,127,15,247
UCL321056,0,8,0,9,0,18,0,0,0,7,11,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,15,74,6,120
UCL321057,0,5,0,0,0,6,4,0,5,8,8,0,28,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,0,0,0,3,7,3,4,0,9,18,73,9,109
UCL321058,5,10,5,4,0,25,0,3,6,13,13,0,41,0,0,0,0,6,0,6,0,0,0,3,7,0,13,0,0,4,0,11,0,14,6,9,47,41,144,7,253
UCL321059,3,20,4,8,0,49,10,3,31,7,17,0,70,0,0,0,0,5,0,3,0,0,3,0,12,0,17,0,0,3,0,6,0,22,40,19,135,55,160,10,421
UCL321060,0,8,0,5,0,11,0,0,3,10,15,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,4,0,19,16,81,8,132
UCL321061,0,12,0,3,0,16,0,0,7,5,8,0,25,0,0,0,0,0,0,3,0,0,0,6,6,0,15,0,0,0,0,0,0,6,4,3,30,16,83,8,156
UCL321062,0,21,0,10,0,35,0,0,0,4,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,19,10,64,13,110
UCL321063,9,17,4,12,0,42,4,9,29,14,22,7,80,0,0,0,0,3,0,5,0,0,0,3,8,0,12,0,0,3,0,5,5,15,23,14,86,58,129,15,323
UCL321064,0,7,7,3,0,17,0,0,3,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,6,0,0,4,3,29,25,71,9,134
UCL321065,0,13,6,7,0,39,3,0,15,8,22,0,47,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,3,0,7,4,9,14,9,51,56,163,10,293
UCL321066,0,0,0,4,0,9,0,0,0,6,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,18,49,7,77
UCL321067,0,10,0,4,0,18,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,5,32,7,68
UCL321068,0,5,5,7,0,36,9,3,24,6,7,0,54,0,0,3,0,3,0,4,0,0,3,3,6,0,10,4,0,8,7,5,7,29,22,18,82,55,135,10,326
UCL321069,0,7,9,7,0,29,6,0,25,10,12,0,57,0,0,3,0,0,0,5,5,0,5,3,0,0,10,0,0,4,0,9,0,15,16,7,67,42,89,10,237
UCL321070,5,17,7,6,0,33,3,0,6,4,14,0,35,0,0,3,0,4,0,7,0,0,0,0,13,0,13,0,0,0,0,3,0,8,9,8,48,28,132,7,229
UCL321071,3,14,0,0,0,21,4,0,3,9,14,0,38,0,0,0,0,0,0,3,0,0,0,0,10,0,14,0,0,0,0,0,0,0,8,9,29,35,117,6,205
UCL321072,0,7,4,9,0,26,4,0,17,10,14,0,45,0,0,0,0,0,0,0,0,0,0,7,9,0,12,0,0,0,0,5,0,8,4,6,42,38,163,8,254
UCL321073,3,19,3,4,0,34,4,3,13,7,9,0,35,0,0,0,0,4,0,3,0,0,0,3,7,0,14,0,0,4,0,8,0,13,14,8,70,47,126,13,283
UCL321074,7,8,0,10,0,23,4,3,11,13,13,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,12,0,15,3,3,21,34,85,13,164
UCL321075,10,13,4,4,0,43,3,10,18,17,16,0,62,0,0,0,0,0,0,6,0,0,0,7,19,0,28,0,0,0,0,9,0,18,20,23,70,88,206,7,411
UCL321076,0,0,0,0,0,3,0,0,0,4,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,6,7,44,13,71
UCL321077,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,4,0,4,15,13,93,11,137
UCL321078,0,5,0,10,0,14,0,0,12,9,8,0,32,0,0,0,0,3,0,7,0,0,0,0,6,0,12,0,0,0,0,0,0,0,4,4,23,26,99,8,171
UCL321079,3,26,0,13,0,50,0,4,13,3,21,0,46,0,0,0,0,0,0,0,0,0,0,3,11,0,7,0,0,3,0,5,3,10,12,9,57,40,138,11,263
UCL321080,3,28,15,19,0,68,6,5,31,17,49,3,121,0,0,0,0,5,0,5,0,0,0,0,23,0,22,0,0,0,3,13,0,14,13,14,88,87,334,11,545
UCL321081,0,11,6,0,0,19,0,0,15,3,12,0,37,0,0,0,0,3,0,10,0,0,0,0,3,0,4,0,0,0,0,0,0,6,5,5,52,37,83,3,189
UCL321082,0,15,0,13,0,29,0,0,6,8,20,0,39,0,0,0,0,3,0,3,0,0,0,0,12,0,17,0,0,0,0,0,3,5,7,4,26,21,117,11,181
UCL321083,6,23,10,17,0,53,6,11,12,20,31,3,81,0,0,0,0,0,0,0,0,0,0,3,21,0,23,0,0,0,3,10,3,22,12,13,61,68,245,22,417
UCL321084,5,13,5,4,0,24,4,0,8,0,7,0,22,0,0,3,0,0,0,5,0,0,0,0,4,0,4,5,0,5,4,6,0,16,21,9,74,40,105,4,257
UCL321085,0,0,0,4,0,5,0,0,4,3,10,5,20,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,3,0,9,10,51,4,79
UCL321086,0,4,0,0,0,8,0,4,3,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,7,3,11,9,43,9,83
UCL321087,3,16,3,3,0,42,15,4,31,10,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,36,17,90,33,45,6,227
UCL321088,3,9,0,6,0,23,0,0,5,3,11,0,32,0,0,0,0,5,0,5,0,0,0,0,9,0,7,0,0,0,0,3,3,5,7,6,21,15,68,12,125
UCL321089,0,0,0,0,0,5,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,8,28,4,53
UCL321090,10,15,0,7,0,39,3,6,15,5,11,0,42,0,0,0,0,0,0,3,0,0,0,0,7,0,4,6,0,0,0,0,0,6,30,22,88,33,63,8,245
UCL321091,0,0,0,0,0,9,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,9,35,0,61
UCL321092,0,3,0,4,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,0,4,0,4,3,12,65,6,89
UCL321093,0,12,0,9,3,21,0,4,10,6,22,0,42,0,0,0,0,0,0,5,0,0,0,0,9,0,9,0,0,0,0,5,5,9,0,7,32,29,107,11,187
UCL321094,0,19,8,4,0,46,9,6,19,11,11,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,3,0,6,0,8,16,7,62,33,87,4,204
UCL321095,3,21,10,4,0,46,0,0,19,6,8,0,36,0,0,0,0,5,0,5,0,0,0,3,8,0,13,0,0,0,0,5,3,6,15,10,68,42,130,11,279
UCL321096,3,14,0,5,0,24,0,0,5,8,5,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,8,52,31,108,8,208
UCL321097,4,13,3,3,0,36,8,10,20,10,38,0,84,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,4,6,0,22,13,20,63,50,192,12,342
UCL321098,0,6,3,4,0,14,6,0,8,13,3,0,24,0,0,0,0,0,0,3,0,0,0,4,8,0,12,0,0,0,0,4,0,5,7,0,16,45,88,9,169
UCL321099,3,22,4,9,0,42,0,0,0,5,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,8,4,37,16,72,7,148
UCL321100,0,9,0,0,0,12,0,0,8,9,8,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,4,0,0,35,18,79,10,130
UCL321101,4,7,6,6,0,22,0,0,0,5,3,4,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,8,3,9,13,18,59,9,114
UCL321102,0,6,3,10,0,21,4,0,3,12,5,0,37,0,0,0,0,3,0,5,0,0,0,4,11,0,13,0,0,0,0,4,5,9,4,0,25,61,136,20,247
UCL321103,0,19,3,3,0,35,0,0,18,11,20,4,47,0,0,0,0,0,0,0,0,0,0,4,18,0,23,0,0,0,0,7,4,12,10,10,49,49,165,10,294
UCL321104,0,7,0,7,0,16,0,0,6,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,3,45,30,139,9,232
UCL321105,5,28,12,12,0,72,6,4,29,11,22,6,73,0,0,0,0,0,0,0,0,0,0,5,20,0,21,0,0,3,3,10,4,23,28,19,100,73,237,17,474
UCL321106,0,7,6,4,0,25,4,0,16,15,28,0,65,0,0,0,0,0,0,6,0,0,0,0,9,0,13,0,0,0,0,10,5,17,4,13,67,53,177,21,326
UCL321107,0,0,5,8,0,14,0,0,9,5,15,0,30,0,0,0,0,5,0,5,0,0,0,0,3,0,10,0,0,0,0,7,0,8,4,3,25,25,103,7,165
UCL321108,0,0,0,3,0,11,0,0,3,3,10,5,19,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,4,6,0,12,0,0,13,22,90,8,138
UCL321109,0,11,0,0,0,17,0,0,5,8,4,0,22,0,3,9,0,6,0,17,0,0,0,0,3,0,9,0,0,0,3,6,4,12,14,3,40,36,125,13,228
UCL321110,3,6,4,4,4,29,6,0,24,9,16,0,60,0,0,0,0,0,0,3,0,0,0,0,10,0,13,0,4,5,5,4,0,13,24,13,60,53,105,6,257
UCL321111,0,4,4,7,0,18,0,3,11,4,11,0,28,0,0,0,0,3,0,6,0,0,4,0,6,0,9,0,0,0,0,0,4,4,4,7,29,32,110,12,191
UCL321112,0,17,0,13,0,32,0,0,0,4,14,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,4,3,0,23,19,57,7,110
UCL321113,0,0,0,4,0,3,4,3,6,9,9,0,31,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,0,3,4,3,16,17,94,4,142
UCL321114,0,13,0,6,0,25,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,6,3,22,19,67,7,126
UCL322001,0,11,3,0,0,18,0,3,9,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,3,0,3,21,5,30,22,41,0,129
UCL322002,0,9,0,0,0,15,0,0,3,0,6,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,5,41,9,74
UCL322003,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,38
UCL322004,0,7,0,3,0,5,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,10,4,5,16,13,43,3,84
UCL322005,0,8,0,4,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,3,28,3,49
UCL322006,3,0,4,0,0,8,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,6,19,13,19,0,63
UCL322007,0,3,0,6,0,5,0,0,9,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,17,9,36,6,63
UCL322008,0,6,0,3,0,14,0,0,4,0,5,0,11,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,18,8,30,0,57
UCL322009,0,14,0,0,3,15,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,9,24,0,63
UCL322010,0,0,0,0,0,4,0,0,7,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,4,3,0,0,4,8,29,4,55
UCL322011,3,3,0,4,0,15,0,0,12,6,4,0,27,0,0,0,0,0,0,0,0,0,5,0,8,5,8,0,0,0,0,5,0,9,16,10,39,38,70,8,176
UCL322012,0,5,3,0,0,4,0,0,5,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,18,11,27,5,68
UCL322013,0,9,0,7,0,12,0,7,7,13,12,0,36,0,0,0,0,0,0,4,0,0,0,3,13,0,13,0,0,3,0,0,0,11,0,5,30,35,99,7,179
UCL322014,0,0,0,3,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,13,4,20,0,48
UCL322015,0,8,0,4,0,14,5,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,5,3,22,22,54,3,111
UCL322016,0,0,0,4,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,36,8,55
UCL322017,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,7,23
UCL322018,0,5,0,0,0,5,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,4,0,0,13,11,60,5,86
UCL322019,0,8,0,0,0,8,3,0,3,5,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,3,0,20,13,37,0,81
UCL322020,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,9,10,20,3,46
UCL322021,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,19,0,31
UCL322022,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,3,4,5,8,4,19,5,45
UCL322023,0,0,4,3,0,8,0,0,3,8,9,3,24,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,6,0,3,0,3,8,15,66,13,109
UCL322024,0,3,5,12,0,16,5,0,0,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,3,8,6,16,13,101,4,153
UCL322025,0,4,0,6,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,32
UCL322026,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,9,9,25,0,45
UCL322027,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,6,32
UCL322028,0,0,4,0,0,3,0,0,9,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,3,34,0,58
UCL322029,0,5,0,0,0,9,0,0,0,0,11,0,10,0,0,0,5,0,0,9,0,0,0,4,3,0,3,0,0,0,0,0,0,0,4,0,9,13,42,0,69
UCL322030,0,4,0,0,0,10,0,0,0,5,8,0,15,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,11,9,40,0,68
UCL322031,0,6,5,6,0,15,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,3,0,9,13,44,4,73
UCL322032,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,22
UCL322033,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,17,8,28
UCL322034,0,0,0,4,0,10,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,13,30,3,59
UCL322035,0,10,0,3,0,21,0,0,6,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,11,27,6,69
UCL322036,0,4,4,3,0,10,0,0,3,8,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,12,22,71,6,112
UCL322037,0,3,0,0,0,4,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,30,3,44
UCL322038,0,3,4,4,0,9,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,3,14,7,41,5,64
UCL322039,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,8,0,0,9,9,39,0,58
UCL322040,0,4,0,4,0,9,0,0,9,8,8,0,32,0,0,0,0,0,0,0,0,0,0,4,14,0,20,0,0,0,0,0,7,6,3,6,35,26,87,12,167
UCL322041,0,3,0,5,3,15,0,0,0,0,5,0,3,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,40,4,63
UCL322042,4,0,0,0,0,6,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,12,50,6,73
UCL322043,0,5,0,3,0,15,0,0,6,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,0,6,0,5,0,0,30,12,50,4,96
UCL322044,0,3,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,13,31,0,51
UCL322045,0,12,0,4,0,16,4,0,6,6,8,0,24,0,0,0,0,0,0,4,0,0,0,0,5,0,9,0,0,0,0,3,0,3,0,4,27,16,53,0,100
UCL322046,0,5,4,0,0,10,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,7,57,0,88
UCL322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,3,34
UCL322048,0,4,0,5,0,6,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,5,0,9,9,36,4,69
UCL322049,0,0,0,6,0,3,0,0,5,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,13,43,0,62
UCL322050,3,12,3,4,0,16,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,7,40,27,101,6,182
