UCL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL313005,20,104,58,88,6,294,28,32,204,148,248,18,679,0,0,3,6,6,0,13,0,0,3,17,128,0,156,0,0,0,7,70,22,103,79,79,479,439,1868,96,3034
UCL313006,60,217,74,139,9,545,58,46,225,206,413,19,964,3,0,3,11,19,0,34,4,5,13,34,192,4,253,0,0,18,17,111,23,175,167,147,816,704,2676,167,4677
UCL313007,58,276,64,77,12,562,66,58,263,138,141,17,690,0,0,0,6,8,0,20,5,9,12,19,77,0,121,4,4,15,13,39,8,84,257,194,979,646,1372,73,3522
UCL313008,24,174,45,73,0,352,41,29,166,116,213,20,576,0,0,0,3,10,0,18,3,0,12,14,74,0,102,0,0,11,11,63,15,100,121,76,587,405,1422,88,2701
UCL313009,52,308,63,114,15,620,103,69,360,141,214,30,923,0,0,0,4,7,0,16,9,6,23,39,168,6,244,0,0,14,16,100,51,183,330,187,1286,714,2963,239,5720
UCL313010,50,189,40,92,6,430,31,23,185,137,288,25,690,0,5,0,4,10,4,21,3,0,15,17,125,5,161,0,3,13,14,73,19,124,125,108,641,461,1905,130,3369
UCL313011,27,91,38,49,7,229,27,21,127,141,194,15,530,0,0,5,9,15,0,28,3,0,10,21,95,0,131,3,0,7,13,86,19,135,85,74,417,483,1492,91,2644
UCL313012,111,399,97,141,15,910,83,69,336,190,265,35,979,0,3,9,7,37,3,63,4,6,22,32,174,4,240,5,6,25,19,89,22,164,330,264,1340,848,2853,204,5836
UCL314001,29,106,29,41,5,223,24,17,133,71,118,20,384,0,0,5,5,7,0,20,5,5,11,11,61,3,97,0,0,8,10,46,16,83,74,72,400,310,929,98,1881
UCL314002,23,123,33,58,7,257,7,8,106,62,122,5,309,0,0,0,0,7,0,5,6,0,3,11,83,4,108,5,0,4,8,40,10,65,59,46,433,279,1175,97,2098
UCL314003,18,79,24,53,0,196,12,9,63,69,154,15,323,0,0,0,9,16,4,23,0,0,4,11,59,4,83,0,0,7,13,54,21,102,42,42,255,277,1042,90,1761
UCL314004,22,75,22,47,6,188,30,18,107,78,130,10,364,0,0,12,8,13,0,33,0,0,4,18,53,3,80,0,0,5,5,30,10,59,77,51,337,301,914,62,1738
UCL314005,16,80,23,40,0,180,13,12,63,40,72,6,194,0,0,0,0,7,0,7,3,0,9,8,57,5,78,0,0,8,6,24,10,48,69,51,299,183,966,77,1635
UCL314006,20,101,27,60,4,230,17,10,96,74,147,8,354,0,0,0,0,11,0,19,0,0,6,5,65,4,81,0,0,8,7,61,19,95,83,54,437,328,1340,104,2355
UCL314007,42,190,42,83,7,429,17,9,86,65,139,10,318,0,0,0,0,4,0,6,0,0,6,11,55,7,74,0,0,7,3,33,12,57,97,70,403,216,895,75,1759
UCL314008,14,104,22,40,0,216,3,4,56,37,58,5,173,0,0,0,0,11,0,7,0,0,5,10,59,0,80,3,0,10,12,49,15,86,71,48,394,251,928,89,1784
UCL314009,20,85,43,60,3,215,7,33,91,94,146,9,381,0,0,5,3,10,0,20,0,0,10,15,89,6,114,0,0,4,14,65,16,101,47,68,341,430,1383,64,2323
UCL314010,15,64,22,50,5,175,13,7,52,32,70,3,174,0,0,0,5,5,0,10,0,0,6,0,35,3,54,9,0,26,10,19,31,90,130,43,506,259,725,122,1783
UCL314011,14,98,25,40,6,194,15,9,86,31,82,14,236,0,0,0,0,0,0,4,0,4,8,12,87,0,109,0,0,12,5,30,10,57,54,44,386,220,747,70,1524
UCL314012,34,72,48,60,0,230,20,21,73,69,120,8,310,0,0,4,0,6,0,16,3,0,14,14,79,0,111,0,0,5,13,48,0,66,58,83,292,304,1041,43,1819
UCL314013,10,70,15,46,3,164,27,20,88,69,153,10,361,0,0,6,0,6,0,8,4,6,6,4,50,7,73,5,0,9,4,32,23,69,106,57,296,244,808,87,1602
UCL314014,19,68,41,45,0,184,10,15,63,79,100,8,265,0,0,0,0,6,0,11,0,0,3,17,77,0,102,0,3,7,16,55,14,94,55,50,262,334,975,62,1737
UCL314015,16,64,43,59,0,188,7,13,49,60,117,4,250,0,0,0,3,10,0,12,0,0,9,6,62,0,79,0,0,7,7,38,5,60,35,46,204,292,986,47,1604
UCL314016,23,84,37,51,7,210,27,12,115,77,115,21,365,0,0,4,4,3,0,11,4,4,13,8,73,0,101,0,0,14,13,28,18,78,78,49,462,363,944,123,2020
UCL314017,21,146,20,63,4,270,10,11,52,27,43,3,149,0,0,0,0,15,0,15,4,0,10,10,86,0,105,0,0,3,8,45,21,85,109,80,557,351,1721,104,2925
UCL314018,43,177,54,63,4,400,44,25,153,89,94,12,417,0,0,9,9,11,0,29,3,0,9,26,75,0,113,6,0,22,17,60,15,116,171,103,667,586,1145,65,2730
UCL314019,30,93,22,37,0,206,25,19,149,70,102,12,373,0,0,5,0,10,0,8,0,0,3,15,47,0,65,4,0,8,14,44,11,81,93,67,444,283,741,50,1668
UCL314020,23,104,22,48,0,225,35,27,136,68,110,11,385,0,0,3,0,4,0,8,0,5,10,17,92,9,124,3,0,7,12,65,16,106,111,81,469,289,1102,74,2130
UCL314021,19,84,37,54,5,218,16,26,104,121,202,7,480,0,0,6,8,16,0,23,0,0,11,16,103,0,134,0,3,8,13,51,14,96,72,68,376,454,1370,92,2431
UCL314022,42,159,46,44,6,409,71,19,181,81,75,10,445,5,3,22,13,28,0,64,0,5,13,22,54,0,92,8,4,36,10,36,9,100,277,123,805,518,865,77,2663
UCL314023,37,192,43,100,3,406,21,17,104,91,137,17,384,5,0,7,0,4,0,19,0,0,4,10,75,0,95,0,0,13,21,90,9,135,118,93,585,487,1800,95,3177
UCL315001,4,17,4,5,0,44,5,0,9,7,5,0,25,0,0,0,0,0,0,4,0,0,0,0,7,0,6,0,0,3,3,5,0,16,21,12,72,53,145,17,322
UCL315002,7,59,16,30,0,138,6,6,64,32,44,4,152,0,0,3,0,7,0,3,0,3,8,12,33,0,45,0,0,3,4,14,0,27,51,28,195,141,514,30,956
UCL315003,3,26,0,6,0,45,3,3,11,16,26,0,61,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,10,16,5,63,37,173,17,306
UCL315004,4,9,0,3,0,15,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,23,8,72
UCL315005,5,18,8,12,6,45,5,4,17,13,25,0,61,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,4,4,14,4,8,54,38,147,21,262
UCL315006,12,33,7,20,5,84,0,9,10,22,34,3,77,0,0,0,0,3,0,3,0,0,0,0,7,0,7,0,0,6,0,3,0,13,13,15,62,40,160,29,317
UCL315007,0,41,15,24,0,88,3,5,41,45,64,8,159,0,0,0,0,6,0,4,0,0,0,6,22,0,25,0,0,3,10,24,5,47,34,18,146,148,410,29,785
UCL315008,15,62,12,35,3,134,8,4,19,15,20,0,71,0,0,3,0,6,0,9,0,0,0,4,42,0,47,0,0,5,0,16,6,28,37,26,200,145,865,56,1329
UCL315009,4,30,10,14,0,73,7,6,24,16,38,4,95,0,0,3,4,0,0,7,3,0,8,6,26,0,35,0,0,4,3,12,10,28,31,20,144,101,264,21,586
UCL315010,4,21,5,15,0,54,9,9,49,32,64,3,167,0,0,0,0,7,0,8,0,0,0,4,17,0,26,0,0,3,3,16,0,27,22,18,124,108,361,22,660
UCL315011,0,7,4,9,0,26,0,3,11,10,15,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,7,5,3,11,6,8,33,34,96,9,172
UCL315012,5,44,14,18,0,97,4,3,35,28,63,0,137,0,0,0,0,0,0,4,0,0,0,10,51,0,58,0,0,5,9,44,7,57,25,19,139,138,765,43,1134
UCL315013,7,21,12,15,0,66,3,0,25,18,44,6,97,0,0,0,3,0,0,5,0,0,3,4,22,0,29,0,0,4,3,21,0,32,12,13,94,76,357,26,571
UCL315014,0,9,4,5,0,21,0,0,15,10,19,0,46,0,0,0,0,6,0,6,0,0,0,0,5,0,4,0,0,0,4,6,0,16,5,5,42,58,118,18,242
UCL315015,7,26,13,25,0,72,5,9,28,24,46,3,110,0,0,0,0,4,0,4,0,0,4,7,36,0,44,0,0,0,3,20,3,29,13,26,105,117,422,14,707
UCL315016,17,47,23,37,4,121,8,11,34,44,53,7,150,0,0,0,0,5,0,5,0,0,0,9,45,3,58,0,0,0,7,33,0,47,32,35,140,195,594,36,1031
UCL315017,12,61,8,14,0,112,10,14,62,29,54,4,169,0,0,3,0,0,3,7,0,0,0,3,26,0,34,0,0,0,3,11,7,19,33,27,169,99,297,44,662
UCL315018,4,3,4,8,0,17,0,0,4,12,16,0,34,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,10,7,26,65,5,99
UCL315019,5,12,5,14,0,30,5,0,14,10,16,0,45,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,4,0,9,4,13,12,4,48,31,125,29,253
UCL315020,3,44,6,15,0,71,3,0,25,13,20,0,71,0,0,0,0,0,0,5,0,0,0,0,22,0,30,0,0,0,0,6,0,11,15,20,142,56,371,26,630
UCL315021,3,8,5,16,0,31,6,3,20,16,27,0,67,0,0,0,0,0,0,6,0,0,0,0,10,0,13,0,0,0,0,9,4,15,9,4,50,41,148,3,257
UCL315022,9,38,5,12,0,69,10,6,23,16,15,3,63,0,0,0,0,0,0,0,0,0,0,3,24,0,27,0,0,5,4,16,15,39,36,15,150,92,350,51,695
UCL315023,4,18,0,13,0,51,0,0,0,7,11,4,26,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,5,4,8,11,8,46,31,169,20,284
UCL315024,11,42,12,4,0,79,21,17,40,17,26,4,122,0,0,4,0,3,0,7,0,0,0,6,10,0,11,0,0,3,0,0,0,4,36,28,128,68,205,20,486
UCL315025,3,13,5,8,0,28,4,0,17,13,28,0,64,0,0,0,0,8,0,9,0,0,0,3,19,0,26,0,0,0,0,12,0,16,5,7,49,56,236,20,379
UCL315026,17,41,16,28,0,112,7,7,64,52,56,0,193,0,0,3,0,10,0,14,0,0,6,7,52,0,73,3,0,5,4,19,7,37,41,38,201,184,526,34,1019
UCL315027,0,6,5,7,0,25,0,0,20,17,34,0,77,0,0,0,0,0,0,0,0,0,4,0,7,0,15,0,0,0,3,16,0,15,9,6,51,51,172,11,299
UCL315028,6,14,10,16,0,46,4,0,18,17,24,5,65,0,0,0,0,3,0,9,0,0,0,0,17,0,17,0,0,0,5,12,3,25,10,11,46,64,266,19,417
UCL315029,9,48,16,18,4,107,9,4,45,33,27,3,120,0,0,4,0,0,0,7,0,0,8,9,19,0,34,0,0,0,4,10,0,18,39,36,227,162,316,24,811
UCL315030,5,26,3,8,0,44,6,0,12,3,9,0,32,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,6,6,15,8,42,12,50,9,135
UCL315031,4,35,12,9,0,67,0,0,11,16,8,3,43,0,0,0,0,3,0,3,0,0,0,0,32,4,36,0,0,0,3,14,0,19,22,10,99,85,469,44,727
UCL315032,12,60,17,29,5,133,12,5,70,43,92,10,243,0,0,4,6,10,0,10,0,0,3,15,38,4,51,5,0,0,5,24,0,29,45,32,224,182,619,44,1145
UCL315033,6,5,5,7,0,19,0,4,7,12,26,5,51,0,0,0,0,4,0,4,0,0,0,3,0,0,6,0,0,0,0,3,0,6,6,14,28,53,138,10,248
UCL315034,8,23,3,5,0,48,14,3,32,15,17,0,83,0,0,4,0,0,0,3,0,0,0,9,19,0,29,3,0,0,3,7,0,11,31,13,125,67,157,12,405
UCL315035,16,42,19,30,0,110,6,19,48,38,69,3,186,0,0,3,0,8,0,11,0,0,6,7,30,0,40,0,0,0,0,19,12,32,24,40,142,170,540,25,942
UCL315036,3,24,4,13,4,53,3,0,12,21,38,3,77,0,0,0,0,3,0,3,0,0,4,0,13,0,19,0,0,0,0,5,0,8,10,5,65,64,206,20,364
UCL315037,23,62,23,29,0,151,14,12,59,61,87,4,229,0,0,8,4,10,0,17,0,0,4,9,39,0,54,0,0,6,16,27,0,53,42,48,251,238,690,31,1310
UCL315038,10,47,16,20,0,110,6,6,46,27,59,4,146,0,0,0,0,6,0,5,0,0,7,7,38,0,45,0,0,0,3,14,3,23,33,20,156,124,411,18,763
UCL315039,0,20,0,6,0,33,3,3,5,5,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,6,35,17,39,3,104
UCL315040,0,7,0,6,0,16,4,3,7,5,0,0,19,0,0,0,3,3,4,12,0,0,0,9,3,0,12,0,0,0,0,13,5,20,43,9,293,191,340,31,906
UCL315041,0,5,3,9,0,24,0,0,9,3,12,0,27,0,0,0,0,0,0,6,0,0,0,0,21,0,26,0,0,0,6,14,0,23,6,5,35,45,239,15,350
UCL315042,7,27,5,20,6,68,0,3,30,28,49,6,118,0,0,0,0,0,0,0,0,0,3,0,23,0,26,0,0,0,3,18,5,25,12,18,101,77,403,30,635
UCL315043,0,3,0,0,0,10,0,4,11,10,23,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,6,26,23,84,9,156
UCL315044,6,46,13,29,0,100,5,3,58,28,100,10,188,0,0,0,0,4,0,8,0,0,3,6,54,0,57,0,0,5,0,12,3,24,23,17,170,118,621,47,992
UCL315045,13,38,11,26,4,103,12,3,30,29,37,10,126,0,0,0,5,8,0,16,0,0,5,8,32,0,51,0,0,3,6,32,13,61,42,21,160,189,544,46,1011
UCL315046,5,19,3,15,0,53,0,3,20,11,20,6,57,0,0,0,0,4,0,3,0,0,0,5,15,0,30,0,3,4,0,10,12,29,17,10,174,76,255,69,610
UCL315047,3,15,9,25,0,59,6,5,21,29,42,0,105,0,0,0,5,4,0,10,0,0,4,7,35,0,43,0,0,0,4,10,0,17,13,15,78,101,399,9,611
UCL315048,8,10,3,10,6,43,4,0,7,7,16,0,38,0,0,0,0,3,0,8,0,0,3,5,12,5,15,0,0,4,4,15,10,25,10,10,39,52,185,27,321
UCL315049,18,43,12,9,4,105,21,12,45,34,53,6,169,0,0,0,0,11,0,13,0,0,6,3,5,3,21,3,0,7,4,13,5,23,62,42,184,124,284,42,743
UCL315050,6,23,15,23,4,84,6,5,22,35,49,6,121,0,0,0,0,0,0,0,6,0,0,6,19,0,27,0,0,0,10,23,7,39,26,19,100,131,385,35,689
UCL315051,20,58,35,45,3,168,21,13,79,72,90,13,286,0,0,3,0,14,0,20,0,0,4,4,61,0,73,0,0,10,13,34,7,58,50,55,247,298,818,47,1514
UCL315052,8,37,20,33,0,104,15,16,38,36,49,4,163,0,0,4,0,4,0,5,0,0,4,0,43,0,46,0,0,4,9,28,8,54,33,39,162,174,597,36,1049
UCL315053,15,58,15,32,0,132,20,18,75,35,51,0,194,3,0,6,7,10,0,15,0,4,0,4,40,0,46,0,0,3,4,18,4,36,45,47,219,159,451,36,948
UCL315054,5,25,16,31,3,84,0,8,30,31,65,7,142,0,0,0,0,0,0,0,0,0,0,5,24,0,32,0,0,0,7,14,4,29,15,23,81,146,484,19,769
UCL315055,9,11,8,9,0,44,3,9,26,27,38,3,104,3,0,3,4,0,0,7,0,0,5,0,22,3,25,0,0,4,3,9,5,25,29,24,91,114,245,32,532
UCL315056,9,17,10,17,3,59,7,6,35,14,27,3,90,0,0,0,0,5,0,6,3,0,0,0,9,0,17,0,0,4,6,10,0,16,19,19,83,65,219,21,424
UCL315057,17,40,15,17,0,117,24,16,57,46,31,0,176,0,0,12,0,4,0,15,4,4,0,0,21,0,27,4,0,8,3,13,5,43,101,55,224,139,263,23,806
UCL315058,10,48,18,30,0,113,7,11,42,34,46,3,135,0,0,0,0,8,0,8,0,0,3,5,63,0,71,0,0,4,7,40,6,49,17,23,148,145,807,28,1167
UCL315059,11,21,9,11,0,62,23,4,52,19,28,0,123,0,0,0,0,0,0,6,0,0,3,8,13,0,23,0,0,6,0,4,0,10,42,16,146,101,202,10,517
UCL315060,13,62,16,24,3,120,10,12,47,31,59,0,162,0,0,4,0,4,0,7,0,0,4,4,30,0,37,0,0,3,0,12,3,29,25,37,180,144,477,17,879
UCL315061,0,29,4,14,0,48,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,5,0,15,0,0,0,3,3,0,4,15,8,107,66,281,19,495
UCL315062,5,24,3,11,0,46,0,0,21,10,21,0,48,0,0,0,0,0,0,0,0,0,5,3,11,0,16,0,0,0,0,13,3,13,6,4,84,51,200,6,354
UCL315063,0,17,6,9,0,35,7,3,10,10,26,0,55,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,3,5,0,16,12,3,82,39,178,14,329
UCL315064,11,31,8,13,0,73,0,4,17,9,21,0,48,0,0,0,0,0,0,0,0,0,0,0,13,3,14,0,0,3,0,6,0,8,10,13,73,29,218,13,359
UCL315065,7,19,0,8,0,42,0,0,8,14,22,0,47,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,9,9,13,12,15,41,20,118,15,219
UCL315066,19,37,21,23,4,125,21,15,93,46,54,11,235,0,0,7,0,6,0,16,3,0,7,6,37,0,47,0,0,7,16,14,5,36,65,43,245,227,498,42,1115
UCL315067,3,15,6,15,0,45,6,4,30,30,46,3,123,0,0,0,0,0,0,5,0,0,0,0,16,0,20,0,0,7,0,7,10,25,15,13,85,75,256,29,473
UCL315068,8,18,10,12,0,51,3,3,14,12,24,0,63,0,0,0,0,3,0,3,0,0,6,5,17,0,27,0,0,0,5,7,9,23,19,16,66,58,258,21,423
UCL315069,4,9,6,19,0,37,0,6,14,22,43,0,81,0,0,0,0,0,0,4,0,0,0,0,15,0,17,0,0,0,0,3,3,5,3,9,47,47,202,22,330
UCL315070,6,30,4,12,4,62,0,0,7,3,4,0,19,0,0,0,0,3,0,3,0,0,0,0,16,0,20,0,0,0,0,5,7,15,12,11,89,54,246,17,426
UCL315071,3,16,3,10,0,46,3,0,15,12,12,0,46,0,0,0,0,0,0,4,0,0,0,0,10,0,11,0,0,0,0,10,0,11,11,16,68,53,173,11,324
UCL315072,0,12,0,5,0,23,0,0,3,11,15,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,7,5,5,28,16,3,63,54,98,37,264
UCL315073,9,25,11,18,0,67,9,3,19,26,38,4,95,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,8,3,15,17,16,59,58,196,18,366
UCL315074,3,47,13,19,3,96,3,8,35,20,40,0,107,0,0,0,0,0,0,0,0,0,0,0,19,3,27,0,0,0,3,19,8,26,16,16,119,80,282,23,542
UCL315075,11,15,0,7,0,45,3,4,20,5,13,0,39,0,0,4,6,0,0,12,0,0,0,0,3,0,10,0,0,0,0,11,0,16,36,12,92,53,120,15,333
UCL315076,10,20,19,32,3,89,3,5,30,45,97,6,175,0,0,0,0,0,0,4,0,0,0,12,26,0,42,0,0,0,0,24,13,33,9,16,101,142,596,50,923
UCL315077,4,19,4,9,3,46,5,4,9,13,39,0,70,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,5,38,30,82,13,187
UCL315078,10,27,12,24,3,81,0,3,36,17,55,0,118,0,0,0,0,3,0,3,3,0,3,7,33,0,44,0,0,5,0,24,5,30,23,27,125,83,435,26,717
UCL315079,14,21,8,7,0,67,9,5,47,25,38,0,116,0,0,0,0,4,0,10,0,0,3,7,20,0,37,0,0,6,9,16,0,31,27,28,136,100,273,12,573
UCL315080,11,32,6,5,0,72,14,14,44,29,36,3,142,4,0,11,4,14,0,37,0,0,9,16,39,6,67,0,0,8,8,29,14,61,86,43,511,316,640,94,1699
UCL315081,10,45,11,25,5,103,0,9,30,36,53,3,141,0,0,0,3,9,0,8,0,0,0,5,42,0,46,0,0,0,0,19,10,26,15,18,143,117,553,36,887
UCL315082,3,16,5,5,0,33,0,0,7,3,11,0,23,0,0,0,0,5,0,8,0,0,0,0,15,0,17,0,0,6,4,3,3,21,19,12,66,44,163,17,317
UCL315083,0,24,13,18,0,60,9,6,19,19,21,0,77,0,0,0,0,4,0,4,0,0,0,6,5,0,16,0,0,0,4,12,0,12,19,14,59,71,235,12,412
UCL315084,10,13,7,12,0,50,9,7,33,26,71,0,152,0,0,0,0,3,0,6,0,0,0,0,22,0,20,0,3,0,5,15,0,27,21,28,70,76,319,29,541
UCL315085,4,29,11,27,0,87,3,6,24,21,73,0,127,0,0,0,0,7,0,7,0,0,4,9,21,0,31,0,0,0,0,22,5,26,20,21,97,119,446,21,728
UCL315086,3,15,0,11,3,32,4,0,22,23,53,3,112,0,0,0,3,3,0,6,0,0,0,3,18,0,21,0,0,4,3,16,3,22,22,13,73,99,307,28,543
UCL315087,9,65,14,21,3,122,34,13,70,25,28,0,177,0,0,7,0,0,0,9,4,0,3,6,13,0,28,0,4,11,4,8,0,36,137,61,397,182,251,12,1044
UCL315088,4,15,11,16,5,52,3,8,21,23,51,10,109,0,0,0,0,4,0,4,0,0,0,0,25,0,34,0,0,4,0,24,8,38,12,19,77,90,501,51,749
UCL315089,11,41,7,26,0,88,6,5,52,22,34,5,129,0,0,0,0,7,0,7,0,0,6,3,35,0,45,0,0,0,0,7,0,9,27,28,140,85,331,27,631
UCL315090,15,66,23,25,6,158,18,4,57,45,90,5,217,0,0,4,0,5,0,3,0,0,10,6,36,5,57,0,0,0,9,13,11,31,54,37,227,173,560,54,1097
UCL315091,8,56,19,29,5,137,20,21,92,46,77,11,266,0,0,0,0,0,0,5,0,0,3,0,15,0,17,0,0,0,0,5,23,27,49,44,219,131,367,75,886
UCL315092,4,10,4,5,0,29,0,0,17,16,13,3,54,0,0,0,0,3,0,7,0,0,0,4,4,0,6,0,0,0,4,7,9,19,8,12,56,50,164,21,303
UCL315093,0,13,0,11,0,29,0,0,4,9,19,0,27,0,0,0,0,0,0,0,0,0,0,6,9,0,10,0,0,0,0,4,4,11,4,8,33,23,110,5,182
UCL315094,5,24,9,9,0,57,3,9,29,29,49,4,135,0,0,0,0,4,0,7,0,0,0,0,12,0,13,0,0,4,5,9,0,21,20,16,79,95,264,18,497
UCL315095,7,25,5,14,0,61,3,4,9,12,26,6,55,0,0,0,0,0,0,0,0,0,4,0,17,0,14,0,0,0,3,14,17,38,12,10,104,81,259,64,532
UCL315096,4,31,16,28,0,76,9,15,48,34,51,3,156,0,0,0,0,4,0,4,0,0,0,5,73,0,83,0,0,0,0,27,3,25,19,26,141,147,741,21,1097
UCL315097,5,15,6,21,0,60,3,9,22,29,43,5,108,0,0,0,0,0,0,0,4,0,3,4,26,0,34,0,0,5,0,19,0,23,17,19,86,108,364,6,605
UCL315098,23,86,23,45,0,193,18,15,64,36,46,8,186,0,0,0,0,0,0,0,0,0,10,4,30,0,44,0,0,3,3,24,11,46,51,47,297,203,928,72,1603
UCL315099,19,95,37,35,0,209,16,11,93,54,96,4,278,0,0,0,4,6,0,17,0,0,7,12,66,0,91,0,0,6,5,21,0,30,51,36,314,230,733,21,1384
UCL315100,0,9,9,23,0,42,0,9,10,15,35,0,72,0,0,0,0,3,0,7,0,0,4,3,18,0,27,0,0,0,0,5,0,7,8,9,45,77,229,10,380
UCL315101,9,37,12,21,0,98,5,11,38,29,43,0,125,0,0,0,0,5,0,8,0,0,0,9,25,0,34,0,0,5,5,14,0,29,31,26,137,113,357,17,687
UCL315102,0,32,11,11,0,51,4,4,21,32,38,3,97,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,7,5,15,10,12,80,68,191,16,372
UCL315103,4,24,6,8,0,44,6,3,17,11,13,0,51,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,3,7,24,13,92,55,158,23,373
UCL315104,8,25,7,7,0,46,6,11,23,33,39,4,104,0,0,4,3,5,0,11,0,0,0,0,27,0,28,0,0,0,0,19,8,28,10,25,80,98,347,35,595
UCL315105,4,15,3,4,0,26,0,0,6,7,8,3,21,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,3,0,3,3,10,9,3,41,43,122,9,231
UCL315106,12,24,15,20,0,72,0,7,31,30,57,5,140,0,0,0,0,0,0,3,0,0,0,4,32,0,43,0,0,0,0,17,0,17,5,18,108,109,385,16,647
UCL315107,3,31,11,24,0,83,15,12,48,44,62,8,184,0,0,5,0,6,0,13,0,0,0,6,40,0,53,0,0,5,3,17,0,28,40,26,163,140,448,30,841
UCL315108,0,14,4,15,0,24,0,0,0,6,33,0,43,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,14,18,104,5,145
UCL315109,9,20,7,13,0,55,5,6,21,7,6,4,51,0,0,3,0,3,0,7,0,0,0,0,6,4,15,0,0,0,0,7,0,10,23,17,91,43,143,17,338
UCL321001,0,0,0,5,0,13,0,0,3,3,13,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,3,9,0,0,9,8,82,5,101
UCL321002,0,10,3,14,0,25,0,3,8,4,17,0,42,0,0,0,0,0,0,3,0,0,0,0,4,0,11,0,0,0,0,5,7,6,8,11,35,20,105,19,187
UCL321003,0,3,0,0,0,8,0,6,4,5,15,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,4,0,6,16,16,89,8,139
UCL321004,0,3,0,12,0,17,0,0,6,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,6,0,3,10,24,75,8,120
UCL321005,0,4,0,5,0,12,6,0,7,5,13,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,4,0,4,4,8,22,31,144,9,225
UCL321006,4,3,3,9,3,21,0,5,0,0,15,0,17,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,10,66,15,107
UCL321007,0,12,4,13,0,30,6,6,26,17,23,0,76,0,0,0,0,0,0,3,0,0,3,3,26,0,29,0,0,3,0,14,0,18,15,8,95,55,278,13,468
UCL321008,4,6,4,5,0,24,3,4,12,5,7,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,37,29,98,11,182
UCL321009,5,24,0,8,0,42,0,10,26,16,15,4,72,0,0,0,5,0,0,3,0,0,0,0,19,4,19,0,0,0,0,6,0,5,8,15,109,52,185,15,384
UCL321010,7,10,7,3,0,28,0,0,13,8,17,3,38,0,0,0,0,0,0,0,0,0,0,6,11,0,17,0,0,0,0,4,6,9,0,10,50,41,115,18,236
UCL321011,0,6,0,4,0,17,0,0,7,3,13,4,24,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,9,5,19,8,4,28,33,165,11,256
UCL321012,0,6,0,0,0,5,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,16,9,46,0,80
