UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL415016,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,15,5,4,5,0,24,12,0,0,11,0,0,26,6,0,0,19,0,0,27,23,9,0,26,0,0,62,39,0,0,17,0,0,60,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,96,27,5,95,9,0,224
UCL415017,0,0,8,4,0,0,14,0,3,6,4,0,0,10,0,14,0,9,8,0,33,13,13,8,24,6,0,49,19,6,0,12,4,0,44,26,4,0,18,0,0,51,29,0,0,15,0,0,44,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,92,48,19,84,23,3,263
UCL415018,0,0,0,4,0,0,4,0,0,0,0,0,0,6,5,4,0,6,0,0,22,18,6,13,5,6,5,48,11,5,0,10,3,0,28,33,0,0,15,0,0,49,7,0,0,4,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,74,9,11,48,15,6,165
UCL415019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,3,0,0,4,0,0,13,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,0,0,30
UCL415020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,5,3,0,0,14,4,4,0,8,0,0,14,27,0,0,20,0,0,45,27,0,0,8,0,0,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,12,13,42,6,0,129
UCL415021,0,3,0,0,0,0,3,0,11,0,3,0,0,16,4,32,0,17,4,3,55,27,13,8,31,8,0,92,26,9,3,31,0,0,69,59,12,6,26,3,0,108,53,0,6,20,6,0,80,21,0,0,11,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,3,17,188,77,26,142,27,10,472
UCL415022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,4,3,0,3,6,0,0,15,14,0,3,3,0,0,20,19,0,0,6,0,0,24,13,0,0,0,0,0,12,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,7,27,3,0,94
UCL415023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,9,0,0,0,5,5,0,16,0,3,0,4,0,0,16,10,5,0,10,0,0,24,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,29,11,0,76
UCL415024,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,9,6,0,0,36,37,6,5,16,0,0,70,33,5,0,15,7,0,60,45,4,0,31,0,0,77,32,0,0,19,0,0,49,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,158,37,17,95,6,0,318
UCL415025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,13,0,0,4,0,0,18,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,39
UCL415026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,0,0,0,4,0,0,5,0,0,0,0,3,3,8,9,0,0,10,0,0,20,56,0,0,21,0,0,72,52,0,0,5,0,0,63,13,0,0,0,0,0,15,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,135,7,8,45,3,3,204
UCL415027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,4,0,0,14,13,0,0,7,0,0,20,3,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,3,0,19,0,0,57
UCL415028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,0,0,11,0,0,0,0,0,0,5,11,0,0,11,0,0,23,22,0,0,10,0,0,30,8,0,0,0,0,0,12,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,39,3,0,88
UCL415029,0,0,0,4,0,0,5,5,3,0,0,0,0,9,47,19,5,12,8,0,89,94,63,25,32,7,4,219,48,3,0,27,0,0,81,65,0,0,14,0,0,77,11,0,0,0,0,0,15,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,17,277,97,36,97,13,7,522
UCL415030,0,0,0,0,5,0,3,0,6,0,3,0,0,5,3,20,3,10,0,0,38,21,12,7,18,4,0,57,14,0,0,11,7,0,24,78,5,4,30,6,0,121,68,0,0,24,5,0,99,8,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,197,39,13,110,20,0,386
UCL415031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,3,0,0,12,13,0,0,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,21,0,0,42
UCL415032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,5,3,0,0,5,0,0,13,19,0,0,14,0,0,32,33,0,3,19,0,0,54,29,0,0,12,0,0,38,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,98,4,3,60,13,0,164
UCL415033,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,9,11,0,0,5,0,0,16,0,0,0,4,0,0,6,15,0,0,0,0,0,15,7,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,21,0,0,70
UCL415034,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,0,0,18,13,8,5,9,4,0,35,10,0,0,10,0,0,22,21,4,0,7,5,0,32,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,49,13,22,43,9,4,129
UCL415035,0,0,0,0,0,0,5,0,3,0,0,0,0,5,5,13,3,13,6,0,38,32,0,0,25,6,0,67,11,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,58,22,5,53,13,0,150
UCL415036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,14,10,4,0,6,0,0,15,16,0,0,9,5,0,28,24,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,61,4,0,24,4,3,104
UCL415037,0,0,0,0,4,0,9,0,12,0,0,0,0,15,5,52,24,21,5,0,107,45,33,0,52,15,0,152,69,14,3,45,10,0,141,73,7,0,48,8,3,139,46,0,0,18,3,0,75,24,0,0,13,3,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,11,6,7,36,265,142,33,215,55,8,725
UCL415038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,15,6,0,0,5,0,0,16,11,0,0,7,4,0,23,25,6,0,10,0,0,36,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,4,3,38,10,0,108
UCL415039,0,0,0,0,0,0,4,0,0,0,0,5,0,5,4,0,3,0,123,0,129,0,8,0,0,129,0,137,4,0,0,4,51,0,62,26,14,0,4,31,0,69,122,3,0,8,9,0,143,151,0,0,8,4,0,168,43,0,0,0,4,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,33,370,18,3,33,380,0,802
UCL415040,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,6,0,0,17,4,0,0,5,0,0,17,10,0,0,23,0,0,31,39,0,0,12,0,0,53,6,0,0,9,0,0,14,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,6,7,52,0,0,136
UCL415041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,9,3,4,8,11,0,3,26,7,0,0,16,3,0,21,42,0,0,29,3,0,77,107,0,4,23,0,0,137,66,0,0,17,0,0,85,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,236,7,19,97,11,6,369
UCL415042,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,0,10,15,0,5,22,4,0,46,8,0,3,8,6,0,23,21,0,0,14,0,0,37,14,0,0,7,3,0,29,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,13,69,15,3,166
UCL415043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,13,5,0,0,3,0,0,6,0,0,0,4,0,0,3,4,0,0,10,5,0,18,10,0,0,15,0,4,29,11,0,0,14,3,0,23,8,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,32,7,0,58,8,0,105
UCL415044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,0,12,16,0,0,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,22,0,0,16,6,0,43
UCL415045,0,0,0,0,0,0,5,0,6,0,0,0,0,4,5,22,3,4,7,0,42,16,12,11,17,8,0,68,21,5,3,17,9,0,63,27,5,0,16,8,0,50,15,0,0,10,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,51,29,71,29,5,267
UCL415046,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,37,0,4,5,0,47,24,16,12,20,5,0,86,23,9,3,31,3,0,69,100,12,3,30,0,0,141,103,0,4,27,0,0,132,23,0,0,11,0,0,30,6,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,25,283,82,21,141,19,3,548
UCL415047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,6,12,0,0,5,0,0,18,23,0,0,15,0,0,45,16,0,0,4,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,33,0,0,99
UCL415048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,9,4,0,0,12,0,0,15,29,0,0,18,0,0,48,15,0,0,12,0,0,31,6,0,0,3,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,57,0,0,122
UCL415049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,10,0,0,9,3,0,0,15,14,0,3,3,0,0,22,19,0,0,15,0,0,36,25,0,0,6,0,0,35,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,72,5,24,32,7,0,139
UCL421001,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,3,0,4,0,0,14,0,3,5,11,5,0,27,0,3,0,4,0,0,7,30,0,0,12,0,0,40,16,0,0,5,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,16,46,25,5,41,16,3,138
UCL421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,3,0,0,7,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,3,0,17,0,0,26
UCL421003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,8,9,0,0,0,0,0,19,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,0,0,46
UCL421004,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,6,4,6,0,0,20,11,0,0,20,0,0,28,4,0,0,8,0,0,14,12,0,0,6,0,0,20,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,7,8,46,3,0,103
UCL421005,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,11,0,0,17,0,4,3,14,0,0,25,0,0,0,12,0,0,14,5,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,10,41,5,0,70
UCL421006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,11
UCL421007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3,8,0,0,3,0,0,16,9,0,0,14,0,0,23,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,31,0,0,57
UCL421008,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,13,6,0,0,15,0,0,21,0,0,0,11,0,0,15,9,3,0,13,0,0,22,6,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,20,4,16,53,7,0,94
UCL421009,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,13,0,0,4,14,4,0,30,0,0,0,6,3,0,10,6,3,0,10,0,0,20,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,40,10,0,77
UCL421010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,8,0,0,7,4,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,28
UCL421011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,3,0,5,0,0,16,4,0,0,5,0,0,13,6,0,0,4,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,5,3,31,0,0,61
UCL421012,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,7,5,3,0,17,0,0,21,7,0,0,0,0,0,9,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,3,24,6,0,50
UCL421013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,3,0,0,8,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,28
UCL421014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,13,9,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,9,19,0,0,47
UCL421015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,9,0,0,8,6,0,0,0,0,0,7,3,0,0,9,0,0,10,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,19,0,3,22,3,0,49
UCL421016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL421017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,14
