UCL_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
UCL112012,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,18,14,36,13,0,7,7,6,5,0,0,0,4,0,0,0,92,0,0,0,0,0,6,19,5,0,0,6,0,0,0,0,39,0,0,0,0,0,8,7,3,0,5,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,4,5,6,0,4,0,4,0,0,0,34,0,0,0,0,0,0,3,3,11,0,10,18,0,0,0,49,0,23,3,3,4,0,6,0,0,0,0,0,0,0,0,44,0,6,22,62,79,46,48,27,0,4,3,8,0,0,13,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,0,0,5,0,0,0,29
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
UCL112014,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,4,0,12,0,0,0,0,0,0,0,3,40,0,14,7,0,0,6,0,0,0,0,0,3,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,11,0,0,0,3,8,0,9,0,0,0,0,0,0,0,0,25,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,7,0,7,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,9,5,34,19,6,6,0,5,0,0,0,0,0,0,0,4,76,20,25,81,109,88,69,78,24,0,3,0,14,0,3,27,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
UCL112015,0,0,11,7,4,0,4,36,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,15,0,4,4,9,0,4,6,3,0,0,0,0,0,0,0,41,3,15,19,7,8,5,0,5,0,0,0,0,0,0,6,65,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,18,0,0,0,0,3,5,11,15,0,0,0,4,0,0,0,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,19,0,0,4,0,4,0,9,4,0,4,0,0,0,0,0,27,0,0,0,0,3,5,22,37,16,14,9,3,4,0,5,113,7,62,7,6,9,0,7,0,0,0,0,0,0,0,0,92,4,8,32,85,61,51,43,24,3,7,0,3,3,0,34,349,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,14,5,0,4,16,0,0,0,47
UCL112016,0,0,0,0,4,0,0,16,0,0,0,0,0,3,8,0,7,0,0,0,0,0,0,18,0,6,8,5,0,3,5,9,0,0,0,3,0,0,0,36,7,16,34,8,0,0,3,4,4,0,0,3,0,0,0,75,0,0,0,0,9,3,9,5,0,0,0,0,0,0,0,20,0,0,0,0,4,3,15,27,0,4,4,7,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,7,9,0,7,11,3,10,0,0,0,0,0,53,0,0,0,0,0,4,55,40,29,44,34,13,0,0,3,228,4,40,14,8,3,0,0,0,0,0,0,0,0,0,3,79,3,3,30,51,82,71,63,27,6,6,5,3,5,0,17,387,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,33,8,9,3,12,4,0,0,81
UCL112017,5,0,0,0,0,0,0,19,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,11,0,3,23,22,24,14,18,26,0,0,0,0,0,0,3,129,5,31,21,4,0,3,0,11,0,0,0,0,0,0,0,78,0,0,0,3,3,8,15,0,0,5,3,0,0,4,0,39,0,0,0,5,0,9,11,22,0,0,0,0,0,0,3,54,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,9,5,0,13,4,0,5,0,0,0,0,0,54,0,0,0,0,0,0,15,7,16,30,19,19,12,0,0,116,12,74,25,7,18,8,11,5,0,0,0,0,0,0,7,172,4,29,92,149,162,99,113,32,3,8,9,0,5,3,33,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,0,0,9,6,5,0,0,30
UCL112018,0,0,0,3,0,0,0,19,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,4,3,6,0,9,3,0,0,0,0,0,0,0,26,0,9,12,0,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,3,0,12,3,0,0,0,6,0,0,0,23,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,5,0,0,4,15,9,9,3,10,0,0,0,61,0,0,0,0,0,0,23,37,28,46,44,31,3,0,0,206,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,12,50,32,21,34,32,0,9,0,3,3,0,3,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,25,3,6,6,7,5,3,4,65
UCL112019,3,8,3,0,0,0,0,49,0,0,0,0,0,4,17,0,108,106,149,301,79,0,7,782,0,4,3,8,3,4,20,21,0,3,0,0,0,0,0,66,0,19,9,0,0,0,0,3,0,0,0,8,0,0,0,56,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,4,5,3,9,14,0,0,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,12,16,6,3,14,23,9,9,7,19,7,0,7,124,0,0,0,0,0,0,22,33,14,28,25,11,3,0,0,128,3,42,10,4,4,0,5,0,0,0,0,0,0,0,4,74,5,10,31,60,50,57,42,52,4,4,8,8,5,3,8,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,9,7,4,13,0,0,0,73
UCL113001,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,11,3,0,0,3,0,0,0,3,47,8,12,7,0,0,0,0,8,0,0,0,0,0,0,0,36,0,0,0,0,4,7,14,6,0,3,0,0,0,0,4,36,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,5,0,8,7,4,0,0,0,5,24,6,33,7,4,0,0,4,4,0,0,5,0,0,0,0,60,0,5,40,65,71,41,35,28,6,3,3,3,0,0,23,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,3,0,0,4,0,0,0,0,3,32,0,21,16,3,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,8,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,5,10,6,8,0,0,0,0,38,8,25,3,8,0,6,0,0,0,0,0,0,0,0,3,47,0,7,23,45,36,38,19,5,0,0,0,4,0,0,14,191,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113003,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,9,3,4,0,0,0,0,0,0,0,3,0,0,0,18,0,0,4,15,12,9,10,4,0,5,0,0,5,0,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL113004,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,8,6,0,0,4,3,5,0,0,44,0,6,6,0,5,0,22,47,6,13,15,18,8,0,9,137,0,0,0,0,0,13,22,19,3,3,3,10,3,0,3,85,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,7,0,5,3,3,9,0,0,11,5,9,7,0,0,60,0,5,15,34,35,40,54,49,11,5,8,12,5,0,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113005,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,11,3,0,7,0,5,0,0,0,0,0,0,0,0,35,0,0,10,28,37,16,15,6,0,3,0,0,0,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
UCL113006,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,4,16,16,3,4,3,0,0,0,0,0,0,16,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113007,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,11,4,5,6,0,0,0,0,0,0,5,54,3,22,9,0,6,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,9,0,4,0,0,0,0,3,0,0,0,23,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,10,0,21,8,0,0,4,6,0,0,0,0,0,0,0,3,46,0,3,22,37,29,31,44,22,3,0,0,6,0,0,8,204,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113008,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,15,0,8,9,3,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,5,8,0,3,5,0,0,0,23,9,12,9,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,34,22,17,9,7,7,0,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,10
UCL113009,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,3,5,4,0,0,0,0,0,0,0,0,0,0,30,0,0,10,19,31,15,13,0,0,0,0,0,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
UCL113010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,5,4,0,0,0,0,0,0,3,22,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,13,3,10,4,6,0,0,0,47,0,10,4,0,5,0,0,0,0,0,0,0,0,0,0,25,0,0,11,30,25,9,10,16,0,7,0,0,0,0,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,16,28,26,38,30,0,0,0,3,0,0,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,12
UCL113012,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,9,5,4,8,11,0,0,0,0,0,0,0,49,0,18,23,11,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,4,10,5,12,5,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,9,4,6,23,22,13,0,0,3,79,5,28,6,0,3,0,9,0,0,0,0,0,0,0,0,54,3,3,33,42,52,23,30,13,13,5,8,4,0,0,12,244,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,10,12,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,42,36,21,9,11,0,4,0,0,0,0,17,146,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,0,0,4,0,0,0,14
UCL113014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,6,0,0,0,0,0,0,0,24,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,6,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,14,0,0,5,0,4,0,0,0,0,0,0,0,0,32,0,0,12,34,57,48,88,31,0,0,9,6,0,4,8,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,4
UCL113015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,4,4,0,0,0,0,0,0,0,0,0,24,0,13,16,0,0,0,0,0,0,5,0,0,0,0,3,38,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,4,0,0,0,0,0,0,0,0,0,0,0,5,31,0,4,23,37,32,14,15,7,0,0,6,4,0,0,3,133,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,5,11,3,0,0,0,0,0,0,0,3,3,0,0,25,5,10,3,3,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,3,4,9,4,8,8,0,0,0,37,11,23,12,0,0,4,0,0,0,0,0,0,0,0,0,52,0,3,19,33,24,17,12,5,4,0,0,3,0,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,21
UCL113017,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,0,0,0,20,7,29,20,4,4,0,0,0,0,0,0,0,0,0,13,67,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,3,0,0,0,0,0,0,0,0,0,0,0,52,5,0,18,41,47,14,34,11,0,0,0,0,3,0,17,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,7,0,9,0,0,0,0,0,7,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,9,0,0,0,0,0,0,0,0,0,0,20,0,0,6,14,13,10,13,5,0,0,0,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,3,4,0,3,0,0,0,0,0,0,0,6,44,0,4,12,26,22,10,6,9,0,0,0,0,0,0,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,5,3,0,0,21,6,8,3,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,8,20,6,8,11,3,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
