UCL_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
UCL231001,0,0,4,24,13,7,5,0,0,47,0,5,7,93,64,75,85,53,10,393,0,3,7,48,46,184,494,348,103,1226,0,0,3,11,6,4,4,0,0,34,0,3,3,12,5,0,0,0,0,34,0,4,3,35,32,32,25,8,0,128,4,11,40,291,68,59,19,8,0,497,0,0,0,7,20,93,239,100,17,482,0,0,0,13,11,22,15,3,5,57,0,0,7,23,5,4,3,0,0,45,0,0,0,17,4,0,0,0,0,24,0,8,9,72,80,142,454,287,46,1103,9,93,123,570,513,642,446,124,20,2541,0,0,0,11,26,40,54,19,8,152,0,4,4,40,6,3,3,0,0,59,0,0,0,18,41,16,6,0,0,86,11,71,52,268,51,14,19,0,0,495,0,0,10,25,13,19,51,21,0,137,0,0,15,75,12,4,0,0,0,108,0,8,3,70,81,174,218,120,24,699
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,6,0,0,0,0,8,0,0,3,27,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,4,7,0,9,0,0,9,36,17,11,5,0,0,87,0,0,0,4,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,5,3,0,0,18
UCL301001,7,172,184,491,277,173,70,19,6,1393,26,237,206,1781,613,429,348,251,77,3960,6,75,111,793,299,341,672,638,425,3358,37,188,312,576,276,101,76,33,4,1604,39,414,651,3291,947,351,143,63,11,5913,3,14,30,173,113,115,85,50,12,603,40,271,608,1973,821,689,505,267,50,5218,0,3,8,23,14,70,149,118,25,411,0,0,34,127,59,68,80,42,5,420,0,55,230,841,247,142,109,47,11,1696,6,72,742,2225,142,50,26,0,0,3266,10,70,70,330,325,348,807,626,200,2780,441,3785,6730,17429,9249,7189,4420,1628,340,51205,0,4,4,78,53,72,67,35,6,315,26,311,323,1450,294,137,70,12,5,2628,13,133,481,900,960,691,354,122,42,3693,63,721,1423,3992,1743,884,383,96,28,9322,3,22,31,404,195,220,285,115,44,1312,9,181,316,1162,764,810,475,131,17,3861,13,153,305,991,962,1164,1023,667,199,5476
UCL302001,0,9,11,44,33,36,13,5,7,153,0,35,50,293,134,78,90,74,27,781,0,17,27,297,89,139,243,225,85,1122,8,132,195,386,297,176,123,39,8,1375,11,106,149,702,280,169,54,31,6,1513,0,3,7,41,32,53,21,21,6,180,5,26,98,234,124,179,102,35,6,814,0,0,0,7,7,36,80,88,22,250,0,0,6,70,22,38,39,18,5,194,0,0,8,26,13,9,3,3,3,62,0,3,130,416,11,3,0,0,0,577,0,13,18,81,70,104,269,219,89,870,114,1062,2341,6715,3928,3319,2477,1210,258,21413,0,0,11,46,24,30,36,16,0,164,0,26,62,224,36,31,8,7,0,386,0,12,45,81,160,113,39,10,4,464,10,122,218,735,267,154,72,24,14,1624,0,7,14,104,62,71,121,57,28,459,0,0,12,82,45,35,27,11,0,211,3,49,70,303,259,325,350,269,76,1706
UCL302002,0,0,0,3,6,0,3,0,0,13,0,38,21,111,60,57,59,37,9,406,0,11,21,104,44,48,73,64,23,390,4,19,23,29,11,5,6,6,0,99,3,28,16,196,11,0,4,0,0,263,0,0,0,5,0,5,3,3,0,20,0,8,10,63,37,28,27,5,3,191,0,0,0,0,5,14,21,30,9,73,0,4,3,13,8,12,8,3,0,54,0,0,3,0,11,6,5,3,6,29,0,11,68,327,9,9,0,0,0,430,3,8,12,36,57,58,159,123,52,510,35,282,430,1478,1093,1062,988,519,117,6010,0,0,0,3,0,3,5,0,0,16,0,8,4,42,3,3,0,3,0,66,0,4,8,40,90,58,20,7,5,242,13,60,46,180,44,19,17,3,0,384,0,10,5,52,24,11,35,6,15,148,0,0,4,10,3,5,0,0,0,31,3,43,41,114,128,175,214,142,44,906
UCL303001,0,0,0,0,0,0,4,3,0,8,0,6,8,75,31,44,35,15,4,216,0,12,8,114,20,49,56,45,44,344,4,52,39,109,146,47,21,11,3,429,0,21,16,202,44,15,7,0,0,314,0,0,0,3,0,4,7,0,0,21,5,16,13,30,22,34,16,7,5,148,0,0,0,0,0,10,15,6,3,34,0,0,6,6,3,10,4,5,4,33,0,4,9,56,15,4,0,0,0,93,9,62,79,114,6,0,0,0,0,267,0,6,7,38,39,48,78,38,17,264,16,97,137,555,453,446,371,142,22,2234,0,0,0,3,0,0,5,0,0,9,0,4,3,20,0,4,0,0,0,37,0,102,183,221,178,115,59,12,5,877,8,55,79,212,101,61,14,4,0,532,0,0,0,30,24,12,22,0,0,102,0,3,3,16,8,8,8,0,0,49,0,10,6,61,66,78,77,40,14,352
UCL303002,45,368,258,258,103,25,15,4,0,1071,0,4,3,16,16,16,9,9,4,79,0,0,5,10,0,6,12,12,4,57,0,4,9,11,3,6,3,0,0,36,0,19,7,88,6,0,0,0,0,112,0,0,0,0,0,0,0,0,0,3,0,8,6,48,18,12,7,0,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,10,0,0,0,7,0,0,0,0,0,12,0,12,47,255,12,3,0,0,0,332,0,0,0,4,10,8,33,41,14,105,8,37,65,184,145,148,92,59,9,739,0,0,0,0,0,0,0,0,0,0,0,15,23,47,9,6,0,0,0,98,0,6,17,23,16,21,6,0,0,95,9,48,92,191,73,26,7,0,0,441,0,0,0,3,0,0,4,4,5,16,0,0,0,4,0,4,0,0,0,12,0,3,6,15,11,16,26,34,15,127
UCL303003,0,0,0,9,0,0,0,0,0,12,0,16,11,43,17,16,22,13,0,141,0,0,12,38,13,22,44,48,45,224,0,5,13,5,0,0,9,0,0,28,7,20,13,115,35,3,0,0,0,191,0,0,0,0,0,0,0,0,0,3,0,3,10,54,26,43,12,5,0,157,0,0,0,0,0,4,8,3,0,21,0,0,0,12,0,0,0,0,0,18,0,0,3,23,9,7,6,0,0,47,0,0,8,77,8,0,0,0,0,98,0,4,4,26,15,24,45,37,9,156,11,79,163,524,346,368,238,84,7,1823,0,0,0,0,0,0,0,0,0,0,0,8,14,28,4,3,0,0,0,62,0,26,61,117,75,56,24,0,0,361,3,61,152,241,140,46,22,3,0,671,0,0,0,16,6,6,4,7,0,40,0,0,5,7,5,5,0,0,0,19,0,8,8,47,32,72,70,34,13,291
UCL311001,0,0,0,5,4,0,0,0,0,6,0,6,0,12,5,3,0,0,0,22,0,0,0,11,0,5,18,24,18,77,0,0,3,16,0,0,0,0,0,24,0,3,8,56,3,0,4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,9,62,7,13,0,0,0,90,0,0,0,0,0,4,7,9,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,3,49,3,5,0,0,0,61,0,0,5,5,5,10,21,19,14,82,7,12,31,76,81,75,97,43,15,435,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,5,5,11,11,5,3,0,0,42,0,19,20,58,7,8,3,0,0,118,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,9,11,29,17,11,80
UCL311002,0,0,0,0,3,0,0,0,0,3,0,0,0,6,5,7,12,9,5,48,0,0,0,8,7,6,24,11,9,58,3,3,0,3,0,0,0,0,0,9,0,0,3,15,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,5,0,0,0,10,4,7,9,0,0,30,0,0,0,0,0,3,15,16,3,40,0,0,0,4,0,4,4,0,0,13,0,0,0,5,0,0,0,3,0,7,0,0,3,27,3,0,0,0,0,36,0,0,0,3,0,11,63,56,21,145,0,45,51,118,125,164,254,130,28,918,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,0,0,0,0,18,0,0,0,5,8,6,0,0,0,22,3,8,7,38,7,3,0,0,0,76,0,0,0,4,0,7,11,9,0,26,0,0,0,0,3,3,0,0,0,6,0,0,3,15,13,42,51,39,11,165
UCL311003,0,0,0,0,0,0,0,0,0,0,0,6,0,32,10,3,7,0,0,61,0,0,0,18,4,5,17,16,10,70,0,5,5,4,0,6,0,0,0,13,0,0,0,19,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,5,29,7,3,3,0,0,53,0,0,0,5,0,3,27,24,11,71,0,0,0,4,0,0,0,0,0,8,0,0,0,16,5,0,0,0,0,17,0,3,5,35,3,0,0,0,0,45,0,0,5,4,13,10,19,21,0,80,3,57,96,299,194,213,136,50,7,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,27,0,3,4,18,22,13,6,0,0,65,7,87,121,279,144,39,9,0,0,683,0,0,0,3,0,4,0,6,0,19,0,3,0,10,0,0,4,0,0,17,0,0,0,18,13,21,28,14,0,86
UCL311004,0,0,0,4,0,0,0,0,0,7,0,8,3,8,3,4,0,5,0,35,0,0,0,5,0,6,10,3,0,12,0,0,0,0,3,0,4,0,0,15,0,7,0,10,8,0,0,0,0,20,0,0,0,0,0,0,0,3,0,5,0,7,0,12,4,9,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,46,11,3,0,0,0,67,0,8,18,72,8,0,0,0,0,108,0,0,0,0,0,4,9,8,7,36,4,27,43,118,80,74,57,16,3,426,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,5,0,0,0,26,0,0,16,16,11,6,3,0,0,52,4,38,73,141,66,14,3,0,0,333,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,19,0,3,5,8,7,7,18,12,4,59
UCL312001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,6,4,37,0,0,0,0,0,0,12,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,3,4,0,17,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,29,27,4,73,0,11,19,50,61,86,125,73,20,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,9,0,6,24,0,4,0,0,0,0,4,0,0,11,0,0,0,0,0,5,11,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,23,27,6,76
UCL312002,0,0,3,0,5,4,0,0,0,7,0,3,5,0,4,5,0,3,0,19,0,0,0,4,4,3,12,3,8,30,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,9,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,13,0,0,0,0,0,13,0,0,0,5,3,3,10,6,0,30,5,28,60,159,99,108,83,19,4,563,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,20,0,0,6,8,3,4,3,0,0,28,0,50,64,96,69,17,8,0,0,303,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,6,16,4,17,15,9,0,59
UCL312003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,3,11,11,0,29,0,3,9,20,38,29,54,34,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,15,0,8,3,10,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,11,7,36
UCL312004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,6,12,0,3,0,6,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,11,0,0,0,0,3,4,7,5,6,27,4,8,33,101,82,69,58,15,6,379,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,14,9,0,0,0,30,0,0,4,21,5,0,0,0,0,36,0,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,7,12,4,44
UCL313001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,0,0,0,7,3,5,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,6,0,0,18,0,4,12,101,46,39,44,15,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,3,5,11,7,3,0,0,0,32,0,0,0,3,5,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,7,8,0,36
UCL313002,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,14,0,0,0,7,0,0,5,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,4,0,12,13,3,32,0,11,7,34,30,32,37,26,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,12,0,43
UCL313003,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,9,0,3,3,19,15,17,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,19,27,47,26,7,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL313004,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,3,0,0,0,7,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,25,30,97,69,56,29,5,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,13,0,20,20,39,25,3,0,0,0,107,0,0,0,3,0,0,0,0,0,3,0,0,5,25,0,0,0,0,0,23,0,3,0,4,0,6,0,4,0,18
UCL313005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,4,7,11,34,18,18,18,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,7,0,0,0,0,12,0,0,3,8,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,8
UCL313006,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,5,0,17,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,11,11,4,25,0,8,13,35,46,33,46,25,5,209,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,5,0,0,15,0,0,0,8,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,8,0,22
UCL313007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,0,0,18,0,5,9,15,18,19,15,7,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,13,0,5,4,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,0,19
UCL313008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,12,7,0,4,22,21,10,12,11,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,5,5,18,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,11
UCL313009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,19,0,5,0,0,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,5,30,61,147,72,65,23,4,3,409,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,16,0,0,9,23,7,3,0,0,0,41,0,16,33,62,24,22,0,0,0,167,0,0,0,3,0,0,0,0,0,8,0,0,0,10,4,3,4,0,0,18,0,0,0,0,5,5,6,3,0,13
UCL313010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,7,3,0,15,0,5,6,29,13,18,34,16,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,7,27,3,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,5,0,17
UCL313011,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,10,47,60,192,43,30,14,8,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,4,0,0,8,17,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,4,16,10,4,0,0,0,37,0,0,0,3,0,0,0,0,0,8
