UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL515031,961,2135,76,115,55,102,130,224,23,39,0,0,0,0,0,0,0,0,23,39,7,5,16,21,0,0,0,0,23,31,7,13,1147,2436,353,..,1504,2436
UCL515032,465,1349,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,468,1360,18,..,484,1360
UCL515033,742,2253,32,56,0,0,32,56,18,25,0,0,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,7,8,797,2350,356,..,1153,2350
UCL515034,1062,2567,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,4,1072,2577,187,..,1258,2577
UCL515035,507,1044,31,38,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,550,1091,99,..,645,1091
UCL515036,812,1945,90,145,0,0,91,143,0,0,0,0,0,0,0,0,0,3,0,3,11,14,0,0,0,0,3,6,12,19,3,9,925,2117,154,..,1080,2117
UCL515037,379,1272,133,246,0,0,133,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1516,280,..,786,1516
UCL515038,948,1972,35,63,4,9,39,69,6,12,0,0,0,0,0,0,0,0,6,12,7,7,0,3,0,0,0,0,9,16,9,12,1004,2078,181,..,1189,2078
UCL521001,183,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,6,3,3,186,488,0,..,192,488
UCL521002,278,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,696,36,..,315,696
UCL521003,367,723,11,20,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,5,10,0,0,387,750,115,..,500,750
UCL521004,151,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,591,26,..,177,591
UCL521005,389,956,18,29,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,5,8,0,0,419,993,116,..,529,993
UCL521006,328,786,7,17,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,802,25,..,357,802
UCL521007,217,440,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,221,451,30,..,255,451
UCL521008,184,398,12,15,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,411,57,..,255,411
UCL521009,178,415,14,16,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,9,5,8,208,451,10,..,226,451
UCL521010,278,658,22,45,0,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,0,0,304,709,49,..,357,709
UCL521011,201,555,0,4,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,206,574,9,..,216,574
UCL521012,187,399,0,0,8,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,0,0,28,42,27,31,253,489,18,..,269,489
UCL521013,314,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,317,836,29,..,347,836
UCL521014,257,564,5,3,0,0,5,3,12,16,0,0,0,0,0,0,0,0,12,16,7,9,3,0,0,0,0,0,11,7,0,0,276,592,82,..,361,592
UCL521015,251,490,11,19,3,4,17,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,12,0,0,271,524,55,..,327,524
UCL521016,245,566,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,4,0,0,263,580,61,..,322,580
UCL521017,205,558,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,15,9,23,0,5,227,601,35,..,263,601
UCL521018,203,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,517,14,..,221,517
UCL521019,223,456,17,28,3,7,20,32,9,9,0,0,0,0,0,0,0,0,9,9,34,78,5,12,0,0,0,9,45,104,0,0,295,597,144,..,441,597
UCL521020,270,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,671,92,..,370,671
UCL521021,304,786,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,319,798,68,..,380,798
UCL521022,216,539,0,0,0,3,0,0,17,31,0,0,0,0,0,0,0,0,17,28,8,0,0,0,0,0,0,0,3,4,0,0,239,574,184,..,424,574
UCL521023,201,502,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,505,70,..,268,505
UCL521024,347,1180,45,107,10,12,57,118,15,29,0,0,0,0,0,0,0,0,15,29,19,34,0,0,8,14,0,7,25,55,16,20,460,1406,108,..,572,1406
UCL521025,304,643,3,3,0,0,3,3,7,12,3,4,0,0,0,0,0,0,13,8,11,13,3,7,0,0,0,0,15,15,0,0,328,678,242,..,570,678
UCL521026,274,735,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,277,744,18,..,298,744
UCL521027,202,475,5,3,12,15,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,219,501,87,..,310,501
UCL521028,283,613,12,16,0,0,12,16,19,19,0,0,0,0,0,0,0,0,19,19,0,0,5,3,0,0,0,0,3,3,7,11,321,658,66,..,388,658
UCL521029,326,730,30,41,0,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,6,362,780,109,..,469,780
UCL521030,249,495,28,42,0,5,27,41,16,23,0,0,0,0,0,0,0,0,16,23,4,7,0,0,0,0,0,0,4,7,0,0,296,567,565,..,867,567
UCL521031,123,330,12,11,0,0,12,11,7,16,0,0,0,0,0,0,0,0,7,19,14,21,0,0,0,0,5,12,19,35,8,16,170,416,145,..,317,416
UCL521032,181,491,12,14,0,0,12,14,9,20,0,0,0,0,0,0,0,0,9,20,0,4,0,0,0,0,0,3,4,4,0,5,211,543,131,..,341,543
UCL521033,115,235,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,10,5,17,0,7,123,263,77,..,203,263
UCL521034,265,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,707,28,..,294,707
UCL521035,205,427,3,10,0,0,3,10,5,5,0,0,0,0,0,0,0,0,0,3,5,11,0,3,0,0,0,10,9,18,0,0,223,461,78,..,305,461
UCL521036,234,424,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,11,3,3,239,434,235,..,477,434
UCL521037,359,879,41,55,0,0,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,939,40,..,439,939
UCL521038,285,618,0,3,0,0,0,3,15,12,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,4,0,3,4,5,8,309,647,33,..,337,647
UCL521039,299,729,0,4,0,5,3,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,303,742,115,..,424,742
UCL521040,216,580,11,28,0,4,12,26,11,18,7,3,0,0,0,0,3,6,16,26,10,19,0,0,0,0,0,0,10,19,0,3,254,653,186,..,440,653
UCL521041,32,102,17,21,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,131,63,..,111,131
UCL521042,237,502,8,14,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,513,102,..,345,513
UCL521043,188,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,441,150,..,346,441
UCL521044,305,634,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,643,74,..,387,643
UCL521045,192,393,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,200,407,45,..,245,407
UCL521046,133,444,55,159,10,17,60,175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,8,202,634,68,..,268,634
UCL521047,210,405,24,27,0,0,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,232,444,111,..,344,444
UCL521048,395,799,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,9,0,0,0,0,8,11,0,0,418,835,84,..,507,835
UCL521049,121,442,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,129,468,49,..,178,468
UCL521050,275,590,26,38,0,0,26,38,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,3,0,0,307,633,69,..,367,633
UCL521051,317,769,10,24,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,794,59,..,387,794
UCL521052,213,586,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,11,0,0,226,604,51,..,274,604
UCL522001,94,457,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,463,20,..,125,463
UCL522002,128,238,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,134,251,35,..,165,251
UCL522003,97,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,329,9,..,107,329
UCL522004,76,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,302,0,..,78,302
UCL522005,89,279,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,6,13,0,10,96,304,7,..,106,304
UCL522006,136,408,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,142,422,5,..,153,422
UCL522007,84,150,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,7,9,0,0,94,170,195,..,293,170
UCL522008,83,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,183,31,..,123,183
UCL522009,119,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,3,4,0,0,123,322,16,..,134,322
UCL522010,105,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,326,6,..,111,326
UCL522011,124,242,3,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,4,0,0,0,132,254,33,..,161,254
UCL522012,179,365,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,4,6,3,0,0,195,386,334,..,524,386
UCL522013,149,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,410,12,..,165,410
UCL522014,70,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,74,201,6,..,76,201
UCL522015,9,32,3,13,0,4,3,16,6,3,0,0,0,0,0,0,0,0,6,3,35,77,7,10,0,6,0,0,42,88,0,0,64,141,6,..,69,141
UCL522016,106,234,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,3,4,0,0,0,0,3,7,0,0,107,243,27,..,139,243
UCL522017,148,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,340,15,..,167,340
UCL522018,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,11,3,7,70,105,37,..,106,105
UCL522019,68,121,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,137,24,..,101,137
UCL522020,69,226,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,233,16,..,88,233
UCL522021,146,309,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,9,0,4,162,326,50,..,207,326
UCL522022,96,182,8,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,100,202,22,..,125,202
UCL522023,129,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,133,289,45,..,174,289
UCL522024,118,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,219,53,..,170,219
UCL522025,179,359,18,31,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,200,393,44,..,246,393
UCL522026,138,248,9,10,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,145,260,204,..,348,260
UCL522027,158,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,317,35,..,187,317
UCL522028,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,62,119,357,..,422,119
UCL522029,141,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,385,13,..,151,385
UCL522030,88,203,6,10,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,94,215,34,..,133,215
UCL522031,58,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,274,32,..,93,274
UCL522032,84,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,352,7,..,90,352
UCL522033,186,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,3,9,17,0,5,200,374,55,..,251,374
UCL522034,33,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,175,0,..,33,175
UCL522035,93,179,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,187,29,..,128,187
UCL522036,100,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,196,54,..,159,196
UCL522037,105,224,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,110,236,45,..,155,236
UCL522038,166,401,9,13,0,3,13,13,3,4,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,3,0,0,185,421,73,..,258,421
UCL522039,96,254,16,32,0,0,16,32,4,4,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,0,5,3,0,5,120,298,65,..,187,298
UCL522040,93,158,3,4,5,4,3,9,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,3,0,0,103,179,346,..,450,179
UCL522041,115,252,3,4,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,123,268,138,..,268,268
UCL522042,95,253,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,265,87,..,190,265
UCL522043,98,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,384,6,..,107,384
UCL522044,35,106,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,7,13,0,0,0,0,0,0,7,13,5,14,61,140,38,..,92,140
UCL522045,46,190,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,199,9,..,62,199
UCL522046,82,181,3,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,5,7,11,3,5,96,197,13,..,108,197
UCL522047,134,285,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,6,8,143,305,30,..,173,305
UCL522048,123,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,251,32,..,154,251
UCL522049,87,186,6,9,0,0,6,9,8,12,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,4,4,0,0,107,206,25,..,131,206
UCL522050,139,292,18,28,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,321,59,..,214,321
UCL522051,89,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,216,3,..,91,216
UCL522052,35,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,35,127,18,..,53,127
UCL522053,42,140,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,147,16,..,55,147
UCL522054,63,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,63,143,19,..,85,143
UCL522055,73,168,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,12,20,5,3,0,0,0,0,14,29,0,10,93,220,4,..,93,220
UCL522056,117,272,4,11,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,13,0,0,126,290,62,..,192,290
UCL522057,43,92,12,20,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,5,6,61,124,57,..,119,124
UCL522058,95,238,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,104,250,43,..,151,250
UCL522059,113,242,11,17,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,265,56,..,177,265
UCL522060,0,7,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,5,0,0,0,5,9,9,16,40,28,..,46,40
UCL522061,154,272,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,281,155,..,318,281
UCL522062,57,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,59,229,10,..,73,229
UCL522063,33,178,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,41,191,10,..,51,191
UCL522064,73,381,5,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,94,405,16,..,111,405
UCL522065,84,181,5,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,190,30,..,121,190
UCL522066,140,342,12,13,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,156,367,24,..,179,367
UCL522067,50,137,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,142,56,..,120,142
UCL522068,150,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,381,30,..,183,381
UCL522069,138,234,6,9,0,0,6,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,141,248,70,..,212,248
UCL522070,138,327,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,139,332,25,..,158,332
UCL522071,96,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,436,4,..,96,436
UCL531001,48095,125173,323,817,36,88,357,905,65,116,5,12,0,0,4,4,92,196,163,332,838,1545,347,563,169,373,132,337,1485,2812,635,1361,50741,130583,13513,..,64253,130583
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,15,0,..,3,15
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL603001,63101,159580,3026,5068,2464,4979,5489,10054,5882,10532,1035,1711,593,1040,31,46,128,252,7664,13585,40,57,65,106,0,0,158,359,263,524,163,313,76686,184049,5336,..,82017,184049
UCL611001,26181,64485,2279,3757,890,1875,3166,5633,2589,4075,112,178,31,44,9,18,107,202,2846,4519,6,6,0,0,5,12,97,171,106,184,67,119,32366,74945,2508,..,34878,74945
UCL612001,7492,17381,591,846,153,248,748,1093,62,85,43,44,46,70,0,0,0,8,151,204,41,56,0,0,3,0,19,40,63,102,12,21,8458,18803,749,..,9209,18803
UCL612002,8837,20936,1091,1575,149,223,1234,1796,18,33,0,0,0,0,0,0,4,0,24,37,31,43,57,95,0,0,8,28,99,168,11,22,10203,22953,792,..,10998,22953
UCL613001,4614,10685,571,794,21,42,590,837,17,21,0,0,0,0,0,0,6,6,26,30,39,59,31,48,0,0,19,34,89,143,8,14,5328,11701,367,..,5697,11701
UCL614001,1986,4729,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,7,8,23,0,0,1993,4756,427,..,2419,4756
UCL614002,2194,5351,100,136,19,29,118,167,66,107,0,0,0,0,0,0,0,0,65,111,19,29,0,3,0,0,6,15,30,53,6,8,2414,5677,149,..,2562,5677
UCL614003,2107,4635,220,299,13,21,234,320,7,12,0,0,0,0,0,0,0,0,10,14,0,0,3,6,0,0,0,7,6,16,0,8,2359,4988,181,..,2538,4988
UCL615001,433,970,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,20,27,19,15,0,0,0,0,4,5,17,19,0,3,471,1026,28,..,505,1026
UCL615002,547,1124,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,14,22,0,0,0,0,0,0,18,27,0,0,568,1158,80,..,648,1158
UCL615003,534,1103,9,15,0,3,10,16,23,27,0,0,0,0,0,0,0,0,23,27,0,3,0,0,0,0,0,3,9,16,0,0,570,1162,408,..,977,1162
UCL615004,390,925,24,29,0,0,24,29,5,17,0,0,0,0,0,0,0,0,5,17,9,6,0,0,0,0,0,7,9,8,4,9,429,992,41,..,476,992
UCL615005,1001,2251,73,104,4,6,78,114,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,12,17,15,30,0,4,1104,2396,107,..,1208,2396
UCL615006,424,947,0,0,0,0,0,0,26,48,0,0,0,0,0,0,0,0,26,48,0,0,0,0,0,0,0,0,0,0,0,0,460,995,54,..,514,995
UCL615007,441,1007,5,5,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,449,1025,48,..,499,1025
UCL615008,1611,3786,208,304,5,12,212,316,27,40,0,0,0,0,0,0,0,0,27,40,0,0,0,0,0,0,7,8,7,14,0,0,1862,4150,155,..,2011,4150
UCL615009,771,1993,55,74,52,128,106,202,18,28,0,0,0,0,0,0,0,9,24,36,9,11,15,25,0,0,0,0,19,39,0,0,924,2273,53,..,978,2273
UCL615010,731,1739,65,98,0,0,65,98,6,19,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,7,20,7,20,0,10,819,1884,53,..,870,1884
UCL615011,1695,3922,112,172,8,9,122,179,3,4,0,0,0,0,0,0,5,9,3,11,7,8,0,0,0,0,0,7,10,12,6,16,1834,4145,125,..,1968,4145
UCL615012,1495,3853,22,46,0,0,22,46,22,40,0,0,0,0,0,0,0,0,24,42,12,18,0,0,0,0,4,5,15,20,0,7,1562,3975,80,..,1640,3975
UCL615013,1298,3049,81,123,0,0,81,123,142,212,0,0,0,0,0,0,0,0,142,212,11,21,0,0,0,5,9,22,23,36,0,7,1542,3428,108,..,1652,3428
UCL615014,894,2426,4,3,14,31,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,7,20,0,0,916,2481,35,..,952,2481
UCL615015,1286,3095,43,70,4,13,48,87,0,3,0,0,0,0,0,0,4,0,6,9,0,0,0,0,0,0,0,0,0,0,18,34,1348,3219,73,..,1423,3219
