UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL212006,4,0,0,3,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,6,0,16,0,4,0,6,0,0,0,5,3,10,0,21,0,0,0,3,0,5,0,7,0,14,0,29,0,5,0,7,0,16,0,15,4,23,0,69,0,3,0,7,4,45,5,21,8,25,0,120,12,11,3,40,7,74,8,22,9,43,0,228,7,14,0,71,10,106,4,33,7,30,0,282,25,19,0,102,18,63,9,17,9,29,0,287,146,55,15,292,59,191,23,27,8,41,6,853,186,25,3,373,47,78,12,18,10,23,4,774,183,13,4,253,50,65,9,10,6,10,0,591,163,10,5,162,25,42,6,3,0,3,0,428,393,29,14,327,39,122,6,10
UCL212007,0,0,0,4,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,4,0,5,0,7,0,21,3,3,0,3,4,14,0,16,0,11,0,46,4,0,0,21,6,14,0,6,0,8,0,68,0,20,0,30,0,24,0,4,3,3,0,86,5,13,3,41,8,23,3,3,3,10,0,114,40,28,3,156,18,99,4,9,6,4,0,370,54,32,5,234,27,38,13,14,0,8,0,430,102,16,5,213,33,42,6,13,3,8,0,435,98,10,0,137,17,24,8,0,0,0,0,295,336,30,13,337,45,109,12,20
UCL212008,0,0,0,0,0,4,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,4,0,0,0,5,0,3,0,15,0,0,0,0,0,0,0,7,0,5,0,20,0,0,0,4,3,13,0,16,0,18,0,58,0,7,0,5,7,23,3,18,0,10,0,79,8,9,0,32,9,37,3,24,7,30,0,142,4,21,0,44,13,45,6,12,4,18,4,160,13,13,0,62,9,49,4,18,0,9,0,181,87,23,7,195,32,79,13,8,12,17,0,476,87,26,5,213,33,31,6,3,5,5,0,405,88,3,3,150,36,25,5,8,0,3,0,321,78,5,0,74,13,6,0,0,0,0,0,183,224,13,0,178,37,52,13,13
UCL212009,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,14,4,32,0,3,0,5,0,17,0,12,0,14,0,50,0,10,0,9,0,45,0,24,0,28,0,127,0,29,0,72,10,46,5,18,3,38,0,221,8,16,0,88,15,42,3,12,0,18,0,209,28,17,4,104,14,40,0,15,3,12,0,231,105,32,7,288,39,63,12,18,10,23,0,605,113,31,9,241,22,47,8,9,0,9,0,484,108,14,4,181,22,29,8,5,0,3,0,375,105,10,0,90,15,16,6,4,0,4,0,251,168,6,9,202,21,50,5,8
UCL213001,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,6,0,13,0,3,0,15,0,36,0,7,0,3,0,21,3,13,4,13,0,67,6,5,0,38,6,32,0,20,0,17,0,124,4,8,0,49,3,24,0,6,0,6,0,105,13,5,0,38,0,18,4,10,0,9,0,103,43,19,4,84,13,23,7,9,4,8,0,203,47,12,5,69,3,9,3,0,3,3,0,159,29,3,0,54,4,4,0,8,0,0,0,104,19,3,0,19,3,0,0,0,0,0,0,51,39,0,3,31,3,11,3,0
UCL213002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,7,0,3,0,14,0,6,0,0,0,4,0,6,0,4,0,16,0,11,0,5,0,5,0,7,0,12,0,27,3,7,0,16,5,11,4,9,0,3,3,65,6,7,0,26,0,9,4,5,0,9,0,64,6,15,0,24,0,3,0,4,0,0,0,56,16,19,5,59,0,21,8,8,0,4,0,137,19,18,0,55,6,11,10,0,0,0,0,130,13,9,0,44,5,10,0,0,0,4,0,95,10,0,0,23,4,4,0,0,4,0,0,52,31,3,0,45,3,14,6,4
UCL213003,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,8,0,7,0,17,0,0,0,0,0,7,0,0,0,0,0,18,0,5,0,5,0,17,0,7,5,12,0,53,3,6,0,33,6,23,5,10,0,11,0,89,3,4,0,39,9,26,3,0,0,0,0,94,12,3,0,44,6,14,0,4,3,12,0,95,40,9,0,114,14,13,6,5,0,12,0,226,33,7,0,87,12,7,4,0,0,3,0,160,44,3,5,44,4,14,0,3,0,3,0,114,25,4,0,23,5,6,0,0,0,0,0,56,51,0,4,47,8,8,0,0
UCL213004,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,3,0,6,0,5,0,0,0,4,0,0,0,3,0,15,0,5,0,6,0,8,0,9,0,8,0,42,0,0,0,8,0,18,4,12,5,11,0,71,6,12,0,26,5,35,3,12,0,17,0,113,3,5,0,32,10,35,5,13,4,13,0,121,21,12,0,61,10,31,0,7,5,6,0,151,53,20,0,127,20,62,8,11,3,13,0,316,56,13,0,123,27,17,8,3,4,0,0,245,46,9,0,61,12,17,4,0,6,6,0,162,33,7,6,40,0,9,4,0,0,3,3,90,66,5,0,54,13,15,0,0
UCL213005,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,3,0,7,0,12,0,29,0,0,0,0,0,0,0,8,0,3,0,21,0,7,0,3,0,15,0,11,6,13,0,60,3,6,0,18,4,27,4,12,0,17,0,92,3,6,0,40,9,35,0,8,0,15,0,121,8,11,0,48,9,29,5,5,0,11,0,119,45,21,4,126,23,58,8,18,5,23,0,320,65,13,0,121,19,23,6,5,0,4,0,268,63,7,0,98,15,13,0,0,0,6,0,210,45,7,0,49,3,11,5,4,5,5,0,127,92,13,0,80,15,21,0,7
UCL213006,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,6,0,4,0,7,0,6,0,4,0,4,0,3,3,0,0,20,4,3,0,8,0,7,0,0,0,4,0,29,0,3,0,15,3,10,0,4,0,0,0,40,9,7,0,29,5,23,5,5,0,4,0,81,30,9,0,71,13,46,4,12,0,14,0,203,44,14,0,105,15,24,0,0,0,3,0,204,50,4,0,111,9,19,8,3,0,0,0,213,62,3,0,77,4,8,5,0,3,4,0,169,214,18,0,172,24,58,4,3
UCL213007,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,0,3,0,12,0,0,0,3,3,9,0,7,0,9,0,34,0,0,0,11,0,23,0,16,0,14,0,73,6,10,0,43,12,25,4,11,7,12,4,125,8,5,0,54,7,18,3,3,4,11,0,111,13,6,0,73,8,29,4,7,0,10,0,143,62,21,5,140,18,29,5,12,0,6,0,288,71,7,0,119,12,13,0,0,0,3,0,240,67,8,0,84,6,7,0,5,0,0,0,185,37,7,0,37,9,5,0,0,0,0,0,96,76,5,4,58,5,12,3,4
UCL213008,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,14,0,4,0,9,0,26,0,5,0,5,0,25,5,10,8,11,0,59,0,4,0,23,0,32,3,5,0,9,0,83,0,6,0,43,11,36,5,11,0,14,4,126,8,4,3,54,9,41,4,10,0,3,0,136,61,19,7,155,16,75,10,11,3,20,0,383,90,7,0,160,19,41,10,7,0,9,0,338,84,7,0,117,12,32,11,3,3,0,0,268,74,0,5,66,15,10,4,0,0,0,0,176,161,3,0,115,22,36,6,3
UCL213009,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,3,0,8,0,0,0,5,0,12,0,0,0,7,0,21,0,3,0,3,0,14,0,8,0,8,0,35,3,14,3,16,3,24,0,8,0,8,0,84,0,12,0,47,7,24,0,7,6,10,0,106,6,9,0,52,4,34,3,3,0,5,0,119,38,21,0,130,13,33,4,5,3,16,0,271,53,10,0,112,25,16,4,4,0,0,0,229,50,9,0,102,13,6,3,0,0,4,0,188,42,8,0,47,3,5,0,3,0,0,0,117,70,3,4,65,15,23,5,0
UCL213010,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,4,0,6,0,9,0,4,0,0,0,0,0,11,0,15,0,34,0,0,0,4,0,15,0,13,0,20,0,50,4,4,0,9,0,20,0,16,0,21,0,77,0,5,0,25,5,26,0,21,3,32,4,114,6,13,0,30,3,28,5,3,5,18,0,103,7,10,0,38,4,24,3,4,0,14,0,99,30,8,5,76,10,41,0,14,3,14,0,200,39,11,0,49,9,9,4,9,0,0,0,137,26,10,0,48,4,13,0,0,0,0,0,108,19,3,0,20,0,6,0,0,0,0,0,54,54,0,0,49,3,10,0,0
UCL213011,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,7,5,7,0,17,0,0,0,0,0,3,0,8,4,26,0,45,0,6,0,3,0,5,0,14,0,31,0,55,4,4,0,5,0,21,0,13,0,36,0,81,0,8,0,15,4,32,0,14,4,21,0,106,9,7,0,24,6,18,3,7,0,6,0,76,9,5,0,34,5,17,0,5,0,7,0,82,24,10,0,53,7,26,3,3,3,6,0,135,23,0,0,67,4,13,3,6,0,11,0,127,19,3,0,27,8,14,4,4,0,5,0,82,14,0,0,12,3,4,0,0,0,3,0,47,30,0,0,20,4,16,0,0
UCL213012,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,6,0,3,0,4,0,8,0,16,0,0,0,6,0,19,0,9,0,14,0,57,0,7,0,21,4,18,0,7,0,12,0,75,4,3,0,27,5,8,5,11,0,7,0,69,4,10,0,23,4,22,3,0,0,7,0,82,23,3,0,62,10,27,10,8,5,4,0,149,24,3,0,61,7,12,4,4,0,5,0,113,28,0,5,38,5,0,4,0,0,0,0,78,17,4,0,16,0,0,0,0,0,0,0,42,34,3,0,29,7,7,0,0
UCL213013,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,5,0,15,0,13,0,40,0,13,0,4,0,11,0,8,0,15,0,56,3,9,0,14,0,27,0,8,0,14,0,82,4,3,0,29,6,24,3,7,0,9,0,86,13,7,0,35,4,21,0,6,0,0,0,96,39,9,0,82,11,53,9,3,4,11,0,219,37,5,0,84,8,10,6,0,0,4,0,152,58,5,0,72,7,15,3,0,0,4,0,162,39,4,0,35,4,5,0,0,0,0,0,98,71,4,0,79,5,29,0,4
UCL213014,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,10,0,3,0,4,0,15,0,4,0,4,0,27,0,7,0,6,0,9,0,3,0,11,0,39,5,4,3,28,3,18,0,9,5,10,0,84,6,0,0,36,10,16,4,6,0,4,0,79,21,6,0,27,0,18,4,0,0,3,0,83,51,8,5,93,14,26,3,5,0,5,0,211,39,0,0,72,19,8,0,9,0,4,0,157,36,0,0,33,0,11,0,0,0,0,0,86,27,0,0,21,0,6,0,0,0,0,0,59,49,4,0,48,0,17,0,0
UCL213015,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,7,0,9,0,0,0,17,0,0,0,5,0,6,0,8,4,10,0,25,0,0,0,4,5,16,0,13,0,8,0,53,0,9,0,4,0,41,3,9,6,6,0,79,3,8,0,33,3,64,0,3,4,17,0,135,5,8,4,57,6,61,3,13,3,16,0,167,14,12,6,61,12,51,0,14,3,5,0,174,80,17,6,130,29,90,6,18,0,17,0,393,91,3,6,100,24,37,3,5,0,4,4,288,80,3,3,70,9,27,3,4,0,8,0,225,57,4,0,34,6,11,3,4,0,0,0,123,106,4,4,72,15,27,0,5
UCL213016,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,0,0,4,0,0,3,7,0,19,0,0,0,4,0,3,0,3,0,16,0,29,0,0,0,12,0,18,4,10,6,18,0,71,3,12,4,38,9,24,5,11,3,24,0,128,18,6,0,57,7,32,0,9,5,11,0,150,13,7,0,56,4,30,3,13,0,7,0,137,93,20,4,144,22,34,7,11,0,11,0,345,80,17,4,116,15,14,8,4,3,4,0,270,76,7,3,76,6,14,3,0,0,3,0,191,51,7,0,41,9,8,4,0,0,0,0,106,91,10,0,73,17,15,7,0
UCL213017,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,4,0,15,0,0,0,3,0,5,0,4,5,7,0,28,0,0,0,5,0,12,0,3,5,12,0,42,0,3,0,3,0,19,4,14,3,21,0,69,5,5,3,34,0,37,0,10,0,6,0,109,3,8,0,40,12,33,0,9,0,6,0,121,13,18,0,49,8,42,3,12,0,11,0,156,52,19,8,149,31,66,6,8,0,21,0,360,61,10,6,130,29,19,7,3,0,6,0,263,80,10,10,116,15,29,0,5,0,4,0,266,46,4,0,60,6,8,0,0,0,0,0,130,128,17,4,132,21,41,3,7
UCL213018,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,0,9,0,16,4,4,0,6,0,8,0,5,0,7,0,37,0,3,4,8,6,3,0,6,0,8,0,44,3,3,0,26,10,4,0,3,0,10,0,61,8,3,0,25,6,10,0,0,0,0,0,51,27,4,3,50,7,10,0,5,0,8,0,113,21,0,0,54,11,9,0,0,0,3,0,98,23,4,0,31,0,0,0,0,0,0,0,64,20,0,4,15,8,0,0,0,0,0,0,48,40,0,0,37,3,0,0,0
UCL214001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,12,0,3,0,0,0,5,0,4,0,0,0,10,0,3,0,3,0,6,0,9,3,8,0,26,4,0,0,8,7,22,0,15,0,6,0,58,7,0,0,13,4,8,3,7,0,10,0,51,13,4,0,25,3,3,0,4,0,0,0,56,17,7,0,51,5,9,0,9,0,0,0,99,26,8,0,28,9,0,4,0,0,0,0,80,17,3,0,18,4,6,0,0,0,0,0,52,9,5,3,11,6,3,0,0,0,0,0,31,19,0,0,18,4,5,0,0
UCL214002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,8,0,0,0,0,0,12,0,3,0,4,0,5,0,0,0,4,0,24,5,3,0,15,0,11,3,6,0,3,0,46,5,3,0,19,4,12,3,0,0,0,0,53,5,6,0,22,0,10,0,3,0,8,0,58,24,3,0,91,16,21,3,3,0,0,0,162,33,9,0,81,17,13,0,0,0,4,0,165,25,0,0,57,15,13,4,4,0,0,0,117,24,0,0,30,3,6,3,0,0,0,0,73,58,3,5,36,8,11,6,0
UCL214003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,8,0,11,0,0,0,0,0,4,0,5,0,3,0,19,3,0,0,10,0,9,0,5,0,4,0,29,3,6,0,17,0,14,0,9,0,5,0,55,0,5,0,14,6,22,4,3,0,9,0,71,0,3,5,15,0,4,0,0,0,3,0,40,27,5,4,54,9,16,3,3,4,3,4,129,19,9,0,34,3,5,0,6,0,0,0,72,23,6,0,29,6,7,0,0,0,0,0,74,19,0,0,15,4,3,0,0,0,0,0,40,33,0,0,15,7,8,3,0
UCL214004,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,4,0,4,0,4,0,20,0,0,0,3,0,0,0,5,0,5,0,20,0,0,0,4,0,3,0,0,4,6,0,31,5,0,0,10,3,8,0,0,0,5,0,35,0,0,0,18,3,3,0,0,0,0,0,38,17,0,0,17,5,9,0,3,0,3,0,55,24,0,0,24,3,3,0,3,0,0,0,61,14,0,0,18,0,0,0,0,0,3,0,39,15,0,0,13,0,0,0,0,0,0,0,33,18,0,0,7,0,3,0,0
