UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL415015,712,27,0,15,0,750,580,0,0,0,0,587,196,21,7,0,0,225,58,31,0,0,0,82,3,5,0,0,0,11,122,3,0,0,0,132,22,0,0,0,0,26,0,0,0,0,0,0,408,64,7,0,0,483,21,15,0,0,0,32,31,8,0,0,0,41,1756,107,3,21,6,1892
UCL415016,413,7,0,6,0,429,425,3,0,3,0,430,76,14,0,0,0,96,11,14,0,0,0,27,0,3,0,0,0,5,85,10,0,0,0,95,4,0,0,0,0,9,0,0,0,0,0,0,180,43,0,5,0,224,6,0,0,0,0,7,9,4,0,0,0,17,1040,53,0,15,0,1111
UCL415017,299,6,0,0,3,307,194,6,0,0,0,200,73,8,6,0,0,92,28,15,0,0,0,48,13,5,0,0,0,19,68,7,6,0,0,84,15,3,0,0,3,23,0,0,0,0,0,3,205,36,11,4,3,263,25,0,0,0,0,25,15,3,0,0,3,26,736,45,13,4,9,811
UCL415018,327,8,0,0,0,336,180,11,0,0,0,187,57,15,6,0,0,74,7,3,0,0,0,9,11,0,0,0,0,11,49,0,0,0,0,48,10,0,0,3,0,15,6,0,0,0,0,6,133,17,7,3,0,165,9,0,0,0,0,14,8,0,0,0,0,10,663,37,9,3,0,715
UCL415019,229,0,0,0,0,227,462,0,0,0,3,466,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,30,4,0,0,0,0,8,8,0,0,0,0,8,739,0,5,0,6,742
UCL415020,213,33,0,0,0,250,399,6,3,0,0,405,57,0,0,0,0,57,14,0,0,0,0,12,3,11,0,0,0,13,35,0,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,105,17,0,0,0,129,4,19,0,0,0,29,19,3,0,0,0,21,742,83,5,0,0,826
UCL415021,551,43,0,4,0,599,448,10,0,0,0,467,134,51,3,0,0,188,48,16,15,0,0,77,12,0,10,0,0,26,112,17,4,0,0,142,16,0,5,0,0,27,6,0,3,0,0,10,330,96,38,4,0,472,24,60,0,0,0,85,25,13,5,5,0,39,1379,226,44,11,4,1659
UCL415022,253,4,0,0,0,257,319,7,0,0,0,333,45,8,0,0,0,52,0,0,0,0,0,0,7,0,0,0,0,7,26,5,0,0,0,27,3,3,0,0,0,3,0,0,0,0,0,0,75,18,0,0,0,94,4,0,0,0,0,5,10,0,0,0,0,10,660,28,0,0,0,696
UCL415023,184,8,0,0,0,190,114,5,0,0,0,124,21,0,0,0,0,21,14,0,0,0,0,14,0,0,0,0,0,0,27,0,0,0,0,29,11,0,0,0,0,11,0,0,0,0,0,0,70,4,0,0,0,76,13,0,0,0,0,13,9,0,0,0,5,10,390,17,0,0,5,411
UCL415024,476,14,0,9,3,507,272,4,0,5,0,277,147,4,3,0,0,158,34,0,0,0,0,37,0,13,0,0,0,17,86,0,5,0,0,95,6,0,0,0,0,6,0,0,0,0,0,0,285,23,12,3,0,318,9,0,0,0,0,9,20,4,0,0,0,28,1058,50,11,13,5,1134
UCL415025,98,0,0,0,0,98,216,0,0,0,0,216,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,353,0,0,0,0,353
UCL415026,510,60,6,24,5,601,405,22,3,0,0,435,108,18,13,0,0,135,0,0,7,0,0,7,3,0,0,0,0,8,37,3,3,0,0,45,0,0,0,0,0,3,0,0,0,0,0,3,149,25,25,0,3,204,46,67,5,0,0,116,13,4,3,0,0,17,1117,173,39,28,5,1368
UCL415027,87,0,0,0,0,85,243,0,0,0,0,243,24,0,0,0,0,24,0,3,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,57,0,0,0,0,0,0,5,0,0,0,0,5,383,5,0,0,0,390
UCL415028,200,0,0,6,0,199,140,0,0,0,0,137,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,81,7,0,3,0,88,0,0,0,0,0,0,4,0,0,0,0,4,424,7,0,3,0,432
UCL415029,766,26,16,4,0,812,593,24,0,0,0,615,147,51,79,0,0,277,63,36,0,0,0,97,18,18,0,0,0,36,76,10,12,0,0,97,6,0,0,0,0,13,3,3,0,0,0,7,302,126,91,0,0,522,20,3,0,0,0,18,27,4,7,0,0,35,1703,181,113,7,4,2005
UCL415030,956,54,6,3,0,1020,464,16,0,0,3,484,169,20,4,0,0,197,18,21,0,0,0,39,11,8,0,0,0,13,95,14,4,0,0,110,12,3,0,5,0,20,0,0,0,0,0,0,313,67,9,4,3,386,42,35,0,0,0,77,29,4,0,0,0,32,1804,161,12,10,10,1999
UCL415031,108,0,0,0,0,108,249,0,0,0,0,249,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,409
UCL415032,507,20,0,16,0,548,255,11,0,0,0,261,73,18,0,0,0,98,0,0,0,0,0,4,0,0,0,0,0,3,49,7,0,0,0,60,4,0,0,0,0,13,0,0,0,0,0,0,132,30,0,3,0,164,19,0,0,6,0,22,4,0,0,0,0,10,912,59,0,27,4,1004
UCL415033,150,0,0,0,0,151,144,0,0,0,0,141,28,4,5,0,0,41,0,4,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,50,10,8,0,0,70,4,0,0,0,0,4,4,0,0,0,0,4,350,17,8,0,0,372
UCL415034,198,5,0,3,6,207,182,9,4,4,0,192,33,14,5,0,0,49,0,7,0,0,0,13,9,8,0,0,0,22,36,0,0,0,0,43,8,0,0,0,0,9,0,0,0,0,0,4,92,33,6,0,0,129,17,0,0,3,0,16,5,0,0,0,0,7,493,43,8,6,3,554
UCL415035,314,5,0,0,0,323,138,0,0,0,0,138,51,5,0,0,0,58,12,8,0,0,0,22,3,0,0,0,0,5,54,0,0,0,0,53,11,0,0,0,0,13,0,0,0,0,0,0,132,16,0,0,0,150,7,3,0,0,0,8,21,0,0,0,0,23,606,22,0,4,3,634
UCL415036,237,13,0,3,0,259,91,0,0,0,0,93,54,0,5,0,0,61,3,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,24,7,0,0,0,0,4,0,0,0,0,0,3,91,6,7,0,0,104,10,25,0,0,0,33,9,0,0,0,0,16,439,44,8,3,6,499
UCL415037,608,36,0,14,3,661,450,28,0,0,0,480,177,68,26,0,0,265,99,34,4,0,6,142,7,28,3,0,0,33,147,46,19,3,0,215,39,10,9,0,0,55,9,6,0,0,0,8,468,187,60,3,4,725,24,64,0,0,0,90,28,9,0,0,0,40,1579,322,66,18,3,1987
UCL415038,221,5,4,0,0,228,129,0,0,0,0,126,48,7,0,0,0,55,4,0,0,0,0,4,3,0,0,0,0,3,37,0,0,0,0,38,3,0,0,0,0,10,0,0,0,0,0,0,103,11,0,0,0,108,11,0,0,3,0,13,7,0,0,0,0,11,470,14,4,3,0,490
UCL415039,76,0,0,0,3,78,261,0,0,0,0,259,348,0,20,0,0,370,18,0,0,0,0,18,3,0,0,0,0,3,27,0,0,0,0,33,370,0,5,0,0,380,0,0,0,0,0,0,771,0,27,0,0,802,31,0,0,0,0,34,18,0,0,0,0,18,1156,0,33,7,3,1195
UCL415040,221,3,0,0,0,225,194,0,0,0,0,192,66,6,0,0,0,73,5,0,0,0,0,6,0,6,0,0,0,7,49,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,124,17,0,0,0,136,8,10,0,0,0,18,10,3,0,0,0,12,550,29,0,0,0,580
UCL415041,699,33,0,8,0,743,599,10,0,0,0,608,181,53,3,0,0,236,0,0,0,0,0,7,10,8,0,0,0,19,70,18,3,0,0,97,3,0,4,0,0,11,0,6,0,0,0,6,271,83,15,3,0,369,49,29,0,0,0,81,7,5,0,0,0,14,1631,162,16,10,0,1810
UCL415042,329,19,18,8,0,371,138,8,0,0,3,146,46,3,10,0,0,60,3,0,0,0,0,10,0,13,0,0,0,13,43,10,14,0,0,69,5,3,9,6,0,15,0,0,0,0,0,3,95,35,28,8,6,166,9,0,0,0,0,13,15,4,0,0,0,23,586,58,49,16,6,710
UCL415043,219,0,0,0,0,219,641,0,0,0,0,645,32,0,0,0,0,32,3,4,0,0,0,7,0,0,0,0,0,0,55,0,0,0,0,58,8,0,0,0,0,8,0,0,0,0,0,0,98,3,0,0,0,105,13,0,0,0,0,13,15,0,0,0,0,15,990,4,0,0,0,996
UCL415044,108,5,0,0,0,110,366,14,0,0,0,382,21,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,36,7,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,4,516,19,0,0,5,543
UCL415045,258,16,0,0,0,275,138,10,0,0,0,146,56,24,0,3,0,82,30,14,0,0,0,51,3,24,0,0,0,29,59,12,0,0,0,71,14,14,0,0,0,29,4,9,0,0,0,5,170,95,0,9,0,267,13,18,0,0,0,35,20,15,0,0,0,34,594,149,0,9,0,755
UCL415046,759,21,0,8,4,790,387,16,0,0,4,408,241,38,6,0,0,283,54,24,0,0,0,82,20,6,0,0,0,21,129,9,3,0,0,141,15,0,0,4,0,19,0,3,0,0,0,3,459,76,7,6,0,548,28,5,0,0,0,36,38,4,0,0,0,44,1673,128,7,18,3,1829
UCL415047,224,0,0,0,0,232,454,0,0,0,0,459,57,0,0,0,0,58,0,0,0,0,0,0,4,0,0,0,0,4,35,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,96,4,0,0,0,99,9,0,0,0,0,9,17,0,0,0,0,17,803,3,0,0,0,810
UCL415048,358,0,3,0,0,367,342,0,0,0,0,343,56,5,0,0,0,64,0,4,0,0,0,4,6,0,0,0,0,0,46,0,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,108,9,6,0,0,122,7,6,5,0,0,16,16,0,0,0,0,16,825,16,18,0,0,860
UCL415049,243,13,4,0,0,264,278,4,0,0,0,285,52,0,18,0,0,72,5,0,0,0,0,5,13,10,0,0,0,24,31,3,0,0,0,32,6,0,0,0,0,7,0,0,0,0,0,0,107,15,20,0,0,139,7,38,0,0,0,46,0,0,0,0,0,7,638,70,28,0,3,736
UCL421001,244,0,0,42,3,289,100,0,0,0,0,100,43,5,0,6,0,46,7,14,0,0,0,25,8,0,0,0,0,5,27,9,0,0,0,41,7,0,0,10,0,16,0,0,0,0,0,3,96,35,0,14,0,138,11,0,0,0,0,9,12,5,0,7,0,19,458,38,0,59,7,560
UCL421002,110,0,0,0,0,106,54,0,0,0,0,57,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,4,194,5,0,0,4,197
UCL421003,129,3,0,0,0,131,148,0,0,0,0,150,26,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,320,12,0,0,0,331
UCL421004,179,8,0,0,0,186,96,10,0,0,0,101,27,9,0,0,0,34,0,4,0,0,0,7,0,10,0,0,0,8,41,8,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,69,29,0,0,0,103,7,4,0,0,0,16,5,0,0,0,0,6,358,51,0,0,0,409
UCL421005,146,0,0,0,0,146,96,0,0,0,0,96,7,0,0,0,0,9,9,0,0,0,0,9,10,0,0,0,0,10,41,0,0,0,0,41,6,0,0,0,0,5,0,0,0,0,0,0,73,0,0,0,0,70,10,0,0,0,0,10,4,0,0,0,0,0,325,0,0,4,0,330
UCL421006,73,0,0,0,0,75,141,0,0,0,0,141,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,226
UCL421007,132,0,0,3,0,138,79,0,0,0,0,83,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,57,7,0,0,0,0,7,3,0,0,0,0,3,281,4,0,7,0,293
UCL421008,152,15,0,4,0,182,80,14,0,0,0,98,13,5,0,0,0,20,3,0,0,0,0,4,0,16,0,0,0,16,48,0,0,0,0,53,5,0,0,0,0,7,0,0,0,0,0,0,72,22,0,0,0,94,5,5,0,0,0,16,4,0,0,0,0,9,320,63,3,10,3,398
UCL421009,122,0,0,0,0,124,93,0,0,0,0,94,13,0,0,0,0,13,4,8,0,0,0,11,0,3,0,0,0,3,37,0,0,0,0,40,9,0,0,0,0,10,0,4,0,0,0,0,64,12,0,0,0,77,5,0,0,0,0,10,3,0,0,0,0,3,290,12,0,0,0,307
UCL421010,61,0,0,0,0,61,129,0,0,0,0,130,8,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,28,3,0,0,0,0,3,5,0,0,0,0,5,215,4,0,0,0,221
UCL421011,127,0,0,0,0,125,73,0,0,0,0,70,14,4,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,26,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,0,0,61,5,0,0,0,0,5,8,0,0,0,0,8,257,10,0,0,0,267
UCL421012,111,0,0,0,0,114,78,0,0,0,0,78,16,0,0,0,0,16,5,3,0,0,0,9,0,0,0,0,0,3,27,5,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,47,3,0,0,0,50,11,3,0,0,0,16,3,0,0,0,0,8,252,12,0,0,0,264
UCL421013,127,0,0,0,0,132,184,3,0,0,0,183,14,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,28,9,0,0,0,0,9,3,0,0,0,0,3,336,4,0,0,3,349
UCL421014,86,0,5,0,0,89,108,0,0,0,0,112,17,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,9,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5,0,0,47,3,0,0,0,0,3,3,0,0,0,0,3,247,0,10,0,0,257
UCL421015,74,0,0,0,0,74,93,0,0,0,0,93,16,5,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,3,22,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,41,8,0,0,0,49,8,0,0,0,0,8,5,0,0,0,0,8,222,8,0,0,0,235
UCL421016,81,0,0,0,0,76,87,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,176,3,0,0,0,174
UCL421017,32,0,0,0,0,32,118,0,0,0,0,124,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,174,0,0,0,0,178
UCL421018,183,0,0,0,0,187,150,0,0,0,0,150,31,4,0,0,0,38,7,0,0,0,0,7,10,0,0,0,0,12,43,0,0,0,0,43,10,0,0,0,0,15,0,0,0,0,0,0,108,3,0,0,0,109,10,0,0,0,0,10,10,0,0,0,0,10,461,8,0,0,0,471
UCL421019,115,0,0,4,0,121,63,0,0,0,0,63,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,38,0,0,0,0,36,4,0,0,0,0,3,0,0,0,0,0,0,54,0,0,0,0,52,10,0,0,0,0,10,0,0,0,0,0,0,237,0,4,5,0,243
UCL421020,98,0,0,0,0,101,59,0,0,0,0,59,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,23,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0,0,0,48,0,10,0,0,56,11,0,0,0,0,11,3,0,0,0,0,3,221,0,11,4,0,233
UCL421021,88,0,0,0,0,96,53,0,0,0,0,53,11,0,0,0,0,16,0,8,0,0,0,10,0,7,0,0,0,6,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,45,12,0,0,0,58,9,0,0,0,0,8,3,0,0,0,0,3,199,15,0,3,0,219
UCL421022,140,0,0,0,0,142,219,0,0,0,0,219,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,26,4,0,0,0,0,4,6,0,0,0,0,10,397,3,0,0,0,401
UCL421023,93,0,0,4,0,100,127,0,0,0,0,127,13,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,5,27,0,0,17,0,57,0,0,0,0,0,0,0,0,0,0,0,0,38,4,3,21,0,75,6,0,0,0,0,6,6,0,0,5,0,7,271,9,3,25,5,314
UCL421024,158,0,0,0,0,155,76,0,0,0,0,80,38,4,0,0,0,40,18,0,7,0,0,18,9,0,0,0,0,9,18,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,87,3,7,0,0,94,3,0,4,0,0,3,14,0,0,0,0,12,333,3,5,3,3,347
UCL421025,157,4,0,11,0,172,123,0,0,0,0,123,25,0,0,0,0,25,0,0,5,0,0,5,0,0,0,0,0,0,29,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,50,0,0,8,0,64,6,0,0,0,0,11,3,0,0,3,0,9,349,0,6,22,0,373
UCL421026,142,0,0,4,0,149,88,0,0,0,0,86,16,0,0,0,0,14,5,0,6,0,0,13,13,4,0,0,0,19,34,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,71,9,6,4,0,85,3,0,0,0,0,3,14,0,0,0,0,14,315,6,6,8,0,332
UCL421027,93,0,0,0,0,96,98,5,9,0,0,112,7,0,3,0,0,12,0,0,0,0,0,0,0,0,8,0,0,8,5,0,7,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,5,36,5,0,0,0,0,5,0,0,0,0,0,3,212,4,21,5,5,247
UCL421028,83,0,0,0,0,83,83,0,0,0,0,83,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,171
UCL421029,111,0,0,0,0,114,58,0,0,0,0,58,3,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,22,3,0,0,0,24,4,0,0,0,0,7,5,0,0,0,0,5,205,4,0,0,0,208
UCL421030,111,0,0,5,0,111,76,0,0,3,0,80,0,0,0,3,0,4,6,0,0,0,0,6,4,0,0,0,0,4,26,0,0,0,0,32,10,0,0,0,0,15,0,0,0,0,0,0,48,0,0,5,0,54,11,0,0,0,0,11,3,0,0,0,0,3,249,0,0,11,6,264
UCL421031,145,0,0,0,0,148,72,0,0,0,0,69,21,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,51,8,0,0,0,0,10,7,0,0,0,0,7,274,11,4,0,0,287
UCL421032,76,0,0,8,0,88,53,0,0,0,0,53,35,0,0,0,0,35,0,0,0,0,0,0,0,4,0,0,0,4,36,0,0,0,0,41,11,0,0,5,0,14,0,0,0,0,0,0,80,8,3,5,0,97,10,0,0,0,0,10,6,0,0,0,0,6,224,16,3,10,0,250
UCL421033,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,11,0,0,0,0,0,0,83,4,0,4,0,84,9,3,0,0,0,12,0,0,0,0,0,0,93,3,0,4,6,102
UCL421034,205,4,0,0,0,211,144,3,0,0,0,149,35,0,0,0,0,41,9,0,11,0,0,23,0,0,0,0,0,0,20,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,73,11,11,0,0,97,8,0,0,0,0,12,12,0,0,0,0,17,444,20,13,4,0,477
UCL421035,147,6,0,0,0,151,89,4,0,0,0,98,29,6,0,0,0,39,0,0,0,0,0,3,5,5,0,0,0,4,23,3,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,62,15,0,0,0,84,3,0,0,3,0,9,5,0,0,0,0,5,313,22,0,3,0,341
UCL421036,108,0,0,0,0,110,179,0,0,0,0,179,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,7,0,0,0,0,6,311,0,0,0,0,313
UCL421037,158,0,0,0,0,166,97,0,0,0,0,96,35,0,0,0,0,40,11,4,0,0,0,18,0,0,0,0,0,0,24,0,0,0,0,24,6,0,0,4,0,14,0,0,0,0,0,0,78,4,5,4,0,93,10,0,0,0,0,12,10,0,0,0,0,14,354,5,10,8,0,375
UCL421038,135,3,0,0,0,145,140,0,0,0,0,146,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,3,15,0,0,0,22,0,0,0,0,0,0,326,18,0,0,0,342
UCL421039,48,0,0,0,0,48,167,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,231,0,0,0,0,231
UCL421040,90,0,0,0,0,91,112,0,0,0,0,113,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,3,0,207
UCL421041,78,8,0,0,0,81,51,0,0,0,0,56,3,0,0,0,0,3,11,3,0,0,0,14,0,0,0,0,0,0,24,0,0,0,0,24,14,0,0,0,0,14,0,0,0,0,0,0,53,3,0,0,0,58,5,0,0,0,0,9,7,0,0,0,0,6,189,7,0,0,0,206
UCL421042,147,0,0,0,0,146,101,3,0,0,0,108,21,0,0,0,0,22,3,3,0,0,0,10,0,4,0,0,0,4,17,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,4,0,63,21,0,0,0,0,26,8,0,0,0,0,3,325,18,0,5,0,349
UCL421043,148,0,0,0,0,153,67,0,0,0,0,67,15,0,0,0,0,19,5,8,0,0,0,12,3,0,0,0,0,3,27,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,66,8,0,3,0,74,4,0,0,0,0,5,0,0,0,0,0,6,282,9,0,5,0,302
UCL422001,29,0,0,3,0,33,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,3,0,96
UCL422002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,67,4,0,0,0,73,4,5,0,0,0,11,0,0,0,0,0,0,75,8,0,0,0,84
UCL422003,81,0,0,0,3,78,23,0,0,0,0,23,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,19,3,0,0,0,21,8,0,0,0,0,8,4,0,0,0,0,4,130,3,0,0,3,136
UCL422004,64,0,0,0,8,73,25,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,3,15,129
UCL422005,45,0,0,0,0,45,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,16,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,3,0,93
UCL422006,87,0,0,0,0,91,64,0,0,0,0,62,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,33,11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,179,11,0,0,0,190
