UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL321108,85,0,0,0,0,85,65,0,0,0,0,65,14,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,3,3,0,0,0,9,0,0,0,0,0,0,37,8,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,192,8,0,0,0,206
UCL321109,130,0,0,4,3,139,72,0,0,5,0,77,3,0,0,0,0,6,18,0,5,0,0,17,9,0,4,0,0,12,46,0,0,0,0,46,21,0,3,0,0,21,0,0,0,0,0,0,95,0,6,0,0,106,11,0,0,0,0,16,9,0,6,0,0,20,318,3,9,11,7,351
UCL321110,189,0,0,0,0,189,121,0,0,0,0,123,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,5,0,0,0,0,5,7,0,0,0,0,7,350,0,6,0,0,352
UCL321111,140,4,0,3,0,149,95,0,0,3,0,99,41,14,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,60,17,0,0,0,83,0,0,0,0,0,0,8,0,0,4,0,9,307,25,0,15,0,346
UCL321112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,10,35,0,0,228,10,0,0,0,0,14,0,0,0,0,0,0,9,0,6,0,0,22,0,0,0,0,0,0,211,10,44,0,0,265,3,0,0,0,0,7,4,0,0,0,0,3,213,10,44,0,0,273
UCL321113,61,0,0,29,0,88,93,0,0,0,0,97,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,17,0,18,0,0,0,0,0,0,28,0,0,21,0,47,0,0,0,0,0,0,3,0,0,0,0,4,186,0,0,48,0,235
UCL321114,173,0,0,9,0,181,78,0,0,0,0,80,48,9,0,0,0,57,11,0,0,0,0,10,0,0,0,0,0,0,28,0,0,0,0,28,8,4,0,3,0,14,0,0,0,0,0,0,88,11,0,3,0,109,4,0,0,0,0,3,14,0,0,0,0,17,362,16,0,10,0,392
UCL322001,51,0,0,0,0,51,67,0,0,0,0,67,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,124
UCL322002,44,0,0,0,0,44,20,0,0,0,0,20,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,18,0,0,0,0,18,0,0,0,0,0,0,39,0,0,0,0,39,9,0,0,0,0,6,6,6,0,0,0,10,116,6,0,0,0,118
UCL322003,37,0,0,4,0,39,14,0,0,0,0,14,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,4,64,0,0,5,0,77
UCL322004,83,0,0,0,0,85,31,0,0,0,0,35,12,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,30,11,3,3,0,47,7,0,0,0,0,5,4,0,0,0,0,4,157,12,3,3,0,179
UCL322005,51,0,0,4,0,55,12,0,0,0,0,12,0,0,0,0,0,0,9,0,6,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,21,0,5,0,0,28,6,0,0,0,0,6,5,0,0,0,0,0,90,0,7,3,0,101
UCL322006,53,4,4,0,0,61,10,3,0,0,0,18,10,8,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,13,9,0,0,41,3,0,0,0,0,5,4,6,0,0,0,5,90,24,9,0,0,126
UCL322007,82,0,0,0,0,83,22,0,0,0,0,22,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,5,6,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,21,9,0,0,0,0,5,3,0,0,0,0,3,124,0,0,0,0,133
UCL322008,34,0,0,0,0,34,30,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,74,0,0,0,0,74
UCL322009,50,0,0,0,0,51,13,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,9,0,0,0,0,6,0,0,0,0,0,0,27,0,4,0,0,34,3,0,0,0,0,3,9,0,0,0,0,11,98,0,3,0,0,111
UCL322010,103,0,0,0,0,104,46,0,0,0,0,46,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,5,0,0,0,0,5,4,0,0,0,0,4,173,0,0,0,0,177
UCL322011,59,0,0,0,0,59,108,0,0,0,0,108,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,176
UCL322012,97,4,0,0,0,101,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,152,3,0,0,0,155
UCL322013,34,0,0,0,0,34,113,0,0,0,0,113,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,159
UCL322014,48,0,0,0,0,46,28,0,0,0,0,32,13,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,20,9,0,0,0,35,0,0,0,0,0,0,3,0,0,0,0,10,98,15,0,4,0,117
UCL322015,60,0,0,0,0,64,39,0,0,0,0,39,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,39,0,0,0,0,0,0,4,0,0,0,0,4,143,0,8,0,0,148
UCL322016,17,3,0,0,0,24,22,0,0,0,0,24,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,25,3,0,0,0,28,0,0,0,0,0,0,38,10,0,0,0,47,0,0,0,0,0,5,0,0,0,0,0,0,83,14,0,0,0,101
UCL322017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,46
UCL322018,124,3,0,0,0,126,56,3,0,0,0,54,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,205,4,0,0,0,218
UCL322019,93,0,0,0,0,93,28,0,0,0,0,32,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,151,0,0,0,0,158
UCL322020,16,0,0,6,0,21,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,22,0,0,0,0,0,0,42,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,3,65,0,0,4,0,78
