UCL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
UCL415029,..,743,743,703,23,730,210,0,211,187,3,193,95,0,96,40,0,40,1235,769,2005
UCL415030,..,653,653,900,38,941,178,6,177,143,0,143,49,0,49,35,0,35,1306,693,1999
UCL415031,..,55,55,155,6,157,66,0,66,72,0,70,35,0,35,15,0,15,341,64,409
UCL415032,..,317,317,475,14,492,83,0,83,68,0,68,36,0,36,17,0,17,678,330,1004
UCL415033,..,100,100,150,13,160,42,0,42,39,0,39,21,0,21,13,0,13,262,113,372
UCL415034,..,196,196,189,10,199,65,3,64,61,0,61,27,0,27,9,0,8,344,213,554
UCL415035,..,301,301,221,15,233,53,0,53,32,0,32,9,0,9,12,0,12,316,318,634
UCL415036,..,201,201,221,8,228,31,0,31,30,0,30,12,0,12,7,0,7,299,204,499
UCL415037,..,694,694,678,49,727,257,4,265,170,7,174,78,5,86,31,3,37,1220,765,1987
UCL415038,..,152,152,223,7,225,47,7,48,34,0,34,16,0,16,5,0,9,325,169,490
UCL415039,..,288,288,301,49,341,180,8,193,219,5,226,111,0,111,33,0,33,847,353,1195
UCL415040,..,217,217,206,19,222,55,0,52,54,0,54,18,0,18,12,0,12,345,237,580
UCL415041,..,524,524,704,21,726,212,5,216,240,0,240,75,0,75,24,0,24,1259,553,1810
UCL415042,..,281,281,298,10,309,52,0,52,46,0,46,25,0,25,5,0,5,424,291,710
UCL415043,..,162,162,327,25,352,169,0,173,184,0,184,77,0,80,48,0,48,814,185,996
UCL415044,..,71,71,167,5,169,129,0,127,98,0,98,51,0,51,22,0,22,466,78,543
UCL415045,..,305,305,259,18,281,67,5,70,55,0,57,24,0,24,13,0,13,417,333,755
UCL415046,..,606,606,793,39,834,176,5,180,133,3,138,46,0,46,26,0,26,1176,652,1829
UCL415047,..,173,173,262,9,267,145,0,145,141,0,141,67,0,67,18,0,18,630,178,810
UCL415048,..,178,178,333,12,342,130,0,130,147,0,147,48,0,48,18,0,18,676,191,860
UCL415049,..,202,202,269,9,278,101,0,100,103,0,103,46,0,46,6,0,6,526,211,736
UCL421001,..,219,219,244,12,253,36,0,37,29,0,29,13,0,13,3,0,3,325,236,560
UCL421002,..,64,64,94,8,98,11,0,12,12,0,12,10,0,10,6,0,6,131,66,197
UCL421003,..,72,72,110,5,113,54,0,59,48,0,48,26,0,26,10,0,10,250,77,331
UCL421004,..,177,177,148,4,146,35,0,35,19,0,19,16,0,16,11,0,11,230,181,409
UCL421005,..,117,117,127,7,138,19,0,19,37,0,37,13,0,13,7,0,7,202,129,330
UCL421006,..,9,9,95,0,93,32,0,32,51,0,51,20,0,20,7,0,7,213,15,226
UCL421007,..,90,90,132,10,137,30,0,30,26,0,26,3,0,3,6,0,6,188,99,293
UCL421008,..,124,124,172,7,177,42,0,42,29,0,29,19,0,19,4,0,4,263,131,398
UCL421009,..,86,86,122,12,126,32,0,32,37,0,37,19,0,19,4,0,4,203,101,307
UCL421010,..,43,43,63,5,69,40,3,47,38,0,38,11,0,11,5,0,5,168,51,221
UCL421011,..,107,107,109,9,115,25,0,25,12,0,12,5,0,5,3,0,3,156,115,267
UCL421012,..,106,106,96,5,99,20,0,18,19,0,19,17,0,17,6,0,6,154,108,264
UCL421013,..,58,58,126,4,130,62,0,68,66,0,66,20,0,20,10,0,10,285,61,349
UCL421014,..,64,64,86,4,91,37,0,35,48,0,48,15,0,15,4,0,4,186,69,257
UCL421015,..,72,72,76,10,87,25,0,25,23,0,23,8,0,8,15,0,15,150,84,235
UCL421016,..,19,19,71,0,70,27,0,27,39,0,39,8,0,8,4,0,4,156,20,174
UCL421017,..,39,39,58,0,61,20,0,20,33,0,33,16,0,16,10,0,10,136,36,178
UCL421018,..,169,169,165,12,172,48,3,52,41,0,41,22,0,22,8,0,8,286,183,471
UCL421019,..,85,85,100,4,101,15,0,15,15,0,17,14,0,14,4,0,4,155,93,243
UCL421020,..,82,82,89,5,95,16,0,16,19,0,19,18,0,18,3,0,3,149,85,233
UCL421021,..,83,83,63,5,71,22,0,22,23,0,23,12,0,12,3,0,3,126,90,219
UCL421022,..,98,98,149,7,161,57,0,57,65,0,65,16,0,16,0,0,0,293,108,401
UCL421023,..,76,76,103,6,111,50,8,56,30,4,37,17,0,18,12,0,12,208,106,314
UCL421024,..,135,135,134,3,138,37,0,42,22,0,22,15,0,15,3,0,3,210,137,347
UCL421025,..,145,145,132,11,140,43,0,43,24,0,24,9,0,9,3,0,0,215,160,373
UCL421026,..,118,118,139,5,137,29,0,30,20,0,20,12,0,12,3,0,3,206,130,332
UCL421027,..,76,76,84,8,90,22,0,22,35,0,35,11,0,11,8,0,8,162,83,247
UCL421028,..,9,9,64,0,64,41,0,41,49,0,49,13,0,13,5,0,5,160,9,171
UCL421029,..,76,76,77,7,87,12,0,13,19,0,19,8,0,8,7,0,7,121,85,208
UCL421030,..,113,113,95,5,102,12,0,16,18,0,19,9,0,9,4,0,4,142,125,264
UCL421031,..,85,85,140,3,142,22,0,22,26,0,26,10,0,10,0,0,0,196,91,287
UCL421032,..,99,99,71,9,74,34,0,34,19,0,19,12,0,12,8,0,9,145,108,250
UCL421033,..,11,11,11,3,16,15,0,15,14,0,14,10,0,10,39,0,36,85,15,102
UCL421034,..,189,189,178,8,182,46,0,46,36,0,36,16,0,16,6,0,6,281,197,477
UCL421035,..,128,128,121,12,134,39,0,41,21,0,21,14,0,14,0,0,0,197,143,341
UCL421036,..,47,47,79,3,83,59,0,59,75,0,75,36,0,36,12,0,12,261,55,313
UCL421037,..,137,137,132,12,144,34,0,34,39,0,39,19,0,19,0,0,0,232,140,375
UCL421038,..,68,68,117,7,123,56,0,56,67,0,67,14,0,14,11,0,11,264,74,342
UCL421039,..,42,42,81,4,83,31,0,31,49,0,49,19,0,19,6,0,6,181,44,231
UCL421040,..,29,29,79,0,80,29,0,29,32,0,32,20,0,20,21,0,21,181,27,207
UCL421041,..,66,66,80,0,80,16,0,13,25,0,25,15,0,15,5,0,5,138,67,206
UCL421042,..,128,128,145,8,151,33,0,33,9,0,9,19,0,19,9,0,9,211,138,349
UCL421043,..,132,132,101,9,110,31,0,31,20,0,20,0,0,0,6,0,6,161,139,302
UCL422001,..,22,22,27,0,27,21,0,21,14,0,14,11,0,11,0,0,0,74,22,96
UCL422002,..,10,10,15,0,15,11,0,11,9,0,9,4,0,4,27,0,27,69,10,84
UCL422003,..,54,54,63,0,64,13,0,13,7,0,7,0,0,0,0,0,0,79,60,136
UCL422004,..,66,66,37,4,34,12,0,12,10,0,10,0,0,0,0,0,0,56,73,129
UCL422005,..,32,32,33,0,33,3,0,3,9,0,9,0,0,0,0,0,0,58,32,93
UCL422006,..,80,80,71,3,76,12,0,12,14,0,14,5,0,5,0,0,0,103,89,190
UCL422007,..,52,52,42,0,47,9,0,9,6,0,6,3,0,3,0,0,0,63,53,116
UCL422008,..,45,45,66,0,68,11,0,11,22,0,22,14,0,14,5,0,5,119,45,169
UCL422009,..,43,43,51,0,53,6,0,6,10,0,10,5,0,5,4,0,4,67,47,110
UCL422010,..,20,20,67,5,70,17,0,17,19,0,19,8,0,8,0,0,0,115,22,133
UCL422011,..,46,46,42,6,50,4,0,4,5,0,5,5,0,5,0,0,0,59,53,110
UCL422012,..,55,55,64,0,65,39,0,39,15,0,15,10,0,10,6,0,6,134,55,191
UCL422013,..,9,9,38,3,37,27,0,27,24,0,24,0,0,0,3,0,3,97,14,111
UCL422014,..,17,17,32,0,34,17,0,17,9,0,9,4,0,4,0,0,0,62,20,79
UCL422015,..,79,79,78,9,82,10,0,10,3,0,3,9,0,9,0,0,0,104,84,190
UCL422016,..,25,25,34,3,37,18,0,18,0,0,0,0,0,0,3,0,3,57,25,80
UCL422017,..,47,47,35,0,35,8,0,8,4,0,4,4,0,4,0,0,0,51,47,97
UCL422018,..,41,41,29,3,34,13,0,13,3,0,3,4,0,4,0,0,0,48,44,96
UCL422019,..,93,93,112,4,117,10,0,10,9,0,9,5,0,5,0,0,0,139,100,243
UCL422020,..,48,48,49,4,50,12,0,12,15,0,15,6,0,6,0,0,0,86,51,132
UCL422021,..,34,34,36,4,36,6,0,6,13,0,13,5,0,5,0,0,0,56,35,98
UCL422022,..,10,10,3,0,3,5,0,5,9,0,9,10,0,10,25,0,25,56,10,67
UCL422023,..,37,37,40,4,43,11,0,11,10,0,10,8,0,8,0,0,0,68,38,109
UCL422024,..,8,8,4,3,13,9,0,9,3,0,3,4,0,4,21,0,21,47,12,58
UCL422025,..,73,73,48,0,51,9,0,9,11,0,11,9,0,9,3,0,3,76,72,152
UCL422026,..,21,21,55,0,58,28,0,28,35,0,35,8,0,8,3,0,3,126,25,147
UCL422027,..,19,19,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,11,19,33
UCL422028,..,39,39,41,0,41,18,0,18,7,0,7,4,0,4,0,0,0,72,40,105
UCL422029,..,8,8,9,3,15,12,0,12,4,0,4,12,0,12,13,0,13,55,10,64
UCL422030,..,73,73,48,3,51,16,0,16,12,0,12,3,0,3,4,0,4,77,73,154
UCL422031,..,47,47,50,4,53,16,0,16,15,0,15,3,0,3,0,0,0,87,48,132
UCL422032,..,19,19,36,0,36,21,0,21,18,0,18,10,0,10,9,0,9,91,19,112
UCL422033,..,21,21,35,0,35,11,0,11,11,0,11,4,0,4,0,0,0,75,21,97
UCL422034,..,23,23,63,0,67,19,0,19,15,0,15,6,0,6,0,0,0,100,28,127
UCL422035,..,35,35,46,4,49,23,0,21,22,0,22,10,0,10,8,0,8,114,41,151
UCL422036,..,74,74,68,8,66,22,0,22,12,0,12,14,0,14,9,0,9,112,79,193
UCL422037,..,30,30,42,0,44,15,0,15,12,0,10,8,0,8,6,0,6,75,32,111
UCL422038,..,41,41,40,4,44,9,0,9,11,0,11,3,0,3,0,0,0,63,40,109
UCL422039,..,42,42,30,7,42,5,0,6,7,0,7,3,0,3,0,0,0,55,47,102
UCL422040,..,49,49,53,0,53,7,0,11,11,0,11,3,0,3,5,0,5,68,53,118
UCL422041,..,38,38,71,0,74,10,0,10,10,0,10,9,0,9,0,0,0,103,43,140
UCL422042,..,56,56,58,3,61,11,0,11,10,0,10,0,0,0,0,0,0,79,61,144
UCL422043,..,33,33,33,0,36,4,0,4,4,0,4,0,0,0,0,0,0,45,34,78
UCL422044,..,56,56,58,0,62,12,0,12,10,0,10,0,0,0,0,0,0,79,62,142
UCL422045,..,97,97,131,5,132,12,0,17,11,0,11,3,0,3,0,0,0,156,97,256
UCL422046,..,66,66,76,4,80,16,0,16,9,0,9,4,0,4,4,0,4,114,75,187
UCL422047,..,16,16,37,0,38,6,0,6,0,0,0,0,0,0,0,0,0,50,18,69
UCL422048,..,80,80,52,3,59,3,0,3,19,0,19,4,0,4,6,0,6,83,79,166
UCL422049,..,31,31,47,0,47,18,0,18,11,0,11,8,0,8,0,0,0,82,31,120
UCL422050,..,30,30,33,4,35,8,0,8,5,0,5,3,0,3,0,0,0,51,34,90
UCL422051,..,57,57,57,11,67,23,0,23,22,0,22,7,0,7,0,0,0,105,70,174
UCL422052,..,86,86,106,3,112,18,0,18,13,0,13,5,0,5,0,0,0,134,92,228
UCL422053,..,56,56,38,4,38,6,0,6,0,0,0,0,0,0,0,0,0,42,61,105
UCL422054,..,40,40,29,3,36,14,0,14,11,0,11,0,0,0,3,0,3,56,39,100
UCL422055,..,60,60,62,0,63,16,0,16,5,0,5,3,0,3,4,0,4,95,62,155
UCL422056,..,45,45,38,0,37,15,0,15,6,0,6,10,0,10,7,0,7,71,48,118
UCL422057,..,20,20,56,3,57,27,0,27,15,0,15,13,0,13,3,0,3,117,21,135
UCL422058,..,34,34,36,0,40,8,0,8,9,0,9,3,0,3,3,0,3,56,36,90
UCL422059,..,49,49,62,0,67,26,0,22,22,0,22,8,0,8,3,0,3,124,54,174
UCL422060,..,45,45,42,3,42,8,0,8,5,0,5,3,0,3,0,0,0,57,53,105
UCL422061,..,42,42,12,0,20,0,0,0,9,0,9,0,0,0,0,0,0,28,44,73
UCL422062,..,7,7,28,0,26,10,0,10,14,0,14,10,0,10,0,0,0,62,8,68
UCL422063,..,12,12,7,0,9,7,0,7,15,0,15,9,0,9,12,0,12,54,17,67
UCL431001,..,11530,11530,19890,890,20780,6768,84,6852,7195,23,7214,3686,14,3700,1688,6,1696,39222,12548,51767
UCL479997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,..,190056,190056,228914,19008,247920,118499,5376,123871,122607,1801,124404,47193,568,47760,20934,263,21196,538147,217069,755215
UCL511001,..,7338,7338,9284,633,9918,4046,107,4155,4096,28,4131,1682,6,1688,747,15,758,19856,8126,27979
UCL512001,..,3703,3703,4123,238,4361,1550,50,1599,1406,13,1422,589,4,591,325,0,325,7982,4008,11993
UCL512002,..,2843,2843,3809,216,4026,1364,39,1401,1392,6,1401,562,0,566,214,0,213,7333,3109,10445
UCL512003,..,3514,3514,3943,301,4246,1694,44,1737,1502,4,1505,673,0,673,358,0,360,8167,3867,12033
UCL512004,..,2713,2713,2826,282,3116,1518,62,1580,1497,12,1512,701,9,700,353,5,354,6890,3083,9972
UCL513001,..,1102,1102,1266,149,1411,658,59,711,755,15,771,343,4,344,183,6,181,3201,1333,4532
UCL513002,..,1211,1211,1272,100,1373,491,15,505,450,4,452,191,0,193,97,0,97,2498,1327,3828
UCL513003,..,1102,1102,1294,134,1428,802,38,840,1042,7,1048,469,0,468,171,7,177,3774,1288,5062
UCL513004,..,1241,1241,1288,135,1418,746,20,766,737,6,739,375,0,377,222,0,222,3367,1401,4766
UCL513005,..,740,740,1127,58,1180,669,4,677,661,0,664,313,7,317,153,0,153,2926,809,3737
UCL514001,..,935,935,936,62,997,336,3,345,333,0,333,138,0,139,64,0,64,1813,1002,2819
UCL514002,..,518,518,866,63,932,376,17,391,442,10,453,159,0,159,37,0,37,1880,604,2480
UCL514003,..,617,617,778,80,855,422,38,457,424,24,453,162,4,168,44,4,47,1833,757,2596
UCL514004,..,794,794,826,59,880,298,14,316,267,3,272,136,0,136,86,0,86,1617,870,2484
UCL515001,..,223,223,231,5,232,46,0,46,31,0,31,13,0,13,5,0,5,316,231,547
UCL515002,..,124,124,207,15,221,44,0,44,77,0,77,30,0,31,4,0,9,359,141,498
UCL515003,..,306,306,384,12,397,100,0,96,79,0,80,40,0,40,22,0,22,622,326,947
UCL515004,..,135,135,220,11,238,125,0,125,136,0,136,52,0,52,25,0,25,568,151,718
UCL515005,..,216,216,318,29,344,133,3,136,125,0,125,58,0,58,28,0,28,654,240,902
UCL515006,..,491,491,451,38,488,166,7,177,168,0,170,60,0,63,42,0,42,889,545,1440
UCL515007,..,94,94,196,12,208,111,4,119,166,0,169,47,0,47,13,0,13,539,111,648
UCL515008,..,61,61,110,4,121,64,0,64,93,0,93,37,0,37,13,0,13,317,67,388
UCL515009,..,435,435,411,32,441,114,9,119,111,0,111,44,0,44,16,0,16,697,464,1167
UCL515010,..,287,287,231,23,246,90,0,94,83,0,83,47,0,47,64,0,64,512,306,819
UCL515011,..,294,294,391,18,413,130,3,127,122,0,121,58,0,58,29,0,29,725,313,1044
UCL515012,..,118,118,243,11,255,143,3,153,144,0,144,66,0,66,20,0,20,615,135,750
UCL515013,..,241,241,315,35,352,132,16,144,162,12,174,59,9,72,16,0,18,684,313,992
UCL515014,..,110,110,84,11,94,34,0,34,37,0,37,24,0,24,23,0,23,199,123,326
UCL515015,..,333,333,356,17,371,142,7,147,132,0,135,74,0,74,30,0,30,724,360,1084
UCL515016,..,193,193,272,9,279,65,0,63,64,0,63,24,0,24,6,0,6,433,207,639
UCL515017,..,160,160,202,8,208,46,0,46,45,0,45,8,0,8,5,0,5,310,167,479
UCL515018,..,161,161,187,17,204,95,0,95,73,0,73,31,0,31,17,0,17,407,182,580
UCL515019,..,386,386,428,35,457,170,13,185,142,0,139,61,0,58,73,0,76,870,440,1313
UCL515020,..,353,353,370,48,411,210,14,223,175,7,173,93,4,96,74,0,74,921,420,1336
UCL515021,..,176,176,246,3,252,75,0,75,81,0,81,51,0,51,12,0,12,465,179,645
UCL515022,..,596,596,561,31,585,186,4,187,177,0,179,82,0,82,42,0,42,1046,634,1677
UCL515023,..,312,312,304,18,323,122,3,123,86,0,86,45,0,45,19,0,19,575,335,909
UCL515024,..,194,194,183,8,193,63,6,65,68,0,68,26,0,26,10,0,10,358,208,572
UCL515025,..,234,234,234,15,251,95,0,93,62,0,67,40,0,40,19,0,19,455,248,706
UCL515026,..,113,113,252,7,257,137,3,136,127,0,127,75,0,75,32,0,32,623,122,748
UCL515027,..,562,562,456,32,478,178,6,183,135,3,140,68,0,68,32,0,32,863,603,1465
UCL515028,..,318,318,341,33,369,204,7,214,229,3,237,104,0,104,63,0,60,942,360,1305
UCL515029,..,99,99,103,4,102,50,0,51,49,0,49,23,0,29,5,0,5,232,105,338
UCL515030,..,385,385,495,23,516,185,4,189,177,0,179,79,0,81,49,0,49,986,417,1406
UCL515031,..,387,387,445,15,463,131,0,131,105,0,109,51,0,53,10,0,10,746,398,1147
UCL515032,..,63,63,163,3,166,66,0,66,102,0,102,43,0,43,31,0,31,405,66,468
UCL515033,..,162,162,198,10,208,112,0,112,175,0,175,99,0,100,38,0,38,620,175,797
UCL515034,..,301,301,340,19,358,138,4,135,158,0,160,75,0,75,39,0,39,745,322,1072
UCL515035,..,216,216,206,14,222,45,0,45,38,0,38,12,0,12,13,0,14,313,230,550
UCL515036,..,282,282,328,19,348,106,0,112,105,0,105,51,0,51,27,0,27,620,302,925
UCL515037,..,111,111,113,10,119,94,0,94,98,0,98,69,0,69,20,0,20,397,115,509
UCL515038,..,351,351,400,23,423,100,0,100,83,0,83,35,0,35,15,0,15,633,378,1004
UCL521001,..,41,41,66,4,68,26,0,28,25,0,25,16,0,16,10,0,10,137,48,186
UCL521002,..,56,56,115,3,115,38,0,38,46,0,46,15,0,15,14,0,14,218,62,284
UCL521003,..,159,159,146,9,152,34,0,34,22,0,24,10,0,10,4,0,4,216,167,387
UCL521004,..,22,22,35,3,34,15,0,15,25,0,25,19,0,19,30,0,30,126,25,151
UCL521005,..,116,116,137,6,146,60,0,60,50,0,55,30,0,30,10,0,10,292,122,419
UCL521006,..,66,66,131,4,140,49,0,49,40,0,40,24,0,24,7,0,7,255,74,327
UCL521007,..,81,81,89,3,95,23,0,22,15,0,15,0,0,0,4,0,4,134,87,221
UCL521008,..,81,81,63,0,67,18,0,20,13,0,13,6,0,6,9,0,9,114,82,199
UCL521009,..,80,80,69,0,76,16,0,16,20,0,20,14,0,14,7,0,7,122,89,208
UCL521010,..,81,81,114,4,120,43,0,44,42,0,42,19,0,19,7,0,7,217,88,304
UCL521011,..,30,30,64,0,71,34,0,34,53,0,53,16,0,16,4,0,4,177,32,206
UCL521012,..,98,98,97,6,100,26,0,26,18,0,18,11,0,11,4,0,4,150,102,253
UCL521013,..,61,61,98,10,114,54,0,59,50,0,51,30,0,27,7,0,7,242,80,317
UCL521014,..,98,98,104,6,107,34,0,34,21,0,21,9,0,9,9,0,9,175,109,276
UCL521015,..,112,112,106,4,110,19,0,20,11,0,11,10,0,10,7,0,7,156,115,271
UCL521016,..,98,98,79,7,86,30,0,30,28,0,29,12,0,12,8,0,8,157,107,263
UCL521017,..,56,56,67,3,75,34,0,37,32,0,32,16,0,17,15,0,15,164,62,227
UCL521018,..,47,47,75,3,75,34,0,34,30,0,30,13,0,13,6,0,6,155,54,207
UCL521019,..,121,121,108,11,123,21,0,24,21,0,21,7,0,7,4,0,4,161,136,295
UCL521020,..,54,54,116,0,123,43,0,42,31,0,31,18,0,18,9,0,9,218,55,271
UCL521021,..,66,66,106,8,118,39,3,42,53,0,53,21,0,21,11,0,11,237,78,319
UCL521022,..,61,61,65,6,78,37,0,44,46,0,45,13,0,13,4,0,4,168,70,239
UCL521023,..,55,55,63,6,73,15,0,15,33,0,33,11,0,11,12,0,12,134,65,197
UCL521024,..,151,151,95,6,102,76,0,76,47,3,50,24,0,24,66,0,63,297,161,460
UCL521025,..,132,132,118,5,117,29,0,29,29,0,29,16,0,16,4,0,4,199,135,328
UCL521026,..,47,47,101,5,110,47,0,47,44,0,44,15,0,15,15,0,15,225,58,277
UCL521027,..,79,79,77,4,78,23,0,19,24,0,24,11,0,11,4,0,4,139,83,219
UCL521028,..,129,129,112,3,112,36,0,38,28,0,28,7,0,10,7,0,7,189,134,321
UCL521029,..,144,144,102,13,113,36,0,36,42,0,42,10,0,15,11,0,11,207,154,362
UCL521030,..,122,122,111,13,122,21,3,22,17,0,15,8,0,9,0,0,0,158,145,296
UCL521031,..,65,65,49,4,51,18,0,18,9,0,9,12,0,12,11,0,11,100,69,170
UCL521032,..,72,72,55,4,59,36,0,33,12,0,14,11,0,11,14,0,14,133,82,211
UCL521033,..,48,48,40,10,50,10,0,10,11,0,11,5,0,5,0,0,0,70,57,123
UCL521034,..,45,45,96,4,101,51,0,51,42,0,43,19,0,19,10,0,10,216,55,265
UCL521035,..,77,77,88,8,96,24,0,24,21,0,21,7,0,7,3,0,3,136,86,223
UCL521036,..,119,119,66,0,70,23,0,22,19,0,19,5,0,5,0,0,0,114,127,239
UCL521037,..,121,121,124,8,132,64,0,64,49,3,49,19,0,19,7,0,7,263,128,394
UCL521038,..,118,118,114,5,120,29,0,29,16,0,16,11,0,11,9,0,9,180,126,309
UCL521039,..,72,72,119,3,119,37,0,42,42,0,42,15,0,15,8,0,8,227,78,303
UCL521040,..,59,59,92,3,98,42,0,41,41,0,41,12,0,12,0,0,0,193,62,254
UCL521041,..,8,8,7,0,7,7,0,7,9,0,9,4,0,4,4,0,4,36,8,51
UCL521042,..,87,87,83,7,86,30,0,30,20,0,20,14,0,14,8,0,3,141,98,242
UCL521043,..,38,38,92,5,96,13,0,13,26,0,26,10,0,10,3,0,3,149,47,188
UCL521044,..,127,127,118,0,118,27,0,27,27,0,27,13,0,13,8,0,8,188,134,315
UCL521045,..,75,75,86,0,86,15,0,15,13,0,13,5,0,5,7,0,7,122,77,200
UCL521046,..,42,42,59,8,67,31,0,31,32,0,32,19,0,19,14,0,14,152,46,202
UCL521047,..,108,108,78,7,84,15,0,15,21,0,21,10,0,10,4,0,4,122,112,232
UCL521048,..,168,168,149,4,158,39,0,39,29,0,30,15,0,15,3,0,3,245,178,418
UCL521049,..,31,31,22,0,22,15,0,15,14,0,14,18,0,18,27,0,27,99,36,129
UCL521050,..,120,120,93,8,104,34,0,34,24,0,24,16,0,16,10,0,10,172,132,307
UCL521051,..,94,94,108,9,121,48,0,48,40,0,40,22,0,22,10,0,10,223,106,329
UCL521052,..,73,73,52,6,61,33,0,33,26,0,26,14,0,14,19,0,19,148,75,226
UCL522001,..,16,16,9,5,13,12,0,13,12,0,12,16,0,16,29,0,29,81,21,100
UCL522002,..,55,55,52,0,55,11,0,11,8,0,8,4,0,4,0,0,0,76,58,134
UCL522003,..,22,22,18,3,20,14,0,14,13,0,13,12,0,12,13,0,13,73,28,95
UCL522004,..,8,8,10,0,10,12,0,12,17,0,17,12,0,12,11,0,11,61,8,72
UCL522005,..,31,31,14,0,14,6,0,6,18,0,18,13,0,13,7,0,7,65,32,96
UCL522006,..,14,14,48,0,48,22,0,22,31,0,31,16,0,16,7,0,7,128,21,142
UCL522007,..,46,46,32,0,37,4,0,4,3,0,3,0,0,0,0,0,0,47,48,94
UCL522008,..,32,32,35,0,38,8,0,8,9,0,9,0,0,0,0,0,0,58,30,83
UCL522009,..,22,22,42,4,44,19,0,24,17,0,17,9,0,9,3,0,3,97,30,123
UCL522010,..,17,17,31,0,32,16,0,16,33,0,33,4,0,4,3,0,3,90,18,108
UCL522011,..,59,59,49,0,50,11,0,11,14,0,14,3,0,3,0,0,0,73,59,132
UCL522012,..,72,72,74,4,77,21,0,21,12,0,12,10,0,10,0,0,0,118,76,195
UCL522013,..,25,25,56,4,62,25,0,25,23,0,23,9,0,9,9,0,9,123,29,154
UCL522014,..,9,9,27,0,27,10,0,10,7,0,7,10,0,10,9,0,9,64,9,74
UCL522015,..,32,32,15,6,18,0,0,0,0,0,0,4,0,4,0,0,0,27,36,64
UCL522016,..,41,41,41,0,45,9,0,9,7,0,7,5,0,5,0,0,0,72,38,107
UCL522017,..,37,37,73,5,76,16,0,16,19,0,18,5,0,5,0,0,0,111,42,151
UCL522018,..,38,38,15,0,23,0,5,5,0,0,0,0,0,0,0,0,0,19,44,70
UCL522019,..,36,36,27,3,33,3,0,3,0,0,0,7,0,7,0,0,0,38,36,74
UCL522020,..,16,16,20,3,20,12,0,12,11,0,11,6,0,6,5,0,5,54,11,73
UCL522021,..,66,66,52,6,55,10,0,10,16,0,16,13,0,13,0,0,0,89,70,162
UCL522022,..,44,44,36,3,38,4,0,7,12,0,12,0,0,0,0,0,0,53,47,100
UCL522023,..,46,46,49,4,48,15,0,15,9,0,9,8,0,8,3,0,3,83,47,133
UCL522024,..,34,34,69,4,67,4,0,4,11,0,11,0,0,0,0,0,0,83,35,118
UCL522025,..,92,92,64,6,73,13,0,13,14,0,14,9,0,9,0,0,0,104,96,200
UCL522026,..,48,48,76,0,78,8,0,8,5,0,5,0,0,0,0,0,0,91,52,145
UCL522027,..,65,65,54,5,60,14,0,9,16,0,16,9,0,9,3,0,3,89,73,158
UCL522028,..,25,25,25,0,28,6,0,6,0,0,0,3,0,3,0,0,0,39,25,62
UCL522029,..,34,34,39,3,46,26,0,26,20,0,20,10,0,10,9,0,9,99,35,141
UCL522030,..,36,36,33,0,33,6,0,6,8,0,8,11,0,11,4,0,4,62,36,94
UCL522031,..,14,14,3,0,3,11,0,11,11,0,11,12,0,12,14,0,14,48,14,58
UCL522032,..,16,16,10,0,10,8,0,8,7,0,7,13,0,13,27,0,27,68,16,85
UCL522033,..,82,82,69,7,69,25,0,28,8,0,8,3,0,3,10,0,10,107,93,200
UCL522034,..,6,6,3,0,3,0,0,0,3,0,3,3,0,3,15,0,15,28,6,33
UCL522035,..,40,40,35,4,37,12,0,13,8,0,8,4,0,4,0,0,0,55,48,96
UCL522036,..,45,45,34,0,34,10,0,10,5,0,5,9,0,9,0,0,0,52,43,99
UCL522037,..,38,38,41,4,43,7,0,7,12,0,12,7,0,7,3,0,3,67,45,110
UCL522038,..,63,63,53,6,61,18,0,18,27,0,27,15,0,15,0,0,0,115,66,185
UCL522039,..,45,45,42,0,42,16,0,16,10,0,10,0,0,0,6,0,6,78,45,120
UCL522040,..,33,33,54,3,57,0,0,0,0,0,0,0,0,0,0,0,0,63,41,103
UCL522041,..,42,42,49,3,52,7,0,7,12,0,12,0,0,0,3,0,3,75,46,123
UCL522042,..,18,18,36,0,41,12,0,12,23,0,23,8,0,8,0,0,0,81,22,99
UCL522043,..,16,16,21,0,21,20,0,20,15,0,15,8,0,8,23,0,23,85,16,101
UCL522044,..,35,35,10,0,16,0,0,0,0,0,0,3,0,3,4,0,4,23,33,61
UCL522045,..,12,12,10,0,10,7,0,7,16,0,16,8,0,8,8,0,8,48,12,55
