UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL321050,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,8,0,0,0,0,3,0,3,0,0,3,6,0,0,8,0,0,0,4,4,0,12,0,0,11,5,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,24,27,49,3,102,0,0,0,0,4,0,12,0,0,0,0,3,0,7,0,0,0,5,11,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,3,15,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,4,0,4,0,0,3,3,9,0,21,0
UCL321051,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,6,3,3,4,4,12,0,29,0,5,9,16,14,0,31,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,3,5,11,28,23,40,0,112,0,0,0,4,7,0,7,0,0,0,4,4,0,7,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,20,0,18,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,4,0,8,0,15,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,3,0,7,0,0,3,10,0,0,12,3
UCL321052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,18,0,0,9,0,7,0,20,0,0,0,6,11,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,4,15,5,35,5,65,0,0,0,0,0,0,4,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,6,34,0,39,0
UCL321053,3,0,5,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,13,0,3,4,0,6,5,21,0,0,3,5,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,17,14,30,12,81,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,5,0,5,0,0,0,0,3,0,10,0,0,4,6,0,0,9,0,0,6,11,17,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,12,5,25,0
UCL321054,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,7,0,0,0,0,5,0,4,0,0,0,0,4,0,6,0,0,3,0,3,0,8,3,0,3,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,5,20,12,33,5,91,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,7,0,12,0,0,0,0,0,0,0,0,0,0,5,10,0,18,6,0,8,5,19,0,33,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,7,0,8,0,0,0,5,3,0,13,0
UCL321055,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,13,0,23,6,3,18,7,6,0,34,0,0,5,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,5,42,16,45,11,123,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,6,0,6,0,0,0,0,16,0,18,0,0,0,0,0,0,0,4,0,0,6,5,0,20,0,0,0,0,0,0,9,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,4,0,4,4,0,10,10,44,0,60,3
UCL321056,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,7,0,19,0,0,0,7,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,37,5,65,0,0,0,0,6,0,9,0,0,0,3,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,7,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,11,0,17,0
UCL321057,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,3,0,0,0,9,0,0,5,7,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,14,25,5,46,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,8,0,9,0,0,0,0,6,0,6,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,14,0
UCL321058,0,0,8,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,10,5,3,0,19,0,0,12,11,14,0,37,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,3,0,0,3,3,32,29,61,5,128,0,0,6,0,11,0,19,0,0,0,0,3,0,3,0,0,0,0,15,0,17,0,0,0,0,10,0,10,0,0,0,0,12,0,18,0,0,0,0,0,0,3,0,0,3,0,19,3,22,0,0,3,0,3,0,5,0,0,3,5,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,8,0,0,0,0,5,0,5,0,0,3,5,11,0,17,0
UCL321059,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,6,0,0,12,5,6,0,18,0,0,0,5,0,0,7,0,4,3,6,0,0,6,7,0,10,4,8,0,32,7,3,30,5,13,0,58,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,4,0,5,0,7,22,11,80,33,41,5,190,0,0,6,0,0,0,8,0,0,3,0,3,0,9,0,0,4,4,10,0,23,0,0,0,0,4,0,5,0,0,0,8,44,0,55,3,0,9,3,6,0,15,0,0,8,4,14,0,23,0,0,0,0,3,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,4,0,8,0,14,0,0,0,0,6,0,9,4,0,21,3,9,3,41,0,0,0,5,11,0,20,0,0,7,8,0,0,21,13
UCL321060,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,3,7,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,9,37,3,61,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,0,0,0,13,4,12,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,5,16,0,18,0,0,0,0,7,0,6,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0
UCL321061,7,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,0,3,0,16,0,0,9,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,22,7,30,3,71,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,8,0,0,0,0,9,0,11,0,0,0,0,11,0,17,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,12,0,0,0,0,3,0,8,5
UCL321062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,0,0,16,0,3,0,22,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,17,3,23,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,4,38,4
UCL321063,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,4,0,0,5,3,0,0,0,0,0,3,7,0,17,0,10,0,38,4,9,20,13,15,0,64,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,5,0,0,5,11,8,59,34,36,6,164,0,0,0,3,0,0,3,0,0,0,0,9,0,6,0,0,3,3,10,0,13,0,0,0,0,3,0,3,0,0,3,8,33,0,46,0,0,4,0,0,0,6,0,0,3,0,3,0,13,0,0,4,0,5,0,11,0,0,5,0,5,0,9,5,0,0,0,0,0,7,0,0,4,0,0,0,9,0,0,0,0,5,0,6,4,0,8,8,0,0,25,0,0,0,4,0,0,4,3,0,4,7,4,0,15,7
UCL321064,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,11,5,3,0,12,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,22,9,26,5,64,0,0,3,5,15,0,20,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,14,3,16,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,6,0,0,0,0,0,0,5,0,0,0,3,0,0,6,0
UCL321065,3,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,3,0,0,0,4,3,0,15,5,0,8,6,6,0,29,0,0,15,10,19,0,45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,10,4,36,30,67,4,152,0,0,3,4,9,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,5,15,4,21,0,0,0,0,0,0,3,0,0,0,0,15,0,23,0,0,3,0,3,0,6,0,0,0,3,15,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,5,6,0,19,0,0,0,5,9,0,15,0,0,6,8,10,0,25,9
UCL321066,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,6,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,23,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
UCL321067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,10,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,10,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,6,12,4,29,3
UCL321068,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,5,0,4,0,10,0,0,4,0,4,0,9,0,4,3,4,4,0,9,7,0,5,3,0,0,18,7,3,21,6,3,0,42,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,3,4,4,0,14,12,12,47,30,44,7,157,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,0,0,0,0,0,4,0,0,4,5,29,0,38,0,0,3,0,0,5,7,0,0,3,5,11,0,18,0,0,4,0,9,0,12,0,0,0,0,7,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,3,3,4,0,12,0,0,4,7,6,0,14,0,4,8,8,12,0,32,7
UCL321069,5,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,5,4,0,8,4,3,0,17,3,0,17,8,12,0,39,0,0,0,0,0,0,6,0,0,3,3,4,0,8,0,0,0,0,0,3,6,8,4,43,22,30,0,118,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,6,0,3,0,0,4,0,15,0,16,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,9,6,5,0,16,0,0,0,0,0,0,11,0,0,0,0,4,0,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,6,3,3,0,15,0,0,0,3,0,0,9,0,0,3,0,9,0,13,3
UCL321070,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,5,11,7,3,0,27,0,3,6,4,14,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,3,29,12,55,4,117,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,14,0,16,0,0,0,0,6,0,8,0,0,0,0,18,0,25,0,0,0,0,0,0,3,0,0,0,0,12,0,12,0,0,5,0,0,3,5,0,0,0,5,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,4,0,14,0,0,0,0,4,0,4,0,0,6,4,9,0,16,8
UCL321071,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,0,3,5,0,5,0,13,3,3,7,0,0,0,18,0,0,3,9,14,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,4,24,23,42,0,102,0,0,7,8,7,0,13,0,0,0,0,8,0,8,0,0,0,0,3,0,10,0,0,0,0,5,0,5,0,0,0,4,16,0,19,0,0,0,0,3,0,8,0,0,0,5,7,0,11,0,0,0,0,0,0,3,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,11,0,0,0,0,3,0,8,0,4,6,8,12,0,25,3
UCL321072,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,8,0,11,0,0,3,0,6,0,13,0,0,9,4,7,0,19,0,0,14,8,15,0,42,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,6,29,26,58,3,124,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,3,0,0,0,0,30,0,30,0,0,0,0,12,0,12,0,0,0,0,6,4,14,0,0,0,0,5,0,8,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,3,0,4,3,0,0,0,13,0,0,3,0,7,0,6,0,0,5,10,10,0,28,0
UCL321073,7,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,4,0,0,0,0,0,0,6,3,3,12,3,4,0,28,3,3,9,3,4,0,30,0,0,0,0,4,0,4,0,0,0,3,3,0,3,0,0,0,0,0,0,6,11,7,39,25,41,13,137,0,0,10,3,9,6,25,0,0,0,0,3,0,3,0,0,3,4,12,0,19,0,0,0,0,0,0,5,0,0,0,0,37,0,39,0,0,0,0,0,0,0,0,0,0,5,12,0,16,0,0,3,14,14,0,32,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,11,0,0,0,0,13,3,16,0,0,4,0,3,0,15,7
UCL321074,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,8,0,8,0,23,0,4,6,9,13,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,3,0,8,3,9,19,17,35,4,93,0,0,0,0,0,5,3,0,0,0,0,4,0,7,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,5,0,8,4,17,0,0,0,0,0,0,11,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,13,0,14,0
UCL321075,0,0,6,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,6,0,0,8,4,3,0,19,4,3,12,4,4,0,27,4,4,19,17,12,0,54,0,0,0,0,0,0,0,0,0,0,8,5,0,10,0,0,0,0,6,0,6,12,12,57,60,63,0,201,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,22,0,34,0,0,0,3,8,0,8,0,0,7,12,51,3,69,0,0,0,4,7,0,16,0,0,5,3,11,0,22,0,0,0,0,5,0,7,0,0,0,0,16,0,14,0,0,0,0,5,0,8,0,0,0,3,3,0,4,0,0,0,0,4,0,0,5,4,6,0,5,0,21,0,0,5,3,4,0,15,0,0,13,8,12,0,36,11
UCL321076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,5,0,0,0,6,0,0,0,0,0,0,4,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,4,20,7,40,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,3,5,0,12,0,19,0
