UCL_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
UCL112002,15356,..,..,..,..,15356,..,19,0,19,0,19,..,58,5,63,0,63,..,18,0,18,0,20,..,24,11,39,0,38,..,37,4,38,0,38,..,4,0,5,0,5,..,58,18,77,0,79,..,5,3,6,0,6,..,16,0,16,0,16,..,17,0,16,0,16,..,15,7,19,0,19,..,29,0,32,0,32,..,17,0,17,0,17,..,42,5,42,0,42,..,87,5,96,0,96,..,71,14,88,0,85,..,26,0,26,0,26,..,41,0,41,0,44,..,4,0,4,0,4,..,321,22,347,3,345,..,17,0,17,0,17,..,9,0,9,0,12,..,4,0,4,0,4,..,10,3,16,0,16,..,0,0,0,0,0,..,22,0,22,0,22,..,16,0,16,0,19,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,4,3,5,0,5,..,22
UCL112003,12744,..,..,..,..,12744,..,0,0,0,0,0,..,20,0,24,0,24,..,29,0,26,0,32,..,31,7,41,0,40,..,46,6,59,3,62,..,3,0,3,0,3,..,87,18,99,4,109,..,4,0,4,0,4,..,42,4,50,0,50,..,81,0,84,0,82,..,26,3,26,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,13,0,13,0,13,..,9,0,10,0,10,..,10,0,10,0,10,..,9,0,9,0,9,..,0,0,0,0,0,..,67,0,66,0,66,..,43,3,47,0,47,..,13,0,20,0,20,..,16,0,16,0,16,..,19,3,24,0,24,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,7,0,7,..,40,5,46,0,46,..,4,3,8,0,8,..,30,0,31,0,31,..,5,0,5,0,5,..,8,0,8,0,8,..,18
UCL112004,9659,..,..,..,..,9659,..,18,0,18,0,18,..,17,6,18,0,18,..,0,0,0,0,0,..,10,8,20,0,20,..,23,7,34,0,35,..,6,0,6,0,6,..,44,14,57,0,55,..,8,0,8,0,8,..,34,0,34,0,33,..,44,0,46,0,46,..,33,6,41,0,41,..,6,0,6,0,6,..,27,0,27,0,27,..,23,4,31,0,33,..,164,7,174,0,175,..,43,5,52,0,52,..,7,0,7,0,7,..,12,0,10,0,14,..,3,0,3,0,3,..,288,25,310,3,313,..,59,5,57,0,57,..,15,0,14,0,14,..,0,0,0,0,0,..,14,0,14,0,14,..,9,0,9,0,9,..,31,0,36,0,36,..,7,3,8,0,8,..,13,4,13,0,13,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,8,0,8,..,15
UCL112005,9645,..,..,..,..,9645,..,6,0,6,0,6,..,3,4,9,0,9,..,8,0,8,0,8,..,10,4,13,0,13,..,8,9,14,0,14,..,0,0,0,0,0,..,22,14,29,0,29,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,7,0,12,0,12,..,15,0,15,0,15,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,43,0,45,0,45,..,8,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,7
UCL112006,15018,..,..,..,..,15018,..,15,0,15,0,15,..,44,3,52,0,52,..,63,0,62,0,62,..,37,11,46,0,46,..,41,29,74,0,74,..,4,7,7,0,7,..,80,49,130,0,130,..,0,0,0,0,0,..,13,0,13,0,13,..,22,0,22,0,22,..,9,3,14,0,14,..,71,0,78,0,78,..,35,3,34,0,34,..,78,3,85,0,85,..,368,10,380,3,383,..,179,10,192,6,190,..,56,0,51,0,59,..,90,4,99,0,98,..,13,0,12,0,12,..,883,40,925,15,938,..,10,0,12,0,12,..,10,0,10,0,10,..,7,3,8,0,8,..,16,5,17,0,17,..,5,0,5,0,5,..,90,12,100,0,108,..,13,0,13,0,13,..,11,0,10,0,10,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,6,..,0,0,0,0,0,..,52
UCL112007,2908,..,..,..,..,2908,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,0,0,4,0,4,..,0,0,0,0,0,..,3,4,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,11,0,13,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,24,0,27,0,32,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5
UCL112008,8746,..,..,..,..,8746,..,3,0,3,0,3,..,19,0,19,0,19,..,12,0,12,0,12,..,8,6,13,0,13,..,8,10,12,0,12,..,0,0,0,0,0,..,14,16,30,0,30,..,9,0,9,0,9,..,11,0,13,3,16,..,11,4,13,0,13,..,6,0,7,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,40,0,40,0,39,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,65,0,65,0,65,..,15,3,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,6,0,6,..,6,3,4,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10
UCL112009,9947,..,..,..,..,9947,..,4,0,3,0,3,..,31,0,30,0,31,..,3,0,3,0,3,..,12,7,22,0,18,..,41,17,63,6,61,..,0,0,0,0,0,..,58,28,81,5,88,..,5,0,0,0,0,..,12,0,12,0,12,..,9,5,11,0,11,..,27,4,28,0,31,..,17,4,21,0,18,..,9,0,9,0,9,..,28,0,29,0,31,..,83,7,89,0,89,..,35,4,34,0,34,..,4,0,4,0,4,..,17,0,17,0,14,..,3,0,3,0,3,..,184,15,197,0,201,..,12,0,10,0,10,..,3,0,3,0,3,..,4,3,13,0,13,..,10,13,27,0,27,..,0,0,0,0,0,..,38,3,42,0,39,..,9,5,9,0,13,..,4,3,10,0,10,..,22,0,23,0,23,..,7,0,7,0,7,..,3,0,3,0,3,..,7,0,7,0,7,..,11
UCL112010,6761,..,..,..,..,6761,..,28,0,28,3,29,..,17,0,17,0,17,..,15,0,15,0,15,..,7,7,14,0,14,..,43,56,97,3,100,..,3,0,3,0,3,..,54,64,121,3,119,..,0,0,0,0,0,..,6,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,16,0,16,..,352,150,503,0,500,..,51,6,64,0,64,..,14,0,14,0,14,..,372,88,461,8,471,..,15,0,15,0,15,..,50,5,51,0,52,..,4,0,4,0,4,..,868,261,1126,10,1135,..,416,55,473,0,474,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,11,..,5,0,5,0,5,..,39,0,43,0,43,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,11,0,11,..,0,0,0,0,0,..,102,19,119,5,122,..,0,0,0,0,0,..,59
UCL112011,9103,..,..,..,..,9103,..,9,0,9,0,9,..,10,0,12,0,12,..,6,0,6,0,6,..,3,4,8,0,8,..,3,0,7,0,7,..,0,0,0,0,0,..,11,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,11,..,11,0,11,0,11,..,4,0,4,0,4,..,11,4,13,0,13,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,37,7,41,0,41,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,5
UCL112012,11781,..,..,..,..,11781,..,13,0,13,0,13,..,20,0,26,0,28,..,39,4,40,0,39,..,10,0,17,0,17,..,30,6,37,0,35,..,0,0,0,0,0,..,43,11,53,0,53,..,0,0,0,0,0,..,29,0,33,0,33,..,37,0,34,0,34,..,9,0,9,0,9,..,10,0,10,0,10,..,5,0,5,0,5,..,13,0,13,0,13,..,21,0,21,0,21,..,54,3,58,0,56,..,9,0,9,0,9,..,13,0,14,0,14,..,7,0,7,0,7,..,130,9,135,0,140,..,61,5,64,0,66,..,18,3,24,0,26,..,3,0,3,0,3,..,10,0,15,0,15,..,0,0,4,0,4,..,12,0,14,0,14,..,9,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,0,0,0,..,20
UCL112013,1059,..,..,..,..,1059,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,7,0,7,..,11,6,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
UCL112014,9743,..,..,..,..,9743,..,28,0,28,0,28,..,21,0,17,0,17,..,6,0,6,0,6,..,7,4,11,0,11,..,7,3,16,0,16,..,0,0,0,0,0,..,20,7,31,0,31,..,7,0,7,0,7,..,12,0,14,0,14,..,8,0,8,0,8,..,11,0,12,0,12,..,9,5,12,0,12,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,4,4,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,39,10,48,0,48,..,11,0,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,9,3,16,0,16,..,3,0,3,0,3,..,8,0,11,0,11,..,6,0,8,0,8,..,10,0,10,0,10,..,6,0,6,0,6,..,7,0,7,0,7,..,35,0,35,0,35,..,4,0,4,0,4,..,9
UCL112015,13731,..,..,..,..,13731,..,5,0,9,0,9,..,36,3,37,0,42,..,16,0,16,0,15,..,17,16,30,0,30,..,22,7,25,0,32,..,0,0,0,0,0,..,36,21,61,0,59,..,10,0,19,0,19,..,17,0,17,0,17,..,26,0,26,0,26,..,24,0,22,0,25,..,18,0,18,0,18,..,30,5,31,0,31,..,52,0,48,0,48,..,59,6,63,0,64,..,51,10,59,0,59,..,9,0,12,0,12,..,34,0,34,0,34,..,9,0,5,0,5,..,255,15,266,0,267,..,29,3,33,0,33,..,15,0,10,0,10,..,0,0,0,0,0,..,14,5,18,0,18,..,14,0,14,0,13,..,36,9,48,0,48,..,17,0,17,0,17,..,5,0,5,0,5,..,12,0,16,0,16,..,8,0,8,0,8,..,11,0,11,0,11,..,0,4,11,0,11,..,21
UCL112016,16779,..,..,..,..,16779,..,44,0,44,0,44,..,40,3,45,0,45,..,18,0,22,0,22,..,30,15,41,0,45,..,50,20,73,0,74,..,3,0,0,0,0,..,86,35,117,0,120,..,15,6,15,0,15,..,23,4,24,0,24,..,27,4,31,0,31,..,29,0,31,0,31,..,15,6,15,0,15,..,10,0,10,0,10,..,46,5,51,0,49,..,115,3,116,3,118,..,71,4,72,0,72,..,22,0,24,0,28,..,56,3,62,0,62,..,3,0,3,0,3,..,336,15,353,4,360,..,41,9,47,0,47,..,9,0,14,0,14,..,4,0,4,0,4,..,22,21,34,0,39,..,4,0,4,0,4,..,118,12,134,6,132,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,13,0,13,..,20,0,24,0,24,..,9,0,9,0,9,..,3,0,3,0,3,..,41
UCL112017,20375,..,..,..,..,20375,..,33,0,33,0,33,..,36,3,36,0,36,..,34,0,34,0,34,..,19,13,34,0,34,..,67,9,69,0,69,..,8,0,8,0,8,..,90,21,110,0,110,..,16,0,17,0,17,..,48,4,46,0,46,..,65,0,65,0,65,..,15,0,20,0,20,..,13,0,13,0,13,..,18,0,23,0,23,..,14,0,14,0,14,..,62,5,64,0,64,..,39,0,46,0,44,..,8,0,8,0,8,..,23,3,21,0,21,..,8,0,8,0,8,..,186,11,190,0,193,..,50,3,50,0,50,..,18,0,20,0,20,..,0,0,0,0,0,..,15,6,26,0,26,..,0,0,0,0,0,..,22,6,23,0,23,..,8,0,11,0,11,..,4,0,10,0,10,..,22,0,22,0,22,..,8,0,8,0,8,..,6,0,6,0,6,..,3,0,4,0,4,..,26
UCL112018,14113,..,..,..,..,14113,..,10,0,8,0,8,..,37,0,38,0,39,..,61,3,60,3,66,..,29,10,35,0,34,..,82,133,215,0,218,..,0,0,3,0,3,..,116,140,257,5,260,..,0,0,0,0,0,..,10,0,10,0,10,..,9,0,9,0,9,..,13,0,13,0,13,..,21,0,20,0,20,..,20,0,22,0,22,..,35,3,41,0,41,..,97,4,102,0,100,..,102,5,108,6,111,..,6,0,6,0,6,..,46,0,46,0,46,..,0,0,0,0,0,..,323,19,346,5,348,..,9,0,9,0,9,..,3,0,4,0,4,..,5,3,8,0,8,..,6,0,9,0,9,..,0,0,0,0,0,..,43,0,44,4,47,..,12,0,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,5,0,5,..,5,0,5,0,5,..,70
UCL112019,20230,..,..,..,..,20230,..,24,0,24,0,24,..,125,7,131,5,136,..,57,0,54,0,54,..,30,10,37,0,37,..,97,44,139,9,146,..,5,0,8,0,8,..,127,54,176,9,182,..,10,0,10,0,10,..,17,0,17,0,17,..,17,0,19,0,19,..,35,0,35,0,35,..,43,0,43,0,45,..,36,7,43,0,42,..,42,0,43,0,43,..,66,3,68,5,68,..,104,14,115,0,116,..,31,5,35,0,35,..,41,6,41,0,41,..,18,0,18,0,16,..,374,20,395,4,404,..,27,3,29,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,128,7,144,5,149,..,25,0,21,0,25,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,0,4,..,41,0,38,0,38,..,9,0,6,0,12,..,70
UCL113001,7747,..,..,..,..,7747,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,14,0,14,..,10,3,12,0,12,..,8,3,14,0,14,..,5,0,5,0,5,..,18,9,23,0,23,..,4,0,4,0,4,..,16,0,14,5,19,..,15,0,15,0,22,..,3,0,3,0,8,..,3,0,3,0,3,..,6,0,10,0,10,..,16,0,16,0,16,..,11,0,10,0,10,..,42,6,47,0,47,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,84,6,93,0,93,..,26,0,25,0,25,..,20,0,20,0,20,..,0,0,0,0,0,..,0,3,6,0,6,..,3,0,3,0,3,..,10,0,10,0,11,..,0,0,6,0,6,..,4,0,4,0,4,..,23,0,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3
UCL113002,5130,..,..,..,..,5130,..,0,0,0,0,0,..,5,0,0,0,6,..,24,0,24,0,24,..,3,4,7,0,7,..,15,5,21,0,21,..,0,0,0,0,0,..,23,10,29,0,29,..,17,3,19,0,19,..,7,0,7,0,7,..,8,0,15,0,15,..,22,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,25,0,25,0,25,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,39,0,43,0,45,..,25,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,6,0,6,0,5,..,14,0,22,0,22,..,0,0,0,0,0,..,3,0,7,0,7,..,5,0,5,0,5,..,6,0,7,0,7,..,0,0,0,0,0,..,7,0,5,0,5,..,11
UCL113003,7479,..,..,..,..,7479,..,3,0,3,0,3,..,12,0,15,0,15,..,26,0,26,0,26,..,0,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,17,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,10,0,10,..,5,0,5,0,5,..,13,4,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,4,30,0,30,..,21,3,23,0,23,..,4,5,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27
UCL113004,3984,..,..,..,..,3984,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,5,0,5,..,0,0,6,0,6,..,13,0,12,0,12,..,0,0,0,0,0,..,62,3,67,0,67,..,52,0,52,0,53,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,82,3,89,0,86,..,23,8,36,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,66,0,69,0,69,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0
UCL113005,7460,..,..,..,..,7460,..,6,0,6,0,6,..,3,0,4,0,4,..,40,0,44,0,44,..,6,3,10,0,10,..,9,0,7,0,7,..,0,0,0,0,0,..,16,5,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,22,5,22,0,22,..,7,0,7,0,7,..,4,3,4,0,4,..,0,0,0,0,0,..,46,5,47,0,47,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,6,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
UCL113006,4239,..,..,..,..,4239,..,0,0,0,0,0,..,3,0,3,0,3,..,43,0,43,5,50,..,8,0,10,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,17,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,7,0,9,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,21,0,20,0,23,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,5,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5
UCL113007,6526,..,..,..,..,6526,..,12,0,12,0,12,..,18,0,18,0,18,..,0,0,0,0,0,..,13,7,17,0,17,..,17,8,21,0,21,..,0,0,0,0,0,..,31,14,40,0,40,..,8,0,8,0,8,..,10,0,10,0,10,..,23,0,23,0,23,..,18,0,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,21,0,26,0,26,..,5,0,5,0,5,..,6,0,6,0,6,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,6,0,6,..,3
