UCL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL101001,336297,664243,217484,196729,302211,168069,120687,142315,42906,2190950
UCL102001,3249,4319,2780,2301,3529,1532,1089,1566,447,20802
UCL102002,16869,28872,20545,18536,18491,13094,8378,13694,2360,140842
UCL102003,3095,5168,4052,3876,3141,2688,1239,2818,512,26594
UCL102004,18804,43383,23231,22463,21010,14228,9227,13841,2345,168526
UCL102005,13918,28917,18592,16899,16116,10554,8642,11323,2025,126982
UCL111001,2811,4983,3676,3516,3052,2369,1709,2530,411,25063
UCL111002,2385,4396,2762,3197,2690,2301,1007,2494,371,21619
UCL111003,4201,7098,6901,5785,5281,3936,4055,4653,692,42593
UCL112001,1029,2377,1030,1276,1005,782,348,1037,120,9013
UCL112002,1741,3245,2340,2718,1984,1537,1116,1848,272,16804
UCL112003,1742,3996,1645,1758,1519,925,520,945,181,13231
UCL112004,1642,2611,1417,1151,1124,906,406,839,151,10240
UCL112005,708,884,1496,1390,801,846,1027,1248,161,8542
UCL112006,1898,3568,2557,2940,2312,1808,1089,1913,343,18426
UCL112007,414,502,454,398,334,276,152,282,54,2873
UCL112008,692,1200,945,1161,787,796,271,763,128,6745
UCL112009,1087,1605,1532,1719,1205,980,875,1342,220,10564
UCL112010,1334,1493,1396,1013,1129,941,707,2172,273,10459
UCL112011,615,907,1625,1238,1048,819,1107,1206,146,8714
UCL112012,1092,2477,1586,1898,1467,1240,656,1683,180,12278
UCL112013,171,192,164,148,150,91,66,125,22,1128
UCL112014,951,1729,1484,1190,1108,728,706,943,175,9017
UCL112015,1234,2082,2065,2319,1358,1376,788,1569,220,13026
UCL112016,1959,4209,2718,2495,2316,1546,1290,1867,290,18698
UCL112017,2239,4721,2595,3141,2485,1995,787,1804,335,20108
UCL112018,1409,2735,2059,2104,1692,1465,1013,2636,226,15329
UCL112019,2561,4936,3456,3278,2797,2315,1291,2546,404,23590
UCL113001,790,1479,1041,1150,795,742,328,858,100,7279
UCL113002,496,544,663,657,532,537,232,576,85,4320
UCL113003,658,1173,1102,1163,749,634,731,726,152,7100
UCL113004,928,1323,733,741,385,444,125,489,127,5300
UCL113005,558,968,786,1178,755,688,452,867,107,6345
UCL113006,258,452,369,677,319,368,219,492,62,3222
UCL113007,929,1838,935,775,705,426,286,382,95,6370
UCL113008,365,553,662,616,551,381,475,504,83,4188
UCL113009,512,788,911,679,675,432,364,471,98,4940
UCL113010,521,847,994,693,514,491,706,606,78,5436
UCL113011,301,497,978,519,459,409,861,647,96,4759
UCL113012,781,1040,906,843,691,577,259,589,109,5784
UCL113013,470,618,923,840,731,580,652,820,122,5755
UCL113014,562,829,1230,792,756,586,1182,700,124,6766
UCL113015,396,515,689,690,458,377,222,499,79,3918
UCL113016,518,939,779,1093,615,761,365,902,103,6080
UCL113017,669,924,939,783,551,645,202,634,88,5439
UCL113018,119,126,184,118,114,84,63,113,27,940
UCL114001,232,450,293,323,253,194,89,226,34,2083
UCL114002,227,355,368,358,221,201,139,277,35,2175
UCL114003,272,330,432,517,361,327,306,859,49,3448
UCL114004,346,526,394,390,361,295,214,283,60,2875
UCL114005,190,279,278,306,193,188,169,279,40,1931
UCL114006,249,283,342,295,208,215,179,503,30,2301
UCL114007,375,423,448,470,360,344,222,480,63,3178
UCL114008,300,431,386,412,315,261,196,326,81,2716
UCL114009,357,986,504,649,358,323,132,331,39,3672
UCL114010,352,480,435,375,289,301,243,360,62,2900
UCL114011,169,230,240,265,209,203,122,262,35,1738
UCL114012,756,989,416,347,616,190,95,126,89,3621
UCL114013,357,502,523,435,337,307,562,456,63,3543
UCL114014,420,785,586,426,460,239,166,229,45,3362
UCL114015,327,512,495,570,313,416,205,703,66,3614
UCL114016,355,459,483,395,372,247,270,617,80,3274
UCL114017,615,1168,539,427,387,373,107,240,48,3913
UCL114018,424,663,520,491,391,402,133,307,40,3383
UCL114019,318,484,358,366,354,249,296,315,67,2807
UCL114020,510,771,714,447,455,355,262,488,70,4066
UCL114021,368,646,628,602,434,367,287,521,56,3911
UCL114022,173,307,273,345,200,204,113,279,42,1929
UCL114023,251,406,368,283,252,240,355,299,38,2482
UCL114024,448,665,624,522,495,413,527,480,62,4233
UCL114025,370,706,485,436,363,236,92,270,55,3010
UCL114026,276,453,428,320,353,227,176,209,56,2493
UCL114027,266,330,333,284,259,217,108,203,39,2043
UCL114028,211,346,413,259,212,161,299,463,40,2400
UCL114029,339,378,533,271,478,194,316,266,44,2823
UCL114030,210,292,264,295,205,179,77,245,27,1797
UCL114031,272,332,499,400,367,264,233,305,36,2712
UCL114032,223,302,424,269,299,198,229,298,25,2271
UCL114033,260,406,445,370,261,251,279,480,40,2801
UCL114034,264,352,508,523,397,340,261,367,62,3068
UCL114035,445,357,292,311,210,165,115,443,36,2368
UCL114036,286,434,342,318,243,200,78,266,42,2217
UCL114037,320,505,440,415,347,213,152,261,52,2706
UCL114038,321,414,471,426,326,367,164,470,56,3018
UCL115001,50,62,198,97,72,53,161,127,15,843
UCL115002,214,337,381,284,227,201,109,202,34,1995
UCL115003,165,223,267,146,221,123,127,116,31,1405
UCL115004,105,136,87,101,77,48,26,163,4,753
UCL115005,56,54,59,65,41,24,59,73,8,437
UCL115006,188,365,116,98,96,98,22,65,11,1055
UCL115007,174,199,274,158,196,128,178,191,43,1538
UCL115008,49,60,55,45,42,32,37,64,14,404
UCL115009,112,99,113,98,99,64,54,141,10,795
UCL115010,39,41,36,45,18,23,27,59,0,288
UCL115011,64,102,108,101,72,68,44,77,8,642
UCL115012,42,33,30,49,35,13,57,112,6,379
UCL115013,121,292,216,274,172,178,101,368,24,1740
UCL115014,132,388,145,217,126,101,51,128,19,1303
UCL115015,96,92,126,96,47,73,24,76,19,638
UCL115016,55,73,82,68,61,46,35,59,11,494
UCL115017,158,273,114,88,99,78,28,48,9,883
UCL115018,28,27,37,57,34,32,18,49,4,287
UCL115019,241,605,255,226,204,110,70,132,31,1870
UCL115020,105,142,209,181,146,107,171,203,27,1294
UCL115021,62,57,60,59,49,37,83,82,11,500
UCL115022,136,266,190,219,141,122,63,112,13,1262
UCL115023,71,61,90,70,57,43,32,70,9,495
UCL115024,57,121,66,128,67,31,42,59,20,602
UCL115025,100,166,160,96,105,61,57,69,10,816
UCL115026,84,125,95,59,72,37,54,62,10,600
UCL115027,124,164,306,157,151,98,225,171,30,1425
UCL115028,146,286,157,146,113,87,32,86,22,1063
UCL115029,112,171,122,101,74,66,30,78,19,768
UCL115030,28,39,52,58,29,37,47,69,7,380
UCL115031,143,230,181,131,115,73,46,94,23,1035
UCL115032,153,264,125,97,116,68,21,60,10,913
UCL115033,413,534,347,214,360,119,85,99,50,2219
UCL115034,88,100,182,102,113,80,111,110,17,899
UCL115035,235,412,300,280,250,193,126,187,20,2002
UCL115036,162,241,175,172,127,116,61,132,16,1213
UCL115037,86,162,68,82,74,55,20,46,5,609
UCL115038,57,75,81,81,47,47,45,87,5,529
UCL115039,137,185,309,123,151,97,291,167,24,1486
UCL115040,90,99,155,117,94,79,71,92,8,799
UCL115041,135,116,135,149,103,70,130,100,18,955
UCL115042,95,129,100,132,88,54,59,81,14,747
UCL115043,90,123,78,139,68,70,50,131,18,767
UCL115044,88,113,91,132,86,44,64,130,20,768
UCL115045,26,37,61,68,37,26,43,89,8,392
UCL115046,92,141,114,123,84,74,28,112,18,784
UCL115047,89,119,131,121,98,68,74,125,9,825
UCL115048,156,285,221,234,154,105,68,140,12,1376
UCL115049,31,61,72,45,42,33,42,48,6,396
UCL115050,139,216,157,140,142,121,32,88,17,1055
UCL115051,64,126,109,109,80,66,28,79,19,690
UCL115052,51,58,156,90,54,61,144,70,13,686
UCL115053,43,56,45,49,47,35,30,47,9,357
UCL115054,70,90,109,60,78,39,51,49,14,547
UCL115055,82,101,162,121,85,71,87,127,10,848
UCL115056,111,121,157,176,109,111,110,207,27,1127
UCL115057,134,213,135,172,117,88,73,152,15,1098
UCL115058,66,80,77,84,56,39,21,63,7,506
UCL115059,73,85,102,115,77,48,57,101,12,665
UCL115060,102,182,395,374,115,114,85,121,48,1523
UCL115061,35,63,53,72,49,40,30,49,4,397
UCL115062,98,118,122,83,98,49,58,62,14,706
UCL115063,110,156,89,60,78,50,23,37,3,603
UCL115064,318,612,307,272,221,119,63,147,24,2083
UCL115065,83,113,123,159,74,88,75,118,23,856
UCL115066,158,141,314,164,197,90,121,125,19,1326
UCL115067,82,99,139,137,65,79,84,137,18,840
UCL115068,56,66,71,53,66,39,38,66,8,459
UCL115069,74,100,99,102,63,63,69,112,8,691
UCL115070,134,171,337,212,144,152,276,191,29,1632
UCL115071,80,81,169,99,81,66,146,111,13,835
UCL115072,66,132,104,114,79,79,54,100,8,730
UCL115073,99,98,102,86,85,66,65,204,11,813
UCL115074,91,78,108,91,69,64,63,194,15,775
UCL115075,42,76,54,46,49,31,16,24,8,336
UCL115076,62,96,108,100,63,50,65,88,14,656
UCL115077,92,157,115,119,91,82,57,108,10,829
UCL115078,54,83,84,59,53,45,24,50,11,455
UCL115079,119,102,164,102,94,89,84,168,18,931
UCL115080,100,135,236,126,124,134,135,135,34,1162
UCL115081,80,42,71,54,46,17,83,146,7,556
UCL115082,40,44,74,60,48,40,53,69,9,438
UCL115083,119,116,197,126,122,99,145,173,29,1111
UCL115084,40,67,78,63,47,51,23,72,5,451
UCL115085,93,141,100,75,71,44,28,31,3,585
UCL115086,206,199,211,323,118,131,102,164,41,1490
UCL115087,56,98,116,78,81,63,45,76,17,627
UCL115088,60,113,67,97,89,55,39,56,3,587
UCL115089,160,183,230,287,171,116,189,357,24,1714
UCL115090,25,34,45,46,33,32,43,40,4,298
UCL115091,42,37,83,68,52,41,55,78,8,462
UCL115092,39,107,131,143,96,91,65,111,21,792
UCL115093,79,135,79,47,83,38,36,45,8,559
UCL115094,75,134,124,145,97,75,81,153,26,905
UCL115095,74,53,64,69,47,22,35,53,8,435
UCL115096,160,323,228,230,214,135,84,159,36,1560
UCL115097,98,112,180,137,101,85,74,113,21,928
UCL115098,57,72,30,83,50,33,32,41,10,408
UCL115099,107,113,126,199,119,76,70,145,21,978
UCL115100,86,150,99,128,96,74,57,137,18,856
UCL115101,117,188,130,122,99,92,38,85,24,899
UCL115102,50,75,106,110,53,62,85,105,15,663
UCL115103,28,33,52,52,38,23,62,60,9,362
UCL115104,83,156,86,68,65,48,21,46,7,568
UCL115105,76,88,121,91,83,52,47,99,7,675
UCL115106,78,123,170,130,133,103,92,135,19,992
UCL115107,201,429,205,204,130,155,53,152,31,1559
UCL115108,246,311,162,113,196,69,31,62,13,1205
UCL115109,152,166,208,169,125,105,36,136,21,1119
UCL115110,145,166,209,223,131,97,119,279,35,1406
UCL115111,129,178,193,191,139,100,145,182,26,1298
UCL115112,117,190,197,140,126,95,189,111,23,1182
UCL115113,86,131,122,109,69,43,134,115,27,831
UCL115114,97,109,167,113,86,72,188,160,31,1022
UCL115115,260,526,323,310,209,198,73,202,47,2150
UCL115116,158,400,230,272,171,157,82,144,32,1645
UCL115117,27,70,88,79,52,40,27,62,6,439
UCL115118,96,113,116,98,59,52,36,99,7,673
UCL115119,272,355,350,213,256,140,140,178,51,1948
UCL115120,316,284,329,144,308,131,100,117,27,1748
UCL115121,31,57,120,109,58,56,89,102,14,633
UCL115122,82,132,121,146,92,78,145,141,17,944
UCL115123,101,165,135,82,64,54,40,76,6,710
UCL115124,226,465,292,329,274,178,90,203,41,2101
UCL115125,139,259,220,161,129,81,58,115,21,1182
UCL115126,74,123,59,82,66,46,15,42,5,516
UCL115127,64,102,102,72,34,42,25,71,12,519
UCL115128,152,303,169,129,86,79,22,81,28,1047
UCL115129,138,314,122,83,83,38,19,38,14,849
UCL115130,106,124,201,155,125,96,71,138,13,1028
UCL115131,113,172,289,270,152,161,143,212,37,1552
UCL115132,100,177,98,87,58,46,21,65,9,658
UCL115133,76,76,94,112,63,66,44,83,17,623
UCL115134,209,257,253,233,193,150,125,232,34,1681
UCL115135,110,123,117,123,118,100,70,117,32,912
UCL115136,137,168,216,144,139,91,115,94,9,1121
UCL115137,223,276,375,242,253,154,183,183,21,1909
UCL115138,133,243,145,155,137,122,34,68,19,1056
UCL115139,121,112,145,94,89,78,71,125,14,851
UCL115140,51,93,81,56,47,35,25,55,15,454
UCL115141,62,76,87,102,57,38,101,120,14,653
UCL115142,95,134,139,111,89,63,38,73,23,765
UCL115143,96,151,164,122,131,74,72,136,23,966
UCL115144,110,166,143,145,99,82,66,125,13,945
UCL115145,66,144,64,99,72,39,25,42,9,561
UCL115146,173,331,172,158,125,73,24,62,13,1136
UCL115147,84,146,79,79,40,36,14,22,3,511
UCL115148,65,56,80,64,52,37,58,92,8,516
UCL115149,41,65,41,100,36,19,18,44,14,376
UCL115150,69,67,88,45,90,40,54,57,5,521
UCL115151,78,75,165,144,125,66,128,101,11,897
UCL115152,29,56,58,51,39,33,53,48,13,374
UCL115153,66,45,71,48,55,34,56,70,11,455
UCL115154,63,85,91,82,56,56,101,80,20,629
UCL115155,124,191,200,313,161,141,131,252,38,1547
UCL115156,51,66,54,54,44,31,38,58,3,403
UCL115157,17,36,58,70,41,37,89,65,7,415
UCL115158,142,170,231,145,142,88,171,129,24,1244
UCL115159,138,142,205,93,153,69,85,75,16,986
UCL115160,270,280,252,147,229,113,120,93,29,1525
UCL115161,117,225,225,314,157,156,145,272,29,1637
UCL115162,155,328,201,198,184,154,68,158,16,1462
UCL115163,99,96,179,123,104,76,98,111,9,894
UCL115164,57,69,90,66,62,52,43,55,21,516
UCL115165,74,57,96,51,71,53,47,83,22,554
UCL121001,41,50,52,41,33,35,59,51,12,368
UCL121002,23,32,14,36,12,10,13,39,6,176
UCL121003,39,68,48,23,23,30,6,23,0,263
UCL121004,28,62,78,68,55,39,34,48,5,424
UCL121005,36,42,60,24,47,10,24,25,13,284
UCL121006,31,55,55,32,32,9,6,18,0,244
UCL121007,31,26,48,36,34,20,50,60,12,314
UCL121008,13,3,10,18,4,9,4,20,4,81
UCL121009,24,22,37,37,18,14,99,61,4,316
UCL121010,57,52,47,33,37,20,4,17,7,276
UCL121011,15,24,32,68,16,35,22,49,10,262
UCL121012,51,87,77,40,66,44,39,36,7,448
UCL121013,26,49,25,48,28,5,20,22,9,237
UCL121014,25,29,35,32,17,15,23,56,5,231
UCL121015,84,87,58,42,46,22,13,36,4,398
UCL121016,24,52,42,30,33,19,16,32,8,259
UCL121017,66,103,60,61,53,37,21,20,4,425
UCL121018,24,41,84,46,44,37,42,53,8,375
UCL121019,53,104,47,33,42,16,21,19,0,341
UCL121020,34,96,36,33,38,23,5,29,3,297
UCL121021,49,45,37,32,34,13,34,38,8,282
UCL121022,18,37,46,27,22,15,28,31,9,239
UCL121023,16,14,17,17,17,17,3,22,3,124
UCL121024,14,20,24,30,23,23,27,28,0,188
UCL121025,40,86,47,43,40,23,9,19,10,318
UCL121026,53,112,66,57,38,21,14,40,8,418
UCL121027,25,80,48,43,28,32,25,42,3,323
UCL121028,30,71,53,44,33,12,10,36,4,288
UCL121029,24,22,32,29,18,20,56,48,7,266
UCL121030,41,21,57,43,42,21,58,69,10,359
UCL121031,55,94,79,54,53,28,12,41,3,417
UCL121032,36,34,28,34,28,17,24,40,5,241
UCL121033,18,69,28,25,20,16,10,29,3,222
UCL121034,95,100,89,80,48,49,25,43,15,541
UCL121035,43,48,79,92,56,43,62,67,8,490
UCL121036,88,121,95,95,78,63,30,52,12,641
UCL121037,38,71,69,49,35,22,0,46,6,326
UCL121038,20,15,39,26,14,17,31,52,4,225
UCL121039,75,85,40,32,34,28,7,26,13,343
UCL121040,38,76,52,32,43,26,10,14,0,294
UCL121041,27,25,38,46,26,4,20,26,5,220
UCL121042,53,90,29,27,17,8,11,15,0,241
UCL121043,71,76,62,23,57,28,14,24,7,356
UCL121044,11,18,25,26,15,19,16,34,8,189
UCL121045,11,37,40,32,16,36,7,43,3,234
UCL121046,82,87,35,28,38,10,4,17,7,297
UCL121047,46,59,40,36,39,13,17,18,12,282
UCL121048,21,48,38,18,25,24,12,23,5,215
UCL121049,40,34,62,27,46,27,36,54,5,324
UCL121050,17,25,16,20,19,18,13,27,9,160
UCL121051,39,50,47,43,30,25,39,43,10,321
UCL121052,65,82,58,33,42,24,6,17,11,338
UCL121053,36,27,42,32,35,27,33,36,6,273
UCL121054,77,82,82,48,63,30,19,29,13,443
UCL121055,28,67,49,49,33,19,13,40,7,311
UCL121056,24,46,88,58,51,35,27,41,0,380
UCL121057,31,38,100,43,49,30,43,36,3,377
UCL121058,125,198,145,125,116,90,36,60,14,911
UCL121059,36,39,61,33,31,31,16,28,0,276
UCL121060,71,87,89,71,63,42,34,42,13,505
UCL121061,7,20,55,28,32,19,36,30,3,243
UCL121062,85,129,79,55,59,34,24,45,15,521
UCL121063,24,16,30,30,28,12,8,18,0,170
UCL121064,19,35,53,38,34,23,20,31,7,253
UCL121065,21,51,53,43,24,22,26,39,10,298
UCL121066,21,31,45,31,29,22,37,30,0,239
UCL121067,49,39,42,48,37,33,31,33,5,320
UCL121068,108,126,141,131,112,112,34,77,16,858
UCL121069,72,93,76,41,68,48,22,16,6,437
UCL121070,58,76,43,35,36,10,6,13,0,280
UCL121071,23,19,33,24,25,13,23,54,7,231
UCL121072,22,24,91,36,37,35,51,44,10,350
UCL121073,17,17,39,30,28,13,32,43,8,232
UCL121074,29,66,40,36,29,14,10,20,12,254
UCL121075,27,43,24,18,24,18,12,14,3,185
UCL121076,38,62,73,77,51,33,53,53,19,466
UCL121077,49,79,40,45,30,30,22,34,3,332
UCL121078,30,56,66,50,47,36,32,31,4,360
UCL121079,31,49,41,32,37,22,14,32,0,264
UCL121080,59,107,81,72,79,51,22,37,0,499
UCL121081,38,70,45,35,35,28,7,27,7,294
UCL121082,56,101,65,75,66,34,22,48,4,464
UCL121083,50,115,53,53,42,28,21,23,3,387
UCL121084,80,70,74,37,62,38,57,27,8,463
UCL121085,67,134,59,64,64,39,14,16,8,466
UCL121086,27,40,52,51,21,14,43,45,6,298
UCL121087,17,34,45,45,29,26,17,44,3,267
UCL121088,33,25,55,33,25,37,32,53,5,304
UCL121089,58,87,82,49,52,27,23,34,0,411
UCL121090,55,58,72,42,46,51,27,57,9,418
UCL121091,29,75,53,54,34,33,26,34,5,332
UCL121092,70,63,129,59,74,54,71,43,13,576
UCL121093,37,49,106,61,56,33,65,80,7,486
UCL121094,26,26,24,44,19,10,25,32,5,217
UCL121095,67,75,45,31,36,18,35,23,13,351
UCL121096,44,89,38,39,24,33,4,25,7,301
UCL121097,24,89,44,38,29,20,15,35,0,304
UCL121098,66,116,61,42,76,39,14,37,0,450
UCL121099,27,31,41,32,22,12,30,28,6,224
UCL121100,72,117,71,62,59,44,24,43,5,498
UCL121101,50,56,102,57,53,43,41,53,15,465
UCL121102,49,82,48,50,29,26,13,40,11,351
UCL121103,31,65,63,65,28,26,34,66,4,384
UCL121104,38,40,54,52,28,15,19,41,3,297
UCL121105,17,23,12,30,13,11,23,39,0,178
UCL121106,37,87,56,52,59,33,16,38,6,382
UCL121107,34,43,85,51,39,28,37,42,11,365
UCL121108,25,61,53,66,27,34,25,35,9,342
UCL121109,37,61,26,31,23,26,10,21,10,238
UCL121110,31,51,49,58,34,47,30,62,9,373
UCL121111,36,39,34,35,15,16,42,38,6,249
UCL121112,28,57,91,45,37,32,35,45,3,373
UCL121113,22,27,35,26,23,18,28,24,4,204
UCL121114,50,99,52,40,47,35,13,27,3,374
UCL121115,31,48,40,31,18,24,8,29,5,220
UCL121116,74,95,103,56,63,40,55,42,3,529
UCL121117,32,31,64,43,27,30,22,56,3,314
UCL121118,32,49,41,34,36,22,19,15,4,258
UCL121119,46,42,48,54,65,33,36,45,8,378
UCL121120,11,18,3,23,15,8,5,8,4,96
UCL121121,17,44,40,25,33,24,29,26,3,248
UCL121122,21,56,55,36,39,22,15,26,3,283
UCL121123,27,28,45,45,29,20,24,47,7,281
UCL121124,29,19,23,18,14,12,6,37,6,170
UCL121125,23,40,44,47,23,26,19,50,9,286
UCL121126,35,27,28,37,37,24,26,53,4,270
UCL121127,28,32,67,42,48,27,34,52,12,350
UCL121128,48,68,112,60,68,52,54,57,6,529
UCL122001,10,8,22,18,14,13,19,14,6,131
UCL122002,20,9,13,13,6,0,5,16,0,86
UCL122003,29,36,46,21,29,22,20,22,3,230
UCL122004,21,23,9,13,4,3,0,6,0,87
UCL122005,23,10,11,18,7,12,14,8,0,93
UCL122006,4,15,11,12,9,5,3,19,5,86
UCL122007,8,13,12,23,14,8,16,32,6,130
UCL122008,15,18,31,14,18,7,12,20,0,138
UCL122009,12,11,32,22,11,13,19,20,8,137
UCL122010,15,28,22,18,29,20,17,21,0,171
UCL122011,22,30,43,30,30,16,28,17,6,209
UCL122012,14,12,12,12,10,9,17,17,3,105
UCL122013,6,5,3,9,3,3,0,8,0,47
UCL122014,20,12,23,20,21,4,17,24,0,134
UCL122015,28,30,11,4,16,7,0,4,0,112
UCL122016,19,15,25,12,17,8,10,13,0,129
UCL122017,25,18,16,21,11,9,7,15,4,128
UCL122018,8,14,6,18,5,3,4,23,5,92
UCL122019,14,12,17,27,9,12,11,14,0,118
UCL122020,10,16,7,20,4,7,0,12,0,75
UCL122021,15,21,12,9,11,3,4,12,0,88
UCL122022,36,23,35,24,40,19,12,27,0,220
UCL122023,32,46,19,25,26,12,8,9,0,185
UCL122024,15,12,29,21,14,8,13,16,4,128
UCL122025,13,21,24,18,30,9,12,13,3,132
UCL122026,9,6,12,10,3,6,30,19,0,96
UCL122027,13,31,9,15,7,8,5,7,3,88
UCL122028,10,12,15,18,14,5,14,21,4,112
UCL122029,24,29,11,11,15,0,6,4,0,110
UCL122030,12,50,25,25,17,11,9,15,3,165
UCL122031,31,44,36,42,48,28,14,27,3,266
UCL122032,28,37,39,24,31,11,24,25,7,220
UCL122033,13,11,22,7,12,6,18,10,4,108
UCL122034,18,21,16,24,22,7,7,12,0,124
UCL122035,19,15,30,23,15,21,6,31,0,163
UCL122036,6,11,6,27,9,4,11,16,3,98
UCL122037,28,33,19,23,19,3,6,9,3,142
UCL122038,15,26,25,15,10,5,6,15,0,122
UCL122039,21,12,27,29,11,15,13,25,8,172
UCL122040,0,6,8,16,11,3,5,4,0,58
UCL122041,13,22,35,31,22,14,7,29,3,183
UCL122042,17,19,28,17,17,13,18,11,3,143
UCL122043,15,14,25,16,12,5,15,37,6,139
UCL122044,3,0,7,0,4,0,6,3,0,36
UCL122045,3,9,6,7,11,4,14,22,5,84
UCL122046,22,41,40,9,22,10,3,26,0,185
UCL122047,27,70,10,11,13,5,4,6,0,148
UCL122048,9,12,14,17,12,3,12,13,3,97
UCL122049,4,5,18,12,4,11,6,13,0,81
UCL122050,8,4,0,6,8,4,8,14,0,61
UCL122051,5,7,11,19,5,6,6,17,8,84
UCL122052,13,26,15,13,10,10,0,13,4,114
UCL122053,11,6,9,18,7,0,14,18,4,87
UCL122054,28,14,24,15,20,17,17,39,3,180
UCL122055,25,59,21,18,25,13,3,4,0,169
UCL122056,19,25,13,9,11,20,7,17,0,119
UCL122057,12,20,19,20,21,8,10,14,0,130
UCL122058,14,23,24,19,23,10,16,24,4,156
UCL122059,19,22,38,44,28,19,15,13,5,202
UCL122060,10,12,14,18,12,23,10,25,5,137
UCL122061,0,9,0,6,3,0,0,11,3,36
UCL122062,25,6,14,16,20,8,29,26,5,144
UCL122063,12,13,27,23,12,7,23,15,0,132
UCL122064,12,8,10,18,10,4,5,27,5,88
UCL122065,13,31,25,21,13,5,0,17,8,132
UCL122066,22,36,33,29,29,12,18,20,6,199
UCL122067,11,32,27,37,26,18,6,22,4,180
UCL122068,0,11,4,6,5,3,9,12,0,48
UCL122069,38,31,24,12,9,15,3,18,0,145
UCL122070,39,50,33,23,31,14,7,10,5,213
UCL122071,13,14,28,33,18,10,11,16,3,144
UCL122072,14,18,20,11,7,4,3,25,0,111
UCL122073,13,12,16,11,13,6,6,24,3,103
UCL122074,11,5,5,11,7,10,9,18,0,73
UCL122075,14,26,22,15,13,13,5,13,0,134
UCL122076,12,20,19,7,15,4,10,18,0,118
UCL122077,11,3,15,24,11,13,12,16,3,110
UCL122078,21,30,13,16,11,4,8,0,0,99
UCL122079,15,43,22,12,15,8,3,9,0,123
UCL122080,28,33,41,29,37,27,27,19,3,238
UCL122081,13,4,20,11,14,0,17,27,0,108
UCL122082,3,11,7,13,4,0,8,3,0,62
UCL122083,16,25,34,19,25,13,14,7,0,155
UCL122084,5,8,16,9,15,3,6,16,0,85
UCL122085,9,7,5,10,5,6,8,20,0,72
UCL122086,11,20,3,23,17,3,8,14,3,101
UCL122087,5,16,11,8,11,7,0,10,0,68
UCL122088,8,6,20,17,14,6,11,10,3,85
UCL122089,14,22,51,17,33,22,15,28,0,200
UCL122090,57,55,44,17,31,11,4,20,4,241
UCL122091,21,7,12,21,12,9,14,28,4,123
UCL122092,11,38,30,18,22,16,9,15,8,168
UCL122093,14,21,13,28,15,8,18,25,3,148
UCL122094,17,22,23,25,19,12,4,13,0,128
UCL122095,13,15,12,19,16,14,10,17,3,103
UCL122096,11,9,17,12,8,11,15,15,0,105
UCL122097,7,9,14,16,14,16,10,19,4,101
UCL122098,15,18,7,26,9,13,3,15,0,114
UCL122099,10,8,12,12,12,9,13,20,0,95
UCL122100,32,28,25,20,29,8,7,17,0,163
UCL122101,15,33,28,31,25,9,8,13,0,174
UCL122102,23,3,4,12,9,4,5,20,3,83
UCL122103,7,4,6,5,17,5,19,19,0,83
UCL122104,39,29,41,21,43,8,16,12,0,218
UCL122105,33,65,20,13,15,4,3,3,4,169
UCL122106,13,8,17,11,4,6,17,16,0,94
UCL122107,24,22,27,12,32,13,17,15,7,179
UCL122108,12,25,3,3,5,0,0,8,0,68
UCL122109,30,4,3,7,4,0,5,22,0,74
UCL122110,18,29,28,31,16,15,20,11,0,181
UCL122111,34,42,31,15,41,18,14,4,0,197
UCL122112,15,17,19,14,15,10,5,20,0,113
UCL122113,10,11,13,14,8,10,6,11,0,84
UCL122114,11,22,11,10,11,5,3,11,3,88
UCL122115,20,14,12,11,27,11,7,10,8,110
UCL122116,12,27,15,15,15,8,5,4,0,101
UCL122117,13,36,49,23,29,11,39,24,0,232
UCL122118,11,27,26,12,24,13,17,6,5,144
UCL122119,24,35,23,18,21,14,0,9,3,145
UCL122120,24,33,41,32,32,15,18,32,0,227
UCL122121,13,17,20,20,16,17,14,17,0,137
UCL122122,45,61,35,36,40,7,14,0,6,234
UCL122123,4,3,8,12,8,7,7,6,0,55
UCL122124,34,58,21,14,18,7,3,6,3,165
UCL122125,9,5,6,8,5,0,0,16,0,51
UCL122126,32,52,36,23,17,24,14,10,3,210
UCL122127,15,18,19,17,18,7,10,16,0,119
UCL122128,11,4,5,13,5,11,13,11,0,78
UCL122129,20,21,14,18,22,21,8,18,0,138
UCL122130,3,10,20,13,8,9,9,7,6,83
UCL122131,52,14,26,51,13,13,14,32,11,218
UCL122132,3,9,15,30,5,5,10,23,6,109
UCL122133,8,10,13,9,7,5,12,17,0,71
UCL122134,36,36,28,21,23,22,12,15,3,196
UCL122135,22,6,17,9,8,0,10,44,0,124
UCL122136,0,0,0,11,0,3,0,8,3,26
UCL122137,8,5,16,12,9,0,9,12,0,79
UCL122138,15,30,19,12,7,10,14,14,0,118
UCL122139,6,5,9,22,13,11,18,16,0,108
UCL122140,9,18,9,10,3,0,7,11,0,62
UCL122141,21,30,45,37,21,11,12,25,9,211
UCL122142,5,16,11,11,8,9,4,15,0,82
UCL122143,17,16,14,12,4,0,4,9,0,80
UCL122144,7,20,21,25,15,19,15,16,4,145
