UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL321011,0,0,0,54,61,115,0,0,0,0,4,9,0,0,0,65,63,129,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,4,3,5,22,18,37,0,6,3,0,0,0,22,16,37,4,0,5,0,0,0,170,178,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,188,169,356,0,0,0,0,0,5,188,169,358,33,10,48,397,366,765
UCL321012,0,0,6,65,59,130,0,0,0,5,0,9,0,3,3,37,43,76,0,0,0,0,0,0,0,0,3,4,0,4,0,8,7,0,0,0,0,0,0,0,3,3,5,3,10,0,0,0,0,0,9,17,30,46,7,4,17,0,3,6,155,162,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,119,113,229,0,0,0,0,0,0,123,113,231,39,47,94,324,330,657
UCL321013,5,4,10,47,53,99,0,0,0,0,0,3,0,0,0,53,54,104,0,0,0,0,0,4,8,9,11,0,0,0,0,6,7,0,0,0,0,0,0,3,0,10,9,6,16,0,0,0,0,4,8,7,19,31,20,18,38,0,0,0,153,158,320,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,176,371,0,4,6,0,0,3,194,180,381,41,35,75,397,388,783
UCL321014,0,7,9,29,30,63,0,0,0,3,7,6,0,0,0,66,63,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,10,9,0,8,0,0,0,0,0,0,7,12,20,3,0,8,0,0,0,136,114,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,4,6,134,86,218,0,0,3,0,0,0,135,85,221,22,12,39,300,225,527
UCL321015,0,0,6,133,125,263,0,0,0,0,4,4,0,0,0,133,158,300,0,0,0,0,0,0,8,13,25,0,0,0,0,3,8,0,0,0,0,0,4,3,6,13,14,8,19,3,5,12,0,0,0,33,33,70,6,15,18,0,0,0,349,374,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,120,244,0,0,0,0,0,0,123,120,243,49,44,91,517,538,1064
UCL321016,4,0,5,49,69,118,0,0,0,0,0,0,0,0,0,30,45,76,0,0,0,0,0,0,3,0,9,0,0,0,3,3,3,0,0,0,0,6,6,6,0,5,7,9,18,4,0,9,0,0,0,17,16,33,11,4,14,0,0,3,128,164,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,3,7,113,116,233,0,0,0,0,0,0,113,116,235,36,35,67,278,322,606
UCL321017,4,5,6,67,78,150,0,0,0,7,6,18,0,0,0,106,112,219,3,3,12,0,4,4,0,4,3,3,0,0,18,23,41,0,0,0,0,6,5,17,18,36,22,6,28,0,0,0,6,9,16,13,24,38,39,47,83,3,4,5,313,344,658,0,0,4,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,115,258,3,0,5,0,0,0,142,117,260,34,30,61,494,494,988
UCL321018,0,0,6,42,46,86,0,0,0,0,3,6,0,0,0,67,75,149,0,0,0,5,0,3,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,13,7,23,0,0,0,0,0,0,10,10,17,9,4,13,0,0,0,148,151,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,5,7,175,159,335,0,0,0,0,0,0,179,159,336,33,29,61,368,351,715
UCL321019,4,0,3,73,52,126,0,0,0,8,9,14,0,0,0,105,104,209,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,8,13,18,0,0,0,3,4,5,16,22,38,12,16,30,0,0,0,230,227,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,257,242,495,0,0,0,0,3,3,257,239,496,35,23,64,529,501,1026
UCL321020,0,6,8,54,58,117,0,0,0,7,5,13,0,0,0,61,55,117,0,0,0,0,0,0,0,3,6,0,0,0,11,7,17,0,0,0,4,0,7,0,0,5,6,11,17,0,0,0,0,0,0,16,24,41,3,11,11,0,0,0,166,175,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,240,214,449,0,0,0,0,0,0,240,214,449,23,27,47,435,429,860
UCL321021,0,5,6,55,59,116,0,0,0,5,4,4,0,0,0,52,59,113,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,3,3,9,4,10,16,28,41,6,6,7,0,0,0,19,19,39,5,13,21,0,0,0,173,200,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,132,124,256,0,0,0,0,0,0,132,124,260,73,52,120,375,385,758
UCL321022,3,4,9,39,63,108,0,0,0,0,0,0,0,0,0,43,55,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,8,8,6,14,0,0,0,5,5,9,10,15,23,4,9,20,0,0,0,117,163,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,146,312,0,0,3,4,0,3,171,149,319,35,41,77,323,356,677
UCL321023,0,0,0,54,59,113,0,0,0,0,0,7,0,0,0,112,110,218,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,8,0,5,7,5,13,27,19,44,0,0,6,0,0,0,22,30,54,6,9,14,0,0,0,242,245,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,81,188,0,0,0,0,0,0,112,81,193,48,26,67,398,356,754
UCL321024,0,0,0,43,44,87,0,0,0,13,14,21,0,0,0,40,40,83,0,0,4,6,0,8,3,0,3,4,0,5,7,0,11,0,0,0,0,4,4,0,0,0,4,9,10,0,0,0,0,0,0,11,16,27,8,9,22,0,4,5,136,148,283,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,123,105,226,3,0,3,0,0,0,121,105,228,22,10,37,284,273,560
UCL321025,0,0,0,62,77,131,0,0,0,6,4,8,0,0,0,47,35,86,0,0,0,0,0,0,0,7,7,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,15,0,4,4,0,0,0,14,16,33,8,6,6,0,0,0,140,156,295,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,115,122,231,0,0,0,0,3,5,111,120,234,21,22,43,276,304,582
UCL321026,0,4,3,35,44,84,0,0,0,3,0,3,0,0,0,44,49,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,21,0,0,0,0,0,0,22,35,51,6,10,11,0,0,0,122,146,268,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,87,196,0,0,0,0,0,0,106,91,195,16,24,32,247,260,511
UCL321027,0,4,4,57,64,120,0,0,0,0,0,0,0,0,0,66,60,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,4,0,8,0,0,0,0,0,0,25,21,41,9,12,21,0,0,0,155,170,333,6,5,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,173,376,0,0,0,0,0,3,204,171,379,41,25,72,406,386,793
UCL321028,0,0,0,64,74,141,0,0,0,0,3,4,0,0,0,82,100,183,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,0,0,0,0,3,0,0,0,6,11,15,0,0,0,0,0,0,22,24,49,10,17,26,0,0,0,209,240,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,142,336,0,0,0,0,0,0,203,142,340,106,84,189,508,467,974
UCL321029,10,10,21,58,60,114,0,0,0,4,5,7,0,0,0,60,78,138,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,3,3,10,0,3,3,16,12,26,6,0,3,0,0,0,17,23,41,8,13,21,0,0,4,174,208,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,180,177,356,0,4,5,0,0,4,180,181,365,40,43,82,408,448,850
UCL321030,0,0,0,47,46,91,0,0,0,0,8,8,0,0,0,35,38,67,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,8,9,14,8,14,19,0,0,0,4,6,9,16,9,24,6,3,10,0,0,0,128,129,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,99,215,0,0,0,0,0,0,121,99,217,12,16,35,268,247,513
UCL321031,12,12,20,36,50,91,0,0,0,3,3,4,0,0,0,51,50,101,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,5,3,7,10,11,18,0,0,4,3,4,5,13,14,30,25,21,40,0,0,0,152,162,315,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,269,276,546,4,0,7,0,0,0,272,277,550,52,70,118,494,525,1021
UCL321032,15,17,33,131,132,261,0,0,0,8,7,23,0,0,0,133,153,279,0,0,0,0,0,8,4,3,6,0,0,0,16,23,41,0,0,0,0,0,0,11,16,33,15,24,36,0,0,0,0,3,4,25,31,57,26,30,54,0,0,3,370,429,803,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,516,454,968,0,0,0,5,9,12,514,455,972,86,82,165,1000,990,1990
UCL321033,0,3,12,49,54,103,0,0,0,9,4,13,0,0,0,79,94,175,0,0,0,4,4,6,0,4,6,0,0,0,5,0,5,0,0,0,0,0,0,0,4,8,9,11,20,0,0,0,0,6,8,14,16,31,4,11,15,0,0,0,178,210,390,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,254,541,0,0,0,0,4,4,287,259,543,49,44,99,522,523,1046
UCL321034,0,0,0,87,113,201,0,0,0,3,3,4,0,0,0,148,186,332,0,0,0,0,0,0,6,11,13,3,3,7,0,5,8,0,0,0,0,0,0,0,6,6,4,3,11,0,3,9,0,0,0,13,23,34,11,15,36,0,0,0,281,369,656,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,10,191,186,375,0,0,0,0,0,0,190,186,377,36,41,79,525,596,1124
UCL321035,3,12,9,125,151,276,0,0,0,18,14,31,0,0,0,128,156,279,0,0,0,3,5,13,7,12,17,0,4,3,5,9,14,0,0,0,0,4,4,16,19,36,24,17,45,4,7,11,4,4,9,29,35,68,23,28,50,0,0,0,401,463,864,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,0,5,9,488,410,895,5,0,7,3,5,6,493,419,915,92,65,159,985,970,1956
UCL321036,0,3,8,52,64,114,0,0,0,7,16,24,0,0,0,70,59,133,0,0,0,0,0,0,5,6,3,0,5,5,5,9,13,0,0,0,0,0,0,5,5,8,8,8,22,0,0,0,4,4,7,24,29,47,15,19,36,0,3,3,199,226,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,282,268,543,0,0,0,0,0,0,281,268,547,42,48,91,527,549,1074
UCL321037,5,9,19,48,56,106,0,0,0,7,5,5,0,0,0,81,72,159,0,0,0,0,0,0,0,4,7,0,0,0,3,6,7,0,0,0,0,4,4,6,5,7,3,12,16,0,0,0,0,0,3,12,8,22,8,9,12,0,0,0,174,175,351,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,6,168,155,329,0,0,0,0,0,0,168,160,327,51,37,87,411,385,795
UCL321038,0,4,3,68,76,147,0,0,0,4,7,9,0,0,0,54,65,120,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,0,0,0,0,0,0,3,8,10,17,12,28,0,0,0,0,0,0,15,15,33,11,15,32,0,0,0,191,215,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,225,200,424,0,3,3,0,7,11,226,206,435,35,22,61,459,455,912
UCL321039,7,7,18,64,70,134,0,0,0,7,6,15,0,0,7,63,80,144,0,0,0,0,0,4,0,0,0,0,0,0,3,3,7,0,0,0,3,5,9,5,6,10,16,13,25,0,0,0,0,3,5,16,33,50,21,21,43,0,4,5,200,246,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,4,9,219,214,435,0,5,9,0,3,4,222,220,447,40,39,81,472,519,992
UCL321040,7,5,12,36,35,71,0,0,0,8,3,15,0,0,0,31,22,53,0,0,0,3,0,3,12,6,18,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,7,5,19,0,0,0,0,0,0,9,15,26,11,15,19,0,0,0,117,110,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,185,368,5,3,4,0,0,0,185,187,376,22,22,38,333,327,658
UCL321041,0,0,0,66,75,140,0,0,0,9,11,19,0,0,0,67,78,140,0,0,0,0,0,0,6,10,11,5,0,5,8,9,20,0,0,0,9,0,7,4,3,9,8,10,19,0,0,0,0,5,5,28,30,57,13,18,30,0,0,0,211,246,460,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,12,5,21,12,5,21,157,132,291,3,4,13,0,0,4,163,138,304,77,51,127,466,451,914
UCL321042,0,0,3,44,40,83,0,0,0,14,16,23,0,0,0,35,48,83,0,0,0,0,0,0,9,3,11,0,0,0,15,19,32,0,0,0,0,0,0,0,3,8,4,7,13,0,3,3,5,3,6,15,9,16,6,3,11,9,9,18,140,174,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,123,285,0,0,4,0,0,0,166,124,289,32,21,53,345,320,662
UCL321043,4,6,13,52,56,112,0,0,0,13,10,24,0,0,0,59,62,122,0,0,0,0,0,0,0,0,0,3,3,8,6,5,4,0,0,0,0,0,3,3,0,3,4,0,9,0,0,0,0,0,4,14,21,29,5,18,21,5,6,5,165,179,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,141,320,0,0,0,0,4,3,184,143,324,18,14,38,373,343,723
UCL321044,5,11,18,150,146,296,0,0,0,11,8,19,0,0,0,99,112,213,0,0,0,3,0,4,4,8,12,4,3,11,10,10,16,0,0,0,7,5,4,6,12,14,17,16,34,3,4,5,5,0,8,37,34,72,37,36,74,0,0,0,379,403,790,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,10,3,15,10,3,15,489,385,877,3,3,5,4,6,8,493,394,893,149,121,272,1051,944,1995
UCL321045,3,11,11,56,59,111,0,0,0,3,5,4,0,0,0,147,160,311,0,0,0,0,0,3,0,0,3,0,0,0,5,6,12,0,0,0,6,3,8,6,3,9,13,10,24,0,0,0,0,0,0,5,14,23,7,10,13,0,0,0,244,272,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,244,232,467,4,3,8,0,0,0,247,233,478,38,30,73,541,546,1085
UCL321046,0,0,4,46,42,91,0,0,0,0,0,3,0,0,0,56,62,117,0,0,6,0,3,3,0,0,0,0,6,5,4,4,10,0,0,0,8,7,18,0,5,7,10,16,24,0,0,0,3,3,4,26,25,51,17,19,38,0,5,4,179,186,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,78,167,0,0,0,0,0,0,85,78,168,10,8,17,281,277,556
UCL321047,0,6,5,51,70,122,0,0,0,6,9,12,0,0,0,64,53,107,0,0,0,0,5,5,3,0,5,0,0,0,28,30,57,0,0,0,6,4,12,4,3,9,14,16,30,0,3,0,0,0,0,16,32,47,8,14,20,0,0,0,203,223,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,159,134,294,4,0,4,0,0,0,159,134,293,28,28,55,392,399,786
UCL321048,3,0,4,26,31,57,0,0,0,5,3,3,0,0,0,22,32,55,0,0,0,0,0,4,4,3,4,0,0,0,5,4,10,0,0,0,0,3,4,4,8,4,11,3,15,0,0,0,0,0,0,18,26,43,4,12,19,0,5,6,103,119,222,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,3,4,123,103,229,0,0,0,0,0,7,125,108,234,33,27,60,267,260,523
UCL321049,0,0,0,26,34,61,0,0,0,3,10,9,0,0,0,47,45,92,7,5,8,0,0,0,0,0,0,9,0,8,4,15,24,0,0,0,0,0,0,4,6,10,9,4,12,5,0,6,0,0,0,8,4,15,24,32,55,0,0,0,138,164,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,80,198,0,0,0,0,0,0,118,80,202,32,24,57,289,269,559
UCL321050,0,4,4,58,49,107,0,0,0,0,4,5,0,0,0,56,66,119,3,3,3,0,0,0,0,0,0,0,0,0,7,14,25,0,0,0,0,0,0,3,8,10,3,7,12,4,3,5,8,12,21,21,24,48,14,13,27,0,0,0,185,203,395,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,144,301,0,0,0,0,0,0,160,144,307,59,66,128,410,426,830
UCL321051,3,9,10,41,71,119,0,0,0,10,13,23,0,0,0,68,59,130,0,0,0,0,0,0,4,5,8,0,3,3,5,3,6,0,0,0,0,4,7,10,6,11,14,13,26,3,0,4,3,4,10,24,23,48,3,3,7,0,0,0,181,219,397,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,9,11,3,8,14,185,220,405,0,3,4,0,0,0,187,219,410,73,77,148,449,528,984
UCL321052,0,0,0,15,15,29,0,0,0,0,0,0,0,0,0,13,12,27,0,0,0,0,0,0,0,0,0,0,0,0,335,332,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,367,365,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,85,0,0,0,0,0,3,44,44,85,49,31,83,462,442,895
UCL321053,0,3,4,55,37,89,0,0,0,0,4,4,0,0,0,52,56,109,0,0,0,0,0,0,3,8,12,0,4,4,0,0,0,0,0,0,0,3,4,27,31,59,3,0,3,0,0,0,0,0,3,9,16,20,3,7,12,4,4,8,162,168,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,90,59,149,0,0,0,0,0,0,90,59,149,32,23,52,285,250,533
UCL321054,4,9,10,31,32,55,0,0,0,0,3,6,0,0,0,48,49,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,8,0,0,0,0,0,0,15,15,22,3,9,12,0,0,0,104,101,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,175,156,329,9,3,8,0,0,0,178,160,337,31,26,56,319,294,611
UCL321055,0,0,5,79,115,197,0,0,0,7,13,23,0,0,0,85,105,189,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,3,0,7,0,3,6,19,8,32,0,3,3,0,0,0,14,42,49,0,6,9,0,0,0,220,298,517,9,7,12,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,148,337,0,0,0,0,0,0,192,150,338,59,67,124,481,523,1004
UCL321056,0,6,6,92,87,177,0,0,0,0,0,3,0,0,0,90,89,179,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,13,22,4,3,0,0,0,0,9,10,22,7,16,21,0,0,0,216,223,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,100,231,0,0,0,0,0,0,134,100,231,39,43,86,384,374,760
UCL321057,5,9,10,66,86,155,0,0,0,0,0,0,0,0,0,54,65,114,0,0,0,0,0,3,0,0,0,0,0,0,13,3,14,0,0,0,0,0,0,9,9,11,8,8,13,3,0,5,0,0,0,31,39,71,8,3,9,0,0,0,181,222,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,113,246,0,0,3,0,0,0,129,114,250,35,39,72,350,383,734
UCL321058,0,5,7,48,66,114,0,0,0,18,18,32,0,0,0,51,66,117,8,8,16,0,0,0,4,3,3,0,0,0,17,19,33,0,0,0,0,0,0,8,15,26,8,9,12,12,21,39,0,0,0,30,32,61,24,20,48,0,0,0,228,271,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,185,178,367,0,0,0,0,0,0,185,178,367,55,52,114,468,514,980
UCL321059,9,11,14,51,51,103,0,0,0,9,7,17,0,0,0,68,78,149,4,0,5,0,0,0,3,7,7,0,4,4,0,7,5,0,0,0,4,7,10,11,9,19,10,7,22,0,0,0,0,0,0,19,27,44,28,33,57,0,0,0,211,241,448,0,3,7,5,5,3,0,0,0,0,0,0,4,4,4,14,16,19,10,16,32,321,254,574,0,3,7,7,9,10,325,264,587,42,31,75,607,560,1168
UCL321060,0,3,5,69,68,139,0,0,0,0,0,0,0,0,0,60,63,115,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,5,15,19,37,0,0,0,3,0,4,26,37,58,11,9,25,0,0,0,184,211,392,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,4,8,111,92,207,0,0,0,3,4,4,111,98,211,40,29,65,339,346,685
UCL321061,0,0,4,62,57,120,0,0,0,0,3,5,0,0,0,62,71,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,9,21,27,0,0,0,0,5,5,17,14,28,6,4,12,0,0,0,159,186,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,107,119,231,0,3,3,3,0,7,110,125,236,39,48,89,310,363,674
UCL321062,0,0,0,364,411,775,0,0,0,0,0,0,0,0,0,3,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,6,4,8,0,3,4,0,3,8,0,0,0,386,435,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,45,114,0,0,0,0,0,0,69,49,113,71,75,140,519,554,1079
UCL321063,0,10,13,43,48,93,0,0,0,16,22,38,0,0,0,86,102,192,0,0,0,0,0,0,0,0,0,9,11,18,4,9,8,0,0,0,5,0,3,9,8,20,12,10,24,0,0,0,4,0,10,18,14,32,15,22,36,0,0,3,230,250,477,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,178,380,0,5,4,5,0,4,209,177,385,48,35,91,495,476,968
UCL321064,0,0,0,37,42,73,0,0,0,3,0,6,0,0,0,86,69,149,0,0,0,8,18,26,0,0,3,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,10,16,22,0,0,0,0,0,0,16,22,40,5,0,3,0,0,0,164,169,334,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,84,81,161,0,0,0,0,0,0,88,81,168,64,50,111,314,300,624
UCL321065,4,10,13,98,89,190,0,0,0,9,17,22,0,0,0,114,144,258,0,0,0,0,5,3,5,0,5,0,5,5,12,23,35,0,0,0,3,0,10,4,0,4,6,4,11,0,0,0,0,0,0,31,35,62,16,21,34,8,7,13,309,356,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,3,8,6,260,228,486,0,6,3,0,0,0,258,232,489,47,44,92,625,649,1272
UCL321066,3,0,6,31,39,71,0,0,0,3,4,8,0,0,0,36,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,6,3,8,18,0,4,4,0,5,6,3,4,12,3,8,11,3,0,4,94,109,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,97,232,0,0,3,3,0,3,133,100,235,25,28,54,252,243,504
UCL321067,0,0,0,191,190,375,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,16,0,0,0,205,203,405,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,5,5,7,74,47,125,0,0,0,0,0,0,73,47,120,33,37,71,317,296,606
UCL321068,4,6,12,25,39,63,0,0,0,0,7,8,0,0,0,43,50,101,0,0,0,0,0,0,5,6,8,0,3,0,0,6,9,0,0,0,0,0,0,0,4,10,11,5,13,0,0,0,3,3,4,8,18,28,14,18,31,0,0,0,119,151,271,0,0,0,0,3,6,0,0,0,0,4,3,0,0,0,0,4,3,0,4,4,237,215,449,0,0,3,6,10,7,245,221,462,34,33,67,408,421,828
UCL321069,5,11,15,56,85,144,0,0,0,12,17,28,0,0,4,49,65,114,0,0,0,0,0,0,0,8,7,0,4,4,3,0,3,0,0,0,4,5,8,9,14,15,8,12,20,7,4,12,5,6,9,18,19,28,28,27,58,0,0,0,199,264,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,5,9,197,193,391,3,4,3,0,3,8,200,203,406,70,49,114,475,530,1014
