UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL315052,12,4,0,6,10,0,0,0,0,39,12,17,10,40,32,7,5,3,0,133,57,20,211,61,65,35,47,30,10,536,0,0,3,4,7,10,4,6,0,31,9,3,0,3,13,0,5,0,4,31,4,0,0,0,0,0,0,0,0,8,0,0,3,4,9,6,3,5,6,29,124,198,235,135,150,57,68,56,27,1049
UCL315053,4,4,8,16,9,0,0,0,0,30,19,16,12,34,31,3,0,0,0,123,33,18,128,46,57,18,25,38,10,394,3,4,8,4,8,3,0,5,0,36,5,0,3,5,0,0,3,0,0,22,0,0,0,0,0,3,0,0,0,4,0,5,8,0,5,3,0,5,5,30,126,230,165,141,135,35,33,68,25,948
UCL315054,4,13,10,12,0,3,0,0,0,40,16,13,16,29,13,10,0,6,0,104,31,10,115,72,40,35,60,60,4,426,0,0,0,0,0,3,4,15,0,30,6,0,0,11,7,7,0,6,0,32,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,3,0,4,18,63,98,147,150,72,54,69,93,14,769
UCL315055,9,15,3,9,3,6,0,0,0,48,10,12,10,18,11,8,4,9,0,71,19,8,79,39,19,16,17,23,8,220,0,0,0,0,0,0,0,3,0,11,4,0,4,4,5,0,0,0,0,15,0,0,3,0,0,0,0,0,0,10,0,0,3,0,5,0,3,6,4,23,62,125,102,82,50,29,29,41,16,532
UCL315056,5,4,0,4,6,0,0,0,0,23,3,8,5,11,4,0,0,5,0,46,19,6,54,26,21,13,25,23,0,188,0,0,3,0,6,0,0,9,0,16,4,6,0,3,0,0,0,4,0,9,0,6,0,0,0,0,0,0,0,4,0,0,5,3,0,0,3,0,0,17,44,106,65,60,44,30,31,43,0,424
UCL315057,11,16,7,15,8,7,0,0,0,60,9,14,7,23,13,10,3,7,0,79,32,16,75,25,12,22,15,26,5,221,3,0,0,0,0,3,0,9,0,19,4,0,0,5,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,0,0,6,4,25,108,261,113,112,59,59,19,56,17,806
UCL315058,3,12,3,8,0,0,0,0,0,32,18,9,20,25,26,4,4,0,0,114,55,16,348,60,84,25,93,45,21,748,0,0,7,4,9,5,4,0,0,32,0,5,3,3,4,5,8,4,0,27,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,6,0,4,22,99,189,391,113,141,36,118,61,29,1167
UCL315059,5,6,0,6,5,0,0,0,0,22,16,11,5,15,16,12,0,5,0,78,22,13,54,24,24,16,8,17,0,178,0,0,0,4,4,0,0,0,0,13,3,4,5,4,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,68,158,70,64,70,43,14,30,0,517
UCL315060,4,8,5,4,4,0,3,0,0,27,15,12,18,23,25,5,5,5,3,114,43,15,158,55,57,24,42,33,3,441,0,0,3,3,8,0,0,7,0,23,4,0,0,4,4,3,0,0,0,14,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,8,87,210,190,117,116,47,56,47,15,879
UCL315061,12,0,0,0,0,0,5,0,0,17,8,5,7,10,7,0,4,3,3,45,13,13,96,9,18,0,72,17,5,254,0,0,0,0,0,0,8,5,0,18,0,0,0,0,3,0,8,3,0,15,0,0,0,0,0,4,0,0,0,4,0,4,0,3,0,0,0,3,0,11,54,106,119,24,45,6,95,40,5,495
UCL315062,0,0,3,0,0,0,0,0,0,6,4,6,6,9,3,0,3,7,0,35,17,0,57,24,12,13,17,18,8,170,0,0,5,0,4,0,0,6,0,13,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,31,52,79,48,26,19,27,50,9,354
UCL315063,0,0,0,0,4,0,0,5,0,6,0,0,3,11,4,0,4,8,0,28,12,0,50,20,16,8,13,26,5,156,5,0,0,0,3,6,0,3,0,9,0,0,0,6,0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,51,39,60,44,33,13,26,61,10,329
UCL315064,4,5,0,0,0,0,0,0,0,7,3,3,0,6,5,0,0,0,0,24,11,6,84,22,14,3,30,16,5,187,0,0,5,0,0,6,3,0,0,18,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,0,12,25,91,100,38,27,10,44,24,5,359
UCL315065,0,3,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,11,6,3,30,15,14,5,8,20,3,105,0,0,0,3,0,6,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,3,0,4,13,20,44,37,38,16,13,15,26,12,219
UCL315066,11,16,16,6,20,0,0,4,0,74,26,22,17,32,26,12,0,9,0,148,41,20,176,57,46,28,40,35,5,448,0,0,0,3,9,5,0,6,0,25,3,0,0,0,7,0,0,10,0,23,0,3,0,0,3,0,0,0,0,4,5,8,7,4,0,6,3,0,0,31,121,296,224,137,146,52,51,71,17,1115
UCL315067,0,9,0,3,3,0,0,0,0,22,8,5,4,21,8,4,0,4,0,58,21,8,55,47,17,23,22,28,0,222,0,0,4,5,0,5,4,0,0,11,0,0,0,4,4,0,5,3,0,16,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,8,7,25,50,110,61,96,43,36,31,43,13,473
UCL315068,0,4,0,3,0,0,0,0,0,21,6,6,0,12,5,3,0,3,0,37,19,6,88,37,20,14,14,32,8,232,0,0,0,0,0,4,0,3,0,11,0,0,0,4,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,3,5,17,37,72,97,66,40,30,21,44,10,423
UCL315069,0,4,3,6,3,0,0,0,0,20,5,0,0,11,9,0,0,3,0,28,5,9,49,36,18,11,27,24,3,178,0,0,0,0,0,5,6,5,0,18,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,3,21,15,54,55,69,37,17,41,34,6,330
UCL315070,6,0,3,3,0,0,0,0,0,16,0,4,9,9,5,3,4,3,0,35,12,0,91,12,18,8,51,14,3,209,0,0,0,3,3,3,7,7,0,24,0,0,5,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,18,23,90,110,35,43,15,78,25,9,426
UCL315071,7,5,0,0,4,0,0,0,0,17,10,4,0,12,0,5,0,0,0,30,16,10,54,15,19,8,12,13,0,148,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,10,37,76,65,33,35,19,25,16,3,324
UCL315072,0,0,3,0,0,0,0,3,0,15,8,7,5,6,0,0,0,11,4,42,5,5,24,15,9,0,4,15,6,74,0,0,0,0,4,0,0,0,0,10,0,0,0,0,6,0,0,8,0,12,0,0,0,0,0,0,3,4,0,7,3,0,0,0,0,0,6,20,0,28,38,35,32,29,14,11,12,93,7,264
UCL315073,0,5,0,10,0,0,0,0,0,22,4,5,0,22,8,0,0,0,0,36,11,10,49,45,14,0,15,19,4,166,4,0,0,0,3,0,4,7,0,17,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,8,0,0,0,6,0,0,0,0,0,13,38,83,58,91,28,10,16,29,9,366
UCL315074,6,3,3,8,3,0,0,0,0,22,9,8,4,10,15,0,3,0,0,57,16,5,75,50,22,18,23,32,4,235,0,0,3,0,6,5,0,10,0,29,0,4,0,0,0,0,6,4,0,18,0,0,0,3,0,0,0,0,3,3,3,0,4,4,0,0,0,6,8,23,44,133,90,94,54,25,31,57,9,542
UCL315075,5,0,0,10,0,5,0,0,0,18,9,10,4,3,4,0,0,0,0,28,16,3,43,12,4,6,0,15,4,101,4,0,0,0,0,0,0,0,0,7,6,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,6,0,16,58,95,51,47,28,20,8,21,8,333
UCL315076,6,8,0,13,8,0,0,7,0,36,18,16,11,30,13,6,4,8,0,103,24,20,140,92,45,33,47,116,11,529,0,0,12,6,0,5,7,13,0,38,0,0,0,6,5,4,3,9,0,27,0,0,0,0,0,0,0,0,0,5,0,0,10,8,0,0,0,19,9,46,64,102,182,178,75,52,67,181,17,923
UCL315077,0,4,0,3,0,0,0,0,0,9,0,6,0,12,5,0,0,0,0,21,0,8,6,36,13,3,6,4,4,74,0,5,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,8,55,13,73,21,4,6,5,3,187
UCL315078,10,0,5,4,3,0,0,3,0,23,6,3,3,21,15,5,0,0,0,59,30,14,159,43,43,12,37,41,7,384,0,0,0,6,0,7,3,6,0,24,6,0,5,6,6,4,0,3,0,27,0,0,0,0,3,0,0,4,0,3,0,3,3,0,0,3,3,3,0,22,73,125,174,93,82,27,50,79,17,717
UCL315079,9,3,6,4,7,4,0,4,0,39,12,4,3,29,3,5,0,4,0,63,25,10,94,44,27,14,15,30,0,250,0,0,0,0,3,9,0,0,0,18,8,0,0,0,0,0,0,7,0,15,0,0,0,0,3,0,0,0,0,3,0,5,0,0,6,0,0,3,0,7,87,123,112,91,53,35,17,49,5,573
UCL315080,19,14,14,19,15,15,4,13,3,116,38,7,26,66,15,19,3,20,0,195,70,30,191,78,33,38,18,75,15,547,3,0,0,0,0,8,6,11,3,40,11,3,4,4,5,11,5,14,0,59,0,0,4,0,4,0,0,6,0,20,7,7,10,18,7,7,0,14,4,78,240,250,297,344,140,128,42,222,35,1699
UCL315081,7,5,4,4,5,0,0,4,0,30,7,14,3,29,16,0,6,3,0,82,43,16,187,64,33,30,54,56,6,488,3,5,4,3,0,4,0,9,0,38,3,5,0,8,4,4,5,0,0,32,0,0,4,5,0,5,0,0,0,9,3,3,0,0,0,3,0,12,3,29,91,160,202,132,70,58,74,90,11,887
UCL315082,10,5,0,3,3,0,0,0,0,15,3,7,0,8,5,3,6,4,0,30,15,7,51,17,7,12,3,16,3,140,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,0,12,54,68,64,42,24,18,7,30,9,317
UCL315083,5,0,5,4,3,0,0,0,0,19,11,3,6,19,12,0,0,0,0,56,19,13,84,22,25,17,30,15,0,218,0,0,0,0,3,3,0,0,0,12,0,5,0,0,4,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,94,100,56,55,22,32,19,0,412
UCL315084,6,3,4,3,4,5,0,5,0,27,10,4,0,16,6,0,6,3,0,44,14,5,73,62,29,17,23,43,8,285,0,0,0,0,4,0,0,3,0,12,0,0,3,9,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,5,4,0,0,0,4,6,0,0,23,44,99,85,115,58,35,32,61,15,541
UCL315085,8,6,5,8,6,0,0,0,0,29,4,10,4,28,19,5,8,11,0,88,24,16,118,86,50,16,43,53,4,392,0,3,7,4,3,3,4,4,0,31,0,0,0,6,6,5,0,3,0,28,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,5,12,53,114,144,149,98,36,52,76,9,728
UCL315086,0,7,6,8,0,4,0,0,0,32,7,10,5,16,8,9,0,4,0,66,23,11,75,56,19,23,24,40,6,267,3,0,0,4,0,0,0,0,0,21,3,4,0,3,3,0,4,0,0,16,0,0,0,0,0,0,0,3,0,9,4,0,8,0,4,0,0,6,3,23,57,81,95,113,41,51,32,62,12,543
UCL315087,19,16,8,8,7,11,0,0,0,70,20,18,11,20,19,9,0,9,0,111,31,16,72,27,33,12,5,9,0,212,0,0,3,0,4,4,0,0,0,12,6,0,5,6,11,3,0,0,0,28,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,199,404,118,101,125,52,9,24,9,1044
UCL315088,4,0,4,4,4,0,0,0,0,16,12,11,10,23,6,0,11,7,0,68,22,10,153,53,25,17,91,45,7,426,0,5,9,6,10,7,4,11,3,53,0,0,5,3,0,7,8,0,0,20,0,0,0,0,0,3,0,0,0,5,6,5,4,9,3,5,7,10,7,41,52,97,187,109,58,40,120,78,20,749
UCL315089,5,8,0,0,3,5,3,0,0,27,14,8,4,15,7,3,3,4,0,57,35,18,108,34,38,14,20,28,9,296,0,0,0,4,5,3,0,3,0,11,5,0,0,4,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,3,0,7,0,24,87,162,114,81,72,31,33,44,9,631
UCL315090,7,7,0,11,12,3,0,4,0,51,15,11,8,33,17,4,0,13,0,114,58,14,123,78,64,41,33,70,10,484,4,4,0,11,0,5,6,15,0,45,6,0,0,10,0,3,3,3,0,25,0,4,0,0,0,0,0,0,0,6,4,0,5,9,5,3,0,3,11,47,133,237,154,175,124,65,46,143,19,1097
UCL315091,5,10,0,11,0,0,0,0,0,34,16,19,5,24,20,0,0,6,0,93,30,20,96,64,53,13,8,30,5,313,3,0,4,9,9,6,0,4,0,41,3,4,0,4,5,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,8,8,4,14,10,9,4,8,12,70,114,271,114,155,112,24,18,53,16,886
UCL315092,3,3,0,0,4,0,0,0,0,18,8,7,4,3,7,0,0,4,0,35,20,4,43,21,4,10,13,17,3,138,3,0,0,6,4,0,0,7,0,14,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,19,41,54,56,39,29,20,18,30,11,303
UCL315093,0,0,0,5,0,0,0,0,0,8,0,0,5,3,3,0,0,0,0,14,8,4,26,21,3,3,10,11,3,91,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,33,32,35,13,13,10,13,14,182
UCL315094,3,14,0,0,5,3,0,0,0,34,10,3,0,24,10,4,6,5,0,60,14,11,56,52,24,18,24,22,7,234,3,3,4,0,0,0,0,7,0,20,0,0,3,4,6,0,5,0,0,19,0,0,0,0,0,0,0,0,0,8,0,3,0,6,6,0,0,3,0,12,39,124,71,98,56,34,33,41,7,497
UCL315095,5,3,3,3,0,0,0,4,0,21,10,0,3,13,7,0,3,18,0,54,26,5,59,40,11,10,15,43,3,215,3,0,0,4,0,0,0,12,0,21,4,0,0,4,3,0,0,12,0,24,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,46,7,60,64,68,73,76,37,24,34,152,11,532
UCL315096,3,13,0,7,7,0,0,0,0,30,17,12,13,23,28,3,6,3,0,114,53,16,323,67,66,35,80,27,11,677,4,0,0,6,6,8,5,7,0,39,5,5,4,7,8,0,0,3,0,30,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,0,3,0,6,17,105,180,348,120,140,53,101,45,15,1097
UCL315097,0,4,5,3,0,0,0,0,0,13,13,10,14,25,23,3,5,9,3,96,28,15,98,49,42,21,26,33,8,323,0,0,0,0,8,6,4,4,0,23,3,0,5,0,0,0,4,6,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,58,97,127,102,90,28,44,52,12,605
UCL315098,7,10,6,5,3,0,4,0,5,44,20,21,19,35,18,11,19,10,0,157,48,38,405,60,79,11,166,27,22,854,0,0,3,6,7,3,13,4,0,33,4,5,3,8,6,0,6,8,3,34,0,0,0,3,0,0,0,0,0,4,3,6,9,8,0,3,15,12,14,64,132,331,462,142,138,37,232,72,46,1603
UCL315099,14,10,14,11,7,7,3,0,0,57,33,31,17,43,40,7,4,3,0,175,70,22,250,80,67,29,52,59,4,637,0,0,7,3,8,10,3,11,0,47,4,5,7,7,17,5,4,4,0,51,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,0,3,0,14,169,325,299,176,177,68,78,89,9,1384
UCL315100,3,0,3,0,4,0,4,0,0,21,13,6,5,18,11,5,0,3,0,59,17,16,60,37,17,12,20,13,0,203,0,0,0,0,3,3,0,0,0,12,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,39,70,79,66,49,17,32,20,0,380
UCL315101,3,7,8,5,4,3,0,0,0,25,21,7,3,21,20,3,3,4,3,85,31,3,124,36,43,24,20,33,6,318,0,0,0,0,0,3,4,0,0,14,3,0,0,7,12,0,3,0,0,25,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,3,4,9,97,138,143,85,93,37,30,45,14,687
UCL315102,0,0,0,13,4,0,0,0,0,17,7,9,0,15,5,3,3,3,0,47,13,4,50,35,13,13,17,16,6,158,0,0,4,0,0,0,3,0,0,12,0,0,0,4,0,3,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,14,42,80,61,76,28,24,26,29,10,372
UCL315103,7,8,0,0,5,4,0,0,0,29,7,5,3,14,3,3,0,4,0,33,24,6,39,19,12,12,16,23,5,145,0,0,0,0,0,0,5,0,0,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,3,0,0,4,0,0,0,9,0,16,62,90,49,49,38,24,20,40,8,373
UCL315104,3,8,0,3,0,0,0,0,0,16,9,7,11,31,17,3,3,0,0,77,27,7,97,38,27,17,35,43,0,297,6,0,5,0,0,3,4,9,0,29,3,0,3,4,6,0,4,5,0,25,0,0,0,0,0,0,6,0,0,5,0,7,6,8,0,0,0,6,4,27,55,89,126,100,71,28,51,68,13,595
UCL315105,0,0,3,3,0,3,0,0,0,14,3,3,3,0,5,3,4,0,0,27,16,4,34,11,9,7,15,19,4,103,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,5,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,3,11,29,40,43,25,29,20,11,28,7,231
UCL315106,0,0,4,3,0,0,0,0,0,10,18,12,5,24,26,4,0,4,0,94,24,17,135,53,46,20,27,23,5,344,0,0,0,4,0,4,0,9,0,17,0,0,3,6,4,3,4,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,14,66,102,154,108,94,39,37,39,11,647
UCL315107,7,5,3,8,4,0,0,5,0,38,16,5,10,34,11,5,0,10,0,102,34,16,148,58,33,21,30,52,0,387,3,0,0,6,4,3,6,8,0,28,3,0,7,3,6,3,0,9,0,30,0,3,0,0,0,0,0,0,0,6,0,0,0,4,5,5,0,0,0,23,93,152,177,141,81,46,51,95,8,841
UCL315108,4,0,0,0,0,0,0,0,0,6,0,7,0,4,5,0,0,0,0,15,3,10,9,28,16,0,0,13,5,81,0,0,0,4,0,0,0,5,0,17,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,33,16,47,18,0,0,16,4,145
UCL315109,8,3,0,7,0,3,0,0,0,21,8,3,0,3,5,0,0,3,0,26,17,5,40,16,13,8,11,16,7,131,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,5,0,5,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,11,56,90,45,40,30,27,16,26,3,338
UCL321001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,19,12,3,4,11,17,0,66,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,14,17,17,10,0,11,18,5,101
UCL321002,0,3,0,0,0,0,0,0,0,5,0,0,0,3,3,4,0,0,0,14,5,3,37,13,4,3,6,6,0,87,0,0,0,6,0,0,0,0,0,10,0,4,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,7,13,15,41,49,33,13,13,10,8,8,187
UCL321003,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,12,9,0,30,7,10,5,6,10,0,82,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,10,22,37,15,16,8,13,18,0,139
UCL321004,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,15,9,0,27,12,9,0,3,9,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,35,13,15,0,9,11,3,120
UCL321005,6,0,0,0,0,0,0,0,0,10,6,7,0,11,0,0,4,0,0,25,3,0,40,15,16,6,28,11,3,119,0,0,6,0,0,0,4,0,0,14,0,0,3,0,0,3,6,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,16,25,54,24,22,12,48,16,3,225
UCL321006,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,10,4,10,3,10,15,6,0,9,0,62,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,3,4,3,0,15,22,23,6,14,14,9,4,11,6,107
UCL321007,3,6,3,0,0,0,0,0,0,12,4,6,9,5,3,0,8,6,0,42,17,5,104,27,31,8,35,17,13,256,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,9,39,79,127,47,45,16,58,40,12,468
UCL321008,3,5,0,3,0,0,0,0,0,13,0,0,0,3,3,0,0,4,0,18,5,8,26,7,16,8,6,8,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,16,43,27,29,26,14,9,16,6,182
UCL321009,8,3,0,3,0,0,0,0,0,20,4,5,4,12,9,0,0,0,0,34,16,3,60,11,22,7,7,20,4,158,0,0,0,0,0,5,0,0,0,4,0,0,3,0,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,46,111,80,45,42,15,13,27,9,384
UCL321010,0,0,0,3,0,0,0,0,0,14,8,8,3,12,5,0,0,0,0,33,9,8,28,21,14,6,8,19,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,3,6,14,27,51,39,40,23,9,13,35,5,236
UCL321011,3,4,0,0,0,0,0,0,0,11,9,3,4,0,4,0,0,0,0,25,13,6,73,12,11,4,17,15,3,147,0,0,5,6,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,10,34,38,83,27,23,6,19,15,7,256
UCL321012,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,9,0,4,15,3,0,6,8,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,12,11,4,4,13,11,0,80
UCL321013,3,0,0,0,0,0,4,0,0,11,3,3,0,11,4,0,0,8,0,31,9,0,43,3,11,0,7,10,3,94,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,12,29,60,50,37,24,7,16,20,11,251
UCL321014,0,0,0,0,0,0,0,0,0,6,0,4,3,4,3,0,0,0,0,19,5,3,47,8,11,4,15,5,0,101,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,50,15,24,5,14,11,0,167
UCL321015,4,0,0,5,0,0,0,0,0,11,0,0,3,10,11,0,0,5,0,31,3,0,29,15,18,7,11,11,0,102,0,0,0,0,3,6,0,3,0,10,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,28,39,31,39,37,23,16,28,0,242
UCL321016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,15,10,7,3,5,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,15,13,13,9,10,6,0,76
UCL321017,3,7,0,5,3,0,0,0,0,28,6,9,4,6,9,0,4,0,0,42,12,8,23,11,19,3,0,0,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,75,160,35,46,51,12,9,0,0,385
UCL321018,7,5,0,7,3,0,0,0,0,11,3,0,0,5,5,0,0,0,0,19,14,0,51,6,16,4,9,7,3,114,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,34,32,53,24,23,9,13,11,6,208
