UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL315109,11,9,19,27,36,33,7,0,0,149,7,6,0,11,10,13,9,6,0,56,0,0,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,21,13,26,40,52,48,23,4,0,226,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,5,0,0,5,21,10,29,41,52,48,24,4,0,229,9,3,0,7,3,25,65,42,7,159,0,0,0,0,0,8,5,0,0,26,31,15,31,52,56,80,90,51,7,416,3,4,17,19,37,22,5,0,0,116,9,6,8,19,23,19,20,0,0,110,0,0,8,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,13,14,33,42,61,44,27,0,0,244,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
UCL321001,0,9,14,17,18,14,0,0,0,67,0,8,4,0,3,8,0,0,0,24,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,18,19,16,22,14,0,0,0,99,0,4,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,10,0,23,22,21,25,16,0,0,0,111,10,3,11,3,13,20,50,23,6,129,0,3,0,0,5,6,0,0,0,21,14,19,37,31,36,45,49,23,6,260,0,0,0,9,13,8,0,0,0,31,0,11,4,9,7,11,0,0,0,41,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,9,21,23,15,0,0,0,81,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,3,0,0,0,14
UCL321002,0,14,21,19,17,20,3,0,0,97,8,9,5,0,0,9,9,3,0,44,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,11,8,22,26,26,20,28,17,6,0,153,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,8,22,31,26,24,34,13,6,0,158,7,0,5,3,4,14,54,36,25,151,0,5,9,4,6,3,7,0,0,34,16,24,38,35,33,51,72,37,28,341,0,6,13,12,14,13,3,0,0,68,4,6,18,8,12,16,7,0,0,64,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,6,10,29,20,29,34,9,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4
UCL321003,0,4,20,12,15,14,3,0,0,75,0,4,0,0,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,27,17,24,22,10,0,0,107,0,0,0,3,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,0,0,12,8,10,27,19,27,23,10,0,0,119,0,3,0,6,8,20,39,23,0,99,0,0,6,3,3,5,12,4,0,35,8,17,28,28,40,48,53,30,0,253,0,5,10,11,18,10,0,0,0,48,7,0,10,8,16,13,0,0,0,51,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,5,22,14,34,23,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,8
UCL321004,7,7,16,16,13,19,4,0,0,81,4,0,4,3,0,3,3,0,0,22,0,0,0,5,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,12,7,18,24,16,24,12,3,0,113,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,11,7,22,23,19,24,12,3,0,115,5,0,4,4,0,14,23,15,10,80,0,0,3,0,3,10,0,4,0,30,19,5,26,32,30,43,33,21,11,225,0,3,11,11,5,13,0,0,0,41,3,7,6,11,12,10,0,0,0,44,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,10,17,23,16,21,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL321005,6,6,21,37,34,28,3,0,0,132,5,0,3,4,4,3,4,0,0,32,0,0,0,4,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,3,13,11,22,44,46,28,9,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,15,11,22,44,46,26,10,0,0,179,12,0,4,3,3,8,24,16,0,69,0,0,5,19,8,3,3,7,0,39,32,12,32,61,56,42,41,23,3,290,0,4,16,21,32,8,0,0,0,87,7,3,9,13,10,8,3,0,0,61,0,3,6,0,0,0,0,0,0,13,4,0,0,6,0,0,0,0,0,9,11,14,34,41,46,16,3,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL321006,0,3,5,13,13,6,0,0,0,43,0,0,5,8,3,8,0,0,0,23,0,0,3,0,0,0,0,0,0,4,0,5,3,3,3,0,0,0,0,7,0,6,17,27,20,11,0,0,0,80,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,14,5,5,16,33,24,10,0,0,0,94,19,14,13,15,13,17,8,5,0,106,0,0,5,4,5,4,0,0,0,15,20,21,37,43,38,33,14,5,0,215,0,0,12,11,8,3,0,0,0,43,4,4,13,13,8,0,0,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,4,8,25,33,19,9,0,0,0,100,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
UCL321007,3,21,94,92,65,61,6,0,0,349,14,9,6,7,4,6,0,0,0,56,0,0,0,3,3,0,0,0,0,15,0,0,6,3,4,3,0,0,0,15,22,32,111,101,78,69,11,0,0,428,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,0,0,0,0,21,29,35,116,104,84,68,11,0,0,450,15,0,7,6,10,15,34,17,0,103,4,4,21,10,25,28,10,3,0,110,39,43,140,121,117,111,53,18,0,656,3,18,52,43,27,24,3,0,0,176,25,6,39,37,31,18,6,0,0,164,0,4,3,4,0,5,0,0,0,21,0,3,0,0,0,0,0,0,0,4,27,33,93,80,65,45,12,0,0,359,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,14
UCL321008,9,10,9,16,34,28,8,5,0,111,4,4,5,4,4,11,5,0,0,37,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,10,13,12,18,46,42,15,3,0,154,0,0,0,4,7,4,0,0,0,19,0,0,0,0,0,3,0,0,0,6,0,3,0,4,7,9,0,0,0,21,10,11,17,21,53,51,16,3,0,174,3,7,0,6,8,39,97,50,8,214,4,0,3,6,13,13,9,13,0,57,18,18,15,33,71,104,120,64,8,447,0,5,8,23,21,19,4,0,0,77,10,4,10,6,11,23,7,0,0,71,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,8,20,24,29,43,18,0,0,154,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,8,0,0,0,13
UCL321009,7,12,47,40,52,43,11,5,0,220,12,4,7,10,3,10,4,0,0,53,0,0,0,0,4,0,0,0,0,7,0,3,4,0,0,0,0,0,0,4,27,15,62,51,62,58,15,6,0,294,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,28,22,62,51,67,59,15,6,0,297,12,0,5,3,9,12,36,40,11,135,7,0,5,9,10,8,7,11,3,55,40,24,77,53,83,83,57,52,16,484,3,12,34,26,42,28,9,0,0,162,11,12,24,22,25,16,10,0,0,115,5,0,6,3,0,3,0,0,0,17,0,3,0,7,0,0,0,0,0,9,20,30,59,55,69,46,20,0,0,311,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
UCL321010,0,10,36,29,31,27,5,0,0,139,5,5,5,0,6,3,5,0,0,28,0,0,0,6,0,5,0,0,0,5,0,0,8,0,0,5,0,0,0,17,6,17,47,38,35,38,11,3,0,187,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,5,0,0,0,6,5,15,51,39,35,38,11,3,0,197,17,0,3,4,0,12,31,22,5,106,6,0,3,5,3,0,0,0,0,15,30,17,58,48,35,48,44,27,5,311,5,3,27,18,10,25,3,0,0,93,4,5,21,19,10,15,4,0,0,86,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,9,11,49,42,25,40,9,4,0,190,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,9
UCL321011,5,8,17,45,47,35,0,0,0,160,10,0,0,0,0,3,0,0,0,25,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,26,10,22,46,60,42,4,0,0,201,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,20,12,19,46,58,44,4,0,0,211,10,0,3,0,4,14,27,13,3,80,0,0,3,5,0,4,0,4,0,21,34,12,26,57,65,61,32,21,3,313,0,3,5,24,36,14,0,0,0,83,17,3,11,22,22,9,0,0,0,81,0,0,0,6,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,16,10,15,52,60,27,6,0,0,180,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8
UCL321012,0,9,7,9,8,10,0,0,0,47,4,0,0,5,0,8,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,8,12,21,9,0,0,65,3,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,13,5,7,10,12,14,21,9,0,0,79,7,3,4,3,14,21,49,54,8,171,8,4,4,0,8,7,5,12,0,30,21,16,20,19,34,47,56,66,12,287,0,3,3,5,10,5,0,0,0,31,4,4,7,8,14,3,0,0,0,37,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,8,11,13,24,12,3,3,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
UCL321013,0,6,10,21,32,18,3,0,0,102,9,4,3,3,13,8,6,0,0,53,3,0,0,5,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,12,13,12,21,37,55,32,11,0,0,177,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,0,0,0,10,14,12,19,37,53,34,13,0,0,186,9,0,5,6,4,23,45,35,0,135,0,0,4,3,9,4,3,0,0,26,22,12,29,48,66,68,67,38,0,347,0,0,8,17,17,15,0,0,0,60,6,6,9,18,24,16,4,0,0,77,9,3,0,4,5,6,0,0,0,31,0,0,0,0,0,0,0,0,0,3,15,9,15,42,55,34,5,0,0,178,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL321014,5,8,34,33,16,15,3,0,0,106,3,3,0,7,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,3,14,37,36,23,19,3,0,0,136,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,9,12,38,36,26,26,3,0,0,151,4,0,4,3,0,11,18,5,0,47,0,0,3,4,8,0,0,0,0,15,12,18,42,41,33,33,21,11,0,212,0,3,23,20,22,3,0,0,0,67,3,8,14,8,8,0,0,0,0,43,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,5,35,31,24,10,3,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL321015,3,15,34,31,29,29,18,0,0,156,11,3,6,0,4,6,3,4,0,42,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,13,23,39,33,39,39,21,8,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,13,23,46,33,39,40,21,8,0,215,0,0,3,5,5,29,72,41,16,178,0,0,5,4,3,13,5,9,9,49,16,26,53,39,48,83,98,53,26,440,4,13,24,17,20,26,14,0,0,115,5,8,10,27,21,18,13,6,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,22,40,47,45,42,26,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
UCL321016,3,6,5,8,11,6,3,0,0,42,0,0,4,0,4,3,5,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,7,12,15,16,11,0,0,67,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,3,6,0,0,0,0,17,6,4,7,15,20,14,11,0,0,85,3,0,0,5,4,21,58,37,3,139,0,0,4,0,3,3,4,5,0,22,10,8,11,18,28,42,76,42,5,246,0,0,4,3,7,8,3,0,0,27,3,0,10,9,5,8,4,0,0,44,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,13,15,17,13,9,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
UCL321017,0,7,24,37,45,54,10,0,0,186,14,3,7,6,0,11,11,5,0,48,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,4,13,16,26,40,48,62,25,4,0,243,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,14,14,33,44,48,69,25,8,0,247,15,4,4,0,0,17,48,27,0,122,0,0,0,0,6,0,3,0,0,18,29,17,37,52,58,79,73,36,8,388,0,7,6,27,24,30,7,0,0,105,21,6,15,19,25,29,9,0,0,127,0,0,7,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,20,13,33,50,49,68,18,0,0,254,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,3,3,0,6,3,5,0,0,0,0,7
UCL321018,5,0,25,23,32,17,3,0,0,110,5,5,7,12,9,3,4,3,0,42,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,3,34,34,43,26,10,3,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,31,31,46,26,10,3,0,162,8,0,7,9,12,15,34,17,0,100,0,0,7,6,3,5,0,0,0,21,13,8,42,45,56,48,46,15,0,282,0,3,15,21,12,6,0,0,0,68,8,0,12,23,13,7,4,0,0,70,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,3,27,39,27,22,4,0,0,145,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,5
UCL321019,4,6,29,68,46,36,6,0,0,201,5,7,0,6,0,5,3,0,0,33,0,0,0,5,3,9,0,0,0,14,0,0,0,3,0,0,0,0,0,3,10,15,39,83,55,52,7,0,0,256,6,4,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,8,3,4,5,6,3,0,0,0,0,19,19,20,40,83,57,52,6,0,0,274,10,0,0,9,16,16,30,9,0,96,0,0,4,9,3,0,0,0,0,18,31,16,45,100,78,72,37,9,0,389,3,3,23,32,42,16,0,0,0,117,11,10,16,30,19,17,3,0,0,107,0,0,4,0,0,6,0,0,0,13,0,0,5,0,0,0,0,0,0,5,11,15,39,67,62,38,7,0,0,240,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6
UCL321020,5,8,18,27,33,25,5,0,0,118,12,5,8,5,5,17,5,0,0,51,0,0,4,3,8,0,0,0,0,15,0,0,6,0,0,0,0,0,0,7,15,12,28,37,50,39,13,0,0,193,0,0,6,0,0,3,0,0,0,10,6,0,0,0,0,0,0,0,0,5,5,0,6,0,0,5,0,0,0,19,23,13,35,38,52,42,13,0,0,208,6,0,4,7,11,20,60,26,5,132,0,0,0,4,0,0,6,3,0,15,28,15,42,45,62,68,66,28,5,360,0,6,6,17,26,13,0,0,0,71,15,7,16,21,19,24,3,0,0,90,0,0,7,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,17,10,30,35,40,39,3,0,0,182,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,4,3,3,0,6,0,0,0,0,12
UCL321021,0,7,16,30,28,33,3,0,0,124,4,3,0,0,7,3,0,0,0,22,0,0,0,3,3,0,0,0,0,8,0,3,0,3,0,6,0,0,0,9,8,13,23,35,35,46,11,0,0,160,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,8,13,21,36,35,43,11,0,0,164,13,0,0,4,5,15,40,22,7,100,3,5,11,13,4,10,3,5,0,50,14,11,32,57,45,69,50,27,7,313,0,0,7,17,19,8,0,0,0,59,8,7,12,17,16,10,3,0,0,71,0,0,3,7,4,5,0,0,0,17,3,0,0,0,0,0,0,0,0,4,13,4,25,36,44,24,7,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5
UCL321022,0,10,11,33,40,13,4,0,0,112,11,6,0,3,9,9,0,0,0,36,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,15,13,11,43,53,22,5,0,0,160,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,19,13,11,43,53,25,5,0,0,168,6,6,0,4,8,9,25,8,0,63,3,0,0,3,6,3,0,0,0,25,32,21,15,45,63,37,35,12,0,247,0,0,12,19,25,12,3,0,0,76,18,5,3,18,16,7,0,0,0,66,0,3,4,0,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,4,12,9,22,41,47,25,5,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,5
UCL321023,5,13,26,22,38,37,14,0,0,154,9,0,0,3,4,3,3,3,0,29,0,0,0,4,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,15,12,29,33,39,43,16,3,0,197,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,15,15,29,34,43,44,16,3,0,201,7,0,5,4,3,11,37,22,5,92,4,0,9,5,4,5,11,0,0,28,25,14,39,39,44,63,67,27,5,326,0,10,13,15,14,19,3,0,0,77,6,0,9,10,23,13,3,0,0,70,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,27,29,34,38,10,0,0,155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7
UCL321024,0,5,23,25,24,15,4,0,0,99,5,0,4,0,5,5,0,0,0,19,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,10,28,30,25,25,4,0,0,123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,7,10,29,28,23,28,4,0,0,127,10,7,0,6,10,15,19,14,4,77,4,0,0,0,4,0,0,0,0,9,17,13,30,33,35,41,26,20,8,216,0,4,9,14,18,0,0,0,0,49,4,5,5,9,6,9,0,0,0,42,4,0,4,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,6,23,23,28,15,3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL321025,0,3,8,10,11,13,6,0,0,48,0,0,0,0,8,9,0,0,0,26,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,7,8,16,23,32,5,0,0,80,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,6,3,7,7,22,23,33,5,0,0,91,12,0,4,5,6,27,64,21,0,136,0,0,3,5,0,0,0,3,0,12,8,7,9,25,26,62,74,29,0,240,0,0,8,10,3,11,0,0,0,34,4,0,6,11,3,22,0,0,0,41,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,13,12,11,33,4,0,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL321026,3,4,23,20,21,25,3,0,0,97,0,0,3,0,4,3,0,0,0,15,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,8,9,29,23,20,30,5,0,0,119,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,10,9,29,23,20,32,5,0,0,126,7,0,0,4,3,9,24,12,4,63,0,0,0,3,0,0,4,0,0,13,19,9,27,32,27,42,37,10,4,204,4,3,11,8,16,9,0,0,0,55,8,5,8,12,13,14,5,0,0,58,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,13,20,28,27,24,5,0,0,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
