UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL321027,4,6,19,33,33,22,4,0,0,122,4,3,3,10,6,0,8,0,0,34,3,0,0,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,9,11,8,25,47,51,24,10,0,0,182,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,11,8,27,47,53,24,16,0,0,193,9,5,8,3,8,18,27,30,5,111,7,0,3,3,9,3,0,3,0,28,32,19,34,58,66,45,37,28,5,325,0,3,18,23,33,21,0,0,0,91,12,0,11,20,18,17,3,0,0,83,8,4,5,4,8,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,15,6,29,51,55,41,9,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,4,6,0,0,0,0,0,9
UCL321028,7,16,51,37,40,34,8,0,0,194,3,0,3,3,0,0,0,0,0,23,0,4,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,14,22,60,43,41,39,13,4,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19,60,49,38,39,13,4,0,243,9,5,0,0,0,14,27,9,6,69,6,7,11,10,9,12,6,0,0,67,32,33,68,60,47,63,49,16,7,375,0,7,29,16,25,12,4,0,0,91,10,0,21,28,9,13,5,0,0,87,0,3,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,15,17,43,49,40,29,12,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
UCL321029,0,0,3,8,15,28,7,0,0,66,5,3,3,0,10,21,3,5,0,50,4,3,0,0,7,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,6,9,9,10,32,50,17,4,0,135,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,13,6,7,7,15,32,60,20,4,0,141,3,5,4,0,13,38,88,44,8,200,0,0,0,0,4,7,3,4,0,27,10,12,12,14,48,96,111,54,12,373,0,0,3,7,18,19,6,0,0,50,10,0,0,10,16,22,12,0,0,75,0,0,0,3,5,9,0,0,0,15,0,0,0,0,0,0,0,0,0,4,8,4,13,15,41,49,13,5,0,149,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,4,0,0,0,15
UCL321030,3,4,11,19,10,14,0,0,0,59,0,0,5,0,8,8,9,0,0,31,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,10,18,23,23,11,0,0,98,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,4,0,0,0,16,4,10,13,21,21,28,7,0,0,110,11,4,5,8,11,18,30,8,3,108,0,0,0,0,5,0,0,0,0,4,22,12,13,32,40,44,40,13,6,224,0,3,7,11,10,10,0,0,0,43,0,0,0,7,12,9,0,0,0,27,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,12,26,24,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5
UCL321031,0,13,26,36,28,21,0,0,0,121,7,11,8,8,13,13,10,0,0,63,0,0,0,4,5,5,0,0,0,16,0,0,0,0,5,0,0,0,0,5,9,18,33,51,47,36,16,0,0,211,0,3,4,4,3,0,0,0,0,14,0,0,4,0,0,0,0,0,0,4,3,3,8,7,0,0,0,0,0,18,14,22,41,54,48,41,16,0,0,233,14,3,3,6,8,18,43,22,4,130,0,0,5,6,3,3,5,0,0,27,25,25,52,63,65,66,64,24,4,389,0,6,3,17,20,21,0,0,0,67,9,5,14,31,29,20,3,0,0,118,4,0,5,6,3,6,4,0,0,29,0,0,3,0,3,0,0,0,0,10,18,7,29,52,53,51,10,3,0,223,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,5,0,0,0,10
UCL321032,20,18,32,50,85,59,10,0,0,263,17,10,12,13,28,23,22,6,0,138,10,3,12,7,3,5,0,0,0,35,0,0,0,0,3,0,0,0,0,12,47,32,54,76,119,85,32,8,0,455,0,0,0,0,4,3,0,0,0,12,0,0,0,4,0,0,5,0,0,6,0,6,0,4,0,3,5,0,0,18,47,32,56,77,126,96,38,8,0,471,23,6,7,7,21,51,104,45,8,277,4,0,5,11,16,9,0,6,0,45,75,39,66,92,166,150,145,55,8,791,3,15,20,30,46,34,0,0,0,151,23,9,20,50,63,53,13,0,0,238,12,6,6,16,11,15,0,0,0,65,0,0,0,0,4,0,0,0,0,7,40,22,51,100,128,110,13,5,0,457,0,0,0,0,5,0,0,0,0,3,3,0,4,0,0,3,0,0,0,17,4,0,7,0,5,3,0,0,0,19
UCL321033,0,11,30,37,37,33,5,0,0,160,3,3,3,10,16,18,8,0,0,62,0,0,0,4,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,21,34,51,60,55,12,0,0,241,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,17,42,51,59,55,12,0,0,249,15,0,4,3,15,20,42,26,0,125,0,0,0,3,10,6,6,0,0,26,22,19,43,64,86,83,65,23,0,399,0,9,11,25,35,19,0,0,0,94,7,0,30,36,23,33,9,0,0,146,0,0,5,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,8,9,11,39,65,57,52,12,0,0,259,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5
UCL321034,3,14,26,30,30,22,15,0,0,137,4,0,7,7,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,9,7,18,35,36,41,32,14,6,0,191,6,0,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,5,5,5,3,0,0,0,0,18,12,21,44,38,43,33,14,6,0,215,16,4,12,19,13,27,34,24,5,157,0,4,3,0,7,0,5,4,0,26,28,31,57,58,65,61,55,27,7,395,0,8,32,23,25,25,9,0,0,117,7,9,5,8,12,23,9,0,0,69,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,8,17,41,32,42,51,19,0,0,203,0,0,0,0,5,0,0,0,0,8,5,0,4,0,0,0,0,0,0,6,5,0,4,0,6,0,0,0,0,12
UCL321035,5,12,39,47,49,39,5,0,0,202,13,9,18,18,18,32,6,0,0,108,0,0,0,0,8,13,0,0,0,26,0,0,0,0,6,0,0,0,0,4,20,20,59,68,75,79,15,0,0,341,5,3,9,5,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,8,4,4,9,5,0,12,0,0,0,35,28,25,64,74,82,86,13,0,0,371,24,13,9,20,33,90,130,58,4,381,0,0,8,10,6,9,11,0,0,54,54,36,85,103,126,184,154,64,4,810,5,6,21,30,30,22,3,0,0,110,18,8,28,38,46,35,11,0,0,183,0,3,10,4,4,5,0,0,0,29,0,5,3,4,0,0,0,0,0,10,22,20,60,78,77,62,17,0,0,333,0,0,3,5,0,12,0,0,0,17,3,0,0,0,0,4,0,0,0,15,3,0,5,3,0,15,0,0,0,39
UCL321036,6,13,51,46,49,26,5,0,0,194,9,3,6,3,13,9,4,0,0,45,0,0,6,3,4,4,0,0,0,21,0,0,0,0,5,0,0,0,0,8,15,16,63,54,67,37,12,0,0,266,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,13,16,22,70,58,68,40,15,0,0,272,9,0,3,5,6,16,41,21,0,110,0,0,4,8,10,0,3,0,0,27,18,23,78,68,80,64,51,21,0,403,0,11,34,27,36,13,0,0,0,124,15,3,18,15,14,18,9,0,0,99,5,0,7,6,9,4,0,0,0,30,0,0,0,0,0,0,0,0,0,4,18,19,67,50,65,34,9,0,0,261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5
UCL321037,4,9,10,16,25,16,4,0,0,88,5,0,3,9,8,12,9,0,0,51,0,0,4,0,0,4,0,0,0,11,0,0,0,0,3,6,0,0,0,9,10,11,19,24,42,33,9,3,0,155,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,10,12,19,28,42,34,14,3,0,162,8,6,8,10,7,22,48,29,8,135,0,5,3,4,5,4,3,0,0,34,19,19,29,37,54,67,63,40,8,333,0,0,3,15,10,7,6,0,0,49,7,4,15,16,28,20,3,0,0,83,0,3,0,6,4,3,5,0,0,21,4,0,0,0,5,0,0,0,0,8,10,12,22,33,47,26,18,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321038,0,10,18,17,27,31,6,0,0,104,14,4,4,5,6,7,4,0,0,41,0,0,0,0,4,3,0,0,0,10,0,0,0,5,0,0,0,0,0,3,15,14,19,25,36,44,8,0,0,163,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,11,15,14,23,25,38,51,5,0,0,178,14,0,3,6,7,30,66,35,3,174,0,0,6,0,5,3,3,3,0,24,29,13,36,30,53,86,85,36,3,375,0,0,16,14,21,16,0,0,0,74,9,7,9,10,26,26,5,0,0,92,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,7,25,26,45,50,5,0,0,171,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,8,0,0,0,3,3,4,0,0,15
UCL321039,5,12,19,18,29,33,19,0,0,119,4,4,5,6,8,16,16,0,0,62,3,0,0,0,0,11,0,0,0,17,0,0,3,0,0,0,0,0,0,7,9,10,25,31,42,59,35,5,0,206,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,5,0,0,0,9,11,10,26,32,40,65,35,5,0,216,9,0,6,3,11,24,66,56,18,189,0,0,0,4,8,3,0,5,0,14,21,11,28,36,51,86,97,68,18,426,0,3,8,14,21,16,4,3,0,71,3,3,10,10,19,29,16,0,0,97,4,6,7,9,0,3,0,0,0,28,0,0,0,0,5,0,0,0,0,4,8,15,25,31,49,53,23,7,0,207,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,13
UCL321040,6,3,11,24,25,31,0,0,0,105,11,0,0,4,10,10,5,0,0,48,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,7,14,39,41,46,3,0,0,162,4,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,0,0,0,14,18,7,17,34,41,48,3,0,0,177,6,4,0,3,5,15,31,11,3,72,0,0,6,4,4,3,0,0,0,15,23,15,16,39,50,72,38,11,3,265,0,0,4,17,14,18,0,0,0,59,3,4,9,19,15,17,5,0,0,70,4,3,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,12,9,18,34,33,37,9,0,0,143,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,9,3,0,0,5,0,3,0,0,0,10
UCL321041,0,15,25,22,27,15,10,0,0,115,4,3,7,5,3,13,0,0,0,34,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,19,28,24,33,25,9,0,0,159,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,22,35,25,32,29,9,0,0,174,17,5,5,8,9,28,55,39,16,175,10,7,5,4,7,9,7,6,4,54,36,37,42,37,47,69,74,47,19,403,0,8,11,8,15,13,5,0,0,66,5,8,13,7,16,14,4,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,13,23,21,34,22,10,0,0,132,4,0,3,0,4,0,0,0,0,16,0,0,0,0,4,0,0,0,0,3,4,0,3,0,5,4,0,0,0,15
UCL321042,6,12,19,18,27,24,6,0,0,113,9,0,7,8,10,10,0,0,0,34,0,0,0,4,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7,18,17,24,24,38,30,6,0,0,156,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,23,24,24,38,35,6,0,0,163,8,0,5,8,10,17,23,19,5,87,0,0,3,0,0,0,0,0,0,15,26,20,31,35,53,54,29,20,8,269,0,7,12,9,15,11,0,0,0,71,9,7,10,15,8,10,3,0,0,64,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,11,23,23,27,30,26,5,0,0,143,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,4,5,3,3,0,0,0,0,0,10
UCL321043,0,15,6,27,30,36,7,0,0,133,17,12,0,3,12,5,7,0,0,56,0,4,0,0,5,0,0,0,0,12,0,0,0,0,0,4,0,0,0,6,20,26,14,39,45,50,13,6,0,205,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,17,29,12,40,47,54,15,6,0,217,17,7,8,3,3,13,23,16,0,90,0,0,0,0,4,0,0,0,0,13,39,35,18,40,54,64,41,17,0,312,0,5,10,14,24,16,3,0,0,80,12,5,3,15,27,18,0,0,0,83,4,5,0,4,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,5,15,13,21,34,60,37,3,0,0,187,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9
UCL321044,4,8,24,16,34,46,5,0,0,138,4,7,3,11,15,21,6,0,0,63,0,0,5,0,9,9,0,0,0,16,0,0,0,5,0,5,4,0,0,14,12,14,28,33,55,77,14,0,0,228,0,5,5,5,9,13,0,0,0,39,0,0,0,0,0,0,0,0,0,14,4,5,5,4,15,11,0,0,0,49,11,20,33,36,73,92,14,0,0,285,17,8,14,32,55,119,218,71,6,543,14,3,3,10,12,33,22,10,0,106,39,34,53,81,136,244,255,86,6,932,3,8,12,17,19,12,5,0,0,65,7,7,8,20,39,40,3,0,0,128,0,0,0,0,0,9,3,0,0,11,0,0,3,0,0,0,0,0,0,9,9,15,26,41,61,59,12,0,0,218,4,5,3,3,7,4,0,0,0,21,3,0,0,0,0,7,0,0,0,15,0,5,4,4,10,9,0,0,0,39
UCL321045,9,4,38,61,58,39,3,0,0,220,8,11,5,15,4,15,0,0,0,52,4,0,3,4,8,0,0,0,0,17,0,0,4,0,0,0,0,0,0,8,18,17,42,80,72,50,11,0,0,287,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,19,16,48,86,74,50,11,0,0,298,12,3,4,3,5,12,28,11,0,83,9,0,0,8,0,3,0,0,0,23,36,20,49,94,78,67,40,15,0,402,7,3,40,39,47,25,3,0,0,159,27,4,18,36,24,19,3,0,0,128,3,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,29,10,65,86,68,37,9,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9
UCL321046,8,3,9,15,36,26,8,0,0,99,9,0,0,0,0,3,4,0,0,23,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,6,14,13,42,33,9,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,6,14,13,42,32,12,0,0,138,6,0,0,0,3,16,41,20,0,94,0,0,0,3,0,0,3,4,0,12,27,7,15,13,52,46,57,27,0,245,4,5,11,7,21,17,0,0,0,62,13,3,7,11,21,13,4,0,0,69,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,9,14,21,44,36,3,0,0,137,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,6
UCL321047,10,15,26,18,18,18,8,0,0,112,8,4,9,0,5,9,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,14,21,31,19,26,29,10,5,0,157,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,23,30,23,28,31,10,5,0,170,5,0,0,0,10,14,38,27,6,105,0,0,0,0,4,6,0,0,0,20,28,22,37,29,41,53,57,30,4,299,0,4,16,10,16,12,0,0,0,61,5,3,17,14,17,14,4,0,0,78,0,3,4,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,7,11,40,26,30,29,7,0,0,156,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,3,4,0,0,0,0,7
UCL321048,0,5,12,15,4,0,4,0,0,45,3,0,3,0,0,3,0,0,0,18,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,17,15,14,9,4,0,0,68,4,3,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,5,3,4,0,3,0,0,0,0,20,9,10,20,16,15,12,4,0,0,86,7,4,4,6,11,14,39,26,3,115,0,0,3,4,0,4,5,4,0,21,19,10,21,26,25,33,41,28,7,218,0,0,3,10,0,7,3,0,0,32,6,0,12,4,10,6,6,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,18,15,13,19,3,0,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
UCL321049,0,9,29,20,23,18,0,0,0,96,0,0,7,0,3,3,7,0,0,22,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,12,36,27,27,25,5,0,0,132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,33,24,27,24,5,0,0,135,9,0,4,0,8,4,15,15,0,55,0,0,9,3,7,0,0,0,0,24,13,13,39,28,41,31,22,17,0,212,0,3,19,12,15,18,0,0,0,57,4,6,5,12,6,12,0,0,0,51,0,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,10,30,21,20,29,4,0,0,122,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,7
UCL321050,4,12,39,25,26,25,9,0,0,137,6,0,11,0,4,3,0,0,0,24,0,0,0,0,0,4,0,0,0,5,5,3,0,0,0,0,0,0,0,9,14,16,46,27,39,33,10,0,0,174,0,0,4,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,14,11,15,52,29,42,34,10,0,0,190,8,5,0,0,3,14,20,12,4,74,5,7,4,0,6,4,8,0,0,41,28,22,54,31,49,52,41,17,3,307,0,6,12,16,20,16,0,0,0,76,5,6,17,6,13,16,0,0,0,66,0,5,3,0,3,0,0,0,0,12,0,0,0,0,6,0,0,0,0,6,5,16,36,25,44,31,3,0,0,158,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,13
UCL321051,3,11,13,15,18,14,6,0,0,78,0,0,0,4,0,10,12,0,0,34,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,12,20,18,25,34,17,0,0,128,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,12,21,18,28,34,16,0,0,133,28,0,3,6,14,24,63,36,6,185,12,0,3,3,5,5,5,6,3,46,44,12,24,25,45,64,87,45,15,362,0,0,12,14,15,12,3,3,0,61,6,5,13,9,16,38,9,0,0,91,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,5,27,20,32,55,13,3,0,162,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,5,0,0,0,8
UCL321052,0,10,23,19,18,6,0,0,0,72,0,0,12,8,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,12,30,26,26,12,0,0,0,110,3,6,4,10,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9,8,3,7,10,5,3,3,0,0,32,8,21,38,26,30,14,8,0,0,136,26,11,23,27,23,17,13,3,4,144,0,3,4,3,5,0,0,0,0,21,36,29,69,57,63,31,17,3,4,302,0,8,17,9,12,0,4,0,0,56,0,0,10,4,4,3,0,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,13,37,14,19,9,4,0,0,94,0,0,9,10,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,3,3,0,0,27
UCL321053,3,10,24,14,20,10,4,0,0,84,6,0,7,3,0,9,0,0,0,20,0,0,0,3,5,0,0,0,0,7,0,3,3,0,6,4,0,0,0,14,9,13,35,20,19,24,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,35,25,27,24,0,0,0,130,11,15,7,3,0,8,6,4,0,57,0,0,4,4,4,4,0,0,0,12,20,22,45,30,28,34,12,6,0,200,0,10,16,16,16,3,0,0,0,66,0,9,7,8,10,3,0,0,0,36,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,9,19,32,28,19,13,0,0,0,116,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9
