SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED40013,0,15,0,775,36,5,5,29,4,16,0,8,4,22,144,285,0,0,5,3,0,0,0,0,0,0,20,35,1213,305,49,1646,203,843,69,299,52,459,179,5314
SED40014,3,9,0,261,33,12,0,53,3,14,4,16,4,24,144,308,3,0,0,0,0,0,0,0,0,0,3,12,419,227,18,764,88,325,55,196,33,313,155,2573
SED40015,0,5,0,308,89,13,8,89,10,15,4,12,7,16,269,521,3,0,0,5,0,0,0,3,3,12,11,31,706,185,45,1257,149,366,83,148,41,194,287,3455
SED40016,5,15,6,395,42,10,8,35,0,22,7,8,3,32,123,292,4,0,0,5,0,0,0,0,0,7,13,29,871,250,39,1179,125,795,68,327,42,497,154,4356
SED40017,6,4,4,391,70,18,5,120,13,34,6,18,7,17,259,556,5,0,0,5,0,0,0,0,0,3,8,34,879,190,46,1438,170,531,55,219,64,270,290,4140
SED40018,0,14,0,960,47,10,5,43,7,18,10,9,0,13,121,271,0,0,3,3,0,3,0,0,0,5,6,20,945,218,36,1357,174,463,64,200,30,287,138,3902
SED40019,7,9,0,524,47,9,4,36,4,14,3,15,7,37,238,413,4,0,6,0,0,3,5,0,0,10,20,49,741,105,44,851,147,503,57,156,58,399,273,3322
SED40020,5,7,0,307,52,10,4,51,5,31,0,14,8,23,223,426,4,0,0,7,0,0,0,0,0,5,14,33,696,184,35,1048,133,531,60,196,61,307,250,3518
SED40021,4,13,0,880,41,0,3,29,7,18,3,8,4,17,139,267,4,0,4,5,0,0,0,0,0,0,7,24,1097,315,36,1489,177,653,60,251,39,334,154,4601
SED40022,13,16,3,1468,76,13,3,97,9,31,6,14,0,17,210,478,6,4,7,7,3,0,0,0,0,4,5,29,1174,267,39,1787,192,529,75,216,33,241,227,4783
SED40023,0,3,0,382,42,9,4,51,7,28,3,14,3,23,150,330,0,0,3,0,0,0,0,0,0,0,7,19,802,205,32,1337,154,575,52,221,34,341,167,3934
SED40024,0,7,0,426,45,6,7,46,15,26,10,15,3,13,170,361,4,0,4,4,3,0,0,0,0,0,9,28,883,226,49,1402,211,648,82,223,57,337,191,4306
SED40025,7,5,0,738,65,18,0,76,5,23,3,12,4,15,243,470,0,0,0,3,0,0,0,0,4,0,6,18,1067,275,51,1683,228,634,102,189,45,209,253,4731
SED40026,0,8,0,924,58,12,4,65,11,19,3,6,10,20,172,377,5,3,4,6,0,0,0,0,0,4,10,27,1286,196,39,1648,221,646,72,199,45,301,186,4841
SED40027,0,14,0,619,34,11,0,30,3,27,3,8,0,27,138,281,0,0,0,0,0,0,0,0,0,3,13,17,775,188,25,1184,131,462,60,173,33,314,156,3496
SED40028,0,5,0,466,57,6,4,41,6,33,6,8,3,18,195,372,5,0,0,7,0,0,0,0,4,7,8,27,931,140,39,1223,176,630,61,184,59,290,209,3937
SED40029,0,10,0,333,96,10,3,126,16,17,3,8,3,16,175,473,5,0,0,4,0,0,0,0,0,8,20,39,792,161,64,1390,120,504,70,173,39,208,208,3731
SED40030,3,5,0,423,47,9,0,73,10,26,3,16,3,22,208,426,0,0,0,6,0,5,0,0,0,0,9,22,732,267,31,1323,166,500,82,191,43,292,223,3860
SED40031,0,20,4,1150,50,19,0,35,7,24,0,8,4,22,130,298,5,0,0,6,0,0,0,0,0,4,6,18,1270,297,28,1758,206,695,54,248,34,392,143,5131
SED40032,6,12,0,913,37,4,4,33,3,7,3,8,4,12,109,230,0,0,0,0,0,0,0,0,0,3,4,13,825,198,23,1171,168,474,50,183,31,220,127,3458
SED40033,0,6,0,371,57,8,0,65,8,13,4,9,4,7,130,311,4,3,5,3,0,0,0,0,0,0,4,21,798,172,40,1308,151,431,64,170,38,187,144,3506
SED40034,3,5,0,197,45,11,8,57,5,16,0,9,5,24,179,364,4,0,3,3,0,3,0,0,0,12,6,26,424,141,47,811,105,275,32,150,41,293,193,2511
SED40035,6,12,0,483,42,7,0,44,0,26,4,10,3,25,133,300,4,0,3,5,0,3,0,0,0,3,7,36,906,254,35,1385,197,611,77,219,51,335,151,4225
SED40036,0,14,0,344,23,6,3,36,7,33,0,21,9,35,165,335,0,0,0,4,0,0,0,0,3,3,13,33,1009,274,31,1316,158,957,76,419,66,739,197,5249
SED40037,6,12,0,580,36,6,0,45,0,8,0,13,0,21,141,287,0,0,0,3,0,0,0,0,0,0,4,18,828,173,25,1098,184,505,51,201,49,345,158,3618
SED40038,0,4,0,156,22,5,5,32,8,27,6,26,6,51,165,355,0,0,4,0,0,0,0,0,0,8,20,40,702,224,34,919,98,871,58,470,78,931,200,4589
SED40039,0,7,0,157,36,13,0,47,9,14,4,4,7,24,144,307,0,0,0,0,0,0,0,0,0,6,12,22,602,216,27,1097,148,538,64,224,52,411,158,3555
SED40040,0,8,0,722,83,11,5,103,12,32,6,16,0,19,214,506,9,0,0,0,0,4,0,0,0,0,6,22,1140,204,50,1672,178,545,84,180,63,230,223,4562
SED40041,0,0,3,242,61,10,3,42,9,19,3,10,5,26,264,459,7,0,0,4,0,4,0,0,4,8,18,43,587,112,23,848,114,363,61,151,45,318,297,2925
SED40042,0,0,0,254,43,9,3,47,3,23,10,15,11,39,194,388,5,0,0,0,0,0,0,5,3,9,23,36,804,169,47,1079,147,776,78,322,91,534,237,4292
SED40043,5,3,0,643,37,6,3,42,5,22,6,19,5,28,167,334,0,0,0,4,0,0,0,0,0,3,7,21,1147,347,55,1591,228,807,71,320,58,373,192,5188
SED40044,11,28,0,2158,55,5,0,53,3,26,5,12,8,18,149,333,0,0,0,0,0,0,0,0,6,0,4,14,1162,232,27,1634,169,637,55,203,39,219,158,4533
SED40045,7,17,0,1704,84,9,0,59,12,24,11,4,3,18,161,394,3,0,5,4,0,0,0,0,0,0,12,27,1351,293,42,1968,217,577,62,211,42,213,178,5161
SED40046,5,9,0,736,26,8,4,27,3,17,4,8,0,24,118,231,0,0,0,0,6,0,0,0,0,0,13,20,889,235,34,1324,168,530,65,225,28,346,138,3986
SED40047,5,7,0,591,37,13,8,53,10,13,4,9,10,20,139,321,0,0,0,0,0,0,0,0,0,3,8,17,1058,240,37,1543,184,668,71,246,56,335,160,4585
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,6,0,437,33,13,6,56,5,25,4,17,4,28,330,517,0,0,3,0,0,0,0,0,0,5,11,22,725,199,39,1279,129,551,64,175,41,211,352,3757
SED50202,5,13,0,427,36,4,8,46,8,31,5,10,10,30,488,679,3,4,3,0,0,0,0,0,0,0,16,25,857,212,43,1345,202,1321,77,313,110,467,520,5479
SED50304,4,16,4,1083,37,10,0,40,3,20,6,9,7,26,233,389,0,0,3,8,0,3,0,0,0,7,15,36,934,283,35,1610,192,807,51,250,56,373,267,4857
SED50405,31,7,0,1188,94,11,12,66,12,56,4,10,15,26,1090,1386,4,0,0,3,7,3,0,0,6,5,25,49,1721,233,83,2273,325,1487,108,274,167,286,1128,8096
SED50502,12,8,0,766,44,10,3,43,9,38,5,11,3,35,340,542,5,0,3,0,0,0,0,0,4,8,27,49,1023,268,34,1476,193,924,70,308,61,440,380,5179
SED50605,10,55,3,2579,66,9,5,54,5,33,0,16,0,37,336,570,3,0,0,3,0,0,5,0,0,0,10,24,1350,244,27,1971,177,1006,69,312,45,461,359,6029
SED50702,14,22,5,873,38,5,4,29,13,27,6,15,0,27,327,490,0,0,4,0,0,0,0,0,0,0,14,33,966,206,42,1300,210,923,71,252,63,383,359,4770
SED50805,17,28,0,2186,46,11,0,68,8,28,3,7,0,13,326,516,6,0,4,0,0,3,0,0,0,0,3,12,1060,210,30,1860,187,715,58,157,42,209,334,4870
SED50906,7,7,0,693,74,8,0,76,3,33,7,10,3,25,419,664,0,0,6,4,0,0,0,0,0,0,12,27,843,160,40,1454,135,750,93,183,67,247,443,4417
SED51004,11,9,5,1553,93,13,12,107,17,39,5,13,4,28,572,900,9,0,6,7,0,0,0,0,0,0,20,58,1458,257,68,2147,244,979,104,233,74,287,605,6460
SED51104,14,8,0,1026,93,10,14,90,20,33,9,30,12,29,992,1331,6,0,10,6,0,3,0,0,0,0,35,62,1361,268,86,2120,326,1276,136,315,139,334,1041,7403
SED51205,7,22,0,667,39,5,4,39,9,31,9,20,7,30,388,582,0,0,0,0,0,0,0,0,0,0,25,39,1167,373,46,1539,205,1352,79,450,81,557,441,6289
SED51304,18,38,0,2686,59,10,0,92,13,37,4,17,5,24,386,647,4,0,7,5,0,0,0,0,6,4,19,43,1369,232,44,2433,266,827,63,208,62,289,416,6209
SED51401,9,4,0,354,151,13,9,133,7,39,9,4,3,30,280,670,3,0,0,4,3,3,0,0,0,0,19,36,702,106,42,1016,137,538,44,132,46,235,303,3307
SED51504,8,35,4,3252,44,10,5,84,4,44,6,16,3,12,298,520,6,0,3,9,3,3,0,0,0,0,11,33,1412,313,46,2321,172,1004,68,237,41,264,317,6188
SED51605,6,17,0,1546,77,8,7,77,10,41,15,11,0,16,512,780,0,0,4,7,0,0,0,0,3,4,12,33,1513,245,59,2334,318,1172,104,242,72,261,539,6871
SED51706,13,10,0,750,67,14,13,80,12,46,4,9,8,33,522,808,3,0,4,7,0,0,0,0,0,3,21,37,897,170,72,1651,202,806,99,185,84,269,558,4997
SED51804,27,74,4,3269,57,15,3,92,3,38,6,22,0,22,283,543,0,0,0,0,0,0,0,3,0,0,9,20,1165,243,31,1759,179,966,58,265,49,254,304,5265
SED51902,9,16,0,1254,92,11,11,86,6,45,5,13,9,25,692,994,0,0,4,4,4,0,6,0,3,5,25,49,1392,204,78,2073,246,1168,105,215,108,278,726,6598
SED52006,11,19,6,803,63,12,10,59,6,39,10,12,7,28,645,888,3,0,0,4,0,0,0,0,0,0,11,25,777,159,51,1141,141,630,86,197,90,301,666,4241
SED52102,4,10,0,722,64,7,0,46,11,37,12,14,8,31,434,651,0,0,3,0,0,0,0,0,3,3,26,36,1132,187,41,1494,213,969,81,249,79,324,469,5238
SED52205,6,15,0,1213,34,6,3,47,4,23,5,12,3,27,283,444,0,0,0,3,0,0,3,0,0,0,11,24,789,267,40,1337,200,614,80,223,43,262,302,4160
SED52301,8,3,4,582,51,4,5,47,13,26,5,8,6,24,492,672,0,0,0,5,0,0,0,0,4,0,11,22,841,163,40,1132,133,524,90,162,58,223,503,3859
SED52404,3,13,0,1755,61,16,5,79,8,37,7,19,5,24,434,679,3,0,0,9,0,0,0,0,0,5,15,33,1216,244,53,2083,256,827,99,214,38,283,455,5763
SED52505,7,22,3,1996,109,12,12,67,18,52,0,17,7,31,695,1026,11,0,3,3,5,0,0,0,0,0,19,48,2303,345,73,2910,348,1668,122,358,100,374,735,9337
SED52604,16,14,0,1617,86,9,5,87,8,32,3,10,11,23,457,743,7,0,3,4,3,0,0,0,4,6,16,36,1254,221,39,1832,192,776,61,216,71,265,476,5418
SED52702,10,20,0,1544,68,17,11,84,13,35,10,17,3,27,444,724,4,0,7,8,0,0,0,0,0,4,9,32,1108,211,48,1762,194,795,98,180,55,294,458,5194
SED52803,9,3,3,1036,66,3,5,29,11,26,5,9,4,16,323,506,0,0,6,0,0,0,0,0,3,0,25,40,1001,97,45,1014,154,719,60,101,68,150,360,3759
SED52903,3,3,4,453,61,11,3,35,9,22,4,8,6,58,251,471,4,3,5,3,0,0,0,0,3,18,40,77,713,105,37,611,123,312,47,133,55,643,311,3097
SED53004,12,18,0,1484,57,19,3,69,7,34,5,11,7,38,391,646,3,0,0,4,4,0,0,0,5,0,10,29,1264,245,47,2051,248,755,85,197,50,333,406,5695
SED53105,7,14,0,970,52,3,8,60,14,49,7,15,10,20,593,823,6,0,0,3,0,0,0,0,3,7,20,37,1339,209,55,2015,275,1160,110,272,105,333,627,6506
SED53204,7,12,0,1404,98,16,16,66,17,36,4,14,8,31,493,791,0,0,5,0,0,3,0,0,0,7,28,49,1840,314,78,2539,297,1167,110,360,88,376,543,7715
SED53306,8,4,6,674,33,12,6,51,4,34,5,12,5,24,636,827,4,0,3,4,4,0,0,0,0,6,22,41,709,186,50,1198,160,771,82,221,97,358,669,4505
SED53402,3,10,0,1482,48,10,4,26,10,16,0,15,4,15,250,397,5,0,5,4,0,0,0,0,0,0,12,26,1048,212,36,1638,232,723,53,204,46,241,266,4693
SED53502,15,12,0,922,54,13,4,56,7,22,9,15,9,28,453,674,3,0,5,3,0,3,0,0,0,0,19,31,1103,177,46,1597,222,844,82,208,88,294,479,5139
SED53602,0,9,5,406,41,18,6,47,8,37,4,23,15,56,283,545,6,0,3,0,0,0,0,0,0,10,31,56,840,278,46,1253,128,1087,61,480,96,768,339,5376
SED53701,3,10,0,468,121,17,4,125,16,33,14,17,4,30,423,797,6,0,0,3,0,5,0,0,0,4,14,35,749,122,36,1052,126,549,68,119,72,201,449,3548
SED53802,5,23,4,862,45,4,8,43,5,24,0,13,6,37,285,483,0,0,0,6,0,0,0,0,0,3,17,35,1056,264,44,1489,197,918,67,330,61,527,314,5266
SED53902,3,24,0,1606,41,11,0,35,0,24,4,7,0,17,221,365,0,0,0,3,0,4,0,0,0,0,6,25,983,215,30,1484,199,766,49,204,42,245,234,4446
SED54006,22,4,0,729,76,7,7,91,19,45,10,18,15,55,620,956,5,0,6,5,0,0,0,0,5,4,21,47,907,150,41,1349,183,769,93,199,116,348,650,4796
SED54104,12,48,3,2878,56,10,3,56,5,28,0,11,0,12,228,419,3,0,4,3,0,3,0,0,0,0,12,24,1173,242,25,1621,167,1024,41,224,32,232,246,5029
SED54203,4,0,0,298,44,6,0,24,9,14,0,5,3,16,165,289,5,0,0,0,0,0,0,3,0,3,12,28,371,66,38,404,75,274,44,69,40,193,182,1756
SED54304,5,16,4,1772,26,9,0,35,5,14,0,4,0,17,219,325,0,0,0,5,0,0,0,0,0,0,3,13,931,193,22,1342,220,774,60,138,27,213,230,4136
SED54403,41,7,5,1941,85,3,9,37,10,33,5,5,7,11,397,611,4,0,6,7,4,0,0,0,0,0,23,52,1450,123,80,1330,275,872,101,100,106,174,438,5053
SED54505,17,47,0,2123,75,19,5,77,4,30,7,28,6,36,437,726,9,0,0,3,0,0,0,0,4,0,17,29,1721,315,36,2136,149,1311,66,377,73,452,469,7110
SED54605,6,8,0,576,54,8,0,48,6,23,8,13,7,29,396,597,0,0,0,4,0,0,0,0,3,7,18,30,632,126,32,948,141,726,82,203,85,370,412,3750
SED54701,0,5,0,452,152,18,8,146,12,30,3,8,6,16,260,655,10,0,4,9,5,0,0,0,6,5,12,45,801,141,48,1280,142,539,56,124,66,165,277,3646
SED54804,20,20,3,1952,49,11,0,54,11,19,0,10,4,9,330,493,3,0,5,4,0,3,0,0,0,0,10,27,1073,216,50,1848,255,739,69,153,43,178,346,4972
SED54905,14,36,0,2022,34,3,3,41,5,26,0,7,0,13,273,410,4,0,0,4,0,0,0,0,0,4,13,27,1022,197,37,1456,177,762,47,195,37,246,288,4467
SED55005,13,18,0,1343,59,12,8,77,13,54,8,17,17,43,549,852,4,0,4,9,3,0,0,0,3,0,21,48,1754,271,57,2139,235,1587,104,393,110,508,586,7744
SED55102,20,9,0,1125,88,11,13,94,13,49,10,18,10,35,775,1121,10,0,5,10,0,3,0,0,4,0,23,61,1457,199,80,1931,233,1095,105,262,101,278,820,6554
SED55202,4,16,0,528,40,10,9,46,8,43,3,25,14,44,409,637,7,0,5,0,0,0,0,3,3,4,22,41,982,239,51,1348,148,1321,72,453,97,598,458,5772
SED55306,12,8,0,718,67,23,11,84,12,27,5,9,5,29,587,872,3,0,4,9,0,7,4,0,0,0,11,42,848,280,58,1645,155,569,133,201,67,201,605,4770
SED55405,8,9,0,1111,32,9,3,26,4,16,0,4,5,19,267,384,0,0,0,0,0,0,0,0,0,0,9,16,855,237,35,1357,197,755,63,256,51,259,291,4350
SED55504,14,10,6,1202,94,15,14,87,16,32,14,15,9,33,632,953,9,0,9,0,0,0,0,0,5,0,30,58,1602,287,98,2290,261,1027,113,268,110,315,682,7052
SED55605,28,11,4,1195,87,19,6,78,7,36,11,20,6,21,831,1127,7,0,0,5,4,4,0,0,3,3,25,50,1353,186,60,1836,249,1193,115,249,146,319,868,6568
SED55706,6,3,0,386,77,22,9,82,8,24,6,17,6,26,425,712,5,3,0,0,0,0,0,0,0,0,22,32,712,307,62,1289,134,533,97,231,69,220,457,4109
SED55802,12,11,3,961,77,10,4,62,7,49,9,16,15,39,660,933,4,0,9,0,0,0,4,0,3,3,32,51,1630,304,53,2174,284,1394,98,338,105,443,716,7547
SED55905,11,11,0,931,36,12,5,46,8,20,3,13,6,34,279,468,3,0,0,9,0,0,0,0,0,0,9,27,877,190,43,1473,221,735,70,196,57,327,303,4490
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,0,0,4,428,26,4,0,38,3,5,0,5,0,13,99,201,0,0,0,3,0,5,0,0,0,0,3,12,519,137,13,875,96,338,21,127,18,157,112,2406
SED60106,0,0,0,43,10,3,0,21,0,3,7,3,0,8,33,82,0,0,0,0,0,0,0,0,0,0,6,8,118,35,10,228,20,88,17,33,5,53,37,654
SED60113,6,5,0,539,56,12,3,62,9,20,12,8,4,22,170,369,0,0,0,0,0,0,0,0,0,0,8,17,811,239,38,1422,176,528,74,222,38,256,179,3983
SED60115,0,3,0,304,29,10,0,55,7,27,3,5,9,31,111,292,0,0,4,0,0,0,0,0,4,3,12,30,596,233,35,1041,115,544,50,267,66,499,138,3593
SED60207,0,0,0,337,46,5,5,54,9,20,4,9,11,21,176,369,8,0,3,3,0,0,0,0,0,4,9,26,711,178,41,1197,134,469,81,226,53,317,193,3591
SED60208,0,7,0,317,50,6,6,59,0,19,3,12,6,18,201,387,3,0,0,3,0,0,0,0,0,8,10,25,570,145,41,1134,160,451,62,168,35,276,219,3260
SED60209,4,7,3,337,66,12,0,80,9,27,8,18,6,17,205,444,5,0,3,0,5,0,0,0,0,5,4,16,654,144,49,1135,156,537,64,172,55,330,226,3533
SED60301,3,0,0,150,21,6,0,22,5,9,0,5,0,13,46,122,0,0,0,0,0,0,0,0,0,0,0,5,355,116,11,501,73,262,21,102,20,156,55,1666
SED60302,0,9,0,302,50,18,4,34,10,24,5,14,5,26,98,267,0,0,3,0,0,0,0,0,0,0,12,24,631,290,39,1047,126,543,50,270,42,364,117,3523
SED60303,8,17,0,1022,32,14,0,37,3,17,3,0,0,9,118,242,0,0,0,0,0,0,0,0,0,0,4,9,823,357,29,1119,118,345,54,182,35,164,133,3358
SED60304,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,4,6,4,0,0,3,0,42
SED60310,7,13,0,772,30,3,0,30,3,6,0,3,0,8,93,192,0,0,0,0,0,0,0,0,0,0,9,8,497,160,11,730,64,271,25,136,22,136,101,2159
SED60404,7,10,0,514,48,17,3,67,10,31,4,21,6,26,148,389,0,0,4,5,0,0,0,0,0,0,12,22,774,347,53,1377,139,533,69,264,61,312,166,4099
SED60410,0,4,0,290,38,9,3,19,0,7,4,8,3,12,51,140,0,0,0,0,0,0,0,0,0,0,4,4,383,117,23,619,76,213,24,82,14,112,55,1716
SED60411,0,11,0,657,42,14,0,43,3,15,0,8,0,21,106,248,0,0,0,0,0,0,0,0,0,3,3,4,761,225,28,1188,166,349,65,146,25,258,110,3319
SED60414,5,12,0,522,48,15,3,54,7,21,3,5,0,13,103,277,0,0,0,0,0,0,0,0,0,5,12,11,735,209,41,1095,154,364,51,152,32,227,120,3185
SED60501,0,0,0,135,35,12,0,37,3,31,8,3,13,26,81,247,0,0,0,0,0,0,0,0,0,6,4,18,332,119,22,575,66,319,49,151,50,306,102,2081
SED60505,3,0,0,172,5,0,0,14,0,11,0,6,0,6,49,99,0,0,0,0,0,0,0,0,0,0,0,4,295,59,11,482,56,135,10,41,14,91,50,1242
SED60506,7,0,0,208,38,17,4,65,11,19,0,9,8,23,128,312,0,0,0,0,0,0,0,0,0,9,9,20,511,148,28,964,126,426,45,176,53,264,149,2903
SED60508,0,0,0,51,7,0,0,5,0,4,0,0,0,3,18,48,0,0,0,0,0,0,0,0,0,0,0,3,93,25,3,153,19,69,12,40,14,55,21,515
SED60512,0,3,0,272,73,18,8,75,12,20,3,17,10,30,128,395,4,0,0,6,0,3,0,0,0,0,10,28,649,207,51,1144,179,456,55,204,51,299,145,3447
SED60514,0,3,0,141,23,7,0,15,0,9,3,4,0,3,35,101,0,0,0,0,0,0,0,0,0,0,0,4,286,60,13,434,71,134,22,46,9,64,41,1181
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,0,0,0,23,5,0,0,3,0,0,4,12,5,54,5,89,0,0,0,0,0,0,0,0,0,17,15,34,63,21,14,44,8,91,9,83,28,518,30,915
SED70002,0,0,0,251,22,0,0,9,3,4,0,0,0,0,80,129,0,0,0,3,0,0,0,0,0,0,6,11,424,34,7,266,55,148,8,30,6,32,91,1096
SED70003,0,0,0,55,10,0,0,3,0,5,0,8,5,15,21,64,0,0,4,0,0,0,0,0,0,5,4,11,124,26,22,96,17,121,3,74,18,454,27,977
SED70004,0,0,0,39,7,4,0,0,3,10,0,7,0,35,18,85,0,0,4,0,0,0,0,3,0,4,25,31,117,25,16,47,17,69,0,54,13,329,55,732
SED70005,0,0,0,217,17,0,4,12,3,9,0,3,0,3,108,155,0,0,0,0,0,0,0,0,0,0,0,4,387,27,19,195,62,144,19,35,12,32,115,1031
SED70006,6,0,0,168,19,0,0,7,4,4,0,0,0,3,56,101,0,0,0,0,0,0,0,0,0,0,6,8,295,45,17,205,41,120,8,26,12,56,60,883
SED70007,0,3,0,216,15,0,0,4,0,4,0,0,3,0,112,144,0,0,0,0,0,0,0,0,0,0,0,0,429,39,16,260,54,171,18,24,17,28,112,1167
SED70008,0,3,0,290,22,0,0,8,4,10,0,5,4,9,109,168,0,0,0,0,0,0,0,0,0,0,5,4,396,40,11,262,52,152,11,30,8,68,113,1159
SED70009,5,0,0,73,22,10,0,3,0,4,0,3,0,44,56,150,4,0,0,0,0,0,0,0,0,12,7,26,163,34,9,98,19,101,9,39,17,304,71,861
SED70010,0,0,0,117,10,4,0,4,5,4,0,0,6,3,76,104,0,0,0,0,0,0,0,0,0,0,6,4,254,38,5,143,40,132,10,46,15,50,79,812
SED70011,9,7,0,289,18,0,0,8,0,0,0,0,0,5,62,96,0,0,0,0,0,0,0,0,0,0,0,5,281,32,7,170,44,102,10,25,14,45,62,794
SED70012,0,3,0,215,19,0,0,8,5,7,0,0,0,7,62,97,0,0,0,0,0,0,0,0,0,0,5,0,298,33,20,187,46,98,7,17,5,21,71,799
SED70013,5,6,0,287,35,0,0,13,0,8,0,4,4,8,110,189,0,0,0,0,0,0,0,0,3,0,6,9,431,25,15,229,64,124,12,36,19,54,119,1131
SED70014,0,0,0,10,5,0,0,8,0,13,0,9,0,25,16,71,0,0,3,0,0,0,0,0,0,7,23,35,50,22,3,33,0,70,3,85,16,380,40,717
SED70015,6,6,0,185,22,0,0,3,4,8,0,4,0,4,59,107,0,0,0,0,0,0,0,0,0,0,6,14,284,45,9,209,41,153,11,41,15,74,70,948
SED70016,0,5,0,139,25,3,0,6,4,7,0,3,0,3,66,111,0,0,0,0,0,0,0,0,5,0,0,10,275,37,8,183,36,137,10,53,10,96,71,915
SED70017,3,0,0,111,26,4,3,8,0,3,3,0,4,7,78,131,0,0,0,0,0,0,0,0,0,0,4,4,254,28,16,115,39,101,10,25,16,84,100,779
SED70018,0,0,0,107,13,3,0,7,0,13,0,9,0,40,37,124,0,0,0,0,0,0,0,0,0,3,11,14,206,20,14,128,16,121,4,80,14,347,54,1003
SED70019,0,3,0,147,26,0,0,11,0,7,3,9,0,17,52,110,0,0,0,0,0,0,0,0,0,4,10,16,278,44,9,150,27,99,12,57,12,192,64,946
SED70020,8,4,0,326,23,4,6,11,5,8,0,5,0,4,101,166,3,0,0,0,0,0,0,0,0,0,3,13,380,38,25,218,65,103,14,33,15,42,102,1036
SED70021,7,4,0,295,21,3,0,8,0,5,0,0,0,6,47,88,0,0,0,0,0,0,0,0,0,0,0,0,265,55,8,226,40,144,15,34,14,38,51,895
SED70022,0,3,0,192,14,0,0,5,0,0,0,0,0,0,69,89,0,0,0,0,0,0,0,0,0,0,0,3,235,34,9,176,24,145,13,34,12,21,72,759
SED70023,0,5,0,224,17,0,0,8,0,4,0,0,3,3,60,109,0,0,0,0,0,0,0,0,0,0,4,7,316,35,14,231,60,125,14,41,10,67,64,973
SED70024,0,0,0,359,28,3,0,9,0,10,0,0,0,0,148,204,0,0,0,0,0,0,0,0,0,0,7,9,643,49,24,370,103,205,29,27,15,27,160,1646
SED70025,0,6,0,363,24,0,5,10,0,9,0,3,0,7,99,153,0,0,0,0,0,0,0,0,0,0,0,7,546,31,8,305,67,195,22,46,15,64,104,1401
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,15,79,0,3634,151,16,13,83,21,52,5,18,9,39,258,660,6,0,0,0,0,6,0,0,0,4,17,45,3767,398,146,2937,622,1345,161,357,90,629,283,10738
SED80002,17,58,0,3713,119,10,15,56,17,29,3,19,12,27,248,548,6,0,0,0,0,4,0,0,0,3,17,37,3637,507,115,3081,602,1363,153,409,107,661,278,10917
SED80003,19,60,0,3943,85,11,0,53,9,21,8,10,5,13,200,423,4,0,0,0,0,0,0,0,0,3,8,21,2556,325,94,1966,412,898,103,286,69,334,214,7256
SED80004,14,92,7,5397,135,15,4,70,11,50,6,9,4,36,291,632,10,0,3,3,0,3,0,0,0,3,27,43,4022,459,120,3034,591,1326,144,354,85,546,339,11011
