SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED10060,26,109,4,4716,77,8,3,58,13,51,5,25,5,24,199,472,3,0,5,4,3,0,0,0,0,0,25,49,2237,296,76,1613,482,1525,88,381,97,427,236,7461
SED10061,0,19,0,861,175,17,8,107,12,42,5,24,3,32,281,706,4,0,7,9,4,4,0,3,0,8,33,74,1949,313,79,1950,289,835,100,354,84,581,339,6862
SED10062,46,109,0,3637,76,22,14,57,28,55,13,24,22,68,240,619,6,0,11,9,0,10,0,0,4,10,28,77,2368,591,252,2380,806,1631,385,635,394,1301,292,11045
SED10063,0,10,8,1594,148,8,4,120,18,36,7,23,5,47,381,796,14,3,3,7,0,0,0,0,3,6,26,68,2503,280,73,2824,427,1013,115,277,96,498,421,8523
SED10064,3,6,5,503,78,19,13,69,15,41,0,31,6,68,246,595,5,0,4,10,0,3,0,0,0,19,25,69,1262,476,67,1805,253,808,96,522,89,831,295,6506
SED10065,29,84,7,3068,56,17,24,43,14,53,14,28,22,64,336,673,5,0,10,6,0,3,0,0,4,9,55,97,3257,647,395,2301,836,3024,372,966,525,1796,445,14556
SED10066,14,41,5,2108,72,13,11,60,27,54,14,26,11,34,251,572,10,4,11,5,8,4,0,0,10,8,38,75,2310,470,187,2248,744,1547,314,521,236,806,314,9708
SED10067,24,101,4,4493,103,48,11,111,33,53,14,35,12,42,226,689,5,3,3,4,0,4,0,0,0,9,29,57,2309,698,120,2972,613,1351,260,518,141,605,270,9854
SED10068,9,16,0,1155,86,20,6,90,19,20,7,19,8,47,252,577,6,0,0,0,0,0,0,0,3,8,18,45,1804,466,79,2299,275,811,118,394,102,658,284,7297
SED10069,5,28,0,1071,95,24,14,101,26,49,11,22,12,60,348,760,4,0,7,4,5,6,0,0,7,6,20,55,1543,369,101,2231,377,1032,145,401,139,744,402,7485
SED10070,43,126,0,2463,54,9,23,41,25,57,15,28,32,125,256,656,8,0,10,4,0,5,3,3,0,26,72,130,2676,419,309,1857,679,2145,362,834,539,2811,367,13002
SED10071,34,95,12,6359,126,16,33,75,33,81,12,19,15,59,411,884,18,0,18,13,5,8,3,0,7,10,86,172,6927,767,433,4273,1493,3551,524,872,427,1291,549,21107
SED10072,33,100,3,2637,46,10,12,45,14,44,9,25,18,78,215,514,5,0,6,0,4,6,0,0,3,12,55,90,2042,581,197,1952,671,1604,356,805,384,1591,296,10478
SED10073,20,99,7,3812,56,11,14,35,20,45,15,25,14,53,263,568,15,0,6,7,4,7,0,0,3,6,48,92,3074,654,232,2419,715,2309,256,791,318,1355,341,12470
SED10074,35,77,8,3095,76,8,18,61,17,57,9,16,20,65,239,591,3,5,13,7,0,0,0,0,4,4,48,83,3166,500,261,2328,861,2057,368,630,352,1322,305,12163
SED10075,23,37,4,1819,94,12,7,89,32,44,17,28,13,56,330,729,0,0,3,5,4,9,3,0,7,10,33,75,2046,524,193,3057,871,1420,321,545,251,947,382,10559
SED10076,8,11,0,673,66,24,10,74,7,35,4,25,5,69,272,600,0,0,0,4,6,3,0,0,0,11,20,47,1250,465,82,2003,305,884,127,425,114,770,307,6723
SED10077,25,120,0,3438,64,28,11,52,16,46,9,29,26,80,282,641,5,0,12,4,5,4,3,0,11,7,59,102,2578,687,241,2002,606,1979,269,819,413,1570,370,11531
SED10078,14,71,0,3433,53,3,3,35,11,30,9,11,10,53,148,377,6,0,8,9,0,0,0,0,5,9,25,57,2107,457,130,1925,541,1222,187,425,179,902,187,8267
SED10079,4,29,6,1405,81,13,7,88,16,47,13,23,8,56,275,631,3,6,7,6,6,0,4,0,0,6,17,44,1600,410,111,2403,477,977,196,395,147,730,307,7754
SED10080,7,57,5,2354,32,11,6,21,15,24,0,12,3,14,117,251,4,0,0,0,0,0,0,0,0,0,21,30,1171,240,78,855,336,768,91,272,69,362,146,4388
SED10081,3,14,0,1132,145,19,6,82,14,25,5,21,8,31,344,689,9,0,8,3,0,7,0,0,3,10,21,69,2442,279,84,2466,397,1030,111,279,91,553,385,8116
SED10082,21,42,0,2913,110,37,13,110,26,51,16,20,10,45,236,673,9,3,14,7,4,3,0,0,0,0,21,61,2050,637,156,3002,672,1167,306,498,161,658,262,9566
SED10083,14,22,0,1434,70,14,11,88,26,48,11,17,6,60,216,579,3,0,0,4,4,3,7,5,3,5,21,47,1581,502,153,2483,651,1167,313,536,168,694,251,8508
SED10084,7,15,0,1235,85,21,14,99,17,46,12,27,9,46,315,700,5,0,10,8,3,5,0,0,0,5,43,75,1670,593,88,2528,365,961,202,458,116,646,383,8005
SED10085,10,15,3,1576,142,22,11,144,15,63,12,28,14,65,416,929,8,0,4,9,4,4,0,0,0,12,29,73,2035,314,109,2704,397,1339,179,326,136,617,464,8628
SED10086,34,123,10,5134,85,24,12,94,26,79,13,33,14,42,237,663,12,0,10,9,0,9,0,4,4,8,28,88,2027,469,125,2201,477,1611,146,483,123,467,291,8420
SED10087,0,16,3,1415,168,24,4,121,18,38,16,18,6,37,393,841,7,0,7,9,11,0,0,0,4,5,24,83,2573,294,83,2894,412,1065,90,319,91,554,446,8823
SED10088,30,77,6,5290,101,22,9,111,24,57,14,24,11,55,197,618,12,0,6,8,7,0,0,3,4,9,25,76,3061,646,160,3578,826,1635,273,540,180,745,242,11877
SED10089,8,25,0,1851,105,15,8,89,15,44,7,21,8,44,326,669,3,0,0,8,0,0,0,0,0,6,21,45,2079,491,94,3116,487,1291,180,498,116,738,366,9463
SED10090,42,135,5,6567,83,20,13,69,14,74,8,24,18,38,292,641,8,0,6,0,7,3,0,5,0,5,42,68,3331,569,134,2722,652,2138,151,535,174,838,350,11594
SED10091,26,49,0,2557,148,26,14,107,37,62,16,21,14,43,287,775,8,4,16,8,7,3,3,0,3,15,34,92,2468,620,202,3060,727,1413,319,489,221,745,346,10608
SED10092,5,42,0,1626,64,15,10,54,16,52,9,24,7,52,175,482,3,0,4,4,0,0,0,0,0,11,33,61,1466,406,138,2002,582,1249,242,565,204,1146,230,8221
SED10093,10,23,3,1270,92,22,9,84,22,42,15,18,19,55,286,662,4,0,11,9,0,4,3,0,4,13,34,83,1726,520,204,2302,694,1384,308,458,221,788,346,8940
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,16,31,5,2825,66,9,3,36,5,27,0,11,0,12,176,349,9,3,5,3,0,4,0,0,5,5,9,38,1599,243,57,1436,316,1094,78,235,70,388,200,5712
SED20207,19,38,7,3873,105,18,16,74,22,65,13,36,17,56,455,885,11,0,6,11,0,4,0,0,3,5,61,117,4675,645,158,4108,689,3336,175,827,230,1083,566,16491
SED20302,9,16,5,1489,119,29,22,145,22,76,15,32,21,54,408,935,11,0,9,11,0,7,0,0,8,10,69,135,3245,912,191,4406,783,2664,244,736,220,867,544,14795
SED20401,8,16,0,1420,65,12,11,83,13,40,4,15,6,31,161,443,3,0,4,13,0,4,0,0,6,8,20,50,1733,392,75,2827,401,1298,128,393,99,553,192,8090
SED20508,9,22,0,1511,102,30,4,113,12,51,14,15,9,50,199,595,3,4,4,13,3,0,0,0,0,5,17,57,1543,496,84,2903,400,946,156,319,99,482,229,7674
SED20604,7,7,0,966,102,18,9,109,13,34,4,19,4,28,283,636,9,0,7,8,0,0,0,0,0,5,23,59,1916,338,94,2500,401,912,109,311,82,405,310,7382
SED20704,7,9,7,1258,80,17,10,94,13,34,0,20,11,33,242,566,7,0,6,11,0,6,3,0,5,4,15,52,1770,451,91,2826,425,1094,131,382,110,475,275,8029
SED20804,4,6,0,743,69,17,8,71,9,34,12,16,8,33,195,467,6,0,10,4,0,4,3,0,4,8,16,56,1169,399,79,2135,291,829,145,330,94,462,227,6143
SED20906,12,38,10,3921,104,12,5,81,18,32,8,21,6,23,173,486,10,4,3,8,0,9,0,0,0,5,16,58,2801,457,68,3110,436,1386,113,398,77,565,211,9633
SED21001,16,48,10,3481,94,27,9,77,9,49,5,18,5,42,245,572,7,0,0,7,0,0,3,0,0,5,25,50,2371,479,56,2694,308,1349,102,529,84,744,287,9011
SED21106,23,99,9,4668,109,29,12,106,14,55,7,24,9,20,198,579,12,0,5,9,0,4,0,4,0,6,21,58,2162,367,57,2352,323,1315,74,364,60,397,229,7701
SED21203,5,64,0,607,27,10,6,36,11,45,4,38,31,134,202,545,4,3,4,3,0,3,0,0,3,37,87,156,786,374,59,1180,204,1923,95,1149,259,2597,344,8983
SED21303,0,38,3,2627,40,4,6,49,6,24,3,12,6,28,119,302,5,0,6,0,3,3,0,0,0,8,14,40,1616,372,62,2040,373,906,123,353,63,541,145,6588
SED21401,18,94,4,2650,60,21,14,70,6,61,7,17,11,59,252,572,10,0,4,15,5,3,0,0,3,10,36,80,1985,514,81,2333,274,1479,115,582,132,1076,310,8877
SED21503,12,31,0,1693,52,20,5,55,11,28,8,13,14,36,166,416,5,0,4,3,4,3,0,0,0,6,31,55,1585,407,71,2438,381,1176,122,447,90,707,212,7635
SED21608,3,15,0,1080,97,20,13,109,8,44,3,11,10,26,225,572,5,3,4,13,4,3,0,0,5,6,27,72,1578,342,79,2580,405,1140,115,352,107,528,272,7496
SED21706,17,43,0,4249,75,12,6,74,9,29,3,27,11,37,215,490,10,0,0,4,0,8,0,0,3,5,20,48,2568,409,64,2757,395,1345,71,452,76,609,248,9006
SED21805,4,14,0,1465,106,19,9,94,10,49,13,13,6,32,206,551,13,0,8,17,8,3,0,0,3,3,21,83,2026,379,99,2913,513,1400,133,350,98,486,244,8635
SED21906,16,47,8,3606,75,16,3,98,13,47,10,19,5,23,156,473,11,4,6,12,5,7,6,3,5,9,27,103,1929,439,75,2458,358,1122,108,342,63,366,206,7461
SED22005,7,46,0,1715,60,9,11,51,14,55,13,22,11,60,197,496,7,0,6,8,4,0,0,4,3,0,44,74,2051,437,71,2236,385,1583,118,613,134,1221,263,9115
SED22105,7,36,0,1812,136,17,19,107,26,99,12,48,27,62,539,1089,9,8,15,10,4,4,0,3,10,8,85,155,4579,934,180,5243,829,3870,241,1220,296,1304,684,19374
SED22201,3,16,0,1693,78,10,8,77,14,34,3,14,9,29,155,443,4,0,5,8,3,7,0,0,0,8,16,50,1689,377,83,2732,409,1288,107,323,79,478,194,7752
SED22305,3,38,0,559,47,12,14,33,10,47,3,27,22,78,231,517,0,4,3,5,0,8,0,0,7,23,59,107,1356,408,63,1536,227,2140,80,878,180,1615,338,8830
SED22404,6,16,0,920,95,25,15,116,23,52,13,39,16,44,199,642,16,0,14,11,0,11,0,0,0,6,24,85,1261,429,119,2270,326,912,156,336,102,427,236,6573
SED22501,20,42,0,3226,84,26,5,112,17,50,8,19,16,40,154,515,14,0,4,9,0,3,3,0,0,0,18,60,2180,427,68,3281,411,1238,126,385,88,470,184,8864
SED22607,17,47,8,3761,59,25,4,64,12,33,6,12,0,38,159,421,10,0,3,6,3,0,0,3,0,0,25,67,2245,364,79,2560,395,1147,99,359,90,541,205,8081
SED22704,5,10,0,747,105,26,14,98,15,46,12,16,11,37,260,638,11,0,3,11,3,5,0,0,3,14,30,92,1414,275,94,2029,319,943,126,323,119,517,324,6486
SED22802,5,20,0,1488,94,19,8,112,12,58,16,17,15,29,192,563,7,3,4,11,4,8,0,0,4,0,25,65,1751,358,79,3189,469,1276,133,365,101,426,226,8376
SED22901,6,41,0,1689,58,14,13,76,10,45,7,21,8,47,182,480,3,3,0,4,4,0,0,3,0,5,11,42,1978,442,76,2556,322,1355,96,445,107,657,204,8247
SED23007,10,48,0,1688,44,17,10,35,7,43,12,19,18,65,188,459,0,0,0,6,0,0,0,0,3,13,42,71,1754,452,99,1968,399,1501,112,639,146,1147,270,8491
SED23101,4,52,0,2362,62,19,7,63,3,40,8,15,6,40,216,482,4,0,4,0,0,7,0,0,0,5,15,41,2216,477,58,2465,256,1332,98,506,92,790,240,8531
SED23205,8,14,0,1194,68,11,0,74,9,35,6,21,11,34,164,422,10,0,6,8,3,0,4,0,3,4,18,55,1324,343,70,2189,379,956,121,278,82,500,200,6437
SED23308,7,19,5,1765,67,18,5,84,11,48,8,12,3,39,157,448,0,0,5,3,4,0,0,0,3,10,14,43,1346,352,61,2562,373,991,107,327,70,436,186,6813
SED23402,7,29,3,2260,138,26,14,154,19,46,7,26,17,39,260,743,10,0,11,15,5,3,0,0,0,9,43,95,2826,501,109,3946,617,2003,169,519,154,619,337,11802
SED23502,0,12,0,540,68,17,8,84,15,57,3,19,3,53,252,584,7,3,7,9,0,7,0,3,0,6,19,54,1053,332,83,1882,251,715,144,323,86,518,290,5684
SED23602,3,10,0,750,84,24,7,98,12,42,10,17,9,39,224,554,14,4,7,11,4,0,3,0,5,12,19,71,1185,305,92,1974,262,768,106,282,79,418,253,5721
SED23702,8,18,0,1453,95,17,12,113,12,58,14,27,9,49,223,621,13,4,11,15,3,3,0,0,10,6,29,92,1844,391,109,3332,519,1290,154,371,104,541,259,8917
SED23806,15,80,0,4339,91,11,4,88,9,57,8,18,4,30,214,534,10,0,3,8,0,11,0,6,0,0,13,57,2090,320,58,2256,320,1209,75,340,60,440,227,7399
SED23901,12,49,5,3305,70,9,8,72,10,41,3,19,9,33,197,470,3,0,4,8,3,0,0,0,0,7,19,55,2162,406,68,2811,404,1279,108,399,86,586,242,8541
SED24006,24,115,5,4348,95,10,3,86,15,60,9,26,5,52,315,678,10,0,0,14,4,11,0,0,0,4,20,60,2375,495,62,2448,267,1439,93,517,83,765,353,8901
SED24105,11,42,0,1535,73,17,17,54,11,56,10,26,18,50,274,604,3,0,3,3,3,6,0,3,0,13,43,80,2585,512,73,2257,306,1906,115,715,162,1379,349,10352
SED24207,10,46,0,1963,89,21,26,61,19,66,4,27,37,80,390,832,16,4,5,6,4,4,7,0,8,15,80,143,3306,686,168,3239,604,2917,199,1165,282,1686,527,14776
SED24308,5,23,5,1035,68,11,8,63,16,41,9,15,10,51,208,500,6,0,9,3,0,4,0,0,4,14,26,70,1415,310,89,2171,339,1230,128,451,108,837,258,7327
SED24408,0,9,3,641,109,20,11,133,8,35,4,17,3,29,161,530,6,0,0,11,3,6,0,0,0,4,16,52,1275,276,65,2157,276,702,80,230,65,366,197,5678
SED24504,13,25,7,2050,107,23,7,131,16,56,15,23,14,47,246,670,5,0,10,9,0,0,3,0,9,0,12,59,1800,499,91,2787,426,1099,158,346,104,410,288,8018
SED24606,17,76,7,4059,85,7,5,99,15,53,0,19,6,20,178,488,9,0,12,11,3,6,0,0,0,5,10,52,1847,286,57,2054,318,1239,55,301,52,374,201,6781
SED24703,14,27,3,2060,44,12,10,25,4,17,4,6,7,17,180,316,0,0,3,3,4,0,0,0,6,0,5,20,1474,294,69,1283,304,1067,71,310,90,437,201,5591
