SED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED10087,0,0,0,0,0,4,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,4,0,0,0,4,0,33,0,47,4,0,0,3,0,0,0,11,0,19,0,40,0,5,0,4,3,17,0,13,0,55,0,100,0,0,0,18,4,37,0,35,8,39,0,147,3,27,4,35,3,93,10,40,13,81,6,313,38,28,0,136,9,135,3,50,17,79,4,500,27,23,7,168,13,120,6,29,7,33,7,443,87,26,4,234,37,106,3,26,7,46,0,581,321,50,15,591,73,221,23,33,6,50,0,1392,398,31,9,531,82,97,11,20,14,11,4,1209,398,33,13,418,46,73,11,11,9,14,0,1027,322,14,5,225,44,18,6,7,5,3,0,643,773,23,13,391,75,105,3,12
SED10088,0,0,0,0,0,3,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,7,0,15,0,26,0,0,0,0,0,4,0,13,3,9,0,30,0,0,0,8,0,14,0,12,0,16,0,58,0,4,3,8,0,14,0,21,8,34,0,98,6,21,4,20,3,36,4,27,12,62,0,194,10,32,8,41,16,51,11,41,19,58,0,295,14,32,4,70,9,86,18,54,9,49,0,346,35,31,7,98,21,86,16,34,9,61,0,405,126,88,27,290,86,216,46,90,23,109,0,1105,223,86,21,395,92,121,44,59,17,78,0,1149,242,72,24,434,95,162,23,48,17,62,0,1172,282,68,16,361,85,76,38,33,5,23,0,980,2016,168,33,1740,390,689,58,78
SED10089,0,0,0,0,0,4,3,0,0,24,0,36,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,4,0,7,6,26,0,35,0,0,0,0,0,3,0,10,5,30,4,56,0,5,0,3,0,13,0,31,3,42,0,102,5,12,0,7,0,34,0,38,3,60,0,156,4,16,0,23,7,76,8,63,5,78,0,285,17,39,5,67,5,124,8,50,12,91,0,432,18,43,0,154,21,138,12,68,13,54,0,520,48,46,0,162,27,126,11,34,6,53,0,518,212,105,16,493,74,272,19,67,23,93,5,1382,287,64,19,614,89,135,29,34,8,45,0,1326,289,60,17,540,81,99,21,30,6,39,3,1178,302,29,10,326,68,55,17,19,7,19,4,848,777,57,15,631,109,160,31,27
SED10090,0,0,0,0,0,5,0,0,3,63,0,70,0,0,0,0,0,0,0,6,0,12,0,16,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,10,0,25,0,0,0,3,0,0,3,13,0,19,0,48,0,0,4,3,0,9,0,21,6,29,0,85,0,9,0,5,3,30,4,25,0,38,0,108,6,20,3,10,0,34,4,35,11,52,0,181,15,24,6,39,5,55,5,39,14,70,0,272,3,34,6,29,8,75,8,29,6,52,0,251,10,34,12,49,11,85,10,31,5,51,0,295,74,55,13,136,34,279,28,61,21,83,0,787,116,66,18,176,55,99,11,44,20,64,3,672,193,58,12,220,56,191,11,36,9,54,0,847,217,37,10,191,46,73,5,14,4,45,0,639,2613,205,42,1790,403,1127,56,147
SED10091,0,0,0,0,0,5,0,0,0,26,0,35,0,0,0,5,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,16,0,27,0,0,0,0,0,3,0,6,6,17,0,32,3,3,0,0,0,9,0,18,3,46,0,80,5,6,3,10,3,31,0,22,7,37,0,124,11,16,10,24,7,54,8,42,20,85,0,283,18,51,12,86,13,116,13,51,26,92,5,485,16,25,13,114,25,111,18,52,27,51,3,464,47,43,14,165,38,132,21,56,16,46,0,578,235,114,31,454,118,272,59,73,44,92,0,1499,278,122,24,512,135,129,55,60,16,46,0,1376,349,73,25,496,107,139,38,21,7,40,0,1300,313,45,17,298,61,68,21,9,6,25,0,869,1033,96,25,770,175,274,56,52
SED10092,0,0,0,0,0,0,0,3,0,25,0,28,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,6,0,18,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,5,0,33,0,42,0,0,0,0,0,0,3,16,10,38,0,65,0,8,0,3,0,9,0,33,15,90,0,159,0,14,6,5,0,30,4,46,15,89,3,206,0,17,3,11,0,79,14,73,27,121,4,345,6,31,15,50,18,103,17,73,20,121,0,463,13,30,11,77,19,106,9,52,13,115,3,444,29,29,4,96,32,102,26,53,25,100,0,493,137,98,17,327,96,251,40,69,35,145,0,1210,170,66,18,352,99,142,43,44,8,73,0,1017,199,41,19,357,92,104,34,21,12,43,0,920,202,15,15,187,69,58,11,19,10,25,3,614,640,40,14,479,136,201,30,24
SED10093,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,5,0,17,0,26,0,0,0,0,0,3,0,11,0,25,0,45,0,3,0,6,0,5,0,19,8,61,0,105,5,7,3,0,4,27,3,27,8,67,0,152,0,19,10,15,8,79,16,47,20,94,0,299,15,49,10,65,22,154,27,59,30,112,0,544,16,44,14,107,35,169,30,45,18,75,3,550,50,50,21,192,56,149,34,43,24,67,0,692,233,103,27,444,145,267,68,81,41,87,8,1508,258,108,31,474,148,160,46,33,17,46,0,1308,280,51,21,348,100,122,35,36,11,9,0,1010,232,19,18,212,67,52,13,5,10,7,0,634,536,44,17,345,90,148,27,17
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,0,0,0,0,0,5,0,4,0,25,0,36,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,6,0,7,0,21,0,34,0,4,0,0,0,0,0,6,8,29,0,51,6,0,0,3,0,13,0,14,4,21,0,68,6,7,3,9,4,24,6,16,0,37,0,111,10,8,0,17,5,39,6,26,0,33,0,141,0,16,4,26,9,55,4,7,7,21,0,143,11,14,0,32,6,62,8,10,0,24,0,171,63,35,6,84,11,182,6,35,7,44,4,484,80,25,5,138,25,62,8,19,7,23,0,387,104,29,9,147,36,71,12,20,6,22,0,452,125,13,4,127,36,31,11,16,0,12,0,376,1124,78,13,808,178,511,18,38
SED20207,0,0,0,4,0,8,0,6,7,69,3,98,0,0,0,0,0,0,0,0,4,10,0,20,0,4,0,0,0,0,0,3,3,22,0,32,0,0,0,0,0,0,0,13,0,21,0,40,3,3,0,0,0,0,0,13,3,33,0,60,0,3,0,5,0,11,0,35,6,39,3,99,4,15,0,10,0,46,3,54,10,85,5,237,5,23,0,16,5,101,0,68,8,85,5,314,17,35,6,41,5,195,3,114,25,111,3,558,37,80,13,147,17,301,10,79,16,110,7,818,41,64,13,183,21,274,19,79,23,89,0,798,90,62,7,232,25,321,9,67,11,81,6,904,423,100,25,650,97,819,33,100,31,113,8,2404,577,74,16,767,112,237,27,56,20,62,3,1951,728,48,21,656,106,361,19,38,9,39,3,2014,600,38,10,408,87,82,11,22,4,17,0,1276,2034,67,33,909,199,503,23,53
SED20302,5,0,0,4,0,3,0,0,3,41,3,65,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,4,0,0,0,4,0,10,0,20,3,4,0,5,0,8,0,10,0,27,0,59,0,4,0,4,0,16,3,22,5,31,0,94,4,17,0,13,5,49,0,48,9,68,0,219,3,27,5,18,5,138,3,60,10,76,8,358,15,54,6,81,23,285,9,119,28,126,3,747,65,138,13,243,42,333,24,103,32,99,9,1112,76,101,20,326,52,355,17,80,23,62,8,1112,154,90,16,425,78,322,22,56,22,55,9,1241,596,174,29,988,152,504,51,87,30,81,9,2702,600,134,31,864,153,190,41,49,6,47,3,2126,537,54,15,561,95,154,25,29,8,25,0,1500,368,38,14,275,66,66,15,13,0,12,0,860,687,48,15,439,89,146,16,23
SED20401,0,0,0,4,0,0,0,0,0,17,6,24,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,5,0,0,0,3,3,9,0,17,0,0,0,0,0,0,0,8,0,8,0,13,0,0,0,0,0,0,0,3,0,12,0,22,0,0,0,0,0,4,0,9,5,21,0,46,0,4,0,12,0,19,0,39,4,31,0,112,4,19,4,12,0,38,3,27,6,39,0,152,4,17,3,29,0,79,5,54,10,64,0,261,15,42,3,95,10,120,5,47,16,68,4,437,27,26,5,140,18,120,11,42,12,42,0,450,49,36,4,181,20,141,14,26,4,47,0,527,190,75,12,479,74,275,22,48,11,72,4,1266,257,70,9,571,80,126,16,34,6,29,0,1199,306,27,5,473,49,111,10,17,5,22,0,1022,232,22,6,243,43,56,6,12,4,6,0,635,574,38,18,491,84,164,16,9
SED20508,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,5,0,0,0,0,0,0,0,6,0,7,0,14,10,0,0,0,0,4,0,3,0,9,0,28,3,3,0,9,0,4,0,20,3,32,0,77,0,8,0,4,0,28,0,13,4,23,0,89,3,20,0,19,3,43,4,40,7,54,0,201,12,42,5,79,10,80,14,43,7,51,0,338,13,39,3,146,24,97,9,33,10,48,3,425,32,38,9,188,24,91,13,16,3,35,5,448,143,92,10,507,67,190,29,47,23,75,0,1173,206,87,7,546,71,80,21,34,6,29,5,1087,243,57,7,476,67,78,16,12,4,18,3,979,207,31,10,260,34,37,18,13,4,10,0,617,570,50,26,545,85,160,25,23
SED20604,0,0,0,0,0,0,0,0,0,5,0,12,6,0,0,4,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,22,0,0,0,3,0,4,0,7,0,8,0,27,0,4,0,5,0,10,0,15,9,21,0,56,7,5,3,6,0,25,0,22,5,28,0,109,10,20,6,29,4,71,3,31,3,68,0,259,29,36,3,124,21,130,14,47,8,58,0,472,38,33,7,162,27,118,8,31,8,40,0,470,64,36,9,209,33,112,6,19,7,26,0,508,315,71,25,542,85,183,29,55,13,43,0,1361,339,42,12,468,63,87,20,28,11,23,0,1087,256,32,8,338,46,57,9,16,0,16,0,772,248,17,3,188,38,20,4,9,3,10,0,543,485,19,6,308,54,70,3,9
SED20704,0,0,0,0,0,6,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,8,0,20,0,33,6,4,0,3,0,21,0,24,3,32,0,82,3,12,0,9,3,40,0,30,11,40,0,154,10,23,3,31,3,83,4,53,0,51,0,257,27,46,5,97,22,127,5,52,15,73,0,466,19,35,3,163,19,129,6,32,16,38,0,466,71,40,6,221,45,110,6,36,10,31,3,574,249,102,16,542,77,212,30,51,19,51,4,1338,270,60,16,544,79,80,25,31,8,25,0,1142,265,48,15,428,65,83,18,13,11,17,0,956,236,26,4,236,37,39,17,12,0,9,0,619,534,42,7,440,61,123,19,15
SED20804,0,0,0,0,0,0,0,4,0,5,0,17,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,3,0,0,3,0,7,0,14,0,0,0,5,0,0,0,15,0,11,0,36,3,0,0,6,0,13,3,23,9,39,0,91,3,19,0,16,3,30,0,26,8,48,3,156,10,33,0,25,3,56,4,40,7,62,0,248,11,37,8,101,18,102,11,73,10,63,4,440,19,32,3,154,15,91,6,33,11,44,0,419,52,51,5,182,30,87,5,19,9,26,0,458,187,70,12,452,43,174,24,41,17,42,6,1063,205,57,9,397,56,75,21,17,4,23,0,859,171,44,9,310,45,53,18,9,3,7,4,669,139,18,8,143,22,12,11,3,9,4,0,378,298,27,11,259,39,79,9,7
SED20906,3,0,0,4,0,3,0,0,0,31,0,46,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,9,0,6,0,0,0,0,0,0,0,9,0,11,0,20,0,0,0,5,0,0,0,7,0,15,0,33,0,0,0,0,0,3,0,13,4,8,0,34,7,15,0,5,0,6,0,11,0,32,0,72,3,13,0,10,0,20,0,28,4,36,0,115,6,22,0,15,5,52,7,33,0,55,0,198,23,31,0,75,4,60,0,37,4,59,0,299,18,38,6,72,4,82,5,28,6,42,0,305,32,31,0,97,21,77,7,17,10,42,0,339,126,66,4,274,32,251,22,58,10,71,0,916,212,64,9,398,37,101,8,39,13,48,3,935,250,50,3,430,65,134,5,28,4,34,0,1004,311,30,5,347,56,50,12,12,0,14,0,842,1701,84,17,1292,189,501,30,53
SED21001,5,0,0,3,0,4,0,3,0,56,0,70,0,0,0,0,0,0,0,4,0,16,0,14,0,0,0,0,0,0,0,7,6,17,0,36,0,0,0,0,0,0,0,10,0,0,0,15,4,4,0,5,0,0,0,14,6,31,0,53,3,0,0,4,0,7,0,17,0,21,0,56,3,14,0,9,0,16,3,44,3,51,5,147,8,23,0,12,0,39,0,44,3,59,0,188,9,35,0,21,4,69,4,54,10,52,0,256,16,34,4,59,4,76,8,39,5,71,0,326,21,20,0,66,5,76,5,45,6,63,0,308,36,38,0,72,4,85,7,32,3,44,0,317,105,57,3,268,26,221,15,63,13,70,0,838,160,50,7,329,36,96,9,40,3,54,0,778,220,38,6,316,44,129,7,32,7,33,0,846,241,35,6,254,30,48,3,9,5,24,6,657,1445,104,11,1183,149,440,23,57
SED21106,4,0,0,0,0,7,0,0,0,21,0,34,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,5,0,5,0,4,0,16,0,3,0,0,0,7,0,8,0,9,0,22,0,0,0,0,0,4,0,15,3,17,0,43,0,7,0,5,0,8,0,11,0,12,0,41,0,4,0,9,0,15,0,27,0,16,0,84,4,18,0,29,0,18,4,20,3,20,0,109,7,11,0,29,0,32,4,11,3,30,0,132,18,19,0,28,3,32,5,23,0,17,0,142,44,34,7,99,9,121,8,22,4,40,3,389,68,47,5,136,22,48,4,32,0,33,0,397,113,30,3,206,28,84,3,29,5,30,3,544,143,14,5,161,20,39,3,11,6,13,0,416,1644,157,19,1527,209,827,31,125
SED21203,0,0,3,0,0,3,0,7,5,138,3,159,0,0,0,0,0,5,0,4,0,17,0,26,0,0,0,0,0,6,0,7,5,46,0,66,0,4,0,0,0,0,0,21,0,26,0,51,3,0,0,4,0,7,0,36,4,113,0,179,0,9,0,0,0,26,0,68,6,135,0,245,3,4,0,6,0,52,0,120,31,239,6,465,3,13,5,9,0,126,0,159,27,246,3,600,4,31,0,27,0,237,6,167,24,297,4,809,14,61,9,97,11,270,14,140,36,276,6,933,18,38,4,75,16,217,7,94,21,186,4,686,52,40,5,103,9,180,5,76,17,150,0,636,132,46,11,252,40,351,13,82,26,232,10,1198,136,39,11,199,38,115,13,44,13,142,6,756,103,26,5,153,32,129,3,35,5,68,0,561,77,20,0,92,18,48,0,15,8,34,0,310,213,16,0,121,31,109,9,19
SED21303,0,0,0,0,0,4,0,0,4,20,0,23,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,0,0,5,0,13,0,23,0,0,0,0,0,0,0,17,4,9,0,32,0,6,0,0,0,9,0,16,0,30,0,70,0,6,0,3,0,19,5,25,0,30,0,99,0,5,3,11,0,34,0,35,4,56,3,156,10,30,0,20,8,36,9,31,9,58,0,218,5,28,3,32,3,53,4,32,3,42,3,211,14,18,0,41,0,53,6,19,3,27,0,193,54,46,3,185,38,184,15,42,8,66,0,648,107,57,3,248,36,61,13,33,5,53,0,611,158,59,6,328,40,97,16,21,4,22,0,755,177,35,9,209,49,38,8,15,0,18,0,553,1027,75,22,902,189,278,38,43
SED21401,3,6,0,3,0,3,0,3,5,57,5,84,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,5,0,3,0,3,6,14,0,30,0,3,0,0,0,4,0,8,0,15,0,26,0,0,0,0,0,6,0,8,0,36,0,56,3,9,0,4,0,15,0,26,4,34,0,93,10,15,0,0,0,17,0,38,0,53,0,133,9,19,4,17,3,50,3,40,3,74,6,221,11,40,3,22,6,66,3,50,15,105,0,316,25,52,5,59,10,96,13,52,9,78,0,398,25,33,8,92,7,100,4,29,6,74,3,384,39,42,0,87,11,117,11,35,7,74,6,427,159,69,11,274,31,236,19,67,22,144,0,1017,172,49,10,333,38,98,13,66,6,70,6,861,196,44,6,318,37,144,9,30,6,62,0,855,222,27,8,242,29,65,7,32,9,33,0,670,1055,86,10,799,92,395,26,67
SED21503,4,3,3,0,0,3,0,4,0,26,0,37,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,13,0,13,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,13,0,20,0,36,0,3,0,0,0,5,0,16,0,14,0,41,4,9,0,3,0,9,0,25,6,41,3,108,0,25,0,10,3,36,3,42,5,46,0,165,4,22,0,37,0,97,9,40,3,75,0,300,18,37,4,76,11,96,8,58,3,60,0,359,10,36,6,80,11,114,6,36,16,68,0,380,35,25,0,129,9,114,13,46,9,62,0,453,139,55,9,355,43,222,23,47,9,101,3,1001,189,68,10,430,63,104,16,35,6,51,0,968,215,40,14,431,77,100,12,21,9,32,0,953,231,27,3,241,48,45,7,16,0,16,0,631,676,39,12,578,104,199,18,28
SED21608,5,0,0,4,0,0,0,0,0,13,0,17,4,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,6,0,10,0,14,0,28,0,6,0,0,0,7,0,11,0,25,0,53,0,3,0,6,0,16,0,26,3,44,0,104,3,13,0,22,3,29,4,37,3,44,0,157,13,19,4,30,4,86,0,40,10,79,0,291,13,31,4,130,13,138,10,57,15,54,3,473,30,33,4,154,21,132,7,39,5,46,0,467,49,29,4,203,32,138,11,26,12,39,0,539,204,66,7,525,78,239,22,42,18,64,4,1260,248,50,12,479,64,96,14,23,9,26,0,1028,230,27,12,377,61,81,21,10,4,13,0,825,212,8,8,190,39,22,11,4,0,13,3,507,478,24,6,355,67,109,14,10
SED21706,0,0,0,5,0,4,0,0,0,26,0,38,0,0,0,0,0,0,0,4,0,5,0,17,0,0,0,0,0,0,0,8,0,10,0,14,0,0,0,0,0,8,0,4,0,5,0,16,0,0,0,0,0,4,0,8,0,10,0,28,0,0,0,5,0,8,0,15,0,18,0,54,4,11,0,0,0,8,0,22,5,25,0,79,10,10,5,7,0,19,4,21,3,31,0,114,7,22,0,21,0,35,0,44,11,56,0,201,5,22,3,34,9,71,7,38,6,73,0,273,12,31,4,61,6,80,9,35,5,51,4,294,24,25,0,55,9,61,0,28,9,34,3,256,96,51,9,175,21,183,3,49,12,80,0,680,123,32,5,313,37,109,11,39,0,37,3,710,197,41,4,274,39,118,9,24,3,32,0,752,240,21,3,260,42,64,5,17,0,12,0,678,1754,118,21,1461,216,537,22,71
