SED_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED23101,24599,26726,51325,10184,6322,16503,3924,6538,10463,717,882,1598,834,725,1567,15664,14471,30134,8083,11321,19407,5.3,5,5.2,63.7,54.1,58.7,60.3,51.4,55.7,3023,2794,5816,675,1037,1713,5828,6631,12462,2437,2872,5307,3135,1490,4622,125,197,318,298,496,791,3556,2178,5730,25293,27003,52293,3470,3391,6863,17981,19672,37651,9487,9618,19104
SED23205,25125,26936,52067,10668,6061,16727,3285,6909,10187,843,1263,2100,857,718,1576,15650,14946,30593,7642,10141,17781,5.5,4.8,5.2,62.3,55.5,58.8,58.9,52.8,55.7,826,1125,1950,426,965,1391,2891,4267,7154,2311,3444,5760,6240,3421,9665,210,388,600,375,526,899,6825,4335,11156,24478,25842,50320,3777,4120,7891,15882,16724,32604,10889,11767,22658
SED23308,26627,29434,56060,11830,7196,19033,4185,8450,12634,894,1367,2265,883,689,1570,17796,17703,35500,7420,10332,17757,5,3.9,4.4,66.8,60.2,63.3,63.5,57.8,60.5,1866,2058,3926,621,1352,1976,4530,6151,10687,2263,3238,5497,5978,3452,9432,219,348,564,277,414,698,6475,4215,10694,25389,27320,52711,4942,5443,10384,15963,17438,33403,12737,13808,26542
SED23402,32139,34204,66337,16930,9111,26039,4203,9726,13927,1144,1679,2822,908,941,1851,23182,21458,44644,7448,11102,18550,3.9,4.4,4.1,72.1,62.7,67.3,69.3,60,64.5,1532,1803,3335,486,1159,1647,4017,5825,9840,3250,4529,7776,8630,4480,13107,250,445,697,414,671,1077,9295,5589,14886,33464,34827,68295,5333,5686,11022,19551,20056,39604,16843,18012,34848
SED23502,26344,27463,53811,8820,4785,13607,3194,6798,9997,1052,1203,2250,689,462,1152,13756,13245,27002,10485,12081,22566,5,3.5,4.3,52.2,48.2,50.2,49.6,46.5,48,456,679,1140,343,835,1181,1741,3186,4930,1880,3034,4913,7694,3805,11507,246,475,722,404,481,881,8347,4764,13113,24887,25583,50477,3701,3927,7629,16943,17239,34186,10309,10996,21304
SED23602,24988,25288,50279,9334,4799,14132,3007,6617,9626,951,1139,2092,621,487,1108,13919,13043,26963,9361,10535,19891,4.5,3.7,4.1,55.7,51.6,53.6,53.2,49.6,51.4,559,772,1331,340,783,1126,1980,3323,5303,1685,2762,4451,7052,3417,10471,239,405,642,317,464,777,7606,4286,11890,23278,23832,47114,3619,3754,7376,15635,15849,31483,10004,10555,20560
SED23702,28731,30030,58759,14154,7135,21282,3676,8942,12617,1030,1527,2558,679,598,1276,19535,18194,37739,7780,10437,18217,3.5,3.3,3.4,68,60.6,64.2,65.7,58.6,62.1,430,790,1222,320,907,1224,2067,3853,5916,2325,3852,6181,9815,4615,14435,259,505,759,394,637,1038,10469,5761,16232,29610,30380,59995,3947,4075,8020,20105,20567,40667,11597,12160,23758
SED23806,25940,28990,54928,12493,9407,21899,4334,7382,11720,848,1148,1997,821,753,1577,18501,18694,37189,6548,9331,15871,4.4,4,4.2,71.3,64.5,67.7,68.1,61.9,64.8,4513,4575,9084,984,1713,2702,8794,9951,18746,1985,2691,4676,1812,1049,2859,111,155,265,252,402,650,2170,1601,3774,23892,26155,50048,5606,6090,11692,15215,16919,32133,13201,14208,27406
SED23901,26906,29097,56001,12620,8168,20787,3969,7624,11591,905,1257,2154,895,721,1617,18383,17770,36152,7460,10314,17770,4.9,4.1,4.5,68.3,61.1,64.6,65,58.6,61.7,3359,3463,6821,848,1699,2554,6683,7883,14567,2367,2774,5139,3688,1841,5532,148,224,371,331,516,838,4161,2572,6739,26891,28785,55674,4302,4615,8920,17853,19295,37147,11824,12611,24432
SED24006,25488,28030,53517,11049,7293,18345,4322,7205,11526,781,980,1757,818,656,1474,16971,16131,33103,7740,11013,18747,4.8,4.1,4.4,66.6,57.6,61.8,63.4,55.2,59.1,3981,3652,7640,835,1457,2293,7941,8788,16727,1995,2754,4751,1780,987,2763,96,147,241,252,423,677,2121,1562,3681,25680,27775,53454,4142,4226,8364,17417,18990,36406,11357,12010,23367
SED24105,30850,31547,62404,13201,8136,21335,4680,7147,11827,991,1085,2079,1268,981,2251,20146,17346,37492,9425,12952,22377,6.3,5.7,6,65.3,55,60.1,61.2,51.9,56.5,1659,1657,3314,382,663,1045,4669,5211,9880,2673,2871,5543,4409,2287,6697,197,309,505,410,525,931,5009,3115,8129,32169,32689,64861,3843,3767,7604,21804,22597,44395,12356,12024,24385
SED24207,39860,39148,79009,17068,9900,26965,5490,8886,14373,1527,1775,3300,1698,1654,3349,25781,22209,47993,11908,14897,26801,6.6,7.4,7,64.7,56.7,60.7,60.4,52.5,56.5,1992,2010,3998,410,898,1307,5756,7329,13092,3362,3891,7250,5963,3472,9435,300,426,728,524,689,1213,6785,4584,11374,40095,40625,80720,6414,6354,12768,25927,26601,52527,17486,17536,35018
SED24308,28794,29316,58107,11539,6299,17832,3497,7289,10786,1016,1254,2280,1079,855,1931,17130,15697,32828,9978,11852,21827,6.3,5.4,5.9,59.5,53.6,56.5,55.8,50.6,53.2,874,942,1817,326,699,1027,2443,3578,6018,2098,2909,5009,6741,4212,10954,267,404,671,302,487,786,7313,5104,12417,27252,28523,55775,4173,4376,8550,17929,18706,36631,11752,12526,24286
SED24408,23874,24707,48584,10406,5273,15679,2859,6507,9363,855,1107,1963,495,351,850,14617,13243,27858,7662,9811,17476,3.4,2.7,3,61.2,53.6,57.3,59.1,52.2,55.6,437,607,1046,276,713,989,1578,3203,4782,1640,2657,4301,6337,3326,9666,253,416,670,291,398,694,6883,4142,11026,23559,23864,47419,3059,3302,6362,16877,16750,33631,8426,9019,17447
SED24504,25942,27045,52988,11388,6210,17597,3751,7759,11513,1086,1356,2450,575,480,1062,16806,15819,32615,7626,9649,17277,3.4,3.1,3.3,64.8,58.5,61.6,62.5,56.7,59.6,1395,1758,3154,679,1434,2111,3700,5313,9015,2484,3265,5756,6546,2758,9306,177,304,476,356,527,879,7076,3583,10662,26706,27301,54010,3240,3474,6716,18282,18778,37058,10227,10640,20866
SED24606,24055,27447,51505,11621,8369,19990,3887,6722,10614,747,1115,1864,768,708,1483,17031,16918,33946,6031,9484,15512,4.5,4.2,4.4,70.8,61.6,65.9,67.6,59,63,3706,3601,7306,762,1484,2242,8134,9027,17161,1951,2749,4699,1651,967,2623,95,159,254,277,475,743,2027,1597,3625,22170,24705,46872,4944,5481,10420,14264,16064,30330,11749,13111,24867
SED24703,57000,58507,115506,23340,18535,41868,11407,15048,26457,2382,2850,5232,3202,3219,6424,40324,39651,79977,12205,14545,26753,7.9,8.1,8,70.7,67.8,69.2,65.1,62.3,63.7,10056,11070,21123,1375,2094,3470,18275,19131,37406,4499,4717,9214,3328,2312,5637,285,282,571,388,542,933,4002,3141,7146,32321,32772,65095,23881,24999,48878,13806,14377,28181,40813,41938,82747
SED24808,35934,38042,73975,16499,8847,25344,4504,8623,13126,1426,1699,3132,1502,1533,3036,23930,20704,44637,9690,14938,24621,6.3,7.4,6.8,66.6,54.4,60.3,62.4,50.4,56.2,1200,1438,2644,318,968,1287,3214,4697,7910,3043,4125,7166,9017,5393,14409,392,612,997,479,715,1192,9882,6721,16602,37844,39053,76902,6428,6843,13269,21824,22250,44076,19037,20335,39373
SED24904,26999,27601,54597,11120,6349,17474,3141,6491,9630,1024,1221,2246,899,660,1566,16187,14722,30908,8365,10580,18945,5.6,4.5,5.1,59.9,53.3,56.6,56.6,50.9,53.7,419,535,953,254,655,907,1640,3192,4828,1568,2581,4148,6291,3691,9980,272,465,738,306,406,715,6870,4565,11437,25952,26497,52452,3921,3960,7882,17326,17443,34767,10877,11385,22262
SED25003,28277,29450,57732,13415,7535,20943,4038,7709,11741,1044,1286,2331,1205,955,2163,19700,17488,37183,7238,10506,17742,6.1,5.5,5.8,69.7,59.4,64.4,65.4,56.1,60.7,1666,1615,3280,382,791,1167,3637,4934,8571,2615,3292,5906,5736,3104,8833,226,313,540,372,623,989,6330,4032,10363,30185,30794,60981,3326,3338,6670,21321,21885,43209,10304,10465,20770
SED25102,23300,24085,47384,11347,6003,17348,3548,7562,11107,909,1298,2213,578,590,1168,16382,15457,31842,6136,7903,14041,3.5,3.8,3.7,70.3,64.2,67.2,67.8,61.7,64.7,1140,1516,2656,537,1232,1773,3357,4820,8176,2339,3263,5594,6540,2841,9378,173,296,473,351,523,874,7066,3668,10735,25467,25684,51145,2335,2476,4813,18920,18931,37852,7418,7954,15373
SED25205,25300,28262,53566,12792,8012,20811,3452,8099,11550,886,1250,2140,745,649,1395,17880,18014,35890,6587,9338,15925,4.2,3.6,3.9,70.7,63.7,67,67.7,61.4,64.4,1588,2051,3647,604,1260,1860,4882,6468,11348,2655,3471,6119,5342,2403,7746,173,301,475,389,618,1009,5907,3327,9232,26775,29010,55783,3423,3818,7245,18726,20299,39027,9953,11047,20999
SED25302,25071,28525,53599,10731,5742,16475,3499,7907,11409,886,1323,2211,547,478,1033,15669,15451,31119,8356,11797,20153,3.5,3.1,3.3,62.5,54.2,58.1,60.3,52.5,56.1,1261,1441,2704,618,1244,1861,4112,5565,9678,2760,3773,6532,5872,2641,8513,160,307,471,389,686,1077,6423,3641,10062,26132,28742,54873,3459,3877,7342,18039,19765,37809,10174,11455,21629
SED25402,27000,28965,55962,10707,5736,16443,2992,7410,10400,957,1297,2256,1134,783,1917,15795,15220,31015,9171,11611,20777,7.2,5.1,6.2,58.5,52.6,55.4,54.3,49.9,52,525,753,1279,270,747,1014,1913,3169,5081,1696,2820,4516,8582,4391,12969,257,480,735,290,454,745,9127,5320,14451,26667,27794,54461,3710,4067,7775,18404,18768,37165,10340,11449,21789
SED25501,26632,27959,54589,11092,7126,18219,4286,6381,10667,702,884,1587,948,889,1841,17031,15286,32311,8551,11630,20184,5.6,5.8,5.7,63.9,54.7,59.2,60.4,51.5,55.8,4271,3680,7949,673,1073,1740,7133,7591,14725,2485,2806,5289,2335,1208,3538,104,198,301,270,498,766,2707,1902,4609,26029,27066,53095,5027,4939,9965,16919,18157,35072,12923,12754,25677
SED25605,26504,26960,53464,10623,6212,16831,3971,6102,10073,825,907,1732,955,784,1733,16366,14001,30365,8764,11603,20369,5.8,5.6,5.7,61.7,51.9,56.8,58.2,49,53.5,2458,2098,4559,437,776,1214,5038,5466,10504,2428,2771,5195,3712,1808,5522,148,229,381,333,539,870,4193,2573,6766,26443,26908,53355,3638,3417,7052,18307,19193,37494,10392,9760,20145
SED25704,26167,27267,53432,11172,5645,16814,2909,7126,10032,1009,1253,2261,594,434,1023,15681,14452,30129,8449,10786,19228,3.8,3,3.4,59.9,53,56.4,57.7,51.4,54.5,283,506,786,237,649,879,1515,3010,4527,1480,2608,4097,7204,3798,11003,203,420,621,281,443,726,7693,4658,12355,25553,26222,51778,3485,3775,7257,18125,18366,36494,9461,10196,19659
SED25802,30332,32415,62742,12956,6661,19611,3734,8795,12530,1178,1551,2732,862,714,1579,18729,17716,36450,9621,12683,22304,4.6,4.1,4.3,61.8,54.7,58.1,58.9,52.5,55.6,681,961,1639,426,987,1416,2382,4174,6550,2143,3652,5792,9382,4861,14244,255,568,816,424,604,1033,10059,6036,16096,30040,31218,61257,4700,5179,9880,19112,19647,38751,13694,14898,28592
SED25905,27239,28023,55261,12376,6793,19168,3817,6758,10580,971,1068,2038,1122,913,2034,18285,15530,33818,7452,10959,18418,6.1,5.9,6,67.1,55.4,61.2,63,52.2,57.5,1266,1337,2596,297,643,934,3455,4445,7895,2535,3212,5745,5871,3037,8913,228,360,588,370,567,934,6474,3968,10440,28599,29061,57661,3157,3154,6313,20055,20526,40578,9910,9977,19884
SED26005,33337,33680,67011,16420,8721,25141,4906,8755,13660,1155,1380,2534,1442,1359,2800,23921,20219,44136,7951,12043,19997,6,6.7,6.3,71.8,60,65.9,67.4,56,61.7,1759,1761,3527,361,842,1201,4348,5354,9698,3192,3969,7164,6601,3721,10324,314,433,746,451,692,1143,7367,4849,12217,36381,36125,72503,4793,4733,9533,24295,24273,48568,14468,14437,28908
SED26102,27700,29910,57610,8995,4724,13715,4071,7169,11239,1238,1599,2839,516,446,959,14816,13935,28751,10731,13612,24340,3.5,3.2,3.3,53.5,46.6,49.9,51.6,45.1,48.2,1066,1143,2211,493,989,1480,3535,4838,8375,2509,3697,6211,7029,3164,10190,191,393,586,404,631,1035,7624,4182,11806,25699,27308,53007,3932,4079,8013,16623,17701,34329,11778,12553,24337
SED26207,24645,26694,51337,11360,6915,18270,3172,6493,9671,894,1227,2125,802,612,1414,16232,15241,31468,7511,10505,18013,4.9,4,4.5,65.9,57.1,61.3,62.6,54.8,58.6,1353,1504,2861,490,956,1443,4297,5567,9861,2163,2611,4774,5033,2010,7040,154,247,403,334,583,916,5519,2842,8367,25724,27258,52983,3026,3114,6142,18423,19859,38282,8899,9257,18158
SED26303,26907,30258,57167,13062,10585,23647,4667,8384,13048,975,1434,2409,933,818,1749,19638,21218,40851,6185,7939,14128,4.7,3.9,4.3,73,70.1,71.5,69.5,67.4,68.4,3456,4857,8312,1145,2212,3357,7748,9273,17026,2071,2567,4637,2915,1466,4375,158,181,341,282,334,616,3354,1976,5327,25209,27515,52726,5378,6264,11641,16268,17916,34174,12911,14447,27357
SED26406,30962,31793,62761,13833,9531,23362,5227,8216,13446,1081,1373,2461,1269,1067,2333,21405,20196,41602,8096,10248,18346,5.9,5.3,5.6,69.1,63.5,66.3,65,60.2,62.6,4362,4313,8680,757,1285,2041,7979,8887,16866,2709,3083,5791,3466,1739,5202,154,214,372,318,462,780,3936,2419,6349,26731,27632,54357,7742,7438,15178,16123,17406,33528,16753,16284,33035
SED26504,24153,25577,49730,9605,5372,14974,3215,6749,9961,987,1224,2206,477,347,822,14284,13682,27969,8246,10193,18439,3.4,2.5,3,59.1,53.5,56.2,57.2,52.2,54.6,466,732,1190,351,861,1219,1952,3303,5258,1702,2842,4549,6752,3422,10175,214,404,612,331,439,774,7296,4262,11559,23413,24395,47807,3529,3732,7262,16095,16548,32648,9603,10350,19949
SED26603,32050,33937,65988,14924,9904,24834,5198,8465,13667,1131,1614,2747,1212,942,2159,22472,20930,43399,7888,11339,19227,5.4,4.5,5,70.1,61.7,65.8,66.3,58.9,62.5,3015,3463,6476,744,1554,2299,6737,7960,14699,2937,3388,6330,4911,2312,7221,171,277,446,384,533,913,5463,3117,8580,30632,32313,62949,5888,5918,11809,19132,20848,39986,15322,15401,30730
SED26708,26727,26968,53692,11675,5665,17342,3580,7800,11381,1205,1433,2641,479,368,850,16945,15271,32215,7959,9978,17938,2.8,2.4,2.6,63.4,56.6,60,61.6,55.3,58.4,681,958,1640,375,916,1289,2402,4045,6450,1968,3025,4989,7287,3678,10966,230,398,616,335,409,749,7848,4482,12330,26525,26433,52958,3545,3552,7093,18245,17991,36242,10287,10608,20894
SED26806,32704,35032,67737,17378,14756,32134,4977,7232,12211,1129,1444,2576,1063,953,2023,24546,24385,48934,5860,8207,14066,4.3,3.9,4.1,75.1,69.6,72.2,71.8,66.9,69.3,4853,5389,10238,958,1729,2684,11118,12221,23335,2795,3404,6198,2737,1633,4365,162,187,351,340,467,816,3237,2295,5528,23314,24516,47831,9579,10575,20159,11675,12702,24380,20232,21416,41646
SED26903,28566,30087,58653,11966,8274,20239,4653,7314,11966,1089,1320,2413,1224,943,2165,18932,17851,36784,7919,10539,18459,6.5,5.3,5.9,66.3,59.3,62.7,62,56.2,59,2350,2649,5003,566,1247,1812,5542,6607,12144,2584,2966,5553,4254,2346,6600,187,271,463,321,460,779,4770,3074,7842,26777,27831,54607,5133,5191,10326,17161,18401,35559,12997,13033,26031
SED27003,33282,34617,67900,18354,15121,33474,4925,7480,12411,1094,1500,2593,1041,868,1912,25415,24969,50384,5941,7893,13834,4.1,3.5,3.8,76.4,72.1,74.2,73.2,69.6,71.4,4954,5728,10682,1290,1955,3244,11589,12244,23826,2476,2789,5260,2824,1584,4399,177,221,401,292,373,667,3289,2175,5468,25120,26327,51446,9508,9874,19380,13632,14694,28326,19772,20341,40112
SED27101,25879,27794,53672,12668,7849,20513,3882,7481,11358,810,1190,2005,840,762,1600,18199,17281,35481,6784,9594,16382,4.6,4.4,4.5,70.3,62.2,66.1,67.1,59.4,63.1,2569,2714,5282,777,1328,2100,5723,6985,12710,2614,3168,5783,4218,2181,6396,150,214,361,342,490,829,4708,2883,7594,26648,28130,54784,3915,4116,8026,17437,18602,36037,11449,12027,23473
SED27208,28651,28240,56887,10262,5546,15804,3277,6926,10198,1039,1172,2208,688,531,1218,15256,14173,29436,11196,11958,23162,4.5,3.7,4.1,53.3,50.2,51.7,50.9,48.3,49.6,569,674,1246,315,789,1102,1791,3271,5065,1682,2951,4633,7461,3944,11399,282,489,766,322,449,772,8062,4878,12937,26780,26905,53689,3518,3789,7299,18748,18400,37150,10135,10880,21010
SED27305,22554,23469,46026,11625,6675,18300,3223,6738,9965,700,981,1679,727,645,1373,16278,15045,31319,5681,7837,13511,4.5,4.3,4.4,72.2,64.1,68,68.9,61.3,65.1,1471,1433,2910,376,730,1100,3982,4766,8753,2261,2883,5141,4898,2201,7099,141,260,396,300,486,790,5340,2945,8287,24313,24804,49111,2224,2281,4502,18371,18780,37159,7019,7238,14256
SED27406,25079,28130,53203,12117,7913,20029,3713,7561,11275,782,1196,1979,705,608,1318,17323,17282,34599,6935,9924,16858,4.1,3.5,3.8,69.1,61.4,65,66.3,59.3,62.6,2597,2642,5240,781,1447,2230,6747,7750,14494,2579,3423,6001,3361,1692,5057,126,224,350,358,613,970,3844,2533,6369,25062,27648,52711,4120,4487,8612,16485,18353,34834,11430,12552,23979
