SED_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED30005,19411,21091,40503,668,741,1412,453,550,1000,235,287,522,3564,3978,7546,37,42,75,33,42,74,41,48,85,14,23,35,13,20,35,3,5,4,4386,4987,9375,261,256,521,158,124,282,5471,6112,11588,1873,2007,3884,26763,29217,55974
SED30006,17669,19211,36881,825,908,1735,455,480,933,215,217,431,2597,2862,5452,21,24,41,24,28,50,18,20,36,8,9,17,17,20,41,0,0,0,3351,3659,7013,226,189,409,63,69,133,4463,4823,9293,1398,1486,2882,23538,25528,49063
SED30007,19795,22251,42048,708,788,1493,293,329,619,279,336,615,3138,3702,6839,50,53,102,24,33,55,30,53,82,34,32,65,44,35,82,0,0,3,3887,4572,8456,193,213,410,102,116,215,4894,5683,10573,1262,1376,2640,25948,29316,55263
SED30008,20902,22040,42940,590,653,1240,269,289,559,230,266,498,4081,4479,8566,46,43,89,26,30,56,10,7,25,13,29,42,36,42,83,0,0,0,4720,5192,9911,296,305,597,82,70,157,5683,6220,11908,1063,1043,2103,27644,29301,56950
SED30009,18626,20078,38705,392,485,880,118,130,242,117,112,225,2829,3180,6016,15,17,36,24,16,34,22,25,44,7,5,13,12,14,22,0,0,0,3149,3493,6640,125,127,256,102,94,197,3771,4198,7968,1690,1692,3377,24084,25964,50049
SED30010,26244,26729,52965,1023,1131,2158,222,264,483,123,106,225,4094,4478,8573,41,36,77,27,30,57,10,19,26,40,26,65,14,14,36,0,0,0,4567,4982,9545,211,225,434,195,165,362,5994,6503,12494,2423,2392,4815,34660,35625,70281
SED30011,20071,18480,38553,1488,1718,3209,185,176,360,95,83,177,1954,2001,3958,23,25,53,51,43,92,22,17,34,20,25,52,5,4,13,0,0,0,2358,2371,4735,208,122,329,73,57,129,4123,4274,8400,5323,3053,8379,29522,25806,55325
SED30012,18337,20146,38480,624,723,1343,462,584,1051,230,292,521,2150,2511,4656,24,38,57,29,30,59,7,16,20,8,10,14,17,29,50,0,0,0,2930,3511,6443,202,217,417,84,83,166,3843,4528,8370,1427,1547,2970,23600,26217,49816
SED30013,19193,18912,38108,902,983,1887,260,266,531,143,145,286,2188,2317,4505,12,9,19,31,32,63,18,16,42,34,39,69,7,8,13,3,0,5,2695,2834,5528,128,126,245,84,58,140,3805,3993,7799,2102,1724,3829,25108,24634,49738
SED30014,20054,20495,40546,717,827,1548,232,236,467,245,235,480,3472,3782,7258,53,60,116,73,75,154,28,22,47,109,83,193,22,33,58,0,0,0,4245,4537,8775,254,249,504,124,102,219,5337,5716,11053,3668,3143,6810,29060,29348,58410
SED30015,19060,18328,37389,1320,1385,2710,157,161,316,72,67,139,1666,1774,3438,14,17,35,37,44,78,16,13,29,21,15,39,0,0,0,0,0,0,1975,2095,4076,93,56,153,87,73,162,3475,3614,7094,3220,2728,5950,25758,24672,50432
SED30016,20249,22085,42328,898,980,1881,259,317,576,236,259,493,3179,3566,6743,25,39,71,22,34,60,27,40,70,27,28,53,35,32,67,0,0,0,3814,4317,8130,180,191,374,93,86,174,4979,5570,10556,1421,1339,2755,26650,28992,55641
SED30017,21099,21825,42924,408,458,866,81,83,170,55,74,127,2257,2331,4583,5,4,13,15,7,23,4,9,11,0,9,11,9,9,27,0,0,0,2435,2525,4957,96,109,207,62,43,105,3006,3128,6132,911,967,1877,25012,25929,50936
SED30018,20635,21847,42484,359,400,757,132,138,273,70,83,155,2594,2837,5434,18,26,37,26,24,53,8,7,7,11,12,21,16,21,37,0,0,0,2867,3149,6014,166,193,362,67,48,116,3458,3795,7253,675,697,1373,24767,26336,51108
SED30019,20493,21508,42007,589,651,1244,269,287,557,166,200,367,4511,5105,9622,31,31,55,34,49,84,19,12,26,27,21,46,28,31,63,0,0,0,5079,5749,10833,356,363,716,69,73,142,6102,6833,12939,1437,1190,2627,28029,29537,57574
SED30020,21726,22085,43813,821,849,1669,181,131,313,50,42,98,2342,2546,4890,13,14,23,14,20,29,16,18,33,14,16,25,8,0,6,0,0,0,2642,2784,5425,55,48,105,61,61,119,3581,3746,7321,1838,1660,3500,27151,27486,54635
SED30021,19425,19021,38438,1471,1559,3028,174,189,361,175,157,327,1517,1603,3117,35,52,91,81,90,174,26,25,47,57,48,101,15,15,29,0,0,0,2082,2167,4248,110,98,210,88,61,147,3749,3890,7637,3128,2724,5853,26297,25638,51926
SED30022,30685,31595,62280,1149,1187,2336,659,767,1424,296,303,595,5696,6026,11725,37,47,81,55,51,101,20,36,65,25,22,46,39,49,83,0,0,0,6834,7295,14131,313,298,607,192,147,338,8479,8924,17405,2532,2410,4946,41696,42936,84632
SED30023,20014,20780,40796,711,753,1461,206,202,407,162,184,337,3213,3426,6641,25,31,58,47,51,91,7,10,15,28,20,46,29,22,58,4,3,3,3723,3939,7655,309,299,606,75,69,146,4816,5058,9871,719,620,1337,25546,26460,52001
SED30024,18453,19487,37940,481,524,1006,610,747,1356,173,206,378,1718,1892,3613,21,23,40,27,25,44,9,18,23,8,9,17,20,18,33,0,0,0,2571,2935,5511,176,212,384,106,94,201,3335,3770,7105,1287,1281,2564,23076,24537,47611
SED30025,21422,22376,43798,405,404,809,122,133,256,124,117,242,2635,2900,5537,34,37,75,19,19,39,11,5,16,26,27,52,41,38,76,0,0,0,3015,3277,6295,130,139,264,55,43,103,3604,3867,7474,588,528,1114,25610,26776,52382
SED30026,20945,21440,42388,503,544,1044,231,165,397,147,144,300,2551,2765,5320,34,32,68,34,21,55,12,15,26,50,43,90,82,52,131,0,0,0,3153,3238,6389,139,136,276,47,29,74,3839,3949,7789,863,672,1525,25644,26055,51701
SED30027,19935,20612,40551,412,437,850,229,253,484,97,103,202,2199,2392,4586,29,20,49,13,11,33,4,6,11,11,13,22,10,14,19,0,0,0,2589,2808,5398,127,140,263,87,64,149,3216,3451,6666,1145,1121,2267,24297,25189,49483
SED30028,19090,18722,37807,1031,1183,2215,105,116,216,99,107,211,2590,2761,5348,28,20,47,51,40,87,19,22,40,29,37,65,10,7,10,0,0,0,2916,3114,6029,124,114,235,110,78,191,4184,4490,8673,1787,1440,3229,25059,24657,49714
SED30029,19214,19595,38806,457,533,987,148,168,323,92,95,181,2068,2298,4359,16,21,33,15,21,31,20,18,36,10,11,20,4,7,14,0,0,0,2367,2631,5005,94,88,183,48,66,111,2971,3313,6285,2957,1380,4338,25140,24292,49425
SED30030,19825,20898,40725,560,596,1160,155,158,311,127,140,270,3732,4094,7829,25,30,54,19,33,49,10,11,20,15,21,34,24,24,49,0,0,0,4103,4511,8617,196,239,432,93,73,166,4953,5420,10376,925,940,1870,25706,27262,52968
SED30031,14234,13683,27916,1461,1456,2918,132,139,267,47,53,101,1286,1480,2763,16,10,29,28,39,68,9,14,22,38,37,77,3,5,9,0,0,0,1560,1781,3339,133,67,206,64,48,111,3220,3348,6569,2595,1903,4503,20049,18939,38987
SED30032,20861,21080,41936,826,883,1703,159,188,352,105,113,215,2425,2642,5073,26,24,54,22,28,53,25,19,44,19,24,43,11,9,17,5,4,3,2798,3049,5852,89,64,157,101,85,187,3816,4082,7900,2138,1870,4011,26812,27034,53849
SED30033,19499,21746,41250,722,814,1533,300,328,629,251,290,541,2736,3160,5893,42,45,86,40,52,86,24,28,53,41,28,67,22,23,43,5,0,6,3459,3953,7410,118,114,236,98,120,217,4396,5000,9394,1810,1832,3641,25705,28583,54288
SED30034,21183,20933,42122,1266,1343,2607,140,144,284,110,119,228,1771,1908,3679,32,23,56,32,42,77,18,16,40,55,57,114,11,8,15,0,0,0,2166,2325,4487,176,105,284,69,51,124,3674,3825,7500,4233,2781,7011,29093,27541,56634
SED30035,19855,19397,39254,937,1022,1963,190,191,385,121,112,229,2307,2420,4733,19,20,34,34,42,75,14,9,21,42,47,90,17,17,34,0,0,0,2746,2855,5601,67,50,119,78,69,148,3830,3998,7826,1963,1507,3470,25649,24899,50548
SED30036,23900,25212,49115,751,815,1565,128,165,292,89,89,184,2974,3036,6012,23,20,39,13,16,27,14,25,44,21,17,37,11,17,31,0,0,0,3280,3383,6661,243,258,504,93,103,196,4369,4555,8926,4766,1962,6725,33036,31733,64766
SED30037,18752,19582,38336,581,687,1266,196,204,402,104,84,190,3035,3240,6270,30,38,73,17,13,29,9,11,22,46,54,102,13,13,29,0,0,0,3447,3656,7113,80,97,176,80,76,157,4195,4519,8709,1396,1452,2847,24344,25555,49896
SED30038,20269,21069,41342,535,629,1168,200,208,412,87,68,152,2758,2936,5691,20,32,50,25,21,43,13,15,27,34,29,63,17,15,27,0,0,0,3154,3320,6475,59,76,133,112,89,202,3858,4116,7977,2433,1468,3899,26564,26651,53221
SED30039,26650,27272,53924,947,991,1940,281,299,576,162,168,340,3874,4087,7960,30,36,66,38,33,68,12,13,21,52,52,103,36,40,80,0,0,0,4490,4725,9221,172,214,380,117,87,201,5722,6021,11737,1275,1152,2433,33649,34446,68095
SED30040,19090,21146,40238,563,634,1199,214,241,453,194,182,373,3005,3325,6329,30,27,54,29,28,56,14,28,43,16,29,50,28,19,48,0,0,3,3530,3878,7408,152,175,329,69,87,161,4317,4782,9097,1329,1332,2661,24744,27258,51998
SED30041,19960,20538,40495,1140,1281,2418,128,120,251,91,82,175,2429,2645,5073,21,31,56,28,24,57,10,10,23,26,34,55,12,18,29,0,0,0,2751,2971,5721,88,79,165,85,75,154,4059,4406,8465,2311,1660,3975,26338,26596,52932
SED30042,22473,23287,45762,601,651,1256,130,124,250,72,82,152,3091,3322,6411,20,18,44,22,28,46,12,21,36,20,13,32,15,22,35,0,0,0,3376,3636,7008,120,127,244,88,92,177,4187,4500,8687,1139,1116,2258,27807,28902,56711
SED30043,20722,20626,41347,958,951,1906,154,184,339,72,88,163,2042,2319,4356,20,24,47,10,20,25,13,26,44,5,15,23,7,7,12,0,0,0,2328,2682,5010,109,119,233,100,92,184,3497,3842,7337,1748,1826,3574,25969,26294,52261
SED30044,24448,25136,49588,585,664,1258,261,275,539,143,140,283,4081,4408,8489,21,23,43,25,17,48,12,12,28,13,17,28,13,10,22,0,0,0,4572,4906,9475,149,160,311,128,104,233,5440,5839,11278,1956,1937,3893,31850,32909,64759
SED30045,21296,22570,43871,506,567,1072,176,179,354,133,129,261,2597,2779,5369,24,19,43,25,28,51,10,10,17,11,12,22,12,7,19,0,0,0,2981,3153,6139,161,173,337,55,55,111,3705,3960,7658,1054,1098,2152,26053,27621,53682
SED30046,22585,23423,46008,569,668,1237,197,208,404,105,113,219,3515,3681,7199,20,15,28,15,10,28,15,11,24,13,20,31,4,15,14,0,0,0,3880,4072,7955,156,162,320,114,116,233,4720,5017,9736,2021,2008,4028,29321,30452,59770
SED30047,20424,21063,41493,676,671,1344,129,158,286,99,93,188,3137,3367,6503,19,22,38,33,29,61,15,10,25,23,27,50,3,3,8,0,0,0,3451,3714,7165,108,125,234,90,63,158,4328,4572,8898,2692,2146,4843,27446,27788,55232
SED30048,21130,21956,43083,1138,1281,2424,362,387,750,247,273,519,5387,5672,11060,83,71,157,59,58,117,45,41,83,37,41,81,58,47,107,0,0,0,6280,6591,12868,682,669,1358,93,71,164,8195,8618,16808,1042,1037,2080,30363,31609,61971
SED30049,22088,23428,45525,471,527,997,142,127,274,116,111,226,3469,3623,7095,35,48,79,28,30,56,8,11,21,20,20,43,23,19,46,0,0,0,3847,3995,7837,284,308,591,79,60,144,4684,4888,9574,1022,931,1952,27792,29252,57047
SED30050,17452,18775,36226,1009,1068,2076,309,359,673,295,338,640,2763,3221,5980,33,41,72,40,40,80,31,35,66,30,30,60,25,26,50,0,0,0,3526,4097,7620,247,266,508,136,121,259,4917,5551,10465,1778,1802,3581,24151,26125,50274
SED30051,20239,20565,40804,753,879,1628,255,239,489,185,176,360,2255,2385,4638,28,19,45,38,25,59,35,35,75,24,31,55,12,10,18,0,0,0,2832,2906,5738,58,66,126,69,75,137,3710,3923,7633,2442,1622,4065,26396,26108,52504
SED30052,19991,19051,39039,1949,2124,4072,592,553,1145,458,447,907,7477,7692,15172,83,93,167,76,91,167,35,41,77,51,60,112,54,52,109,0,0,0,8818,9025,17850,800,833,1631,164,134,298,11730,12118,23851,2596,2234,4828,34317,33406,67718
SED30053,19096,20645,39744,705,764,1469,519,631,1154,310,421,731,2930,3424,6353,43,56,103,30,48,72,27,28,58,14,22,29,25,32,58,0,0,0,3905,4652,8560,282,349,630,130,144,280,5022,5910,10937,1254,1263,2521,25370,27826,53197
SED30054,19467,20269,39732,477,540,1019,158,141,297,129,126,252,3054,3080,6134,24,19,43,23,23,45,5,10,23,13,18,37,17,16,36,0,0,0,3430,3442,6866,234,263,505,69,52,118,4207,4306,8513,823,699,1525,24494,25268,49767
SED30055,19140,18480,37621,706,811,1520,101,94,195,43,27,77,1818,1957,3777,9,17,26,14,21,37,12,3,17,25,15,42,9,4,6,0,0,0,2032,2146,4175,27,33,63,57,26,84,2816,3017,5840,3820,2330,6149,25775,23833,49607
SED30056,21296,21963,43264,429,468,898,152,123,272,101,107,209,1867,1980,3851,10,11,25,28,20,45,8,6,17,6,10,22,21,22,41,0,0,0,2200,2286,4482,202,222,424,43,42,87,2871,3017,5892,525,538,1067,24696,25521,50217
SED30057,21537,22955,44496,599,709,1308,163,176,339,100,133,234,3501,3921,7424,15,13,29,21,21,42,23,29,51,12,13,21,13,12,24,0,0,0,3844,4320,8161,133,144,270,177,158,331,4755,5321,10076,1937,1920,3858,28228,30201,58429
SED30058,21029,21939,42962,386,440,823,96,108,210,68,82,148,2549,2699,5244,22,32,52,15,13,30,5,3,9,13,13,27,9,7,15,0,0,0,2782,2956,5739,151,156,304,47,39,86,3364,3588,6951,723,651,1374,25111,26174,51285
SED30059,22549,24019,46566,524,618,1139,403,453,853,162,174,334,2691,3037,5731,26,28,55,20,24,47,32,25,57,13,9,20,11,18,29,0,0,0,3354,3773,7124,155,198,351,71,90,161,4101,4676,8779,1364,1421,2789,28021,30112,58132
SED30060,21023,21747,42767,634,676,1317,114,107,221,95,109,205,2590,2874,5465,32,34,71,23,34,61,8,12,21,45,61,102,15,19,34,0,0,0,2930,3249,6176,86,88,171,96,84,180,3744,4101,7850,2331,2254,4588,27102,28104,55205
SED30061,18079,18516,36601,524,600,1124,215,197,408,206,192,400,2811,3115,5928,37,39,84,53,52,102,17,24,47,52,35,89,46,29,78,0,0,0,3442,3697,7131,150,138,289,91,112,196,4201,4545,8745,3449,1969,5418,25732,25031,50760
SED30062,25602,27212,52811,910,1012,1922,269,250,516,132,151,281,3936,4379,8317,32,34,66,32,34,61,10,17,26,24,27,49,32,35,67,0,0,0,4460,4923,9386,194,233,421,116,119,235,5685,6286,11972,1439,1486,2922,32720,34987,67709
SED30063,20054,19913,39973,1175,1270,2447,116,111,225,66,60,122,1949,2031,3974,15,13,23,26,22,45,22,29,46,22,18,45,5,9,13,0,0,0,2212,2284,4496,123,84,203,76,69,141,3580,3708,7289,2497,2301,4796,26133,25925,52059
SED30064,18897,20210,39111,690,738,1429,153,163,313,118,118,236,2313,2553,4866,27,34,56,22,25,48,17,16,34,16,14,32,7,9,19,0,0,4,2666,2933,5602,88,107,190,82,66,143,3526,3844,7363,1451,1308,2757,23871,25364,49237
SED30065,21473,22423,43900,795,917,1710,356,387,740,370,426,799,2675,2929,5607,22,33,56,35,29,61,29,31,57,17,21,45,27,31,51,0,0,0,3527,3892,7415,193,202,395,81,79,161,4596,5087,9688,1196,1111,2305,27268,28618,55886
SED30066,18433,19484,37918,737,836,1567,341,345,687,378,428,811,1968,2165,4133,26,29,52,36,37,78,15,23,36,20,34,55,15,13,22,0,0,0,2803,3074,5874,234,217,441,74,66,143,3845,4190,8028,1418,1416,2832,23692,25086,48777
SED30067,21300,21799,43105,646,700,1344,183,174,353,129,127,258,3532,3676,7205,26,23,50,22,24,47,19,12,29,25,23,50,25,23,51,0,0,3,3960,4084,8043,194,214,404,100,79,178,4898,5076,9976,1215,1093,2308,27410,27970,55382
SED30068,17416,18847,36261,638,674,1313,153,162,308,86,86,173,2093,2252,4346,9,9,23,6,8,17,15,15,28,9,8,18,12,13,32,0,0,0,2385,2553,4942,124,138,263,41,51,90,3196,3409,6605,808,880,1693,21412,23140,44554
SED30069,22812,23029,45838,547,602,1155,106,121,231,93,84,173,2481,2597,5075,13,13,31,18,20,38,8,3,6,20,24,48,12,16,29,0,0,4,2741,2891,5627,130,129,266,70,49,113,3493,3669,7164,1037,966,1997,27340,27655,54995
SED30070,19680,21016,40696,863,930,1796,207,217,422,149,158,301,2537,2818,5359,14,17,33,20,23,40,23,25,52,15,15,30,14,10,25,0,0,0,2975,3286,6258,92,100,198,85,60,147,4012,4375,8390,1363,1389,2752,25058,26778,51837
SED30071,19729,21388,41116,626,696,1323,208,241,453,133,137,271,2718,3121,5834,9,19,30,31,23,55,13,20,32,15,12,33,21,24,42,0,0,0,3150,3603,6751,146,157,305,86,73,160,4010,4532,8543,1524,1496,3019,25261,27417,52678
SED30072,20939,21879,42819,859,982,1839,226,253,475,106,115,225,2539,2745,5283,15,18,35,24,24,46,10,10,19,14,11,23,20,10,27,0,0,0,2952,3185,6134,108,118,225,73,49,126,3994,4330,8321,1220,1131,2351,26151,27342,53494
SED30073,19733,20577,40315,779,877,1665,107,95,211,53,51,105,3023,3375,6401,23,17,39,24,32,51,7,8,17,17,23,38,9,10,20,0,0,0,3267,3616,6885,125,117,243,118,89,208,4292,4704,9000,2176,1744,3919,26207,27026,53235
SED30074,21750,23123,44878,602,674,1275,94,95,191,60,71,137,2406,2654,5054,20,21,36,16,18,31,11,11,24,14,20,38,18,25,43,0,0,0,2647,2911,5556,145,152,300,61,44,108,3456,3780,7236,863,887,1749,26070,27788,53864
SED30075,21406,21794,43197,897,1005,1903,188,213,403,94,101,196,1926,2085,4012,27,21,52,17,14,37,14,10,24,25,24,44,17,17,30,0,0,0,2304,2488,4796,63,80,142,77,77,154,3345,3650,6993,2111,1806,3918,26861,27245,54102
SED30076,19879,19751,39635,1404,1477,2878,518,505,1021,365,375,742,6585,7127,13713,80,82,160,61,70,131,41,49,96,48,42,84,53,57,111,0,4,4,7750,8304,16056,707,720,1423,164,159,323,10021,10656,20684,2243,2182,4418,32144,32591,64731
SED30077,18910,19335,38244,1229,1376,2610,259,273,530,53,48,99,1580,1655,3232,8,16,31,12,6,21,8,10,14,23,19,39,6,9,9,0,0,0,1951,2033,3980,70,54,131,66,50,112,3314,3516,6830,2201,2065,4265,24424,24916,49347
SED30078,19699,20962,40656,688,778,1471,436,492,923,305,300,600,3666,3897,7564,35,48,79,26,26,54,44,53,96,27,35,59,32,28,57,0,0,0,4564,4871,9440,281,299,587,135,121,252,5677,6071,11746,1961,2157,4117,27336,29185,56524
SED30079,21882,22337,44219,333,383,722,101,109,209,79,88,163,2442,2565,4999,13,14,28,13,12,24,8,6,15,9,11,20,3,3,10,0,0,0,2659,2809,5467,137,135,271,67,47,116,3200,3373,6571,808,811,1615,25887,26516,52402
SED30080,20969,22228,43197,453,486,936,194,190,383,159,161,326,3856,4121,7969,18,22,46,33,20,57,26,25,44,32,25,53,17,22,44,0,0,0,4331,4589,8922,229,223,453,73,76,152,5088,5371,10464,1243,1247,2492,27302,28851,56151
SED30081,23950,24925,48873,596,609,1209,140,122,259,107,109,218,2848,2723,5572,52,39,87,19,23,37,12,14,23,22,14,31,10,7,16,0,0,0,3207,3044,6248,275,275,545,71,61,131,4156,3984,8134,1050,1079,2130,29158,29985,59140
SED30082,18431,18401,36833,1027,995,2022,679,680,1363,470,536,1002,3518,3710,7227,60,60,120,32,48,87,39,47,92,13,14,24,39,26,67,0,0,4,4852,5126,9978,405,414,820,117,101,217,6401,6638,13037,2895,2763,5662,27731,27801,55528
SED30083,23166,24150,47318,566,596,1163,319,341,656,159,160,319,2818,3154,5975,43,40,87,21,20,45,28,21,50,18,15,36,17,23,41,0,0,0,3417,3782,7203,170,146,312,125,96,226,4276,4625,8899,1218,1235,2451,28662,30004,58665
SED30084,19262,20548,39806,498,601,1099,125,125,249,117,118,236,2665,3038,5701,32,38,67,27,29,62,10,20,31,47,40,90,15,27,44,0,0,0,3051,3431,6478,70,85,158,111,56,171,3725,4181,7910,1951,1735,3683,24942,26457,51403
SED30085,22040,22068,44112,581,572,1159,176,151,330,119,96,213,3886,3642,7527,58,53,105,29,13,44,27,25,55,27,21,53,20,14,39,0,0,0,4334,4023,8358,361,340,697,120,99,218,5401,5035,10434,1216,1094,2310,28658,28189,56852
SED30086,20211,21650,41858,774,799,1569,196,214,411,85,76,160,3152,3525,6679,19,21,45,13,9,23,5,5,17,28,27,51,22,26,51,0,0,0,3524,3901,7425,121,138,267,70,65,139,4490,4899,9391,1427,1417,2849,26131,27965,54097
SED30087,20259,23121,43376,702,695,1398,163,211,370,90,116,200,3747,4322,8070,28,17,49,15,12,30,21,14,33,16,24,42,15,13,33,0,0,0,4102,4728,8830,175,166,342,120,106,221,5096,5695,10790,1264,1325,2589,26617,30140,56757
SED30088,18125,18419,36540,645,705,1352,205,214,421,160,179,336,2958,3424,6384,38,34,74,33,46,74,23,16,38,56,67,122,31,31,59,0,0,0,3501,4015,7512,170,184,348,90,52,146,4404,4951,9356,2219,1790,4014,24749,25162,49911
SED30089,15496,14823,30319,1497,1585,3077,149,132,280,64,45,109,1400,1440,2833,37,37,77,34,43,75,13,17,27,80,82,164,4,0,8,0,0,0,1777,1792,3576,107,98,206,114,80,202,3496,3556,7055,2926,2276,5199,21911,20661,42576
SED30090,16149,15945,32097,1329,1470,2798,146,124,269,42,48,89,1280,1379,2660,8,9,14,17,18,28,3,10,17,15,16,34,3,5,8,0,0,0,1524,1607,3129,66,82,151,66,59,123,2983,3215,6198,2136,1962,4098,21262,21124,42392
SED30091,22494,23615,46111,450,485,932,173,183,356,95,96,192,3412,3619,7027,28,17,42,15,13,33,16,16,35,12,13,30,6,11,23,0,4,6,3768,3965,7740,159,166,325,132,104,236,4513,4725,9235,2332,2447,4775,29333,30791,60120
SED30092,19497,18841,38327,1291,1379,2669,328,393,718,200,249,450,2540,2782,5325,67,76,137,66,75,146,26,23,46,38,38,73,16,22,34,0,0,0,3273,3650,6927,118,134,253,89,82,168,4772,5240,10016,3051,2302,5351,27313,26378,53689
SED30093,26670,27123,53798,705,726,1424,196,175,371,103,108,210,3655,3674,7330,21,25,46,22,28,49,19,16,34,9,12,17,14,3,17,0,0,0,4035,4042,8080,222,237,457,142,102,244,5098,5104,10204,3133,3010,6148,34904,35241,70145
SED39494,1455,1091,2545,722,578,1295,431,462,889,277,302,586,2200,2296,4494,80,73,160,117,139,261,44,47,95,39,59,96,24,25,51,0,0,0,3220,3403,6627,166,178,343,60,50,111,4166,4209,8378,2204,1478,3681,7825,6776,14601
SED39797,39,5,47,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,109,24,130,149,28,183
SED40001,15218,15494,30717,1128,1184,2311,344,278,627,324,333,661,139,161,300,2873,2896,5773,64,68,129,36,40,77,47,66,111,30,38,70,0,0,0,3852,3877,7732,387,346,732,84,48,133,5448,5464,10908,1523,1202,2725,22187,22158,44348
SED40002,15569,16519,32084,468,506,972,181,149,323,134,121,252,60,66,131,2190,2350,4541,18,22,44,19,9,23,20,20,44,13,6,17,0,0,0,2632,2744,5382,154,181,337,48,54,101,3303,3483,6787,646,574,1217,19518,20578,40092
SED40003,15196,15837,31039,216,219,431,75,59,138,66,47,112,40,24,59,1025,1156,2185,32,21,50,0,9,11,9,20,31,7,0,11,0,0,0,1248,1343,2589,80,104,183,26,23,51,1572,1683,3260,471,385,854,17243,17904,35148
SED40004,15198,16690,31889,325,344,669,88,95,183,97,80,177,46,50,95,1546,1682,3224,15,23,41,7,0,5,19,29,50,11,5,20,0,0,0,1834,1963,3793,183,184,369,18,25,48,2358,2520,4880,418,452,870,17975,19656,37630
SED40005,14826,14505,29330,666,685,1353,49,53,100,105,96,197,42,53,96,981,991,1969,15,18,37,4,14,21,14,24,35,4,0,4,0,0,0,1212,1241,2459,138,47,184,42,36,74,2058,2009,4067,1647,1332,2984,18533,17850,36381
SED40006,15834,16296,32126,284,342,627,89,71,157,103,78,184,40,36,72,1759,1832,3586,11,14,28,3,0,12,20,17,37,4,3,8,0,0,0,2021,2053,4078,93,113,207,37,33,64,2436,2533,4970,741,739,1478,19010,19569,38572
SED40007,15146,16078,31220,304,318,624,91,96,186,113,105,218,35,42,70,1380,1512,2896,26,22,51,7,14,16,22,17,40,12,10,13,0,0,0,1679,1813,3492,124,120,245,38,26,64,2142,2280,4424,592,564,1153,17878,18919,36799
SED40008,17054,16909,33967,576,532,1107,142,97,239,170,92,258,48,59,103,2047,1980,4031,23,17,41,6,5,16,27,36,64,15,15,26,0,0,0,2477,2305,4790,166,162,332,82,70,155,3307,3067,6386,1084,940,2028,21451,20922,42373
SED40009,15452,15953,31405,190,237,431,49,71,118,66,79,145,23,30,50,1322,1384,2701,9,18,22,10,7,18,32,33,67,4,4,8,0,0,0,1510,1630,3139,74,86,162,22,16,38,1793,1970,3765,475,446,917,17717,18375,36087
SED40010,14654,15797,30448,387,426,814,123,130,260,139,146,289,59,58,114,2085,2191,4278,29,27,51,10,10,16,27,29,57,12,9,18,0,0,0,2488,2597,5081,194,208,400,34,40,72,3098,3270,6365,631,626,1262,18382,19687,38065
