SED_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED40011,15623,16745,32369,307,348,658,102,81,182,115,100,208,33,42,81,1782,1834,3620,21,17,31,0,0,0,18,19,34,14,13,27,0,0,0,2088,2100,4193,116,111,223,36,41,77,2547,2600,5148,656,625,1278,18831,19968,38797
SED40012,16102,16341,32447,383,411,792,63,65,125,73,78,153,45,36,77,1611,1656,3265,8,5,5,3,3,4,28,20,53,9,11,14,0,0,0,1831,1866,3700,53,73,129,53,43,99,2320,2392,4711,1323,1318,2647,19752,20051,39799
SED40013,17243,17338,34589,544,508,1055,128,103,235,187,131,317,43,33,73,2160,2172,4334,30,28,52,3,13,18,5,11,12,19,18,37,0,0,0,2573,2507,5080,181,195,381,61,56,113,3355,3263,6619,1287,914,2194,21892,21515,43404
SED40014,13378,14483,27861,632,709,1343,55,59,118,75,84,160,42,44,87,1098,1204,2303,21,14,32,9,9,19,28,23,53,3,0,3,0,0,0,1331,1446,2779,47,42,94,33,40,73,2045,2243,4286,803,853,1657,16230,17579,33811
SED40015,14346,14034,28374,1016,1090,2101,41,41,81,50,37,92,57,62,122,676,765,1448,61,62,124,10,7,17,34,27,62,0,0,0,0,0,0,933,1014,1948,28,39,65,35,20,55,2007,2164,4172,1612,1310,2926,17963,17505,35473
SED40016,15852,15694,31547,353,336,691,99,64,161,140,87,225,56,51,102,1737,1680,3416,16,21,37,9,18,26,8,5,17,10,11,20,0,0,0,2079,1927,4015,126,138,265,43,36,81,2608,2434,5039,800,802,1603,19259,18932,38186
SED40017,15897,15634,31532,452,499,952,38,41,72,47,40,83,45,49,93,1162,1245,2407,21,25,42,5,6,14,26,32,57,0,0,0,0,0,0,1339,1428,2767,28,36,60,48,35,80,1866,1994,3863,1194,1059,2247,18956,18692,37642
SED40018,14574,16542,31109,373,363,735,80,85,168,110,111,221,49,52,102,1746,2040,3789,25,25,50,6,15,20,15,20,40,0,8,7,0,0,0,2032,2358,4393,126,123,248,35,34,71,2567,2876,5445,670,717,1387,17808,20139,37946
SED40019,14140,13632,27776,1218,1306,2519,74,57,130,103,82,184,101,100,196,695,668,1367,46,46,92,12,14,24,42,45,87,10,4,11,0,0,0,1083,1009,2094,67,64,134,36,37,77,2405,2420,4822,1744,1546,3292,18291,17595,35891
SED40020,14391,15015,29406,804,956,1762,32,31,61,84,81,161,34,37,69,1025,1042,2069,23,20,43,10,15,23,32,23,57,0,3,3,0,0,0,1233,1247,2479,49,47,94,53,26,81,2134,2279,4415,1657,1139,2792,18184,18429,36614
SED40021,15427,16723,32146,345,372,716,79,58,135,119,118,234,42,42,81,2011,2177,4187,20,28,49,9,12,16,14,15,31,11,8,24,0,0,0,2305,2452,4757,150,138,282,46,35,82,2839,2999,5839,665,723,1393,18934,20451,39377
SED40022,14987,15312,30299,288,312,602,59,47,106,55,56,114,33,25,53,945,1051,1991,4,17,19,9,3,9,17,21,36,8,11,20,0,0,0,1126,1229,2355,60,67,123,21,13,37,1488,1625,3112,820,723,1541,17291,17666,34959
SED40023,14581,15386,29971,106,131,234,24,26,44,26,21,50,15,29,42,1261,1398,2658,13,12,20,0,0,4,5,8,15,0,0,0,0,0,0,1349,1495,2838,31,41,75,44,30,68,1527,1699,3223,701,687,1383,16810,17772,34580
SED40024,15813,16626,32431,383,382,769,36,45,81,55,56,113,48,52,98,1693,1947,3644,23,19,35,13,7,22,13,9,26,12,4,14,0,0,0,1893,2148,4037,74,64,141,46,41,84,2393,2643,5038,945,1008,1956,19156,20274,39425
SED40025,14907,15900,30801,707,811,1524,48,40,90,107,99,201,63,64,126,1442,1583,3022,13,18,32,4,10,10,24,24,54,9,6,11,3,0,4,1710,1844,3562,67,75,142,34,21,57,2520,2755,5277,871,834,1706,18300,19485,37786
SED40026,15456,16231,31688,171,174,342,39,37,73,45,37,81,31,36,67,1268,1400,2671,12,9,22,5,3,10,4,3,15,3,3,8,0,0,0,1409,1533,2939,48,48,100,34,16,47,1658,1774,3430,506,532,1033,17618,18537,36151
SED40027,13216,14439,27660,267,314,580,64,57,127,69,68,134,40,39,78,1366,1500,2862,15,17,40,0,3,9,10,10,24,16,13,28,0,0,0,1580,1714,3296,78,82,160,35,44,76,1959,2156,4115,664,721,1385,15842,17311,33154
SED40028,14155,14926,29080,490,510,1000,78,73,151,70,74,150,39,51,88,1608,1798,3403,11,21,29,8,10,13,21,18,39,11,10,20,0,0,0,1844,2051,3895,48,40,91,56,58,110,2439,2655,5097,756,740,1492,17346,18325,35665
SED40029,15849,14956,30806,971,968,1939,56,52,115,220,189,404,45,55,102,749,805,1549,26,32,50,6,13,22,27,32,64,4,0,4,0,0,0,1134,1174,2310,60,61,123,56,30,84,2218,2233,4451,1677,1454,3130,19742,18643,38381
SED40030,15114,15548,30662,607,658,1261,46,59,107,90,83,176,35,42,75,1024,1118,2136,25,24,55,8,4,13,23,37,57,4,6,4,0,0,0,1250,1378,2624,51,72,116,40,20,61,1944,2128,4068,1126,1035,2157,18183,18712,36892
SED40031,15670,16035,31698,278,298,577,53,39,89,65,53,123,20,17,42,1545,1498,3040,4,11,16,9,9,17,13,21,36,3,8,8,0,0,0,1713,1655,3371,90,82,177,8,17,24,2095,2056,4151,447,466,912,18203,18561,36764
SED40032,13330,14679,28011,392,425,812,106,99,204,122,122,235,61,55,120,1628,1887,3515,13,16,29,16,13,26,26,30,54,7,8,14,0,0,0,1976,2225,4200,166,145,309,26,17,42,2562,2801,5366,537,609,1146,16432,18095,34530
SED40033,13709,14250,27963,664,708,1372,39,30,68,174,174,347,40,43,86,1047,1126,2164,23,18,42,12,15,27,16,15,25,0,3,8,0,0,0,1342,1422,2762,38,48,86,45,38,81,2089,2214,4303,1694,1167,2866,17498,17635,35130
SED40034,13117,12807,25934,640,639,1273,39,40,76,32,44,73,52,50,96,968,978,1947,16,11,29,4,7,14,31,34,63,0,0,0,0,0,0,1147,1164,2304,22,24,45,26,20,42,1828,1843,3670,1378,1258,2632,16326,15911,32237
SED40035,15265,15808,31075,186,222,408,49,44,89,41,35,77,21,17,38,1421,1476,2901,11,10,26,4,3,3,10,16,28,9,3,12,0,0,0,1575,1606,3174,58,54,118,35,28,69,1855,1913,3773,581,566,1152,17706,18288,35999
SED40036,17217,17384,34603,389,345,736,80,57,135,95,79,171,31,31,66,1555,1443,2994,8,13,18,11,19,29,11,9,26,6,7,14,0,0,0,1798,1653,3458,116,143,259,57,42,101,2368,2183,4548,725,719,1444,20302,20289,40592
SED40037,14658,15325,29976,341,419,763,69,58,128,85,76,166,61,56,117,1321,1416,2734,16,24,41,3,6,11,11,18,33,21,15,31,0,0,0,1590,1671,3263,78,94,179,50,59,105,2064,2248,4315,789,709,1498,17511,18277,35788
SED40038,17628,17856,35478,312,345,663,47,63,108,72,59,126,20,22,42,1594,1582,3177,10,10,18,0,7,8,21,15,38,8,8,15,0,0,0,1769,1767,3541,101,108,203,58,54,110,2240,2274,4514,1278,1199,2477,21143,21326,42477
SED40039,14715,15045,29763,187,205,389,22,24,45,43,38,79,28,23,57,1344,1449,2795,7,14,21,11,11,22,4,13,18,7,4,9,0,0,0,1471,1577,3041,36,39,82,43,41,92,1744,1859,3605,873,859,1735,17327,17772,35101
SED40040,15918,15893,31813,356,383,740,52,40,87,50,49,98,36,40,74,1081,1206,2289,19,12,30,10,14,29,15,25,42,6,6,5,0,0,0,1275,1387,2656,49,44,94,20,21,39,1697,1831,3532,879,888,1762,18494,18607,37101
SED40041,13665,13859,27523,781,944,1725,57,44,101,50,38,86,40,42,88,650,745,1392,35,28,64,8,7,20,28,31,60,0,0,0,0,0,0,868,939,1808,67,66,132,40,30,71,1762,1973,3730,2030,1334,3360,17456,17166,34622
SED40042,15968,16387,32354,380,419,806,129,71,200,90,74,170,56,57,108,2155,2245,4397,22,13,35,8,5,10,23,20,42,6,9,13,0,0,0,2488,2500,4985,72,70,141,70,58,131,3006,3051,6060,1441,1435,2878,20423,20866,41291
SED40043,17025,17823,34847,416,349,765,97,75,174,137,107,242,41,42,83,2028,1979,4007,11,15,28,4,14,13,30,25,48,4,0,7,0,0,0,2344,2257,4601,123,131,250,51,45,92,2932,2779,5708,825,787,1611,20784,21387,42164
SED40044,14655,16522,31177,406,442,844,108,101,210,126,151,278,40,43,83,1682,1813,3503,35,41,80,11,4,17,14,18,34,11,16,20,0,0,0,2035,2192,4223,161,193,350,31,24,56,2630,2849,5480,458,537,993,17742,19903,37641
SED40045,15871,16408,32283,233,240,466,44,52,101,63,66,134,23,29,57,1243,1352,2599,3,7,12,5,0,7,13,13,27,7,6,13,0,0,0,1402,1538,2942,96,103,196,24,13,31,1751,1889,3638,363,415,781,17986,18713,36699
SED40046,14831,15264,30093,340,346,690,88,76,159,132,110,245,61,68,130,1789,1797,3579,15,21,40,15,10,29,23,20,42,11,7,15,0,0,0,2127,2108,4236,130,120,243,45,32,78,2648,2600,5251,604,560,1162,18084,18420,36500
SED40047,15493,15929,31422,168,168,337,36,37,70,45,28,71,22,24,51,1208,1292,2506,16,15,29,5,4,13,6,6,14,3,0,3,0,0,0,1342,1414,2756,55,61,113,23,19,41,1586,1663,3251,508,477,981,17585,18068,35652
SED49494,369,226,596,148,74,225,36,41,72,42,38,81,66,63,129,499,564,1067,32,32,64,6,6,16,14,13,22,3,8,6,0,0,0,703,765,1467,41,43,86,55,32,84,947,917,1865,538,354,890,1854,1490,3345
SED49797,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,0,12
SED50106,14801,15711,30518,661,726,1388,37,36,68,22,24,48,37,39,73,10,15,23,1635,1807,3438,15,13,28,14,6,19,3,8,8,0,0,0,1770,1940,3714,116,78,191,51,52,102,2597,2796,5392,1460,1025,2488,18863,19529,38390
SED50202,20028,20603,40629,427,454,877,41,56,96,54,50,105,42,51,90,22,26,44,2132,2307,4439,10,14,15,7,14,18,6,6,6,0,0,0,2305,2516,4825,105,125,223,70,60,132,2903,3156,6059,1857,1637,3494,24787,25397,50183
SED50304,17268,18671,35944,400,423,827,59,66,121,72,80,152,36,42,80,18,16,35,2281,2550,4824,6,10,16,12,6,15,8,4,15,0,0,0,2498,2767,5264,166,182,345,47,26,71,3105,3402,6514,1167,1078,2243,21543,23151,44699
SED50405,22058,23357,45416,819,882,1703,140,119,258,143,115,258,101,117,212,41,45,86,2369,2736,5106,19,11,33,33,34,67,16,8,20,3,0,3,2852,3192,6045,161,183,337,60,71,127,3890,4321,8214,1598,1184,2783,27549,28864,56408
SED50502,17765,18093,35861,369,396,763,42,23,65,48,46,96,37,43,79,16,13,22,1684,1685,3374,3,0,3,17,10,19,7,3,11,0,0,0,1847,1825,3671,131,140,274,36,27,62,2388,2385,4776,1155,940,2095,21311,21420,42729
SED50605,17739,18786,36529,539,548,1090,60,66,129,87,78,160,24,37,67,23,16,35,1936,2112,4054,0,5,3,8,8,15,3,0,8,0,0,0,2148,2336,4480,250,260,508,41,31,74,2982,3170,6147,638,577,1214,21355,22536,43886
SED50702,18500,18112,36618,468,498,962,108,79,182,113,95,208,81,63,143,32,34,67,2765,2857,5627,17,15,24,24,27,49,3,8,21,0,0,0,3146,3175,6317,245,247,494,75,63,135,3932,3976,7910,1740,1497,3235,24171,23588,47760
SED50805,14957,16882,31842,470,564,1037,60,77,144,66,92,164,36,40,73,12,18,25,1590,1882,3472,3,8,11,12,13,22,3,3,8,0,0,0,1780,2141,3922,165,180,349,36,58,90,2454,2946,5402,798,792,1591,18210,20613,38828
SED50906,16327,17523,33850,722,826,1546,59,55,112,50,52,95,73,68,143,22,20,38,2114,2337,4456,15,18,34,29,31,61,4,7,18,0,0,0,2375,2582,4954,117,128,245,67,67,139,3282,3598,6880,1831,1196,3032,21443,22323,43762
SED51004,18416,18902,37325,599,568,1167,72,78,154,49,61,111,41,52,93,13,13,30,1837,2047,3885,7,11,16,13,9,28,0,3,3,0,0,0,2045,2276,4321,184,187,368,64,60,126,2890,3099,5983,1036,773,1809,22343,22770,45116
SED51104,21447,22820,44261,782,998,1781,73,83,156,80,96,178,101,113,210,38,23,51,2572,2886,5455,18,15,28,17,19,34,11,6,23,0,0,0,2912,3241,6146,182,205,386,77,79,150,3947,4515,8464,1615,1273,2883,27012,28604,55615
SED51205,20993,20882,41880,701,655,1354,93,70,163,104,79,178,66,55,131,21,26,47,2498,2409,4905,22,17,40,24,19,43,9,10,19,6,0,9,2834,2693,5530,256,230,487,103,75,173,3894,3652,7549,1461,1244,2708,26346,25785,52128
SED51304,17892,18806,36700,272,307,578,44,79,131,53,61,108,31,29,57,9,5,15,1526,1541,3068,9,0,9,5,9,10,5,3,9,0,0,0,1677,1729,3407,115,100,212,34,23,59,2090,2165,4259,609,516,1130,20597,21489,42087
SED51401,14314,13871,28183,760,819,1581,37,31,74,32,25,54,37,37,74,19,16,38,1179,1126,2306,4,0,5,12,9,20,0,4,4,0,0,0,1322,1238,2561,59,55,118,33,17,45,2170,2129,4304,2644,1976,4622,19131,17978,37103
SED51504,18003,18783,36787,564,543,1111,74,83,155,91,99,191,63,61,122,8,18,27,1795,1839,3633,7,11,15,8,10,19,4,5,15,0,0,0,2049,2126,4171,261,285,544,37,31,70,2914,2985,5899,649,610,1257,21567,22375,43943
SED51605,19456,20044,39505,399,428,828,77,67,139,63,69,135,30,46,78,24,22,41,2190,2324,4519,11,7,21,15,14,25,8,6,17,0,0,0,2421,2555,4977,141,148,290,53,43,95,3021,3171,6187,988,832,1821,23464,24048,47510
SED51706,17606,18028,35631,833,836,1671,22,31,54,33,45,81,31,38,68,13,14,23,1614,1811,3424,13,12,23,8,12,25,0,0,4,0,0,0,1741,1958,3703,70,80,145,58,39,97,2708,2913,5618,1478,1231,2712,21789,22172,43956
SED51804,16626,17944,34571,662,726,1391,125,132,256,95,138,233,76,66,140,10,15,26,1958,2210,4170,10,11,18,16,13,33,23,12,44,0,0,0,2322,2600,4920,342,386,726,39,42,82,3365,3754,7116,1032,1042,2072,21023,22737,43764
SED51902,19476,19965,39444,472,513,985,31,34,72,30,39,65,34,32,71,12,10,20,1844,1978,3817,6,20,22,12,9,24,4,0,4,0,0,0,1969,2118,4085,93,83,170,60,62,122,2591,2772,5364,1447,851,2297,23516,23586,47099
SED52006,16371,17705,34076,629,679,1311,72,69,142,44,62,107,65,88,161,14,19,31,1903,2109,4012,9,18,31,13,11,23,7,7,16,0,0,0,2135,2389,4524,129,136,261,28,31,64,2921,3238,6160,1217,951,2167,20511,21892,42399
SED52102,17428,17462,34886,438,492,927,37,24,67,29,34,63,36,25,61,9,11,22,1654,1686,3339,8,6,19,7,11,22,0,7,3,0,0,0,1786,1807,3590,95,110,203,52,57,114,2360,2466,4830,1153,952,2107,20939,20877,41821
SED52205,16365,17215,33578,502,596,1103,146,130,273,122,138,263,88,100,185,30,32,59,2110,2422,4531,13,12,25,17,20,38,19,8,28,0,0,0,2542,2862,5406,209,214,427,74,77,151,3331,3749,7079,1521,1209,2731,21215,22173,43385
SED52301,14410,14991,29402,658,662,1322,40,47,81,46,68,114,42,43,87,16,20,33,1564,1774,3339,0,7,9,21,37,62,7,3,11,0,0,0,1737,1993,3725,91,85,171,40,44,88,2523,2789,5309,2063,1745,3809,18997,19524,38520
SED52404,17514,17930,35441,299,312,609,56,72,128,63,60,128,42,54,95,3,9,13,1625,1741,3360,3,5,9,6,9,10,0,3,4,0,0,8,1797,1952,3745,128,150,274,36,35,70,2261,2438,4698,723,544,1267,20498,20913,41407
SED52505,22919,23679,46596,432,456,886,77,67,145,80,79,156,43,64,109,26,30,59,2529,2696,5222,14,8,18,18,19,42,5,9,11,0,0,6,2797,2968,5764,208,221,428,52,56,101,3479,3701,7182,1821,754,2570,28217,28131,56354
SED52604,16689,16912,33608,351,375,728,66,73,134,74,64,141,53,46,93,16,17,29,1969,1954,3928,11,9,18,14,15,27,11,16,24,0,3,6,2208,2195,4406,174,167,335,57,57,112,2788,2796,5589,894,673,1570,20375,20379,40760
SED52702,16707,17157,33864,344,367,716,31,36,63,36,42,76,19,23,36,11,3,13,1249,1379,2626,14,10,19,10,9,12,0,0,3,0,0,0,1361,1501,2861,83,89,169,30,28,58,1817,1985,3799,824,674,1495,19343,19810,39154
SED52803,13059,11692,24751,890,861,1747,123,84,204,97,81,182,162,119,290,61,42,104,1766,1596,3356,22,20,46,30,28,58,3,0,7,4,0,4,2270,1972,4239,158,130,293,92,51,140,3410,3016,6427,3234,1990,5227,19712,16696,36408
SED52903,11611,11894,23503,1016,1203,2222,99,120,223,104,137,235,149,182,331,28,32,61,1036,1257,2293,10,16,26,95,105,198,4,3,10,0,0,3,1528,1853,3383,95,89,179,71,63,135,2705,3217,5919,2857,2588,5447,17172,17698,34869
SED53004,17678,18496,36179,245,253,501,33,48,78,50,50,106,33,44,73,3,3,6,1401,1518,2921,5,0,5,0,10,9,0,0,3,0,0,0,1531,1670,3197,92,96,182,27,21,49,1888,2040,3933,650,516,1169,20220,21053,41274
SED53105,19406,19635,39040,471,535,1010,56,55,118,59,54,109,47,36,82,20,19,32,2220,2388,4600,19,19,35,20,28,46,9,5,13,0,0,0,2440,2604,5042,130,130,263,67,47,108,3110,3324,6426,2495,999,3494,25008,23959,48966
SED53204,20517,21309,41831,344,367,715,37,42,78,35,48,86,32,25,57,12,17,29,1668,1792,3462,6,5,16,13,8,24,0,0,0,5,0,4,1812,1940,3748,116,133,251,42,27,72,2318,2468,4788,760,543,1307,23598,24319,47922
SED53306,16895,18810,35708,621,736,1356,79,69,152,60,62,126,83,91,173,24,24,47,2041,2394,4438,22,16,34,20,23,53,4,8,12,4,3,11,2341,2694,5035,100,115,215,90,110,198,3149,3660,6808,1653,1497,3149,21702,23962,45668
SED53402,16964,17446,34408,489,528,1017,57,68,124,88,80,170,55,44,105,22,19,45,2213,2345,4560,8,10,17,11,11,23,0,3,8,0,0,0,2450,2599,5047,139,161,301,50,63,118,3130,3347,6478,1060,935,2003,21156,21734,42890
SED53502,18423,18871,37299,358,403,764,44,53,92,39,45,84,52,48,101,14,18,32,2273,2468,4740,6,10,16,16,13,31,0,0,0,0,0,0,2441,2663,5101,137,127,261,74,66,138,3011,3253,6267,1500,1260,2765,22942,23394,46333
SED53602,19617,19783,39406,381,360,740,47,35,74,72,42,116,23,34,59,5,9,18,1821,1803,3622,7,4,18,16,8,22,0,3,0,0,5,5,1988,1947,3934,171,172,349,58,40,100,2608,2519,5122,1563,1436,2998,23788,23744,47530
SED53701,14916,13986,28904,649,664,1312,29,25,58,28,33,66,56,56,114,27,25,55,1359,1340,2700,7,8,16,20,18,35,0,0,0,0,0,0,1520,1516,3040,89,84,173,29,38,62,2291,2300,4591,2518,1982,4500,19727,18263,37992
SED53802,18330,18976,37300,423,462,885,49,47,101,59,44,107,33,44,80,12,10,25,1982,1987,3966,8,4,11,13,11,22,4,3,9,0,0,0,2153,2168,4324,138,134,269,56,45,102,2775,2805,5581,1049,939,1995,22153,22723,44874
SED53902,16043,17599,33640,384,452,834,67,81,143,112,120,233,68,60,128,21,16,36,2169,2320,4493,14,7,17,13,12,27,6,13,25,0,0,0,2466,2632,5099,182,199,380,52,33,78,3085,3310,6394,989,907,1892,20115,21812,41928
SED54006,17197,17225,34425,719,781,1501,43,37,79,41,40,76,31,44,74,16,20,39,1681,1823,3508,15,19,31,17,17,33,0,3,4,0,0,0,1845,2002,3847,76,93,170,57,47,100,2705,2917,5622,1632,1309,2941,21540,21456,42991
SED54104,17190,18191,35385,882,953,1834,128,152,281,165,187,356,86,96,182,34,39,67,2444,2781,5225,12,14,28,20,18,37,13,20,33,0,0,0,2904,3305,6206,463,452,915,27,30,57,4282,4732,9016,985,926,1910,22455,23849,46307
SED54203,7818,6601,14426,589,556,1149,55,46,103,44,52,93,101,89,189,32,37,67,1128,988,2117,12,6,18,48,33,73,6,0,6,0,0,0,1419,1260,2675,75,52,126,34,33,69,2120,1904,4022,2492,1644,4134,12427,10155,22581
SED54304,18722,17991,36711,870,866,1734,266,205,475,284,257,538,234,203,440,75,57,132,3759,3856,7612,20,19,43,30,37,70,21,12,27,0,0,0,4683,4651,9338,564,553,1123,109,83,194,6234,6152,12388,2365,1626,3985,27313,25770,53088
SED54403,15649,12877,28535,1908,1935,3841,155,107,265,147,116,267,291,233,523,75,49,120,2197,1958,4153,18,21,39,57,47,103,11,5,14,0,6,3,2950,2536,5492,163,148,309,86,67,149,5107,4687,9797,5327,3079,8409,26085,20652,46735
SED54505,18948,19914,38865,492,573,1066,60,63,119,70,62,132,31,24,63,24,20,43,1799,1797,3591,9,4,12,6,5,8,10,10,20,0,4,4,2015,1993,4004,241,249,491,32,30,62,2777,2841,5621,608,529,1137,22335,23292,45628
SED54605,15723,16169,31893,422,436,857,113,90,208,147,103,248,84,76,158,25,33,58,1740,1874,3607,9,15,27,30,24,53,5,16,19,0,0,0,2157,2231,4388,125,118,245,75,65,142,2776,2859,5631,1747,1223,2977,20249,20253,40498
SED54701,14415,13879,28296,1068,1099,2168,25,21,48,51,43,94,61,45,106,29,16,49,1049,1097,2143,12,8,21,7,17,26,4,0,4,0,0,0,1235,1249,2478,117,67,182,43,33,82,2460,2452,4910,2129,1898,4031,19005,18230,37233
SED54804,16749,18283,35031,572,714,1282,115,127,239,137,138,277,101,126,223,19,16,35,2274,2624,4903,12,8,22,17,21,36,18,14,33,0,0,3,2693,3080,5771,246,262,507,60,54,117,3572,4105,7676,1307,1170,2472,21626,23558,45182
SED54905,16422,17197,33616,569,591,1159,82,79,160,106,117,227,80,75,149,20,21,42,2315,2467,4782,14,15,25,17,17,37,11,17,26,0,4,4,2646,2811,5455,259,243,504,78,78,157,3549,3721,7277,975,960,1933,20943,21880,42822
SED55005,21274,21905,43177,450,441,896,59,58,117,60,59,125,39,36,72,26,27,51,1852,1973,3830,3,4,6,14,11,25,6,8,12,8,8,15,2070,2177,4256,194,206,398,35,29,70,2755,2861,5617,973,818,1792,24999,25588,50590
SED55102,19368,19772,39138,447,480,928,58,55,111,86,62,149,55,58,112,18,14,26,1959,2109,4070,11,12,22,10,9,19,7,13,18,0,0,0,2207,2335,4537,110,119,229,57,34,89,2821,2968,5790,3164,992,4160,25351,23724,49079
SED55202,19569,20017,39592,433,451,888,56,37,89,58,33,93,46,45,90,20,22,37,1890,1965,3850,7,10,14,16,13,35,4,3,9,0,0,0,2095,2126,4222,130,185,318,51,40,89,2707,2807,5508,1485,1346,2828,23760,24171,47925
SED55306,16619,17623,34238,1122,1223,2345,61,68,134,77,72,149,53,58,111,19,13,30,1737,1912,3647,11,16,30,13,18,25,0,0,0,0,0,0,1973,2163,4130,112,124,243,63,41,101,3264,3552,6813,1506,1344,2855,21390,22517,43911
SED55405,17624,17509,35133,787,677,1468,126,88,212,177,130,306,84,74,162,28,21,51,3438,3206,6648,14,12,21,17,20,36,14,11,30,0,0,3,3903,3564,7469,325,293,612,94,56,146,5103,4591,9697,1677,1534,3212,24412,23634,48040
SED55504,20172,21090,41267,448,523,969,45,51,99,40,42,85,31,53,87,8,4,15,1983,2106,4088,6,5,14,11,12,25,4,4,9,0,0,0,2143,2281,4421,118,112,232,50,45,93,2760,2962,5723,1053,797,1849,23980,24851,48835
SED55605,19645,20197,39835,660,741,1400,107,111,217,101,78,180,82,92,177,34,20,52,1925,2113,4039,13,28,42,24,17,39,13,5,21,0,0,0,2291,2470,4763,127,129,258,53,52,107,3137,3392,6527,1347,904,2258,24123,24489,48620
SED55706,16568,16689,33256,1081,1146,2224,53,55,112,63,66,133,44,38,84,19,22,37,1386,1534,2921,17,16,39,13,23,39,0,0,0,3,0,8,1605,1755,3360,148,90,238,47,65,109,2880,3054,5933,2079,1771,3855,21526,21509,43041
SED55802,21494,21986,43477,451,483,934,53,49,99,62,75,144,64,58,120,25,23,43,2230,2393,4616,7,3,17,17,18,34,7,3,12,0,4,4,2466,2624,5090,149,179,327,72,62,132,3138,3350,6484,1088,1076,2169,25717,26410,52128
SED55905,15815,16960,32771,288,318,604,36,38,74,63,57,120,39,45,87,11,9,18,1816,2062,3870,7,8,17,5,10,18,0,3,12,0,0,0,1985,2232,4215,104,113,215,61,74,132,2433,2740,5171,1062,1026,2093,19312,20723,40030
SED59494,650,443,1089,269,221,487,144,127,273,133,121,259,180,191,365,40,42,86,775,793,1565,27,17,42,30,25,58,3,12,8,0,0,0,1335,1324,2661,99,96,192,43,20,61,1743,1662,3403,2228,1281,3513,4620,3386,8005
SED59797,200,24,229,0,0,0,7,0,3,0,0,0,6,3,10,0,0,0,31,4,39,0,0,0,3,0,3,0,0,0,0,0,0,46,9,55,10,0,14,0,0,0,55,10,71,200,19,216,455,58,514
SED60105,9167,10103,19270,163,219,378,151,143,293,162,161,321,74,92,166,14,11,29,22,28,49,1093,1325,2425,11,13,27,8,10,17,0,0,0,1533,1786,3322,55,57,109,43,26,68,1793,2085,3879,510,478,994,11476,12666,24139
SED60106,3101,3114,6214,160,168,325,44,28,71,33,35,65,17,17,35,14,8,22,12,11,18,90,118,210,6,0,6,9,0,8,0,0,0,215,217,426,6,11,15,10,6,14,385,400,779,341,349,688,3826,3861,7685
