SOSR_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SOSR301,9765,322,78,397,10168,2043,51,12263,65,14,5,84,156,4,0,4,159,15,186,365,48906,7259,1791,743,58705,1145,260,1403,60103,4403,350,64863,13384,1546,381,61,15376,256,46,301,15673,822,18,16517,10882,1654,315,63,12916,174,40,210,13129,555,24,13706,1345,223,212,16,1798,20,5,30,1824,106,0,1933,91,16,4,105,218,4,3,4,225,36,25,280,25703,3440,914,250,30305,451,91,544,30849,1514,70,32437,282,66,8,11,367,61,9,71,439,49,0,481,370,68,16,11,468,41,18,62,527,40,7,571,650,135,19,23,836,107,27,133,968,85,7,1061,26358,3575,939,276,31140,557,113,675,31815,1602,76,33490,4609,916,186,129,5840,162,45,208,6048,1407,29,7483,44,4,0,41,92,0,0,4,97,11,111,217,31009,4493,1123,444,37073,726,159,889,37966,3019,214,41195,17650,1959,519,82,20211,346,75,425,20636,1160,18,21810,13362,2192,423,63,16040,174,45,216,16257,798,30,17080
SOSR302,2841,112,25,130,2974,615,15,3604,29,11,0,31,63,0,0,0,63,4,71,143,16493,3063,729,307,20582,405,111,514,21096,1546,145,22786,4355,583,147,29,5113,85,34,117,5233,309,6,5549,4366,880,172,29,5439,83,21,104,5545,235,10,5786,497,104,96,6,705,3,3,7,712,47,0,762,52,7,0,44,98,0,0,0,98,11,12,127,9264,1572,422,103,11363,172,55,228,11590,603,29,12222,64,13,0,0,80,15,0,15,90,7,0,98,138,26,5,6,171,9,4,10,185,22,0,201,194,38,3,11,250,25,4,25,276,27,0,304,9463,1610,427,108,11609,198,57,256,11870,633,29,12525,1329,313,79,41,1761,54,17,69,1827,393,10,2229,14,5,0,17,38,0,0,0,38,0,37,77,10811,1930,506,173,13412,250,74,326,13733,1026,68,14834,5811,761,201,32,6803,82,39,131,6931,377,15,7323,5176,1148,231,37,6590,90,19,114,6701,349,12,7066
SOSR303,1330,70,25,94,1427,493,4,1922,6,4,5,6,20,0,0,0,20,3,25,51,7857,1246,225,109,9441,212,76,285,9726,964,42,10727,2423,271,58,9,2756,49,10,63,2816,184,8,3002,1893,329,55,17,2285,28,6,42,2321,133,0,2455,79,25,19,0,121,0,0,0,121,14,0,140,23,3,0,23,44,0,0,0,49,9,0,56,4410,621,122,46,5207,83,24,104,5312,337,10,5654,34,6,0,0,42,9,0,10,52,16,0,64,64,16,7,0,89,10,15,22,108,13,0,121,101,20,3,0,130,20,17,32,163,26,0,184,4510,647,131,50,5337,99,37,133,5471,361,10,5840,587,150,21,16,777,60,18,72,848,323,0,1168,5,0,0,7,9,0,0,0,9,0,19,37,5098,800,153,67,6127,157,52,210,6334,687,27,7049,3164,350,78,12,3606,42,13,58,3665,220,3,3884,2224,389,56,20,2691,38,11,45,2740,183,0,2920
SOSR311,740,23,10,27,767,221,0,989,0,0,0,6,7,0,0,0,7,5,10,16,4401,620,150,111,5280,92,27,120,5402,466,27,5901,1288,146,39,5,1488,17,5,20,1509,64,6,1580,1207,180,28,13,1431,25,11,33,1457,73,3,1535,46,9,17,0,72,0,0,4,80,3,0,81,7,0,0,29,42,0,0,4,37,3,8,52,2553,337,90,54,3035,40,17,61,3087,144,12,3249,20,0,0,0,19,3,7,7,27,11,0,34,30,5,0,0,33,5,0,4,41,0,0,43,49,5,0,0,61,4,7,12,71,7,0,83,2605,336,91,55,3091,46,24,72,3156,154,14,3332,321,86,10,23,433,18,0,26,457,166,0,618,0,0,0,4,11,0,0,0,8,0,13,18,2928,426,105,83,3536,71,23,91,3626,318,26,3975,1596,198,54,12,1868,23,8,30,1903,94,3,1999,1287,205,28,10,1526,29,7,38,1564,77,0,1641
SOSR312,339,13,5,19,361,94,4,457,5,0,0,0,3,0,0,0,3,0,3,9,1528,240,84,38,1894,37,11,48,1939,198,10,2148,361,51,10,5,429,7,0,8,442,28,3,473,428,62,18,0,511,9,0,10,525,40,0,561,40,8,5,0,57,0,0,3,54,8,0,61,0,0,0,8,13,0,0,0,13,0,0,15,831,129,36,19,1010,20,9,23,1027,79,3,1111,15,0,0,0,12,7,0,7,21,0,0,23,15,4,0,0,19,0,0,0,21,0,0,21,22,8,0,0,32,4,0,4,37,0,0,42,852,137,36,18,1039,27,9,26,1071,79,3,1153,179,29,10,0,224,12,4,17,241,92,0,328,4,0,0,5,5,0,0,0,5,0,4,10,1043,162,48,21,1271,34,5,45,1313,168,3,1484,529,56,21,0,609,4,7,10,622,35,0,660,499,76,17,4,604,13,0,15,614,50,0,672
SOSR313,629,28,10,38,671,143,3,818,0,3,0,3,8,0,0,0,8,0,6,22,3378,377,105,71,3932,58,32,91,4028,336,18,4380,905,79,14,14,1007,5,3,8,1013,47,0,1061,837,93,15,10,948,14,3,12,962,55,0,1021,44,5,8,0,51,7,0,7,60,9,0,68,9,3,0,19,30,0,0,0,30,3,7,39,1792,176,39,37,2045,20,4,30,2067,108,5,2184,13,0,0,0,12,0,0,3,19,5,0,20,22,4,0,0,29,0,0,4,30,4,0,31,34,3,0,0,42,4,0,7,46,4,0,55,1825,182,38,37,2080,27,12,37,2122,116,5,2241,298,38,18,6,365,14,4,16,377,95,3,475,7,0,0,4,6,0,0,0,6,0,4,11,2127,222,54,44,2450,35,12,54,2501,208,12,2724,1167,113,26,7,1321,14,6,18,1332,54,0,1390,961,90,19,8,1080,14,10,17,1100,54,0,1157
SOSR314,645,23,9,31,674,140,7,811,11,0,0,7,16,0,0,0,16,0,19,39,3507,437,150,91,4190,74,9,85,4272,301,36,4611,929,74,28,13,1043,11,3,9,1053,46,0,1103,846,115,31,18,1010,13,4,15,1025,48,0,1072,84,16,6,0,105,0,0,0,107,9,0,117,9,0,0,23,41,0,0,0,41,3,0,47,1875,209,66,52,2201,18,4,30,2230,107,3,2337,18,5,0,0,25,10,0,10,31,4,0,34,37,4,0,0,39,4,0,4,41,5,0,44,57,5,0,0,64,9,0,11,72,3,0,83,1929,207,68,52,2259,35,11,42,2302,111,3,2416,310,43,9,17,380,18,0,15,394,98,0,489,0,0,0,3,9,0,0,0,13,0,17,27,2239,256,79,68,2646,48,12,62,2708,205,20,2931,1124,100,48,7,1279,17,4,18,1297,53,0,1355,1005,130,37,14,1180,12,0,15,1191,59,0,1249
SOSR315,878,43,15,54,931,413,5,1350,3,4,0,7,17,0,0,0,17,10,43,69,4521,701,206,116,5550,112,30,138,5685,714,58,6455,1222,113,35,10,1377,21,6,31,1407,69,4,1477,1052,170,32,20,1278,15,0,19,1302,84,0,1381,74,20,17,6,115,6,0,6,120,14,0,131,13,0,0,25,42,0,0,0,42,6,7,50,2370,302,89,54,2809,37,13,53,2867,174,10,3045,23,9,0,3,33,3,3,6,41,0,0,46,33,0,4,0,42,7,6,10,49,0,0,55,58,7,6,5,73,11,10,20,91,6,0,95,2422,311,89,59,2884,46,18,69,2954,178,10,3146,397,80,12,23,516,22,4,25,536,288,4,828,5,0,0,7,16,0,0,0,16,5,19,41,2826,395,107,83,3415,70,29,93,3508,476,34,4016,1542,159,48,14,1764,15,5,23,1785,101,4,1893,1217,188,43,18,1464,24,4,30,1497,83,0,1581
SOSR321,364,19,10,27,390,148,0,536,0,0,0,5,6,0,0,0,6,0,21,27,1751,267,76,54,2153,56,12,68,2223,300,19,2537,472,56,20,3,558,4,0,5,561,32,0,595,439,72,17,8,540,3,4,6,544,49,4,594,40,7,10,0,59,0,0,0,59,4,0,63,4,0,0,12,18,0,0,0,18,0,0,20,955,141,49,22,1170,11,0,7,1180,80,4,1267,11,4,0,0,12,6,0,7,18,0,0,22,13,4,0,0,16,0,0,0,19,5,0,19,21,9,6,0,28,10,0,7,31,4,0,41,973,144,51,22,1193,16,6,21,1218,89,4,1309,159,25,12,5,203,6,0,7,214,100,0,313,0,0,0,0,5,0,0,0,5,0,19,21,1139,176,66,33,1404,21,6,27,1434,190,21,1646,549,68,8,9,635,8,0,8,646,37,0,687,464,80,22,12,581,7,0,6,588,43,0,635
SOSR322,144,12,0,15,158,103,0,260,0,0,0,0,0,0,0,0,0,0,9,7,603,107,28,23,755,27,8,35,784,159,10,957,113,7,5,0,126,0,0,0,128,15,0,143,169,26,7,0,198,4,3,0,205,13,0,215,16,4,0,0,15,0,0,0,15,0,0,21,0,0,0,3,5,0,0,0,9,0,0,9,299,37,14,8,349,6,5,5,360,27,0,389,0,3,0,0,3,3,0,3,10,0,0,10,0,0,0,0,5,0,0,0,7,0,0,7,4,3,0,0,8,3,0,3,9,0,0,9,306,41,14,8,360,8,4,14,371,27,0,402,36,8,3,4,56,3,0,0,60,62,5,122,0,0,0,0,0,0,0,0,0,0,3,3,342,43,13,12,417,13,4,14,433,89,12,529,155,11,5,0,171,0,0,0,171,12,0,184,155,21,4,3,179,0,0,4,183,13,0,198
SOSR331,1805,48,18,64,1869,498,0,2367,26,7,0,21,48,0,0,0,48,0,49,103,9738,1329,338,272,11677,110,38,151,11824,984,80,12889,2769,271,64,15,3112,22,5,31,3137,159,5,3302,2548,410,104,41,3101,17,11,25,3130,159,4,3294,151,43,37,0,224,0,0,0,226,23,0,252,30,7,0,67,110,0,0,0,110,10,0,118,5498,731,207,122,6550,38,20,58,6607,349,9,6968,12,5,0,0,23,12,0,12,36,11,0,43,42,10,0,6,54,0,5,7,57,5,0,66,57,10,0,7,76,13,5,16,88,18,5,111,5553,741,207,122,6625,42,26,68,6695,372,14,7076,859,148,38,33,1072,24,7,34,1108,366,6,1473,11,4,0,9,20,0,0,0,20,6,34,57,6426,889,244,159,7717,75,31,102,7822,736,53,8607,3554,328,87,25,3994,27,12,40,4037,231,6,4270,3028,486,110,43,3658,23,14,38,3698,205,0,3900
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,4397,162,60,216,4614,1320,14,5957,38,10,0,19,70,0,0,0,69,18,74,161,22541,3931,477,304,27257,518,157,677,27928,2284,142,30353,5572,783,77,26,6465,90,32,124,6585,327,13,6927,6276,1096,102,44,7522,87,30,121,7642,327,15,7978,199,47,38,3,288,3,3,4,295,23,0,315,43,8,3,48,109,0,0,0,108,9,12,132,12093,1939,226,128,14383,177,72,249,14629,687,34,15347,102,36,6,0,134,30,0,31,173,10,0,181,188,51,3,3,246,18,12,38,284,27,0,311,284,84,4,6,382,51,15,65,453,42,0,493,12379,2025,228,130,14763,228,85,315,15077,729,34,15844,2015,487,63,52,2625,93,34,125,2750,948,3,3698,19,6,0,6,33,0,0,0,33,0,43,79,14412,2519,295,197,17422,320,122,443,17860,1677,88,19623,7576,1046,143,33,8793,109,37,144,8938,455,6,9402,7845,1344,170,48,9403,121,45,166,9568,440,13,10021
SOSR412,316,8,7,13,330,68,3,399,5,0,0,0,4,0,0,0,4,0,3,11,1898,257,42,36,2231,25,12,36,2264,148,10,2421,513,58,8,0,586,5,0,3,587,34,0,625,545,61,12,9,626,4,0,8,636,26,0,663,23,5,0,0,25,0,0,0,24,4,0,32,4,0,0,3,9,0,0,0,9,5,4,17,1087,120,25,18,1250,8,3,12,1259,72,0,1331,8,0,0,0,8,5,0,5,5,3,0,10,15,0,0,0,19,0,0,0,19,5,0,22,22,0,0,0,24,3,0,3,28,7,0,32,1104,124,27,18,1272,9,3,15,1287,72,0,1362,161,29,4,4,202,3,6,5,211,57,0,260,5,0,0,0,4,0,0,0,4,0,3,4,1263,154,28,24,1474,14,5,22,1500,130,6,1630,685,72,19,5,781,8,0,7,791,43,0,829,610,76,12,11,707,6,9,13,717,21,0,739
SOSR413,239,11,3,13,250,91,0,343,0,0,0,0,0,0,0,0,0,0,9,3,1481,255,48,29,1821,44,7,46,1871,179,8,2053,368,46,9,0,433,3,0,3,436,29,0,465,414,76,27,6,524,10,4,7,533,25,0,559,6,9,3,0,21,0,0,0,19,0,0,23,4,0,0,10,12,0,0,0,14,0,0,18,797,135,38,18,989,13,4,15,1006,55,3,1059,5,0,0,0,3,0,0,0,10,4,0,14,10,4,0,0,11,0,5,3,16,0,0,16,16,4,0,0,20,0,5,3,23,4,0,25,818,137,41,18,1009,17,3,20,1028,55,3,1088,113,25,0,4,149,3,0,7,158,78,0,227,0,0,0,0,0,0,0,0,0,0,4,5,933,162,39,20,1155,18,6,26,1183,133,5,1314,499,61,17,0,573,14,0,18,587,41,0,635,536,97,26,0,656,9,0,9,671,32,0,704
SOSR414,93,0,0,0,96,11,0,107,0,0,0,0,0,0,0,0,0,0,0,3,535,93,14,7,658,6,0,10,663,43,0,710,126,20,3,5,159,4,0,4,156,6,0,166,163,29,5,0,200,0,0,0,198,9,0,211,0,0,5,0,7,0,0,0,7,0,0,3,3,0,0,3,3,0,0,0,3,0,0,3,291,54,10,8,363,3,0,3,368,17,0,380,0,0,0,0,0,0,0,0,0,0,0,5,9,0,4,0,7,3,0,3,11,0,0,11,6,0,4,0,9,3,0,3,14,0,0,18,303,50,9,8,372,10,0,10,379,19,0,394,40,10,0,5,59,0,0,3,59,13,0,69,0,0,0,0,0,0,0,0,0,0,0,3,342,61,13,8,433,9,0,6,438,31,0,473,148,28,4,5,184,0,0,0,187,8,0,195,180,30,8,0,215,4,0,4,222,19,0,238
SOSR415,322,14,0,12,338,99,0,436,4,3,0,3,9,0,0,0,9,0,8,14,2104,332,56,46,2541,32,22,51,2596,185,10,2791,524,69,11,3,607,8,0,13,615,27,5,644,610,110,22,9,756,12,0,12,766,31,4,806,16,10,8,0,29,0,0,0,29,0,0,33,3,3,0,6,18,0,0,0,18,0,0,21,1157,189,41,22,1409,23,5,26,1434,65,11,1502,6,0,0,0,6,0,0,0,6,0,0,8,18,4,0,0,24,0,0,0,24,0,0,24,24,4,0,0,29,0,0,0,33,3,0,30,1184,195,41,22,1438,22,5,29,1462,63,11,1537,120,28,4,8,159,8,0,6,167,68,0,237,0,0,0,0,0,0,0,0,0,0,7,8,1306,219,44,27,1598,29,8,34,1628,135,18,1782,648,81,19,5,753,5,4,11,763,40,0,804,678,122,25,12,831,7,4,12,841,59,0,897
SOSR421,80,4,0,4,82,19,0,106,0,0,0,0,0,0,0,0,0,0,0,0,604,68,18,18,709,10,6,15,716,50,6,775,125,11,0,0,138,4,0,3,143,8,0,145,189,33,7,4,233,8,0,8,241,13,0,245,3,6,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,321,47,11,4,382,5,0,8,387,19,0,407,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,321,47,8,4,380,12,0,10,394,24,0,413,32,9,5,3,46,0,5,4,45,19,0,67,0,0,0,0,0,0,0,0,0,0,0,0,353,51,16,5,424,9,3,17,441,43,3,482,148,22,0,0,171,0,4,4,172,19,0,191,209,33,3,5,248,3,0,3,257,17,0,267
SOSR422,41,4,0,4,48,29,0,76,0,0,0,0,0,0,0,0,0,0,3,5,224,52,10,10,295,7,0,9,304,66,8,371,54,15,0,0,65,0,0,0,65,5,0,76,77,12,0,3,91,0,0,0,90,13,0,102,4,0,0,0,5,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,134,26,0,8,166,0,0,6,165,18,0,182,0,0,0,0,0,4,0,4,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,0,4,134,27,0,8,169,5,0,4,172,20,0,191,25,8,0,0,35,0,0,0,37,33,0,66,0,0,0,0,0,0,0,0,0,0,0,4,159,32,0,11,199,5,4,3,205,56,0,265,72,9,0,0,80,0,0,0,78,5,0,87,89,10,0,0,99,0,0,0,99,11,0,114
SOSR431,516,5,0,6,523,125,4,654,3,0,0,0,3,0,0,0,3,0,21,22,3485,410,108,77,4072,28,8,39,4110,248,28,4388,836,98,15,6,960,7,0,8,972,44,0,1015,1079,168,15,14,1274,9,3,13,1289,50,0,1335,29,18,13,0,54,0,0,0,54,0,0,57,17,3,0,20,42,0,0,0,42,3,0,46,1968,290,42,36,2335,17,3,22,2357,97,5,2456,15,0,0,0,15,3,0,3,13,0,0,13,22,0,0,0,25,4,0,4,25,0,0,24,33,5,3,0,37,0,0,0,41,0,0,41,1996,293,43,36,2373,25,3,26,2393,97,5,2499,266,42,10,14,328,6,0,7,340,91,4,430,5,0,0,0,5,0,0,0,5,0,12,17,2267,335,57,49,2706,28,3,28,2740,186,20,2945,1055,130,21,3,1212,13,0,10,1221,45,0,1265,1306,171,16,21,1517,7,0,10,1526,72,0,1598
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,9549,236,78,316,9866,1397,25,11284,63,7,0,76,154,0,0,0,156,7,172,333,43196,5323,1145,713,50376,856,219,1074,51453,2874,304,54636,9977,1154,217,48,11398,173,39,208,11608,527,22,12160,11886,1509,286,88,13775,142,32,173,13950,421,14,14383,327,60,66,4,456,3,0,3,458,27,3,489,98,15,0,106,216,9,0,9,229,16,33,273,22283,2744,569,247,25845,328,76,398,26241,986,75,27304,210,35,10,10,262,36,5,41,304,24,3,333,469,64,7,16,558,39,10,40,599,39,5,644,677,99,22,26,822,74,9,82,905,69,4,979,22963,2841,594,270,26669,403,80,481,27147,1056,82,28285,4465,723,168,122,5472,166,47,208,5682,961,15,6654,28,4,0,51,85,7,0,7,89,8,105,196,27459,3569,758,440,32218,569,131,691,32912,2016,202,35135,13288,1506,275,67,15140,241,57,304,15444,727,25,16192,14330,1865,310,109,16611,199,65,262,16868,633,19,17522
