SOSR_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOSR501,402,1255,740,421,167,0,0,0,2984,203,470,366,326,256,0,0,0,1624,267,1753,3105,5235,6326,9077,6116,3078,34951,874,3474,4203,5978,6754,9077,6116,3078,39554,118393,130671,133340,116453,99072,73991,37280,10383,719577,6196,10809,9692,7842,5815,3639,2797,1918,48709,125463,144955,147237,130284,111637,86701,46197,15377,807849,216,320,162,67,28,0,0,0,794,52,122,89,80,34,0,0,0,381,103,375,722,1294,1378,1088,688,428,6079,372,822,975,1441,1440,1088,688,428,7247,115808,142418,143545,127119,112631,90850,48805,20599,801772,5249,7698,6175,4849,3971,3678,3849,3537,39014,121434,150941,150691,133403,118041,95610,53346,24562,848032,618,1576,900,488,191,0,0,0,3777,256,594,452,403,293,0,0,0,2003,368,2128,3827,6528,7702,10162,6806,3505,41031,1241,4298,5175,7419,8191,10162,6806,3505,46804,234202,273089,276886,243573,211701,164840,86086,30976,1521352,11449,18512,15868,12691,9787,7313,6648,5457,87720,246891,295897,297929,263686,229678,182320,99540,39936,1655875
SOSR511,0,4,4,3,3,0,0,0,8,4,4,8,5,7,0,0,0,28,13,41,102,213,262,488,300,134,1555,17,47,112,219,276,488,300,134,1591,3983,4001,4266,4120,3957,2982,1490,363,25163,267,515,503,410,325,224,110,89,2443,4269,4567,4882,4750,4551,3690,1901,584,29199,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,16,21,45,70,59,31,12,259,5,19,28,45,68,59,31,12,272,4032,4464,4808,4796,4562,3730,2024,764,29174,187,276,208,205,191,187,165,159,1581,4218,4762,5039,5044,4828,3978,2221,942,31028,0,0,7,3,5,0,0,0,16,9,8,5,5,7,0,0,0,32,17,56,120,262,334,547,332,148,1816,23,65,138,267,345,547,332,148,1865,8014,8473,9074,8912,8522,6714,3512,1123,54347,451,791,713,620,512,408,271,252,4020,8488,9322,9920,9801,9377,7670,4119,1523,60227
SOSR512,3,7,3,3,4,0,0,0,25,12,18,13,15,12,0,0,0,74,10,69,137,313,410,723,441,298,2395,24,99,158,336,423,723,441,298,2494,6311,6403,6398,6530,6449,4973,2671,722,40457,600,916,851,737,619,405,252,125,4503,6935,7417,7407,7607,7498,6098,3357,1143,47455,3,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,5,14,28,82,80,111,52,35,410,12,17,29,82,80,111,52,35,423,6018,6667,7110,7515,7194,5989,3466,1523,45482,505,577,557,483,461,401,292,223,3495,6534,7268,7697,8081,7735,6500,3805,1776,49404,8,10,7,3,4,0,0,0,34,12,24,19,17,12,0,0,0,85,16,84,165,399,494,829,492,334,2807,35,117,186,420,511,829,492,334,2922,12329,13067,13510,14049,13646,10963,6132,2244,85938,1109,1494,1411,1217,1082,807,543,343,8000,13466,14681,15102,15690,15229,12592,7165,2918,96858
SOSR513,9,15,17,12,0,0,0,0,51,4,27,12,11,6,0,0,0,56,3,67,142,200,209,191,80,35,936,17,107,173,225,217,191,80,35,1051,3209,4416,4657,3807,2963,1437,634,139,21271,593,854,835,707,536,199,103,27,3840,3815,5376,5664,4739,3721,1823,814,207,26160,0,0,3,4,0,0,0,0,10,0,8,6,6,0,0,0,0,16,9,9,38,38,45,23,12,5,169,7,17,46,53,41,23,12,5,198,2995,5198,4902,3726,2812,1591,759,250,22230,496,823,683,530,347,165,96,44,3188,3503,6031,5635,4315,3205,1774,860,300,25619,5,15,24,23,0,0,0,0,67,4,34,14,16,7,0,0,0,77,14,81,181,238,250,214,93,39,1110,25,123,222,275,263,214,93,39,1249,6204,9612,9560,7536,5783,3026,1391,389,43500,1088,1676,1517,1235,882,364,197,77,7027,7312,11408,11301,9050,6923,3599,1677,503,51774
SOSR514,0,0,0,3,0,0,0,0,7,0,3,0,0,3,0,0,0,12,0,9,33,63,100,178,118,59,559,8,18,33,63,107,178,118,59,575,1338,1389,1630,1575,1423,1369,594,125,9447,144,184,186,197,135,111,71,43,1071,1491,1583,1850,1829,1670,1657,777,226,11094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,14,14,0,78,0,0,6,15,25,14,14,0,80,1150,1509,1964,1782,1668,1524,738,278,10617,123,128,150,138,107,103,93,62,901,1276,1637,2123,1933,1797,1645,849,346,11600,0,0,0,3,0,0,0,0,7,0,3,4,0,3,0,0,0,14,0,14,40,74,128,195,128,61,638,3,17,45,72,130,195,128,61,657,2494,2898,3595,3359,3094,2892,1336,401,20062,274,313,335,334,244,209,161,104,1974,2766,3227,3973,3760,3470,3298,1624,567,22690
SOSR515,38,34,11,14,8,0,0,0,99,4,14,18,13,7,0,0,0,51,3,78,146,266,376,616,319,158,1963,46,130,174,290,383,616,319,158,2119,4267,4857,4828,4965,4931,3892,1962,477,30182,632,765,752,746,619,432,265,124,4336,4949,5755,5755,5998,5946,4934,2547,755,36634,10,10,4,3,0,0,0,0,25,0,3,0,4,0,0,0,0,11,0,12,46,70,74,79,29,26,333,15,24,50,75,72,79,29,26,373,4030,5455,5380,5186,5323,4430,2231,849,32883,597,685,668,566,469,389,278,204,3852,4637,6169,6095,5835,5868,4901,2538,1077,37107,49,48,12,19,7,0,0,0,127,4,19,20,19,3,0,0,0,64,11,90,192,332,446,696,351,185,2295,61,152,222,365,463,696,351,185,2487,8297,10315,10207,10154,10257,8319,4195,1324,63070,1222,1455,1419,1316,1088,821,540,325,8184,9582,11923,11851,11838,11810,9832,5083,1831,73743
SOSR521,4,0,0,3,0,0,0,0,12,4,3,8,0,5,0,0,0,17,0,24,54,101,181,324,138,72,905,8,30,60,108,187,324,138,72,927,1637,1755,1797,2034,2327,1876,892,217,12538,229,290,280,370,347,221,144,32,1907,1870,2075,2137,2513,2859,2418,1177,320,15377,0,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,4,0,3,9,34,37,24,14,6,131,3,8,15,36,37,24,14,6,142,1571,2001,2062,2182,2411,2003,1002,362,13587,224,257,265,259,250,215,156,73,1699,1795,2271,2332,2473,2706,2245,1169,436,15431,3,0,4,5,0,0,0,0,16,4,8,8,3,5,0,0,0,20,0,29,67,130,225,351,149,80,1037,8,33,78,144,227,351,149,80,1070,3208,3759,3862,4221,4734,3876,1895,573,26130,447,547,543,629,593,432,305,108,3610,3665,4346,4477,4984,5562,4668,2347,754,30808
SOSR522,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,8,22,58,87,184,84,33,469,3,14,22,59,95,184,84,33,488,1049,1107,1033,1120,1270,1088,526,106,7295,136,144,151,167,182,168,81,40,1064,1187,1263,1202,1348,1543,1432,688,176,8847,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,8,13,17,15,12,0,72,0,3,10,13,19,15,12,0,77,1053,1173,1095,1127,1346,1086,549,153,7583,136,121,117,118,154,122,87,48,902,1197,1292,1218,1262,1517,1225,648,201,8560,0,6,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,5,4,10,27,70,108,198,93,33,540,3,15,26,71,110,198,93,33,559,2106,2277,2129,2249,2608,2172,1070,262,14882,275,265,261,282,343,287,170,85,1968,2376,2556,2419,2606,3061,2656,1336,375,17404
SOSR531,157,99,45,26,10,0,0,0,331,6,21,13,30,15,0,0,0,87,14,93,227,562,703,1187,475,193,3453,173,214,287,616,728,1187,475,193,3875,7650,6968,8418,10674,11873,8818,3589,561,58551,1553,2878,2787,2450,1867,1039,450,86,13107,9381,10059,11495,13733,14468,11045,4509,841,75535,57,22,13,9,0,0,0,0,96,4,3,7,5,0,0,0,0,23,10,17,72,139,165,111,46,15,575,66,41,86,149,175,111,46,15,692,6405,6402,8292,10496,11483,8076,3173,719,55051,796,864,934,1035,1002,737,344,73,5784,7272,7309,9310,11683,12660,8919,3563,805,61530,207,127,53,29,10,0,0,0,430,12,26,25,37,19,0,0,0,116,19,108,298,706,871,1297,524,207,4025,242,256,375,769,899,1297,524,207,4568,14057,13368,16711,21169,23361,16898,6757,1280,113603,2347,3742,3720,3480,2871,1779,793,161,18888,16650,17368,20805,25420,27127,19970,8074,1649,137066
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
SOSR599,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
SOSR603,13,19,32,24,12,0,0,0,102,30,66,61,58,34,0,0,0,250,35,244,441,673,830,1318,916,510,4960,78,329,535,755,876,1318,916,510,5317,10943,15825,11094,9761,9356,7655,4045,1121,69800,582,988,700,534,427,389,319,165,4100,11613,17136,12326,11047,10655,9363,5279,1795,79218,4,14,10,3,0,0,0,0,36,3,7,23,19,10,0,0,0,64,7,36,119,231,277,177,90,65,1003,17,63,156,257,286,177,90,65,1103,10787,16085,12317,11314,11363,10303,6138,2711,81014,496,746,522,392,397,468,463,310,3791,11300,16898,12997,11958,12048,10946,6683,3084,85913,21,34,42,23,16,0,0,0,139,33,78,86,76,45,0,0,0,313,43,286,558,905,1105,1494,1001,575,5964,97,394,687,1013,1160,1494,1001,575,6417,21728,31908,23415,21073,20718,17956,10181,3833,150818,1082,1732,1220,923,826,859,778,467,7890,22907,34039,25323,23007,22706,20305,11961,4881,165131
SOSR611,12,10,7,10,3,0,0,0,34,8,18,24,10,9,0,0,0,70,12,96,160,270,317,474,375,213,1916,34,121,188,289,325,474,375,213,2015,4753,5789,4320,4165,3967,3164,1840,500,28493,333,378,234,207,176,169,144,77,1707,5114,6280,4738,4658,4467,3806,2358,794,32220,3,0,3,0,0,0,0,0,9,0,4,6,0,5,0,0,0,16,3,17,25,68,85,57,36,20,307,3,19,34,73,93,57,36,20,329,4654,5744,4810,4967,4705,4286,2709,1252,33130,264,285,190,169,165,209,201,142,1619,4928,6050,5027,5211,4964,4552,2943,1412,35084,14,7,10,9,0,0,0,0,40,13,18,23,16,12,0,0,0,84,17,114,186,334,399,533,401,231,2225,40,144,216,362,417,533,401,231,2343,9404,11531,9131,9137,8673,7452,4548,1758,61629,598,653,421,373,341,376,344,214,3326,10041,12328,9767,9868,9428,8358,5299,2208,67303
SOSR612,3,0,0,3,0,0,0,0,13,0,13,11,4,0,0,0,0,30,4,61,71,135,170,297,252,125,1115,10,73,85,142,170,297,252,125,1156,2413,2643,2102,2370,2390,2038,1198,296,15450,124,150,117,129,130,108,100,49,912,2548,2870,2305,2642,2690,2439,1540,472,17512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,33,39,48,36,11,12,189,7,4,34,43,51,36,11,12,193,2424,2851,2485,2714,2944,2681,1592,694,18388,130,148,119,106,119,131,141,82,977,2556,3007,2639,2866,3119,2846,1743,785,19567,7,0,0,3,0,0,0,0,14,0,15,13,5,3,0,0,0,34,8,68,102,176,217,326,261,138,1301,17,84,119,183,226,326,261,138,1351,4841,5491,4590,5085,5336,4720,2785,993,33837,255,300,239,240,251,242,238,129,1890,5108,5878,4941,5504,5814,5288,3287,1254,37076
SOSR613,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,4,6,23,32,70,103,56,60,352,4,6,26,32,69,103,56,60,359,619,570,526,618,764,702,450,115,4365,43,32,47,42,38,46,40,19,302,669,606,606,691,872,847,542,188,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,14,18,14,9,3,68,0,3,3,18,21,14,9,3,70,643,624,618,770,973,903,610,252,5397,42,24,36,34,37,53,53,19,297,686,651,663,820,1027,973,672,278,5771,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,6,10,26,46,82,120,66,62,414,6,11,31,49,86,120,66,62,435,1262,1191,1150,1394,1738,1607,1064,367,9766,85,54,81,72,76,97,94,39,604,1357,1259,1264,1514,1898,1817,1218,471,10800
SOSR614,0,0,4,0,3,0,0,0,7,0,4,3,0,6,0,0,0,13,4,27,38,60,82,125,77,40,453,4,32,46,62,89,125,77,40,469,832,852,802,789,1063,872,420,91,5717,67,53,67,55,69,70,30,12,420,897,938,912,912,1214,1059,527,144,6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,25,12,14,6,0,68,6,0,14,22,12,14,6,0,76,776,958,919,982,1152,1046,616,198,6646,61,62,62,54,49,75,57,26,450,844,1016,991,1061,1216,1142,683,222,7173,0,0,3,4,3,0,0,0,8,0,0,10,0,6,0,0,0,21,8,29,51,82,93,143,79,40,522,10,29,61,88,101,143,79,40,550,1604,1809,1719,1773,2216,1915,1039,289,12359,133,110,125,114,117,150,90,34,874,1739,1954,1907,1967,2430,2200,1205,366,13783
SOSR615,0,5,5,4,4,0,0,0,16,0,15,16,10,8,0,0,0,47,13,67,129,226,325,616,344,174,1897,12,84,148,239,340,616,344,174,1964,3102,3415,2949,3126,3654,3513,1938,486,22184,201,181,199,183,201,241,172,105,1491,3321,3688,3288,3552,4196,4374,2452,764,25639,0,4,0,3,0,0,0,0,4,0,4,0,0,4,0,0,0,10,6,12,42,73,90,69,32,15,330,9,20,49,72,92,69,32,15,347,2939,3725,3390,3759,4354,4423,2676,1011,26273,168,183,166,202,196,252,259,154,1580,3112,3927,3599,4031,4646,4744,2967,1180,28202,0,9,3,3,4,0,0,0,25,0,17,11,10,8,0,0,0,52,16,82,167,299,415,685,371,187,2227,21,104,189,313,429,685,371,187,2301,6041,7139,6340,6883,8003,7936,4610,1493,48459,373,369,363,383,399,497,430,262,3071,6437,7612,6894,7584,8836,9113,5420,1944,53837
SOSR621,0,0,3,5,0,0,0,0,10,3,8,3,5,4,0,0,0,17,5,30,55,86,105,217,135,60,699,5,34,62,91,114,217,135,60,720,936,1024,1052,1196,1501,1340,690,124,7858,95,71,58,85,107,111,51,20,601,1037,1136,1168,1370,1718,1663,878,201,9179,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,17,23,38,18,6,4,115,3,7,21,27,39,18,6,4,124,841,1075,1129,1329,1695,1519,759,239,8584,56,71,60,74,87,89,82,26,553,898,1150,1216,1430,1818,1625,857,270,9263,5,0,0,3,4,0,0,0,14,3,6,5,5,4,0,0,0,22,3,35,75,109,139,238,146,64,809,9,41,81,116,148,238,146,64,845,1778,2100,2179,2520,3199,2861,1453,364,16447,153,143,124,159,192,197,138,51,1153,1938,2286,2385,2800,3538,3294,1735,478,18445
SOSR622,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,9,3,12,22,38,61,125,58,15,342,7,17,23,43,63,125,58,15,349,360,355,397,512,700,679,288,61,3349,35,19,18,37,43,59,42,26,281,394,396,441,593,807,866,388,98,3979,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,6,18,11,14,4,0,50,0,0,7,18,17,14,4,0,55,341,392,426,556,794,689,312,97,3601,30,27,29,29,47,51,40,32,286,368,418,458,602,857,757,357,134,3945,0,0,0,3,0,0,0,0,4,0,0,4,0,4,0,0,0,5,3,12,24,53,77,142,64,15,394,7,17,29,57,82,142,64,15,400,697,752,825,1071,1486,1370,600,155,6954,66,42,47,68,97,112,80,60,566,767,810,897,1192,1662,1622,744,232,7925
SOSR631,3,11,10,9,8,0,0,0,30,15,14,14,14,35,0,0,0,90,21,107,247,490,658,960,396,154,3031,35,129,266,511,702,960,396,154,3149,5185,4679,5331,6742,8346,6646,2641,387,39951,394,375,406,489,590,524,209,63,3051,5613,5182,6007,7739,9634,8133,3249,600,46159,3,0,0,0,0,0,0,0,7,3,8,9,4,6,0,0,0,30,8,25,90,168,188,101,24,4,594,11,32,96,170,195,101,24,4,628,4590,4692,5910,7239,8526,6167,2280,498,39916,363,359,362,401,513,420,194,68,2675,4966,5084,6364,7815,9227,6690,2497,571,43220,9,11,11,11,8,0,0,0,40,13,20,25,20,43,0,0,0,121,28,131,332,653,852,1063,415,153,3618,47,157,364,683,896,1063,415,153,3777,9780,9372,11235,13981,16871,12817,4924,887,79868,755,735,765,890,1099,944,402,130,5731,10581,10269,12366,15552,18867,14821,5751,1169,89376
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,4,7,0,0,0,0,19
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,0,0,34,0,0,0,12,6,3,0,0,39,95,112,93,98,71,48,15,0,529,16,17,4,19,25,40,4,0,118,108,135,99,130,104,90,18,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,93,83,84,64,70,41,10,4,451,13,12,13,11,24,29,5,0,101,108,92,97,78,98,72,13,4,561,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,0,0,38,0,0,7,12,12,10,0,0,44,182,197,178,164,143,88,25,4,979,27,27,22,33,48,65,6,0,222,215,228,198,203,199,163,31,3,1248
SOSR703,794,989,483,246,70,0,0,0,2588,21,65,70,48,63,0,0,0,275,34,281,395,528,541,504,211,64,2545,848,1335,956,824,674,504,211,64,5412,6024,8898,7519,6103,4868,3153,1194,228,37975,920,1522,1149,887,566,331,127,41,5544,7790,11752,9620,7817,6100,3989,1528,336,48931,243,257,94,46,12,0,0,0,650,10,19,27,22,12,0,0,0,81,25,97,76,120,136,65,22,8,555,275,368,197,185,157,65,22,8,1285,6101,10791,8999,6841,5353,3471,1395,337,43271,615,1077,803,570,426,266,145,70,3963,6984,12239,9996,7592,5936,3797,1566,414,48524,1036,1253,581,296,84,0,0,0,3240,30,88,98,64,75,0,0,0,354,53,373,473,654,679,568,234,69,3100,1119,1706,1150,1012,836,568,234,69,6700,12125,19681,16514,12941,10217,6620,2587,566,81248,1528,2598,1953,1452,990,596,268,113,9502,14774,23991,19618,15409,12042,7784,3088,749,97454
SOSR712,8,8,0,4,0,0,0,0,18,3,21,10,6,7,0,0,0,49,12,35,40,72,94,65,34,9,363,20,63,56,87,99,65,34,9,426,1224,1939,1714,1278,1182,655,195,38,8231,91,184,137,105,101,57,24,3,706,1339,2184,1906,1466,1382,780,252,48,9362,0,0,6,5,0,0,0,0,6,0,7,0,3,0,0,0,0,9,0,8,14,16,19,9,0,0,71,0,12,18,25,19,9,0,0,86,1235,2368,1853,1516,1338,736,280,97,9422,91,193,137,129,105,59,34,19,764,1326,2576,2002,1665,1461,802,317,124,10276,8,10,3,5,0,0,0,0,20,3,22,16,9,7,0,0,0,55,9,45,52,90,113,74,34,11,434,17,77,76,113,119,74,34,11,512,2461,4304,3569,2793,2520,1389,473,139,17650,189,374,271,231,197,114,60,24,1469,2666,4759,3916,3131,2837,1581,570,169,19635
SOSR714,17,29,18,13,3,0,0,0,74,0,5,3,4,0,0,0,0,11,0,10,11,18,28,26,4,0,107,12,42,35,36,33,26,4,0,190,316,438,318,240,221,142,59,8,1752,60,93,68,37,45,27,11,4,343,393,573,420,317,298,197,77,16,2280,17,15,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,5,10,5,4,0,24,13,13,5,5,12,5,4,0,58,285,538,376,320,277,135,40,16,1988,50,82,56,38,29,14,5,4,284,355,637,440,365,316,150,50,17,2327,28,43,21,13,4,0,0,0,106,0,9,3,4,0,0,0,0,10,6,15,20,25,37,32,4,0,135,31,59,42,37,41,32,4,0,250,600,980,693,558,500,275,107,27,3738,114,177,124,79,72,44,20,3,621,743,1208,857,675,612,347,129,30,4610
SOSR715,4,5,5,3,0,0,0,0,18,4,8,5,9,5,0,0,0,25,6,19,41,36,24,31,3,0,157,10,30,54,49,27,31,3,0,206,1370,1287,1135,866,625,258,64,8,5615,144,185,143,106,89,37,6,3,708,1526,1498,1331,1013,739,327,77,10,6525,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,7,7,8,0,0,0,27,5,5,9,4,10,0,0,0,41,1305,1508,1261,979,656,251,65,17,6037,112,173,133,84,62,31,9,0,606,1424,1687,1399,1072,728,282,77,16,6681,6,4,9,7,0,0,0,0,25,0,12,5,9,4,0,0,0,31,5,24,50,47,34,31,6,0,185,20,41,59,58,35,31,6,0,242,2673,2792,2396,1846,1282,507,130,28,11651,261,356,273,192,148,67,12,0,1315,2954,3181,2730,2090,1467,606,147,29,13205
