SOSR_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,145,11,0,154,153,54,6,3,221,42,10,54,275,25,0,304,8013,1346,196,57,9616,160,54,216,9830,671,17,10513,1184,329,36,33,1585,51,16,69,1652,689,7,2344,5,0,0,4,10,0,0,0,10,0,12,22,9205,1674,234,93,11207,212,70,281,11484,1356,37,12878,2046,305,48,7,2409,38,7,43,2450,209,0,2663,1834,411,43,15,2304,41,14,48,2357,202,3,2567,76,17,41,0,136,0,0,0,139,21,0,157,9,0,0,15,26,0,0,0,26,11,0,37,3964,735,134,42,4873,76,19,99,4974,446,5,5424,26,12,0,4,47,12,3,12,59,11,0,70,37,20,0,0,57,7,7,12,69,20,0,88,67,31,0,4,104,12,8,24,130,30,0,155,4034,767,137,45,4980,91,27,121,5098,478,5,5578,692,247,27,9,976,37,8,44,1021,555,0,1570,5,0,0,4,11,0,0,0,10,0,6,14,4731,1014,163,55
SOSR412,0,0,0,0,3,0,0,0,3,0,0,5,10,0,0,9,349,45,16,3,418,4,3,4,422,26,0,451,38,14,4,0,58,0,0,0,59,3,0,63,3,0,0,0,3,0,0,0,3,0,0,3,394,59,21,5,474,4,0,11,482,30,0,521,74,14,6,0,84,0,0,0,84,3,0,87,83,3,3,0,86,0,0,0,89,3,0,93,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,154,18,8,0,174,0,0,0,178,14,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,18,8,0,178,0,0,0,179,14,0,192,17,5,0,0,21,0,0,0,23,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,176,12,8,0
SOSR413,9,0,0,9,0,0,0,0,4,0,0,0,9,0,0,8,279,39,15,3,336,3,0,3,340,22,0,362,24,3,0,0,29,0,0,0,33,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,304,44,13,0,369,4,0,4,370,38,0,408,49,13,0,0,65,0,0,0,61,0,0,71,45,11,0,0,57,0,0,0,57,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,0,0,117,0,0,0,123,8,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,0,0,120,0,0,0,121,8,0,131,18,7,0,0,21,0,0,0,21,11,0,32,0,0,0,0,0,0,0,0,0,0,0,0,120,20,5,0
SOSR414,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,97,16,3,0,116,0,0,0,119,4,0,122,9,0,0,0,10,0,0,0,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,103,14,3,0,129,0,0,0,125,7,0,139,12,0,0,0,17,0,0,0,17,0,0,15,19,9,0,0,25,0,0,0,25,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,40,0,0,0,40,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,44,0,0,0,44,3,0,44,3,0,0,0,6,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0
SOSR415,8,0,0,6,4,0,0,0,4,0,0,0,8,0,0,6,375,45,24,3,445,3,0,0,446,25,0,471,36,3,0,0,37,0,0,0,36,19,0,56,0,0,0,0,0,0,0,0,0,0,0,0,408,49,24,3,479,3,3,0,482,43,0,531,50,9,0,0,58,0,0,0,60,0,0,65,59,14,3,0,74,0,0,0,74,9,0,81,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,116,25,8,0,140,0,0,0,140,12,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,22,8,0,142,0,0,0,144,12,0,155,9,4,0,0,14,0,0,0,14,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,126,26,8,0
SOSR421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,11,4,0,118,0,0,0,123,4,0,124,17,0,0,0,16,0,4,3,19,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,113,15,6,0,138,0,6,5,143,10,0,155,19,6,0,0,26,0,0,0,26,0,0,27,19,0,3,0,26,0,0,0,26,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,4,0,53,0,0,0,53,3,0,56,0,0,0,0,0,0,3,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,6,0,0,6,44,9,4,0,54,0,3,3,54,3,0,60,3,3,0,0,9,0,0,0,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,51,10,4,0
SOSR422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,25,0,0,0,26,4,0,27,3,0,0,0,3,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,27,0,0,0,28,8,0,38,6,0,0,0,6,0,0,0,6,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,9,0,0,6,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
SOSR431,7,0,0,7,6,0,0,0,6,0,0,0,6,3,0,13,585,75,22,14,692,0,0,3,700,31,0,733,72,14,0,0,89,0,0,0,92,22,0,114,3,0,0,0,3,0,0,0,3,3,0,9,664,93,22,15,789,9,0,6,795,60,5,859,117,11,8,0,139,0,0,0,140,14,0,150,94,16,3,0,120,0,0,4,125,11,0,132,10,0,3,0,15,0,0,0,15,0,0,11,3,0,0,0,5,0,0,0,5,0,0,5,228,32,16,0,273,5,0,4,279,20,0,296,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,0,0,5,0,0,4,0,4,0,5,5,5,3,0,6,228,32,14,0,275,5,6,7,279,23,0,303,29,0,0,0,34,0,0,0,35,15,0,47,0,0,0,0,0,0,0,0,0,0,0,0,253,36,14,0
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,282,25,6,309,331,54,4,3,402,46,13,62,457,40,5,504,12925,1761,330,156,15179,273,81,351,15528,720,30,16281,2255,404,62,57,2782,64,23,80,2860,614,4,3475,14,4,0,11,26,0,0,0,26,0,16,48,15201,2166,385,223,17982,336,103,431,18414,1336,48,19801,3199,363,62,14,3642,54,29,79,3725,267,3,3994,2796,526,74,9,3411,62,17,81,3491,234,5,3731,113,26,46,0,186,5,5,3,193,11,0,206,16,6,0,38,68,5,6,4,69,3,0,73,6130,925,190,59,7304,119,53,173,7471,514,19,8009,60,16,4,0,76,13,0,14,94,6,0,100,94,15,0,5,116,12,9,21,137,16,0,157,150,33,7,4,194,22,11,38,227,30,0,258,6287,955,193,62,7496,145,60,209,7702,546,19,8258,1272,273,29,38,1609,37,12,46,1655,512,8,2177,7,5,0,11,16,0,0,0,16,3,13,30,7558,1229,223,110
SOSR511,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,128,12,7,0,151,0,0,0,153,3,0,158,16,3,0,0,21,0,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,148,15,9,0,174,5,0,5,176,11,0,184,21,4,0,0,29,0,0,0,29,3,0,25,21,9,0,0,23,0,0,0,28,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,54,0,0,0,61,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,45,9,0,0,57,0,0,0,61,0,0,63,10,4,0,0,12,0,0,0,12,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,54,8,0,5
SOSR512,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,143,21,10,0,181,0,0,3,183,11,0,192,22,3,0,0,27,0,0,0,27,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,162,27,11,7,203,0,0,3,210,17,0,224,17,0,0,0,19,0,0,0,19,0,0,26,17,0,0,0,18,0,0,0,18,3,0,23,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,41,0,0,0,44,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,40,0,0,0,44,3,0,46,10,0,0,0,9,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0
SOSR513,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,70,4,0,4,78,0,0,0,79,11,0,89,13,4,0,0,14,0,0,0,19,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,83,6,0,4,95,0,4,4,99,12,0,107,15,0,6,0,12,0,0,0,12,0,0,19,12,5,0,0,18,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,4,0,32,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,4,0,33,0,0,0,33,0,0,38,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,5,4,0
SOSR514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,34,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,38,0,0,0,40,4,0,41,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SOSR515,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,84,12,4,3,109,0,0,0,107,0,0,110,20,0,0,0,21,0,0,0,21,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,106,16,4,3,128,0,0,0,130,7,0,139,10,0,0,0,11,0,0,0,11,3,0,15,9,3,0,0,11,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,28,0,0,0,29,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,28,0,0,0,29,3,0,30,0,0,4,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0
SOSR521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,37,0,0,0,37,3,0,40,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,39,0,0,0,39,8,0,45,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
SOSR522,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,19,0,0,0,19,4,0,20,0,0,0,0,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,19,0,0,0,19,5,0,27,6,0,0,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SOSR531,5,0,0,5,8,0,0,0,11,0,0,0,9,0,0,9,416,45,16,5,484,3,0,3,482,22,0,509,47,18,3,4,65,0,0,0,67,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,465,58,24,6,547,0,0,0,550,37,0,592,97,14,3,0,111,0,0,0,111,10,0,118,80,18,6,0,104,0,0,0,105,6,0,109,6,0,0,0,12,0,0,0,12,0,0,7,0,0,0,4,4,0,0,0,4,0,0,4,179,29,14,4,219,0,0,0,224,13,0,240,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,6,178,26,14,4,223,4,0,4,230,13,0,237,31,6,3,0,37,0,0,0,40,11,0,48,0,0,0,0,0,0,0,0,0,0,0,4,214,36,11,3
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,8,0,0,8,17,6,0,0,20,0,0,0,16,0,0,18,826,176,23,15,1037,9,7,18,1048,70,0,1120,108,29,3,3,137,0,0,0,145,54,0,195,0,0,0,3,3,0,0,0,3,0,0,3,936,200,28,19,1174,8,7,14,1196,125,0,1320,153,29,4,0,192,0,0,0,191,14,0,204,159,38,0,0,201,0,0,4,202,29,0,231,4,4,4,0,18,0,0,0,18,0,0,24,0,0,0,0,4,0,0,0,4,0,0,3,323,79,7,4,410,3,0,5,415,42,0,454,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,8,5,0,0,0,5,0,0,0,5,5,0,8,330,79,7,4,419,3,0,5,422,45,0,464,38,6,7,0,51,5,0,5,52,40,0,91,0,0,0,0,0,0,0,0,0,0,0,0,368,88,12,4
SOSR611,10,0,0,10,5,3,0,0,3,0,3,3,10,0,0,10,306,44,8,0,360,3,5,10,364,28,0,397,54,14,0,0,70,6,4,5,71,21,0,97,0,0,0,0,0,0,0,0,0,0,0,0,361,57,7,0,428,10,9,12,445,49,0,490,47,7,0,0,50,0,3,3,57,4,0,58,36,15,0,0,49,0,0,0,49,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,19,3,0,108,0,3,3,112,12,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,3,0,104,0,3,3,105,12,0,116,15,5,3,0,22,0,0,0,21,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,95,23,7,0
