SOSR_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SOSR422,0,4,3,11,15,19,23,18,10,100,4,4,3,7,34,64,97,54,14,272,37,108,136,154,181,251,135,45,22,1069,0,0,0,4,7,18,31,26,13,99,54,40,66,105,141,175,160,55,25,810,1093,515,559,511,583,627,506,207,55,4666,163,91,82,86,114,175,133,80,26,948,1406,794,926,931,1172,1631,1459,754,239,9305,4,9,32,81,236,627,828,517,152,2484,181,122,171,202,216,319,307,155,45,1711,0,4,7,25,76,151,254,157,50,710,0,0,0,0,0,10,39,55,51,154,3,10,34,61,173,381,453,266,57,1447,15,7,19,25,83,232,374,285,88,1128,0,3,7,13,23,32,64,54,22,222,5,4,10,8,53,131,219,132,28,590,58,189,244,254,348,436,301,92,37,1965,0,0,3,6,17,45,92,66,32,261,122,83,99,158,263,353,311,117,42,1550,2234,1159,1164,1068,1215,1355,1033,429,99,9751
SOSR431,14,14,3,33,55,80,126,78,37,448,21,16,13,30,128,334,390,210,52,1187,191,778,899,1042,1221,1257,665,201,56,6311,4,0,10,24,54,108,129,122,40,499,354,355,429,685,964,1274,917,359,83,5420,9859,4796,3853,4928,6010,5741,3467,1064,211,39929,1046,628,557,619,908,1016,777,355,108,6012,12066,6984,6110,7971,10470,11916,9060,3608,859,69044,31,88,210,596,1730,4069,4742,2457,563,14498,1653,1310,1201,1591,1848,2144,1723,717,127,12319,13,24,62,162,496,1169,1651,892,169,4630,0,0,0,0,12,42,98,226,113,493,57,94,134,283,866,1936,2486,1205,260,7317,34,34,45,110,443,1438,2214,1418,414,6151,25,25,21,56,105,219,319,207,78,1061,33,24,31,74,235,738,961,532,127,2741,386,1224,1344,1688,2135,2344,1383,404,91,10988,5,6,16,35,110,274,411,326,92,1276,838,670,703,1098,1780,2479,1857,694,169,10277,20031,10650,8343,10068,12594,12210,7487,2373,417,84159
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SOSR499,0,0,0,0,0,0,4,0,0,11,0,7,3,5,7,13,14,0,0,41,17,65,77,59,39,34,20,6,0,317,0,0,0,3,8,3,0,0,0,17,5,23,34,17,20,33,21,4,0,161,125,83,123,75,60,79,39,6,5,593,42,37,73,79,46,37,22,3,0,345,197,214,305,245,178,197,141,26,10,1506,0,5,17,21,40,74,81,19,5,263,41,69,65,51,48,31,31,9,0,345,0,0,0,4,7,19,29,4,3,70,0,0,0,0,0,0,0,4,0,8,0,0,8,4,31,37,49,8,0,149,5,0,6,0,9,28,36,9,4,100,0,0,0,0,5,7,8,0,0,22,0,7,3,7,7,24,24,6,0,74,28,104,132,103,92,75,38,6,0,580,0,0,3,4,9,7,11,0,0,35,15,43,48,31,63,76,42,8,0,328,248,170,265,197,167,172,97,21,4,1338
SOSR501,138,165,274,459,670,1028,1546,1688,1194,7165,205,146,259,483,1336,3170,4937,4122,1779,16426,3590,18120,22169,18649,15979,13003,7749,3901,2452,105616,52,47,113,301,631,1080,1725,2035,1520,7505,6261,7273,10325,12172,13133,14560,12498,7441,4522,88174,158292,82594,101306,99937,79213,58335,35825,13057,3612,632172,12841,8811,10698,9610,8854,7374,5711,4057,2854,70807,188701,121434,150941,150691,133403,118041,95610,53346,24562,1036733,352,1274,3802,8155,17467,31680,42474,31525,14053,150792,21343,19036,23320,23415,20191,17302,14498,7806,2709,149625,370,486,1207,2926,6165,11223,16436,12011,4454,55273,15,39,37,69,152,545,1810,5039,6084,13782,593,1284,2588,6282,12284,19682,24769,15773,5302,88559,472,476,792,1813,5391,12853,21377,18919,9498,71588,340,323,526,948,1377,2251,3435,3753,2229,15191,467,305,514,952,2465,5806,9428,7999,3222,31153,7601,27282,34331,30412,26625,21504,13357,6506,3424,171025,90,109,215,602,1275,2479,4181,4662,2699,16314,15675,13174,16400,19762,22654,25406,22339,12790,6888,155098,319602,175883,205558,202562,160692,116058,68140,25129,6350,1279967
SOSR511,5,3,4,20,34,52,64,58,56,291,15,10,9,25,54,169,246,177,66,774,179,787,895,799,785,637,383,160,109,4736,0,0,12,12,25,52,92,90,57,345,286,253,370,440,503,628,487,277,187,3444,5748,2639,2846,3038,2728,2128,1349,563,137,21169,595,353,403,339,357,354,281,195,133,3003,7208,4218,4762,5039,5044,4828,3978,2221,942,38239,22,66,193,431,939,1634,2090,1392,562,7317,1215,764,908,960,841,732,661,335,100,6522,15,13,46,122,237,499,705,484,166,2284,0,0,4,8,9,34,82,220,241,596,28,60,115,240,526,854,1120,639,220,3804,23,23,33,71,190,501,860,749,388,2838,9,3,23,35,71,102,141,146,91,629,24,16,24,41,115,292,462,366,119,1461,395,1165,1373,1260,1250,1079,685,285,152,7631,0,0,17,22,54,113,215,174,99,694,694,475,571,697,830,1091,868,482,265,5977,11624,5574,5792,6133,5443,4277,2631,1045,248,42762
SOSR512,9,8,22,28,53,98,141,139,106,593,10,13,6,31,101,256,369,277,127,1193,232,1003,1235,1167,1174,946,611,340,205,6917,0,5,10,23,45,68,157,167,128,600,398,364,520,648,777,896,765,514,290,5169,8957,4142,4342,4558,4339,3476,2256,925,254,33232,1284,732,764,776,788,713,540,322,193,6118,11392,6534,7268,7697,8081,7735,6500,3805,1776,60792,31,70,221,546,1321,2364,3122,2363,1111,11137,1571,1195,1322,1343,1306,1279,1041,598,233,9884,21,17,73,155,410,736,1194,866,348,3815,0,0,0,4,21,44,142,423,501,1144,41,66,196,372,812,1505,1733,1150,390,6262,32,27,54,94,344,903,1432,1303,772,4965,29,14,37,51,103,200,295,292,195,1214,30,16,17,45,183,478,765,578,239,2355,477,1537,1898,1806,1929,1655,1081,550,291,11221,0,11,16,33,83,182,329,360,230,1227,978,719,825,1031,1283,1550,1341,896,428,9058,17855,8917,9193,9152,8697,6977,4435,1743,450,67424
SOSR513,3,0,10,26,44,33,28,40,10,197,14,0,7,15,39,99,97,86,17,368,124,358,677,586,421,283,110,71,45,2676,5,0,0,8,29,31,26,17,25,148,225,135,296,309,343,297,174,113,83,1976,6243,2279,3836,3479,2331,1524,622,218,31,20567,1120,559,914,811,627,425,212,89,35,4786,8012,3503,6031,5635,4315,3205,1774,860,300,33632,13,26,124,248,530,843,752,470,141,3139,756,479,791,794,603,522,306,138,34,4423,6,7,34,110,185,279,267,200,70,1165,0,0,3,0,3,15,36,104,113,275,33,44,112,196,423,605,474,258,73,2221,31,28,35,67,185,384,392,305,121,1540,15,8,40,46,71,82,80,74,23,428,29,8,15,24,73,203,195,160,39,742,256,563,980,887,694,527,222,116,65,4305,5,0,6,13,47,67,86,68,39,330,531,248,466,493,601,536,348,212,126,3567,12557,4884,7451,7240,5104,3260,1311,397,76,42267
SOSR514,3,4,3,8,13,12,29,22,11,112,3,0,0,3,23,52,100,49,31,270,60,175,258,305,290,239,147,49,30,1556,0,0,3,7,14,20,32,41,29,148,79,62,102,164,176,183,151,117,50,1088,2189,825,1020,1285,1076,852,588,203,58,8110,339,152,162,209,164,152,135,83,45,1444,2817,1276,1637,2123,1933,1797,1645,849,346,14412,7,16,48,129,292,555,809,544,198,2595,353,212,281,352,292,249,260,126,41,2161,7,4,18,46,82,185,287,192,48,873,0,0,0,0,0,11,34,83,74,210,7,18,38,85,154,303,455,231,48,1339,6,5,13,23,89,181,374,279,113,1086,10,5,6,17,24,32,73,44,17,228,9,3,8,11,37,110,203,106,48,531,125,281,374,472,455,396,264,94,43,2497,3,0,8,13,29,40,92,84,38,300,222,131,167,237,305,328,322,196,86,1986,4444,1849,2103,2498,2166,1681,1175,421,101,16439
SOSR515,8,3,9,31,58,70,103,105,46,428,7,5,8,21,92,208,282,175,67,879,159,626,878,848,795,720,411,164,91,4686,0,0,0,16,31,63,88,113,73,385,222,216,353,468,593,628,544,289,179,3488,7013,2925,3805,3540,2989,2623,1674,570,166,25315,1235,686,814,804,705,628,495,294,155,5812,9029,4637,6169,6095,5835,5868,4901,2538,1077,46132,27,51,170,399,962,1908,2471,1564,630,8178,1017,757,935,994,952,971,815,386,122,6952,11,12,55,96,253,559,829,637,183,2626,0,0,0,3,10,22,101,229,263,633,34,61,129,282,634,1165,1295,799,239,4643,33,15,41,100,313,684,1153,882,377,3611,20,13,24,47,100,148,206,226,86,877,27,19,24,51,151,412,562,404,130,1779,332,968,1280,1317,1285,1235,747,319,135,7627,7,5,9,27,63,130,237,247,123,842,614,414,538,733,963,1128,1016,551,269,6242,14249,6263,7710,7184,6447,5350,3407,1179,300,52090
SOSR521,3,0,7,10,17,37,41,43,22,179,0,4,3,14,43,102,161,86,29,437,58,218,294,319,333,341,197,79,31,1865,0,0,0,14,24,24,61,40,29,191,81,72,117,176,244,274,204,118,69,1360,2611,1151,1420,1357,1226,1145,730,278,65,9984,510,245,306,290,311,318,234,165,59,2444,3415,1795,2271,2332,2473,2706,2245,1169,436,18844,7,28,68,173,393,908,1256,721,267,3814,420,282,356,377,407,470,434,201,48,2990,3,6,20,45,108,289,381,263,84,1201,0,0,6,6,8,17,45,76,83,241,10,29,61,127,317,512,712,350,96,2228,18,25,19,60,141,375,548,397,164,1740,10,0,13,17,41,75,111,96,37,395,11,4,7,26,75,207,357,209,57,960,135,331,456,525,540,587,400,148,49,3173,0,0,4,17,34,72,133,108,47,422,232,152,184,278,403,536,439,223,107,2547,5328,2475,2773,2677,2601,2401,1494,557,132,20432
SOSR522,0,0,4,12,16,19,30,18,12,122,3,0,0,8,25,60,82,40,6,232,20,94,145,148,152,180,102,36,4,891,0,0,0,0,14,21,19,31,10,94,66,54,70,110,133,182,105,68,24,811,1557,846,855,697,628,629,384,158,39,5790,359,147,151,145,137,189,146,84,39,1406,2070,1197,1292,1218,1262,1517,1225,648,201,10626,5,9,34,78,216,481,684,397,104,1998,156,130,168,197,242,260,251,98,26,1537,3,3,9,18,46,161,201,165,34,645,0,0,0,0,6,8,31,45,33,132,7,21,44,124,240,364,388,223,53,1472,12,12,18,42,94,217,338,246,83,1059,6,3,9,17,27,40,60,50,23,233,12,0,0,12,51,118,186,117,30,517,60,166,229,252,282,303,212,75,23,1606,0,0,4,3,23,48,74,63,17,238,143,93,104,178,238,327,242,126,36,1495,3113,1705,1751,1437,1363,1290,843,314,80,11896
SOSR531,6,5,12,32,64,93,123,102,38,470,22,8,8,35,89,258,376,215,45,1063,207,829,904,1096,1228,1187,593,176,52,6269,3,4,7,22,43,85,143,116,38,453,361,327,431,633,968,1235,858,347,112,5275,10243,4858,4590,5734,6672,6215,3470,1011,153,42952,1422,937,1002,1135,1351,1340,952,404,74,8615,12755,7272,7309,9310,11683,12660,8919,3563,805,74281,16,90,231,596,1686,3729,4364,2211,545,13471,1399,1100,1106,1492,1804,1838,1417,563,102,10828,26,23,46,172,547,1243,1661,947,173,4841,0,5,3,5,12,43,104,250,161,582,42,70,148,301,921,1633,2070,1036,212,6443,36,35,56,105,475,1329,2080,1408,377,5901,20,12,33,61,130,230,294,260,84,1122,34,26,22,49,187,587,908,560,109,2486,501,1307,1393,1733,2083,2106,1209,383,76,10806,9,5,11,35,106,212,381,319,88,1168,881,665,702,1092,1699,2282,1792,718,193,10018,20982,11212,10280,12298,14358,13415,7709,2329,349,92926
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,5,5,4,0,0,30,0,8,3,3,8,0,0,0,0,20,0,13,14,11,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,14,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,22,60,84,56,24,8,0,0,248
SOSR599,0,0,0,0,0,3,7,0,3,11,0,0,4,3,10,7,12,3,0,46,4,62,79,88,61,35,20,0,0,348,0,0,0,0,3,0,8,0,0,18,9,25,32,40,33,40,27,3,0,210,269,136,307,193,131,168,91,13,0,1296,93,172,267,281,223,162,87,14,12,1315,380,410,692,613,468,477,316,38,16,3416,0,10,6,35,61,122,136,24,3,399,28,50,72,68,56,40,35,10,0,371,0,0,4,9,16,33,53,10,0,130,0,0,0,0,0,0,0,0,3,11,0,4,9,14,31,54,65,8,3,198,0,0,6,12,22,44,68,24,4,185,0,0,0,7,7,7,13,3,3,33,3,4,3,9,17,20,35,10,0,103,14,104,149,157,133,86,36,9,6,688,0,0,0,0,10,8,19,0,0,40,21,49,59,72,71,89,70,6,0,430,528,305,612,469,315,334,212,26,4,2794
SOSR603,8,23,33,50,86,155,237,276,147,1005,30,15,27,60,179,416,646,542,179,2082,458,2464,2813,2385,2206,1808,1165,606,371,14279,5,3,15,48,75,151,270,323,222,1105,586,857,1242,1328,1474,1620,1498,925,575,10109,12701,6756,11341,7643,6118,5192,3562,1454,431,55203,1183,850,1009,820,758,697,633,464,243,6659,15696,11300,16898,12997,11958,12048,10946,6683,3084,101610,33,172,542,1133,2370,4471,6217,4510,2096,21555,2218,2258,2561,2446,2264,2142,1965,1087,387,17335,29,59,113,293,587,1210,2000,1471,609,6365,0,4,3,7,19,69,300,656,772,1837,73,159,321,569,1076,1913,2500,1713,588,8913,55,56,105,184,500,1288,2313,2246,1227,7977,23,32,56,98,160,306,510,515,247,1951,49,34,57,129,330,760,1143,970,347,3806,926,3758,4420,3898,3670,3016,1959,976,535,23156,5,8,25,66,158,305,581,650,380,2179,1539,1529,1918,2152,2515,2823,2590,1553,890,17517,25556,14790,24079,15645,12291,10068,6720,2713,740,112598
SOSR611,8,15,15,24,54,79,126,130,90,543,8,6,16,40,122,253,323,317,109,1196,204,971,1159,966,951,695,490,239,172,5849,0,0,0,25,55,81,131,142,107,545,284,327,453,493,649,642,613,431,325,4208,5308,2995,3795,2765,2613,2187,1486,611,183,21951,533,413,402,347,318,294,294,208,129,2937,6698,4928,6050,5027,5211,4964,4552,2943,1412,41778,25,71,211,478,1126,1880,2560,2058,949,9357,1175,1038,1189,1136,1015,895,891,574,176,8088,7,26,55,100,255,519,783,609,241,2589,0,0,6,4,14,34,99,255,326,752,27,67,156,292,531,867,1152,804,244,4133,28,32,32,82,223,566,1017,997,508,3490,13,20,33,47,105,136,224,247,138,974,11,12,28,73,223,420,623,555,179,2134,465,1526,1877,1540,1567,1164,820,395,235,9590,5,3,7,37,100,179,290,304,191,1113,691,589,758,790,1069,1135,1042,709,453,7233,10496,6474,8207,5838,5258,4206,2721,1141,303,44644
SOSR612,6,4,12,11,28,44,77,90,54,333,10,0,11,32,98,195,275,184,64,873,124,551,690,619,579,512,332,138,92,3648,0,0,5,14,43,46,79,81,52,325,159,171,270,291,382,434,364,200,145,2408,2928,1496,1706,1369,1338,1189,827,367,129,11354,366,200,211,178,201,202,188,152,76,1783,3867,2556,3007,2639,2866,3119,2846,1743,785,23428,24,33,119,281,707,1299,1730,1209,532,5935,781,618,713,671,651,600,605,335,88,5067,7,9,23,47,153,307,511,384,129,1575,5,0,0,3,15,19,47,127,141,350,23,36,89,152,383,580,789,554,171,2772,28,19,29,49,178,368,649,625,297,2243,9,8,19,22,55,89,161,179,91,643,15,6,19,58,178,340,479,346,109,1553,255,855,1077,968,984,841,559,237,121,5903,5,0,6,22,70,91,176,177,92,633,409,340,431,471,647,741,642,332,211,4218,5749,3176,3631,2740,2698,2376,1585,732,193,22890
SOSR613,0,3,0,3,3,30,34,37,18,138,0,0,3,6,22,52,75,54,27,235,26,149,142,123,153,134,97,35,26,879,0,0,0,0,3,16,29,30,17,97,28,66,54,91,104,158,123,68,32,713,726,390,394,360,393,415,298,154,51,3181,81,54,37,41,55,70,69,58,24,481,920,686,651,663,820,1027,973,672,278,6688,0,7,22,71,184,419,605,454,175,1944,173,155,156,156,179,190,201,112,35,1354,4,0,0,24,51,107,156,120,50,518,0,0,0,0,0,9,10,54,47,125,4,6,17,25,80,169,214,157,42,720,5,10,4,17,45,107,217,223,103,722,0,8,5,3,14,39,59,69,28,232,4,0,3,9,41,87,136,108,34,426,65,216,208,200,243,218,164,69,25,1406,0,0,0,0,14,38,53,60,32,191,91,100,80,125,159,250,213,123,48,1194,1461,840,816,718,761,813,576,283,99,6374
SOSR614,0,0,4,13,11,18,17,32,12,120,3,0,3,5,25,64,106,65,15,291,60,158,229,217,230,204,128,54,24,1303,0,0,0,3,13,22,24,20,10,104,50,56,86,112,145,151,127,86,36,834,1084,503,577,489,473,485,356,152,41,4150,165,89,79,86,85,79,84,58,18,745,1436,844,1016,991,1061,1216,1142,683,222,8610,3,11,41,112,273,537,694,466,139,2267,281,159,205,234,213,250,251,119,33,1736,0,0,7,15,53,125,194,139,46,578,0,0,0,3,0,3,26,64,41,141,10,13,34,48,131,252,306,235,66,1087,8,11,11,15,51,155,264,220,84,816,3,4,9,11,22,38,57,56,29,238,5,0,9,17,48,108,197,125,29,537,107,264,329,338,359,343,225,94,40,2103,0,0,3,7,20,54,79,60,20,241,126,92,129,173,242,303,246,142,53,1517,2189,1114,1204,1038,916,1021,673,280,61,8491
SOSR615,10,9,10,21,31,61,133,141,76,485,5,5,15,34,103,222,379,278,88,1121,184,565,866,717,786,726,549,225,117,4736,0,0,12,9,38,63,126,114,78,440,193,190,334,395,530,692,665,352,174,3525,4134,1935,2269,1923,1913,1889,1425,628,178,16302,500,246,261,273,314,325,321,251,112,2613,5351,3112,3927,3599,4031,4646,4744,2967,1180,33552,14,54,191,351,957,1956,2992,2185,807,9515,940,685,860,790,801,883,964,569,151,6629,3,7,33,88,204,433,830,635,219,2450,0,0,0,0,11,32,86,226,233,586,16,42,100,177,436,855,1304,861,260,4051,22,13,40,69,226,554,1084,1075,484,3566,18,14,16,33,62,115,263,288,127,929,4,8,29,63,185,423,739,555,162,2166,388,884,1279,1127,1258,1217,917,384,169,7636,3,0,11,24,81,129,312,270,142,963,528,370,533,626,871,1203,1147,606,269,6159,8343,4210,4794,3956,3830,3720,2757,1170,316,33088
SOSR621,0,0,0,9,8,26,32,53,22,157,3,0,0,9,28,80,113,87,21,337,47,141,216,234,235,282,181,53,30,1412,0,0,5,5,14,24,29,40,24,136,62,52,81,111,170,220,207,106,42,1041,1377,577,710,692,707,784,530,185,41,5615,165,70,88,96,105,137,119,81,28,889,1731,898,1150,1216,1430,1818,1625,857,270,10997,5,12,54,108,307,736,1019,619,192,3049,261,198,205,220,270,342,319,146,37,1995,0,11,7,31,70,188,299,225,49,879,0,3,0,4,0,11,23,67,67,178,7,15,32,53,144,299,417,263,59,1289,7,8,12,27,86,226,362,337,111,1170,0,3,7,12,21,59,66,88,32,285,0,6,6,16,54,145,216,176,40,654,100,237,325,366,428,468,316,113,40,2392,0,0,3,9,23,52,80,83,38,293,152,103,128,182,288,408,372,186,68,1885,2726,1289,1495,1456,1475,1568,1093,407,78,11578
SOSR622,0,0,0,5,4,0,15,8,6,49,0,0,0,0,13,35,59,25,7,141,23,51,78,85,125,123,73,30,17,620,0,0,0,0,8,8,13,17,7,52,29,23,30,53,98,106,88,42,28,506,514,236,248,261,265,347,254,95,16,2240,36,39,32,38,51,77,65,45,34,408,635,368,418,458,602,857,757,357,134,4578,0,6,17,55,167,346,453,243,93,1380,81,69,82,107,129,151,141,75,11,858,0,0,4,10,43,97,150,92,17,409,0,0,0,0,5,6,12,21,36,74,0,13,9,22,63,145,196,115,21,581,3,3,7,5,41,108,194,133,45,537,0,0,8,9,16,17,26,17,12,98,0,0,0,4,20,61,127,60,9,289,42,95,124,145,214,215,162,57,22,1077,0,0,0,3,11,18,49,32,10,133,63,38,49,95,148,217,182,80,41,920,1038,499,522,524,593,711,555,189,33,4648
SOSR631,5,11,12,29,55,94,116,83,30,439,4,0,12,25,126,300,410,150,34,1060,196,756,894,1063,1171,1182,554,143,40,5997,0,0,6,16,57,104,119,87,50,437,241,268,373,601,874,1117,759,253,78,4572,7087,3210,3072,3670,4175,4132,2415,683,103,28551,735,476,439,507,591,740,515,214,53,4272,8724,4966,5084,6364,7815,9227,6690,2497,571,51943,16,66,222,599,1692,3701,4255,1983,412,12951,1200,919,981,1198,1350,1545,1292,416,94,8997,23,18,47,149,406,937,1266,693,143,3695,0,0,0,0,5,34,78,134,98,359,34,59,95,246,605,1279,1568,760,151,4791,40,33,26,89,361,1088,1676,1023,287,4613,15,19,26,52,88,197,279,214,71,958,14,14,26,69,244,664,871,426,104,2424,416,1195,1338,1698,1989,2127,1162,313,67,10310,0,5,11,32,113,236,335,254,94,1079,645,518,634,954,1533,2150,1603,534,140,8702,14284,7220,6714,7547,8703,8649,5324,1572,227,60245
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
SOSR699,0,0,0,0,0,3,0,0,0,8,0,0,0,3,6,9,7,0,0,23,0,42,21,28,23,19,6,0,0,145,0,0,0,0,0,0,0,0,0,10,0,6,6,11,16,19,9,0,0,59,49,34,49,27,21,28,19,4,0,232,5,19,11,24,18,31,28,4,0,136,61,108,92,97,78,98,72,13,4,616,0,0,8,16,26,38,21,9,3,120,7,22,29,17,18,15,9,0,0,121,0,0,0,3,6,10,6,3,0,37,0,0,0,0,0,4,0,0,0,5,0,0,0,9,18,8,14,0,0,53,0,0,0,0,7,7,17,3,3,45,0,0,0,0,3,8,0,0,0,18,0,0,0,3,4,11,11,0,0,38,4,69,51,51,53,34,16,0,0,288,0,0,0,5,4,3,5,0,0,12,4,12,8,21,32,23,9,0,0,117,102,90,107,64,70,51,40,7,0,529
